ParlaMint-FR_2019-12-19-O1111.u1	The meeting was suspended.
ParlaMint-FR_2019-12-19-O1111.u53	[[Smile on the benches of the LaREM group]] Don't forget to breathe!
ParlaMint-FR_2019-12-19-O1111.u54	[[Applause on the benches of the FI group. – Exclaims on the banks of the LaREM Group]] ... she can no longer see you make Secretary of State a man able to lay off an employee for an 80-cent cash error!
ParlaMint-FR_2019-12-19-O1111.u55	That's it! Roll in the mud!
ParlaMint-FR_2019-12-19-O1111.u56	[[Claims on several banks of the LaREM Group]] Gentlemen and ladies of the Government, do you know what harm you are doing? Do you know that at the Robert-Debré pediatric hospital, for example, as in the whole of Île-de-France, we lack so many beds that we are obliged to transfer some children to other areas, to Reims or Rouen, to make room? Do you know that families are suddenly cut off from their sick child because there are no beds in the whole area to accommodate them? Of course you do! The number exploded! In Robert-Debré alone, instead of the three transfers made in total last year, there are already more than twenty since October!
ParlaMint-FR_2019-12-19-O1111.u57	Did your friends cut off the electricity there? Would you like to talk about it?
ParlaMint-FR_2019-12-19-O1111.u58	You know that very well, and you are responsible for it, but you leave the ungrateful task of telling families that their child will be transferred tens or hundreds of kilometres away.
ParlaMint-FR_2019-12-19-O1111.u59	Yes! What a shame!
ParlaMint-FR_2019-12-19-O1111.u60	These caregivers you are hiding behind, while working thirteen hours a day, in a tense flow, with just ten minutes to eat!
ParlaMint-FR_2019-12-19-O1111.u61	Bravo, Mr. Coquerel! That's the truth!
ParlaMint-FR_2019-12-19-O1111.u62	Well, that's it! You're in a bad position to give us lessons!
ParlaMint-FR_2019-12-19-O1111.u63	You know that they can't do it anymore, since 800 heads of service have just signed a petition where they threaten to resign if you don't change politics! You know that, but you are silent because silence is not an oversight at home; Silence in you is a contempt.
ParlaMint-FR_2019-12-19-O1111.u64	That's right!
ParlaMint-FR_2019-12-19-O1111.u65	And there are still thousands of others, examples like this one, thousands of tragedies that you let crawl through the corridors of our hospitals, our schools, our stations, our barracks!
ParlaMint-FR_2019-12-19-O1111.u66	Demagogy!
ParlaMint-FR_2019-12-19-O1111.u67	[[Applause on the benches of the FI group]] [[Applause on the benches of the FI group]] It's been too long since our public services hold only thanks to the devotion of their agents, a devotion to which you respond by more disdain and less means. But these agents will continue to fight against your inept decisions and for their trades, like those unionists I met ten days ago in a SNCF workshop, after a general meeting. One of them, Matthew, told me: "We are proud to be railwaymen. We are proud of what we give to the nation. We are proud of our history. We are proud of our social struggles. We are proud of our role in the Liberation. If the strikers of this country hear me, I pay tribute to them. I say thank you, thank you for everything.
ParlaMint-FR_2019-12-19-O1111.u68	Bravo, Mr. Coquerel!
ParlaMint-FR_2019-12-19-O1111.u69	What a demagogy!
ParlaMint-FR_2019-12-19-O1111.u70	As for you, ladies and gentlemen, I call on you to take stock of the seriousness of the situation in which our country is in. I call on you to refuse to pass this moribund finance bill and to call with me for a major emergency plan to rescue the state.
ParlaMint-FR_2019-12-19-O1111.u71	Exactly!
ParlaMint-FR_2019-12-19-O1111.u72	[[Applause on the benches of the FI and GDR groups]] I urge you to live up to this urgency and the ongoing social movement.
ParlaMint-FR_2019-12-19-O1111.u73	Mr Jean-Paul Dufrègne has the floor.
ParlaMint-FR_2019-12-19-O1111.u74	After several months of work, we are completing the review of the Finance Bill for 2020. While I thank the rapporteur-general for the work he has done, we do not recognize ourselves in the text before us, because the measures contained in it are in total mismatch with the expectations of our fellow citizens, the social climate and reality. It is, however, in line with your policy, which serves not a project, but the capital and the wealthiest. Freedom, equality, fraternity: this is the motto of our great and beautiful nation. However, in the course of this PLF, it is clear that you are not following this course of action. Proposing a facade equality is not the same as trying to create a fairer system. Under the guise of equality and tax and social justice for the poorest, you have announced and voted for the gradual end of the housing tax. By 2023, no home will pay for it. However, isn't this a gift to the richest? Many of the most modest were not already liable for the tax, and although they were the last to be exempt, the top 20 per cent of income would be the big winners of the reform. Let us not forget that the removal of TH will cause an imbalance and lead to a loss of autonomy of local finances, which is really a problem. You're turning the CICE into a drop in uncompensated expenses, and reducing the SI – the income tax – especially for large businesses, again without consideration. Evidently, equality is not the same for the richest. With your obsession with declining public spending, you create completely new situations that are not in the public interest. One example is the abolition of nearly 6,000 posts in Bercy between 2020 and 2022. Over the duration of the quinquennium, 10,000 posts will be abolished, with numerous closures or forecasts of closures, including cash flows. Yet you say that you want, through this PLF, to fight tax fraud more effectively. It is commendable, but with what means, what human resources will you do? Probably this is why you intend to put in place surveillance of data on the websites of social networks and platform operators – a less expensive, more arbitrary, liberticide measure. Health, a great national cause? In speeches perhaps, but words will not cure the evils of the system. See and hear the distress of health professionals, see how your actions and plans do not meet their needs. Social misery is constantly gaining ground in France, and you are fanning its embers. As far as ecology is concerned, I do not see much progress in this text or even in the other actions that you have been able to carry out. The increasingly liberal and capitalized system that you promote is totally incompatible with the environmental and ecological cause, yet so important. The ISCED, for example, will be replaced by a bonus. In the meantime, it is planned to allocate only EUR 800 million to this scheme in 2020, compared with EUR 1.6 billion in 2017. Other glaring features of your policy, such as the ratification of CETA – the free trade agreement between the European Union and Canada – show us that your so-called ecological conscience is just a smokescreen, a communication operation. That said, everything in this text is not to be discarded. Some progress has been made thanks to the common sense which the House has sometimes shown. The extension of the PTZ, for example, was confirmed here on the night of Tuesday to Wednesday. For my part, I am pleased to have tabled an amendment to amend the arrangements for the additional half-tax for widows of veterans from 2021 onwards, an amendment which was unanimously adopted less one vote in the public sitting. I thank my colleagues, in particular the rapporteur-general, Joël Giraud,...
ParlaMint-FR_2019-12-19-O1111.u75	A very good rapporteur-general!
ParlaMint-FR_2019-12-19-O1111.u76	[["Congratulation! » on various benches]] ... for this parliamentary moment and for the progress we have made collectively. However, on the whole, the finance bill for 2020 is profoundly unfair and far removed from our values. It is a new PLF in favor of the rich, a new signal of distrust towards the French people, which, a year after the yellow vest movement, gathers in mass in the streets to fight, this time, your project of reform of the pension system. But you prefer to keep your eyes and not hear what the French have to say. [[Applause on the benches of the GDR groups and on a few benches of the SOC and FI groups]] For all these reasons, members of the GDR Group will vote against the finance bill.
ParlaMint-FR_2019-12-19-O1111.u77	All right!
ParlaMint-FR_2019-12-19-O1111.u78	Mrs Emilie Cariou has the floor.
ParlaMint-FR_2019-12-19-O1111.u79	With the final reading of the finance bill, we are coming to the end of the budget process for 2020. It was three months of shared labor on all benches. Democracy is the contradictory debate and it is also convergence in the name of the general interest. We come to the end of a participatory process longer than usual. I would like to stress, once again, that this budget will be that of the reduction of taxes for households, with the reduction of the income tax and the abolition of the housing tax. It will be more purchasing power for the middle classes as well as – don't you mind – for people with modest incomes, with an average reduction of 350 euros over the year, which will have a direct impact on the payroll as of January. This is concrete: 5 billion euros that are put on the table by measures that will benefit businesses as well as individuals. This is one of the major decisions that emerged from the major national debate held earlier this year. This tax cut comes from our electoral districts, it is the result of a democratic debate, and it will benefit all of our territories. The removal of the housing tax has led us to initiate the reform of local taxation. Let us welcome the work done together in order to preserve the means of action of the local and regional authorities. We are going to win our bet: reduce the compulsory levies for the French and support the local authorities by removing the negative effects of very unequal taxation, while at the same time compensating it. Our fiscal policy is also to make taxation more readable by lowering the corporate tax rate and continuing our efforts to clean up the tax bases. This is what we are doing by adopting all the measures to transpose the directive establishing rules to combat tax evasion practices, known as "ATAD", and the directive to regulate online platforms, in order to preserve our sovereignty and tax bases, particularly with regard to VAT. Our fiscal policy is still to make corporate taxation compatible with our environmental objectives, as illustrated by the transformation of ISCED into a premium, the ecological malus, the measure concerning GNR – non-road diesel – or the end of the export guarantee for polluting activities. Demanding and supporting our businesses, our policy also aims to strengthen our public services, the Regalian sector that is the heart of the state.
ParlaMint-FR_2019-12-19-O1111.u80	Um!
ParlaMint-FR_2019-12-19-O1111.u81	Many budgetary efforts are being made for the police, the gendarmerie, the judiciary and the army. Of course, the same commitment will have to be made in the fight against tax and social fraud. We repeat our vigilance to ensure the transformation of our administrations, to make them work better together, to help them – and not to replace them – with digital technology and, more generally, to respect the social and territorial situation of our agents, whose skills are great. Finally, I would like to refer to the question of evaluation. Since our election, we have been arguing that there is a need for more evaluation. There will be much work to be done in the coming months to check the effectiveness of our pro-investment tax policy for economic actors and employment. The first signs are very encouraging, but the next few months will be decisive to confirm that the economic course we are taking is the right one and that we are giving everyone more opportunities, first and foremost to find a job. [[Applause on the benches of the LaREM, MODEM and IDU-Agir groups]] I would like to take this opportunity to pay a special tribute to our rapporteur-general, Joël Giraud, who has worked day and night, since the beginning of the legislature, to ensure that our draft budgets are implemented. He has also taken important initiatives in the area of monitoring and evaluation – but I do not forget the work done by our former colleague Amélie de Montchalin and Laurent Saint-Martin to renew the budgetary procedure. Thank you and congratulations, dear Joel, for your seriousness and good mood under all circumstances, even after long nights spent studying amendments! Serious, democratic and fiscal justice: that is what our majority wants to inculcate and infuse.
ParlaMint-FR_2019-12-19-O1111.u82	What a joke!
ParlaMint-FR_2019-12-19-O1111.u83	[[Applause on the benches of the LaREM group and on some benches of the MODEM group]] And this is confirmed by the draft finance law for 2020, to which the Group of the Republic on the move will give its full support.
ParlaMint-FR_2019-12-19-O1111.u84	Mrs Véronique Louwagie has the floor.
ParlaMint-FR_2019-12-19-O1111.u85	First of all, on my behalf and on behalf of the Group of the European People's Party, I would like to address a special thought to the rapporteur-general, Joël Giraud. After three months of debate, we meet this morning for the final reading of the Finance Bill for 2020. Let me begin by reviewing the conditions under which this text was re-read, as it was particularly challenging because of the unprecedented length of the text that was forwarded to us by the Senate: 283 articles, of which 148 were additional; 955 amendments to be considered. However, we have only had a day and a half to try to turn this text into a definitive and thoughtful version. It's not serious! Is it relevant to talk about debate when we are obliged to send the amendments, or at least to vote on them, in order to finish in the time allotted by the Government? It is regrettable that consideration of such an important text has been so hasty. I'm coming to the bottom. In this final version, you have endeavoured to systematically remove all the measures introduced by the Senate, without really trying to know whether or not they were in the right direction. By dogmatism, you have listened deafly to the arguments of the opposition. You had only one objective: to restore the text originally voted by the House. In short, you kept your eyes without trying to broaden your field of vision. Where is respect for parliamentary work and legislative co-construction? Even when you were loyally beaten, you went back to the measures adopted, in the game of second deliberations. Ten were thus re-examined – it is upuesque. While the request for further deliberation could exceptionally be justified, in the vast majority of cases the sole reason for the new vote was to delete provisions that did not satisfy the Government. Mr Minister, should I remind you that the second debate on amendments must remain an exceptional mechanism, not become a trivialised tool, at the service of the Government, to go back to measures voted by Parliament that would hinder you? At this stage, it is a real denial of democracy that you have shown, because you do not respect the parliamentarians who have debated these measures and voted on them. Whether you agree with the outcome of the vote or not, respect the sovereignty of Parliament! In general, this PLF is a mixture of renunciation, illusions and contempt for the French. In the explanatory memorandum, you announced a forecast of the state deficit of EUR 93.1 billion, which was already very alarming. But you are doing worse in the final version as it stands at 93.3 billion, a difference of 200 million euros between the beginning and the end of the examination of the text.
ParlaMint-FR_2019-12-19-O1111.u86	What a disappointment!
ParlaMint-FR_2019-12-19-O1111.u87	You pride yourself on reducing the taxes of the French; You even make it a major argument to poorly defend your budget. In reality, taxes are increasing considerably. This is proof of the €3 billion increase in income tax revenues, as you announced a €5 billion reduction in this tax. I would also like to point out, as far as you're concerned, that the additional EUR 16 billion that corporate tax will bring back to the state in 2020, while tax cuts were announced here too.
ParlaMint-FR_2019-12-19-O1111.u88	Anything!
ParlaMint-FR_2019-12-19-O1111.u89	Similarly, the decline in the CSG – the widespread social contribution – for modest pensioners and the reindexation of small pensions are in fact only partial measures to correct the tax increases that you yourself voted for in 2018 and 2019. Moreover, your obstinacy to remove the housing tax is particularly damaging. You are destroying a strong link between the people and their communities, at a time when relations between elected officials and residents are already very delicate. Nevertheless, we welcome some progress, which has been made thanks to the mobilization of the opposition, in particular the maintenance of the resources of the chambers of agriculture, the restoration of the additional half share for widows of veterans, the maintenance of the zero-rate loan scheme in new housing throughout the territory, and the tax credit for crafts, which was extended until 2022 thanks to an amendment by our colleague Fabrice Brun. But we regret that this finance bill is like the precedents of your quinquennium: disappointing and unfair. [["Oh! » on several benches of the LaREM group]] For all these reasons, as you will understand, Members of the Republican Group will not vote for this text. I am still taking this moment, ladies and gentlemen, to renew the tribute to Joël Giraud...
ParlaMint-FR_2019-12-19-O1111.u90	All right!
ParlaMint-FR_2019-12-19-O1111.u91	[[Applause on the benches of the LR group and on some benches of the UDI-Agir group]] ...and wish you all good Christmas and year-end holidays.
ParlaMint-FR_2019-12-19-O1111.u92	The general discussion is closed.
ParlaMint-FR_2019-12-19-O1111.u93	I now call, in accordance with Rule 114(3) of the Rules of Procedure, the bill in the text voted by the National Assembly on further reading.
ParlaMint-FR_2019-12-19-O1111.u94	I put to the vote the whole of the finance bill for 2020.
ParlaMint-FR_2019-12-19-O1111.u95	The result of the vote is as follows: Number of voters 108 Number of votes cast 107 Absolute majority 54 For adoption 77 Against 30
ParlaMint-FR_2019-12-19-O1111.u96	The next item is the debate on the report of the Joint Joint Committee on the draft law on engagement in local life and proximity to public action (No. 2499, corrected).
ParlaMint-FR_2019-12-19-O1111.u97	Mr Bruno Questel, rapporteur of the Joint Joint Committee, has the floor.
ParlaMint-FR_2019-12-19-O1111.u98	This morning we come to the conclusion of the parliamentary review of the bill on engagement in local life and proximity to public action. I listened yesterday to our colleagues in the Senate; They voted unanimously on this text, and that is a good thing. They have demonstrated, beyond the divides, their ability to objectively grasp this bill; As part of our discussions, we have drawn up a balanced text. Indeed, this text from the CMP is the result of collective work: senators have marked it with their mark; the deputies have preserved the initial issues defined by the Government. This co-construction is also the result of the joint work with my two fellow rapporteurs, Françoise Gatel and Mathieu Darnaud, whom I would like to thank for their ambition to serve the communes and the mayors. We share this ambition. The agreement we reached in the Joint Joint Committee last week demonstrates our common will to respond to the concerns of local elected officials and to better recognize their commitment. This bill was expected and is the result of the long process of consultation initiated during the major national debate by the President of the Republic. It meets the strong expectations of local elected officials, including smaller municipalities, to meet the challenges they face on a daily basis; It also responds to a more general request to give meaning to their political commitment by offering them new accompanying tools. It is true that we are a certain number who have served as mayor. Without going into detail, I will recall the main provisions of the text. The first introduces the abolition of the most ardent irritants of the NOTRE law – the new territorial organization of the Republic – to restore the place of the commune within the intercommunality and the voice of the mayors in the decision-making process. Article 5 gives the expected flexibility to the arrangements for the transfer of water and sanitation competences to inter-communities. Article 6 makes it possible to restore to the tourist communes the exercise of the competence to promote tourism. Article 7 reinforces the place of the municipality in the procedure for drawing up local inter-municipal planning plans, the PLUI. On the other hand, we did not wish to question all aspects of the NOTRE law or to review all the transfers of powers already made, because another strong demand is expressed: stability. Remove what's hindering, what's bothering, yes; do the big night of decentralization, no! We are strengthening the mayor's capacity to act, particularly under his police powers, whether it is compliance with urban planning rules or the possibility of declaring the closure of drinking outlets: the mayor will in future have the tools necessary to carry out his tasks properly. Political commitment is enhanced through several measures designed to meet the concrete demands of our elected representatives: increase of the allowances of elected representatives of the smallest communes; functional protection of mayors; certain expenses, including travel and child care; principle of non-discrimination, e.g. elected employees. On all of these issues, we wanted, together with the Senate rapporteurs, to propose a balanced compromise. While the National Assembly has removed the additional articles adopted in the Senate that did not fall within the original purpose of the text, we have retained a large majority of the input from the Upper House. This is reflected in the 28 articles adopted in conformity and the 60 articles adopted as a result of minor amendments. Only 15 subjects were discussed with the Senate rapporteurs. With regard to parity, we have heard the fears of some elected officials about the difficulties of establishing complete lists in the smallest municipalities. This must not lead us to inaction. That is why we have adopted a compromise text aimed at bringing about a legislative change in this direction by 2022. We felt that we should be faithful to the Government's words regarding compensation, giving the municipalities the means to upgrade those of mayors, including the smallest communes. We have therefore resumed in the CMP the drafting of Article 28 adopted by our Committee on Laws at first reading. The text submitted to your vote this morning appears ultimately balanced and is likely to meet the legitimate expectations of local elected representatives. [[Applause on a few benches of the LaREM and MODEM groups]] In conclusion, I would like to thank each and every representative of all parliamentary groups, without exception, for the quality of the relationship and common work on this bill.
ParlaMint-FR_2019-12-19-O1111.u99	The Minister responsible for local and regional authorities has the floor.
ParlaMint-FR_2019-12-19-O1111.u100	We have reached the end of an interesting year. It began with the great national debate, which allowed for a direct exchange between the President of the Republic and the mayors of France, as well as to restore an important place and visibility in the public debate to the local representative democracy, the role of mayors, deputy mayors and municipal councillors. It ends with a round-trip between the two chambers, witness to the good functioning of bicameralism, providing pragmatic answers to the questions posed by the organisation of local authorities in our country. The exercise is therefore successful and I, after the rapporteur, would like to thank you for the quality of the dialogue and the work done. We have observed that territorial issues have political lines that are not traditional, between political groups as well as between the National Assembly and the Senate. It was in turn a question of designing solutions to local problems or of arbitrating when there were in competition the two beautiful republican values of freedom and equality: to allow the exercise of local freedom, to say themselves girondin and to trust local elected officials, at the same time to define a republican framework that was sufficiently well-nourished to guarantee equality. It wasn't obvious, but we did. The second feeling that this text inspires me is that it is not revolutionary – and that is so much better. Indeed, whenever Parliament or the Government wanted to adopt a revolutionary text on territorial issues, our local elected colleagues took several years to recover.
ParlaMint-FR_2019-12-19-O1111.u101	The Convention had done well!
ParlaMint-FR_2019-12-19-O1111.u102	President Chassaigne, the Convention does not offer a good example in this respect!
ParlaMint-FR_2019-12-19-O1111.u103	Yes!
ParlaMint-FR_2019-12-19-O1111.u104	In any case, the NOTRE law was an example not to follow – I claim it. It was better to assume the humble status of a text of reparation than to try to organize an umpteenth great territorial evening, which might have aroused doubts, here or there, among the local elected.
ParlaMint-FR_2019-12-19-O1111.u105	Yes!
ParlaMint-FR_2019-12-19-O1111.u106	The mayors of France called for both stability and clarity, and we could not ignore these expectations of a whole generation of local elected officials. In my view, we have made progress in this area, thanks to certain legal innovations that I will not develop. More than a thousand amendments in committee, a thousand in sittings, as well in the Senate: the debate has taken place, I believe. Territorial laws are often chatty because they contain many articles and open several codes at the same time; It is complicated to sum up this text into a single provision, but all the measures that make up it make up a system. I would like to make two final points. [[Applause on the benches of the LaREM, MODEM, SOC and GDR groups as well as on some benches of the FI group]] First, I believe that we collectively provided a worthy response to the terrible tragedy that took place in Signes last August. The disappearance of Jean-Mathieu Michel – for whom I have a thought this morning – put a spotlight on the mayor's other function: state agent in the commune. It is a function often not well known to our fellow citizens, on which the media did not always have much to show. Under the Old Regime, the "two bodies of the king" were spoken of. This terrible tragedy recalled what the mayor's two bodies are, who is at the same time boss of his decentralized territorial community and representative of the state in the commune. The measures of legal protection, psychological support and administrative police power that we have introduced into the law and on which I will not return, are at least pragmatic, if not spectacular, advances, which are the subject of consensus, since they were expected both by the associations of elected representatives and, on the ground, by parliamentarians and elected officials. [[Applause on the benches of the LaREM group. – Mrs Cécile Untermaier also applauds]] Secondly, this text starts a cultural shift which, again, without being spectacular, gives a spotlight on the communal bloc. In the last ten years, fashion has been gigantism. I recalled it here: we loved the great intercommunalities, the great cantons, the great regions, in short, the great machins. For once, Parliament has devoted time to the basic republican cell, which, since the French Revolution, dear André Chassaigne, is the commune. In this regard, we have collectively achieved a cultural movement that is in the right direction. In any case, the Government and Parliament have legislated as local elected officials. It's the best they could do to pay tribute to them.
ParlaMint-FR_2019-12-19-O1111.u107	In the general debate, Mrs Cécile Untermaier spoke.
ParlaMint-FR_2019-12-19-O1111.u108	On Wednesday, 11 December, the Joint Joint Committee decided on the final terms of the law commitment and proximity. I will not go back to our previous regrets at the CMP, particularly on the issue of water and sanitation, which we still believe must be an optional competence in the hands of the municipalities.
ParlaMint-FR_2019-12-19-O1111.u109	All right!
ParlaMint-FR_2019-12-19-O1111.u110	Yes!
ParlaMint-FR_2019-12-19-O1111.u111	Our wish was to return to this point of the NOTRE law, so disclaimed...
ParlaMint-FR_2019-12-19-O1111.u112	Even the socialists agree!
ParlaMint-FR_2019-12-19-O1111.u113	... and finally so little amended. The provision of taking a step forward and a step backwards – you are planning the compulsory transfer of this competence to intercommunality but the possibility that it will then go back to the commune – is a rather new dance step for local elected officials, but they have seen others. I will not dwell on the PLUI for a long time, but frankly, if we had wanted to simplify the lives of the mayors, it was enough to impose a SCOT – a scheme of territorial coherence – and compatible PLUs. Mayors can no longer get out of a PLU and have to start over with a PLUI, while a normative document such as SCOT is amply enough to curb the ardour of construction, especially in rural areas.
ParlaMint-FR_2019-12-19-O1111.u114	That's right!
ParlaMint-FR_2019-12-19-O1111.u115	All right!
ParlaMint-FR_2019-12-19-O1111.u116	I remain convinced that the small intercommunality of 10,000 to 12,000 inhabitants, except in the geographical areas which require it, is costly and makes the commune lose its usefulness as a door of proximity, without constituting a relevant project space. I would like to congratulate the mayors of my constituency, who, for many, have merged two communities of communes and finally took the best of each for the greatest benefit of the citizen. It has not been difficult, but none, I believe, now wants to go back. Opacity surrounds formation, which often serves other causes. We should involve the university in the training of elected officials, give it the means to propose university degrees allowing them to benefit at a lower price from a quality service enabling them to build – why not – their future professional life. It is true that this concerns the status of the elected representative, a problem which the text was not intended to solve. The CMP has fulfilled its function: it has resulted in a compromise. I do not deny the need to find a final path, but it is regrettable that it is often to the detriment of the agreements between the Government and the parliamentary opposition of the Assembly. It is precisely these agreements that must be given priority when seeking a compromise. In my personal capacity, I regretted that this was done at the expense of ethics. In the current context, it is incredible that we sacrifice the ethics considered, I was told, as "a bobo walker thing"! You'll appreciate it. Recent developments, alas, have spoken. In the silence of the law, some communities have taken the initiative to put in place competent ethical structures for elected officials. This is the case, for example, in the city of Strasbourg, but rural municipalities must also be able to benefit from the voluntary councils, on which case law has been passed in a protective manner for the elected representatives. They must be protected against the high risk of criminal conviction, by providing them with any advice useful to respect the ethical principles enshrined in the local elected official's charter. I fight, like you, punitive ethics. Ethics is not an end in itself. Ideas and competence are the demands of a successful political life. In order not to unnecessarily multiply structures, a common ethical forum for elected officials and officials should be established. In addition, the feeling that there is double standards for the various populations in terms of obligations would be avoided unnecessarily, as highlighted by the HATVP – High Authority for the Transparency of Public Life – in its ethical guide. The solution is all the more justified because principles and ethical issues are widely common to public officials and elected officials. Thank you, Minister, for agreeing to support an amendment proposed by the LaREM Group and myself. It wasn't an ordinary gesture. If I regret that this amendment did not survive, I have no doubt that by working upstream, perhaps with the rapporteur, we will be able to convince the Senate that it is not a "bobo thing," but a new right, which we must give to the elected representatives of our rural communes and our small and medium-sized towns. [[Applause on the SOC benches and on a few benches of the LaREM and MODEM groups]] The majority of the Socialist and related groups will vote in favour of the bill. Personally, I would like to thank you for allowing a clear and open dialogue throughout the discussion of the text. I would like to wish you and my colleagues from all groups a good holiday at the end of the year.
ParlaMint-FR_2019-12-19-O1111.u117	Mr Michel Larive has the floor.
ParlaMint-FR_2019-12-19-O1111.u118	Echoing the lasting distrust between the French people and their government, relations between the state and the communities also deteriorated significantly during the legislature. The associations of the mayors, departments and regions of France even went so far as to boycott the National Conference of Territories in July 2018, thus marking their disagreement with the policies of your government against local authorities. Several factors explain the anger of local elected officials, such as the establishment of local expenditure control contracts. This is an unfair measure, which imposes new rules of fiscal austerity. Many communities have refused to sign these contracts, like the Ariège departmental council, which believes that it has already taken a series of measures to bring its operating budget back to balance. It is impossible to make additional efforts. Moreover, the State's contribution to the financing of individual solidarity allowances is still considered to be very clearly insufficient by the departmental elected officials, despite the creation of the horizontal interdepartmental support fund for equalization and the stabilization fund. The constant increase in the burden that ISAs represent for the departments, without a lasting financing solution, is not sustainable over the long term. In Ariège, for example, for active solidarity income alone, the annual payment amount has doubled since 2004, year of the transfer of burden, while since then the State compensation has not increased. Finally, many elected officials, especially from rural territories, note that the Government is pursuing a policy of destroying public services. They deplore in particular the acceleration of the deterioration of rail transport services, the closures of beds or even of whole services in hospitals, or the restructuring of the network of the Directorate-General for Public Finance leading to the disappearance of cash, replaced by obscurs of proximity receptions. The logic of metropolization also threatens the local democratic organization, a precious legacy of the French Revolution, as the minister recalled. The places of debate and decision-making centres are increasingly moving away from citizens. The municipalities are called into question for the benefit of the public institutions of intercommunal cooperation – the EPCIs – in which they must be integrated, constrained and forced. The role of mayors is less and less valued. This is probably one of the main causes of the crisis in the vocations of these elected officials, half of whom would not want to run for a new term. During the review of the bill, we sought to make improvements along two lines: expanding the mayor's police powers to serve the ecological transition; the municipality as the centrepiece of democracy at the local level. We believe that the municipal councils must be able to oppose the construction or extension of peripheral commercial areas, which are primarily responsible for the agony of the city centres. In my constituency, the largest city is Pamiers, where there are just under 16,000 inhabitants; It is one of the twenty-nine cities of similar size in France with a commercial vacation rate of more than 15%. You have ruled this proposal inadmissible. We want rental evictions to be subject to notification of a rehousing solution in which the mayor and the city council can take part. You have ruled this proposal inadmissible. We suggest a mechanism for consulting the inhabitants through the organisation of citizen voting on all major communal subjects, whose municipal council would commit itself to respecting the result. You have ruled this proposal inadmissible. We wish to enshrine a right of dismissal of municipal and community elected representatives on the basis of a petition of 5% of the inhabitants of the municipality. You have ruled this proposal inadmissible. We want to set up a citizen debate of ecological orientation at the municipal level, prevent the compulsory transfer of water and sanitation skills to the EPCI, guarantee the transparency of the allowances of elected officials, etc. You rejected our proposals. [[Applause on the benches of the FI group]] France is unsubstantiated in its defence of a republican vision of territorial organization. We support the need to base it on the principles of territorial equality and popular intervention, because the fair recognition of the importance of municipalities guarantees the proximity of citizens to their Republic. Our view is in contrast to the territorial differentiation advocated by this government, which wants to compete with each other.
ParlaMint-FR_2019-12-19-O1111.u119	Mr Stéphane Little has the floor.
ParlaMint-FR_2019-12-19-O1111.u120	If some pieces of legislation move along the ridge of the battle for ideas, the logic of political consensus should prevail for others, for example for the Bill engagement and proximity, which, in your own words, Minister, should meet the expectations of local elected officials and resolve the crisis of citizen engagement. In addition, he had to correct a number of "irritants", to use a popular expression, of the NOTRE law. At the end of our debates, however, it must be noted that the road to reaching this consensus was long and fraught with difficulties. The fault lies with the majority, who, particularly on the question of water and sanitation, have kept on maintaining a closed position, full of contradictions, against winds and tides.
ParlaMint-FR_2019-12-19-O1111.u121	It's a big mistake.
ParlaMint-FR_2019-12-19-O1111.u122	It is after a long process that we have managed to obtain the device contained in the text of the CMP,...
ParlaMint-FR_2019-12-19-O1111.u123	This is already what the Government's text provided for!
ParlaMint-FR_2019-12-19-O1111.u124	... which, let us not be deceived, is a lesser evil in relation to our initial objectives. [[Applause on the benches of the GDR group]] In the name of communal freedom, we always wanted and wanted the abolition of the compulsory transfer of water and sanitation skills to communities of communes and communities of agglomeration. We wanted to give this expression of confidence to the mayors, who seem to us the most legitimate to provide this service essential to the well-being of the population.
ParlaMint-FR_2019-12-19-O1111.u125	Exactly!
ParlaMint-FR_2019-12-19-O1111.u126	The consensus process was also hampered by the total renunciation of the majority to set a limit of between sixty and one hundred and twenty days per year for Airbnb rentals. However, there is an urgent need for further supervision of this short-term rental arrangement, which affects access to housing and the lives of our neighbourhoods. Finally, how not to raise the issue of parity, a great sacrifice of the CMP,...
ParlaMint-FR_2019-12-19-O1111.u127	Yes!
ParlaMint-FR_2019-12-19-O1111.u128	... when this subject is fundamental and consubstantial to our requirement of republican equality? During our debates, your majority and the minister have repeatedly called for the triumph of the Gironde, in a sometimes poorly nuanced view of history, acknowledge it. Let me remind you of what his most famous representative said in 1791: "The woman has the right to go up to the scaffold; It must also have the right to go up to the rostrum. Olympus de Gouges would certainly have had very little taste in referring the question of parity to the Greek calendes announced by this government. This missed new opportunity does not honor national representation. Despite these disappointments, we do not wish to overshadow the ray of joy, even if it seems meagre in view of the ambitions displayed. I am thinking first of all of the arrangements proposed by my group president, André Chassaigne, which will allow, at the initiative of the inhabitants of the municipalities of less than 3500 inhabitants, the setting up of advisory councils in order to extend the possibilities of direct participation of the inhabitants in local life. This will strengthen participatory democracy, which, in our view, is too absent from the text.
ParlaMint-FR_2019-12-19-O1111.u129	The most revolutionary measure of the text...
ParlaMint-FR_2019-12-19-O1111.u130	They're preparing for the big night of local democracy!
