ParlaMint-FR_2019-10-04-O1011.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-04-O1011.u157	Article 16-4 of the Civil Code prohibits the modification of the genome with the aim of modifying the progeny, without prohibiting research into the treatment and prevention of genetic diseases. However, this research can also improve the diagnosis: this is why the mention of the latter has been added. This addition is in accordance with Article 13 of the Oviedo Convention. In addition, it allows research or treatment, not only for genetic diseases, but also for any other disease that would be important to explore the genetic factor. For all these reasons, subparagraphs 3 to 5 should be retained. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u158	Amendment No 184 by Mrs Annie Genevard is being defended.
ParlaMint-FR_2019-10-04-O1011.u159	I have before me a number of amendments, Nos 134, 295, 539 and 1871, which can be discussed jointly. Amendments Nos 295, 539 and 1871 are identical. Amendment No 134 by Mrs Annie Genevard is being defended. Identical Amendments Nos 295 by Mr Xavier Breton and 539 by Mr Patrick Hetzel are being defended. I call Mr Thibault Bazin to support Amendment No. 1871.
ParlaMint-FR_2019-10-04-O1011.u160	In view of what will be allowed under the AGP – certainly as an observational measure, but there will ultimately be a transfer of the embryo, thus the birth of a child – it should be ensured that the amendment made by paragraphs 3 to 5 of this Article, together with what is provided for in Article 14, paragraph 2, will not result in a modification of the progeny, even if it is an unintended consequence.
ParlaMint-FR_2019-10-04-O1011.u161	What is the committee's opinion on these various amendments?
ParlaMint-FR_2019-10-04-O1011.u162	Unfavorable opinion: the committee believes that these amendments are satisfactory. I repeat: this research can only concern in vitro embryos, which will not be implanted. In addition, the embryonic development limit for research use has been set at 14 days.
ParlaMint-FR_2019-10-04-O1011.u163	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u164	First of all, it is very difficult to ban something that is not wanted. Secondly, I agree with the rapporteur that it will not be possible to implant an embryo that has been genetically modified. That was the subject of Mr Chiche's amendment to Rule 14. The only thing we are authorizing today is genetic modifications by genomic editing in embryos for in vitro research purposes, with the understanding that we have limited their duration to fourteen days.
ParlaMint-FR_2019-10-04-O1011.u165	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-04-O1011.u166	I understood that. This is no longer the question of molecular scissors, which concerned only the first three paragraphs. Section 14 allowed for observational research, provided that parents consented to it, on embryos that would then be transferred as part of an MPA. The question that I am asking is: can the diagnostics be carried out, as soon as they are implanted, then could this research not have the consequence – since, even if molecular scissors are not carried out, the embryo is manipulated – of causing changes, even if it is not intended to make genetically modified babies? I would simply like to ensure that the research carried out in the context of an MPA on these embryos, which will be transferred, will not lead to any change in genetic characteristics, even indirect or accidental.
ParlaMint-FR_2019-10-04-O1011.u167	The minister has the floor.
ParlaMint-FR_2019-10-04-O1011.u168	As part of an MPA, Mr. Bazin, an intervention to modify the genome of the gametes or embryo cannot be undertaken. So I don't see what the risk is.
ParlaMint-FR_2019-10-04-O1011.u169	Mr. Bazin, are you convinced?
ParlaMint-FR_2019-10-04-O1011.u170	I don't have enough time to respond, Mr. President!
ParlaMint-FR_2019-10-04-O1011.u171	[[Smile]] If you withdraw your amendment, it will go fast – but I imagine you will keep it?
ParlaMint-FR_2019-10-04-O1011.u172	Of course: this is an amendment of precision.
ParlaMint-FR_2019-10-04-O1011.u173	Amendment No 122 by Mrs Annie Genevard is being defended.
ParlaMint-FR_2019-10-04-O1011.u174	Mr Thibault Bazin's amendment No. 1872 is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u175	This amendment is intended to prohibit transhumanism. I'll make you a confession: I don't know what it is. However, I think that if I cut off an arm and put a nice articulated arm in place, it will be transhumanism; And if I make a spinal cord section and I'm given access to an exoskeleton eventually articulated by probes in my brain, it'll also be transhumanism. To prohibit transhumanism therefore seems a bit complex to me. We should talk about it again. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u176	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u177	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u178	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-04-O1011.u179	What I like about the rapporteur is that every time he tells us that the intention is good. I hope, Mr rapporteur, that if something happened to your arm – something I do not wish you to do – we will find solutions to treat you. The problem is that in this world, not everyone is well-intentioned – and if we make laws, it is precisely to avoid any drifts. The technique is not always desirable. From the moment we are able to use great tools, can we avoid a desire to increase human capabilities? The temptation exists. If we are able to have tools as great as molecular scissors, we must avoid them being used not to treat, but to increase human capacities. That is the spirit of this amendment.
ParlaMint-FR_2019-10-04-O1011.u180	Mr Marc Delatte has the floor.
ParlaMint-FR_2019-10-04-O1011.u181	Can we touch the human genome? This is not a new question. The fundamental ethical question is whether a new technique such as Crispr-Cas9 or, today, Crispr-Cas13 makes possible what was not before. This changes the nature of ethical questioning, and its level of urgency.
ParlaMint-FR_2019-10-04-O1011.u182	Absolutely!
ParlaMint-FR_2019-10-04-O1011.u183	Ethical reflection should focus on how to reconcile the efforts of knowledge of the genome and its functioning with the avoidance of drifts induced mainly by the fact that these genetic changes are transmissible. As it stands, we fully respect the Oviedo Convention and Article 16-4 of the Civil Code.
ParlaMint-FR_2019-10-04-O1011.u184	All right!
ParlaMint-FR_2019-10-04-O1011.u185	Mrs Emmanuelle Ménard's deleterious amendment No. 1402 is being defended.
ParlaMint-FR_2019-10-04-O1011.u186	I call Mr Thibault Bazin to support Amendment No. 1874.
ParlaMint-FR_2019-10-04-O1011.u187	The purpose of section 18 is to facilitate research that requires genetic examination of collections of biological samples stored for medical purposes, not for research purposes, which alters the expression of consent. That is why I propose that the person concerned expressly authorize this examination.
ParlaMint-FR_2019-10-04-O1011.u188	I call Mr Thibault Bazin to support Amendment No. 1876.
ParlaMint-FR_2019-10-04-O1011.u189	This amendment follows our hearings, in particular that of the CNIL – National Commission on Informatics and Freedoms. According to its recommendations, a right to object to the use of data should be provided in order to comply with the GDPR – the general data protection regulation.
ParlaMint-FR_2019-10-04-O1011.u190	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u191	The GDPR clearly applies here. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u192	Identical Amendments Nos 299 by Mr Xavier Breton and 540 by Mr Patrick Hetzel are being defended.
ParlaMint-FR_2019-10-04-O1011.u193	I call Mr Thibault Bazin to support Amendment No. 1878.
ParlaMint-FR_2019-10-04-O1011.u194	Again, this is the result of the hearing of researchers working on these topics: they wondered about the concept of intervention and would have liked us to clarify it. That is the purpose of this amendment.
ParlaMint-FR_2019-10-04-O1011.u195	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u196	We can't be against it. But the precision, I think, will be included in the decree. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u197	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u198	This amendment runs counter to the simplification of Article 18. It is planned not to go back to people to inform them of each of the research projects that would be carried out through their sample. However, under the terms of the amendment, it can be understood that they should be informed before each manipulation of the sample. In addition, several successive interventions on the same sample may be necessary for the same research project; the proposed wording could then have the effect of calling into question long-standing work, should the opposition intervene at the end of the search. The text we propose is balanced: it allows people to be informed about the research programs, and their opposition at any time, until there is a sample intervention for research purposes. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u199	Mr Philippe Berta has the floor to support Amendment No. 2204.
ParlaMint-FR_2019-10-04-O1011.u200	[[Smile]] So all Berta didn't fall?
ParlaMint-FR_2019-10-04-O1011.u201	Many of the researchers interviewed by the special commission have expressed their doubts about the drafting of the bill, about how to oppose research programs. The text specifies that the opposition may be expressed "in no form", which the amendment seeks to delete in order to leave it to the executive to specify the terms of the opposition in the implementing decree. He received a favourable opinion from the committee.
ParlaMint-FR_2019-10-04-O1011.u202	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u203	You wish, Mr rapporteur, to delete the words "without form", as regards the way in which an individual is opposed to the use of one of his biological samples for genetic research. They are intended to clarify that no form is required to serve the opposition, in order to allow it to express itself orally. Their presence in the text responds to a concern for the protection of people, especially the most fragile, who may not be able to write or return a form. As you indicate, the decree is intended to guide practices: it will also be its role when it comes to taking note of the opposition of the people in the form they have chosen. I therefore request the withdrawal of this amendment; Otherwise, the Government's opinion would be unfavourable.
ParlaMint-FR_2019-10-04-O1011.u204	Mr Philippe Berta has the floor.
ParlaMint-FR_2019-10-04-O1011.u205	[[Mr. Thibault Bazin smiles]] For these good reasons, I withdraw the amendment.
ParlaMint-FR_2019-10-04-O1011.u206	I call Mr Thibault Bazin to support Amendment No. 1877.
ParlaMint-FR_2019-10-04-O1011.u207	The CNIL, at the hearings, recommended that the party concerned be able to object within one month; that is the purpose of this amendment.
ParlaMint-FR_2019-10-04-O1011.u208	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u209	Rather, this falls within the scope of the implementing decree; I therefore leave it to the minister to decide.
ParlaMint-FR_2019-10-04-O1011.u210	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u211	Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u212	I am prepared to withdraw it, if this measure is included in the decree!
ParlaMint-FR_2019-10-04-O1011.u213	Setting the time limit for the opposition, as you present it, would have an effect contrary to the one you are looking for: it would force people to express their opposition within a month, whereas you actually want to wait a month before any intervention on the sample. Hence our unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u214	I withdraw the amendment: I am interested in consent.
ParlaMint-FR_2019-10-04-O1011.u215	Amendment No 301 by Mr Xavier Breton is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u216	The obligation of the research manager to bring to the attention of the person concerned medical information revealed by the research has been removed in committee, on my initiative, if I have a good memory. This contact is impossible, as the research manager does not have any information to identify the patient. On the other hand, the doctor, the only person who knows the patient's identity, must be able to be contacted by the research manager when the latter has medical information that can be transmitted to the patient. The deletion you are proposing is therefore not justified. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u217	Mr Thibault Bazin's amendment No. 1880 is being defended.
ParlaMint-FR_2019-10-04-O1011.u218	Amendment No 181 by Mrs Annie Genevard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u219	The minister had provided us with a good explanation in committee. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u220	Amendment No 541 by Mr Patrick Hetzel is being defended.
ParlaMint-FR_2019-10-04-O1011.u221	I call Mr Thibault Bazin to support Amendment No. 1881.
ParlaMint-FR_2019-10-04-O1011.u222	This amendment repeats a recommendation of the CCNE with regard to the deceased. It should be specified: "unless a refusal has been expressed during his lifetime. »
ParlaMint-FR_2019-10-04-O1011.u223	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u224	It seems all the less necessary to include this clarification since paragraph 9 provides that it will be up to the CPC – the Committee for the Protection of Persons – to assess the situation in question. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u225	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u226	If a person duly informed about a research program has objected to the use of his or her samples during his or her lifetime, they will not be the subject of any research after his or her death. The case referred to in paragraph 9 is that of persons who have died during their lifetime and who have never been considered for research into their samples, and therefore have not received any information in this regard: there is very little chance that they have left guidance on the fate of their samples kept at the end of care. This is why it is up to the CPC to decide on the desirability of research under these conditions. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u227	But if these people have expressed their opposition, will it be taken into account?
ParlaMint-FR_2019-10-04-O1011.u228	Mr Philippe Berta's amendment No 2198 is drafting.
ParlaMint-FR_2019-10-04-O1011.u229	I have before me two amendments, Nos 1882 and 1027, which can be discussed jointly. I call Mr Thibault Bazin to support Amendment No. 1882.
ParlaMint-FR_2019-10-04-O1011.u230	This amendment is also the result of the hearings: it would be appropriate for the CNIL to be seized when the order in question is drawn up – even if we trust you, minister.
ParlaMint-FR_2019-10-04-O1011.u231	All right!
ParlaMint-FR_2019-10-04-O1011.u232	I call Mr Maxime Minot to support Amendment No. 1027.
ParlaMint-FR_2019-10-04-O1011.u233	My colleague Thibault Bazin has already said everything: it is a question of including in paragraph 11 the consultation of the CNIL, since the research programs, and among other things the collections of human biological samples, relate to the protection of freedoms.
ParlaMint-FR_2019-10-04-O1011.u234	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u235	The Minister for Higher Education, Research and Innovation told us in a special committee that she was not in favour of CNIL's intervention in this case, as this institution had an extensive control capability which would impinge on a perimeter which is not within its jurisdiction. The opinion is therefore unfavourable.
ParlaMint-FR_2019-10-04-O1011.u236	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u237	Article 18 deals only with the elements of the human body; However, CNIL's competence is exercised only in the processing of data. The Government's opinion was therefore unfavourable.
ParlaMint-FR_2019-10-04-O1011.u238	Mr Thibault Bazin's amendment No. 1875 is being defended.
ParlaMint-FR_2019-10-04-O1011.u239	Amendment No 1879 by Mr Thibault Bazin is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u240	These clarifications should, again, be included in the decree. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u241	I have before me two identical amendments, Nos 303 and 542. Amendment No 303 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 542.
ParlaMint-FR_2019-10-04-O1011.u242	This amendment is precise: the Decree should also take into account the use of samples and the processing of personal data associated with them. [[Smile]] I would like to take this opportunity to respond to Mr Berta on the subject of transhumanism. You mentioned earlier the fact that you could be grafted into an arm: it's restorative medicine. On the other hand, if you're transplanted three or four of them, that's transhumanism.
ParlaMint-FR_2019-10-04-O1011.u243	It depends on the arm you're put on!
ParlaMint-FR_2019-10-04-O1011.u244	[[Smile]] Mr. rapporteur, Mr. Hetzel is a specialist in provocation...
ParlaMint-FR_2019-10-04-O1011.u245	Amendment No 1883 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2019-10-04-O1011.u246	The meeting was suspended.
ParlaMint-FR_2019-10-04-O1011.u247	The meeting was resumed.
ParlaMint-FR_2019-10-04-O1011.u248	Amendment No 214 by Mr Pierre-Alain Raphan is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u249	Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u250	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u251	You wish to prohibit the use of health data for commercial purposes. The purpose of this amendment, which is outside the scope of this bill, is to amend section L. 1460-1 of the Public Health Code, which was amended very recently by the Act on the organization and transformation of the health care system of 24 July. The amendment is satisfied. We discussed it at length this summer. The Public Health Code specifies that the data of the national health data system cannot be used for the promotion of health products or for the exclusion of guarantees from insurance contracts, and that discrimination on the basis of health status for commercial purposes is prohibited and sanctioned by law – article 225-1 of the Criminal Code. We invite you to withdraw this amendment, to which we would be opposed.
ParlaMint-FR_2019-10-04-O1011.u252	Mrs Laurianne Rossi has the floor.
ParlaMint-FR_2019-10-04-O1011.u253	As I am not the author of the amendment and have not received any instructions, I shall keep it, even if I understand your arguments.
ParlaMint-FR_2019-10-04-O1011.u254	Amendment No 200 by Mr Pierre-Alain Raphan is being defended.
ParlaMint-FR_2019-10-04-O1011.u255	I call Mrs Michèle de Vaucouleurs to support Amendment No. 736.
ParlaMint-FR_2019-10-04-O1011.u256	This amendment by Mr. Isaac-Sibille aims to facilitate the enrichment of health databases by promoting a presumption of consent mechanism in the case of a public interest in health. It seems necessary to find a proper balance between an individual action – I care for myself – and a collective action – I participate in the research. Two risks are indeed identifiable: the necessary consent, currently rigorous, could restrict access to certain data useful for medical research. On the other hand, there are concerns that an individual's consent may be biased due to possible pressures related to the interest in having his or her data available. This amendment, which is based on the recommendation of the Touraine report, is therefore intended to move from explicit consent to a right of opposition to the collection and use of health data. This same mechanism was implemented under the "Ma Santé 2022" law with the automatic opening of the shared medical file.
ParlaMint-FR_2019-10-04-O1011.u257	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u258	This amendment is satisfied by the law in force. There is no consent of the individual in the case of research of public interest. The CNIL repeated this and explained it during its hearing. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u259	Mr Jean-François Eliaou, rapporteur of the special committee responsible for examining the bioethics bill, has the floor to support Amendment No. 2175.
ParlaMint-FR_2019-10-04-O1011.u260	The aim of this amendment is to define fetal medicine as "all medical practices, including clinical, biological and imaging practices, aimed at the diagnosis, prognostic evaluation, where appropriate, of the treatment, including surgical, of a condition of particular gravity" – I insist on this point – "in the embryo or foetus". The purpose of these acts is therefore to make the diagnosis, to establish a prognosis, to inform and accompany the woman and, where appropriate, the couple, and to propose therapeutic behaviour.
ParlaMint-FR_2019-10-04-O1011.u261	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u262	Mr rapporteur, following the discussions in committee, you are proposing a new definition of fetal medicine and prenatal diagnosis, and I thank you for that. The Government's project was also to review and rebalance the definition of prenatal diagnosis, taking into account the care and care opportunities that have developed in prenatal medicine. I am in favour of this amendment.
ParlaMint-FR_2019-10-04-O1011.u263	I call Mr Patrick Hetzel to support Amendment No. 1564.
ParlaMint-FR_2019-10-04-O1011.u264	The outcome of an prenatal diagnosis has far-reaching consequences, both for the woman carrying the child and for the father. The two members of the couple are intended to take care of the child, so they must both be informed of the results of the DPI.
ParlaMint-FR_2019-10-04-O1011.u265	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u266	The original bill provided for the systematic inclusion of the pregnant woman's spouse in the event of a proven risk. The Commission wanted to focus attention on the pregnant woman at all stages of care: it is her responsibility to make decisions about her own body and child. The pregnant woman will be able to inform her spouse if she so wishes, which corresponds to the practice observed most often. However, professionals indicate that, more and more frequently, the spouse is not present. This absence paralyses the practice of these professionals who feel obliged to wait for the spouse to inform and care for the pregnant woman. For these reasons, I give an unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u267	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u268	I am perfectly in line with what the rapporteur has just said. In committee, I had relied on your wisdom. I had even said that I was rather in favour of an amendment by Mr Bazin to reintroduce the possibility for the pregnant woman to choose whether she wished to be alone or accompanied to receive this information. I do not wish to go back to what has been decided in committee. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u269	Amendment No 1019 by Mrs Marine Brenier is being defended.
ParlaMint-FR_2019-10-04-O1011.u270	Mrs Elsa Faucillon has the floor to support Amendment No. 2043.
ParlaMint-FR_2019-10-04-O1011.u271	The purpose of this amendment is to make it mandatory for a woman or, where appropriate, a couple to be referred to a multidisciplinary prenatal diagnostic centre where a condition is suspected. This bill reinforces the attention paid by the legislator to the arrangements for taking over. However, the Communist MEPs consider that making the referral of the mother or the couple to this centre compulsory would allow a better quality accompaniment which would, moreover, be less distressing. I refer here to the report published by the Biomedicine Agency in 2008, which pointed out that the lack of information could cause confusion and anxiety.
ParlaMint-FR_2019-10-04-O1011.u272	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u273	I understand the meaning of your amendment, but I am not satisfied with its mandatory nature. The woman can be strongly advised to be orientated, but it is not possible to force her. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u274	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u275	I understand your intention, Mrs Faucillon, but not all cases of proven risk are covered by the highly specialized management of a multidisciplinary prenatal diagnostic centre. Making this guidance compulsory would not allow these centres to accommodate all other women who are covered by specialized care. We prefer to maintain a flexible formula that allows the doctor to direct the woman to this multidisciplinary centre if he considers it necessary or to the woman to ask – and her wish will of course be respected. Request for withdrawal or, failing that, unfavorable notice.
ParlaMint-FR_2019-10-04-O1011.u276	Amendment No 544 by Mr Patrick Hetzel is drafting. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u277	Of course, it is editorial since it changes only one word, but it alters the meaning of the article. According to the medical terms consecrated, it is the genetic anomaly that is sought and the condition that is suspected. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u278	I am convinced by the arguments of our excellent colleague.
ParlaMint-FR_2019-10-04-O1011.u279	We have a wise rapporteur!
ParlaMint-FR_2019-10-04-O1011.u280	I have two identical amendments before me, Nos 307 and 545. Mr Alain Ramadier has the floor to support Amendment No. 307.
ParlaMint-FR_2019-10-04-O1011.u281	Under the terms of this amendment, tabled on the initiative of Mr Breton, it is essential that, before taking any decision, a pregnant woman can be advised by the doctor on the choice of specialized associations.
ParlaMint-FR_2019-10-04-O1011.u282	Amendment No 545 by Mr Patrick Hetzel is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u283	You propose that the documentation be provided by the centre's doctor. However, the doctor does not necessarily have it and the documentation may be available elsewhere. For these practical reasons, I propose that you withdraw your amendment. Failing that, unfavorable notice.
ParlaMint-FR_2019-10-04-O1011.u284	Amendment No 1404 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-04-O1011.u285	Identical amendments Nos 309 by Mr Xavier Breton and 546 by Mr Patrick Hetzel are being defended. What is the committee's opinion on these amendments?
ParlaMint-FR_2019-10-04-O1011.u286	For the reasons I have just outlined, whether it is a departmental or a national list of associations, I propose that you withdraw these amendments. Failing that, unfavorable notice.
ParlaMint-FR_2019-10-04-O1011.u287	Identical amendments Nos 312 by Mr Xavier Breton, 547 by Mr Patrick Hetzel and 1885 by Mr Thibault Bazin are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u288	We too are in favour of an inclusive society. But it is the centres that offer the lists of approved associations and the right to information on the rights and duties of each one. Request for withdrawal or, failing that, unfavorable notice.
ParlaMint-FR_2019-10-04-O1011.u289	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u290	Same opinion. These amendments are satisfied.
ParlaMint-FR_2019-10-04-O1011.u291	The rapporteur, Mr Jean-François Eliaou, has the floor to support Amendment No. 2176.
ParlaMint-FR_2019-10-04-O1011.u292	It is an amendment of consistency which states in paragraph 11 of the text that the presence of the spouse is not compulsory, as I have just explained.
ParlaMint-FR_2019-10-04-O1011.u293	I have before me two identical amendments, Nos 1820 and 1981. Amendment No 1820 by Mr Patrick Hetzel is being defended. Mrs Agnès Thill has the floor to support Amendment No. 1981.
ParlaMint-FR_2019-10-04-O1011.u294	The information referred to in paragraph 11 relates to the two members of the couple. Retaining the opposition of the pregnant woman as the only possible one would be contrary to the provisions of the new chapter VI bis and article L. 2131-1 of the Public Health Code, which provide for the joint agreement of the members of the couple, and to paragraph 10, which provides for "additional investigations, including examinations of the genetic characteristics of each parent".
ParlaMint-FR_2019-10-04-O1011.u295	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u296	I repeat, the mandatory presence of the spouse could paralyse the care of the pregnant woman and her child. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u297	I have before me three amendments, Nos 316, 549 and 1886, which can be discussed jointly. Amendments Nos 316 and 549 are identical. Mr Alain Ramadier has the floor to support Amendment No. 316.
ParlaMint-FR_2019-10-04-O1011.u298	The aim of Mr Breton's amendment is to give pregnant women the necessary time for reflection after the announcement of such results.
ParlaMint-FR_2019-10-04-O1011.u299	Amendments Nos 549 by Mr Patrick Hetzel and 1886 by Mr Thibault Bazin are defended. What is the committee's opinion on these amendments?
ParlaMint-FR_2019-10-04-O1011.u300	These amendments introduce some confusion. We have just adopted an amendment defining foetal medicine. Article L. 2131-1, which is discussed here, deals with the different stages of prenatal diagnosis in the centres; it does not mention the voluntary termination of pregnancy on medical indication, which is included in another article of the Public Health Code. On the other hand, it seems to me that there is still a lack of understanding as to the meaning of prenatal diagnosis, DPN, and fetal medicine. Management under the DPN does not automatically result in a medical interruption of pregnancy; It is also one of the objectives of fetal medicine. The text also provides for a number of steps during which the woman and, where appropriate, her spouse, can obtain informed information. Adding a one-week period of reflection, modelled on the medical interruption of pregnancy, is not useful. The article does not deal with IMG.
ParlaMint-FR_2019-10-04-O1011.u301	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u302	Like the rapporteur, I would like to take the time to reply, because this article has given rise to intense debate in the Special Committee. When a pregnancy is interrupted for medical reasons, the diagnosis and, therefore, the indication of a medical interruption of pregnancy if the woman wishes to do so do not fall abruptly. We are part of a diagnostic approach: to suspicion eventually succeed of imaging, blood samples, or even a karyotype. The decision of the pregnant woman is therefore always the outcome of a process that has involved technical acts that are not carried out during the day: successive consultations, which were necessary to establish the diagnosis and prognosis, gradually allow the pregnant woman or the couple to appropriate the idea of an anomaly in the foetus. Throughout this process, professionals are particularly concerned about providing time for listening and dialogue. It is only when the diagnosis and prognosis are confirmed that the woman must make a decision, within the time she wishes. There is no obligation for her to make a decision within two or three days. However, imposing a time limit of eight days by law could cause unnecessary hardship to couples who have already made the decision after this long process. This would require women, who know they will have to undergo an IMG, to keep a foetus that is sometimes in the sixth or seventh month and can therefore move, which is very traumatic. It is in order to avoid this trauma, which all the women who have experienced this situation speak of, that we do not wish to impose such a delay on them. The removal of a mandatory period of time is in no way contrary to the woman's free will, who may request the period of reflection she wishes, or even refuse the IMG. At no time is the IMG imposed. I repeat: such a delay adds suffering to a couple who have already made their decision. Consequently, opinions against these three amendments.
ParlaMint-FR_2019-10-04-O1011.u303	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-04-O1011.u304	Minister, my amendment is not identical to the other two. It does not provide that the woman "has a period of reflection of one week" but that "it is proposed to the pregnant woman" such a period: I wrote it this way after our debates in committee. It is a form of advertising in relation to articles 20 and 21. Is it possible to correct it by adding, after the words "it is proposed", the words "if it so wishes"?
ParlaMint-FR_2019-10-04-O1011.u305	The minister has the floor.
ParlaMint-FR_2019-10-04-O1011.u306	This addition would be superfectory, because any medical act is proposed, it is never imposed. A patient is never forced to undergo surgery: the patient always has the time to think about it, unless the life-saving prognosis is engaged. Proposing an IMG to a woman means, de facto, giving her all the time to think. What you propose is inherent in any medical action. That is why, I repeat: opinion against the three amendments.
ParlaMint-FR_2019-10-04-O1011.u307	The rapporteur has the floor.
ParlaMint-FR_2019-10-04-O1011.u308	We are not here in the context of the medical interruption of pregnancy, but in the process of advertising and care, which is not intended to lead to an IMG. This is a long process, which Article 19 specifies, including a new definition of fetal medicine. You don't have to burn the steps. We will discuss this issue again in article 20 and, presumably, in article 21.
ParlaMint-FR_2019-10-04-O1011.u309	Amendment No 1408 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-04-O1011.u310	Amendment No 795 by Mr Fabien Di Filippo is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u311	The recommendations of good practice already exist: they need to be renewed and updated. I ask you to withdraw the amendment; Otherwise, the opinion will be unfavourable.
ParlaMint-FR_2019-10-04-O1011.u312	Identical Amendments Nos 319 by Mr Xavier Breton, 551 by Mr Patrick Hetzel and 1888 by Mr Thibault Bazin are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u313	If any new medical biology examination technique for prenatal diagnosis were to be subject to legislative authorization, the procedure would be so cumbersome that it would not be possible to implement this technique. All new biological tests, examinations or techniques are already subject to accreditation: there is no need to ask the legislator for authorization. I shall give an unfavorable opinion on these three identical amendments if they are not withdrawn.
ParlaMint-FR_2019-10-04-O1011.u314	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u315	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u316	We come to the articles with an additional article after article 19. Amendment No 455 by Mr Patrick Hetzel is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u317	We have already raised the issue in a special committee. The altruistic donation of haematopoietic stem cells is a complex process: it is not feasible in all maternity wards in France, whether public or private. That is why I ask you to withdraw the amendment; Otherwise I will express an unfavorable opinion on this one.
ParlaMint-FR_2019-10-04-O1011.u318	What is the Government's opinion?
