ParlaMint-FR_2019-07-23-E1019.u1	The next item is the question to the Government.
ParlaMint-FR_2019-07-23-E1019.u164	The next speaker is the Secretary of State to the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2019-07-23-E1019.u165	You are right, honourable Member: we must and will implement scrupulous monitoring and deploy non-standard means of control to ensure that our health and environmental requirements are met.
ParlaMint-FR_2019-07-23-E1019.u166	Like, there's danger!
ParlaMint-FR_2019-07-23-E1019.u167	In a few weeks' time, the National Assembly will have to decide on the draft finance law for 2020, which will include the intensification of the recruitment of customs officers with the allocation of 700 posts by next year, in order to better act at our borders. As of this year, forty veterinary and phytosanitary inspectors are recruited to ensure that our standards are and continue to be met.
ParlaMint-FR_2019-07-23-E1019.u168	So there's a problem!
ParlaMint-FR_2019-07-23-E1019.u169	You're scared, which shows that we're right!
ParlaMint-FR_2019-07-23-E1019.u170	That is what we are doing at the national level. At European level, our action is also indispensable. We are working with President Pascal Canfin, President Stéphane Séjourné and the Renaissance Group in the European Parliament to create a genuine European health force. Be assured of our determination in this matter! [[Exclaims on the benches of the LR group]] The notion of courage has been discussed a few days ago. I referred to the Larousse. What is courage? It is "the strength, the energy and the desire to do." I want to pay tribute to the strength, the energy and the desire to do...
ParlaMint-FR_2019-07-23-E1019.u171	The desire to destroy everything!
ParlaMint-FR_2019-07-23-E1019.u172	[[Applause on the benches of the LaREM group. – Exclaims on the banks of the LR, FI, GDR and SOC groups]] ...of the majority who completed this agreement!
ParlaMint-FR_2019-07-23-E1019.u173	Nobody believes it!
ParlaMint-FR_2019-07-23-E1019.u174	[[Applause on the benches of the LaREM group]] When you were seized of this agreement, it did not include any climate veto, accompanying plan, or partnership with Canada. Again, you've had the strength, the energy and the desire to do it. Be assured that alongside you, the Government will also have the strength, the energy and the desire to do so to monitor and monitor this treaty carefully!
ParlaMint-FR_2019-07-23-E1019.u175	[["Contra! » on the benches of the LR and FI groups]] With regard to the bill authorizing the ratification of CETA, I have the public vote announced, which will take place immediately after the answer to the last question to the Government.
ParlaMint-FR_2019-07-23-E1019.u176	Mr Laurent Furst has the floor.
ParlaMint-FR_2019-07-23-E1019.u177	The last question of the session was addressed to Mrs Borne, Minister for Environmental Transition. Two percent, Madam Minister! Two percent is the share of solar energy in French electricity production. It is also the sign of a failure, that of French solar ambition – let alone of electric self-consumption, which does not develop in France! We share the Minister's deep concern about climate change. The urgency is twofold: we must not only improve the efficiency of energy consumption by isolating, for example, thermal colanders, but also, where possible, replace fossil fuels with decarbonated electricity. This electricity allows, directly or through hydrogen, the circulation of vehicles and trains, the heating and cooling of buildings, and the operation of our economy. The generation that preceded us was able to create an important nuclear park and develop hydro-electric energy, which accounts for 13% of our electricity. However, Madam Minister, the French record in terms of green energy is very modest. Of course, your action in favour of marine hydropower should bear fruit, but in terms of biogas, the results are calamitous compared to those of Germany. Why, on the other hand, have you taken measures that will handicap deep geothermal energy, yet with great hopes? Above all, how do you explain that in France, where geography and climate are conducive to solar energy, this energy of infinite potential remains at a marginal stage? [[Applause on the benches of the LR group]] Minister, 2% is a figure; Two percent is a slap. France produces less solar electricity than England and five times less than Germany. Can you inform the national representation about the reasons for this failure and, above all, about your objectives in terms of photovoltaic production?
ParlaMint-FR_2019-07-23-E1019.u178	The Minister for the Ecological and Solidarity Transition has the floor.
ParlaMint-FR_2019-07-23-E1019.u179	While we are experiencing a new wave of heat, in which several departments should be placed on red alert by the end of the week, and while 73 departments are experiencing restrictions on water use, as a result of the drought, everyone can be convinced that urgency and there, and that action must be taken as soon as possible to carry out the ecological and solidarity transition with the territories, with all the social partners and with all those who are mobilizing to combat climate change. The Government's ambitions are very clearly articulated in the multi-year energy programming, the objectives of which were partly reflected in the energy-climate bill, which you examined and which the Senate passed last week. These objectives are clear, particularly with regard to the development of electric renewable energy. In particular, they consist of doubling the installed capacity of renewable electricity by 2028, including by quintupling the installed photovoltaic capacity. We need to do better in the photovoltaic sector as well as in the field of terrestrial wind energy, and we need to continue the development of marine wind, whether it is installed or floating. I do not forget what we can do about renewable heat, because heat is a very important part of final energy consumption. As you know, multi-annual energy programming aims to increase renewable heat production from 40% to 60%. [[Applause on the benches of the LaREM group]] In all these areas, the Government is mobilized with the territories and all the actors ready to carry out this ecological and solidarity-based transition with us.
ParlaMint-FR_2019-07-23-E1019.u180	We have completed the questions to the Government.
ParlaMint-FR_2019-07-23-E1019.u181	The next item is the public vote on the whole bill authorizing the ratification of the Comprehensive Economic and Trade Agreement between the European Union and its Member States, of the one part, and Canada, of the other part, and the Strategic Partnership Agreement between the European Union and its Member States, of the one part, and Canada, of the other part (No. 2107).
ParlaMint-FR_2019-07-23-E1019.u182	I put to the vote the whole bill authorizing the ratification of CETA.
ParlaMint-FR_2019-07-23-E1019.u183	The result of the vote is as follows: Number of voters 553 Number of votes cast 479 Absolute majority 240 For adoption 266 Against 213
ParlaMint-FR_2019-07-23-E1019.u184	The meeting was suspended.
ParlaMint-FR_2019-07-23-E1019.u185	[[The meeting was suspended at 16.10 and resumed at 16.25 with Ms Carole Bureau-Bonnard in the chair.]]
ParlaMint-FR_2019-07-23-E1019.u186	The meeting was resumed.
ParlaMint-FR_2019-07-23-E1019.u187	The next item is the discussion at second reading, under the simplified procedure, of the bill, as amended by the Senate, to create a similar right for news agencies and press publishers (No. 2118, 2141).
ParlaMint-FR_2019-07-23-E1019.u188	In accordance with Rule 107 of the Rules of Procedure, I shall call only the article on which amendments have been tabled.
ParlaMint-FR_2019-07-23-E1019.u189	I have before me two amendments, Nos 1 and 2, which can be presented together. Mrs Frédérique Dumas has the floor to support them.
ParlaMint-FR_2019-07-23-E1019.u190	The aim is to add the concept of making press publications available to the public, in order to cover the business models of the future, such as crawling, which consists of creating press panoramas, through hypertext links, for the purpose of strategic monitoring.
ParlaMint-FR_2019-07-23-E1019.u191	On the whole of the bill, I have a request for a public vote before the Group of the Democratic and Related Movement. The vote is announced in the National Assembly. Mr Mignola, rapporteur of the Committee on Cultural Affairs and Education, has the floor to give the Committee's opinion on the amendments.
ParlaMint-FR_2019-07-23-E1019.u192	Mrs Dumas, we discussed this earlier in committee and in our many debates in the Chamber: the issue of crawling is fundamental. I would point out that all forms of exploitation of press articles on the Internet, including crawling, are affected by neighbouring law. Your amendments are therefore satisfied; I very much hope that you will consider them as such, since their adoption would oblige us to resume the procedure, when we have the opportunity to vote together the neighbouring right for press copyright in five minutes. But this vote would open up the possibility for the press and the GAFA world – Google, Apple, Facebook, Amazon – to come together to start negotiations, a process that I know you are, like many of our colleagues, very attached to. There will be no explanation of vote, since President Ferrand and the group presidents agreed that the second reading should take place under the simplified procedure. If you allow me, Madam President, Minister, I would therefore like to thank the speakers on all the benches who have participated in this enormous work and this great adventure. Our country, we can all be proud of that, is the first in Europe to transpose the Copyright Directive into the digital single market in the area of neighbouring law. This has been possible thanks to you, Minister, and thanks to the Government, which has worked hard in the European Parliament to achieve, despite all the pressures and lobbying, this great text expected by the press world. I would like to greet Mrs Fannette Charvier, Ms Constance Le Grip, Mr Pierre-Yves Bournazel, Ms Frédérique Dumas, Ms Sylvie Tolmont, Ms Elsa Faucillon and Mr Michel Larive, not to mention my accomplice in the Democratic and Related Movement, Mr Laurent Garcia, and to thank, through them, their respective groups for the work which allowed us, despite different approaches, to converge towards a common objective. Now we have a solid text that will be able to enter into force. The entire national representation can be proud, I repeat, that at last the press has the means to weigh in the negotiations with the GAFA and thus ensure its future. I invite you to withdraw your amendments, dear colleague, to which I will be, if not, unfavorable. For the rest, I can only encourage you to vote very broadly on this bill. I have no doubt that the minister will do so in his turn in a few moments. I forgot to thank the chairman of the Committee on Cultural Affairs and Education, Mr Bruno Studer, which allows me to congratulate him as well. (Applause from the MODEM Group benches. – Mrs Constance Le Grip also applauds. )
ParlaMint-FR_2019-07-23-E1019.u193	The Minister for Culture has the floor to give the Government's opinion.
ParlaMint-FR_2019-07-23-E1019.u194	It is difficult to speak after the rapporteur, who spoke very well, as usual, from both a political and a technical point of view. I thank the rapporteur for the way in which he conducted the work in the National Assembly, in connection with the Senate. Indeed, the text is being reinforced by the mobilisation of all to make France the first country, once the copyright directive is adopted at European level, to transpose its provisions which grant a similar right to publishers and news agencies – the other provisions of the directive will be transposed in the context of the future audiovisual bill. France can take pride in it. The battle is not won, however, since negotiations must now be initiated, but press publishers will have a considerable advantage in the discussions they will have, if not already started, with the various platforms. I would also like to thank the President, who I congratulate on his work, as well as all the members of the Committee on Cultural Affairs, whom I have asked a great deal in recent weeks and months. Thank you to the speakers in the groups who have spent a lot of time discussing this important subject. We should be proud of the work carried out by Parliament, in conjunction with the Government, on this mechanism. Let me turn to the amendments. I, too, invite you, Madam Member, to withdraw these amendments – otherwise my opinion will be unfavourable. This is very precisely why. Amendment No 1 is intended to extend the exclusive right of publishers and agencies to make their publications available to the public. The aim of the bill is precisely to enshrine the protection of the neighbouring rights of publishers and news agencies, so that they can consent to the reproduction or dissemination of the works they have allowed to be created to the public in return for fair remuneration. The concept of communication to the public must be widely understood. Defined as the communication of the work to the public by any means, it includes making the work available to the public on the Internet. It is therefore not useful to mention the acts of making available, which are necessarily already covered. What is more, as we said at first reading, the insertion of this clarification would put the risk of creating an a contrario, which is not desirable. Moreover, such a reference would be inappropriate since, in the area of neighbouring rights, the concept of making available generally concerns the sale of physical copies of phonograms and videograms. Thus, article L. 213-1 of the Intellectual Property Code refers to "making available to the public through sale, exchange or rental". However, the neighbouring right we are debating today concerns only online farms. The wording you wish to insert could therefore complicate the interpretation of the text. The right of reproduction and the right of communication to the public covered by the proposed law cover all possible assumptions of exploitation of press publications. This also applies to Amendment No 2, which seeks to clarify the basis of remuneration due under neighbouring rights.
ParlaMint-FR_2019-07-23-E1019.u195	Mrs Frédérique Dumas has the floor.
ParlaMint-FR_2019-07-23-E1019.u196	I do not have to choose, but I preferred the rapporteur's explanation to that of the minister... Minister, I did not mention making available to the public, since the crawling is to make press content available not to the public but to customers. It seemed to me that it was the right of making available in general that was not dealt with by the text. For your part, you consider him to be; so much the better, but we did not talk about the same subject. Litigation that will not fail to arise will give the courts the opportunity to decide the debate – hopefully in the right direction; I sincerely hope that you are right from the legal point of view. I agree to withdraw my amendments: I understand that they could have been voted on if their adoption did not result in delaying the adoption of the text, but I do not wish to arrive at this with regard to a bill that is essential for publishers and news agencies.
ParlaMint-FR_2019-07-23-E1019.u197	I put the whole bill to the vote.
ParlaMint-FR_2019-07-23-E1019.u198	The result of the vote is as follows: Number of voters 82 Number of votes cast 82 Absolute majority 42 For adoption 81 Against 1
ParlaMint-FR_2019-07-23-E1019.u199	The next item is the debate on the bill, adopted by the Senate after the expedited procedure, concerning the modernization of the distribution of the press (No. 1978, 2142).
ParlaMint-FR_2019-07-23-E1019.u200	The Minister for Culture has the floor.
ParlaMint-FR_2019-07-23-E1019.u201	There is no democracy without a free press; It's not from yesterday. On 11 September 1848, in his speech to the Constituent Assembly, Victor Hugo maintained that the principle of freedom of the press is "no less essential, is no less sacred, no less essential than the principle of universal suffrage". You see that Victor Hugo can be mentioned outside the examination of the text relating to the restoration of Notre-Dame.
ParlaMint-FR_2019-07-23-E1019.u202	Luckily!
ParlaMint-FR_2019-07-23-E1019.u203	"The day," he continued, "where [...] we would see [...] the freedom of the press [...] diminish in the midst of us, it would be in France, it would be in Europe, it would be in the whole civilization the effect of a torch that is extinguished! " This torch, we can't let it go, and we won't. If we want to keep it on, today we must revive its flame. If we want to protect the press and its freedom, we must now modernise its distribution. That is the purpose of the bill that you are considering today. The Act of 2 April 1947 on the status of undertakings for the grouping and distribution of periodical newspapers and publications, known as the Bichet Act, has often been described, including in this Chamber, as an icon of the Republic. In the turbulent post-war context, it has ensured the effectiveness of the constitutional principle of pluralism of the currents of thought and opinion. As stated by the Constitutional Council in 1984, free communication of thoughts and opinions can only be effective if the public is able to have sufficient publications of different trends and characters. The availability of all political and general news journals – IPG – throughout the national territory is thus a condition for the effective freedom of the press. Today, the objectives of the Bichet Act remain: to ensure the plurality of information and equality between publishers, regardless of their size or the opinions they convey. Digital issues make this law even more useful. On the one hand, digital broadcasting requires the same requirement of pluralism. It is for this reason that the bill before you seeks to extend the basic principles of the Bichet Act to digital broadcasting. On the other hand, I believe deeply in the future of the paper press, in its anchoring in our territories and in its usefulness for democratic debate. Today, however, the sector is facing major upheavals. More than 6000 outlets closed between 2011 and 2018 in large cities, but also in medium-sized cities or small towns.
ParlaMint-FR_2019-07-23-E1019.u204	That's right.
ParlaMint-FR_2019-07-23-E1019.u205	You are aware of the recurrent economic difficulties encountered by the company Presstalis, which distributes all the national daily newspapers. The company benefited from a continuation plan approved in March 2018 by the Commercial Court, to which the State contributed a loan of €90 million. This year, it will have negative equity of around €450 million. This situation makes it essential to adapt the Bichet law. If it is an icon of the Republic, it must not be a totem: it is only if it is modernised that it can continue to comply with the democratic objectives assigned to it. Modernising the distribution of the press at the number without breaking the current system: this is our delicate task. Delicate, because it is not easy to modify such an ancient text and such symbolic force. Delicate, because on this text has been built, for more than seventy years, a complex system in which the interests of all actors are intimately intertwined, whether they are the different press families – political and general information or not, daily or not – or the different levels of distribution – couriers, depositaries, broadcasters. However, this system may have caused serious malfunctions, thus showing its limitations. I believe, however, that the draft submitted by the Government succeeds in resolving this equation. A result of a long and thorough work carried out in constant consultation with the whole sector, this balanced text helps to protect the integrity of the distribution of the press. It also preserves the diversity of publications – which guarantees the expression of the plurality of opinions – a service of proximity throughout the national territory and especially in rural areas, as well as the future of a sector and professionals faced for some with major difficulties. Yes, this bill preserves the essential principles of the Bichet Act, the foundation of our distribution network. It preserves the compulsory cooperative principle, to which most of the players in the sector are very attached, which sees it as a solid guarantee of fair treatment among all publishers. I heard here or there that the bill would put an end to the cooperative system. That is not true: we have maintained it well. The bill also seeks to preserve the absolute right to the distribution of all political and general information, which will remain free to choose the outlets where their securities are sold and the quantities served. Finally, it aims to maintain a system allowing access to a wide variety of publications throughout the national territory. For if France offers the largest number of titles in Europe, it is thanks to this 1947 law, thanks to the Bichet law. In its current wording, however, the Act poses difficulties that many reports and analyses published for more than 10 years have highlighted. First of all, the majority ownership obligation of couriers by publishers places them – both customers and shareholders – in a structural situation of conflict of interest where the client's interests tend to prevail over the economic and financial balance of couriers. Secondly, while they play the essential role of a commercial interface with the reader client, newspaper merchants today have no control over the type of publications they receive, or the quantities of copies delivered. We therefore need to give these key players in the sector real room for manoeuvre and stimulate their ability to adapt to the realities of the market. Finally, the regulatory bodies in the sector have too limited powers and resources. Without calling into question the quality of the work carried out by the teams of the Conseil supérieur des couriers de presse and the Autorité de régulation de la distribution de la presse – to which I would like to pay tribute for their constant commitment to the modernisation of the sector, in the face of often complex sets of actors – we find that today regulation is not in a position to effectively accompany the modernisation of the sector or to guarantee its sustainability. The project before you is aimed at remedying these limitations and malfunctions without calling into question the essential principles that I recalled earlier. It proposes a genuine modernisation of the legislative framework, with modalities and a timetable to accompany the transition. This modernization takes place in five points. First, the bill proposes to entrust regulation of the sector to ARCEP – the regulatory authority for electronic communications and postal services – which is competent and legitimate in terms of economic regulation. The text gives it significant powers of intervention, in particular with regard to the approval of the scales, and a power of sanction which the Conseil supérieur des couriers de presse and the Autorité de régulation de la distribution de la presse were without. Secondly, the end of the obligation to hold the majority of the capital of couriers by the publishers' cooperatives will create new prospects for industrial strategy for the current players. In addition, in the medium term, it will allow other actors to offer a press distribution service, subject to the condition – on which I particularly insist – that they be approved by ARCEP on the basis of a strict specification drawn up by decree. However, the possibility for ARCEP to issue approvals to actors other than the two current couriers can only be realized after a transition phase. The bill thus authorizes the Government to postpone publication of the terms of reference defining the conditions for approval until 1 January 2023, and the Government intends to make full use of this deadline in order to allow the current actors a reasonable time for adaptation. Thirdly – this is a point of particular importance in our territories – the text gives greater flexibility to newspaper merchants in choosing the titles they distribute, apart from the political and general news media and the titles admitted to the economic regime of the press by the Joint Commission of Publications and News Agencies – CPPAP – which is the subject of an assortment. This essential element of modernisation must enable them to improve their commercial attractiveness and to offer a more tailored offer to the expectations of readers in our regions, departments and municipalities. Newspaper merchants will find a new breath there, and the attractiveness of their profession, now weakened by too difficult conditions of exercise, will only be increased. Fourthly – this is the whole issue of a modern text, adapted to the reality of the practices of our fellow citizens – the bill extends the principles of the Bichet Act to digital broadcasting. On the one hand, it grants publishers of political and general information titles a right of access to digital kiosks. On the other hand, it imposes a threefold obligation of transparency on online information aggregators: first, regarding their choices to promote content; then, regarding how they use our personal data; Finally, regarding the concrete results of their parameterization on the diversity of the sources of information they refer to. Fifthly, the bill entrusts ARCEP with the task of developing a territorial framework for the distribution of the press, which will have to incorporate the role played by regional press depositaries as well as prospects for development. These main axes provide a balanced framework for the necessary evolution of the current press distribution system to the issue, the sustainability of which is essential to the economic balance of the whole sector. Adapting the status of press vendors to the challenges of multi-title porting, also proposed by the bill and much awaited by the porting networks, particularly the daily and regional press, will also strengthen the distribution of the press throughout the territory. I would like to thank all the players in the industry for their direct or indirect contribution to this text. I would also like to thank you, ladies and gentlemen, for the constructive and trans-partisan spirit that you have shown under the auspices of your rapporteur, Laurent Garcia. I would also like to welcome the fruitful discussions and the in-depth work carried out by the Committee on Cultural Affairs and Education, led by its chairman, Bruno Studer. Thanks to this work, the remaining ambiguities in the text have been dispelled – or will be resolved through the debate that we will begin earlier. I am delighted: you know that I am extremely committed to the co-construction of texts and I am convinced that we are always better when we play together. I would also like to thank the honourable senators, in the first place the rapporteur of the bill, Michel Laugier, and the Chair of the Committee on Culture, Education and Communication, Catherine Morin-Desailly, who have made a significant contribution to improving the text presented by the Government at first reading in the Senate. Apart from this bill, the Government is fully mobilized to support the press sector and to guarantee conditions for the exercise of press freedom. The creation of a similar right for press publishers and news agencies, which you have just voted for almost unanimously, is a fundamental step in this respect. We can be proud to be the first European country to transpose this text, again thanks to the efficient trans-party work of both chambers. I now wish the industry to be united so as not to give way to the divisional strategies that digital platforms will certainly use in future negotiations. The Government's support for the press is based primarily on a system of aids: physical distribution aids – portage, postal transport and number distribution –, aid for pluralism for low-resource advertising titles, aid for modernisation, emergence and local media. All are essential to the vitality of our democratic debate and to our citizens' access to reliable and diversified information. It is in this context and in this spirit that we are currently examining the draft sector plan presented by the main publishers of the political and general information press to the Minister of the Economy and Finance, Bruno Le Maire, and to myself, with the aim of accompanying the modernization of the sector. To defend freedom of the press is also to protect the law of 1881, which guarantees freedom of expression. Yes, social networks allow us to abuse them; It's a fact. Yes, a specific response must be given to offences of insult and defamation when committed on the Internet; that's undeniable; That was the meaning of the bill introduced by Mrs Laetitia Avia and which you adopted a few days ago. But should we remove the insult and defamation of the 1881 law and exclude them from its specific procedural regime? I do not think that is a satisfactory answer. More responsibility for digital platforms and for strengthening their duty to cooperate with public authorities is, in my opinion, the right answer – which does not imply amending the 1881 law. The Prime Minister made this very clear last week at a meeting with representatives of journalists and press publishers: the 1881 law is a whole. It proclaims freedom, allows the repression of its abuses and organizes a special and protective procedure, adapted to the fact that "free communication of thoughts and opinions is one of the most precious rights of man": it is this balance that underpins it; We must preserve it. Defending freedom of the press and allowing journalists to inform is also a guarantee of the confidence that citizens place in the media. But this confidence has never been so weak. In this regard, the creation of a self-regulatory body for the profession could help to reverse the trend. The reflection on this subject by Emmanuel Hoog, who gave me his report at the end of March, is legitimate and useful both to the profession and to our democracy. It is now up to the profession to address this question and to provide it with the most appropriate answer. I would like to remind you that an ethics body is not a council of the order. It is not intended to impose sanctions, which is being done by the National Council of the Medical Association, but only to deliver opinions. I also stress that it is not for the State to proceed with the establishment of such a body, even if it can accompany it; It's up to the profession, and on its own, to organize. A similar approach has been taken by the Observatory for the Ethics of Journalists; We can rejoice at that. [[Applause on several benches of the LaREM group]] Ladies and gentlemen, together, it is a new page in the history of the written press that we are writing, it is the future of this sector that we are building. To achieve this, we will not start from scratch: we will start from the indispensable achievements of the Bichet law. That is all the meaning of the bill that you are considering today.
ParlaMint-FR_2019-07-23-E1019.u206	Mr Laurent Garcia, rapporteur of the Committee on Cultural Affairs and Education, has the floor.
ParlaMint-FR_2019-07-23-E1019.u207	"We're like fakirs on nails: we're hurting but we don't move. I like to recall this rather eloquent formula of Presstalis' President and CEO, Michèle Benbunan, when George Pau-Langevin and I interviewed her last year as part of the assessment mission of the law of 17 April 2015 on various provisions for the modernization of the press sector. In conclusion, we called for fifteen measures to move things forward without calling into question the foundations of the Bichet law. For example, we suggested that the regulation of the sector be entrusted to a single administrative authority, of the type of ARCEP, to reform the status of cooperative press courier companies or to make effective the liberalisation of the assortment of press titles not covered by the political and general news press, already provided for by the Bichet law. It is to be believed that our recommendations have not gone unnoticed and that we will finally emerge from a death status quo: these measures are indeed at the heart of the bill that we have to consider today. With regard to the organization of the printed press distribution system, the text is reshaping the architecture of the Bichet law: while preserving the advantages of its current framework, it adapts it to the challenges of our time by following a very progressive timetable of application, detailed in articles 7 and 8. Instead of the cooperative press courier companies – which, in theory, are themselves responsible for the grouping and distribution of securities published by their partners but, in practice, systematically entrust them to commercial companies of which they are the majority shareholders – they will be set up cooperative press grouping companies. Article 1 details the rules of their composition, shareholding and governance and maintains the egalitarian principle that each partner, regardless of the volume of his or her participation in the capital and the number of securities distributed through the cooperative society, has one vote and one vote. In order to bring the law into line with practice, the bill provides that these cooperative press grouping companies, composed of press companies, will not themselves carry out the operations of grouping and distribution of the securities of their partners: they will use the services of licensed press distribution companies, commercial companies of which they will not necessarily be majority shareholders – or even shareholders at all – and whose text sets out the conditions for approval. This approval will be granted on the basis of a specification which I will propose to you earlier to make the content more intelligible by an amendment which I have tabled; Sophie Mette and Jean-François Portarrieu have also enriched it with useful sub-amendments. The granting of authorisation will be subject to the subscription of commitments, such as the provision of non-discriminatory service to points of sale within the geographical area covered by a territorial scheme submitted with the application for authorisation. Our colleagues Virginie Duby-Muller and Frédérique Meunier have tabled an interesting amendment to ensure the consistency of this territorial scheme. Finally, on the third level, as is the case today, press broadcasters, whose role as merchants, with all that this word covers of commercial expertise and initiative, would be valued by the new modalities of access to the press distribution network drawn up by the draft law, in particular by the liberalisation of the assortment it operates. I would like to stress that this liberalisation will be framed: the assortment will have to respect several principles, to which Béatrice Descamps and I will propose by amendment to add the guarantee of the diversity of the press offer. If the unconditional right of access to the press distribution network is preserved for the IPG press, whose definition is engraved in the marble of the law, this is not the case for the other categories of press. The draft law provides that titles admitted to the economic regime of the press by the CPPAP may be distributed only within the limits of rules for the matching of securities and the determination of the quantities served, laid down by an interprofessional agreement. In the case of securities not eligible for the economic regime of the press – i.e. the press "excluding CPPAP" – their distribution will be organised on a case-by-case basis by agreements which, negotiated over the counter, will determine the references and quantities served at the points of sale. During the examination of the text in committee, an amendment by Mrs Sophie Mette and several colleagues in the Group of the Democratic and Related Movement made it possible to clarify the identity of the parties to these conventions, namely the companies and the press broadcasters or their respective representatives. In order to ensure that the titles "CPPAP out of range" and the titles "outside CPPAP" can be distributed, and to allow the newscasters to become aware of the diversity of the press offer, the Senate has provided that these titles may be the subject of an initial proposal for distribution to the outlets. This is called the right of presentation. The text also responds to the current questions by radically changing the regulation of the press distribution sector, which now belongs to two separate bodies, the Conseil Supérieur des Messages de Presse and the Autorité de régulation de la distribution de la presse. It must be said that this bicephalism was a source of complexity and slowness in the decision-making process, and that it dealt only very badly with the situations of conflict of interest that had arisen through self-regulation. The bill therefore intends to entrust the regulation of the distribution of the press to a regulator recognized by all for his economic and legal competence in areas of similar concern: ARCEP. The Autorité, which would become that of electronic communications, postal services and the distribution of the press, would thus have the task of ensuring respect for the principles at the very heart of the Bichet law: freedom of distribution of the press, continuity of distribution of the political and general information press, solidarity between the press companies, total neutrality of the distribution network and wide and balanced coverage of the territory by the sales outlets network. It is this authority which would issue approvals to the press distribution companies, on the basis of the specifications it has previously proposed to the executive. It would exercise relatively extensive control over these companies in order to ensure that the rates proposed to publishers are reasonable and non-discriminatory. It would also have the task of verifying that the interprofessional agreement on the assortment conforms well to the principles laid down by law, and could, if necessary, substitute for the professionals concerned to decide alone on the rules for the matching of securities and the quantities served at the points of sale. With regard to the latter, the Authority would lay down the rules on their establishment, as well as the conditions for the remuneration of their staff. However, it will be up to a commission made up of publishers to decide, in a concrete way, the opening of sales outlets in the territory and to manage their agents. On this point, the commission wished to amend a clarification made by the Senate, that the decision to implement it should be subject to the assent of the mayor. If we are in favour, of course, of the mayor's opinion being required, it has, on the other hand, seemed excessive to us that it is in conformity. The Autorité will also be responsible for encouraging stakeholders to adopt a territorial organisation that ensures the coverage of the whole territory, without itself deciding the areas covered by the approved companies. For this reason, the Committee wished to re-establish the original version of the text with regard to the territorial guidance scheme published by ARCEP. The bill is also concerned with the digital dissemination of the press. Indeed, given the importance of digital in the dissemination of the press, whether it be search engines, the sharing of press content through social networks, the applications of digital kiosks included in telephone subscriptions or the widgets of our mobile phones, it is necessary to transpose into the digital world the principles of the distribution of the press necessary for democratic debate. For this reason, digital kiosks are being transposed to broadcast requirements for political and general information titles. IPG publishers who wish to do so will be able to access these kiosks under reasonable and non-discriminatory technical and financial conditions. In addition to these aspects, the draft law continues the Government's policy of regulating online platform operators in their press content dissemination activities. Thus, after the entry into force of the Anti-Manipulation of Information Act and the adoption of the proposed law to create a similar right for news agencies and press publishers, the text brings a new stone to the legal structure, ensuring better information to users of online platforms on the use of their personal data in the referencing or classification of content extracted from press publications offered to them. Finally, in an effort to avoid portage distribution, the Government has been committed to making the legal status of press vendors more flexible so as to promote their activities and the attractiveness of their activities. Thus, Article 6 gives them the possibility to have, in addition to a main activity of selling press titles, an ancillary activity of distribution without selling press publications – whatever they may be – while maintaining their status as self-employed. I would like to welcome the Government's amendment to align the scope of titles that may be distributed by wage-earners with those of titles that may be distributed by press vendors with the status of self-employed. In doing so, the minister honoured his commitment to the Senate. Ladies and gentlemen, I hope that, with the interesting and welcome additions proposed on our various benches, this bill will have the support of as many of us as possible: national representation will thus be able to present a united front to support the press sector that is in great need of it. [[Applause on the benches of the MODEM and LaREM groups. – Mrs Frédérique Dumas also applauds]] This afternoon, what might appear as a small step for the legislator is, in fact, a big step for the distribution of the press.
ParlaMint-FR_2019-07-23-E1019.u208	The president of the Committee on Cultural Affairs and Education has the floor.
