ParlaMint-FR_2019-10-07-O1013.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-07-O1013.u70	Unfortunately, I will have to be very fast, because of the scheduled legislative time that is simmering this very beautiful debate. [[Applause on the benches of the LR group. – Mrs Agnes Thill, Bénédicte Pételle and Martine Wonner also applaud]] First of all, I would like to ask some of our colleagues to pay attention to the words they use, because they can hurt – even if it is certainly unintentional. I can't accept it if we talk about "Gemelity" as a risk and disability as a cause of divorce. I therefore ask our colleague to take care of what he can say – the same colleague proposed an prenatal diagnosis of autism: it makes me cold in the back, to me who chairs the group on autism in the House. I also hear Mr Touraine talking about aneuploidy, not to say the things as they are, namely that it is trisomy 21 which is referred to here. Have at least the courage to defend your opinions and use words that everyone can understand! [[Exclaims on the MODEM benches]] As for the substance of the debate, once it is not customary, I will support the position of the Minister and the rapporteur. You have mentioned the risks of errors: this argument can be retained, but frankly, it does not seem to me to be the most important. I believe that there is a risk of gearing towards sorting. Here again, let us use the right words – let us at least have the courage to use them tonight: what you denounce, Madam Minister, is simply a risk of eugenics! We shall vote for our part against these amendments, because we do not want to see this gear that the minister rightly fears. On the other hand, I would still like you to think about the message that we send to families: to hear some, we have the impression that trisomy 21 is a tare that must be eliminated at all costs and as soon as possible; Tomorrow we will be told about autism or other diseases in the same terms. I cannot accept that. What am I going to say tomorrow to the mother of the little Rémi, who chairs a parental school for autistic children that I created in my commune, and who is very happy with this child? Rémi is making great progress. What am I going to say to Helen's mom, who fought for this trisomic child, after primary school, to be accepted into high school – where everything is going very well? We all have great cases and adventures around us; We just need to learn tolerance, learn diversity. There is no point in making great speeches and fighting for the inclusion of disabled children in school, if we are discussing this evening a horrific triage to ensure that there are no more disabled children.
ParlaMint-FR_2019-10-07-O1013.u71	Be careful with the words you use! Sorting isn't nice!
ParlaMint-FR_2019-10-07-O1013.u72	[[Applause on the benches of the LR group and on several benches of the LaREM group. – Mrs. Agnes Thill also applauds]] Let us be reasonable: let us accept the difference, let us put a little humanity in our debates and reject these unacceptable amendments.
ParlaMint-FR_2019-10-07-O1013.u73	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-07-O1013.u74	I would like to thank the Minister for her extremely precise and wise reasoning, which certainly reflects the views of many of us. It is obvious that if we follow a purely scientific logic, the arguments put forward by the promoters of these amendments are imparable, since it is a question of avoiding additional risks to people engaged in a long, complicated and not without risk in vitro fertilisation process; This diagnosis would avoid certain miscarriages under certain conditions, and detect very serious genetic diseases. So far, everyone could consider this gesture almost therapeutic. The other arguments, however, immediately suggest the drift. It's not just the film The Eighth Day to Move, there are also these thousands of children living in their families, and the fight of their parents – because raising a child with Down syndrome is a fight. Our society wants to be inclusive; We cannot both look at bills or bills to encourage the inclusion of these children, and tell some families that they may have the opportunity, using IPR-A, to limit the risk of having a child with Down syndrome. It is incoherent on the philosophical level, on the humanist level, that we all promote. [["Very good! » and applause on the benches of the UDI-Agir and LR groups, as well as on a few benches of the LaREM group]] Then come the frightening arguments, although I don't judge anyone for using them: economic arguments. It seems to me extremely dangerous to think of this medical procedure in terms of savings on repeat miscarriages and other risks. Perhaps we are at one of the stages of this bill where the notion of ethics is becoming more important. Ethics requires that we say, at some point, that we cannot use all the medical or therapeutic techniques at our disposal to try to deal with the problems that society faces. I am not just going to make friends in this House, but this issue is too serious to leave to scientists alone.
ParlaMint-FR_2019-10-07-O1013.u75	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2019-10-07-O1013.u76	I would like to thank the Minister for Solidarity and Health for speaking out on this issue in an objective way. She recalled that for the people concerned, much suffering would be eliminated...
ParlaMint-FR_2019-10-07-O1013.u77	The suffering would not be eliminated!
ParlaMint-FR_2019-10-07-O1013.u78	... but also that all professionals support this progress and have expressed it in forums, in a reasonable way, since they limit their recommendations to particularly relevant cases: women over 36 years of age, women having experienced two successive failures of in vitro fertilization, etc. Finally, the minister said that this proposal was very legitimate. I therefore welcome his presentation; However, it does not have any reservations, as there is no guarantee that the original limits will be respected. But these limits are sufficiently precise for this: the age, the number of previous failures do not give rise to interpretation, and so they can very well be fixed in the law for the services practising IPR-A, without there being any extensions to be foreseen afterwards. It is not the myth of the healthy child that is involved, it is the notion of the living child.
ParlaMint-FR_2019-10-07-O1013.u79	That's not true!
ParlaMint-FR_2019-10-07-O1013.u80	One point that deserves attention is that of research in this field, which needs to be further developed. In fact, clinical research will have to set for the future, on an even more rigorous basis, the age limits and the number of failures, in order to ensure that we are as relevant as possible. It is essential, because the alternative would be to stay out of this, to wait for progress to come from other countries, which will produce results, and to apply it ten years late: unfortunately, under these conditions, we will not apply it properly. Jean Hamburger said that there are no countries in the world where quality clinical medicine can be found without an associated research. Indeed, if we refuse to contribute to progress in this area, we will continue to penalize women or couples who use assisted human reproduction for decades. Finally, the question is not that of eugenics...
ParlaMint-FR_2019-10-07-O1013.u81	Yes!
ParlaMint-FR_2019-10-07-O1013.u82	... since there will be neither one more person nor one less person.
ParlaMint-FR_2019-10-07-O1013.u83	No, no, no, no, no, no, no, no, no, no,
ParlaMint-FR_2019-10-07-O1013.u84	[[Ms Claire Pitollat and Messrs. Hervé Saulignac, Bruno Fuchs and Brahim Hammouche applaud. – Exclaims on the benches of the LR group]] It is therefore not a question of changing the genetic heritage of the species. You'll understand, either we'll diagnose an embryo that won't be viable...
ParlaMint-FR_2019-10-07-O1013.u85	Because we're eliminating him!
ParlaMint-FR_2019-10-07-O1013.u86	[[Protests on the benches of the LR group]] ... either we implant this embryo, which will give a miscarriage, or to the rigor a patient with Down syndrome 18, whose survival will not exceed a few weeks. This will have no effect on the evolution of the human species. We are, I repeat, totally out of the field of eugenics; There may be arguments for or against these amendments, but this does not apply. Eugenics are spoken of when living people of reproductive age transmit genes that have been selected.
ParlaMint-FR_2019-10-07-O1013.u87	The embryo selection is eugenics! It's a choice!
ParlaMint-FR_2019-10-07-O1013.u88	The choice of viable embryos, Mr. Breton!
ParlaMint-FR_2019-10-07-O1013.u89	Please don't question yourself. Mr. Touraine, go on.
ParlaMint-FR_2019-10-07-O1013.u90	By eliminating non-viable embryos, we are out of eugenics and exclude disability; This is why we are simultaneously defending better care for people with disabilities, and preferring not to implant an unviable embryo, rather than leading to a miscarriage or a child destined to die in its early years.
ParlaMint-FR_2019-10-07-O1013.u91	What hypocrisy!
ParlaMint-FR_2019-10-07-O1013.u92	Mr Didier Martin has the floor.
ParlaMint-FR_2019-10-07-O1013.u93	I understand the reticences that occur, especially when we approach the subject with the example of Down syndrome 21. We have all been affected by cases of this disease and, let us say, by the happiness that a Down syndrome child can bring to a family, a human life that deserves to be respected.
ParlaMint-FR_2019-10-07-O1013.u94	Oh, no, no, no, no, no, no, no, no, no, no,
ParlaMint-FR_2019-10-07-O1013.u95	We are making a mistake by agitating an alleged desire to eradicate trisomy 21 through the elimination of embryos. Madam Minister, I would like to object to your argument: you said that if we extend the IPR-A, we would risk seeing the search for anomalies increase from 250 to 150,000 cases. Of course, but there are 800,000 births per year in France; Trisomy 21 was investigated in the antenatal diagnosis of most of these children and, in the case of positive results, the couple was given the option of continuing or interrupting pregnancy. As was well expressed in a previous session, the ethical debate on allowing a woman, a couple, to interrupt pregnancy because the fetus is carrying Down syndrome is behind us: it has been decided. We would take a huge step backwards if we allowed the idea that trisomy 21 should no longer be detected at the embryonic or antenatal stages. This argument cannot therefore be retained. Mr rapporteur, you oppose our proposal with the risk of false positives or false negatives. Recognizing their existence is inherent in the scientific method; Do we have to ban this one? We need to hear the scientists. Around the world, as you say, it is not four or five members of this assembly who propose an amendment, it is the Société de médecine de la reproduction, the Association des cytogeneticiens de langue française, the Société française de gynecologie, the Groupe d'étude de la fertilisation in vitro en France, the Fédération des biologists des laboratoires d'étude de la fertilisation et de la conservation de l'euf, and the collective of the patient associations of the AMP and infertile people. [[Exclaims on the benches of the LR group]] [[Mr Daniel Fasquelle protested]] What do these associations ask for? Allow them in some cases, limited, to count chromosomes at the time of genetic diagnosis. It's not economics; They are savings of suffering. Let us not be deaf to the call of these couples: it is a question of avoiding them from miscarriages by repetition. It's about giving them the information they're entitled to get from doctors – pardons, scientists, too. That is what we are asking for in this amendment: a right to knowledge. What is obscurantism? The refusal to look at a reality, for fear of knowing it. Are we here, ladies and gentlemen? [["Oh! » on a few benches of the LaREM group]] Minister, this afternoon, on the occasion of the immigration debate, you mentioned two words, "violence" and "scarrying." I'll return them to you, Madam Minister. The refusal of the IPR-A is a violence against the couple, a struggle against thought and scientific progress.
ParlaMint-FR_2019-10-07-O1013.u96	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2019-10-07-O1013.u97	We should listen better to my friend and colleague Philippe Berta. He referred to the concept of consent. It is the information of patients, during the realization of this IPR of aneuploidies, that is at the heart of this ethical debate. The information is at two levels: upstream of the tests and downstream, when the results are returned. Screening and its consequences, as well as the outcome and its consequences, must be clearly explained to the parents who need to be sure that they have understood the issues. As far as explanation and consent are concerned, there is reason in terms of risk-related benefits. According to this criterion, is it legitimate to carry out these tests? No one will give a negative answer. Is it relevant to retain as a criterion the benefit of this test, for the parents, during pregnancy, as well as for the child to come? Yes, of course.
ParlaMint-FR_2019-10-07-O1013.u98	He makes the questions and answers!
ParlaMint-FR_2019-10-07-O1013.u99	Because of these two answers, we already have two reasons to validate this amendment. There was talk of the so-called inclusive society. Let us simply remember that Denmark, which is often cited as an example for its model of inclusion of persons with disabilities, realizes this IPR: there is a result of 98% abolition, or rather of cessation of the process. And yet Denmark is the most inclusive society in Europe, if not the world!
ParlaMint-FR_2019-10-07-O1013.u100	They even have a payload bank in Denmark! What a fine example!
ParlaMint-FR_2019-10-07-O1013.u101	I will therefore answer yes for the quality of the information given, yes for the understanding of the issues, yes for the consent which must be informed and lies at the heart of the relationship between the patient and the physician – and more generally, of all professionals in the exercise of their profession. [[Applause on several benches of the MODEM group and a few benches of the LaREM group]] Finally, access to IPRs, when information and consent are acquired, raises the question of the autonomy of citizens. These amendments, and the following ones, tend only to accompany professionals and patients in their increasing freedom of choice in order to go from the chance of the probable to the choice of possible ones.
ParlaMint-FR_2019-10-07-O1013.u102	Mr Jean-Noël Barrot has the floor.
ParlaMint-FR_2019-10-07-O1013.u103	Mr Berta's amendment invites us to question our conscience. I'm not a signatory, but I've been thinking a lot about it. I have looked at the pre-implantation diagnosis as it has been performed in France for twenty-five years, for the benefit of parents likely to transmit a serious illness. The aim is to detect the presence of this disease at the time of implantation of the embryo, designed after in vitro fertilization. This represents 4% of in vitro fertilizations. Philippe Berta proposes that, of these 4% cases of in vitro fertilization where a risk of transmitting a serious disease to the child is presumed, it is possible, in the context of an experiment – in order not to fall under Article 40 –, without further medical action and with the consent of the parents, to number the non-sexual chromosomes, or autosomes, to check whether a genetic disease would compromise the viability of the child.
ParlaMint-FR_2019-10-07-O1013.u104	Not just.
ParlaMint-FR_2019-10-07-O1013.u105	These aneuploidies – the fact that a cell does not have the right number of chromosomes – lead, in 99% of cases, to a miscarriage. But in 1% of cases, the embryo will be viable. The child may have a Down syndrome or something, but the embryo will be viable. That 1% makes me think. Because the concern is legitimate: to avoid miscarriages and medical interruptions of pregnancy, to avoid keeping or giving embryos that will implant badly. It is obvious that the reasons are good. In 99% of cases, it can be accepted that, in the same way that it is considered that a serious disease cannot be transmitted to the child, a genetic disease that renders the embryo unsustainable must be able to be detected. What can be done for the 1% of cases where the embryo is viable and where, even if it has a disability from birth, the child can live, surrounded by a loving family? You have expressed your concern, Madam Minister, that the adoption of this amendment prevents us from finding the limit. By rereading Mr Berta's amendment, I ended up setting my own limit, in accordance with my most intimate principles: if the embryo is not viable, it seems acceptable to me that it should not be implanted, that it should not be preserved, that it should not be given. But if it is viable, we must ban ourselves from any sort of sorting. That is why we would have wanted to propose to you, but we did it too late, a sub-amendment so that the experiment would be restricted to the detection of embryos that would not be viable, since viable embryos remain subject to the current legislation. If the minister so wishes and my group chair agrees to ask for a suspension of the sitting, we could think together about drafting this sub-amendment.
ParlaMint-FR_2019-10-07-O1013.u106	That's not how we work.
ParlaMint-FR_2019-10-07-O1013.u107	In this case, it is not a question of putting an end to...
ParlaMint-FR_2019-10-07-O1013.u108	Yes, I do! Your colleague used the word "delete"!
ParlaMint-FR_2019-10-07-O1013.u109	[[Applause on several benches in the MODEM group]] ... or to harm people with Down syndrome 21, but to spare suffering to women who are implanted with unviable embryos by a complicated technical process whose miscarriage would be the only way out. That would be a step forward.
ParlaMint-FR_2019-10-07-O1013.u110	The rapporteur has the floor.
ParlaMint-FR_2019-10-07-O1013.u111	At this stage of the debate, which is extremely rich, there is the greatest confusion, to the extent that it does not actually correspond, or by far, to the drafting of the amendments. We're talking about miscarriages, repeated abortions. A 90% miscarriage rate is reported for aneuploidy, which is not known. Some explain that IPR will be used to detect genetic mutations. Others put the risk of a drift, which is real, especially since we cannot set the framework for what we want.
ParlaMint-FR_2019-10-07-O1013.u112	Thank you.
ParlaMint-FR_2019-10-07-O1013.u113	Because we're here: we don't know how to write the law! I am sorry, ladies and gentlemen, but we have not determined a precise framework in which we could clearly position ourselves, agree or disagree. There's nothing – and we mix everything! It's normal because the subject, complex, sensitive, takes us to the guts. We do not mean yes, but we do not mean no. The risks of drift exist, but the reason for the legislator should not be overlooked. In short, I repeat, we are here: we do not have a framework. Besides, I can't let it be said that all the doctors would agree. Eighty doctors have signed a stand in Le Monde, and all the learned societies to which they belong have been cited, but they cannot represent all the doctors. Many physicians who practice IPRs every day do not want it to become a routine care and prefer to continue their clinical research under the section 14 that we have adopted. [[Applause on a few benches of the LaREM group]] Yes, Mr. Martin, it's not obscurantism! Mr. Touraine, we can do clinical research! We voted! So I don't see what the problem is. As for the search for aneuploidies on autosomes, it could be stated in the law that it is forbidden to search for a trisomy 21, but still we should know in what framework we are! The search for aneuploidies will be carried out a priori in the very specific cases of relatively old women, who suffer from repeated miscarriages or foetal losses. It is not true to claim that a search for aneuploidia could be carried out in the course of a search for genetic mutation. That's not the case we're discussing. [[Applause on a few benches of the LaREM group]] That is why the text of the amendments does not correspond to our debate and does not make it possible to clarify the framework that would be necessary.
ParlaMint-FR_2019-10-07-O1013.u114	Mr. Patrick Mignola has the floor.
ParlaMint-FR_2019-10-07-O1013.u115	I would ask for a suspension of the sitting, Madam President, following the statement by Mr Jean-Noël Barrot and after listening to the rapporteur. [[Bruno Fuchs applauds]] First of all, let us remember that no one here is for sorting and that all of us are for life. It's not about morals, it's...
ParlaMint-FR_2019-10-07-O1013.u116	That's not a big word.
ParlaMint-FR_2019-10-07-O1013.u117	...because morality comes from a personal experience. It's all about ethics. We're voting for a bioethics law. You claim that we do not know anything about the consequences of the decision we would make today. Since we voted a few days ago to open the LDC to all women...
ParlaMint-FR_2019-10-07-O1013.u118	Mr President Patrick Mignola, this is not a request for suspension of the sitting but an intervention.
ParlaMint-FR_2019-10-07-O1013.u119	[[Exclaims]] I am trying to justify this request for a suspension of sitting that you have not yet granted me, Madam Chair.
ParlaMint-FR_2019-10-07-O1013.u120	Please close as soon as possible.
ParlaMint-FR_2019-10-07-O1013.u121	[[Mr. Bruno Millienne applauds. – Exclaims on the benches of the LaREM group. – Applause on the benches of the LR group]] I hear we don't know where we're going to make the decision we could make tonight, but that's the same argument as when some of our colleagues told us a few days ago that the LDC would inevitably lead to GPA!
ParlaMint-FR_2019-10-07-O1013.u122	Even he recognizes him!
ParlaMint-FR_2019-10-07-O1013.u123	It therefore seems necessary to suspend the sitting in order to...
ParlaMint-FR_2019-10-07-O1013.u124	We get it. Ladies and gentlemen, do not ignite!
ParlaMint-FR_2019-10-07-O1013.u125	The meeting was suspended.
ParlaMint-FR_2019-10-07-O1013.u126	The meeting was resumed. Ladies and gentlemen, I have before me two sub-amendments which can be presented together: sub-amendment No 2631 to Amendment No 781 and identical, and sub-amendment No 2632 to Amendment No 1812. Mr Jean-Noël Barrot has the floor to support them. We will then resume discussion of the amendments.
ParlaMint-FR_2019-10-07-O1013.u127	What is proposed is to extend the pre-implantation diagnosis, which currently involves 4% of in vitro fertilizations, to autosome counts, i.e. non-sexual chromosomes. In 99% of cases, non-viable embryos would then be detected. However, in 1% of cases, mainly as a result of trisomy 21, potentially viable individuals could be selected. The sub-amendment that we are proposing to Mr Berta's amendment and to the identical amendments therefore tends to mean that, during this three-year experimental period, the programmed IPRs include an autosome count "excluding chromosome 21".
ParlaMint-FR_2019-10-07-O1013.u128	Is that technically possible?
ParlaMint-FR_2019-10-07-O1013.u129	The sub-amendment to Mr Saulignac's amendment is drafted in a broader way: it allows the numeration of autosomes "for the sole purpose of detecting cases of non-viable anuploidies". Thus, the first subamendment explicitly excludes trisomy 21 while the second excludes embryos considered viable. The Minister referred to technical difficulties. Indeed, it may be difficult to dissociate the analysis of chromosome 21 from that of other chromosomes, and practitioners may be tempted not to implant a viable embryo because it has been detected. But it would appear that chromosome 21 can still be isolated when autosomes are digitized, in the same way that X and Y chromosomes can be isolated.
ParlaMint-FR_2019-10-07-O1013.u130	What is your opinion, Mr rapporteur, on these two sub-amendments which the committee has not examined?
ParlaMint-FR_2019-10-07-O1013.u131	As you have just pointed out, Madam President, the committee has obviously not had the opportunity to examine these two sub-amendments which have just been drafted. It is important, in my view, to clarify what we are looking for: chromosome 21 on one side, or then aneuploidies leading to non-viability of the embryo. What you say about the latter case, in which implantation of the embryo is unlikely to succeed or is likely to result in miscarriage, is an element of reason, it is not possible to deny it. I simply insist, I am sorry, on one fact: according to the wording of the text, it will be allowed, or not, to the doctor to eliminate certain embryos.
ParlaMint-FR_2019-10-07-O1013.u132	Of course.
ParlaMint-FR_2019-10-07-O1013.u133	When you claim that false negatives or false positives are not important, I do not agree with you: yes, they are very important. If there are 20% or 30% false positives or false negatives, this means you are mistaken in 20% or 30% of cases: you eliminate or keep embryos by making a mistake. It is therefore very important to clarify things well.
ParlaMint-FR_2019-10-07-O1013.u134	That's right.
ParlaMint-FR_2019-10-07-O1013.u135	That is also why – I know that the debate has taken a very scientific turn – we need to pay attention to mosaic embryos: taking a sample of five cells out of a hundred, that's... 5%. We don't know what's going on in the remaining 95%.
ParlaMint-FR_2019-10-07-O1013.u136	That's already the case.
ParlaMint-FR_2019-10-07-O1013.u137	Yes, except that as a result of numerous recent studies, including in centres that practice this technique, five to ten cells out of a hundred are no longer being collected, but efforts are being made to obtain a more comprehensive view of the embryo to determine whether or not chromosomal abnormalities affect the entire embryo. It's not hard to understand. Moreover, even with these sub-amendments, the framework is also unclear. Is what you are advocating, Mr Barrot, aimed at IPRs for genetic abnormalities or proposed to women with repeated miscarriages or foetal losses? We don't know. This must be regulated, and that is essential. If you specified that it is fetal loss or repeated miscarriage that is involved, then your proposal would be acceptable. But if the framework is not specified, we take the risk of the drifts that the minister has mentioned, because the two situations are very different. Finally, what you are advocating is certainly reasonable, but once again we have adopted Article 14, after lengthy debate! Clinical studies can finally be carried out in France, over three years – a period that you had foreseen in the amendments. That is why I am in favour of amending bioethics laws no longer every seven years but every five years. Opinion against both sub-amendments.
ParlaMint-FR_2019-10-07-O1013.u138	What is the Government's opinion?
ParlaMint-FR_2019-10-07-O1013.u139	These two sub-amendments clarify the debate. I heard Mr. Touraine talking about miscarriages. In fact, if we had a technique, looking for aneuploidies or something else, that would simply allow us to improve in vitro fertilization in order to prevent women from miscarriages, and if this technique only gave us this information, there would be no ethical problem and therefore no debate: it would simply be a matter of improving the technique of in vitro fertilization. We would all be in favour of it, just as we are all in favour of looking at the shape of the embryos to see if there is any break-in. It would simply be an additional technique to avoid unnecessary relocations for women. The problem is that the technique that gives us this information gives us another information at the same time.
ParlaMint-FR_2019-10-07-O1013.u140	Exactly!
ParlaMint-FR_2019-10-07-O1013.u141	These are trisomies. This is where the ethical problem arises. The solution proposed by your sub-amendments is that we do not look at what we see! The problem is that there is no doctor today who knows not to look at what he sees. It is so true that Article 10 of the text allows a doctor, when he discovers an incidental genetic anomaly, to tell his patient. Because doctors can't stand seeing something and not being able to talk about it! [[Applause on several benches of the LaREM group and a few benches of the LR group. – Mrs Agnes Thill also applauds]] Your sub-amendments ask the doctor not to see the trisomy, which he does not know how to do. That is why, I repeat, they help us to clarify the debate perfectly. [[Applause on several benches of the LaREM group as well as a few benches of the LR group. – Mr Dominique Potier also applauds]] In vitro fertilization is a constantly improving technique, and I dream that the clinical hospital research program on chromosomal abnormalities can help us move forward. Perhaps, in three or four years' time, we will be able to have better techniques to promote implantation and avoid the risk of miscarriage. However, today we cannot resort to a technique that would simply allow us to improve in vitro fertilization without giving us further information on viable embryos with pathologies we know. For this reason, I am deeply opposed to all the amendments under discussion and to the sub-amendments, because, I repeat, we cannot ask a doctor to act as if he did not see.
ParlaMint-FR_2019-10-07-O1013.u142	Ladies and gentlemen, it should be time to adjourn the sitting, but I think it would be desirable for us to go this evening to the end of this debate. There are still sixteen of you who want to intervene. Everyone will speak, but I invite all of you to be concise. Mr Philippe Berta has the floor.
ParlaMint-FR_2019-10-07-O1013.u143	I am very pleased that I have been confirmed that all the specialists in the field support these amendments. They are all the more concerned because they have so far been quite able to limit themselves to the only IPR, carried out on the suspected genetic pathology alone and on no other. It proves that they are people of reason, who know how to respect the rules they are given. They are also the same people who are facing the patients. I am thinking of the testimony of this mother of Strasbourg, who made all this journey for a suspicion of cystic fibrosis and was on the way out with a trisomy. Practitioners who need to announce such news take a lot on them, I assure you. [[Applause on the banks of the MODEM group and some benches of the LaREM group]] I would also point out that IPR-A is now common practice in almost all European countries. However, it has not been the cause of any spillover on other aneuploidy research in other in vitro fertilization situations. All the arguments against these amendments are therefore not acceptable to me. Practitioners are responsible and will remain responsible, no matter what.
ParlaMint-FR_2019-10-07-O1013.u144	Mrs Martine Wonner has the floor.
ParlaMint-FR_2019-10-07-O1013.u145	Since Strasbourg has just been mentioned, this is where the first laboratory which used the technique of IPR-A in France in 1996 and which saw the first pregnancy end after an IPR-A in 1999. Professor Viville returns from a congress in Athens, and he testifies that all the centres that currently practice IPR-A are beginning to stop this technique, for the simple and good reason that, whatever the motivations, the results are not convincing. Let's not open this technique, of which France does not have the actual and proven practice, while today other laboratories reverse! It has been said that IPR-A can reduce the number of miscarriages, but we know very well that many factors responsible for miscarriages have nothing to do with a chromosomal anomaly! [[Applause on a few benches of the LaREM group]] I hear your concern, and the subject is sensitive. As you pointed out, minister, there is reason to wait until the technique has become satisfactory. Unfortunately, today it is not. The adoption of such amendments would be too far-reaching.
ParlaMint-FR_2019-10-07-O1013.u146	Mrs Anne-France Brunet has the floor.
ParlaMint-FR_2019-10-07-O1013.u147	I wonder about trisomys 13 and 18, which usually lead to unsustainable embryos. In particular, in the context of MPAs, I find it interesting to experiment with IPR-A practice. We must not forget the journey of these couples, and especially of women, who resort to the AMP: this can last between two and ten years, even never succeed... It is absolutely necessary to ask ourselves about such an experiment.
ParlaMint-FR_2019-10-07-O1013.u148	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-07-O1013.u149	This debate, we must say, began on Friday evening, with the very touching testimony of our colleague Vincent Thiébaut, whom I would like to greet. He finished his speech by urging us not to open Pandora's box. [[Applause on several benches in the LR group. – Mr. Vincent Thiébaut also applauds]] Without going into detail, what emerges from our debate this evening is that every time we talk about bioethics, we must not lose sight of the human dimension. We must take life into consideration. However, with these amendments, even under-amended, viable embryos may be eliminated. I don't know how you describe the removal process as viable embryos. This is a real question that I ask you, especially in relation to the philosophy of MODEM.
ParlaMint-FR_2019-10-07-O1013.u150	The MODEM is not Bellamy!
ParlaMint-FR_2019-10-07-O1013.u151	Mr. Mignola, I listened to you without interrupting. I'd like you to do the same.
ParlaMint-FR_2019-10-07-O1013.u152	[[Exclaims on a few banks in the MODEM group]] MODEM voters must also be informed.
ParlaMint-FR_2019-10-07-O1013.u153	Oh, stop!
ParlaMint-FR_2019-10-07-O1013.u154	Only Mr. Hetzel has the floor...
ParlaMint-FR_2019-10-07-O1013.u155	[[Applause on the benches of the LR group and a few benches of the LaREM group. – Mrs Agnes Thill also applauds]] Mr Mignola, we have been here for two and a half weeks, and you have not been seen in the Chamber. I ask you for a little respect for those who have been here since the beginning of the examination of the text.
ParlaMint-FR_2019-10-07-O1013.u156	Your words are unacceptable!
ParlaMint-FR_2019-10-07-O1013.u157	Above all, I would like to stress that the precautionary principle should apply in this area. And since we are now witnessing this, many of us have been struck by Yann Bucaille, creator of Café Joyeux. This sign brings together cafes that employ trisomics and autists. They show, very clearly, how joyfully these people can express themselves and have a happy life. Your vision, Mignola, is "let's go cheerfully."
ParlaMint-FR_2019-10-07-O1013.u158	Anything! It's shameful!
ParlaMint-FR_2019-10-07-O1013.u159	Listen to him...
ParlaMint-FR_2019-10-07-O1013.u160	[[Applause on several benches in the LR group]] No, I don't think we can go there happily! The precautionary principle should prevail, and I am, of course, on the same line as the rapporteur and the minister: I am against these amendments, which are in fact eugenic.
ParlaMint-FR_2019-10-07-O1013.u161	Mrs Monique Limon has the floor.
ParlaMint-FR_2019-10-07-O1013.u162	I will be quick, but I would like to say to my colleagues that I am very uncomfortable with the debate that is taking place. For me, it was not on the agenda whether or not we should accept disability. Children with disabilities have, of course, the right to live, to be happy, to smile, to be loved: this is not the subject! For me, who is neither a doctor nor a researcher, it was a question of whether it was possible to allow women to...
ParlaMint-FR_2019-10-07-O1013.u163	...to choose!
ParlaMint-FR_2019-10-07-O1013.u164	[[Applause on the benches of the LaREM and MODEM groups]] ... to avoid repeated IVFs and miscarriages, especially not to speak out for or against disability. I don't think that's the point.
ParlaMint-FR_2019-10-07-O1013.u165	Mrs Blandine Brocard has the floor.
ParlaMint-FR_2019-10-07-O1013.u166	We have been discussing this subject for some time now. At the beginning of our debates, I was very surprised that it was only about science, medicine – I tried to follow, I had trouble... – about technique, numbers and percentages. Yet that's not really what this is about: it's about the human. I have a real problem with this approach. There are other things that come up against me. Thus, Mr. Touraine tells us that refusing IPR-A is tantamount to penalizing women who resort to the LDC. It's something I can't hear, and I don't think many couples can either. Why do you want to make us feel guilty? There are techniques, we are discussing the possibility of using them. We cannot be told at once that we have no right not to offer them to a woman! [[Applause on the benches of the LR group and some benches of the LaREM group]] Third thought: Mr Berta, even if I was a little lost, I confess it, I listened very carefully to you. You mentioned a light anomaly: what is a light anomaly compared to another anomaly? For example, is a sixth finger a light anomaly? From when do we consider that we have the perfect baby expected? Everyone has a different baby! Let's agree not to be in science, in profitability. Just now, Madam Minister, you have re-established the debate by taking it out of the scientific terms, and I thank you very much for that. You have bounced back on the word experimentation, which is in fact included in the proposed amendments. The mere fact of using this term hits me: it must not be a question of experimentation, of tweaking! [[Applause on the benches of the LR group and several benches of the LaREM group. – Mr Dominique Potier also applauds]] In fact, the sub-amendments you are proposing, Mr Barrot, prove that you are not comfortable and that you are trying to correct the shot. I'm sorry, but we're still talking about the human!
ParlaMint-FR_2019-10-07-O1013.u167	Mr. Nicolas Turquois has the floor.
ParlaMint-FR_2019-10-07-O1013.u168	[[Exclaims]] I would like to convey to you my perplexity, at best, or rather my concern. A few days ago, the same Assembly voted for very progressive progress on the LDC. But when I listen to the debates tonight, they seem to me to express a very conservative vision and that worries me. I've heard of a scientific analysis being called into question. The objective analysis, the expertise, even when they reveal doubts and limits, as is the case with false positives and false negatives, nevertheless seem to me the very foundation of our society and our democracy. That is the principle of the discourse of reason, on which our democracy is based. I remind you that it is with speeches such as those that seem to me to be held here that the theory of evolution is called into question in the United States. So I'm kind of puzzled.
ParlaMint-FR_2019-10-07-O1013.u169	[[Applause on the benches of the LR group]] I voted against it! And I'm not a conservative, sir!
ParlaMint-FR_2019-10-07-O1013.u170	I heard Mr. Fasquelle say that aneuploidy was trisomy 21: no! Aneuploidy covers much wider cases, such as trisomy 18 which, in its most serious form, gives a life expectancy of not more than one year. I have also heard about the removal of viable embryos. But, in a LDC, viable embryos are actually removed, since many of them are designed before they are removed!
