ParlaMint-FR_2019-09-27-E2016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-27-E2016.u143	We are committed to the quality of the support offered to those engaged in a process of reproductive medical assistance. The complete information on the different techniques and the associated success rate is obviously an essential element of quality management. The Public Health Code states that the implementation of the MPA must be preceded by interviews with a multidisciplinary team that we discussed this morning in order to inform couples of the possibilities of success or failure of MPA techniques, their side effects, their short- and medium-term risks, as well as their penibility and constraints. The modalities of these interviews are also specified by regulations implementing the rules of good practice adopted by a decision on a proposal from the Biomedicine Agency. Templates of information and consent forms are also available in the centres to ensure that couples are properly informed. A number of provisions seem to us to guarantee the quality of this support. However, if the rapporteur believes that the mechanism can be further improved, we rely on the wisdom of the House.
ParlaMint-FR_2019-09-27-E2016.u144	Amendments Nos 1520 and 1522 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2019-09-27-E2016.u145	Identical Amendments Nos 42 by Mr Xavier Breton, 364 by Mr Patrick Hetzel, 826 by Mr Marc Le Fur and 1636 by Mrs Agnes Chill are being defended.
ParlaMint-FR_2019-09-27-E2016.u146	I have before me three amendments, Nos 365, 937 and 2237, which can be discussed jointly. Amendments Nos 365 by Mr Patrick Hetzel and 937 are identical. They're being defended. I call Mrs Genevard to support Amendment No. 2237.
ParlaMint-FR_2019-09-27-E2016.u147	This is a drafting amendment. I propose to replace, in paragraph 32, the word "or" with the word "as well as the provisions in case", which is ambiguous and might suggest that the death of one of the members of the couple does not have the same consequences as its rupture, namely the impossibility of making an embryo transfer. It's a matter of legislating.
ParlaMint-FR_2019-09-27-E2016.u148	This is a drafting amendment, not an editorial amendment!
ParlaMint-FR_2019-09-27-E2016.u149	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u150	I do not think that this amendment is drafting: its adoption would change the meaning of the text. It is contrary to another amendment which we have adopted in committee. Unfavorable opinion.
ParlaMint-FR_2019-09-27-E2016.u151	I don't understand what you're saying, rapporteur!
ParlaMint-FR_2019-09-27-E2016.u152	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u153	I will try to be clearer than the rapporteur, whose analysis I share. This amendment does not seem purely editorial and I do not understand the purpose. Is it a question of returning to an earlier wording? In this case, I would like to point out that the addition made in committee was intended to provide that couples engaged in an AMP course will be informed of the legal provisions in the event of the death of one of their two members. That seemed to you a useful clarification. It does not seem relevant to me to amend the text that you adopted in committee. Unfavorable opinion.
ParlaMint-FR_2019-09-27-E2016.u154	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-27-E2016.u155	It is to be clarified that an embryo transfer cannot be carried out in the event of a rupture or death of one of the two members of the couple. I do not see how this would be contradictory to what we have voted so far. This is a question of editorial clarity.
ParlaMint-FR_2019-09-27-E2016.u156	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2019-09-27-E2016.u157	Yesterday we adopted an amendment by Mr. Cazenove, under-amended by the Government, which already states that the AMP journey is interrupted not only by the death of one of the two spouses, but also by divorce, legal separation, etc.
ParlaMint-FR_2019-09-27-E2016.u158	Then the text should be brought into line with what has been voted on!
ParlaMint-FR_2019-09-27-E2016.u159	I think that your amendment is satisfactory: if it is already written in Article 1, it is unnecessary to say so again.
ParlaMint-FR_2019-09-27-E2016.u160	Amendment No 2225 by Mr Jean-Louis Touraine, rapporteur, is drafting.
ParlaMint-FR_2019-09-27-E2016.u161	Amendment No 1523 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-09-27-E2016.u162	I have before me three identical amendments, Nos 44, 366 and 811. Mr Xavier Breton has the floor to support Amendment No. 44.
ParlaMint-FR_2019-09-27-E2016.u163	Paragraph 35 provides that the guidance package contains a simple description of reproductive medical assistance techniques. This amendment proposes to specify the average success rates and risks associated with each of these techniques.
ParlaMint-FR_2019-09-27-E2016.u164	Amendments Nos 366 by Mr Patrick Hetzel and 811 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u165	Request for withdrawal. These amendments are already satisfied by paragraph 31, which provides that both members of the couple or the unmarried woman must be informed of the penitence and constraints of the MPA techniques as well as of the "opportunities for success or failure". It is therefore not necessary to add it.
ParlaMint-FR_2019-09-27-E2016.u166	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u167	Same opinion, for the same reasons.
ParlaMint-FR_2019-09-27-E2016.u168	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-09-27-E2016.u169	These two paragraphs have different objects: the first relates to an interview, the second to a guide folder. Your argument is not valid and we are maintaining this amendment.
ParlaMint-FR_2019-09-27-E2016.u170	Amendment No 2319 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-09-27-E2016.u171	I have before me three identical amendments, Nos 367, 818 and 1539. I call Mr Patrick Hetzel to support Amendment No. 367.
ParlaMint-FR_2019-09-27-E2016.u172	There are now several natural reproductive techniques – naprotechnologies, in medical jargon – that can be an alternative to MPA for couples facing infertility problems. It would be appropriate to insert, after paragraph 35, a paragraph referring to them, which would allow the persons concerned to choose the most suitable techniques and, above all, the least invasive and the least problematic.
ParlaMint-FR_2019-09-27-E2016.u173	Amendments Nos 818 by Mr Marc Le Fur and 1539 by Mr Xavier Breton are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u174	Like Mr. Hetzel, Mr. Breton and yourself, Mr. President, I love poetry. But it would be difficult to make this law an inventory at the Prévert and it is not up to the law to sum up all the available techniques. Such a description will be more in its place in the good practice guide provided for in the text. Unfavorable opinion.
ParlaMint-FR_2019-09-27-E2016.u175	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u176	Coherence, consistency and a half, Mr. Hetzel. As the rapporteur has explained, this kind of clarification is not intended to be included at the legislative level but rather at the regulatory level, in the good practice guide. Unfavorable opinion.
ParlaMint-FR_2019-09-27-E2016.u177	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-27-E2016.u178	I take the word from you, Mr Secretary of State: if you commit yourself, on behalf of the Government, to making this clarification at the regulatory level, I am ready to withdraw my amendment.
ParlaMint-FR_2019-09-27-E2016.u179	The Secretary of State has the floor.
ParlaMint-FR_2019-09-27-E2016.u180	Yesterday, the Government committed itself to revising the good practice guide proposed by the Biomedicine Agency to include all necessary and useful information for couples or women involved in this process. I cannot prejudge what will be included, because this choice is not within the competence of the Government, but within the competence of the competent institutions.
ParlaMint-FR_2019-09-27-E2016.u181	Mrs Martine Wonner has the floor to support Amendment No. 2326.
ParlaMint-FR_2019-09-27-E2016.u182	This is an editorial amendment to clarify, in the guide to be given to parents, that the procedure for access to origins can only be initiated by the major person from the gift. In its current wording, paragraph 37 might suggest that parents themselves would have access to the donor's identifying and non-identifying data.
ParlaMint-FR_2019-09-27-E2016.u183	I have before me three identical amendments, Nos 45, 368 and 819. Mr Xavier Breton has the floor to support Amendment No. 45.
ParlaMint-FR_2019-09-27-E2016.u184	It seems logical to inform the couple of the existence and fate of supernumerary embryos and to keep on file written evidence of this information. Indeed, French law, unlike German law for example, does not prevent the manufacture of embryos which, not being transferred immediately into the uterus, remain cryopreserved. Their future raises many questions and concerns for the couples concerned and for society as a whole.
ParlaMint-FR_2019-09-27-E2016.u185	It already exists!
ParlaMint-FR_2019-09-27-E2016.u186	Amendments Nos 368 by Mr Patrick Hetzel and 819 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u187	The bill already provides for recontacting couples every year to ensure that they intend to preserve and become embryos. Therefore, every year all this information will be repeated to them. If we add what is stated in paragraph 35 and the contents of the guide to be given to parents, the sum of information on the number, conservation conditions and fate of supernumerary embryos is largely sufficient to satisfy your amendment.
ParlaMint-FR_2019-09-27-E2016.u188	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u189	Same analysis and same opinion.
ParlaMint-FR_2019-09-27-E2016.u190	Mrs Martine Wonner has the floor to support Amendment No. 2507.
ParlaMint-FR_2019-09-27-E2016.u191	The child from an AMP course will grow up in a particularly loving environment and his or her parents know that he or she will be able, in adulthood, to send the appropriate commission a request for access to the donor's identifying and non-identifying data. Some parents, however, may experience difficulties in informing the child himself during the period preceding the age of majority. I therefore propose that the guide given to parents should identify all places where parents and children could be accompanied in order to facilitate this announcement, which may constitute an area of fragility.
ParlaMint-FR_2019-09-27-E2016.u192	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u193	This request is highly commendable and largely met by paragraphs 34 to 37. As Mrs Wonner herself said, this is more a matter of good practice than of law. Request for withdrawal.
ParlaMint-FR_2019-09-27-E2016.u194	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u195	Request for withdrawal, for the same reasons.
ParlaMint-FR_2019-09-27-E2016.u196	I have before me two amendments, Nos 280 and 1035, which can be discussed jointly. Amendment No 280 by Mrs Nadia Ramassamy is being defended. I call Mr Maxime Minot to support Amendment No. 1035.
ParlaMint-FR_2019-09-27-E2016.u197	This amendment also proposes to include additional information in the guide to be given to parents, as too little information is currently provided to parents. It aims to accompany them more in this journey, from the beginning to the end.
ParlaMint-FR_2019-09-27-E2016.u198	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u199	Opinion against both amendments: it is not necessary to include these clarifications in the law.
ParlaMint-FR_2019-09-27-E2016.u200	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u201	Opinions against these two amendments. The draft law already provides that these guides will contain information on access to non-identifying data and the identity of the donor and the list of associations and bodies that may supplement their information on the subject. They will also contain a reminder of the laws and regulations relating to the MPA and the adoption as well as a description of the MPA techniques, as has been said on several occasions. If I understand your intention, Mr. Minot, these elements should be enough to satisfy your amendment. Request for withdrawal or, failing that, unfavorable notice.
ParlaMint-FR_2019-09-27-E2016.u202	I call Mr Thibault Bazin to support Amendment No. 2540.
ParlaMint-FR_2019-09-27-E2016.u203	Because of the time programmed, it is simply defended.
ParlaMint-FR_2019-09-27-E2016.u204	I have before me two amendments, Nos 2508 and 2509, which can be presented together. Mrs Martine Wonner has the floor to support them.
ParlaMint-FR_2019-09-27-E2016.u205	This amendment provides that the members of the couple or the single woman wishing to perform a procreation with third-party donors are, from before birth, encouraged by this famous multidisciplinary team to create the conditions that will enable the child to be informed of what he or she was born of the gift. On this occasion, they would be informed of the free accompaniment available to them. As I have had the opportunity to say on several occasions, this text is a very good text in that it creates new rights, but I believe that it still leaves behind many children born to an MPA, in this case in heterosexual couples. In many cases, the child is not aware of this situation; As my colleague has previously pointed out, he may have some form of fragility for having grown up in what is known as family secrecy. In fact, the amendment, which obviously does not provide for any coercive measures against parents, has as its sole reason the best interests of the child. It aims to ensure that the child is able to know, at some point in his evolution, that he was born of a gift. No coercion, no obligation, only information in the best interests of the child – we know how important it is to be able to grow in perfect balance. Amendment No 2509 is a lighter form of Amendment No 2508.
ParlaMint-FR_2019-09-27-E2016.u206	What is the committee's opinion on these two amendments?
ParlaMint-FR_2019-09-27-E2016.u207	The committee rejected these amendments. However, in my personal capacity, I am fully aware of this concern. Children born of a gift must be able to gather information as soon as possible. So I will give a wisdom opinion.
ParlaMint-FR_2019-09-27-E2016.u208	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u209	I propose that Amendment No 2508 be withdrawn in favour of Amendment No 2509 to which the Government is in favour. I am convinced that we are preparing for exciting, rich, emotional debates – I am thinking in particular of articles 3 and 4, which deal with access to the origins of children born to third-party donors. Being able to access its history is a fundamental element in the construction, development and development of a child. You want parents to be encouraged upstream to create the conditions that will inform the child, before he or she reaches the age of majority, of what he or she is from a gift. Article 4 expressly provides – we will come back – that the notary informs the parents about the provisions relating to access to origins. This information, delivered by a professional, seems to me a useful and valuable lever for drawing the attention of future parents. This does not exclude information which goes in the same direction, but which would be given by the multidisciplinary team of medical assistance in reproductive health – that is the meaning of Amendment No 2509.
ParlaMint-FR_2019-09-27-E2016.u210	Mrs Elsa Faucillon has the floor.
ParlaMint-FR_2019-09-27-E2016.u211	I fully support Amendment No 2508, which may not be adopted – in which case I would agree with Amendment No 2509 – but I believe that I am more precisely responding to the objective sought. During the hearings, we were able to see how much, when we had previously legislated on the LDC with third-party donors, we preferred the choice of sticking to biological likelihood more than the child's interest in knowing his or her path. As every time we advance rights, we realize how much we can advance them for all – including those to whom the rights were already open. As I said in the general discussion, I believe that we will have to legislate again to allow it not to be the freedom of parents to say or not to say who is privileged, but rather the accompaniment to revelation for all. This gift, so generous on both sides, must no longer be experienced as a shame or be the subject of possible concealment. I think it is in this place, in Article 1, that it must be inscribed, if we do not want to be confronted with a blockage in Article 4, which deals with filiation: those who know their path could have access to their origins, whereas those to whom the secret would not have been revealed could not have access. This amendment is well placed, and we must vote on it now.
ParlaMint-FR_2019-09-27-E2016.u212	Mr Julien Aubert has the floor.
ParlaMint-FR_2019-09-27-E2016.u213	I am somewhat surprised by this amendment. Yesterday, as we were discussing the post-mortem LDC, some of my colleagues were wondering: who are we? First of all, I do not believe that the role of the legislator is to engrave in the marble of possibilities: either we allow, or we ban; a law that does not produce any coercion, from the legal point of view, it questions me. Then, do we have to interfere with the functioning of families? It seems relatively intrusive to me. If, indeed, there are psychological consequences, then we must not talk about potentiality and we must include the measure in the law; If we consider that this is not the case, I do not see what this statement will add.
ParlaMint-FR_2019-09-27-E2016.u214	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-09-27-E2016.u215	These amendments raise the question of State interference in the lives of families.
ParlaMint-FR_2019-09-27-E2016.u216	Because you think all families are good?
ParlaMint-FR_2019-09-27-E2016.u217	You were asking for a psychological assessment of the applicants!
ParlaMint-FR_2019-09-27-E2016.u218	Inscribe in the law that "parents are encouraged to anticipate and create"... But what are you interfering with? It is fundamental conceptions that oppose us. This reminds me of the President of the Republic, who says in a tweet: "From pregnancy to the 2 years of your child, 1000 days ago. 1000 decisive days. Don't worry, no one is born a parent. But for your child to go well into life, I am launching a commission that will look at how to accompany you during these 1000 days. But what does the President of the Republic have to do with? Let him leave the families alone!
ParlaMint-FR_2019-09-27-E2016.u219	What about the psychological assessment you were asking for?
ParlaMint-FR_2019-09-27-E2016.u220	We're big enough to know what's good for us.
ParlaMint-FR_2019-09-27-E2016.u221	Let's see! Let's stop everything, in this case, including maternal child protection, the PMI!
ParlaMint-FR_2019-09-27-E2016.u222	Mrs Martine Wonner has the floor.
ParlaMint-FR_2019-09-27-E2016.u223	I am very pleased to hear that it would be unnecessary to include the word "psychological" in the law! You yourself have just confirmed this, Mr Breton: once again, we agree, thank you for highlighting it!
ParlaMint-FR_2019-09-27-E2016.u224	You can quote me, I'm not afraid!
ParlaMint-FR_2019-09-27-E2016.u225	Perhaps we are at an extremely important moment. My colleague Elsa Faucillon repeated it very well: we all – both during the hearings and during other very strong meetings – had to hear and gather the words of adults born of gifts and who learned it very late, after having grown up in what I call secrecy. We know very well how unsaid, this word to which we are all, here, very attached, the absence of words, can be burdensome. It seems to me that the simple encouragement by the clinico-psychological team to an accompaniment could make the parents aware that it is really necessary to make this moment fruitful, so that before the child becomes 18 years old, he or she knows.
ParlaMint-FR_2019-09-27-E2016.u226	There is no problem on the substance of the intention.
ParlaMint-FR_2019-09-27-E2016.u227	There's no shame to have. It is a matter of giving modalities of dialogue – and I see to your posture that you fully agree with my remarks...
ParlaMint-FR_2019-09-27-E2016.u228	The concern is to include this incitement in the law!
ParlaMint-FR_2019-09-27-E2016.u229	But on the merits, we fully agree, Mrs. Wonner!
ParlaMint-FR_2019-09-27-E2016.u230	[[Smile]] ...and I thank you for that! I thank you for that, because this is really an important moment. [[Laurence Vanceunebrock-Mialon applauds]] As the Government has asked me, I will withdraw Amendment No 2508 in favour of Amendment No 2509 – and I thank the Government for validating the idea that all children must know, before their majority, that they were born of a gift.
ParlaMint-FR_2019-09-27-E2016.u231	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2019-09-27-E2016.u232	When it comes to bioethics, we are called to delicacy. During the hearings – all members of the special committee present this morning can testify – the question of family secrecy has been raised several times. The argument of biological likelihood, which homosexual couples cannot support in front of the child – all homosexual women have testified – allows 75% of heterosexual couples who resort to the LDC not to tell their child the truth. All psychiatrists have been very clear: family secrets are harmful. The choice has been made not to engrave in the marble the automaticity of the early declarations of will – we will come back – which would have been more violent for heterosexual couples who resort to the LDC than a mere advice that helps families tell their child the truth. I think we're in legislative lace. We could have done otherwise, but it would have been more violent: here it is simply a question of accompanying the lifting of secrecy. I think it's a balanced solution.
ParlaMint-FR_2019-09-27-E2016.u233	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-09-27-E2016.u234	Although we seem to be divided on this issue, as has just been shown by the somewhat virile defence and the amalgam of my colleague Xavier Breton, I think that, on the whole, we agree. It is obvious that we must go in that direction! But here we are writing a piece of legislation: beyond the intention, which I fully share, are we really ready to write in the law that parents "are encouraged to anticipate and create the conditions that will enable them to inform the child"? That's not very specific.
ParlaMint-FR_2019-09-27-E2016.u235	He's absolutely right!
ParlaMint-FR_2019-09-27-E2016.u236	[[Patrick Hetzel applauds]] It is our intention: of course, we share it, but it is not by writing it that things will change. That would make the law talkative, and it seems to me that we are at the limit of what can be incorporated into a piece of legislation. Or else, we need to clarify things, and we need to retain the previous amendment, which sets out constraints. Otherwise, we remain with a laudable intention, which we all share, but which does not have to be included in a piece of legislation.
ParlaMint-FR_2019-09-27-E2016.u237	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2019-09-27-E2016.u238	I can only join the previous intervention. The amendment remains in the area of intent, and an incentive provision has nothing to do with the law: it seems to me that we are not in the right register. I also agree with Mr Xavier Breton: such a measure constitutes a total interference with the privacy of the French! Since the beginning of the debate, I have always heard the rapporteur, but also the majority in general, tell us that we must trust women, the couples who will resort to the LDC. There you are absolutely no longer in trust! You are in interference with the affairs of the French. You want to explain to them how to do it with their children and when to explain to their children that they were born in a LDC.
ParlaMint-FR_2019-09-27-E2016.u239	She's right!
ParlaMint-FR_2019-09-27-E2016.u240	Then I'll take you to the word: trust.
ParlaMint-FR_2019-09-27-E2016.u241	You've changed your mind!
ParlaMint-FR_2019-09-27-E2016.u242	[[Xavier Breton applauds]] Trust the couples who will resort to the LDC and let them manage their family life and home as they see fit!
ParlaMint-FR_2019-09-27-E2016.u243	Ah yes: so trust, a little, but not too much...
ParlaMint-FR_2019-09-27-E2016.u244	Before giving the floor to Mrs Genevard, I would like to ask Mrs Wonner for a small clarification of her amendment No 2509 so that there is no ambiguity. Dear colleague, you write: "They are encouraged..." – We talk about doctors – "... to anticipate and create the conditions that will allow them to inform the child, before his or her majority, of what he or she is from a gift. Therefore, "their" should be deleted in the second part of the sentence, since this pronoun would relate to doctors and no longer have any reason to be.
ParlaMint-FR_2019-09-27-E2016.u245	We have an excellent president!
ParlaMint-FR_2019-09-27-E2016.u246	No, the pronoun "they" refers to parents!
ParlaMint-FR_2019-09-27-E2016.u247	[[Xavier Breton, Marie-Christine Dalloz and Patrick Hetzel applaud]] The rest of the text does not refer to parents. It would seem to me better to write: "which will inform the child. I invite you to look at this; We'll talk about it later. That seems pretty obvious to me.
ParlaMint-FR_2019-09-27-E2016.u248	You can ask for a suspension to rework your amendment!
ParlaMint-FR_2019-09-27-E2016.u249	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-27-E2016.u250	That is an important question. During all the pre-session debates, you were animated by the desire, and even obsession, of strict parallelism between women's couples and heterosexual couples who resorted to the gift. Obsessed with the idea that there might be a difference so discrimination, you want a strict parallelism of forms. Women's couples, of course, reveal the gift. Heterosexual couples don't always do it. The revelation is left to the personal appreciation of the parents. Professor Frydman, whom we auditioned and who is still very much in line with your bill, told us: I am not in favour of restricting the parents' freedom to say or not to say. I think you should consider this remark carefully, because it is that of a man of great experience and authority in this matter. He advised that parents should be given freedom. I think you should do your own cautionary advice. As for Dr. Levy-Soussan...
ParlaMint-FR_2019-09-27-E2016.u251	A long time ago!
ParlaMint-FR_2019-09-27-E2016.u252	But, Mrs. Wonner, he's one of your distinguished colleagues! You seem to be overwhelmed by the fact that we're quoting it. His opinion is worth yours!
ParlaMint-FR_2019-09-27-E2016.u253	In my opinion, it's even better!
ParlaMint-FR_2019-09-27-E2016.u254	According to Dr Levy-Soussan, what is devastating for the child is not to be informed that he is the result of a gift, it is the incidental revelation of this, it is when he is not prepared for it. [[Xavier Breton and Patrick Hetzel applaud]] When you cross these two views, you should be much more careful. For my part, a piece of legislation that interferes in the lives of families and in the deliberations of parents, I find it a little totalitarian, to tell you everything. [[Applause on the benches of the LR group. – Mrs Agnes Thill also applauds]] I call for caution, and I fully support Mrs Wonner's amendment. Give parents the freedom to do what they think is right for their child!
ParlaMint-FR_2019-09-27-E2016.u255	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-27-E2016.u256	It is true that this issue of access to origins is important and will return to the course of our debates. We were all touched by the testimonies of people who learned incidentally that they were from a gift and who later sought their origins. The draft law provides for the right of a child born of a gift to have access to identifying or non-identifying information. Incorporating a form of obligation for parents to inform, by parallelism, that means, in a way, that a child born of a gift is required to seek his or her origins. However, some children will not wish to do so, including for their own construction. I understand the spirit of the amendment, but I think that it carries within it a germ of dangerousness which may drag us, as the debate proceeds, towards undesirable obligations. First of all, if we clearly require parents to inform the child, how do we determine the most appropriate time? I do not think that this is within the scope of the law: it depends on how parents feel about the child's construction. Next, we would have to require the child from a donation to search for identifying information about the donor. It does not seem to me at all to be the spirit of what the people who testified in favour of access to origins wanted.
ParlaMint-FR_2019-09-27-E2016.u257	Mrs Geraldine Bannier has the floor.
ParlaMint-FR_2019-09-27-E2016.u258	In response to what Mr Brindeau has said, I would point out that there is no obligation; It's just an incentive. We are starting from a medical problem, sterility, which has long been a taboo, even if it is less and less so. This taboo creates conditions that, very often, will cause parents to hide the truth from the child. We know very well the negative impact of family secrets. It is enough to read the works of Serge Tisseron and many other books to realize the negative medical impact of family secrecy. It is imperative to encourage parents to go, in a way, beyond the taboo of infertility to inform the child of his or her origins as soon as possible.
ParlaMint-FR_2019-09-27-E2016.u259	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2019-09-27-E2016.u260	I would like to support this amendment, because I think it is common sense. In my professional life, I was able to approach the problem of family secrets and unsaid. For my part, I think it's important to write. You have to write because, when the person is no longer there, there are many things that remain in themselves. [[Ms. Sereine Mauborgne applauds]] As drafted, the amendment encourages but does not oblige. It's a kind of roadmap, a method. This does not shock me that, in the law, one gives an axis and a way of practice. It's good for all families, because the secret does terrible damage, often collateral. It's good to give parents some information about how to tell the truth.
ParlaMint-FR_2019-09-27-E2016.u261	That's not the point!
ParlaMint-FR_2019-09-27-E2016.u262	Mrs Coralie Dubost has the floor.
ParlaMint-FR_2019-09-27-E2016.u263	As several colleagues have indicated, the measure is an incentive. My legal education would prompt me to say to you: if it is not normative, imperative, let us not make the law talkative and let us not put it. But why isn't it imperative? Precisely, Mrs. Genevard, because it's not totalitarian. You lie when you say it's totalitarian. We are in an accompaniment approach, not just parents. I find it very interesting that there is an incentive in this area of Article 1, and not only in Article 3 on access to origins, because we are also in a relationship between parents and caregivers. What was reported to us during the hearings? That for all LDCs, for decades, medical staff would say to heterosexual families: above all, don't say anything! Never talk about it again, not between you and your children! At one time, the taboo was invited by the medical community to a society where infertility was poorly seen. Now it is changing and we are collectively proud of it. The State no longer organizes the secrecy of families: in committee, we removed the secrecy of the notary in the context of filiation; We will enshrine the right of access to the origins. [[Applause on several benches of the LaREM group]] In our society, there is no longer any discomfort in this matter. We are no longer in the 1970s or 1980s, where we could talk about adultery without joy about the LDC. Don't you realize that? Cultural change must be taken on board. Yes to this incentive for parents, as they begin this AMP process in relation to medical staff. I am very much in favour of this amendment.
ParlaMint-FR_2019-09-27-E2016.u264	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2019-09-27-E2016.u265	If I understand the intention of the amendment, I am embarrassed by the word "incited". We are in the legislative register when it comes to informing parents about the value of not letting this secret last. On the other hand, the use of the verb "incitement" indicates that the intention is to act on the will of the parents. I invite us to reflect and caution, because I am not sure that we should go so far. [[Applause several benches in the LR group. – Mrs Agnes Thill also applauds]] I agree to enlighten the parents, to give them the information that allows them to measure the interest of this approach for the child, leaving them free to do it or not. Inducing them, however, is tantamount to acting on their decision.
ParlaMint-FR_2019-09-27-E2016.u266	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-09-27-E2016.u267	Thank you for this speech, which I think is in the right direction. Of course, no one is against the intention of this amendment, but I wonder if it is not discriminating. What do we do with all children born naturally, who do not have access to their origins when they are much more numerous? Statistically, in this Chamber, we are certainly about ten, or even fifteen, of different origins from those we believe to be ours, because of a family secret. Statistically, we are about fifteen not coming from the father we refer to every day.
ParlaMint-FR_2019-09-27-E2016.u268	Very good remark!
ParlaMint-FR_2019-09-27-E2016.u269	What are we doing with all these kids? Are they left in ignorance of their origins? Are we legislating to ask parents to be more precise about their origins? The intention is commendable, but I think that this amendment is discriminating.
ParlaMint-FR_2019-09-27-E2016.u270	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-09-27-E2016.u271	The problem is not whether or not to reveal the gift. We all agree that it is better to reveal it. Society has evolved and today we think it is better. The question is: What is the role of the law? Should we write in the law that we encourage people to make a decision about their family life? This is the conception of the law. The very fact that you do not ask yourself the question clearly shows that you do not understand the ras-le-bol of the French regarding the interference of the state in their lives, which takes the form of fiscal provisions, of course, but also of measures like this.
ParlaMint-FR_2019-09-27-E2016.u272	What does that have to do with it?
ParlaMint-FR_2019-09-27-E2016.u273	The French are big enough to know what to do. It's about morals. They exist alongside the law. It is not the law that will re-educate the people. I have no problem with having a message to say that it is better to reveal the gift and to make a guide to good practice in the regulatory field. On the other hand, we must not legislate, make an implied provision: brave people, you have not understood anything and we will re-educate you. That is what we condemn.
ParlaMint-FR_2019-09-27-E2016.u274	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-27-E2016.u275	At the beginning of our work, I started my interventions by asking you to be open to doubt, not to have absolute certainty. Our colleague calls for caution: that is exactly what we are asking you to do. Be careful! There is a good practice guide that explains, encourages. Why do you want to freeze it in the law at all costs? [[Applause on several benches in the LR group. – Mrs Agnes Thill also applauds]] During the work of the special committee, you spent your time telling us that our amendments were unnecessary and that we had to trust health professionals and parents. In this case, we return the advice: trust the parents.
ParlaMint-FR_2019-09-27-E2016.u276	Mrs Wonner, perhaps you would like to take the floor again to respond to my suggestion?
ParlaMint-FR_2019-09-27-E2016.u277	Yes, Mr. President. I particularly thank you for your wisdom and I fully agree that the pronoun "they" refers to the members of the couple.
ParlaMint-FR_2019-09-27-E2016.u278	To make this clear, I will read Amendment No 2509 as corrected: "The members of the couple are encouraged to anticipate and create the conditions that will allow them to inform the child, before his or her majority, of what he or she is from a gift. » Do we agree? I'm just talking about writing.
ParlaMint-FR_2019-09-27-E2016.u279	Absolutely!
ParlaMint-FR_2019-09-27-E2016.u280	[[Laughs and applause on various benches]] I am doing this to avoid leaving our honourable senators with the pleasure of correcting us. That seems necessary to me.
ParlaMint-FR_2019-09-27-E2016.u281	I think they'll fix it anyway!
ParlaMint-FR_2019-09-27-E2016.u282	But they will not correct syntax, spelling and vocabulary errors.
ParlaMint-FR_2019-09-27-E2016.u283	I have before me four amendments, Nos 46, 369, 701 and 908, which can be discussed jointly. Amendments Nos 46, 369 and 701 are identical. Mr Xavier Breton has the floor to support Amendment No. 46.
ParlaMint-FR_2019-09-27-E2016.u284	The aim of this amendment is to clarify that the one-month deadline is well calculated from the last interview, which is an objective element in the timetable.
ParlaMint-FR_2019-09-27-E2016.u285	Amendment No 369 by Mr Patrick Hetzel is being defended. Amendment No 701 by Mr Le Fur is being defended. I call Mr Thibault Bazin to support Amendment No. 908.
ParlaMint-FR_2019-09-27-E2016.u286	This is an editorial amendment, following the rapporteur's remarks, which I have listened carefully and heard. He clarified that this was the last interview that would allow the whole to be carried out.
