ParlaMint-FR_2019-09-25-E2012.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-25-E2012.u82	It aims to eliminate from the draft law the extension of the LDC to include women's couples and single women. The reason for this is very simple – and it seems that the subject has been debated within the Government, since the custody of seals has repeatedly indicated that this law is not a law of equality, while the Minister of Solidarity and Health has repeatedly affirmed the opposite. The substance of the matter is of a legal nature: since you have extended the LDC to include women's couples, I do not see what legal argument you will refuse it to men's couples in a second stage. As many jurists strongly pointed out during the hearings, the principle of equality must be applied. The extension of the LDC to women's couples will inevitably open the door to GPA under the principle of equality, through a priority issue of constitutionality or other legal means. The Government therefore shows hypocrisy when it asserts loudly that GPA is excluded: in reality, the inclusion in the law of an extension of the LDC to women's couples and single women will ipso facto, in a second stage, lead to the arrival of GPA. You will not be able to oppose it legally. Once again, you trigger a domino effect that you will not be able to stop. This is what we wish to prevent, because it is the commodification of the body that is in progress.
ParlaMint-FR_2019-09-25-E2012.u83	I call Mr Le Fur to support Amendment No. 592.
ParlaMint-FR_2019-09-25-E2012.u84	In my speech this afternoon, I recalled how much the otherness between the father and the mother was necessary for the child. In response, President Faure explained that there was some sort of alternativeity, and that in a couple of women, one could assume a role of love and proximity, while the other could play a role more strongly marked by authority. I do not agree with this logic at all, but at least it exists. On the other hand, in the case of a child who would only have to know a mother – an outlying construction from this point of view of the search for otherness – President Faure's argument falls. Let's at least avoid this additional difficulty!
ParlaMint-FR_2019-09-25-E2012.u85	But it already exists!
ParlaMint-FR_2019-09-25-E2012.u86	It is not a question of attacking lesbian couples, but of asking themselves the question of single women who make a single child.
ParlaMint-FR_2019-09-25-E2012.u87	I call Mr Thibault Bazin to support Amendment No. 881.
ParlaMint-FR_2019-09-25-E2012.u88	Mr President, your responsibility is great on these serious matters. I am not asking for a further suspension of the sitting because it would be deduced from our speaking time, when you have imposed on us the scheduled legislative time. However, in a special committee, and as the chair can testify, serious matters were played with two votes. We respect the results of the votes, but we still have to take the time to count. The subjects we deal with have nothing annoid – medical assistance in post-mortem procreation, extension of pre-implantation diagnosis, reception of the partner's oocytes, conservation of gametes by private for-profit centers... – and have aroused extremely tense debates in special commission. [[Applause on some of the banks of the LR Group. – Mrs AgnesThillapplauditedalso]] Since we are preparing for several days of debate, I urge you, Mr President, to take the time to count the result of the vote – and we will respect it. When the outcome of a vote is clearly not the one you announce, it would be your great pleasure to acknowledge this error and to put the disposition back to the vote. In this case you do not accept it, I take note of it, but I urge you to increase your vigilance in the future.
ParlaMint-FR_2019-09-25-E2012.u89	I take it that Amendment No 592 is being defended... Mrs Valérie Boyer has the floor to support Amendment No. 1690.
ParlaMint-FR_2019-09-25-E2012.u90	It is clear today that there is no consensus on the extension of the LDC, "in particular", as the CCNE points out, "on the consequences for the child of an institutionalization of the absence of a father, thus of the male-feminine otherness in the diversity of its psychic construction, but also on the possible risks of increased commodification of the human body. » Indeed, this request to open must be confronted with the current scarcity of gametes, which could lead to an extension of deadlines or a breach of the principle of free donations. That must be done! This could open up opportunities for the commodification of human body products and challenge the altruistic foundations of the French health system. I'm not saying it, it's the CCNE. These prospects have led a minority of Committee members to propose, within the framework of Opinion 126, the maintenance of the status quo in this area. And you decided to change the presidency... Participants in the general states of bioethics are also very reserved: more than 80 per cent of the participants in events in the regions were opposed to the expansion of the LDC, as were 89.7 per cent of the written contributions on the website. That too has been swept away. The enlargement of the LDC therefore presents ethical challenges that we must not ignore. The LDC, let us recall, is a set of medical techniques; But it is not because of a medical problem that women alone or couples of women cannot have a child. The desire of a child would be an abuse: it would be a diversion of medicine to claims, desires. Society is not responsible for infertility: social infertility does not exist. What worries me is the deviousness of national solidarity which wants to put people who suffer from pathological infertility and people who are not sick on the same level. Living single, living with another woman are not pathologies. I do not understand that you are considering paying the LDC the same amount in these cases. This amendment is therefore intended to delete the words "or two women or any unmarried woman". Finally, I draw your attention to the institutional lie in which the French live: they were told that there would be the PACS – civil pact of solidarity – but no homosexual marriage, homosexual marriage but no LDCs, the LDC but no GPA. How can we believe in the public speech that assures us today that there will be no commodification of bodies, while everyone, in any case on your benches, has changed their mind about the LDC? [[Mr. Marc Le Fur applauds]] [[Mr. Marc Le Fur applauds]] Even the Prime Minister had made it very clear that there would be no commodification, no LDCs and even less GPA. However, this text does not create any legal barriers against GPA. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, But in fact, once the criterion of pathology for the use of the LDC has been abolished, there is no longer any limit and I do not see how what you propose to us today would help avoid GPA tomorrow. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no
ParlaMint-FR_2019-09-25-E2012.u91	What is the opinion of the committee?
ParlaMint-FR_2019-09-25-E2012.u92	These identical amendments are intended to exclude women alone from the use of the LDC, which is the very purpose of the draft law. Mrs Genevard, the monoparentality suffered and the use of a single woman in the LDC are two very different situations, and it is very difficult to see them as identical. This is not a socio-economic level but a project developed with relatives, family, friends, discussed with the medical team, organized, planned, prepared. The path of the LDC is long, and when the child is finally born, he is already loved and expected for a long time. Nothing to do with the uncertainty, the imbalance, the difficulties that may arise in case of single parenting. So I urge you to silence your fears. You say there are no studies in this field, but that is not true.
ParlaMint-FR_2019-09-25-E2012.u93	Look at the CCNE!
ParlaMint-FR_2019-09-25-E2012.u94	The Academy of Medicine!
ParlaMint-FR_2019-09-25-E2012.u95	Anglo-American studies have compared the development of children born by LDCs to single women, on the one hand, and couples, on the other, on the other hand, regardless of their development: their development is strictly identical. We can and must therefore be reassured. I therefore give an unfavorable opinion to these amendments, which would empty the text of the proposal.
ParlaMint-FR_2019-09-25-E2012.u96	What is the Government's opinion?
ParlaMint-FR_2019-09-25-E2012.u97	Let us be clear: the effect of these amendments would be to reserve the LDC for heterosexual couples. All your arguments, in any case that of Mrs Genevard, focused on single-parent families, but it was to blur the cards: the purpose of the amendments is simply to exclude women's couples and women alone from the LDC. Mr Hetzel told us about a drift towards GPA, which is involved in the principle of equality. But all legal analyses clearly show that the principle of equality cannot be invoked: men and women are not equal before procreation. A law of bioethics is not a law of equality, it evaluates each medical technique in accordance with the ethical principles that are put into tension. The LDC for women does not put any ethical principles into tension; GPA, whether practised by heterosexual or homosexual couples, immediately runs counter to the principles of non-commercialization and non-patrimoniality of the human body and the dignity of the person. Sliding is impossible, and the argument does not hold. In addition, Mrs Boyer's remarks contain semantic slippages that make me terribly uncomfortable. We are talking about the LDC for all women: at no stage does this raise the question of the commodification of the human body, which you spend your time invoking.
ParlaMint-FR_2019-09-25-E2012.u98	Yes!
ParlaMint-FR_2019-09-25-E2012.u99	That's a fact!
ParlaMint-FR_2019-09-25-E2012.u100	You mentioned it twice in your remarks. But, Mrs Boyer, we must be vigilant: if we want a respectful and calmed debate, we must not make everyone believe that there is a risk of the human body being merchandised when single women resort to the LDC, using sperm from a free and anonymous donation in France. I cannot allow the idea that there is a trade issue behind the LDC for women: it is not true, there is no money at the key, we do not pay the donors. [[Applause on several benches of the LaREM group and a few benches of the MODEM group]] And as you mentioned the scarcity of gametes, I would point out that the LDC for women needs only sperm, and there is no rarity in this area. Only oocytes are on a waiting list, but this has nothing to do with the LDC. The argument of the rarity of gametes therefore does not hold, there is no difficulty in finding donors, and it was good to remind him.
ParlaMint-FR_2019-09-25-E2012.u101	The lifting of anonymity will weaken them: it is already the case abroad.
ParlaMint-FR_2019-09-25-E2012.u102	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-09-25-E2012.u103	Mrs Boyer, Members of Parliament Hetzel and Breton, like my colleague Agnès Buzyn, I observe – and I am surprised – that every amendment is a pretext for you to invoke the risk of a slide towards the GPA. Mr. Hetzel is right to speak of a domino effect rather than of a butterfly effect, judging by the systematic repetition of your arguments... I would like to reiterate that the scheme we are proposing does not pose a risk of slipping towards GPA. This is the reason, even if I can imagine that you would refuse to hear it: the principle of equality cannot be invoked at all. Agnès Buzyn told you again, and you knew it very well, Congressman Hetzel. In terms of reproduction, heterosexual couples, lesbian couples and men's couples are not in the same situation. The principle of equality cannot therefore play, there is no risk of slippage. Moreover, we are only in Article 1 of the text. Subsequently, article 4 will clearly state that it is not sufficient to be a couple of women to establish a filiation. Three other elements are required: medically assisted reproduction, a legal condition of filiation, a parenting project, regardless of the name given to it, and a delivery is required. Without these elements, filiation will not be established. By definition, however, you will not find these three elements in a couple of men. Finally, as my colleague has said, the GPA would contravene fundamental principles, enshrined in our legal texts: unavailability of the state of persons, non-marketization of the body, etc. For all of these reasons, it is impossible to argue that the provisions we present involve a risk of slipping to the GPA. Mr Breton, I would add that for a long time the filiation in our right has been based on sexual otherness. But since 2013, it has ceased to be indispensable for the establishment of filiation, since married homosexual couples can resort to adoption. As sexual otherness is no longer a condition of filiation, it is not necessary to use it to exclude the spectrum of GPA. [[Applause on several benches of the LaREM group. – Mr. Erwan Balanant also applauds]] I wanted to give a clear answer to this recurring question from the GPA, and I know that we will still have an opportunity to come back to it.
ParlaMint-FR_2019-09-25-E2012.u104	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-25-E2012.u105	I would like to go back to the arguments put forward by both Minister Agnès Buzyn and the keeper of the seals. In order to dispel the fears of our colleagues about a shift towards GPA, we are told that the LDC does not, in the words of the Minister, run counter to the ethical principles of France, unlike GPA. Prior to 1993, artificial insemination was permitted for single women. For ethical reasons, LDCs were denied access. In 2011 there was a question of opening up medically assisted procreation to women alone or in a couple. In the name of ethics, this path has been closed. I just want to make you understand that ethical barriers can evolve over time. You will answer that the principle of the unavailability of the human body is opposed to its commodification, inherent in GPA. However, did the rapporteur Jean-Louis Touraine not mention in a special committee, together with other Members, the notion of ethical GPA, a kind of contract both moral and written between the surrogate mother and the people supporting the parental project, without any consideration, financial or of any other nature? He suggested that this type of solution could be considered tomorrow or the day after. [[Mrs. Valérie Boyer applauds]] You cannot dispel these fears by relying on the only ethical barrier. You need to find something else. In fact, the opening of the LDC to women alone or as a couple is politically motivated, not just ethically.
ParlaMint-FR_2019-09-25-E2012.u106	Mr Joachim Son-Forget has the floor.
ParlaMint-FR_2019-09-25-E2012.u107	We need to take a step back, on this subject where everyone has only good intentions. I hear the arguments of the supporters of the LDC for all, but I have already said that there are forces at work greater than that of child desire and love: the forces that ensure the survival of humanity. And among these forces, there is a trend that has never really been extinguished: that of eugenics, which, let's not forget, was left at the beginning of the 20th century and which led to many abuses before the Second World War, in very frequent countries, Western countries: selection, sterilization of the disabled... Some ideas never died, not even in 1941, when Julian Huxley, whose brother Aldous wrote The Best of the Worlds, declared eugenicism a religion of the future. In short, the good intentions in which we drape ourselves do not protect ourselves from possible slippages. Let us keep this in mind. When birth and reproduction are medicalized, the last thing that placed the poor and the rich on an equal footing around the world is the ability to reproduce. Sterility strikes without distinguishing between the poor and the rich. Medicalization, the presence of science in procreation, inevitably makes it possible to slide. I invite you to think about it and to go beyond the only consideration of love between two beings, even if it is highly commendable.
ParlaMint-FR_2019-09-25-E2012.u108	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-09-25-E2012.u109	It seems to me that we've been going around in circles for a while. Let's try to move on. I am very careful, as far as we are concerned, to ensure that our arguments are coherent and well-founded. If it turns out that the arguments put forward today to expand the LDC would lead to a legalization of GPA in a few years' time, that would be a problem for me. But I don't think so. Ministers explained that the purpose of this bill was to expand access to a technique, that of reproductive health assistance. You are mixing this debate with that of the GPA, another process with a completely different framework and whose principle is deeply affected by many ethical values – we may, it seems to me, broadly agree on this. As I said in committee, your arguments to make sure that the slide will not take place are not words in the air: you have clearly demonstrated that what underpins the expansion of the LDC today will not be the basis for the legalization of the GPA tomorrow. Our group is deeply opposed to gestation for other people, for reasons that we all share here largely, even if some opinions differ. We do not wish, ever, to see the instrumentalization of the body of others, whether it takes a market value or not – because at the end of the day, the transaction will necessarily be marketable. On the other hand, I note that in our debate, the notions of parenting and procreation are closely intertwined. Of course, there are links between the two, but the confusion is developing. The questions of parenthood have been partly resolved in previous debates and are not at the heart of the debate, even if they may be raised on specific issues, such as the issue of legal filiation. Article 1e in any case is clearly related to procreation, and there is no reason to convoke other notions. [[Applause on the benches of the GDR, FI and SOC groups and on a few benches of the LaREM group]] In short, at the present stage of the discussion, the proposed measures do not seem to undermine the ethical principles we hold dear.
ParlaMint-FR_2019-09-25-E2012.u110	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2019-09-25-E2012.u111	Ms Buzyn recalled that the proposed amendments tended to exclude women in lesbian or single couples from the use of medically assisted procreation. We will not vote for them because we intend to grant this simple right to all women, regardless of their marital status or sexual orientation. However, I would like to return to the situation of single women, who I hope will be able to use the LDC tomorrow. From this perspective, I invite you to measure your criticism. I recall that one in five families is single parents today.
ParlaMint-FR_2019-09-25-E2012.u112	Wonderful!
ParlaMint-FR_2019-09-25-E2012.u113	We all know them. These children, whom no one points fingers at here, do not suffer from any difficulties of development.
ParlaMint-FR_2019-09-25-E2012.u114	How do you know?
ParlaMint-FR_2019-09-25-E2012.u115	I'm just talking about the daily life, the single parent families I meet, the seventy scientific studies that attest that the only pitfall these children can encounter is that of society's gaze on them. Let's keep it right and trust women. Above all, let us not confuse a single woman who could resort tomorrow to reproductive health care with a single parent family. Single parenthood is often experienced: two people were carrying a parenting project, that of educating a child and transmitting love to him, but a tragedy arises, or each one's journey changes, and one plunges into the unexpected and disarray. On the other hand, a single woman who uses the LDC is not necessarily isolated. She can live in a supportive environment, or even already be a mother. Let us not caricaturate the situation of this woman. Finally, I would like to reply to Mr Le Fur, who is concerned about a slip, a domino effect towards GPA. On an exceptional basis, I would like to express myself here in a partisan way, because an alleged hypocrisy of the Republic on the move and of the Government is denounced, with regard to the GPA. There are no hidden objectives. We have always been very clear, even before we get to the responsibilities: the GPA represents a red line that must not be crossed. We will not allow this practice. This is not discriminatory, since GPA is prohibited, and will remain so for all men and women, regardless of their sexual orientation or marital status. The ban is strict. On the other hand, I wonder where this obsession is about the fact that GPA would be a "hidden project" for the majority. I read a few days ago in Today in France that a distinguished senator, who chairs the Social Affairs Committee and belongs to your political family, had tabled, with some 20 of his colleagues, a bill to legalize pregnancy for others.
ParlaMint-FR_2019-09-25-E2012.u116	We won't rule it out!
ParlaMint-FR_2019-09-25-E2012.u117	[[Applause on a few benches of the LaREM group]] Ladies and gentlemen, be assured of our full sincerity when we promise not to legalize GPA. I hope that your suspicion is not a way to resolve a dispute with your honourable senators.
ParlaMint-FR_2019-09-25-E2012.u118	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-09-25-E2012.u119	You said, Madam Keeper of the Seals, that men could not benefit from the LDC. I see once again that you forget transgender people, but we will have the opportunity to return. I will not repeat the argument developed around the GPA but I will dwell on the role of the father. Mr Di Filippo having left without answering me, I do not know what definition you give. For centuries, patriarchy has reaffirmed a sexual division of tasks within the family. To women love and diapers, to men intellectual occupations and authority. Is this division of labour that you intend to carry on?
ParlaMint-FR_2019-09-25-E2012.u120	Don't make us say what we didn't say!
ParlaMint-FR_2019-09-25-E2012.u121	But then tell us, Mr. Bazin, what exactly is the father's role in the family? [[Applause on several benches]] Honestly, I don't see the difference between what I do with our child as a young father today, and what my girlfriend does.
ParlaMint-FR_2019-09-25-E2012.u122	It's not a question of "tasks" to share!
ParlaMint-FR_2019-09-25-E2012.u123	[[Applause on the benches of the FI group and on several benches of the LaREM group]] If you are able to explain to us what you mean when you talk about the role of the father and the urgent need for a paternal – not masculine – figure in the family, tell us! What does a father do on a daily basis that a mother doesn't do?
ParlaMint-FR_2019-09-25-E2012.u124	It is not a question of "doing" but of "being"!
ParlaMint-FR_2019-09-25-E2012.u125	We come to a new series of identical amendments, Nos 15, 114, 334, 593, 729, 885, 1100, 1616, 1691, 2541 and 2570. Mr Xavier Breton has the floor to support Amendment No. 15.
ParlaMint-FR_2019-09-25-E2012.u126	[[Applause on the benches of the LR group]] I want to go back to what our colleague Bastien Lachaud has just said. Being a father or a mother is not just a function: it is the order of being.
ParlaMint-FR_2019-09-25-E2012.u127	Of course!
ParlaMint-FR_2019-09-25-E2012.u128	Pregnancy is something a woman knows, and neither you nor I will know. You like me will never know the birth; Our wives knew him. We don't know breastfeeding, neither you nor me. All this goes through the reality of the body, even if, after that, it is made a social construction. Originally, there is something of the order of the carnal, of the body. It's not a function, it's not something that's written. You, you are trying to deconstruct this, but you cannot deconstruct the body. Your reasoning – on gender, for example – comes up against the reality of the body. The body is binding on us. It hinders those who want to free themselves from all limits, the supporters of the all-power of the individual, but it imposes itself on us. The body catches up with them, because it's a reality.
ParlaMint-FR_2019-09-25-E2012.u129	You're talking about women's bodies!
ParlaMint-FR_2019-09-25-E2012.u130	Then we do what we want from his body. You can live well with your body or live badly, but you must first receive it. You, you can't stand us having to get something. The amendment seeks to reverse the extension provided for in the text of reproductive health assistance to single women. This proposal puts us once again in the perspective of a "parental project". In this approach, being a parent would be limited to a project: having a child. Well, no! The child is not limited to a project. What is only a project becomes a product for which all configurations are possible: you can choose its characteristics, the size of the gamete donor... You give a single person the opportunity to say: I want a child, I'm entitled to it! You don't base kinship on body reality. I speak well of the kinship which is of the order of being, and not of a "parentity" which corresponds to a function. We are defending a position that is not yours: we do not agree. What do you mean? At least we can debate. What matters is to explain what filiation is based on. [[Applause on several benches in the LR group]] For you, it is a purely social construction. We believe that it has a body, an emotional and a social aspect, and that these three pillars are necessary. We would like to know the Government's approach to filiation. I confess that on this subject, our questions remain unanswered.
ParlaMint-FR_2019-09-25-E2012.u131	Amendment No 114 by Mrs Annie Genevard is being defended. I call Mr Patrick Hetzel to support Amendment No. 334.
ParlaMint-FR_2019-09-25-E2012.u132	It aims to limit the expansion of the LDC. This is a very specific subject since, in the government project, there is a desire for an extension, on the one hand, to women's couples and, on the other hand, to women alone. These two cases are obviously not identical. In the first, there is a form of otherness. She is not sexual, but she exists well, whereas she is not present in the case of single women. As we know, because many studies have shown, there are a number of vulnerabilities and vulnerabilities that affect women alone. You will tell me that today many women are raising their children alone. However, for many of them, this situation is being experienced – as a result, it is also being experienced by children. Can it be considered today, taking into account the best interests of the child, that it is reasonable that the law – I say the law, that is, the community as a consequence – establishes in principle the existence of a child with one parent, in a context where the status of a single parent has been chosen ex ante? In any case, we can see that we are thus creating, ex nihilo, a situation of fragility.
ParlaMint-FR_2019-09-25-E2012.u133	Ex nihilo?
ParlaMint-FR_2019-09-25-E2012.u134	[[Mrs. Agnes Thill applauds]] Do we collectively want to take on this? Do we measure all the effects of this evolution? I imagine, Madam Keeper of the Seals, that you will tell us that this will not be the case, but, at the hearings, a number of lawyers warned us: according to them, the state takes a risk, because it could see to it, within twenty years, young people who will consider that, in fact, the law has deprived them of a father, and who will seek compensation for it. [[Applause on the benches of the LR group]] We consider us to be whistleblowers. You're playing sorcerer apprentices. You are mistaken, because the best interests of the child in such a situation are surely not preserved.
ParlaMint-FR_2019-09-25-E2012.u135	Why don't you go talk to some kids who are in this case?
ParlaMint-FR_2019-09-25-E2012.u136	I call Mr Le Fur to support Amendment No. 593.
ParlaMint-FR_2019-09-25-E2012.u137	Madam Keeper of the Seals, you explain to us that the law of 2013 opening marriage to same-sex couples inevitably brought the LDC.
ParlaMint-FR_2019-09-25-E2012.u138	I never said that!
ParlaMint-FR_2019-09-25-E2012.u139	The 2013 law allowed for adoption: the LDC had to follow logically. I totally adhere to your conception of things.
ParlaMint-FR_2019-09-25-E2012.u140	I repeat, I didn't say that!
ParlaMint-FR_2019-09-25-E2012.u141	We said the same thing as you in 2013, anticipating a domino effect: each law prepares the following. The Marriage Act prepared the measures we are considering in relation to the LDC. There was a delay, after 2013, only because the left-wing government of the time, worried about popular protests, postponed its project. Under the same domino effect, the LDC Bill is preparing a future text on GPA. The GPA will come because two categories of couples are in the same situation, facing the same reality. First, they cannot procreate naturally. Secondly, the techniques now allow them to consider such reproduction. Since the lesbian couple and the couple of men are in the same situation, they will necessarily experience the same evolution: today the LDC, tomorrow the GPA. What still holds a few people to the left is the association of GPA with money,...
ParlaMint-FR_2019-09-25-E2012.u142	You didn't listen well!
ParlaMint-FR_2019-09-25-E2012.u143	...but we'll start by introducing GPAs that won't be associated with the money. An intermediate solution will therefore be put in place. That is how it will be done. There will be the exception that challenges the rule. Then the rule will be reviewed. That's how it always goes. We will obviously have the same arguments. We will be told that it already exists, which is true. We will be told that this is done abroad, which is true. That way, we can justify everything. We will use an argument supposed to be definitive by saying, "It's modern! » The process is always the same. The real issue, ladies and gentlemen, is what ethics is, and what ethics is. For me, ethics is the ability to say no to the air of time; It is the ability to say no to perhaps real scientific progress, but it is not intended to be transformed into evolution or social revolution. The researcher will seek: nothing will prevent him from doing so, and we are not meant to prevent him from looking. The problem arises when the result of his research can cause ethical upheavals in the importance of those you propose to us. Madam Keeper of the Seals, you tell us that there is a barrier that you do not want to cross. You say you don't want GPA. If it were a real barrier, if there was a real ban, there would be sanctions. Where are they?
ParlaMint-FR_2019-09-25-E2012.u144	They exist!
ParlaMint-FR_2019-09-25-E2012.u145	You'll tell us about it. What sanctions when a couple is considering a GPA abroad? What sanctions when websites offer GPA in foreign countries – these sites have great visibility throughout France, we could provide you with multiple examples. Who has been prosecuted, who has been punished, what measures have you taken? What instructions have been given to enforce sanctions? There wasn't any. On the other hand, what is very real is the proposal to promote a development that seems to us to be formidable. That is why we are defending Amendment No 593.
ParlaMint-FR_2019-09-25-E2012.u146	The link between your demonstration and the amendment does not seem clear to me!
ParlaMint-FR_2019-09-25-E2012.u147	However, what was said was very clear.
ParlaMint-FR_2019-09-25-E2012.u148	Mr Cyrille Isaac-Sibille has the floor to support Amendment No. 729.
ParlaMint-FR_2019-09-25-E2012.u149	I would like to go back to the substance of the amendment on women's access to the LDCs alone, and not at all on the GPA to which Mr. Marc Le Fur refers. I'll tell you what, I'm wondering. It has been said that all family models exist on earth. Until today, our model was based on the couple. This couple has evolved. For centuries, it only existed through marriage – it was rather a marriage of interest. In the 20th century the marriage of love appeared with its fragility, and single-parent families appeared. Things have changed: single women have been able to adopt children, but in the interests of the latter; Today, homosexual marriage is recognized and the homosexual couple can have children. For my part, I ask the question of the family that I call one parent. In my view, the family is the first unit of solidarity. It is a homosexual or heterosexual couple, but it is the first unit of solidarity in our society. If we dedicate a single-parent family that can then be chosen and not only suffered, this solidarity will disappear. It is known that it is not easy to raise children and that the couple plays an important role in this area, in organizing things, for the guards, for housing, for material matters. I wonder, on the one hand, whether by establishing the single parent family we do not cause a loss of opportunity for the child. I also note that, in this context, the family unit disappears and that the family is based on individualism. Opening the LDC to women alone is therefore a real problem. I also wonder about another point. During the hearings, many psychiatrists and psychologists explained to us that the relationship between a woman and her child could be merged, which could lead to complications. Could you please reassure me about this? For now, I have many doubts.
ParlaMint-FR_2019-09-25-E2012.u150	On the identical amendments Nos 15, 114, 334, 593, 729, 885, 1100, 1616, 1691, 2541 and 2570, I have before me a request for a public vote. The vote is announced in the National Assembly. I call Mr Thibault Bazin to support Amendment No. 885.
ParlaMint-FR_2019-09-25-E2012.u151	We are dealing with one of the real subjects of the bill: women alone. This issue needs to be addressed in a specific way. We are looking at it in an article that is also devoted to women's couples, but it poses other problems, as the Council of State has recognized. Perhaps we are at risk of increasing vulnerability. In any case, we can really position ourselves on the side of the child who will end up with one parent. This sometimes happened, until today, in response to the hazards of life, but tomorrow it is a question of society using the technique to create situations that have potential vulnerabilities. These vulnerabilities concern the mother who has to raise a child alone. I note that the Council of State considered "excessive to give one person the extreme power to impose on another the amputation of half of his or her ancestry". It is the Council of State that says so. That's strong! I am also thinking of the material vulnerability of single-parent families. Some ask that single-parent families, whose difficulties are known, should not be confused with women who will have a child through reproductive health assistance. Yet, in fact, the latter will be single-parent families. This potential situation cannot therefore be avoided. You will tell me that all this has been considered and that the material living conditions of the mother will be verified. Of course, but what guarantee does it exist that it will not be affected by an accident of life? Women alone do not benefit more from the right to retain their jobs than others. The question of the child's system of insurance therefore arises. If something happens to a single parent, it's twice as much insurance coverage for the child, and therefore an increased risk. Finally, I would like to address the issue of access to origins, which is equally important from the point of view of filiation. With this bill, a child born to a third-party donor will be able to access his or her biological origins at the age of 18. Today, the one who takes such a step already has a father. He's not looking for a second parent either, since he already has one. The bill opens up a quest for children born in LDCs that we do not control. At the age of 18, they could look for something other than their biological origin. If bad luck happens to the first parent – an accident can always happen – they may want to find a second parent.
ParlaMint-FR_2019-09-25-E2012.u152	He's not a parent, he's a donor!
ParlaMint-FR_2019-09-25-E2012.u153	And if the donor takes affection for the child who has become an orphan, himself willing to build a relationship, what can then prevent an encounter from occurring? You will answer me that with "if", it is easy to imagine everything, but you have to mention all the risks when creating new rights. [[Applause on the benches of the LR group]] On the issue of single women, we must place the interests of the child at the heart of our thinking: let us remain consistent with the attention that we have wished to show to the difficulties of single-parent families, particularly in the context of the latest social security financing bills. Let us not create a new vulnerability for these children by establishing the single parent.
ParlaMint-FR_2019-09-25-E2012.u154	Mrs Frédérique Dumas has the floor to support Amendment No. 1100.
