ParlaMint-FR_2019-10-01-O1003.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-01-O1003.u75	Here we find the tension, which I mentioned in my speech on the article, between social filiation and the claim of the right of origin. I also wonder about this last term, because the origins are irreducible to biology, so that perhaps the choice of the word would have to be reconsidered: should we not instead talk about "biological origins" or "genetic entity" in order to clarify what is involved? In any case, this shows that the two dimensions we are talking about are not as easy as that to distinguish. The question about this is transparant – to an unusual degree! It has been said that this is not a waiver of anonymity, since it concerns both the donor and the recipient. However, when a young person, having reached the age of majority, has the right to access the identity of the donor, what guarantees us that he will not reveal it to his parents or that he will not broadcast it on social networks? By this amendment, we therefore propose, as recommended by the Council of State, to amend Article 3 so that it is at the time of the young person's request, and not at the time of the donation, whether or not the third-party donor gives his or her consent to the disclosure of his or her identity. As Mr. Fuchs pointed out, in twenty years there is much going on in people's lives. It is not the same thing to make a gift at twenty or twenty-five years of age and to learn that the person born of the gift wishes to gain access to your nominal identity. We therefore propose to preserve the possibility of access to non-identifiable data, which allows us to satisfy the need to know how the donor was, what its physiognomy was, or even what its intellectual skills were, etc. Nominal identity is something else: it is no longer about biology, but about interpersonal relationships. Although we have been told and repeated, including the minister, that the stock of gametes is now sufficient to meet the demands, that additional campaigns will be organized and that the possibility of access to the donor's identity could even encourage new populations to make a donation, and although foreign countries are cited as an example, I would like to see it more closely. The number of donations has certainly increased with the campaigns that were organized in those countries when access to their origins was made possible, but where do these donations come from? Private banks, new ways of abunding gamete stock. We must be very vigilant in this regard. The United Kingdom, in particular, is often cited; The representatives of the CECOS – centres for the study and conservation of human eggs and semen – have produced curves showing that it is the private banks that make it possible to have a sufficient stock of gametes. Two other points, which I have already addressed, are the donor's right to privacy and the need for informed consent – hence our hope that it will take place at the time the child from whom the donation is made makes his or her request. If the non-identifiable data must enable the young person concerned to have the information he needs, the disclosure of the nominal identity should be subject to the consent of the donor at the time the young person requests it – knowing that the access commission can work in this direction with the donors when this proves to be important for the young person or even indispensable.
ParlaMint-FR_2019-10-01-O1003.u76	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u77	We had this debate at the hearings and at the time of the examination of the text in committee. You are talking, my dear colleague, about the right to privacy of the donor, but there is also a right to identity for children with ADI. These issues have already been discussed at length before the Court of Cassation, the Constitutional Council and the European Court of Human Rights. The Constitutional Council and the European Court of Human Rights have brought their decisions together. The Constitutional Council, first of all uncertain as to how to decide the issue, took a first step on the subject of incommunicado deliveries – which was discussed earlier –, dedicating the idea that it was of vital interest for a child to have access to the account of his or her origins. Then the European Court of Human Rights, seized of the matter, affirmed that the right to privacy is a fundamental right, but not an absolute right: it is a relative right, which can be reconciled with other interests. However, in the conflict between the interests of the donor and those of the child, it is exactly the same right to privacy, which is the subject of Article 8 of the European Convention on Human Rights, which is at stake for each of the parties. There is therefore a balance to be struck between the two. It is precisely to this balance that the text achieves, distinguishing two situations. On the one hand, in the future, donors will agree from the outset, when they come to give, to allow access to non-identifying and identifying information; Therefore, there will be no infringement of their privacy, since they will have chosen, being free not to give if they do not accept these provisions. On the other hand, there are previous situations. In this respect, and since different regimes coexisted, one prior to 1994, the other later, there will be no systematic reminder or automatic access to information – the minister pointed out and the text makes it very clear. On the other hand, donors will be able to show up voluntarily, in which case it can be reasonably assumed that there will also be no infringement of respect for their private and family life. We could also consider – and we will come back to it again – that the question should be asked in some cases, always without prejudice to this principle, which will remain our red line. There is therefore no risk of a breach of privacy with this text, which strikes an excellent balance between the issues at hand.
ParlaMint-FR_2019-10-01-O1003.u78	We don't agree!
ParlaMint-FR_2019-10-01-O1003.u79	Other options were on the table. Thus, we could have foreseen the automaticity of access to the origins or made the choice of sending a mail to all interested parties, but this was not retained. We could also have opted for double consent, which you are proposing little or no by your amendment, since a first consent at the time of the donation should be followed by a second consent at the time of the application of the child who has reached the age of majority. But let us be realistic: we would take the risk of creating an inequity between children, moreover organized by the State, which would not be acceptable. In my view, the Government is presenting us with a good solution, and the work in committee has made some very satisfactory progress. I think that's the end of it. I call for the amendment to be withdrawn. Otherwise, I'll give you an unfavorable opinion.
ParlaMint-FR_2019-10-01-O1003.u80	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u81	In addition to what the rapporteur has said, and in order to reassure all those who are concerned in this House, I would like to convey to you my feeling that many of the children who will thus be offered access to their origins will not ask for it. I doubt that many of them will look beyond their parents as you define them, Mr. Mélenchon.
ParlaMint-FR_2019-10-01-O1003.u82	No one can know!
ParlaMint-FR_2019-10-01-O1003.u83	Today, one of the frustrations of children born of a gift is that they do not have the opportunity to do so. It is the very prohibition of access to what is, for them, of the most intimate that provokes this demand. My second conviction is that the future access commission will play a role of intermediation: it will make contact with the donor, inform him that the child is seeking his origins; She will accompany the child in his or her approach, including with psychologists, to find out what he or she is really looking for. This will prevent things from taking a rough turn: it will not be a matter of suddenly transmitting the donor's phone number. I would remind you, moreover, that he will never be obliged to meet the child physically. Finally, I would point out that the first requests will take place in twenty years... Many things will have happened by then, and it may be that what we are considering today is no longer appropriate. I therefore invite you, Mrs Tamarelle-Verhaeghe, to withdraw your amendment. Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-01-O1003.u84	Mr Jean-Christophe Lagarde has the floor.
ParlaMint-FR_2019-10-01-O1003.u85	Unfortunately, Madam Minister, I am not reassured, even for twenty years! Basically, Mrs Tamarelle-Verhaeghe's amendment, which I shall vote for, takes into account the normal evolution of everyone's life. I can of course imagine that children born in these conditions – I have met them – feel the need to know their origins. And opening them "the possibility", in your own words, that is, in reality, giving them the right to do so, is a good thing. However, the imposition of this right on future donors fails to take certain elements into consideration. First, a twenty- or thirty-year-old donor does not necessarily measure what he will impose on himself a generation later, and whatever the motivation of his gift – generosity, convictions or other reason. Everyone here, who is no longer twenty years old, most of us for quite a long time, know that life has changed us, transformed us, tried by marriages,...
ParlaMint-FR_2019-10-01-O1003.u86	[[Smile]] By weddings?
ParlaMint-FR_2019-10-01-O1003.u87	...divorces, separations or deaths. And our conception of transmission at the age of fifty or sixty, or even more, is not necessarily the same as we were at the age of twenty or thirty. I therefore find the amendment to be common sense: it is a question of opening up the right to return to its origins, provided that the donor is always in a position to "receive" what his gift has given. You say, Madam Minister, that not all children born to LDCs will probably ask for access to their origins and that the donor will never be forced to face-to-face, but how can you guarantee it? Nothing in the text assures that. In today's world, with Facebook and other social networks, the communication of a person's identity makes it possible to already know a lot about him – what he does as a profession, where he lives, what his leisure is. Suppose a young person decides to make a donation without ever having imagined what his or her family would be, or the possible disruptions in his or her family life, sexual life or sexual orientation. Suppose he was elected as a member twenty years later. He would then be forced...
ParlaMint-FR_2019-10-01-O1003.u88	Nothing!
ParlaMint-FR_2019-10-01-O1003.u89	... to assume the consequences of the fact that a person born of his or her gift has regained his or her identity. Everyone today, let him be a member of parliament...
ParlaMint-FR_2019-10-01-O1003.u90	[[Smile]] Son of a congressman, it would still be a disaster!
ParlaMint-FR_2019-10-01-O1003.u91	...journalist, entrepreneur or much more anonymous citizen, can be identified and found. And I don't see what's funny about it, my dear colleague, because this article, in its current wording, preempts the future of someone who has decided, at some point in his life, to be generous, but who may very well then no longer be in a position to bear the consequences of his gift. Secondly, is it certain that this confrontation, which may not be desired by the donor but cannot be avoided if the child so wishes, will go well? Are we sure she'll do good, on the one hand to the child, and on the other hand to the donor? I think we're unwise. The rapporteur referred to the perfect balance of Article 3, but a truly balanced provision would require both to be consenting. It would be better for the psychological balance of the child born of the gift as for that of the person who gave. I don't understand why you don't accept that balance. It is questionable if the donor's consent is sought a priori, but why not. On the other hand, it seems obvious to me that it is necessary to ask for confirmation of the initial consent, depending on what the donor has become. It would be respectful of both parties, including the adult child who wants to return to his or her origins and may have a bad surprise if the donor says, "You are absolutely nothing to me. This amendment would restore balance by asking the donor, before he or she eventually finds himself or herself in front of the child born of his or her gift, to confirm that he or she is always ready to meet. Otherwise, minister, find a mechanism to prevent an unwanted meeting. For such an encounter can be terribly destructive, for both, even if neither of them would like it. However, the mechanism that we are about to create will not avoid this. You assume that, within twenty years, a lot will have happened. Of course, several legislatures have had the opportunity to change the law, but that is no reason not to worry about the potentially serious consequences of this text. Madam rapporteur, you say that those who have made a donation prior to the application of this text will have the option of giving their consent. This ability to become an obligation for the following donors, either the number of donations will decrease – let us assume the consequences – or the donors will be exposed to the risk that I mentioned. In any case, why provide protection to donors of yesterday and today, asking them for their agreement twenty or thirty years later, and refusing the same protection to donors of tomorrow? Why wouldn't they, too, have the right to say "yes, I agree to reveal my identity" or "no, I don't agree anymore, because my life has changed"?
ParlaMint-FR_2019-10-01-O1003.u92	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-10-01-O1003.u93	I will support an amendment, No 2001, which is very similar to it. I am in line with the arguments just put forward by Mr Lagarde. I would like to place myself from the child's point of view. This article opens up new rights to the donor, but the Council of State has suggested that the donor should provide for double consent, so that the donor may possibly withdraw at the time the request is made, not earlier than 18 years after the donation. I think it would be a wise measure, especially for the benefit of the child, because the child could be confronted with a donor whose existence has changed at all. One can imagine, for example, that the donor has radicalized, that he is serving a prison sentence for murder, or that he has been severely disabled. You say, Madam Minister, that a gamete donor is just a gamete donor, but he is much more than that in the event that we are talking about. If he is only considered a gamete donor, then let's keep reporting the non-identifiable information. If we want to give children the right to know their origins, let's do so – I am in favour of it – but let's keep a safe airlock at the moment when the request comes, so as not to make a jump into the unknown, knowing that some situations can be embarrassing for the donor and others even more traumatic for the child, even destructive, while we seek his well-being. Let us avoid such confrontations between the young and the donor. You recalled, Madam rapporteur, that there was no need to create different rights for citizens. If we follow this logic, we should create a new right: to allow every Frenchman to know his origins. We know that our origin isn't always the one we think we're from.
ParlaMint-FR_2019-10-01-O1003.u94	All right!
ParlaMint-FR_2019-10-01-O1003.u95	Mr Arnaud Viala has the floor.
ParlaMint-FR_2019-10-01-O1003.u96	I support this amendment for several reasons. First of all, it would resolve the contradiction between the right that one intends to open and the fact that a gamete donor is not a father. As you said and repeated, Madam Minister, there is no provision in the text on this point. Therefore, the search for origins must necessarily take on another dimension. Secondly, we find it difficult to imagine what communication technologies will be in twenty years' time. Let us remember that twenty years ago, when you were typing a name on the nascent internet, it took a lot of time to go back to a natural person, to his life, to his entourage, to his place of residence, etc. But the evolution has been very fast, and we know that it will not stop. In twenty years, a young person who has been given a name will immediately have access to a great deal of information. Under these conditions, the search for origins can have multiple consequences. You can imagine everything, for example a young person who suffers from a pathology and hopes to benefit from an organ donation from a brother or sister. He will then hit the life of someone who has absolutely nothing to do with what was decided twenty years ago, perhaps not yet born himself at that time. As for the donor parent, he could not of course imagine that such consequences were likely to occur at any given time.
ParlaMint-FR_2019-10-01-O1003.u97	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-01-O1003.u98	This common sense amendment must, of course, be adopted, both by those who support the right of access to the origins and by those who oppose it. You have used, Madam Minister, two arguments that do not seem to me to be in line with reality. You first indicated that there would likely be few additional requests for access to origins. This could be true within the current framework of access to the LDC, open to heterosexual couples. On the other hand, as you extend the LDC to single women or women's couples, biological likelihood flies away, and the child – knowing full well that it was not born to a single mother or two mothers – will necessarily be tempted, because its psychological and social construction depends on it, to know its origin. He will not necessarily go so far as to want to meet his breeder – or the gamete donor – but he will be tempted to look for something. We can see it with the adopted children: many of them – and Joachim Son-Forget, who asked for the floor, will be able to speak better on this subject than I do – are looking for where they come from in order to be able to build themselves in society. You also stated that, 20 years later, the donor's situation will be of little importance. Now, as many have pointed out, a donor of twenty or twenty-five years of age does not know what his life will be, nor what the consequences of this gift will be. Above all – considering the opposite of the negative situation of a donor who would be incarcerated – if a donor has in the meantime become a professional footballer receiving very high incomes, a celebrity of French or international cinema or television,...
ParlaMint-FR_2019-10-01-O1003.u99	Or a Macron minister...
ParlaMint-FR_2019-10-01-O1003.u100	... you obviously imagine that there might be – not only in the child, but also in his surroundings – an interest other than moral to know, and above all to meet, this donor. Today, the text does not include any guarantees to prevent this. It thus potentially opens the door to many disputes relating to this ability to give. This remark brings us back to the argument that, once the right to the origin is unimpeded, the donors will think twice about it before carrying out this act of generosity.
ParlaMint-FR_2019-10-01-O1003.u101	Mr Joachim Son-Forget has the floor.
ParlaMint-FR_2019-10-01-O1003.u102	As you will know, I am rather in favour of full transparency in access to origins. One may wonder about the need for a second consent, but, as far as the technological aspect is concerned, I will tell you that, in any case, there will be many ways to identify its breeder – Jean-Christophe Lagarde referred to social networks, but many other means will be available. Genetic means already exist – start-ups will be on their teeth to gain access to this market – and it will be possible to obtain this information through other hijacked channels. I therefore do not know whether I am in favour or against this amendment, because I believe that other solutions – and perhaps other situations, as you say, Madam Minister, will exist within the next twenty years. Will this transparency limit donations? Probably. It seems to me desirable to put donors in front of their responsibilities. While the gift can be seen as an altruistic approach, it is not prohibited to conceive of it as an act based on a less sound basis. I have already said that human reproduction sometimes involves particular unconscious motivations. It has been seen in extreme cases such as that of Mr. Epstein, or in cases, widely known to the general public, of doctors making their seed available to many women. [[Smile]] On the other hand, paralleling intercountry adoption, you say that many of these children will not seek their origins. It's possible, especially if they grew up in a family where everything goes well. However, steps will be taken. In the case of intercountry adoption, for example, Korea – where I was born – has several hundred thousand adopted children all over the world. What's going on there? Young people come back and try to find a part of their culture, without being able to regain their marks, even when they return to the country. Feeling a blockage, they try various things: they publish advertisements in newspapers, call on associations... And then there were those many reality TV shows. Do you remember the show "Loss of sight"? Such emissions exist. I bet you that, in twenty years' time, French reality TV shows – on channel C8 or its equivalent – will propose, through the voice of the future Mr. Hanouna, to people to find their geniteur. A market will develop around this theme. I'll give you my ticket that it will happen! Finally, there will indeed be a dissymmetry. I know many stories of children looking for their parents, having sometimes found them and having been disappointed. There are, on the other hand, stories of children who have not asked for anything but whose parents have come to look for them and say they have regrets and want to know them. As by chance, these reunions were more and more interesting to them when the child had become an important person – the reciprocal is indeed true. These situations already exist – perhaps not in the case of the LDC on a large scale, but in the context of intercountry adoption. Why is there so little evidence of children from LDCs or adoption and ensuring that everything is well and that they do not encounter any problems? According to rapporteur Touraine, who quoted Mrs Dolto, these children do not complain more than the others. However, they have not been given much confirmation that the rapporteur is right.
ParlaMint-FR_2019-10-01-O1003.u103	I have before me three amendments, Nos 1646, 1722 and 1859, which may be submitted to a joint debate. Amendments Nos 1646 by Mrs Agnes Thill and 1722 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2019-10-01-O1003.u104	Mrs Emmanuelle Ménard has the floor for a point of order.
ParlaMint-FR_2019-10-01-O1003.u105	It is based on Rule 49(7) of our Rules of Procedure. With several non-attached Members, yesterday we wrote to the Conference of Presidents complaining about the lack of consideration and the short time that has been given to us in the context of the scheduled legislative time.
ParlaMint-FR_2019-10-01-O1003.u106	Oh...
ParlaMint-FR_2019-10-01-O1003.u107	She's right!
ParlaMint-FR_2019-10-01-O1003.u108	Article 49(7) provides, as part of the scheduled legislative time, that "the Conference [of Presidents] shall fix... the speaking time reserved for non-attached Members, who shall have an overall time at least proportional to their number". For the record, the Communist Group, made up of sixteen Members, obtained four hours and twenty-five of speaking time. The Group of the European People's Party has seventeen Members for four hours and twenty-five speaking time.
ParlaMint-FR_2019-10-01-O1003.u109	You had to choose a good group!
ParlaMint-FR_2019-10-01-O1003.u110	[[Applause on some of the banks of the LR Group. – Mrs AgnesThillapplauditedalso]] The non-attached members, for fourteen Members, have only one hour's speaking time. I ask the House: is that right? Is it democratic?
ParlaMint-FR_2019-10-01-O1003.u111	This will be mentioned at the Conference of Presidents.
ParlaMint-FR_2019-10-01-O1003.u112	Mrs Florence Provendier has the floor to support Amendment No. 1859.
ParlaMint-FR_2019-10-01-O1003.u113	I would like to defend this amendment by explaining it, because it is struck by common sense. It is designed to provide access to non-identifiable information for minors under 16 years of age who have been conceived by means of reproductive medical assistance with third-party donors. From the age of sixteen, the minor is able to make choices alone, particularly with regard to his or her health: choice of means of contraception, possibility of resorting to a voluntary or medical interruption of pregnancy, autonomy to make appointments with practitioners, etc. In order to make an informed choice, it appears unfair that a minor aged 16 or over cannot have access to the same information as the doctor he or she consults. Therefore, the purpose of this amendment is to ensure that it has access to the non-identifiable data of the third-party donor.
ParlaMint-FR_2019-10-01-O1003.u114	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u115	[[Applause on several benches of the LaREM and MODEM groups]] You will forgive me, Mrs.Provendier: before I answer you, I would like to remind everyone, in view of the comments made earlier, that children of today's age from IAD are watching us – that is a certainty. When you touch on topics that concern them, they listen to you. So, collectively, when we talk about the donor and the responsibility to the donor, let us not be degrading to the children of these gifts. As regards your amendment – which concerns these children – we have indeed asked ourselves the question, both in the hearing and in the committee. I admit that I have been in expectation, especially with regard to medical information, for which the age of access seems to be open to discussion. However, non-identifiable data is not limited to medical data – we discussed it at length with the other rapporteurs at the beginning of the Article 3 review – but also encompassing the motivation of the donation, certain physical characteristics, etc., access from sixteen years old seems less appropriate. As far as medical information is concerned, the Commission has amended the Public Health Code to allow any doctor to apply for access to the data if it appears necessary. The progress achieved in committee therefore seems to satisfy the objective pursued by your amendment. I am therefore very kind in issuing a request for withdrawal or, failing that, an unfavorable opinion.
ParlaMint-FR_2019-10-01-O1003.u116	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u117	We have all considered this possibility. It seems to us that the age of eighteen years offers the necessary maturity. A 16-year-old emancipated by a judge will also be able to obtain this information in the same way. Considering that, from the age of sixteen, the data access commission could be seized would create significant complexities. This commission will include magistrates and psychologists, and the child will have to be accompanied by his or her parents. Such a provision would, all of a sudden, be tantamount to crossing a course which seems to us to make access to origins more complex than to simplify it. Nothing will prevent parents from revealing their child's birth from a gift much earlier, and thus allowing him to consider requesting access to this information at the age of 18. But opening this right earlier would force the child to be accompanied by his or her parents throughout the process, and the child would risk being pressured – if the parents themselves, not the child, asked for this information. Let us give children the opportunity to make this choice when they have real autonomy, that is to say, at eighteen years of age – the legal age – rather than putting them in this situation at a time when their parents' place may not be the same as later, when they wish to do this alone. Request for withdrawal or, failing that, unfavorable notice.
ParlaMint-FR_2019-10-01-O1003.u118	Mrs Florence Provendier has the floor.
ParlaMint-FR_2019-10-01-O1003.u119	I thank you for these explanations and ask only to believe them. However, since a 16-year-old has certain abilities, particularly with regard to medical procedures – I have understood the principle of shared medical records, even if I do not know all the finesses, being perfectly beotan on these subjects – as long as he can, at that age, own his own vital card and access certain elements, there is something disturbing to say that the doctor could have access to information from which the minor from a donation would be excluded. That is why I cannot withdraw this amendment. I hope that, as is the practice today in other countries – in Germany, Norway or elsewhere – children from LDCs by third-party donors will be able to quickly access this type of information from the age of sixteen.
ParlaMint-FR_2019-10-01-O1003.u120	I call Mr Thibault Bazin to support Amendment No. 1201.
ParlaMint-FR_2019-10-01-O1003.u121	Defended, because of the scheduled speaking time.
ParlaMint-FR_2019-10-01-O1003.u122	I call Mr Bruno Fuchs to support Amendment No. 2001.
ParlaMint-FR_2019-10-01-O1003.u123	This amendment was tabled earlier and, at the time it is put to the vote, I ask for a last time that we legislate wisely and cautiously because if there is much to bet that, eighteen or twenty-five years after giving its consent, the donor will confirm it, it may happen that, in a small number of cases of which the nature is not yet known, he does not do so. It is therefore prudent and wise to give us a safety valve to avoid too violent a confrontation between a young person and the donor from whom he will be born. I therefore ask you to vote for this amendment in wisdom and responsibility.
ParlaMint-FR_2019-10-01-O1003.u124	Bravo!
ParlaMint-FR_2019-10-01-O1003.u125	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u126	Mr President, you are calling for wisdom and responsibility. I will do the same, but when I speak to the donor, at the moment when he makes the gift – that is, all in all, what the law says. Tomorrow, when you are a donor, bear in mind that you are doing this an altruistic and responsible act: perhaps the person who comes from your gift will need answers to certain questions in the aftermath of his life. This is not a subsidiary relationship, but questions about its genetic heritage, to which you will answer by leaving non-identifying and, possibly, identifying data – it is, moreover, by no means certain that everyone has recourse to the identifying data. I therefore fully accept your call for responsibility, but I apply it to the donor who, in his altruistic gesture, is also responsible. As before, therefore, unfavorable opinion.
ParlaMint-FR_2019-10-01-O1003.u127	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u128	Mr Fuchs, your amendment would, in a way, lead to the removal of access to the origins, in any case access to the identifying data. In fact, not only would it have the effect that, potentially, some children from the same donor regime would not have the same rights, but it could above all lead to a situation in which all donors who gave their consent at the time of the donation would deny children born of the gift and who became adults, twenty-five or thirty years later, access to their origins. Your amendment would therefore have the effect of removing in law access to identifying data. I am embarrassed by this idea, because it is precisely not the approach that we have chosen, and it would render the adopted system obsolete. So I'm unfavorable.
ParlaMint-FR_2019-10-01-O1003.u129	Amendments Nos 845 and 846 are defended.
ParlaMint-FR_2019-10-01-O1003.u130	Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 1758.
ParlaMint-FR_2019-10-01-O1003.u131	This amendment by the Socialist and Related Group aims to ensure that potential donors who are rejected by the prospect of anonymity being removed will not allow access to their identity to any research aimed at establishing a link of filiation. It is also intended to reassure those who have expressed many reservations during the lengthy discussions we have had on the subject, both in the sitting and in committee.
ParlaMint-FR_2019-10-01-O1003.u132	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u133	I understand your objective, which is not to establish a principle that already exists in the civil code, but simply to remind it and to allow good information to be given to each potential donor, by reassuring it, in particular, the consequences of its donation. I do not think, however, that it should be included in the law. On the other hand, and no doubt the Minister will be able to reply on this point, it seems to me absolutely essential that, in the context of the review of good practice, this information be well provided in the guides to be distributed in the CECOS, where the donations will be collected. I would like to thank these centres for the work they have done over the past 40 years in the field of DIA, while stressing that there is still room for improvement in respect of good practice, in particular with regard to communication with donors, parents and possibly later with children. I therefore ask that this amendment be withdrawn. Failing that, unfavorable notice.
ParlaMint-FR_2019-10-01-O1003.u134	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u135	The prohibition to establish a parentage between the donor and the child is already doubly prohibited in the Civil Code – by Article 311-19, cited by the amendment, and by Article 311-20, which prohibits any action for the purpose of establishing or contesting filiation, unless it proves that the child was not born from the AGP. These provisions are fully reflected in the bill. Your amendment is therefore satisfactory and I propose that you withdraw it.
ParlaMint-FR_2019-10-01-O1003.u136	Mrs Battistel, do you withdraw the amendment?
ParlaMint-FR_2019-10-01-O1003.u137	No, Mr President, because this is an amendment by Mr Saulignac.
ParlaMint-FR_2019-10-01-O1003.u138	I have before me an amendment, No 2580. On this amendment, I am seized by the UDI Group, acting independently, of a request for a public vote. The vote is announced in the National Assembly. Mr Pascal Brindeau has the floor to support the amendment.
ParlaMint-FR_2019-10-01-O1003.u139	This amendment, like many others similar to it, tends to set certain limits. Indeed, the creation of the right to access to origins cannot and should not be the creation of a right to meet. Unfortunately, as we repeat throughout this debate, even if the donor is aware that the child from his or her donation will be able to obtain data about him or her, identifying or not, nothing in the text preserves him or her from the possibility that the child will come into contact with him or her, with consequences that may prove to be uncontrollable.
ParlaMint-FR_2019-10-01-O1003.u140	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u141	The measure you are proposing does not fall within the legislative scope. The text of the bill also refers to a decree in the Council of State specifying the nature of the non-identifying and identifying data. On the other hand, I repeat what we have already said in committee: we are creating a right of access to information, not a right to a relationship. There is a real difference here. If your concerns concern, for example, the use of social networks, it seems to me that these issues are covered by other texts. By the way, I hope that as we voted in favour of the law on the protection of personal data, which adapted the general regulation on data protection to French law. The Data Access Commission is not intended to organise meetings, but only to provide information, the details of which will be specified by decree in the Council of State. I therefore call for the amendment to be withdrawn. Failing that, unfavorable notice.
ParlaMint-FR_2019-10-01-O1003.u142	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u143	Same opinion.
ParlaMint-FR_2019-10-01-O1003.u144	I put to the vote Amendment No. 2580.
ParlaMint-FR_2019-10-01-O1003.u145	The result of the vote is as follows: Number of voters 103 Number of votes cast 101 Absolute majority 51 For adoption 19 Against 82
ParlaMint-FR_2019-10-01-O1003.u146	I have before me four identical amendments, Nos 79, 406, 772 and 1116. Amendment No 79 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 406.
ParlaMint-FR_2019-10-01-O1003.u147	To give an adult child conceived by AMP the opportunity to access the data and identity of the third-party donor, as referred to in paragraph 10, is to deny the principle of anonymity of the gift, which is today the guarantee of a social balance by allowing the child to represent himself as the child of those whom the law recognizes as his father and mother. It was suggested that the donor's consent should be given to the GPA child, but this solution was rejected, as it would create two categories by distinguishing between those who would have access to their origins and those who would not have access to them. However, the article we are looking at raises the same problem: children born to AMPs before the application of this law would be unable to have access to their origins, unlike those who would be born later. There would be two different treatments depending on the legal regime under which one was born. In order to avoid this, the amendment therefore seeks to delete paragraph 10 of Article 3.
ParlaMint-FR_2019-10-01-O1003.u148	Amendment No 772 by Mr Le Fur was withdrawn.
ParlaMint-FR_2019-10-01-O1003.u149	Amendment No 1116 is being defended. What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-10-01-O1003.u150	That's pretty clever! These amendments propose a new way to delete, if not the entire article, at least the principle underlying it, and to go back to a reform which is intended to allow children born to IADs to have access to data, in particular non-identifiable data, on the donor. You therefore suspect that the opinion of the committee will be unfavourable. Under the pretext that there was a different regime in the past, it could not be abandoned to advance the law. If that were the case, this House would have no reason to be and we could go home, considering that everything that exists must remain as it is and that we cannot change the order of things.
ParlaMint-FR_2019-10-01-O1003.u151	Not on this subject!
ParlaMint-FR_2019-10-01-O1003.u152	We assume that we are making societal progress in this area.
ParlaMint-FR_2019-10-01-O1003.u153	This is not progress!
ParlaMint-FR_2019-10-01-O1003.u154	Let's go to the end and vote with us. Unfavorable opinion.
ParlaMint-FR_2019-10-01-O1003.u155	Mrs Agnes Chill has the floor for a point of order.
ParlaMint-FR_2019-10-01-O1003.u156	This point of order refers to Article 49(7) on scheduled time. As we pointed out in a letter to the Conference of Presidents, the speaking time reserved for non-attached Members must be at least proportional to their number. I would point out that the Communist Group has more than four hours for 15 Members and the La France Group has more than four hours for 16 Members, while the non-attached Members have only one hour for 15 Members. Twenty-nine articles remain to be considered. Since Friday, we've been figuring. Is this your vision of democracy? Is this how we carry the voice of the French in this place.
ParlaMint-FR_2019-10-01-O1003.u157	We mustn't be excluded!
ParlaMint-FR_2019-10-01-O1003.u158	These elements will be communicated to the Conference of Presidents.
ParlaMint-FR_2019-10-01-O1003.u159	Amendment No 1468 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-01-O1003.u160	I have before me two identical amendments, Nos 1748 and 2301. Mr Jean François Mbaye has the floor to support Amendment No. 1748.
ParlaMint-FR_2019-10-01-O1003.u161	This amendment is intended to bring the wording of paragraph 10 into line with the definition of the third-party donor given above in the text. In the special committee, we had an exchange on this subject with the rapporteur: paragraph 7 provides that the concept of third-party donors is defined as "the person whose gametes have been collected" as well as the couple or the woman "who consented to the reception of one or more of his embryos by another couple or another woman". However, the ability to make the donation is conditional on consenting to the disclosure of its non-identifiable data and identity. It follows that a person who has not yet given such consent cannot be considered as a third party donor. To put it more clearly, the approach of the gift of gamete or embryo requires that each of its stages be considered in chronological order: the person presents himself, manifests his intention to give; it is requested to consent to the disclosure of its non-identifiable data and identity; Then she gives. It is only at that time, in my opinion, that it becomes a third-party donor under the definition in paragraph 7, which is, in short, consistent with the principle that every person from an MPA has the right to have access to his or her origins. For this reason, I propose to replace the term "third party donor" with "person wishing to donate a gamete or embryo".
ParlaMint-FR_2019-10-01-O1003.u162	Mrs Coralie Dubost, rapporteur, has the floor to support Amendment No. 2301.
ParlaMint-FR_2019-10-01-O1003.u163	I would like to thank Mr Mbaye and to acknowledge his concern for legal precision. The definition he presented in committee, which we redrafted for the sitting, is a real step forward. This makes it possible to clarify situations and our right. I therefore call on the authors of the following drafting amendments, which go in the same direction, to withdraw them for the benefit of those whose drafting is more appropriate.
