ParlaMint-FR_2019-07-16-E1013.u1	The next item is the question to the Government.
ParlaMint-FR_2019-07-16-E1013.u127	Zero!
ParlaMint-FR_2019-07-16-E1013.u128	[[Exclaims on FI banks. – Applause on several benches of the LaREM group]] [[Applause on the benches of the LaREM and MODEM groups]] Forgive me for reminding you, but I know that candidate Jean-Luc Mélenchon had as his objective the exit from the WTO as you suggest, but also and above all, it was point 62 of his programme to join the Bolivarian Alliance. Alliance for Alliance, I prefer the one with Canada rather than the Bolivarian Alliance, ALBA, where Syria sits as an observer!
ParlaMint-FR_2019-07-16-E1013.u129	Mrs. Sophie Beaudouin-Hubiere has the floor.
ParlaMint-FR_2019-07-16-E1013.u130	The end of cash payments is inexorably marked. Many of us regularly use their smartphone or connected watch to pay for their daily purchases; This change in behaviour leads to the scarcity of access points to cash in France. This logical and inevitable development, however, reinforces the sense of relegation that too often suffers from our rural and landlocked areas, already confronted with the digital divide. In addition to the lack of public transport, public services and medical desertification, there is a new phenomenon of banking desertification.
ParlaMint-FR_2019-07-16-E1013.u131	Not to mention the maternity closures!
ParlaMint-FR_2019-07-16-E1013.u132	The feeling of our fellow citizens living in rural areas is without appeal: they see and suffer the gradual disappearance of ATMs in their communes and are sometimes forced to travel up to 30 kilometres to withdraw cash. The presence of a distributor often conditions the survival of a local economy, the traders in our villages see their turnover contracted. For them, the subject is not limited to these distributors alone: for obvious reasons of safety they do not wish to keep too much money in their caisses; But how, when the bank agencies and their stores reserved for traders have gone away or disappeared? I am well aware that the presence of DAB in the territory is not governed by public service obligations. I also know the Government's attention to developments in the retail banking sector – BDD. However, the solutions offered today, and in particular the points of contact proposed by La Poste, are not sufficient, which sometimes leads local elected officials to mobilize to cover part of the cost of a distributor in order to preserve both the attractiveness of their commune and the attractiveness of their commune. New avenues need to be explored in more detail and experienced in rural areas; solutions must be offered to mayors wishing to commit themselves to maintaining a point of access to cash in their commune. [[Applause on the benches of the LaREM group]] In the face of this situation, could you, Madam Secretary of State to the Minister of Economy and Finance, inform us of the measures envisaged by the Government to preserve access to cash in the territories?
ParlaMint-FR_2019-07-16-E1013.u133	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2019-07-16-E1013.u134	[[Applause on the benches of the LaREM group. – Mr. Waserman applauds]] Madam Member, first of all I want to express our support for the events that you have had to deal with in your permanence: I would like to tell you that you can count on the full support of the Government. The question you are asking is the management and distribution of access to cash, and in particular that of ATMs. The Government had pledged to shed all light on the matter. This week, we will publish a map of this access, which will allow us to measure its reality: it shows that with 53,000 ATMs and more than 23,000 cash distribution points, 98.9% of the population resides either in an equipped municipality or less than a quarter of an hour's drive from a ticket distributor. Is that enough? Certainly not. Is this better than the European average? Yes, because we are, with 833 distributors per 1 million inhabitants compared to 790 in Europe, rather better equipped. However, we need to go further, and ask ourselves about cash management at a time when payment cards lead to dematerialisation of payments – which is also a good solution, because cards allow people with disabilities and elderly people to pay for their purchases from their local traders without having to travel to get cash. [[Applause on the benches of the LaREM group]] However, we must accompany this evolution by ensuring that we have multiple points in the territory, whether it is La Poste, the Green points of the Crédit Agricole, new technologies or the cashback that we have authorised for the traders, so that the most vulnerable have access to cash: this is what we will do, with your support, during this second phase.
ParlaMint-FR_2019-07-16-E1013.u135	Cashback isn't a solution!
ParlaMint-FR_2019-07-16-E1013.u136	Mrs Elodie Jacquier-Laforge has the floor.
ParlaMint-FR_2019-07-16-E1013.u137	Mr Minister for Agriculture and Food, I would like to ask you again about the future of our forests, which account for one third of France's surface area; It's the same thing in my department, Isère, you know well. They are not only an economic asset, but also, above all, an ecological asset. They are the fruit of the work of our ancestors because the forest takes its time, and we must continue to leave it to it. First of all, a quick point about the economic aspect and its paradox, on which you may be able to enlighten me: we export up to 15% of the wood we produce, thus depriving us of the raw materials we import afterwards. I come to the more ecological aspect of my question: our planet is experiencing the sixth mass extinction of its history, whose human activity – that is, all of us – is responsible, and biodiversity disappears as insects disappear, birds disappear, the plant world disappears...
ParlaMint-FR_2019-07-16-E1013.u138	[[Smile]] Like community endowments!
ParlaMint-FR_2019-07-16-E1013.u139	.... Five hundred times faster as a result of human activity, and trees are the first victims, accounting for 80% of disappearances. With each heat wave, the city is stifled by concrete and the absence of trees, and urban projects are still as poorly vegetated. Many concerns were expressed as a result of possible changes to the current forest management model by the National Forestry Board, the NFB. Beyond the economic consequences that such a reform could have, environmental issues are too important not to protect these places of life and the survival of nature. So that we can continue to "walk through the tree [...], mingle in the forests, dive into the bottom of the land to reborn clay", as Andrée Chedid invites us in one of his poems, what is the ambition we have to preserve and protect our forests?
ParlaMint-FR_2019-07-16-E1013.u140	And our insects!
ParlaMint-FR_2019-07-16-E1013.u141	[[Applause on the benches of the LaREM and MODEM groups]] Following the Government's latest announcements, Minister, what is the future of our forests?
ParlaMint-FR_2019-07-16-E1013.u142	The next speaker is the Minister for Agriculture, Food and Forestry.
ParlaMint-FR_2019-07-16-E1013.u143	And lobster!
ParlaMint-FR_2019-07-16-E1013.u144	Madam Member, you are right to mention the wealth of the forest in our country. France is indeed one of the most extensive countries in Europe. In particular, in the fight against global warming, it is an endless carbon sensor: the forest is therefore a wealth and a jewel that we must preserve. But our forest is managed differently by municipalities, by the NFB and by individuals, and it is also fragmented: therefore, I believe that we need to develop a global reflection involving all the forest players, on agroforestry and on the sustainable management of our forest, which is indeed indispensable. You asked the NFB: this public body is a jewel that has been through a lot of financial and management difficulties. We are in the process of getting back on track because an audit has just been conducted and it concludes that the NFB must remain a public body. In the coming days, I will propose to the Prime Minister an application for the post of Director-General of the Office, on which Parliament's standing committees will be called upon to vote. This new director general will not only be responsible for restoring the NFB's finances, reorganizing the French public forest, but also for working better with the forest communes: we will have to get out of the sterile confrontation we are experiencing today. It will ultimately have to ensure that the NFB, the forest communities and the private owners work together for the sustainable and modern management of the French forest.
ParlaMint-FR_2019-07-16-E1013.u145	Put fewer pesticides in it!
ParlaMint-FR_2019-07-16-E1013.u146	[[Applause on the benches of the LaREM and MODEM groups]] You are right, Madam Member, to have quoted the poet Andrée Chedid, because it is true that if you hear a tree falling, you do not hear a forest growing. Let us continue to grow forests, because it is very good for the environment.
ParlaMint-FR_2019-07-16-E1013.u147	Mr Stéphane Demilly has the floor.
ParlaMint-FR_2019-07-16-E1013.u148	Mr Minister of Culture, in this House we have been debating very regularly, and for a long time, the territorial divide between Paris and the province. A gap mentioned about the presence of state services, about access to care, about Internet coverage and mobile telephony: the examples are legion and clearly point to a two-speed France. But there is a fracture of which we talk little – or insufficiently – it is the cultural divide: 202 euros per capita in Île-de-France, compared to 18 euros per capita in Hauts-de-France, this is an example of the difference in the amounts invested by the State in its cultural policy! It is felt that, in terms of culture, land-use planning works backwards and that, in the end, more and more people are given to those who already have a lot, and less to those who need it. Of course, we all know that Paris, the city of the world, has a special place in the cultural influence of France. But all the same: 18 euros against 202 euros, a ratio of one to eleven! This is abyssal and unacceptable to the motto on the frontons of our town halls. [[Applause on the benches of the IDU-I and LT group]] What are you proposing, Minister, to correct the shooting and thus reduce this cultural divide, which, once again, is in addition to many others?
ParlaMint-FR_2019-07-16-E1013.u149	The Minister for Culture has the floor.
ParlaMint-FR_2019-07-16-E1013.u150	You're right and the numbers you mention are correct. They are obviously the fruit of our history, but must nevertheless be nuanced, because several large institutions, located in Paris or in the Paris region, carry out a very important action not only on an international scale, but also on a national level. I am thinking of some major museums, the Bibliothèque nationale de France, the Opéra national de Paris, the Centre national du cinéma et de l'image animée or the Centre national du livre, whose resources are recorded in Paris, even though their action is national. However, we cannot stand by this situation. That is why, at the request of the President of the Republic and the Prime Minister, I wanted a study to be carried out on the distribution of resources between the different territories, and more precisely on the reality of the means of intervention of the Ministry of Culture. This study, carried out by the General Inspectorate of Cultural Affairs, proposes several lines of action that we have already undertaken, first by accentuating the deconcentration towards the regional directorates of the Ministry of Culture, so that the decision is closer to the actors on the ground – local elected officials, associations, local institutions; then giving more resources to the Regional Directorates of Cultural Affairs, at the service of these decisions. [[Applause on several benches of the LaREM group]] We have also introduced programs to provide community-based cultural services. I am thinking of microfoliations, library plans, and all the actions undertaken in the cultural and creative industry. I will have the opportunity to speak again in this House's Committee on Cultural Affairs and Education.
ParlaMint-FR_2019-07-16-E1013.u151	Mr Remy Rebeyrotte has the floor.
ParlaMint-FR_2019-07-16-E1013.u152	My question is to the Minister for Territorial Cohesion and Relations with Local and Regional Authorities. [[Applause on a few benches of the LaREM group]] If the Senate and our Assembly vote in a few days on the proposals of last week's Joint Joint Joint Committee, the European Community of Alsace will be born on 1 January 2021. It will bring together the two departmental councils of Bas-Rhin and Haut-Rhin and will have appropriate and strengthened competences in cross-border matters, including health, bilingualism, road infrastructure in a rhenish logic, integration through economic activity and tourism. Alsace, a strong geographical, historical and cultural reality, will return to an institutional reality within the Grand Est, a reality borne by the future advisors of Alsace. The initiative has come from the various actors in the field and we must congratulate all those who have initiated the project or allowed it to flourish.
ParlaMint-FR_2019-07-16-E1013.u153	All you have to do is listen to them!
ParlaMint-FR_2019-07-16-E1013.u154	They have been able to seize, within the existing legal framework, the opportunity of a new approach to the territorial differentiation sought by the President of the Republic and the Government. It is clear that listening to the territories, to their expectations, to the initiatives they propose, to their willingness to carry out joint projects, to organize themselves differently in order to gain efficiency, are at the heart of this new approach that comes from the ground and issues shared between the local and the national. [[Applause on the benches of the LaREM group]] Can you tell us more about the Government's position on territorial differentiation, what it can cover, its limits, and how it could inspire other territories?
ParlaMint-FR_2019-07-16-E1013.u155	The Minister for Territorial Cohesion and Relations with Local and Regional Authorities has the floor.
ParlaMint-FR_2019-07-16-E1013.u156	First of all, I would like to thank the parliamentarians for having been able to realize Alsace's desire...
ParlaMint-FR_2019-07-16-E1013.u157	Thank you, Madam Minister!
ParlaMint-FR_2019-07-16-E1013.u158	[[Applause on the benches of the LaREM group and several benches of the MODEM group]] ...less than a year after this mission was entrusted to me. Thank you, Mr rapporteur. The specificity of Alsace has been recognised. It is the result of a political process, which culminated in a joint declaration on 29 October under the auspices of the Prime Minister. With a constant constitutional framework, we have proven that appropriate and differentiated responses are possible for the future. Naturally, the draft constitutional reform will facilitate comparable initiatives whenever it is useful and desired by the field. In this regard, the Government's intention is to listen to the territories, to be tailor-made, without institutional big bangs, and with respect for the republican framework.
ParlaMint-FR_2019-07-16-E1013.u159	And with less means...
ParlaMint-FR_2019-07-16-E1013.u160	The Alsatian example has strengthened my conviction that the future will require the building of a strong relationship between the state and local and regional authorities, a relationship that recognizes the specificity of the territories, while preserving the cohesion of the nation.
ParlaMint-FR_2019-07-16-E1013.u161	Thank you, Alsatians!
ParlaMint-FR_2019-07-16-E1013.u162	Long live free Alsace!
ParlaMint-FR_2019-07-16-E1013.u163	The decentralization and differentiation bill, which I will present at the end of the first half of 2020, will be a new step towards this partnership between the state and local and regional authorities.
ParlaMint-FR_2019-07-16-E1013.u164	We have completed the questions to the Government.
ParlaMint-FR_2019-07-16-E1013.u165	Before suspending the sitting, I would like to remind you that we will now proceed to the election, by ballot in the rooms adjacent to the sitting room, of an alternate judge to the Court of Justice of the Republic. I have before me the nominations of Caroline Fiat and Antoine Savignat. I would like to remind you that the vote is secret and that printed ballots are at your disposal. In order for the vote to be valid, the ballot paper in the ballot box must contain only one name. Voting delegations are not allowed. I open the ballot, which is announced in the National Assembly. It will be closed at 4.38 p.m.
ParlaMint-FR_2019-07-16-E1013.u166	The meeting was suspended.
ParlaMint-FR_2019-07-16-E1013.u167	[[The sitting was suspended at 16.10 and resumed at 16.30 with Mr Hugues Renson in the chair.]]
ParlaMint-FR_2019-07-16-E1013.u168	The meeting was resumed.
ParlaMint-FR_2019-07-16-E1013.u169	The next item is the final reading of the bill for the conservation and restoration of Notre-Dame Cathedral in Paris and the introduction of a national subscription to that effect.
ParlaMint-FR_2019-07-16-E1013.u170	The Minister for Culture has the floor.
ParlaMint-FR_2019-07-16-E1013.u171	Three months ago and one day, Notre-Dame de Paris caught fire. Three months and a day later, you are ready to pass the bill for its conservation and restoration and to introduce a national subscription for that purpose. I want to thank you for your reactivity. It must be said that we had no choice. We had to live up to the momentum of generosity for Notre-Dame de Paris. It was very quickly necessary to create a framework to receive donations, to accompany them, to encourage them, and to guarantee to the hundreds of thousands of donors, French or foreign, that their donations would go well to Notre-Dame. That is the whole meaning of the bill before you. It organizes the national subscription announced by the President of the Republic. It allows us first of all to lay down the rules, by introducing in particular a specific tax system for the donations of individuals in favour of Notre-Dame de Paris. Within the limit of 1000 euros, the draft law increases the rate of income tax reduction from 66 per cent to 75 per cent in respect of donations and payments made by individuals in favour of the Treasury, the Centre des monuments nationales and the three foundations recognized as being of public utility: the Fondation de France, the Fondation du patrimoine and the Fondation Notre-Dame. We have been able to count on their unwavering mobilization to carry out this national subscription. Agreements can be concluded between the State and each of these foundations – the work has indeed begun – in order to organize the modalities for the payment of the sums from the collection. The bill also ensures transparency in the subscription and use of funds. I want to tell the donors once again: you will not be betrayed, your gifts will go to Notre-Dame. A monitoring committee will be set up and the management of the funds raised under the national subscription will be reported to it. It will bring together the First President of the Court of Auditors and the Chairs of the Finance and Culture Committees of the Senate and the National Assembly, dear Bruno Studer. You have collectively been sensitive to this need for transparency and have strengthened it by asking, on the one hand, for a report from the Government to be submitted to Parliament on the share and amount of donations made in respect of the national subscription that resulted in a tax reduction and the participation of local authorities; by requesting the publication of a report on the collection of funds, their source, their allocation and, now, their consumption. With regard to the organization and adaptations required to complete the restoration work, it was necessary to take the time for reflection. That is what the Government has done, as I committed myself to it. We have largely clarified the law since its first reading. It now includes a significant portion of what was originally to be included in the orders under sections 8 and 9. First of all, we have specified the organization of the conduct of restoration and conservation operations. Under article 8, an administrative State public institution, under the supervision of the Minister for Culture, will be established. Its primary mission will be to ensure the control of works. He will also be able to carry out work on the immediate environment of the cathedral. Its governance will involve, on the one hand, the City of Paris and the affective cult, which will sit on the board of directors of the public institution in compliance with the law on secularism of 1905, as well as an amendment by Mrs Anne Brugnera; on the other hand, heritage professionals, who will participate in the scientific council of the public institution. The situation of traders and residents will also be taken into account, thanks to an amendment by Mr Pacôme Rupin, Member of Parliament for Paris, whom I would like to thank. We have also specified in Article 9 the flexibilities to the legislation in force. They will be strictly proportionate to the needs of the site, because it is not a question – I have come back to it many times in our discussions – to use the restoration of Notre-Dame to trample in any way on French and European law of heritage, the environment or urban planning. That was obviously never our intention. As Minister of Culture, I will tirelessly be the guarantor of the protection of heritage. Moreover, the opinion of the National Heritage and Architecture Commission on the progress of work and restoration choices will be taken into account. Senators, particularly Jean-Pierre Leleux, Vice-Chair of the Senate Culture Commission, were right to want to include this provision in the bill. We have included in the text the permitted derogations in the field of heritage, and we have made sure to narrow the scope of those which it would be necessary to provide by order on road, urban planning and environmental matters. On these subjects, establishing derogations requires a precise knowledge of the restoration project – a project you will not have missed that still needs to be defined. However, it was important to clarify in advance where these could be made possible. Thus, the provisions made by orders will of course respect the principles laid down in the 2004 Environmental Charter. They shall not affect the interests protected by the Environmental Code – particularly in the field of public health, safety and health, as well as the protection of nature, the environment and the landscape – and shall respect France's European and international commitments. Again, an amendment proposed by Ms. Cathy Racon-Bouzon made it clear what was already within the Government's intentions. These, ladies and gentlemen, are the broad outlines of this bill. We have substantially improved it since its first reading. You have contributed a great deal, and I sincerely and warmly want to thank you for that. [[Applause on the benches of the LaREM, MODEM and IDU-I groups]] Now, the hardest part is in front of us. It will be necessary to consolidate the cathedral and then restore it. Without further delay, I count on your sense of responsibility and constructive attitude to vote on this bill today, and to allow Notre-Dame to regain its splendour tomorrow.
ParlaMint-FR_2019-07-16-E1013.u172	Ladies and gentlemen, I should like to inform you that the closure of the election of an alternate judge to the Court of Justice of the Republic is announced in the National Assembly. The result of the vote will be announced at the end of the counting. Mrs Anne Brugnera, rapporteur of the Committee on Cultural Affairs and Education, has the floor.
ParlaMint-FR_2019-07-16-E1013.u173	Today we are completing our work on the draft law on the conservation and restoration of Notre-Dame Cathedral in Paris and establishing a national subscription for this purpose. I would like to say with satisfaction that we are reaching the goal. The legislative work, which began in the days following the fire, has made it possible to build a balance text that responds to the urgency of this restoration, while respecting the necessary precautions imposed by a masterpiece of our heritage. However, no more than the Joint Joint Committee, the new reading brought together the National Assembly and the Senate around a common text, and I regret that. The Senate has, once again, made amendments to the text that we adopted on a new reading. First, it re-established provisions which it had adopted at first reading. I will not go back to that, because we have already had the opportunity to discuss it several times. He then made further amendments following the adoption by our Assembly of two government amendments inserting some of the provisions that were previously intended to be made by order. In section 8, on project management, the Senate specified that it would be led by the Chief Architect of Historic Monuments. This provision does not seem useful since it is already included in Article R. 621-27 of the Heritage Code. In Article 9, the Senate abolished the exemption from consultation of the Regional Heritage and Architecture Commission by the Prefect of the Region, when an appeal is brought before the Prefect of the Region by the competent authority with regard to the authorization of works, because of a disagreement with the architect of the French buildings on a temporary installation or construction permit in connection with the construction site. This adaptation, however, appears to be clearly circumscribed and controlled by the urgency attached to the construction site. I would also point out that this committee's opinion is, in any event, merely a simple opinion. The Senate also removed the possibility of adapting by ordinance the rules on roads, the environment and urban planning, and clarified the definition of the "immediate environment" of the cathedral, limiting it to parvis and squares. On this point, I believe that we must remain cautious and keep room for manoeuvre in the event that further adjustments are needed, or if the work required extending its perimeter to the vicinity of the cathedral. Despite these differences, I continue to believe that there is a real agreement between the two assemblies on the fundamental objective of the text: the preservation of a cathedral which constitutes at the same time a masterpiece of sacred art, a major national monument of our heritage and of the collective French or even European imagination, as well as an eminent testimony of our civilization. It is in fact only on some of the practical arrangements envisaged to achieve this shared objective that the differences between our two chambers are brought about. I believe that the text adopted by our Assembly on a new reading, which is again before us today, is a good balance: it allows us to define a precise framework, both for the organization of the subscription and for the creation and operation of the public establishment responsible for restoration operations, or for the possibility of derogation from the legislation in force when the construction site is under way. It is therefore this text that I will again propose to you to adopt. This final reading is the last legislative step required to restore Notre-Dame Cathedral in Paris in the best conditions. By securing the course of donations, creating a dedicated public institution and anticipating this out-of-standard project, we can achieve this common goal. To all those who, like me, will endeavour to follow this ambitious project, both in terms of its scope and visibility and in terms of its time frame, I would like to remind you that this text now permits great transparency, and that a follow-up mission will be set up by our Assembly. This will allow us to extend our commitment to ensure that this heritage masterpiece is returned quickly to parishioners, residents and lovers of the site, whether from France or elsewhere. [[Applause on the benches of the LaREM group]] We will therefore remain vigilant and attached to Notre-Dame de Paris so that this terrible fire will soon become a painful memory.
ParlaMint-FR_2019-07-16-E1013.u174	In the general debate, Mrs Cathy Racon-Bouzon spoke.
ParlaMint-FR_2019-07-16-E1013.u175	"For those who know that Quasimodo existed, Our Lady is now deserted, inanimate, dead. It feels like there's something missing. This immense body is empty; It's a skeleton; The spirit has left him, we see his place, and that's all. It's like a skull where there are still eye holes, but no more eyes. » For more than two months, over the course of readings, hearings, and amendments, our mission is to restore to Notre-Dame de Paris the spirit that Victor Hugo evokes, shaped by the prayers of the believers, the sketches of the artists and the dazzling eyes of all those who have penetrated it. Today we are still part of the collective journey of rebuilding this Gothic jewel. It is our responsibility, vis-à-vis a past that has made it a sanctuary of the national epic, as generations to come who, too, want to admire this place and smell its soul. The bill that we are defending for the last time in this House seeks to achieve several objectives: first of all, it is to preserve and protect the cathedral, this being of stones saved by the firefighters, so that the architectural work joins Michelet's "Cathedral of Poetry", which has not flinched and even woken up in the last three months. It is also necessary to accompany the spirit of generosity that followed the fire, to be at the side of the men and women who have given or wish to do so with the aim, which is beyond us, of being part of the collective adventure of the reconstruction of Notre-Dame. We cannot achieve these objectives without the three structural principles that we have been committed to following since the beginning of the examination of this text: requirement, exemplaryness and transparency. It was these principles that guided the changes made over the course of the readings. In particular, we have increased transparency on several occasions. The Government will thus be required to submit to Parliament a report on all payments made within the framework of the national subscription and by the local authorities. Another major step forward is now the creation of an independent scientific committee to make recommendations and make any proposals for the work. In addition, a fact-finding mission will be responsible for monitoring the implementation of the law, while conventions will be signed between the State and the foundations responsible for the collection to ensure that the will of donors is respected. We have also specified the characteristics of the public establishment responsible for conducting the conservation and restoration work of the cathedral. Finally, we have drawn up a list of the derogations allowed for the work and framed the environmental derogations. These evolutions are intended to make the restoration of Notre-Dame a construction site at the height of the singularity of this one but also of the expectation of the French. When Maurice Sully began the construction of the cathedral in 1163, it was the Parisians who became passionate about the monument. Today, it is the entire country that expresses its deep attachment to it. Our Lady is part of our history, a history humanized by the importance of man's renewed intervention in this architectural, artistic, religious gigantism. We are, in fact, forced to intervene so that this masterpiece regains its splendour. We all want effective and respectful action on the monument as well as binding texts, and it is through constructive work and interaction between Parliament and the Government that it can now be carried out in good conditions. This text may have initially suffered from the emergency imposed by the fire, but it has been considerably improved. The fears have been heard, the pending proposals have been made, and we are proud to have been able to contribute to the ripening of this bill. [[Applause on the benches of the LaREM and MODEM groups]] This text is the link between the disaster of 15 April and reconstruction. With this vote, we give its framework to the construction site of Notre-Dame de Paris – the construction site of the century. At the heart of it, the impression for everyone to be in two ages so different, between the will to transmit, to say the front, and the desire to imagine, to create the next. There are those who built Our Lady yesterday, those who save her today and those who will rebuild her tomorrow. For, beyond recitation of the Nation, this extraordinary cathedral incarnates it: both in perpetual evolution – it is the strata that have enamelled its construction; and irremovable – it is the art of being French that it has witnessed for eight centuries. It is also a symbol, that of the collective: the companions who built the building signed their stone on the back. The face is anonymous, the work is that of the people. This story demands to go beyond the cleavages to transform into a beautiful story this dramatic event of our century, to reconcile Gérard de Nerval's "austere ruin" with Victor Hugo's "large stone symphony". I invite you, ladies and gentlemen, through our vote, to write together a page of this story.
ParlaMint-FR_2019-07-16-E1013.u176	Mrs Brigitte Kuster has the floor.
ParlaMint-FR_2019-07-16-E1013.u177	We have come to the end of a legislative process that has seen the Government rule out all or almost all of the proposals from the opposition and the Senate. The parliamentary debate turned out to be the exact opposite of the spirit of unity displayed by the French on the evening of the terrible fire. At issue is the Government's obstinacy to impose an emergency law that is not justified. The conviction of the group The Republicans has never changed: in our view, a country rich in its heritage like ours, whose know-how of its artisans and the excellence of its formations are the pride of all, is clearly in a position to restore Our Lady to constant standards, if I dare say so. And more fundamentally, how can we justify, including with regard to the hundreds of restorations of historical monuments carried out throughout the country, that the most emblematic heritage site that is subject to an exceptional regime? The fact that the Government remains deaf to criticisms of the opposition will not surprise anyone – it is a constant under this legislature – but that it does not hear calls for the reason of the allowed circles is surprising, not to say worrying. As has been said and repeated here, the objective of restoring Notre-Dame as soon as possible is totally shared. As a Member of Parliament for Paris, I know better than anyone what it costs the capital to be so deprived of one of its finest jewels, but to continue to impose this five-year delay from the top makes no sense. Worse, it can be dangerous, as the architect in charge of the restoration of the cathedral reminded us. Mediapart – again – revealed ten days ago that the safety rules at the site were not respected and that the residents' information on lead levels was not sufficient. Should we see in these alleged negligences – I use the term with all the necessary precautions – the fruit of a form of precipitation? Last week, I asked you a written question on this subject, but I believe it is essential, Mr Minister, that you now answer the questions that arise for you, as prime contractor: on what dates the various samples were made? What were the results? And what measures, if these were negative, have been taken to protect the employees working on the site as well as the residents? I do not presume the veracity of the information disclosed by Mediapart, but I believe that in the field of public health, there must be no ambiguity or shadow zone. More generally, the Republicans Group will defend, for the third consecutive time, the idea that the bill, without establishing the practical modalities of restoration, must nevertheless set an overall perspective at the site of the cathedral. And this perspective, this course, is the restitution of Notre-Dame in his last known visual state, in other words in the splendor we knew him before the fire – which you systematically refuse, minister. Of course, the cathedral of Paris is not a frozen building, but it is a work of art that must be considered completed. When restoring a master's canvas, no one would come up with the idea of adding his personal touch or a testimony of his time, as the President of the Republic wishes to do. The same applies to Notre-Dame. It is possible, and even desirable, to use techniques and materials better suited to the structure of the building, but in no way to transform the exterior appearance of the place. Our Lady must become Our Lady again, quite simply. Finally, we will once again defend, in the spirit of the work of the Senate, the removal of the exemptions provided for in section 9. I was not reassured by hearing you, minister and rapporteur, talking about a perimeter around Notre-Dame that would not be arrested yet. Let me, as the elected representative of Paris, worry about it. Once again, France can pride itself on being among the countries with the highest standards of heritage protection: why do you want to derogate from it? And if it is a monument that deserves to benefit from it, it is Notre-Dame! [[Applause on the benches of the LR group]] Then, Minister, in addition to the actors of our heritage memory, hear the voices on all the benches – it is in the interest of France, of culture in France and of all of us gathered here – so that the reconstruction of Notre-Dame does not become a political project.
ParlaMint-FR_2019-07-16-E1013.u178	Mrs Sophie Mette has the floor.
ParlaMint-FR_2019-07-16-E1013.u179	Following the great fire on 15 April, the Government proposed to Parliament a text whose purpose was to preserve and restore the emblematic building of Notre Dame Cathedral in Paris. This place is, in more than one way, a jewel of our cultural, spiritual and intellectual heritage. It was therefore incumbent upon us to find the way to an efficient and speedy restoration, in accordance with the commitment of the President of the Republic to complete it in five years, and faithful to the spirit of the place, as it had reached us through the successive investment of the generations of men and women who had contributed to the construction of this masterpiece. As we said at first reading, if we could fully understand the argument of the need to make adjustments to speed up restoration, we asked ourselves several questions: why use the legislative route since the texts already offer a number of possibilities? Why an exceptional law when our legislation is aimed precisely at guaranteeing quality restorations that are faithful to the work of past generations? Similarly, why are ad hoc tax provisions that we believe violate principles and a course of action that we think are right in the current context? With regard to this last point, despite the talent of my colleague Jean-Paul Mattei, we have given up convincing you even if we would have preferred more coherence in the actions. For the rest, we appreciate the real progress you have made on articles 8 and 9. There were many on these benches who had made remarks, doubts or even objected to the derogations from the various codes that you were considering in the first version of the text. It was not acceptable because it opened too wide the scope of the possibilities. However, restoration must be exemplary and show our know-how while taking into account the quality constraints imposed by the legislation that we have voted for in this place. The Group of the Democratic and Related Movement has been open from the outset to the study of derogations aimed at speeding up administrative procedures, in particular because of the extensive documentation on the cathedral. In fact, the experts already have a very fine knowledge of the general appearance of the building, its ornaments and decorations, its materials. That is why we were reassured by the Government's amendment, presented at a new reading session, which provides a clear framework and limits the derogations envisaged to certain areas. This is the case, for example, of the derogation from Article L. 523-9 of the Heritage Code under which the national operator, the National Institute for Preventive Archaeological Research – INRAP – will be responsible for carrying out archaeological excavations. We had the opportunity to say this, this will enable us to highlight the extraordinary competence of this institution, which has real know-how, both technical, of course, but also pedagogical, since it regularly carries out actions to raise awareness among different audiences and inform them of the progress of the work and any discoveries made in this context. We therefore hope that this project will be an opportunity to involve the public and tourists in a wide range of ways. This restoration must necessarily take into account, among other things, the residents and traders, hard hit by this tragedy. We are pleased that initiatives have emerged. Supported by the Minister of Economy and Finance, they were introduced into the law thanks to the amendments tabled by our colleague Pacôme Rupin. [[Applause on the benches of the MODEM group. -Mr. Raphaël Gérard also applauds]] In the end, we believe that this text has reached a point of balance between the various groups in our Assembly. It is therefore in confidence that the Group of the Democratic and Related Movement calls for the vote.
ParlaMint-FR_2019-07-16-E1013.u180	Mrs Michèle Victory has the floor.
