ParlaMint-FR_2019-09-26-E2013.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-26-E2013.u105	The authors of these amendments have the merit of consistency: they continue their logic to the end. But this raises the question of the relevance of the introduction of the concept of gender in our law. Indeed, gender is certainly not a choice: it is in any case subjective, unlike the body, which is objective. But when we introduce subjective elements into the law, we no longer know very well how far to go. This introduction tends to gradually evacuate the sexual reality of people, given for an essentialistic illusion, to the benefit of their only feeling. Thus, a television presenter, who had said "sir" to a person with a man's body, got an answer: "What do you call me sir? How do you know I'm a man? " The presenter was completely lost. You must have seen this sequence. [[Exclaims on FI banks]] In these circumstances, social relations are no longer possible.
ParlaMint-FR_2019-09-26-E2013.u106	Just change the pronouns.
ParlaMint-FR_2019-09-26-E2013.u107	As long as we no longer rely on an objective reality, we can no longer live together unless we consider that sex is of no importance. We believe in the objective reality of the sexes, without, however, drawing any consequences on the sexuality of people, nor on the way in which they live it – we respect it completely – with their needs, their desires, their fantasies, their sufferings. There is no concern in this regard. The question is how to build the right: should it be based on an objective or subjective reality? The introduction of gender – which is why we have been denouncing gender theory for years – leads to putting everything upside down. A few months ago, with a colleague, I drafted a report on the regime of searches in detention. This is a problem that arises in prisons, Madam Keeper of Seals, you remember it very well. I did not want to address the subject, but for the moment, these searches are organized according to gender: men search men, women search women. What will be done if the concepts of gender and sexuality are introduced into law? Is it better for a man to be searched by a homosexual man, a homosexual woman, a transgender woman or a cisgender man who is homosexual? We're completely lost. In order to avoid engaging in impasses, we must go back to the simplest: the body reality, which must be accepted as it is objectively, at least in our right.
ParlaMint-FR_2019-09-26-E2013.u108	What about the transgender?
ParlaMint-FR_2019-09-26-E2013.u109	I understand that people can make different choices, but the law cannot endorse them, nor can it be built from them. So we really need to get back to common sense. When they looked at the debates held in committee last week, our fellow citizens wondered if we had gone completely crazy!
ParlaMint-FR_2019-09-26-E2013.u110	That's right!
ParlaMint-FR_2019-09-26-E2013.u111	Let us return to common sense. Transgender people do have specific problems and expectations. Let's answer that, but let's not build our right from this notion of gender. Let us build it from what is objective, from what allows us to be in society. It's already complicated enough like that! If we introduce, besides, subjective elements, then our right will no longer want to say anything.
ParlaMint-FR_2019-09-26-E2013.u112	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2019-09-26-E2013.u113	Here again, we are dealing with a highly sensitive subject. That will be the case, I think, throughout the course of this bill's consideration. We are talking about painful situations, difficult to live in. I would like to recontextualize our debate so that we do not confuse people's choices with society's choices. If a transgender man has retained his female genitals, nothing prevents him, of course, from deciding to carry a child. But that society promotes the idea that, man or woman, everything is the same, that one can find himself in the same situation as a woman, when one is a man, or that a man, when one is a woman, would lead to a risk of confusion, which it would be very difficult for a child to assume. There is therefore a need for real vigilance in this area, and I appeal to the precautionary principle: certain situations still need to be considered. We must be very vigilant about the decision to be taken.
ParlaMint-FR_2019-09-26-E2013.u114	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-09-26-E2013.u115	I will mention two points. It would, moreover, be good for the ministers to agree to answer, because that will allow them to clarify their arguments, which I have found somewhat specious. First point: when we passed a law in 2016 that distinguishes civil status from the reproductive system, we are now proposing a text in which the civil status will have to be authentic and not the reproductive system. It's a little counter-intuitive. As for your objections, Mr. Breton, this will be my second point, the body may be objective, but a trans man has an objective uterus.
ParlaMint-FR_2019-09-26-E2013.u116	So he's got a woman's body!
ParlaMint-FR_2019-09-26-E2013.u117	We need to be consistent. [[Applause on the benches of the FI and LaREM groups]] Society does not have to interfere with a person's gender identity. We do not have to ask them to choose, as Mrs Avia has explained very well, between transition, transidentity and paternity or maternity.
ParlaMint-FR_2019-09-26-E2013.u118	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-26-E2013.u119	However, let us take into account the fact that, in the case decided by the Montpellier Court of Appeal, the transgender person claims to be a mother, even though she was born as a father.
ParlaMint-FR_2019-09-26-E2013.u120	So what?
ParlaMint-FR_2019-09-26-E2013.u121	This brings back to the problem of biological parenting: I believe that this concept will not stand up to the analysis of the Court of Cassation. The fundamental problem with the widespread opening of the LDC that you want is that certain situations will never be allowed to fall within the law of filiation. To return to the case of the Montpellier Court of Appeal, this person will sometimes want to be a mother, and the law will have to grant his request, sometimes to be a father, and the right will have to grant the same request.
ParlaMint-FR_2019-09-26-E2013.u122	So what?
ParlaMint-FR_2019-09-26-E2013.u123	You can see that there is something impossible to justify in terms of law. That the judges decide in a jurisprudential manner on these particular situations, I think that this is the only possible and desirable way, which is far from the analysis of our colleague. By contrast, to include in the law the supremacy of the individual will over what the community can accept, so that social life maintains a minimum of coherence, will lead you, tomorrow, to the right of multi-parent projects. In civil status and law of filiation, you will have to find answers to multiparentality. Tomorrow, you will not be able to refuse to legitimize the wish of two men to have children through GPA, and you will have to deal with this problem in the law of filiation.
ParlaMint-FR_2019-09-26-E2013.u124	Well, we'll treat him at that time.
ParlaMint-FR_2019-09-26-E2013.u125	You are caught in a gear, for good reasons, for altruistic reasons, I do not dispute it, but the role of the law is not to respond to individual demands.
ParlaMint-FR_2019-09-26-E2013.u126	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-09-26-E2013.u127	We are at the heart of a debate that is both very sensitive at the human level and very complex at the legal level. The notion of gender identity has been recognized by law – you have reminded each other of it. However, I believe that for civil status, the law must lay down clear, understandable and generally shared rules. This is really essential in terms of civil status, to ensure the accessibility and intelligibility of the law. In order to establish these general rules, which must be clear, sex registration in civil status seems to me to be a criterion as clear as it is objective, which will then allow us to determine the opening of the LDC. This point can be shared. The case law will then be used to deal with specific cases. Mr Brindeau and Mr Gérard referred to the judgement of the Montpellier Court of Appeal, which, I would remind you, deals with a question of carnal filiation: we are not in the framework of the LDC. In that judgment, the Montpellier Court of Appeal did indeed recommend that the father, who had become a woman, should be entitled to the status of a biological parent. This decision was referred to the Court of Cassation, which will issue its decision. I would like to point out to you that only two cases in France today deal with such cases. It therefore seems to me important, I repeat, that the law lays down clear and intelligible rules: from this point of view, the reference to sex in civil status is really the clear and objective criterion that will allow us to regulate the situation of the LDC. As for case law, it could intervene in complex cases to clarify what should be done. At that time, as some Members have said, the best interests of the child will undoubtedly be taken into account also by the Court of Cassation. It is not possible not to mention it.
ParlaMint-FR_2019-09-26-E2013.u128	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-26-E2013.u129	Mr rapporteur, you cannot say that the committee has issued an opinion of wisdom. It's your only opinion you're expressing here. This is important to all of our colleagues, as the vote is expected to be tight. According to your reasoning, if the change of sex was entered in the civil register, this means that the person wanted to match his/her marital status with his/her identity. A woman who has become a man in civil status, even without surgery, shows her will to be a man: she cannot therefore gain access to the AMP by arguing of her femininity – one must be coherent. You want to open the MPA to transgender men. In doing so, you allow the opening of the MPA to men. It will no longer be the least developed country for all but the least developed country for all! We understand where you want to take us: but we don't want to go. If a person wants to be a man, he cannot, at the same time, want to be a mother. Otherwise, how will you prevent tomorrow, if the technique allows, pregnancy by a man? How can the child be built? The amendment raises a very serious issue – we have already mentioned it in committee. Indeed, it highlights a flaw in your bill: a woman who wishes to become a man, but who has not yet made the change of sex in civil status, will be able to have access to the LDC under this law. But can a woman who has resorted to insemination become a man in civil status? Madam Minister, how far are you taking us? What world are we building for the children who will be born in such conditions tomorrow? What about the stability required by the interests of the child?
ParlaMint-FR_2019-09-26-E2013.u130	Mrs Caroline Janvier has the floor.
ParlaMint-FR_2019-09-26-E2013.u131	I would like to respond to the body's argument, put forward by Mr Breton, and repeated regularly, as it was in the debate on marriage for all. This argument bothers me, because it is a way to bring women back to their reproductive function – yesterday you mentioned breastfeeding. In this case, you rely on the body argument to defend a design full of simplicity, which reassures everyone. It is indeed reassuring to say that genders are very distinct, while reality contradicts this assertion. As I recall, intersex children represent one in every 100,000 births in France. Organic reality has the merit of simplicity but, in many cases, facts deny nature. As for the amendment, I am in favour of it, because the law must recognise and clarify, for a small number of people, situations that are complicated and often painful.
ParlaMint-FR_2019-09-26-E2013.u132	I put to the vote identical amendments Nos 1153, 1712, 2086, 2153, 2213, 2257 and 2258.
ParlaMint-FR_2019-09-26-E2013.u133	The result of the vote is as follows: Number of voters 75 Number of votes cast 71 Absolute majority 36 For adoption 27 Against 44
ParlaMint-FR_2019-09-26-E2013.u134	The meeting was suspended.
ParlaMint-FR_2019-09-26-E2013.u135	The meeting was resumed. I have before me several amendments, Nos 2573, 1932, 2283, 1901, 16, 335, 595, 1681, 1531, 884 and 2238, which can be discussed jointly. Amendments Nos 1932 and 2283 are identical, as are Amendments Nos 335, 595 and 1681. Mr Pascal Brindeau has the floor to support Amendment No. 2573.
ParlaMint-FR_2019-09-26-E2013.u136	The purpose of this amendment is to take account of situations which may occur in MPA centres and in CECOS, in the event of an increase in the demand for recourse to the MPA. We are told that we will not be faced with difficulties or tensions caused by a possible shortage of gametes available to meet all future demands. However, as we speak, no one is in a position to support this statement on the basis of actual figures, especially since, on the one hand, the obligation for donors to accept that their identity can be communicated to children born to an MPA could reduce gamete donations, and, on the other hand, the number of MPA applications that will be immediately issued by single women or women's couples cannot by definition be known. This situation may create a form of obligation within medical teams: to arbitrate between applications if, of course, the stocks of gametes are not sufficient. It is therefore a question of including in the text a clause of conscience that would allow a health professional not to have to arbitrate between the request of a heterosexual couple with difficulties of infertility, that of a woman alone or that of a couple of women.
ParlaMint-FR_2019-09-26-E2013.u137	I have before me two identical amendments, Nos 1932 and 2283. Mrs Agnès Thill has the floor to support Amendment No. 1932.
ParlaMint-FR_2019-09-26-E2013.u138	It is essential to introduce a conscience clause for physicians and health care personnel who do not wish to participate in the MPA, regardless of the reasons for using it. This is the subject of this amendment.
ParlaMint-FR_2019-09-26-E2013.u139	Amendment No 2283 by Mrs Valérie Boyer is being defended. Mrs Blandine Brocard has the floor to support Amendment No. 1901.
ParlaMint-FR_2019-09-26-E2013.u140	The aim of this amendment is to defend the freedom to practise doctors. They may find themselves faced with a demand for LDCs that they will not be inclined to accept. In such cases, the protection of their freedom to exercise would enable them to avoid any discrimination.
ParlaMint-FR_2019-09-26-E2013.u141	Mr Xavier Breton has the floor to support Amendment No. 16.
ParlaMint-FR_2019-09-26-E2013.u142	The aim of this amendment is to introduce a clause of conscience for doctors. Why? As we can see, the extension of medical assistance to procreation is no longer carried out on the basis of medical reasons, which would consist of treating a pathology. It will now be a matter of responding to a societal demand. Of which act. However, the ethics that apply to doctors are medical and not societal. This clause of conscience, which was discussed at the hearing of the council of the order of doctors, is therefore important, especially since we live in a society in which the concept of consciousness is gradually being evacuated. It is less and less permissible for a doctor, in the face of a situation which a person considers to be completely unjust, to be able to express what is called conscientious objection and to argue, according to his conscience or his conception of ethics, the possibility of not recognizing himself in the exercise of the medicine prescribed by society.
ParlaMint-FR_2019-09-26-E2013.u143	I have before me three identical amendments, Nos 335, 595 and 1681. I call Mr Patrick Hetzel to support Amendment No. 335.
ParlaMint-FR_2019-09-26-E2013.u144	This bill actually removes the criterion that has always prevailed for LDCs so far: infertility. However, doctors, in the context of their ethics, consider that dealing with infertility makes sense and that finding an answer to it is relevant. Since, quite explicitly, this criterion of infertility is removed and we are entering the field of political choice, which has nothing to do with medicine, it is essential that the clause of conscience be explicitly provided for in order to enable doctors to make their choice in conscience. In the debates in committee, we have certainly been reassured by the argument that the conscience clause for doctors is universal. But many medical interlocutors, whom we met, alerted us to the need to plan it to secure their medical practice.
ParlaMint-FR_2019-09-26-E2013.u145	I call Mr Le Fur to support Amendment No. 595.
ParlaMint-FR_2019-09-26-E2013.u146	I repeat the arguments of previous speakers and allow me to add three more. First of all, obviously, we are emerging from strict medical practice. Thus, a doctor can perfectly claim that this evolution does not concern what he has learned, what he has been taught, what he has committed himself to – particularly in the framework of the Hippocrates' oath – and therefore that he is not obliged to perform or accompany such acts. Then, the debates that go through us, and that can be strong, also go through health professionals, beyond doctors alone. That is why, if we want our society to be relatively soothed – if, of course, we adopt this text – it is appropriate for health professionals to be able to see their convictions and conscience respected, for which, quite often, they have engaged in a medical career. It is therefore also for reasons of appeasement that we request the inclusion of the conscience clause in the text. Finally, I would like to stress that the conscience clause is a freedom given to the doctor and not a freedom withdrawn from anyone, especially the one who seeks the LDCs,...
ParlaMint-FR_2019-09-26-E2013.u147	Of course I do!
ParlaMint-FR_2019-09-26-E2013.u148	... since he can perfectly turn to other places and other doctors who do not have the same convictions and who will associate with his project, as long as the latter remains within the limits permitted by law. For all these reasons, we absolutely must adopt the amendment tabled to you by all of our colleagues.
ParlaMint-FR_2019-09-26-E2013.u149	I call Mrs Emmanuelle Ménard to support Amendment No. 1681.
ParlaMint-FR_2019-09-26-E2013.u150	It seems to me essential to be able to extend the conscience clause to the LDC, which is no longer confined to infertile couples but becomes societal, and to extend it to all health workers, as stated in the Council of Europe resolution of 7 October 2010, and not only to doctors.
ParlaMint-FR_2019-09-26-E2013.u151	Amendments Nos 1531 by Mr Xavier Breton, 884 by Mr Thibault Bazin and 2238 by Mrs Annie Genevard are defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2013.u152	Introducing an additional awareness clause here would be useless, redundant and could have perverse effects, as the council of the doctor's order has indicated. I recall that Dr. Jean-Marie Faroudja, president of the ethics and ethics section of the Medical Council, was very clear during his hearing by the briefing mission of the Conference of Presidents on the revision of the law on bioethics, stating that "physicians cannot hide behind their conscience clause in order to discriminate". There is a clause of general conscience for all doctors, which is contained in article 47 of the Code of Medical Ethics – it is also referred to in article R. 4127-47 of the Code of Public Health: "A doctor has the right to refuse his care for professional or personal reasons, except in the event of an emergency and in the case of a breach of his duties as a human being. However, he must direct the patient to a colleague.
ParlaMint-FR_2019-09-26-E2013.u153	That's what we've planned!
ParlaMint-FR_2019-09-26-E2013.u154	The inclusion of an additional awareness clause leads – as we have seen in the case of the IVG – some doctors not only not to take care of patients, which is legitimate and provided for in the code of ethics, but also to impose on them their personal point of view by not entrusting them to a colleague, which has a harmful effect. The patient's choice must be respected: if a doctor can withdraw from his mission vis-à-vis him, then he must entrust him to one of his colleagues. Adding a specific clause is not a good idea; It is for this reason that the committee had already delivered an unfavourable opinion on all of these amendments.
ParlaMint-FR_2019-09-26-E2013.u155	The Secretary of State has the floor.
ParlaMint-FR_2019-09-26-E2013.u156	I express a strongly unfavourable opinion on these amendments. As Professor Touraine has pointed out very well, if a clause of general conscience exists for certain acts which the doctor may refuse to carry out himself, by directing the person concerned to a confrere, it cannot be invoked to justify a differentiated care of persons according to their marital status or sexual orientation.
ParlaMint-FR_2019-09-26-E2013.u157	That is not the subject of the amendments!
ParlaMint-FR_2019-09-26-E2013.u158	It's not their object, but it's what could de facto happen. I would be surprised, not to say shocked – I imagine the same is true on these benches – that doctors agree to inseminate a woman living as a heterosexual couple and not a woman in a relationship with another woman. You did not mention it, but the Council of State, in its study on bioethics of June 2018, gave its opinion on this subject and was no longer clear: "it seems legally impossible to create a conscience clause specific to the MPA that would target certain audiences",...
ParlaMint-FR_2019-09-26-E2013.u159	Hypocrisy is reaching its peaks!
ParlaMint-FR_2019-09-26-E2013.u160	... also recalling that Article 7 of the Code of Medical Ethics prohibits discrimination. As far as the other health professionals and medical assistants mentioned by Mrs Ménard are concerned, because of their situation, they cannot escape their obligation to carry out a prescription and to assist in its implementation – which is an activity they cannot avoid – which justifies the fact that they cannot, as such, have a specific awareness clause in relation to their respective functions. Finally, in the case of the AGP, professionals engaged in specialized activities do so with full knowledge in a procreation-oriented sector. Such a clause would therefore not be intended to give them the opportunity to refuse to engage in this activity, but would undoubtedly be turned against individuals or audiences in particular. For all these reasons, we are against this package of amendments.
ParlaMint-FR_2019-09-26-E2013.u161	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-09-26-E2013.u162	In addition to the arguments just made by the rapporteur and by the Secretary of State, there is, in this series of amendments, a logic that escapes me. Reproductive medical assistance is provided in centres, most often in hospitals or clinics, and by specialized teams who volunteered to perform them. I therefore do not see how a doctor, nurse or any other medical staff practising in a centre of this type could be confronted with a case of consciousness, when, in reality, such a person has made the choice to work in that place. [[Applause on several benches of the LaREM and MODEM groups]] I understand the ideology behind your amendment, but allow me, ladies and gentlemen, to tell you that it is perfectly illogical and completely contrary to the reality of the facts.
ParlaMint-FR_2019-09-26-E2013.u163	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2019-09-26-E2013.u164	I agree with what has just been said and which is all the more relevant because there is a shortage of doctors. When a doctor chooses to practice in a centre where LDCs are carried out, he or she makes a career choice and a life choice. Therefore, the awareness clause provided for in these amendments is not appropriate. Recently, there has been a discussion of the dual conscience clause for the IVG. We were told that if a gynecologist didn't want to practice it, it was his right. However, professionals who work in the CHU or maternity services where abortions are practised know very well why they are there: they have made a professional choice, a career choice. I would like to draw your attention to the dangerousness of the conscience clause that you are proposing: it could prove to be discriminatory, because it would make it possible to choose who is granted an LDC and who is refused it. Then we'd walk on our heads. Health in our country is not that! [[Applause on the benches of the FI group]] Many colleagues have said that health care professionals want to do their job as best they can and as they have been taught. I was happy to hear them. I therefore hope that many of them will support the professionals on strike; That would be a good thing. In class, we haven't been taught how to mistreat patients. It would be very useful if there was a conscience clause against abuse.
ParlaMint-FR_2019-09-26-E2013.u165	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-09-26-E2013.u166	Bad faith in the answers should be avoided.
ParlaMint-FR_2019-09-26-E2013.u167	That's right!
ParlaMint-FR_2019-09-26-E2013.u168	[[Exclaims on FI banks]] At no time did we talk about the status or orientation of applicants; We're talking about the conception of medicine. You want to remove the criterion of infertility that today conditions access to reproductive medical assistance. Some doctors may therefore refuse to practise it, both for male-female couples and for female couples. You immediately use the main words: discrimination, discrimination! These are your only arguments. We're talking about practicing medicine. Physicians who are currently practicing MPA to remedy infertility will not necessarily find themselves in responding to a societal demand, including when it emanates from male-female couples.
ParlaMint-FR_2019-09-26-E2013.u169	They're going to work somewhere else!
ParlaMint-FR_2019-09-26-E2013.u170	[[Mr. Jean Lassalle applauds]] The conscience clause therefore has nothing to do with discrimination. For our part, we are talking about medicine; Stop with your obsessions about discrimination, talk about the amendments! We tell you that some doctors will not recognize themselves in this exercise of medicine. Let's talk about medicine, please!
ParlaMint-FR_2019-09-26-E2013.u171	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-26-E2013.u172	During the hearings – in order for them to be used for something, we must listen to all the people who were interviewed – Ms Anne-Marie Trarieux, president of the "ethics and ethics" section of the National Council of the Order of Physicians, pleaded in favour of the freedom to practice the MPA in response to the freedom to apply for the MPA. This is therefore a situation in which the conscience clause can apply. I agree with Mr. Breton: an MPA could be requested by a heterosexual couple, who do not a priori suffer from any infertility problems, but wish to benefit from a pre-implantation diagnosis. You intend to extend the possibility of using it, which we do not wish to do, given the risk of eugenics that we denounce. Doctors can therefore find themselves in situations where they are likely to invoke their conscience clause, in order not to practice such MPAs. Our remarks therefore have nothing to do with the caricature you make of it, particularly with regard to sexual orientation. You open access to the AMP by deleting the medical criterion. Therefore, we need to send doctors the following message: there is a freedom to ask for the AMP, but at the same time – it is an expression you use – there is a freedom to practice it.
ParlaMint-FR_2019-09-26-E2013.u173	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-09-26-E2013.u174	[[Exclaims on the benches of the LR group]] Our colleague Le Fur has flouted the hypocrisy of the ministers' response. In all honesty, Mr. Breton, you are a master in this matter.
ParlaMint-FR_2019-09-26-E2013.u175	Personally, Mr. President! This is outrageous! A little respect for your colleagues, Mr. Lachaud!
ParlaMint-FR_2019-09-26-E2013.u176	[[Exclaims on the benches of the LR group]] Let us have the honesty of our opinions! Let us discuss these issues calmly and calmly, as we have done since the beginning.
ParlaMint-FR_2019-09-26-E2013.u177	You insult your colleagues! This is unacceptable!
ParlaMint-FR_2019-09-26-E2013.u178	At the moment, there is not a lack, but an excess of clauses of conscience. There is a conscience clause for the IVG; there will soon be one for the IMG – medicalized termination of pregnancy – You want to introduce one for the AMP. When's this gonna stop? The clause of general consciousness is sufficient. In fact, it is sometimes disused, which deprives women of access to abortion and, consequently, of access to a fundamental right, namely control of their bodies.
ParlaMint-FR_2019-09-26-E2013.u179	In my opinion, we must not doubt anyone's sincerity here. Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-26-E2013.u180	All right, Mr. President!
ParlaMint-FR_2019-09-26-E2013.u181	Thank you for your comments, Mr. President. Mr Lachaud, all Members are equally respectable.
ParlaMint-FR_2019-09-26-E2013.u182	Absolutely!
ParlaMint-FR_2019-09-26-E2013.u183	To throw the anathema on one of us is not to be serious. I'm coming to the bottom. In reality, with this text, a slide is being made: until now, the question of infertility was central; From now on, it will be a matter of gaining access to the desire of adults, and only to that. Therefore, a physician will be asked to perform an intervention that will no longer correspond to his or her mission, which is basically to treat. This raises questions. If we alert you to the fact that many health care professionals will be hit by what we're about to ask them, we're wondering where this is going to stop.
ParlaMint-FR_2019-09-26-E2013.u184	There!
ParlaMint-FR_2019-09-26-E2013.u185	[[Mr. Jean Lassalle applauds]] Will the notion of desire prevail over everything else? This demiurgical vision is still very worrying. It's the humanity we're losing sight of. [[Applause on the benches of the LR group. – Mr Jean Lassalle and Mrs Agnes Thill also applaud]] The mission of doctors has a fundamental human dimension. But you want to turn it into objects of your political desire.
ParlaMint-FR_2019-09-26-E2013.u186	Mr Joachim Son-Forget has the floor.
ParlaMint-FR_2019-09-26-E2013.u187	I wish to testify. In the context of medical practice – that's what I do and what all doctors do, including those who practice liberalism and theoretically seek to have as many clients as possible –...
ParlaMint-FR_2019-09-26-E2013.u188	Rather, we should say "patients"!
ParlaMint-FR_2019-09-26-E2013.u189	... efforts are constantly being made to limit unnecessary examinations and to avoid, where possible, the medicalization of certain cases. I therefore find it a little special to ask the medical profession to carry out acts outside this framework. As I said yesterday, there will always be people to realize everything that is technically feasible. All that is technically feasible is one day realized. This is probably the way human nature wants it to be. [[Mrs. Agnes Thill applauds. – Exclaims on FI banks]] However, some physicians do not intend to do so. They will probably be a minority. You could accept and respect their freedom of conscience, given the oath of Hippocrates they take before they begin to exercise.
ParlaMint-FR_2019-09-26-E2013.u190	Mrs Agnès Thill has the floor to support Amendment No. 1618.
ParlaMint-FR_2019-09-26-E2013.u191	In my view, the multidisciplinary clinical-biological medical team must decide on the parenting project; it must determine, after investigation, whether or not the procedure should succeed. His opinion must be not advisory, but decision-making: he must be able to put an end to a process of reproductive medical assistance. There is a need for a process that is close to adoption. [[Mr. Jean Lassalle applauds]] Remember that a child cannot be locked in a project, even if he is a parent. It is neither an object nor an idea. A child has a "before" and a "after" that goes beyond his or her parents, and that cannot be confined to a desire or project.
ParlaMint-FR_2019-09-26-E2013.u192	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2013.u193	Multidisciplinary teams must be free to decide. There is no question of supervising their work in such a strict manner. Moreover, this would imply that the MPA is a enforceable right, which is obviously not the case. Finally, we cannot legislate on medical or multi-professional opinions in the field of MPA specifically, since we have never done so in any other field. I therefore call on the House to postpone this amendment.
ParlaMint-FR_2019-09-26-E2013.u194	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2013.u195	It is unfavourable, for the same reasons.
ParlaMint-FR_2019-09-26-E2013.u196	I have before me five identical amendments, Nos 964, 1516, 1543, 1929 and 2361. I call Mrs Genevard to support Amendment No. 964.
ParlaMint-FR_2019-09-26-E2013.u197	In defending him, I would like to ask you two questions, Madam Keeper of the Seals. The Special Commission has added to the original text the present paragraph 4, which states: "This access [to medical assistance in reproduction] shall not be subject to any difference in treatment, in particular with regard to the marital status or sexual orientation of persons". The Penal Code already punishes, in so far as it constitutes discrimination, "any distinction made between natural persons on the basis of their origin, sex, family status, pregnancy, physical appearance, particular vulnerability resulting from their economic situation, apparent or known to the perpetrator, their surname, place of residence, state of health, loss of autonomy, disability, genetic characteristics, morals, sexual orientation, gender identity, age, political opinions, trade union activities", etc. And, on several occasions during the work of the special committee, the Minister of Solidarity and Health considered that the law was not intended to be chatty – she reminded him again on Sunday morning during the show "The Grand Jury" – and rejected many of our amendments on the grounds that the corresponding provisions were already included in the codes. That is also the argument that you yourself opposed me yesterday with regard to the amendments relating to the unavailability and non-marketability of the human body. My first question is: why did you add paragraph 4 when the Penal Code already contains such provisions?
ParlaMint-FR_2019-09-26-E2013.u198	Absolutely!
ParlaMint-FR_2019-09-26-E2013.u199	Let me turn to my second question. Under the Criminal Code, it is not possible to discriminate on the basis of gender identity.
ParlaMint-FR_2019-09-26-E2013.u200	That's right!
ParlaMint-FR_2019-09-26-E2013.u201	This brings us back to the discussion we had about the rights of transsexuals.
ParlaMint-FR_2019-09-26-E2013.u202	Transgender!
ParlaMint-FR_2019-09-26-E2013.u203	Yes, transgender, I'm sorry. As such, they could claim access to the MPA. If denied, would it constitute discrimination on the grounds of gender identity?
ParlaMint-FR_2019-09-26-E2013.u204	I call Mrs Emmanuelle Ménard to support Amendment No. 1516.
ParlaMint-FR_2019-09-26-E2013.u205	It is the same as the previous amendment, which has been very well defended.
ParlaMint-FR_2019-09-26-E2013.u206	Amendment No 1543 by Mr Xavier Breton is being defended. Mrs Agnès Thill has the floor to support Amendment No. 1929.
ParlaMint-FR_2019-09-26-E2013.u207	It was intended to delete paragraph 4, for the reasons mentioned by Ms. Genevard. Since access to the MPA must be conditioned by a medical assessment, it cannot be a question of limiting the scope or scope of the MPA for any reason whatsoever.
ParlaMint-FR_2019-09-26-E2013.u208	Mr Joachim Son-Forget has the floor to support Amendment No. 2361.
ParlaMint-FR_2019-09-26-E2013.u209	It is also intended to delete paragraph 4. I wish we could again question each other. We want equal treatment, but we forget the consequences of a difficult path: statistically, children born to LDCs begin with an additional fragility in life. When a doctor encounters an apparently accidental trauma in a young child, his/her first reflex is to look for possible risk factors for abuse, even shocking families. However, some of these factors overlap with the journey of people seeking access to a LDC. Of course, I am not saying that children born to LDCs are more victims of abuse than others; I am simply saying that there are risk factors and that, in the case of these children, there is an original fragility. There is a desire to establish equal treatment, but these are often painful paths. Behind the apparent equality promoted is a probably more difficult beginning in life for children born by this method.
ParlaMint-FR_2019-09-26-E2013.u210	Then you have to ban it, be logical!
ParlaMint-FR_2019-09-26-E2013.u211	What is the committee's opinion on these deletion amendments?
ParlaMint-FR_2019-09-26-E2013.u212	Unfavorable opinion: paragraph 4 is important and the committee obviously wishes to retain it. Of course, it is already generally stated that discrimination is prohibited. Unfortunately, opportunities do not fail to see that this principle is imperfectly applied. All our discussions show that it is important to remind everyone – professionals, administrations, various actors – that the LDC must be accessible without any difference in treatment, particularly with regard to marital status or sexual orientation of individuals. It is known that, in the context of adoptions, unfortunately, discrimination has been made. It is therefore very important to point out, in each of the circumstances envisaged, that there is no question that tomorrow a single woman or two women in a couple are not placed at the top of the list of applications, on the pretext of personal choice or sexual orientation. Total equality must be granted; This is an imperative that should leave no room for personal interpretation.
ParlaMint-FR_2019-09-26-E2013.u213	But that won't be the case! That's a false promise!
ParlaMint-FR_2019-09-26-E2013.u214	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2013.u215	Unfavorable opinion. As you said, Mrs Genevard: there are already provisions to that effect. The 2016 Act, in particular, included in the Criminal Code the prohibition of discrimination based on gender identity or sexual orientation. Paragraph 4 was drafted at the request of the Commission. I, for my part, support this reminder of the principle of non-discrimination, because this seems to me appropriate here. The rapporteur has just said that it is important to make it clear, particularly for professionals, that no "sorting" at the entrance or giving priority to a particular type of couple or person for an MPA. The conditions for the implementation of the MPA should be reassured.
ParlaMint-FR_2019-09-26-E2013.u216	This will make case law for our future debates!
ParlaMint-FR_2019-09-26-E2013.u217	Not necessarily: it's about adapting to situations, Mrs Genevard!
ParlaMint-FR_2019-09-26-E2013.u218	Mr Patrick Hetzel has the floor.
