ParlaMint-FR_2019-09-27-E2017.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-27-E2017.u156	I call Mr Thibault Bazin to support Amendment No. 919.
ParlaMint-FR_2019-09-27-E2017.u157	Article 2 aims to give women and men the possibility of self-conserving their gametes without any serious limitation. The Minister of Solidarity and Health herself is sensitive to the risk of this possibility of creating a dynamic incentive for self-preservation and the postponement of pregnancy. This provision could therefore have harmful consequences. I ask myself many questions: won't the big lates that this measure might incentivise be more at risk for the woman and the child? Is this not contrary to prevention, women's and children's health? Can we not fear – following my colleague Pierre Dharréville – that some may rely on these provisions to put pressure on women, to ask them to postpone their parental projects and to give priority in the short term to economic or institutional activity, for those who work in public services, especially medical ones? The woman would then be less free to become a mother at the age that is best suited to her health and that of the child. Self-conservation of gametes is already possible for well-defined reasons. It is already more common than the gift of gametes. Perhaps it would be possible to add new medical reasons to the self-conservation of gametes: this could be studied. That would at least be a serious approach. But self-conservation should not be extended to non-medical reasons. I have heard a colleague justifying this enlargement by freedom: what if the creation of this right without medical reason makes, in the end, women less free?
ParlaMint-FR_2019-09-27-E2017.u158	What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-09-27-E2017.u159	Unfavorable opinion. Everyone knows that the system that has prevailed so far in the area of gamete self-conservation has shown its inadequacy. It's too restrictive. It is obvious that the modalities of access to self-conservation of oocytes and sperm must be adapted to the current time. I have just heard that the reasons for postponing pregnancies and self-conservation of oocytes that they justify were almost exclusively professional. No! Professional or medical reasons explain these postponements sometimes, but the main reason is personal. When women speak of their desire for procreation, they are not always within a stable couple. They prefer to wait until this is the case to start a pregnancy and start a family, with the risk, that at that time their oocytes can no longer be fertilized, hence the use of this practice. The first of the causes of ovocative self-conservation is therefore personal, before medical and professional causes. On the other hand, while today the average age of first reproduction – 28.5 years – is five years higher than one or two generations ago, it is only marginally for professional and personal reasons. The main cause is the effectiveness of contraception, which makes choice possible. I do not need to remind you, ladies and gentlemen, that, in the past, the time of birth of the first child was not always planned. The use of contraception, which is beneficial, delays the birth of the first child. I heard fears – fears, I was going to say – that employers could take over the self-conservation of their employees' oocytes, with malicious intentions. In the course of the committee work, the prohibition of any form of take-over by the employer has been included in the text. The reference to foreign cases is not relevant here: these situations cannot at all occur in our country. These practices are prohibited and will not develop. This fear that some cultivate is worth only in theory; It has no practical basis. I address myself here, in particular, to our colleagues on the right, who yesterday strongly expressed their concern about the number of supernumerary embryos – a concern that we all share: the self-preservation of oocytes is one of the means by which this excessive production of supernumerary embryos can be reduced during in vitro fertilizations. That aspect should not be neglected. Finally, let us not forget that we will all soon be voting for an important amendment, which will enable us to develop a plan to combat infertility for the entire population, and especially for the younger generations. This provision is important, because very few know the fertility of women. I remind you: the optimal age for procreation lasts only from 19 years to 26 years; Only then, each ovarian cycle is associated with 50% chance of pregnancy. From the age of 27, the rate falls to 40 per cent; after 35 years, at only 30%. Rates are reduced infinitely from 40 years of age. Today's girls and young men need to be educated in this area. This will avoid cases where the decision to design is made only at 38 years of age, from which, due to the quality of the oocytes, pregnancies are less likely and the risk of complications for the newborn is increased. We all share the same objectives. To achieve them, however, it is essential to maintain this article and even strengthen the arrangements it has put in place. Very unfavourable opinion on these deletion amendments.
ParlaMint-FR_2019-09-27-E2017.u160	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u161	Unfavorable opinion. We are actually facing a decline in the age of first reproduction today. It is a movement of magnitude, which is not limited to France, and which should not be reversed, because it results from considerable changes in our behaviour in recent years. The rapporteur is right to point out that the decline in this age is not so much related to professional reasons as to the evolution of life paths, to the fact that the parental project comes to maturity later. Irrespective of the issue of oocyte self-conservation, this evolution already has an impact on child care, parental leave, and it calls into question public policies in this area. We are already accompanying the parents to help them master the consequences of the prolongation of studies – a phenomenon which, Mrs Broca, should not be considered a collective failure, it seems to me. Career paths have also become more intense than they were before. These questions will be at the heart of the reflection of the experts who make up the Committee on the first 1000 days of the child's life, so dear to Mr Breton. Providing women and men with the opportunity to keep their gametes will allow them to postpone their parenting project to carry it out when the time comes. Of course, it is not a question of inciting, we agree with you on this point, Mr Bazin, the young girls and the young people to do so. I repeat: the bill provides for strict conditions of access and implementation, including age limits to be set by order in the Council of State. Why by decree? To be able to determine them with learned societies, by being enlightened by the latest knowledge in this field. This progress has other advantages, more incidental but nevertheless important, in the medium and long term. It will reduce the demand for oocyte donations, as the woman will be able to use her own previously preserved oocytes. It will also increase, as the rapporteur pointed out, the gametes available for donation, assuming that, having not needed them, the women and men concerned would eventually give them so that they could benefit other women and men. This measure also contributes to the strengthening of equality between men and women, reducing the weight of the famous biological clock. Last but not least, the self-conservation of gametes does not appear to be contrary to any principle of bioethics. For all these reasons, we consider that clause 2 has its full place in the bill. I therefore express an opinion against the amendments to delete it.
ParlaMint-FR_2019-09-27-E2017.u162	Mrs Blandine Brocard has the floor.
ParlaMint-FR_2019-09-27-E2017.u163	I am not going to mention the various arguments in support of the refusal to allow ovocative self-conservation: pressure from employers, trade-offs, the risk that fertilization will fail when the woman later decides to have a child. I will rely on the words of our colleague Guillaume Chiche: in his report he rightly points out that one in two women stop working; Again, let's ask the right questions! You have just said, Secretary of State, that the prolongation of studies does not represent a collective failure: obviously, no! That is not at all what I am saying, I know perfectly all the measures, which I thank you, that you take for women, mothers and fathers. But with this article, we put the handkerchief on a reality we don't want to see. We take the example of Scandinavian countries in many areas: try to organize ourselves like them! At seventeen o'clock, there is no one left in companies, neither mothers nor fathers. That's why the article on the self-conservation of oocytes bothers me. A few days ago, one of our colleagues referred to the freedom of women's bodies: it does not exist, because women are required to be or to be mothers or wage-earners, in order to satisfy a given organization of society. That is what upsets me a lot and feeds my opposition to this measure, even if I understand your arguments. We need to go further and ask ourselves about our vision of women in society: do we want her to be a mother or an employee? All the women here, who also have children, do not ask themselves the question: they live their professional lives as they see fit and know that they are very good mothers at home. That's the bottom of my speech!
ParlaMint-FR_2019-09-27-E2017.u164	Mr Le Fur has the floor for a point of order.
ParlaMint-FR_2019-09-27-E2017.u165	It is based on Rule 52 of our Rules of Procedure and concerns a subject which has been raised, but on which I would like to return. On Monday, France will mourn: all the French, in their diversity, will mourn the one who was, for two terms, the President of the French Republic. This creates obligations for us as to our activity. I know, Mr. President, that, more than others, you are sensitive to it. We hope that this mourning will be respected. It will be in the afternoon, since the debate originally planned has been withdrawn from the agenda, but we would like to see the same in the evening. This will not unduly delay our debates, since the evening session is now short and lasts only two and a half hours. We ask that the logic of this day of mourning be fully respected. This desire may be stronger in our group, because our political choices will lead us to join spontaneous rallies and meetings that will take place in our constituencies on Monday night after work. It is quite legitimate for the Members we are to go there, as it is entirely legitimate for all parliamentarians to be there. Jacques Chirac does not belong to us, he now belongs to us all. I'd like to thank you, Mr. President, for the full respect of the day of mourning.
ParlaMint-FR_2019-09-27-E2017.u166	All right!
ParlaMint-FR_2019-09-27-E2017.u167	Mr Le Fur, I would like to remind you of what I said earlier: for the reasons you have in mind, it is certainly not for me to have an assessment on this subject; Furthermore, as you are well aware, Mr President, next week's agenda was set by the Government, which amended it by a letter from the Prime Minister. The agenda for Monday will therefore be the one I indicated to you earlier. I remind you that a national mourning does not have the effect of suspending the work of Parliament: for example, the Assembly had continued to sit in November 2015 and July 2016, during periods of national mourning, decreed following attacks on our country. However, I hear your request perfectly.
ParlaMint-FR_2019-09-27-E2017.u168	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-27-E2017.u169	It is very difficult for me to intervene, because there is a demand for decency and dignity. I'm uncomfortable continuing to talk about oocytes and sperm. I am not in favour of discussing these issues on Monday evening, the national day of mourning. I will, however, reply to the rapporteur and the Secretary of State. Mr rapporteur, you have spoken of a parenting project, but think of this woman, sometimes as a stable couple, who wants to lead her career and could be prompted to postpone her desire for a child. If we only think about the parenting project, we do not understand this dilemma. Mr Secretary of State, our society is determined not to reconcile work and family life better, which must not be accepted; If this conciliation were easier, we would not think of introducing such a measure, apart from medical reasons. The real challenge is to ask ourselves questions about family policy, with the aim of better accompanying these projects. What do we do first? If women cannot better reconcile these projects with the most suitable ages, we fail to really respect them.
ParlaMint-FR_2019-09-27-E2017.u170	Mrs Coralie Dubost has the floor.
ParlaMint-FR_2019-09-27-E2017.u171	At first, I did not wish to speak, ladies and gentlemen, but I thought, listening to you, that it would be useful to bring the light of a French woman among many others, who is 36 years old and has gone through professional and sentimental life. Mr Bazin, when you say that Article 2 does not impose serious limits on self-conservation, it is you who lack seriousness! Defining a target age between 32 and 37 years, years when fertility has already begun to decline, as the rapporteur explained, is it not setting a serious limit? In addition, I remind you of the journey itself: hormonal sequence, hormonal treatment, sampling, all this is not annoyed; We don't get up one morning and say, "Here, what if I'm going to make a self-conservation? " We must realize the gesture that this represents for a woman. It will always be a very difficult and serious choice. Mr Hetzel, I agree with you when you say that there is a need to raise awareness. There is indeed a need to raise awareness of fertility, the donation of gametes and many other topics, which we will have the opportunity to discuss again. But, on family policy, what are you talking about when you say you have to take it back? Be more explicit! Do you want to go back to the model of a natalistic marriage, in which young people are encouraged to marry and make children at an early age, and abandon the model of a marriage of love, concluded once we have met someone with whom we are well? I do not, of course, dare to imagine that this is your point. Should we, rather, encourage couples in a common-law relationship to make children, very young? Is that the message to be sent? Should a couple, whatever they are, not wait until they have matured their parenting project? What is your message behind this famous family policy? Social choices were made a few decades ago, namely, to let each individual choose, in the free determination of his or her body and personal development, the individual he or she wishes to become. This assembly has consistently confirmed this direction over the years. We're not going to go back to that today! Let us not hide behind our little finger: there is obviously pressure on women at work, but she did not wait for the gamete self-conservation to exercise. I was 23 years old the first time I went into business and was put under pressure on a possible maternity: 23 years old! I heard this chorus about every two years in my professional life. Most Frenchmen would tell you the same thing! What do you intend to do in this area? Do you have any proposals for legislation to punish more severely employers who put pressure on women? Are you going to propose – I join colleague Éric Coquerel – paternity leave equivalent to maternity leave? What are you going to do? [[Applause on several benches of the LaREM group]] There is an emergency, but it is not the prohibition of self-conservation but the differentiation of situations and the need to free women from certain biological constraints – self-conservation allows – and, above all, social constraints. There is no confusion between these struggles that we must conduct jointly.
ParlaMint-FR_2019-09-27-E2017.u172	You give tools to employers!
ParlaMint-FR_2019-09-27-E2017.u173	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-27-E2017.u174	Mrs Dubost, I refer you to CCNE Opinion No 126 of 2017, which I referred to in my speech on family policy. I invite you to read it if you have not had the opportunity to do so. The Committee recommended that "a special effort be made by society to facilitate maternity among young women who so wish". There is a very interesting development in this opinion on this issue. Don't try to stigmatize us by calling our vision a ringuard! Family politics is, on the contrary, very noble, and you would make us a bad trial. You should look at this opinion and at the interesting measures it stands for: you do not seem to want to understand it, which is a shame for a rapporteur.
ParlaMint-FR_2019-09-27-E2017.u175	All right!
ParlaMint-FR_2019-09-27-E2017.u176	You didn't propose anything concrete!
ParlaMint-FR_2019-09-27-E2017.u177	Amendment No 1458 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-09-27-E2017.u178	I have before me six amendments, Nos 920, 137, 54, 377, 727 and 1640, which can be discussed jointly. Amendments Nos 54, 377, 727 and 1640 are identical. I call Mr Thibault Bazin to support Amendment No. 920.
ParlaMint-FR_2019-09-27-E2017.u179	Paragraph 2 requires that the donor be a major. The amendment is intended to add the condition that it has already procreated by natural means. The Bioethics Act of 7 July 2011 removed this provision from our law. With the removal of anonymity and the implementation of other measures, this issue must be rested. The removal of the donor's requirement to have already procreated is not annoid, and the donation of oocytes without procreating sometimes has disadvantages. Indeed, when the donor has not procreated, he cannot fully realize the scope of his gesture, whereas having already done so allows informed consent – for men who have the chance to be a father, full and complete consciousness sometimes occurs only when the baby arrives, I tell you sincerely and with experience. The conditions for the expression of free and informed consent do not appear to be met. Accepting the donation of gametes from people who have not procreated may also lead to consequences for the donor and the children born of the gift: if, at the age of 18, a child, perhaps deprived of a second parent, sought to come into contact with his or her parent who would not have had a child, a mutual affection could be established. What would happen then? The child from the donation may want to seek more than his or her biological origin. These questions must be asked from a dynamic perspective and at a time of at least 18 years. In 1994, a majority of parliamentarians thought anonymity was a good thing, but it was found that its effects were not good for children. Let us be careful and study the effects of this measure, particularly for the relationships between donors and children who will become adults.
ParlaMint-FR_2019-09-27-E2017.u180	Amendments Nos 137 by Mrs Annie Genevard and 54 by Mr Xavier Breton are being defended. I call Mr Patrick Hetzel to support Amendment No. 377.
ParlaMint-FR_2019-09-27-E2017.u181	It is simply defended, because of the time programmed, Mr President.
ParlaMint-FR_2019-09-27-E2017.u182	I call Mr Le Fur to support Amendment No. 727.
ParlaMint-FR_2019-09-27-E2017.u183	[[Smile]] Because of the time schedule and the friendly pressure of my colleagues, it is simply defended.
ParlaMint-FR_2019-09-27-E2017.u184	Amendment No 1640 by Mrs Agnes Thill is simply defended for the same reasons. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2019-09-27-E2017.u185	The committee's opinion on these amendments is unfavourable, as it was on Amendment No 1458 by Mrs Ménard. Ultimately, restoring the pre-donation reproductive condition would be harmful in a variety of ways. I recall that it was abolished by the law of 7 July 2011, which not only made it possible to simplify the donation of gametes intended for reproduction, but also to significantly increase the number of donors, without suffering the disadvantages that you fear, colleagues. The experience, which has been analysed very rigorously since 2011, shows that this development has not been at all harmful, on the contrary. It is not desirable to go back.
ParlaMint-FR_2019-09-27-E2017.u186	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u187	I have no better arguments than the rapporteur: opinions against all these amendments.
ParlaMint-FR_2019-09-27-E2017.u188	I have before me eight amendments, Nos 922, 56, 379, 739, 847, 1770, 745 and 926, which can be discussed jointly. Amendments Nos 56, 379, 739, 847 and 1770, on the one hand, and 745 and 926, on the other, are identical. I call Mr Thibault Bazin to support Amendment No. 922.
ParlaMint-FR_2019-09-27-E2017.u189	Defendant.
ParlaMint-FR_2019-09-27-E2017.u190	Mr Xavier Breton has the floor to support Amendment No. 56.
ParlaMint-FR_2019-09-27-E2017.u191	Because of the time programmed, it is simply defended.
ParlaMint-FR_2019-09-27-E2017.u192	Identical amendments Nos 379 by Mr Patrick Hetzel, 739 by Mr Marc Le Fur, 847 by Mr Gilles Lurton and 1770 by Mrs Emmanuelle Ménard are defended. Identical amendments Nos 745 by Mr Marc Le Fur and 926 by Mr Thibault Bazin are being defended. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2019-09-27-E2017.u193	The gift of gametes being free, the opinion can only be favorable!
ParlaMint-FR_2019-09-27-E2017.u194	Indeed, Mr Bazin, the gift is free, and there is no question of changing this state of affairs! Nor is there any question of feeding any fear. There is no ambiguity on this point: the gift of gametes, like any part of the human body, can only be free. So be reassured: your intention is satisfied and there is no risk in this matter!
ParlaMint-FR_2019-09-27-E2017.u195	I'll be reassured by your favourable opinion!
ParlaMint-FR_2019-09-27-E2017.u196	In addition, we have adopted in committee – and will confirm our position in public sittings – amendments to prohibit the import of gametes that are the subject of any marketing. Gifts of gametes, in France, are absolutely and totally free. Gametes which may be imported may only be imported on the absolute condition that they are free of charge. There is therefore no risk of marketing gamete donation. Colleagues, be reassured! It is not necessary to recall this 12th time in the bill. Opinion against all these amendments under joint discussion.
ParlaMint-FR_2019-09-27-E2017.u197	It's really when you like it!
ParlaMint-FR_2019-09-27-E2017.u198	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u199	I will supplement the rapporteur's remarks and suggest the withdrawal of all these amendments. These are largely satisfied, by the Oviedo Convention – in particular Article 21 prohibiting profit in this field – signed and ratified by France; by Article L. 16-6 of the Civil Code; and by the Code of Public Health, article L. 1211-4 of which states: "No payment, whatever the form, may be allocated to those who lend themselves to the collection of elements of their body or to the collection of their products". Request for withdrawal or unfavorable notice.
ParlaMint-FR_2019-09-27-E2017.u200	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-27-E2017.u201	I will not withdraw my amendment. I'm a little interlocked. When it comes to including in the bill the principle of non-discrimination, which is already included in the public health code, it is included. When it comes to including the principle of free of charge, it is not included.
ParlaMint-FR_2019-09-27-E2017.u202	That's right!
ParlaMint-FR_2019-09-27-E2017.u203	I'm a little bored. In terms of bioethics, free donation is truly one of our fundamental principles.
ParlaMint-FR_2019-09-27-E2017.u204	Of course!
ParlaMint-FR_2019-09-27-E2017.u205	I have before me three amendments, Nos 382, 59 and 749, which can be discussed jointly. Amendments Nos 59 and 749 are identical. I call Mr Patrick Hetzel to support Amendment No. 382.
ParlaMint-FR_2019-09-27-E2017.u206	Just defended, because of the time schedule, Mr. President.
ParlaMint-FR_2019-09-27-E2017.u207	Mr Xavier Breton has the floor to support Amendment No. 59.
ParlaMint-FR_2019-09-27-E2017.u208	Mr rapporteur, Mr Secretary of State, we are not reassured by your answers. We know very well that the shortage of gametes will inevitably lead to their commodification, by exerting pressure in this direction. The opening of reproductive health assistance to private for-profit centres demonstrates this. We propose to state very clearly the principle of free gamete donation, by providing for a sanction for any abuse that would contravene it. Thus, anyone who obtains a gamete donation by being paid or by granting an advantage would be punished by two years' imprisonment and a fine of 30000 euros, in order to ensure the effective maintenance of the gratuity.
ParlaMint-FR_2019-09-27-E2017.u209	Amendment No 749 by Mr Le Fur is being defended. What is the committee's opinion on these three amendments?
ParlaMint-FR_2019-09-27-E2017.u210	Mr. Breton proposed to reduce the penalties for health care facilities and those who received donations from paid gametes. Indeed, he proposes to punish this offence of two years' imprisonment and a fine of 30000 euros, even though the Penal Code provides that obtaining gametes in exchange for a payment, whatever the form, is punishable by five years' imprisonment – more than twice what you propose – and a fine of 75000 euros – or also more than twice what you propose. I therefore advise you to withdraw your amendments. I doubt that you intend to reduce the penalties for those who might engage in such gamete trafficking. Failing that, unfavorable notice.
ParlaMint-FR_2019-09-27-E2017.u211	I have before me two identical amendments, Nos 744 and 925. I call Mr Le Fur to support Amendment No. 744 as corrected.
ParlaMint-FR_2019-09-27-E2017.u212	Defendant.
ParlaMint-FR_2019-09-27-E2017.u213	I call Mr Thibault Bazin to support Amendment No. 925.
ParlaMint-FR_2019-09-27-E2017.u214	One of our colleagues testified that he had once given gametes to help his brother and sister-in-law, who needed a third-party donor. Thus, if the man is the recipient of the gametes, it can also happen that the woman makes a donation of oocyte. I propose to insert, after paragraph 2, the following paragraph: "The recipient couple cannot be a donor". It's about avoiding any pressure. The free gift must be respected, and no consideration, of any kind, must be provided.
ParlaMint-FR_2019-09-27-E2017.u215	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u216	Unfavorable opinion.
ParlaMint-FR_2019-09-27-E2017.u217	Nothing surprising, you are in favour of the ROPA method – receiving oocytes from the partner!
ParlaMint-FR_2019-09-27-E2017.u218	We will later have the opportunity to decide on the conditions necessary for the protection of gamete donation. We are outside the context of paragraph 2.
ParlaMint-FR_2019-09-27-E2017.u219	Amendment No 1459 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-09-27-E2017.u220	Amendment No 2328 corrected by Mr Jean François Mbaye is editorial. What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u221	Favourable opinion.
ParlaMint-FR_2019-09-27-E2017.u222	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u223	This amendment contributes to the legibility of the law for citizens. Favourable opinion.
ParlaMint-FR_2019-09-27-E2017.u224	I have before me five amendments, Nos 55, 378, 1641, 921 and 139, which can be discussed jointly. Amendments Nos 55, 378 and 1641 are identical. Mr Xavier Breton has the floor to support Amendment No. 55.
ParlaMint-FR_2019-09-27-E2017.u225	Paragraph 4 provides for the collection of donor consent. We propose to ensure that it also provides, if it is a couple, for the collection of the consent of the other member of the couple. The donation of gametes has consequences for the life of the donor, especially if the removal of the anonymity that protects him, provided for in Article 3 of this text, is voted. It is important for the donor's spouse to give formal consent.
ParlaMint-FR_2019-09-27-E2017.u226	Identical amendments Nos 378 by Mr Patrick Hetzel and 1641 by Mrs Agnes Thill are being defended. I call Mr Thibault Bazin to support Amendment No. 921.
ParlaMint-FR_2019-09-27-E2017.u227	It seems to me more complete than those of our colleagues, because it states that this logic applies to "a married, pacse or cohabiting couple at the time of donation." We really want to ensure that the spouse's agreement is taken into account. You can imagine, ladies and gentlemen, the cocktail formed by the combination of this lack of agreement and the provision concerning the lifting of the anonymity of the gift. At 18 years of age, once the child has reached the age of majority, he or she will potentially come into contact with the donor's home, which can lead to social tensions. Mr rapporteur, you have reiterated the importance of ensuring stability for the child and of giving priority to the child's interest. Children living in a home with a donor should also be insured.
ParlaMint-FR_2019-09-27-E2017.u228	Amendment No 139 by Mrs Annie Genevard is being defended. What is the committee's opinion on all these amendments?
ParlaMint-FR_2019-09-27-E2017.u229	Mr Bazin is very fond of his amendment, which is legitimate, since he drafted it! We want it not to be introduced into the bill. We do not want to return to this late period of giving from couple to couple, which have caused so much difficulty and distress in the past! The gift of gametes is a personal thing. I am very much in favour of couples, especially when their members are bound by the greatest love, but, as one of you recalled a few days ago, not all of them last forever. In these couples who make themselves and undo themselves, how can we impose marriage-to-couple agreements? I don't think that's reasonable. The gift of gametes engages everyone personally. Whether the donor informs his or her spouse – pacsé, married or in cohabitation – is very good, but it is a matter of his or her freedom. We have the right, even if we're in a relationship, to make individual decisions. Moreover, this is important for men, but perhaps even more so for women. Let's make sure that women don't have to ask their husbands for permission to give gametes, just as they don't have to ask them for permission to work or have a cheque book for decades!
ParlaMint-FR_2019-09-27-E2017.u230	That's the law in force!
ParlaMint-FR_2019-09-27-E2017.u231	Let's not go back! In a couple, a woman, like a man, has the right to make such a decision. She also has the right to keep her husband informed. It is not the couple that gives, but one of its members. This provision has been repealed for good reasons, let us stay there.
ParlaMint-FR_2019-09-27-E2017.u232	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u233	Unfavorable opinion. The partner's information is indeed legitimate and the Government encourages it; tomorrow, professionals will encourage the donor to make his/her act known to his/her spouse. As we have already said, the rules of good practice will be updated, and this point can be incorporated into them. But, Mr. Breton, you were just wondering about the state's involvement in the family sphere. Well, here, I agree with you: we consider that what you are proposing is more private than legal. We prefer to let couples decide for themselves the attitude to be adopted. Moreover, the collection of the consent of the other member of the couple takes place today only in France: it seems to us necessary to adapt our rules to the evolution of society. Finally, it is necessary to secure the donation of gametes by allowing the only donor to revoke his consent until the gametes are used.
ParlaMint-FR_2019-09-27-E2017.u234	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-27-E2017.u235	But it's crazy! We ask you questions about the child, about the other children, and you don't answer them. I'm disturbed! Are we going to move towards total individualization? Doesn't a couple who stay together deserve our full consideration? Today, 78% of children live with their parents, and this is good for the children themselves; Tomorrow, the eruption of another child who has become a major can create instability, tensions, which must not be overlooked. You don't give gametes like you don't give blood! It is a deep commitment whose implications are much more important. The rapporteur, as I know, thinks that marriage is completely obsolete. We disagree: I believe that this is a beautiful social institution. Having been mayor for almost ten years, I am particularly touched by the article of the Civil Code which states that "the spouses owe each other respect, fidelity, aid, assistance". Marriage is a unit of solidarity and mutual aid. But here you create something that does not correspond to this institution as it exists in French society; other societies, other countries, do not conceive of marriage in the same way: the articles of law that govern it are different. How do we imagine tomorrow's society? Do we want to avoid tensions in the homes, do we want to ensure greater stability for both spouses and children? That's the question, it's very important. The French exception was a beautiful thing, of which we could be proud; I hope we can keep it.
ParlaMint-FR_2019-09-27-E2017.u236	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-09-27-E2017.u237	You say that we are the only country where the consent of the spouse is sought, Secretary of State. Good! Let us be proud of the French bioethics exception, and let us not align ourselves with Anglo-Saxon utilitarian logics! We carry a vision, a tradition, where the human person is not an interchangeable, standardized, anonymous individual: let us be proud of it. It seems to you that the spouse's agreement is an outdated provision that dates back to the last century or even the previous century. But that is the current law, Mr. Rapporteur! It states: "The donor must have procreated. His consent and, if he is a member of a couple, that of the other member of the couple are collected." We are only asking for the continuation of provisions that are in force today, and that are not retrograde, since they were voted in 2011. Beyond that, it is the conception of the family that is at stake. You would like to disintegrate it to make it an addition of individuals bound by a contract – which translates into, for example, very concrete tax measures, since you want an individualization of the tax, which the levy prepares at source, while we defend familyization. On the contrary, we have a deep conviction that the family exists, and that the notion of a couple has a reality. It should not be overvalued, of course, but a gamete donation, it is still not annoyed, especially after anonymity has been lifted, if it is voted. It is a precautionary measure that we propose to you, and even a measure to affirm the reality of the couple in our society.
ParlaMint-FR_2019-09-27-E2017.u238	I call Mr Thibault Bazin to support Amendment No. 868.
ParlaMint-FR_2019-09-27-E2017.u239	[[Smile]] This is an editorial amendment, which deals with the possible revocation of consent. It is our wise colleague Gilles Lurton who proposes it to you, and I think you can trust him.
ParlaMint-FR_2019-09-27-E2017.u240	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u241	[[Smile]] Mr Bazin, you often use the term 'editing': every time you have to look very closely at the amendment in question, because you are trying to conceal your intentions.
ParlaMint-FR_2019-09-27-E2017.u242	[[Smile]] But no, but no!
ParlaMint-FR_2019-09-27-E2017.u243	I do, but I do. If we adopt this provision, which is contrary to the spirit of the law, we would not improve the security of the gift, since revocation could occur at any time, including when the gamete is handled as part of an in vitro fertilization. Opinion against this amendment, which is not drafting.
ParlaMint-FR_2019-09-27-E2017.u244	Mrs Tamarelle-Verhaeghe has the floor to support Amendment No. 2546.
ParlaMint-FR_2019-09-27-E2017.u245	I have not been able, because of a setback, to present my amendment No 2545; This is an amendment of withdrawal, on the same subject. This is a very complex issue, and to be honest, I will tell you that I do not know what the right solution is. The gift of gametes has little or no effect on the life of the couple; To think that this is a purely individual approach seems to me to be very reductive. Rather, in my view, it is a two-way commitment. These amendments therefore tended to make it clear that the gift is made to two, that it is a gift of the couple, since the fertility of one of the members of the couple conditions in some way that of the couple itself. These amendments also follow the reflections made by the CECOS federation, as well as the report of the OPECST – Parliamentary Office for the Evaluation of Scientific and Technological Choices – of 25 October 2018: by not requiring the consent, or the information, of the life partner, there is a risk of retaining a candidate for the donation whose partner would oppose the approach. This raises questions, especially in a context where anonymity will be lifted. Revelations may have consequences for a couple, one of whom would have ignored the other's gift. Moreover, a woman can hardly hide her gift – the spouse will be little or no known, due to the necessary medical procedures – while the reciprocal is not true. These two amendments wanted to ask this question, which I think is very real. On reflection, they seem to me too restrictive, since they impose, one, consent, and the other, information. But the problem is real: how to associate the couple with a gifting approach of one or the other of its members? We may be able to address this issue again. I withdraw the amendment.
ParlaMint-FR_2019-09-27-E2017.u246	I call Mr Thibault Bazin to support Amendment No. 2240.
ParlaMint-FR_2019-09-27-E2017.u247	This amendment, which my colleague Annie Genevard and I have tabled, is important. While it is perfectly normal not to impose follow-up studies on gamete donors, we believe that it is necessary to require the teams to propose them, and to conduct them if the donors accept them. Our society must make this commitment. [[Smile]] I agree with you, Mr rapporteur, that this amendment is not entirely drafting.
ParlaMint-FR_2019-09-27-E2017.u248	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u249	You are right, Mr Bazin, this amendment is not entirely editorial. We raised this issue yesterday; In a coherent manner, I shall again express an unfavourable opinion. Wishing for follow-up studies and systematizing them by imposing them on people is not the same.
ParlaMint-FR_2019-09-27-E2017.u250	We do not want to impose them on people, but to force teams to lead them if people want to.
ParlaMint-FR_2019-09-27-E2017.u251	Mr Bazin, you will take the floor if you wish.
ParlaMint-FR_2019-09-27-E2017.u252	We prefer to write that a follow-up study "may" proposed to "is" proposed. We leave the choice clear to each other.
ParlaMint-FR_2019-09-27-E2017.u253	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u254	Same opinion.
ParlaMint-FR_2019-09-27-E2017.u255	The company must commit itself to proposing these studies!
ParlaMint-FR_2019-09-27-E2017.u256	Mr Bazin, would you like to speak?
ParlaMint-FR_2019-09-27-E2017.u257	[[Smile]] No, Mr. President, I don't want to use my group all the time!
