ParlaMint-FR_2019-10-02-O1004.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1004.u145	Sophisticated!
ParlaMint-FR_2019-10-02-O1004.u146	You admitted it yourself a moment ago, Mr. Lachaud: you disavowed yourself by speaking of the American companies located in France and nevertheless forced them to pass on the information available to them abroad. A French server owned in France by an American company would also be forced to do so. I'm sorry, but your amendment makes no sense. Its actual content contradicts the objective that you claim to assign to it.
ParlaMint-FR_2019-10-02-O1004.u147	You're sophistic, rapporteur! And you don't answer on the bottom!
ParlaMint-FR_2019-10-02-O1004.u148	What is important is what is said later in the same paragraph: the integrity of the data is guaranteed by the State, its protection is organised by the State; This is why the Biomedicine Agency, and only it, will be able to keep them. [[Applause on a few benches of the LaREM group]] I therefore strongly maintain my unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u149	And tomorrow, Microsoft will win the call for tenders...
ParlaMint-FR_2019-10-02-O1004.u150	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-10-02-O1004.u151	Madam rapporteur, I regret to say that you have not convinced me. You argue that what the amendment demands is not within the scope of the law; However, this should be the case. I am attached to the strength of the law; However, here, it is a matter of eminently personal data; No one will disapprove of it. Paragraph 19 sets out the tasks of the Biomedicine Agency in this regard; Well, the amendment gives him the means to exercise them and imposes a requirement of result.
ParlaMint-FR_2019-10-02-O1004.u152	No!
ParlaMint-FR_2019-10-02-O1004.u153	Parliament – this is perhaps a point on which we differ – must be associated with this requirement. Let us let him do his part: to ensure that we give ourselves the means to guarantee the protection of data which no one will dispute that they cannot be marketable in any form. You have taken the example of the United States – and other countries in the world; We know enough what has happened to other data intrinsically related to the health of individuals and marketables to avoid moving in this direction. It's about the protection of the person.
ParlaMint-FR_2019-10-02-O1004.u154	Yes!
ParlaMint-FR_2019-10-02-O1004.u155	Mr Jean-Paul Lecoq has the floor.
ParlaMint-FR_2019-10-02-O1004.u156	I understand what the rapporteur has said: the cases she has mentioned lead to questions. At the time of digital society and with regard to a large number of sensitive or even ultrasensitive data, not only in the field of bioethics but also, for example, in military matters, should our country not have a national society responsible for managing digital data and entirely under the control of the State? Thus, no intervenor outside our Republic would have the right to own and exploit this data. It would be consistent with the spirit of the amendment to supplement it with a call to create a similar public data service.
ParlaMint-FR_2019-10-02-O1004.u157	Mr Olivier Marleix has the floor.
ParlaMint-FR_2019-10-02-O1004.u158	[[Smile]] If the rapporteur does not have blind confidence in our colleague Lachaud, which I can understand, I invite her to refer to the excellent report that the Prime Minister commissioned from Raphaël Gauvain, Member of Parliament for the majority. It details the risks to which US legislation, including what is known as the Cloud Act, exposes all sorts of data stored in France, and recommends that we protect ourselves with a legislative initiative. [[Applause on several benches in the LR group]] I really find it a pity that we are rationalizing the opportunity to do so provided by Mr Lachaud's amendment. According to the latter, the data would be hosted not only in France, but by a company governed by French law, which would therefore not comply with the injunctions of American law. This would save us time by simply adding to the text the word "French", which, after all, is not a big word.
ParlaMint-FR_2019-10-02-O1004.u159	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-10-02-O1004.u160	I listened carefully to the arguments that the rapporteur opposed Mr Lachaud. As is often the case, the substance of the amendment must be distinguished from its form: if I can admit that its form is not entirely satisfactory, it must not be used as a pretext to sweep the substance of the amendment away from it. If we underestimate the speed at which, in the field of information and communication technologies, evil men of all hairs are able to work to damage hypersensitive data, then we are completely next to the plate! Let's imagine that one day we are victims, in France, of a breach of this data, of a leak or what I still know, which I obviously do not wish: we would look rather curiously at those who, in 2019, would have passed a new bioethics law without showing enough caution in this regard.
ParlaMint-FR_2019-10-02-O1004.u161	All right!
ParlaMint-FR_2019-10-02-O1004.u162	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u163	I would like everyone to have this in mind, even if we will come to it at a later stage: if Article 3 is to be implemented in three stages, and if the second of these steps takes about 18 months, it is precisely because we pass through CNIL to set up the commission and register deposited with the Agency for Biomedicine, and because it is it that will guarantee the methods of preserving the preserved data. Before you vote, I would like to draw your attention to the fact that by adopting the amendment as it stands – that is, Mr Saulignac, in a form that has nothing to do with the basic idea – you would allow an American, Russian or Chinese company to move to France, using a French server, to keep personal medical data of French citizens.
ParlaMint-FR_2019-10-02-O1004.u164	No!
ParlaMint-FR_2019-10-02-O1004.u165	She can already do it!
ParlaMint-FR_2019-10-02-O1004.u166	[[Exclaims on various benches]] I'd be very worried about that. That is why, in the light of company law, I strongly advise you not to vote for it.
ParlaMint-FR_2019-10-02-O1004.u167	Here's a triple back salto!
ParlaMint-FR_2019-10-02-O1004.u168	Welcome to Absurdia!
ParlaMint-FR_2019-10-02-O1004.u169	We'll fix it at second reading!
ParlaMint-FR_2019-10-02-O1004.u170	I put to the vote Amendment No. 2322.
ParlaMint-FR_2019-10-02-O1004.u171	The result of the vote is as follows: Number of voters 87 Number of votes cast 87 Absolute majority 44 For adoption 38 Against 49
ParlaMint-FR_2019-10-02-O1004.u172	Little!
ParlaMint-FR_2019-10-02-O1004.u173	That's too bad! The least ethic is on!
ParlaMint-FR_2019-10-02-O1004.u174	Amendment No 1471 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-02-O1004.u175	Mrs Anne-France Brunet has the floor to support Amendment No. 1054.
ParlaMint-FR_2019-10-02-O1004.u176	It is intended to explicitly include in the bill the form of the newly created database in section 3 and to regulate the creation of that database. More specifically, it is a matter of centralizing the data already in the possession of the MPA centres within a single database managed by the Biomedicine Agency. First, this centralization would provide a historical and cross-sectional view of the data, thus avoiding inbreeding or the donation of the same donor in several centres. Secondly, it would facilitate contacts for donors as well as for children born from a donation before the new law, as well as the collection of medical data.
ParlaMint-FR_2019-10-02-O1004.u177	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u178	During the auditions, I was very embarrassed when it came to matching. A priori illegal, since genetic selection is not supposed to be carried out, it has nevertheless been practiced so far, in particular because of the culture of secrecy that prevailed in relation to AMP: the child had to have physical characteristics that corresponded to the father in order not to disturb the family unit. As we now remove the culture of secrecy and any taboo about the MPA, matching practices, even less justified than before, should not be strengthened through the Biomedicine Agency's register. That would be contrary to the objective of the text. Request for withdrawal or unfavorable notice.
ParlaMint-FR_2019-10-02-O1004.u179	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u180	Same opinion.
ParlaMint-FR_2019-10-02-O1004.u181	Mrs Anne-France Brunet has the floor.
ParlaMint-FR_2019-10-02-O1004.u182	I have certainly expressed myself wrong: it is not at all a question of matching, but of having a historical vision by centralizing all the information that will be recovered in any case by the Biomedicine Agency, so as to ensure, for example, that the maximum number of children from the same donor is not exceeded, or to make the information available to children born of a donation before this bill – in short, to fluidize the information.
ParlaMint-FR_2019-10-02-O1004.u183	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u184	However, this is what your amendment says: the doctor who wishes to propose an appropriate match is addressed to the Agency for Biomedicine.
ParlaMint-FR_2019-10-02-O1004.u185	Oh, no, that's not my amendment!
ParlaMint-FR_2019-10-02-O1004.u186	We are talking about Amendment No 1054, Madam rapporteur.
ParlaMint-FR_2019-10-02-O1004.u187	This is the first time since the beginning of the examination of the text, but I did not have the right amendment in front of me... I apologize, my dear colleague: I was referring in advance to Amendment No 1249. As for Amendment No 1054, which proposes the establishment of a register of donors, it is satisfied with the text since it provides for the creation of such a register, held by the Agency for Biomedicine. The committee's opinion is therefore unfavourable.
ParlaMint-FR_2019-10-02-O1004.u188	Mrs Anne-France Brunet has the floor.
ParlaMint-FR_2019-10-02-O1004.u189	Indeed, paragraph 19 tends to create a database, but it is not indicated anywhere that the data will be retrieved in such a way as to provide a history to facilitate communication and contact.
ParlaMint-FR_2019-10-02-O1004.u190	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u191	This text establishes a register of non-identifying and identifying characteristics of donors, because we need to keep very specific data for children's access to their origins and it is a matter of securing the possibility of recovering this data in 18 years or more. For all children born from a donation prior to the said register, therefore before the change of regime to the old, in which the consent of the donors to the access of the child to such data was not provided, to the new regime where their consent is mandatory, there is no need to provide such access. Children born to date of a gift will not have access to information about their origins, since the text we are looking at will not be retroactive. But I would remind you that CECOS keeps all the data they have on donors and on recipient couples, in case, for example, they are questioned about a risk of inbreeding. You are proposing, Madam Member, that all the information from the CECOS, including the information before this future law, be brought back to the new register. I do not see the usefulness of this, since it is already included in the activity report and in the medical and scientific report of the Agency for Biomedicine, and as such it recovers and centralises the data of the CECOS. There is no reason why these earlier data should be included in the new database, which will only apply to new donors of the new regime. I confirm the unfavorable opinion on this amendment, which would totally and unnecessarily increase the database.
ParlaMint-FR_2019-10-02-O1004.u192	I call Mr Michel Castellani to support Amendment No. 1249.
ParlaMint-FR_2019-10-02-O1004.u193	This amendment by our colleague Sylvia Pinel reads as follows: "The doctor who wishes to access the non-identifiable data of the donors and the information on the conservation of gametes or embryos with the aim of proposing to a person who uses reproductive medical assistance an appropriate match is addressed to the Agency of Biomedicine which transmits to him non-identifiable data and the place of conservation of gametes or embryos. It is known that pairing is done on the basis of certain biological or morphological characteristics, and the amendment is intended to facilitate it for those who use a gifted MPA. As soon as a national donor register is to be established under the auspices of the Biomedicine Agency to allow access to origins, its existence should also be able to help doctors guide their patients or transfer gametes to facilitate matching.
ParlaMint-FR_2019-10-02-O1004.u194	All right!
ParlaMint-FR_2019-10-02-O1004.u195	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u196	I have answered earlier by mistake on this amendment... Unfavorable opinion, as on the other amendments on pairing. I would like to highlight the point raised in his summary statement, namely the difficulty that members of minority ethnic groups may encounter in obtaining satisfaction. This is due to the fact that there are fewer donations within these groups and that there has been a systematic attempt to make matchings based on appearance. As soon as the logic of pairing linked to physical characteristics is abandoned, these people will no longer be on a longer waiting list than others. I prefer an AMP without forced and automatic matching, and that allows everyone to move forward in their parenting project.
ParlaMint-FR_2019-10-02-O1004.u197	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u198	Same opinion.
ParlaMint-FR_2019-10-02-O1004.u199	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-10-02-O1004.u200	Madam rapporteur, this amendment, which I have co-signed, does not propose a forced match: you have understood that it concerns some ethnic minorities in which, moreover, pairing is already taking place.
ParlaMint-FR_2019-10-02-O1004.u201	Yes, today.
ParlaMint-FR_2019-10-02-O1004.u202	However, these applicants may apply to a centre where there will be no compatible donor. Therefore, the extension of their research to all centres through the Biomedicine Agency seems to us a way to shorten even longer delays for them, especially in centres where there are few donors. It would be rather a guarantee of the effectiveness and efficiency of the text than an obstacle. Hear that argument.
ParlaMint-FR_2019-10-02-O1004.u203	I have before me two identical amendments, Nos 1040 and 2008. I call Mr Maxime Minot to support Amendment No. 1040.
ParlaMint-FR_2019-10-02-O1004.u204	Defended, because of the time schedule, Mr. President.
ParlaMint-FR_2019-10-02-O1004.u205	I call Mr Bruno Fuchs to support Amendment No. 2008.
ParlaMint-FR_2019-10-02-O1004.u206	[[Smile]] Defended, but not because of the time schedule.
ParlaMint-FR_2019-10-02-O1004.u207	What is the committee's opinion on these two amendments?
ParlaMint-FR_2019-10-02-O1004.u208	This is still the issue of access to consent to donation in addition to access to non-identifiable and identifiable data. I think we have already responded. Unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u209	Amendment No 1717 by Mr Christophe Naegelen is being defended.
ParlaMint-FR_2019-10-02-O1004.u210	I call Mrs Emmanuelle Anthoine to support Amendment No. 961.
ParlaMint-FR_2019-10-02-O1004.u211	It is proposed that paragraph 20 be supplemented by the following sentence: "If the person is a protected adult, the person makes the application himself or herself. This clarification would allow the case of protected adults to be taken into account.
ParlaMint-FR_2019-10-02-O1004.u212	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u213	I understand the objective pursued, but the case of the protected majors is already provided for in the text. This clarification is not useful. Request for withdrawal.
ParlaMint-FR_2019-10-02-O1004.u214	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u215	Same opinion.
ParlaMint-FR_2019-10-02-O1004.u216	I have before me a number of amendments, Nos 1766, 994 corrected and 2010 corrected, which may be subject to joint discussion. Amendments Nos 994 corrected and 2010 corrected are identical. Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 1766.
ParlaMint-FR_2019-10-02-O1004.u217	As mentioned above, it is proposed to provide parents with access to non-identifiable donor data. This amendment responds to a request from the parents we have heard.
ParlaMint-FR_2019-10-02-O1004.u218	Amendments Nos 994 corrected by Mrs Bérengère Poletti and 2010 corrected by Mr Bruno Fuchs are defended. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2019-10-02-O1004.u219	I am not going to go back to what I explained earlier: I am hearing this interesting proposal personally, but I think we are not prepared collectively, since the committee has rejected them. In the absence of a withdrawal, the opinion would therefore be unfavourable.
ParlaMint-FR_2019-10-02-O1004.u220	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u221	Same opinion.
ParlaMint-FR_2019-10-02-O1004.u222	Mrs Geraldine Bannier has the floor to support Amendment No. 1189.
ParlaMint-FR_2019-10-02-O1004.u223	After paragraph 20, it is proposed to insert a new paragraph providing that data relating to third-party donors, their donations and persons born as a result of such donations, already held by the bodies and institutions referred to in the third paragraph of Article L.2142-1, shall be kept by them for a limited and adequate period of not less than eighty years. This amendment is important to me, because we do not know exactly what the practices have been in the CECOS, whether the files have been kept twenty years, thirty years or forty years... But if one wants to correctly apply VII.–B and VII. – C of Article 3, i.e. allowing third-party donors whose gametes have been used before this Law or the children who are the result of them to make themselves known to the Commission, it is imperative that the data collected in the CECOS be kept for a period of not less than eighty years.
ParlaMint-FR_2019-10-02-O1004.u224	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u225	This amendment reflects what happened during the hearings, where we were uncomfortable hearing the response of the representatives of the Federation of CECOS when we asked them about data retention. It is clear that the text of the law, as currently drafted, mainly concerns children to come and that no automatic collection of data from previous CECOS donors to the Biomedicine Agency is foreseen. But the question arises. The amendment is intended, I believe, to oblige CECOS to transfer its information on these donors to the Agency for Biomedicine, the latter having to preserve them for the same period as is foreseen for data after the entry into force of the Act. The Commission had given an unfavourable opinion because of the disparity in information held by CECOS. But it is true that, since then, we have made progress on the possibility for donors of the old system to come forward to the new commission to allow access to their non-identifiable data or even to their identity. And since this would only be the transfer of data already held by the CECOS without, let us agree on this, that it does not imply the automaticity of their provision to any child born of an IAD, I personally express a favourable opinion.
ParlaMint-FR_2019-10-02-O1004.u226	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u227	This amendment does not seem necessary, since my department will propose to all donors of the old regime that they make themselves known to the data access commission without automatically going through the CECOS. However, I understand the concerns expressed, since, under the law governing medical records, such data are kept for forty years rather than eighty years. I propose that you withdraw it, Madam, and that we work during the parliamentary shuttle to be more in line with what you want.
ParlaMint-FR_2019-10-02-O1004.u228	Mrs Bannier, is the amendment withdrawn?
ParlaMint-FR_2019-10-02-O1004.u229	Withdrawn after the Minister's proposal.
ParlaMint-FR_2019-10-02-O1004.u230	I have before me a number of amendments, Nos 1585, 1730, 2007, 1611, 1041, 1000 corrected, 2119 and 2005, which may be subject to joint discussion. Amendments Nos 1585, 1730 and 2007 are identical. Mr Jean-Louis Touraine has the floor to support Amendment No. 1585.
ParlaMint-FR_2019-10-02-O1004.u231	Donors generally expressed a desire to know whether their altruistic act had helped couples, whether their donation had been useful. That is why this amendment proposes to give them the opportunity to know the number of births that their donation has allowed, as well as the sex and year of birth of any children. Of course, this would not be information about the identity of children. It's very important to them. I would add that this request is relayed by the Fédération française des CECOS, which considers this transfer of information to be entirely legitimate.
ParlaMint-FR_2019-10-02-O1004.u232	Mr Didier Martin has the floor to support Amendment No. 1730.
ParlaMint-FR_2019-10-02-O1004.u233	As the rapporteur said earlier that she was moving in a direction indicated in the amendment, I hope that she has made further progress and I will continue to do so.
ParlaMint-FR_2019-10-02-O1004.u234	I call Mr Bruno Fuchs to support Amendment No. 2007.
ParlaMint-FR_2019-10-02-O1004.u235	I found that this request by the French Federation of CECOS was entirely legitimate. Indeed, the donor is being asked to consent to the revelation of his identity, but it would be both illogical and brutal to inform him unannounced of the demand of the young person concerned. It would therefore be normal to allow the donor to prepare, knowing whether his donations were used. This is an element of reciprocity: on the one hand, children born of an MPA are allowed access to their origins; On the other hand, the donor is being prepared to receive these applications.
ParlaMint-FR_2019-10-02-O1004.u236	Mrs Bérangère Couillard has the floor to support Amendment No. 1611.
ParlaMint-FR_2019-10-02-O1004.u237	It is very similar to Mr. Touraine's. Again, it is not a question of creating a link between the donor and the child from that gift. However, it seems to me quite crazy that a donor is not even informed of the number of children born of his gift. I understand that there are a maximum of eight children per donation, and we discussed them in committee. But if a first child does a search, the donor will necessarily wonder how many others are likely to come to him: one, six, eight?
ParlaMint-FR_2019-10-02-O1004.u238	This can go up to eleven!
ParlaMint-FR_2019-10-02-O1004.u239	Whatever. The question is whether or not the donor is given this information. We do not want to create a link, but simply make sure that the donor knows how many children who have grown up could ask for anonymity to be lifted. That seems to me a minimum.
ParlaMint-FR_2019-10-02-O1004.u240	I call Mr Maxime Minot to support Amendment No. 1041.
ParlaMint-FR_2019-10-02-O1004.u241	I will be brief, not only because of the time schedule but also because my colleagues have presented these amendments perfectly. It does make sense for the donor to know the number of children born of his gift. This would not take away anything from anyone and would be a step forward for all donors.
ParlaMint-FR_2019-10-02-O1004.u242	Amendment No 1000 corrected by Mrs Berengère Poletti is being defended. Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 2119.
ParlaMint-FR_2019-10-02-O1004.u243	I defended the same amendment just now, and after the rapporteur's reply, I would like to make a point: it is not a question of asking the donor to receive a share at every birth! That is neither the meaning nor the purpose of this amendment. We simply wish that the donor can be informed of the number of children who may have been born from his or her donation, and this at the end of the process, when the donation will no longer be used. This proposal is, moreover, received in a rather favourable way by the CECOS.
ParlaMint-FR_2019-10-02-O1004.u244	Amendment No 2005 by Mr Bruno Fuchs is being defended. Before giving you the floor to give the opinion of the committee, the rapporteur, I would just like to point out that we have indeed had this debate on paragraph 18. It would have seemed appropriate to associate both.
ParlaMint-FR_2019-10-02-O1004.u245	I'm not in charge of organising the debates, Mr. President!
ParlaMint-FR_2019-10-02-O1004.u246	You have nothing to do with it, it was a general remark. You mustn't feel targeted, rapporteur!
ParlaMint-FR_2019-10-02-O1004.u247	No, Mr President, and I even agree with your comment, since I, for my part, have to repeat the same arguments. The good thing is that it allows us to think several times about the same subjects... I wanted to refer, perhaps naively, to the definition of "gift. " It is defined in two ways: "the act of abandoning property or the enjoyment of something to someone free of charge," and "what is abandoned to someone without receiving anything from him in return." Through your amendments, you are opening up another area of debate. I hear the question of how many children will come from the gift. Why, however, would the donor be entitled to this information? Is it not precisely the result of this unselfish and gratuitous otherness, which does not entail an obligation of result or follow-up and leaves to each child born of an ADI the freedom to manifest himself or herself by his or her majority? I do not know whether it should be said today that a gift, which is supposed to be completely disinterested, must give rise to information as to its outcome.
ParlaMint-FR_2019-10-02-O1004.u248	Yes, I do!
ParlaMint-FR_2019-10-02-O1004.u249	It's kind of bothering me. The gift itself is limited to gametes – whether male or female – and genes. On the other hand, when, in a logic of obligation of result, one informs a person about the effectiveness of his gift, one speaks of human beings, of persons endowed with an individuality of their own. This text focuses above all on the singularity of these individuals, their humanity, their needs, their construction. He also claims that the donor's act is a responsible, generous, free and disinterested gesture. I stress this unselfish character of the gift, which requires the donor to agree to abandon knowledge, control over the outcome of this gift – which then leaves room for the history of each family. I therefore humbly issue a request for withdrawal or, failing that, an unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u250	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u251	The rapporteur's argument is very strong, and more conceptual than mine. When we draft legislation, as I have done with the entire Government in this case, we always consider its consequences, as you do on your part. So let's pull the thread: if the gamete donor was told the number of children born of his gift, nothing would prevent him from notifying his own children. They themselves might not understand his approach, imagine that they have half-brothers or half-sisters and start searching for them. All of this seems to me to be far from the spirit of the bill. In addition to what the rapporteur has said, I think we would be exposed to a drift. With this text, we do not subscribe to a reciprocal approach. We do not open up new rights, either for the donor or for the recipient couples: we simply take into account the individual suffering of the children born of the gift, who have not asked for anything and must be able to build themselves. That is what we are responding to. We do not wish to open new rights to donors or recipients, who must remain anonymous and unselfish.
ParlaMint-FR_2019-10-02-O1004.u252	All right!
ParlaMint-FR_2019-10-02-O1004.u253	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-10-02-O1004.u254	I hear your arguments, which were perfectly held before we introduced the possibility of removing the anonymity of the gift. As this is made possible, the donor may potentially receive a request from the individual from the donation, which has not been the case so far. This changes the situation: the donor, without pretending to get a "return" as you mentioned, the rapporteur, may wish to know what to expect in the future, and in particular whether he is likely to receive one, two, three requests, or none. Our vision has evolved as a result of the bill: we would not have made that request in the past. As soon as the guidance given to the text allows young people from a donation to apply to the donor, the donor may wish to prepare for it.
ParlaMint-FR_2019-10-02-O1004.u255	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-10-02-O1004.u256	I thank the rapporteur for this very good explanation, which I share, on the meaning of the gift. However, there is no question here of any interest of the donor, nor of reciprocity with the young person who will ask for access to his origin. It is simply a matter of showing respect for the donor who, twenty or twenty-five years after his gift, while his personal situation has changed greatly, is likely to be to say the least bruised, destabilized by the mail, call or email that he will receive. Perhaps we could point out by sub-amendment that the donor would be informed 18 years after his donation. This leaves a large period of time during which he would not care about anything, after which he would be warned of the possibility that a young person would request access to his origin. In any case, it does not seem to me to be possible to leave a donor in total uncertainty for twenty or thirty years, and then to bring a young person into his life brutally, with his personality and demands and which will certainly not remain there.
ParlaMint-FR_2019-10-02-O1004.u257	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2019-10-02-O1004.u258	The rapporteur herself described herself as naive, and I think it was her young age that dictated this term to her. In truth, there is no psychiatrist or psychoanalyst to claim that there is a gift without counter-donation. Counter-donation is not a reward, an advantage, a return on investment: it is nothing but consideration, expected by the person making an altruistic gesture. However, this consideration cannot be exercised if this gesture remains lost in an ocean of uncertainty, without the author knowing what happens to it. The correction, in the words of Mr. Fuchs, that one owes to someone who helps people in difficulty, is simply to inform them. I also propose that this information be communicated only to third-party donors who request it: it is not an obligation. All commentators stressed this: we are no longer in the configuration of old. All the countries that preceded us have noticed that the donor profile changes when access to origins is given. Until now, the donor did not want to have any further contact, do not know what he would have had of his gift. Tomorrow, he will know that among the children born of this gift, some will contact him from the age of 18. In this new configuration, the Working Party will wish to be kept informed. This desire seems totally legitimate to me and we would be disrespectful and disrespectful in refusing to respond to it. All too often, in our law, we exonerate ourselves from the consideration due to the one who gives by asking nothing in return, other than information.
ParlaMint-FR_2019-10-02-O1004.u259	That's right!
ParlaMint-FR_2019-10-02-O1004.u260	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-02-O1004.u261	I do not always agree with Mr Touraine, but in this case I fully agree with him. I do not believe that the gift of gametes and the gift that you referred to in the definition, the rapporteur, can be placed on an equal footing, i.e. a material gift. Even for a blood donation, which can save a life, the donor will not spontaneously ask for information about its use. It's very different. Jean-Louis Touraine spoke of consideration; I'll talk about anticipation. Contrary to current legislation, which guarantees the total anonymity of the donation, this text represents a double penalty for the altruism of the donor. The donor is forced for the first time when he is explained that his identity could be revealed to the person born of his gift – the first constraint that can, as we know, have an impact on the number of donors in France. He then suffers the double penalty because he is forbidden to have access to very simple information, and for the unidentifiable blow, which consists of whether his gift gave birth to zero, one or ten – plus one – children maximum. This could allow him to prepare himself and prepare his family – who may not know that, twenty years ago, he donated gametes – at a time when the doorbell of the house could sound and someone could come, not to ask him for accounts but to look for a relationship to which neither he nor his family are ready. These are therefore amendments of common sense. It is not a question of putting different concepts on a level of equality in terms of rights, but of testifying, according to the word used very rightly by Mr. Touraine, a minimum consideration to the donor.
ParlaMint-FR_2019-10-02-O1004.u262	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-02-O1004.u263	We are here on a ridge between many of our ethical principles. If we raise anonymity, it's for the kids. If it weren't for them, we wouldn't, because this approach calls into question the principle of free gift, in which nothing is expected in return. This is the case when you donate blood without knowing who it will be used for: it is a free, altruistic and uncompromising gift, which you simply hope will save lives. We must not pave the way for the idea that tomorrow, when we give our gametes, we may be able to wait for something in return. This is the way these amendments are taking. We are really on a ridge line, and it is the issue of biological origins that arises. I ask again: what about the child born to a single parent in terms of filiation? It is clear that a donor who would have wished to have children but to whom life has not allowed him, twenty years later, could have great expectations. We must therefore be able to lay down safeguards. I repeat: to remove the anonymity of the donor is justified only by the interests of the child. Let's stay there. Let us be guided by the interests of the child and not completely question the gratuity of the gift.
ParlaMint-FR_2019-10-02-O1004.u264	Very well said.
ParlaMint-FR_2019-10-02-O1004.u265	Mr Didier Martin has the floor.
ParlaMint-FR_2019-10-02-O1004.u266	Donation in kind, people naturally from this gift: this is what we are talking about. Yes, the gift must remain free, altruistic and anonymous. While each donor may have the happiness of participating in a loving family welcoming a child into his or her womb, revealing to him or her that his or her gift has allowed this natural transformation within a new loving family is not a counterpart: it is only a matter of giving meaning to this gift and of generating new donors. In proposing this amendment, I have no intention of paying for donations in any way, but I think I am defending an altruistic and natural approach: every donor is entitled to know what happened to his or her donation. Moreover, I would point out that professionals and associations have defended the meaning of this amendment.
ParlaMint-FR_2019-10-02-O1004.u267	Mr Jean-François Eliaou has the floor.
ParlaMint-FR_2019-10-02-O1004.u268	I am not sure that this debate is going to the bottom of the question. Without going back to Mr Bazin's arguments, I would like to say two things. First of all, there will be no coercion or double punishment because, once the law is enacted, the donor will know the rules. On the other hand, I do not know how I would react to the situation of a donor who wants to know how many children he has helped to conceive and who would be told that there have been none, or that his gametes have not been used. The question would arise in terms of utility and not without generating frustration: why other gametes, and not mine? This would create complicated situations, which I do not think corresponds to the spirit of the text. Indeed, as Mr Bazin has said, it is first and foremost the child that must be taken into account, and it is in this direction that we must go.
ParlaMint-FR_2019-10-02-O1004.u269	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-02-O1004.u270	[[Smile]] I am not sure that my remarks will shed much light on the House, but rather I disagree with what has just been said. It seems to me that our debate stems quite naturally from the one that took place yesterday and that such questioning is inevitable. But maybe we misunderstood each other.
ParlaMint-FR_2019-10-02-O1004.u271	There's an impact!
ParlaMint-FR_2019-10-02-O1004.u272	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u273	The exchanges we have just attended have been rich. First of all, I would like to point out that there is no lifting of anonymity,...
ParlaMint-FR_2019-10-02-O1004.u274	That's not what the National Ethics Advisory Committee says!
ParlaMint-FR_2019-10-02-O1004.u275	... because it remains between the donor and the recipient: it is only a question of consecrating the possibility of access to the origins, to the benefit of the child who has become a major.
ParlaMint-FR_2019-10-02-O1004.u276	We are talking about the donor in these amendments.
