ParlaMint-FR_2019-10-03-O1008.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-03-O1008.u104	I understand the logic of your remarks, Mrs Genevard: the Civil Code sets out the principle of banning the GPA to which we are very attached, as we have repeated, because we consider it a strong principle of our law. There are also many repressive provisions – the rapporteur has listed them and I will not mention them. However, we have a comprehensive system of repression that concerns foster parents, the biological mother, intermediaries, the legal or natural person involved – in short, every GPA actor can now be prosecuted.
ParlaMint-FR_2019-10-03-O1008.u105	How many are convicted?
ParlaMint-FR_2019-10-03-O1008.u106	The system is complete and the penalties are diverse and quite strong. The intermediary, for example, is punished with one year's imprisonment and a fine of 15,000 euros – and I will be able to continue listing for each of the above-mentioned actors. The only limit that is imposed on us, as the rapporteur has pointed out, naturally concerns GPAs carried out in states that allow this practice. It goes without saying that even in the case of French nationals, we cannot prosecute if no constituent act has been committed on French territory. This limitation is linked to the general principles of criminal law. This does not mean, however, that there is no repression. I can tell you, for example, that an offence of intermediary for pregnancy on behalf of others was found in 2015 and another in 2016. In 2015, four intermediate offences for the adoption of a child who has been abandoned were found – you know that there are two types of intermediaries: the one that is intended to take a child abandoned by the mother who gave birth to the child and the one that is proposing a contract. As for the offence of provoking the abandonment of a born or unborn child, one conviction was handed down in 2011, another in 2014, then seven in 2015 and twelve in 2016. In other words, convictions are handed down. I can also refer to convictions for voluntary substitution and simulation or concealment that have led to an infringement of a child's civil status. Eight convictions were handed down in 2010, five in 2011, two in 2012, nine in 2013, eight in 2015, nine in 2016 and so on. Clearly, ladies and gentlemen, there is a ban and we have a repressive mechanism that is being applied. However, he knows the limits that I have outlined and on which I do not see at this stage how we can return.
ParlaMint-FR_2019-10-03-O1008.u107	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-10-03-O1008.u108	The weakness of the figures you are quoting, Madam Minister, clearly shows all the limitations of the scheme. We told you that the GPA would be invited in the debate.
ParlaMint-FR_2019-10-03-O1008.u109	Yes!
ParlaMint-FR_2019-10-03-O1008.u110	You're inviting him!
ParlaMint-FR_2019-10-03-O1008.u111	We told you that at the first meetings of the special committee. However, the GPA was not only invited to the debate, but was partially successful with the adoption of Mr Touraine's amendment.
ParlaMint-FR_2019-10-03-O1008.u112	You know perfectly well that it has nothing to do with it!
ParlaMint-FR_2019-10-03-O1008.u113	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-03-O1008.u114	Tonight, I am very sad for my country, because what I feared most for this debate has happened. With the adoption of Amendment No 1591 by Mr Jean-Louis Touraine, you have deliberately set foot in the door of the legalization of GPA in France.
ParlaMint-FR_2019-10-03-O1008.u115	Yes!
ParlaMint-FR_2019-10-03-O1008.u116	[[Annie Genevard, Thibault Bazin and Agnes Thill applaud]] Ministers, you were telling us to stop our fantasies, because GPA would never be allowed. Unfortunately, this evening we are caught up in the majority vote, which adopted Mr Touraine's amendment: the GPA is now at our door, and you have done nothing! All the warranties you gave us just broke out. Tonight, I have a nightmare in this House. I'm sad for our country.
ParlaMint-FR_2019-10-03-O1008.u117	No confidence!
ParlaMint-FR_2019-10-03-O1008.u118	Mr Dominique Potier has the floor.
ParlaMint-FR_2019-10-03-O1008.u119	I wasn't chattering during the examination of this bill, and I think that's the first time I've spoken. I do it by shaking, because in my ranks, my position is, to say the least, iconoclastic. Having missed a train, these are the coincidences of life, I was unable to take part in the vote on the amendment proposed by our colleague Jean-Louis Touraine, whom I have known for some years and whose philosophical and political positions are totally contrary to mine. We confront our ideas with friendship and respect, but I regret to have missed the vote on his amendment, having arrived too late and having not grasped his stakes. I would like to take advantage of this moment, knowing that I may no longer be involved in this debate, to inform you of what I am going to publish in the press in the next few days. This rostrum expresses my position as carefully and carefully as possible, which I would have been wrong to reserve to the press and not to expose in this House. Our coming into the world and the end of life have this in common that they illuminate the deep meaning of our personal and common humanity. It is at these boundaries of the intimate and the universal that the bioethics bill envisages opening up new possibilities, as we see this evening. The time has come for everyone to take part in the debate in conscience. I express my deep respect and gratitude to my political group, in which my position is a minority, but my freedom of vote and full expression. I believe deeply in an ethic of dialogue: we can share our doubts and convictions without violence or injury. Madam Minister, the keeper of the seals, I would like to stress, as I have already had the opportunity to tell you in private, how much I appreciate the very great civility which the Prime Minister, you yourselves, almost all the rapporteurs and most of the speakers are demonstrating in this very deep debate. I have witnessed this for hours, and that is to be credited to the executive and to all of our colleagues in the majority.
ParlaMint-FR_2019-10-03-O1008.u120	And opposition, right?
ParlaMint-FR_2019-10-03-O1008.u121	Yes, of all colleagues, of the opposition and of the majority. Democracy can emerge from this debate. Five beacons mark my reflection. The first is to evacuate any justification for the common good based on a natural or ancient order: this conception is alien to me. I believe in the Republic as a protective framework for individual freedoms and public space. I also believe that it is a crucible, where spiritual sources, in their diversity, can nourish the still unfinished quest for a common truth. Then, the cleavage, we have seen in our ranks and our debates, between progressives and conservatives is completely outdated and reducing. It eclipses the meaning we give to the progress and the vision of the human that it underlies. It is less a question of strengthening our relationship with tradition, which is not my case, than of confronting, with respect, our anthropological compasses. The quality of our discussions is due to the fact that everyone has been able to express their values, as well as the foundations of their commitments. The only archaic thing we have escaped for the time being would be to take advantage of an absolute and oblivious modernity of plurality. The most important point of my intervention tonight, on which my difference with many others among mine on the left is based on the idea that I believe, like Paul Ricœur, "it is through the feeling of injustice (...) that we enter into the search for the just". In my view, the biological inability to procreate, like finitude, is a constitutive of our human nature and is not part of the register of injustice.
ParlaMint-FR_2019-10-03-O1008.u122	Yes!
ParlaMint-FR_2019-10-03-O1008.u123	Science and technology now allow us to go beyond these limits. The only question I've had in the last few weeks is whether what we vote together will collectively humanize us or not. "All human beings are born free and equal in dignity and rights": Article 1 of the 1948 Universal Declaration of Human Rights constitutes, like the Republican triptych, my compass. They must become the thread of a reflection that cannot be reduced to mere evidence. I say here with great caution, equality must be put in dialogue with otherness, and freedom with responsibility for others. Fraternity, finally, must be thought not only in the dimension of a singular family project, for which I have a lot of sensitivity and attachment because I consider it a call to life, but also in what is at stake for all human relations. It is not a question of judging the existing situations, personal choices and life desires that they testify to. Nor is it a question of doubting our ability, since the dawn of time, to renew, through speech, the links that go back even beyond the origin. The challenge here is to measure the systemic and symbolic effects of what the law establishes. It is in this perspective that I admit a feeling of vertigo to the idea of recognizing a lacuniary filiation and a right to conceive alone, that the principles underlying medicine and social security are questioned, and that incidentally, take the idea of a "made-to-measure" conception, reducing the human being to its materiality. My questions, which do not have obvious answers, relate to the long-term consequences for children and society. My strongest warning, which alone justifies my opposition to this bill, is the risk of increased commercialization of life.
ParlaMint-FR_2019-10-03-O1008.u124	Yes!
ParlaMint-FR_2019-10-03-O1008.u125	Without the intention, I give you the credit, and despite the dikes that you built – although some may have fallen tonight – for the law to protect most of the human in its new rights, we take the risk, through a drift of liberal individualism, of consenting to a new servitude by freeing us from certain limits. [[Mrs. Agnes Thill applauds]] I attach great value to the idea that our humanity grows less in the manifestation of its omnipotence than in the consideration of its fragility. That is why I regret once again that I did not take part in the vote on Mr Touraine's amendment. After listening, I wanted to express my close conviction on the subject.
ParlaMint-FR_2019-10-03-O1008.u126	The rapporteur has the floor.
ParlaMint-FR_2019-10-03-O1008.u127	Spirits warm up and give themselves up to hasty conclusions. No barrier was crossed...
ParlaMint-FR_2019-10-03-O1008.u128	No denial!
ParlaMint-FR_2019-10-03-O1008.u129	Evil is done!
ParlaMint-FR_2019-10-03-O1008.u130	It's too late!
ParlaMint-FR_2019-10-03-O1008.u131	[[Exclaims on the benches of the LR group]] ... and the GPA is still banned in France, exactly the same way as before the vote on Amendment No 1591. The Civil Code and the Penal Code are not amended, and conventions for others remain outlawed in our country. The amendment does not relate to any provision of the Civil Code. It simply translates into the law a jurisprudence of the TGI of Paris on certain acts, which we discussed earlier.
ParlaMint-FR_2019-10-03-O1008.u132	You're overcrowded!
ParlaMint-FR_2019-10-03-O1008.u133	Our fundamental principles are not changed: GPA remains prohibited in France. There is no doubt about that.
ParlaMint-FR_2019-10-03-O1008.u134	You're overcrowded!
ParlaMint-FR_2019-10-03-O1008.u135	Mr Jean François Mbaye has the floor.
ParlaMint-FR_2019-10-03-O1008.u136	We must all be consistent in our remarks. In a 2009 report on the review of the bioethics law, which was not finally passed until 2011, the Senate had already considered this issue and had been progressive.
ParlaMint-FR_2019-10-03-O1008.u137	"Progressive" means nothing!
ParlaMint-FR_2019-10-03-O1008.u138	Yes, the Senate had been progressive! He had asked three questions: Is motherhood for others contrary to the dignity of the person? Is it contrary to the interests of the child? Is it contrary to the general interest? The Council of State had aligned itself with the Senate's report, which called for an improvement in the law on this point. At the time, the Prime Minister had asked the Council of State for a report on the development of legislation in this area. To tell us that the vote on Mr Touraine's amendment would mechanically lead to pregnancy for others is wrong; Indeed, since the beginning of the debate, we have heard the same arguments in the ranks of the Republican Group, namely that ovocative self-conservation or expansion of the LDC would be a gateway for GPA in France. Stop that fantasy!
ParlaMint-FR_2019-10-03-O1008.u139	We have proof that this was not a fantasy!
ParlaMint-FR_2019-10-03-O1008.u140	You don't guarantee it!
ParlaMint-FR_2019-10-03-O1008.u141	The rapporteur said that GPA would not be allowed. Let us stop this fantasy, GPA will not be introduced into our country. It is forbidden, and the conventions of surrogate mother are forbidden: let's look at reality in the face and stop being afraid! In 2009, when it came to studying the revision of the August 6, 2004 Bioethics Act, the Senate was in advance on this issue. He had thought about improving legislation on the subject, and the Council of State had taken up his ideas.
ParlaMint-FR_2019-10-03-O1008.u142	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-10-03-O1008.u143	I would like to go along the lines of the rapporteur and our colleague Jean-François Mbaye. Let us take the measure of Mr Touraine's amendment: it validates a very old legal principle, that of exequatur, which is the transcription in French law of a judgment given in a foreign country. In all proceedings for the enforcement of foreign judgments, the national judge shall recognize the judgment issued by a foreign authority. The judge says the law, but he doesn't. By putting your head in the sand and playing the Tartuffe by proclaiming a higher attachment to the interests of the child while refusing to actually defend it,...
ParlaMint-FR_2019-10-03-O1008.u144	What about the interests of women?
ParlaMint-FR_2019-10-03-O1008.u145	...we have arrived in the situation where the judge is obliged to do the law. The amendment...
ParlaMint-FR_2019-10-03-O1008.u146	Legalizes GPA practiced abroad!
ParlaMint-FR_2019-10-03-O1008.u147	... includes in the law the transcription of the judgment rendered by a foreign judicial authority with which France has signed an agreement, which the judge grants all the time in fact.
ParlaMint-FR_2019-10-03-O1008.u148	We're legalizing slavery!
ParlaMint-FR_2019-10-03-O1008.u149	The amendment aims to secure the situation of children as quickly as possible. The ECHR has given us freedom of choice in the establishment of filiation, but recommends us security and speed. We are speeding up a procedure that always has the same conclusion, namely, the transcription of the judgement. The amendment does nothing more, nothing less. It does not in any way open access to the GPA, either in the short or in the medium term, and simply does what should have been done for a long time to prevent the judge from replacing the legislator.
ParlaMint-FR_2019-10-03-O1008.u150	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-03-O1008.u151	We must not turn around the pot: my dear colleague Raphaël Gérard, are you in favour of the "ethical" GPA? My dear colleague Jean-Louis Touraine, are you in favour of the "ethical" GPA? Yes, you are! You have to take responsibility for it! We are opposed to any GPA.
ParlaMint-FR_2019-10-03-O1008.u152	Of course!
ParlaMint-FR_2019-10-03-O1008.u153	We are in favour of the universal abolition of GPA. We hope that France will take the lead in this fight. The Government had shown great intentions in that regard. What did he do? Nothing. Give your support to the "ethical" GPA! In our view, there can be no "ethical" GPA!
ParlaMint-FR_2019-10-03-O1008.u154	It's modern slavery!
ParlaMint-FR_2019-10-03-O1008.u155	We take that position. You take the children hostage, complaining to them because they don't have a civil status. Of course they have one!
ParlaMint-FR_2019-10-03-O1008.u156	No, they don't!
ParlaMint-FR_2019-10-03-O1008.u157	There's the Taubira circular!
ParlaMint-FR_2019-10-03-O1008.u158	[[Patrick Hetzel and Agnès Thill applaud]] You're in the pathos, but you mustn't abuse people. You are in favour of GPA, assume it! You're usually consistent, so make it clear! We will be alongside the Government in refusing GPA, yet the Government must say its opposition to GPA, even the so-called ethic, in France and internationally. France must be a pilot on this subject! She must be a leader! The dignity of the woman is at stake!
ParlaMint-FR_2019-10-03-O1008.u159	That's right!
ParlaMint-FR_2019-10-03-O1008.u160	Stop amusing people with your arguments on amendments!
ParlaMint-FR_2019-10-03-O1008.u161	We're being mocked!
ParlaMint-FR_2019-10-03-O1008.u162	It's a matter of substance. It's a matter of principle. Mr Touraine, you are among the inspirators of this text. All this is written in advance. We've been denouncing him for weeks. Now it happens before our eyes.
ParlaMint-FR_2019-10-03-O1008.u163	Of course!
ParlaMint-FR_2019-10-03-O1008.u164	The majority was not held, and Mr Touraine's amendment had been adopted. But it's nothing compared to what will follow! These are substantive issues. You want to break everything in family law. You deny body reality.
ParlaMint-FR_2019-10-03-O1008.u165	That's not true!
ParlaMint-FR_2019-10-03-O1008.u166	It is your right, and we oppose it. The question is what the Government is doing.
ParlaMint-FR_2019-10-03-O1008.u167	Exactly!
ParlaMint-FR_2019-10-03-O1008.u168	Ministers who are on the bench tonight must speak and say, "We don't want GPA! We don't want it anywhere! »
ParlaMint-FR_2019-10-03-O1008.u169	There is no ethical GPA!
ParlaMint-FR_2019-10-03-O1008.u170	All right!
ParlaMint-FR_2019-10-03-O1008.u171	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-10-03-O1008.u172	Mr Breton, I repeat here with great force and clarity that the Government is opposed to gestation for others.
ParlaMint-FR_2019-10-03-O1008.u173	But not the majority!
ParlaMint-FR_2019-10-03-O1008.u174	It is very clear that the Government is opposed to gestation for others and that the majority group, in its vast majority, is also opposed to gestation for others.
ParlaMint-FR_2019-10-03-O1008.u175	That's not what we saw tonight!
ParlaMint-FR_2019-10-03-O1008.u176	[[Exclaims on the benches of the LR group]] Ladies and gentlemen, Members of the Republican Group, I see that we are doing politics, but not on subjects of this nature, please!
ParlaMint-FR_2019-10-03-O1008.u177	We don't do politics!
ParlaMint-FR_2019-10-03-O1008.u178	It's a nightmare that's being imposed on us!
ParlaMint-FR_2019-10-03-O1008.u179	What have you done against the GPA, Minister?
ParlaMint-FR_2019-10-03-O1008.u180	[[Applause on a few benches of the LaREM group]] You know very well, first of all, what the Government wants, which reaffirms the principles that I have just reiterated before you; Secondly, that we apply the provisions in force, including the repressive provisions; And, thirdly, I repeat again, that we are establishing, for the children concerned, a civil status based on the biological father and on adoption. These kids aren't what they were called earlier a word I won't take back. They have a marital status, based on transcription for the biological father, and adoption for the other parent. [[Applause on several benches of the LaREM group]] I believe that we have achieved a balance that respects both the prohibitions and the interests of the child. I wanted to reaffirm this clearly in front of you.
ParlaMint-FR_2019-10-03-O1008.u181	It was therefore not necessary for Mr Touraine to table his amendment!
ParlaMint-FR_2019-10-03-O1008.u182	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-10-03-O1008.u183	[[Applause on several benches of the LaREM group. – Mr Maxime Minot, Mrs Elsa Faucillon and Mrs Danièle Obono also applaud]] Mr Breton called me, and I will answer him on a very personal ground. Mr Breton, if I were in any way in favour of ethical GPA, I would have been a father for several years and not in a four-year adoption process.
ParlaMint-FR_2019-10-03-O1008.u184	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-10-03-O1008.u185	[[Applause on several benches of the LaREM group. – Bruno Fuchs also applauds]] I repeat this to you, ladies and gentlemen, and especially to Mrs Limon: the question of the adoption procedure must be dealt with. In many instances, in many respects, we have encountered the difficulties it raises in our discussions. It will be a major part of the work we will have to do in the coming weeks.
ParlaMint-FR_2019-10-03-O1008.u186	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-03-O1008.u187	So far, when the question of GPA was raised, the Government exclaimed: "Fantasy of the opposition! That's nenni! There is no question of that! » But let us be clear: with the adoption of the Touraine Amendment this evening, we are creating a call for air.
ParlaMint-FR_2019-10-03-O1008.u188	Unbearable!
ParlaMint-FR_2019-10-03-O1008.u189	Legally, we make automatic the transcription, in French law, of the civil status certificate of children born to a GPA abroad. This is tantamount to saying that, of course, GPA is not allowed on French soil, but if you want to practice one, there is no problem, you just have to go abroad. As Xavier Breton pointed out, it is a matter of ethics. We believe that France must be a driving force, at the international level, in order to ensure that GPA is not practised anywhere, because it is neither more nor less than slavery.
ParlaMint-FR_2019-10-03-O1008.u190	Exactly!
ParlaMint-FR_2019-10-03-O1008.u191	[[Claims on several banks of the LaREM Group]] This evening, by allowing such an amendment to be adopted, you have just changed the debate, Madam Keeper of the Seals. We can no longer debate in confidence, because the members of the Government are not able to hold the positions they take on the bench.
ParlaMint-FR_2019-10-03-O1008.u192	Of course I do!
ParlaMint-FR_2019-10-03-O1008.u193	[[Mrs. Agnes Thill applauds. – Exclaims on the banks of the LaREM Group]] You gave us guarantees, you said, "GPA, never! You repeated it tonight. But, Madam Keeper of the Seals, as an experienced lawyer, you know very well that with this amendment, it is open bar for the GPA in the years to come!
ParlaMint-FR_2019-10-03-O1008.u194	You mustn't use words like that, Mr. Hetzel! You mustn't lie!
ParlaMint-FR_2019-10-03-O1008.u195	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-10-03-O1008.u196	[[Mrs. Agnes Thill applauds]] Of course, I totally disagree with what Mr Hetzel has just said. Together with Mrs Agnès Buzyn, I announce that the Government will request, pursuant to Rule 101 of the Rules of Procedure of the National Assembly, a second debate on Amendment No. 1591 on the GPA.
ParlaMint-FR_2019-10-03-O1008.u197	There you go! The message is very clear!
ParlaMint-FR_2019-10-03-O1008.u198	All right! The Government is calling for the end of recreation!
ParlaMint-FR_2019-10-03-O1008.u199	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-03-O1008.u200	I would like to respond to the Minister's comments. I will speak on behalf of the group after speaking with Gilles Le Gendre. [[Applause on a few benches of the LaREM group. – Mrs Agnes Thill also applauds]] We are pleased that the Government is asking for a second deliberation. I repeat here that our group is opposed to the GPA, that it considers that the ethical GPA does not exist, and that it intends to vote against the amendment in the second deliberation.
ParlaMint-FR_2019-10-03-O1008.u201	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-03-O1008.u202	[[Applause on the benches of the LR group and on several benches of the LaREM group]] I would like to say to our colleague Gérard that I am withdrawing my question on ethical GPA. I know the consistency of his convictions and I heard his argument. I withdraw my remarks intended for him, but I maintain those intended for Jean-Louis Touraine, whose consistency I also know!
ParlaMint-FR_2019-10-03-O1008.u203	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2019-10-03-O1008.u204	The Government has had words of wisdom, and we can speak again on the Touraine amendment. To paraphrase Jean Giono, words are alive when they are right! By revoking, we will be able to take a conscious position on the correctness of the amendment and on the points of vigilance that will determine our choice.
ParlaMint-FR_2019-10-03-O1008.u205	I call Mr Thibault Bazin to support Amendment No. 1840.
ParlaMint-FR_2019-10-03-O1008.u206	The hours and days that separate us from the end of our debates, and therefore from the second deliberation, will be long! We will need to mobilize heavily to avoid any facilitation of GPA, both abroad and in our country. I would like to return to the issue of sanctions. It is known that several hundred GPAs were carried out abroad for the benefit of French citizens. The question, ministers, is whether you will apply tomorrow to those who are considering this type of project, which I dare not call parental, the penalties provided for by the law. Will you strengthen the existing provisions? We have several proposals in this regard. The purpose of this amendment is to strengthen sanctions against agencies organising this trafficking in human beings, by doubling the penalties provided for by law. We must be truly dissuasive.
ParlaMint-FR_2019-10-03-O1008.u207	What is the opinion of the committee?
ParlaMint-FR_2019-10-03-O1008.u208	Mr Bazin, I understand the objective that you are pursuing, but by doubling the penalties for the offence of brokering a GPA abroad, it seems to me that the amendment is missing its purpose. For it to be effective, reciprocity of incrimination would be necessary. I therefore believe that this would not work, and that, moreover, it is not the subject of the text. It is time to complete the consideration of article 4. Unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u209	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u210	Same opinion.
ParlaMint-FR_2019-10-03-O1008.u211	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-03-O1008.u212	I am pleased that our strong interventions brought the Government back on the vote that took place earlier.
ParlaMint-FR_2019-10-03-O1008.u213	No, no, no, no, no, no, no,
ParlaMint-FR_2019-10-03-O1008.u214	The majority group, especially!
ParlaMint-FR_2019-10-03-O1008.u215	At least a new vote will take place! We will see the result. Nothing's played. This shows how important it is to have time to debate. Amendment No 1840 provides an opportunity to ask what is being done to prevent the spread of GPA and advertising in its favour, both nationally and internationally. The Government has made a commitment to make France the pilot country in this area, to give it a strong voice against GPA. There is no ethical GPA. GPA is based on the use of women's bodies, taken as a means and not as an end. On that basis, the Government should take international action. Mr Bazin's amendment seeks to strengthen sanctions, and above all to make them effective. What is the Government doing to combat all forms of GPA advertising in our country? What sanctions have been imposed? What action has our country taken at the international level to initiate an approach to the universal abolition of GPA? We would be faithful to the universalist tradition of our country,...
ParlaMint-FR_2019-10-03-O1008.u216	Henri Grégoire!
ParlaMint-FR_2019-10-03-O1008.u217	...the cradle of human rights, placing us at the head of this fight. The latter goes far beyond partisan divisions: it is only to think of Sylviane Agacinski, who cannot be blamed for being right-wing or cultivating an old religious background. It is a conception of the human person that we defend. It would be our honour to take the lead in this fight. What was the Government doing, which had announced some intentions but had not taken any action?
ParlaMint-FR_2019-10-03-O1008.u218	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-10-03-O1008.u219	Mr Breton, you are legitimate and credible when you are sincere. In this debate, it seems to me that we must stop politicizing things. You alternate between two ways of expressing yourself. [[Mr. Vincent Thiébaut applauds]] Clearly, the Government has said it, the majority group has said it, the MODEM has said it for a long time, we are against GPA. Things are clear on the benches of this assembly. Let's move on! Often, the sincerity of your interventions is tarnished by the slight political coloration you give them.
ParlaMint-FR_2019-10-03-O1008.u220	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-03-O1008.u221	Mr Fuchs, just saying that we're against GPA is the minimum service! The problem is to determine what positive action is likely to prevent it. We know that some websites host ads for GPA. We must take international action, not just talk! I recognize here your centrist temperament, but we must affirm his convictions! Don't be afraid to say we're against GPA! It is not enough to say that the text does not provide for GPA, it must be said that we are resolutely against it. Our fellow citizens are waiting for the affirmation of our convictions, not the blah-blah.
ParlaMint-FR_2019-10-03-O1008.u222	The result is 8%!
ParlaMint-FR_2019-10-03-O1008.u223	I call Mr Thibault Bazin to support Amendment No. 723.
ParlaMint-FR_2019-10-03-O1008.u224	I know that the rapporteur would like to change the subject, but this is a crucial subject. On the Internet, there are a significant number of sites, in French, organising conventions on pregnancy for others – a practice banned in our country, Mme la Garde des Seales has just reaffirmed – or publishing classifieds, such as the co-parents.fr website. The purpose of these websites is to promote or facilitate the conception of a child by a couple with the premeditated intention of making the child grow up among people different from his or her biological parents. They are easily searchable by everyone. You can check – I myself did the exercise a few hours ago on a search engine. In order to sanction such practices, the current wording of the Penal Code did not seem appropriate. There is a need for collective work on this issue. We have an opportunity, however, if the aim is to develop a true bioethics. We are therefore making a proposal. The purpose of this amendment, tabled by Marc Le Fur, is to supplement Article 227-12 of the Criminal Code with a paragraph as follows: "Promoting or facilitating, through the use of a means of communication, the conception of a child by a couple with the premeditated intention of raising the child to persons different from his biological parents is punishable by six months' imprisonment and a fine of 7,500 euros. »
ParlaMint-FR_2019-10-03-O1008.u225	What is the opinion of the committee?
ParlaMint-FR_2019-10-03-O1008.u226	Mr Bazin, the criminalization you are proposing seems far too precise to achieve its objective. I would like to reassure you: Article 227-12 of the Penal Code generally punishes provocation and the intermediary in the abandonment of a child born or to be born. The first offence is punishable by six months' imprisonment and a fine of 7,500 euros, the second by one year's imprisonment and a fine of 15,000 euros. These penalties are doubled if the offence is committed on a usual or profit-making basis. The amendment is therefore satisfied. Request for withdrawal or unfavorable notice.
ParlaMint-FR_2019-10-03-O1008.u227	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-10-03-O1008.u228	Unfavorable opinion. Article 227-12 of the Criminal Code seems to me to address your concerns, with penalties identical to those you propose. I'm not sure we need to create a specific criminality.
ParlaMint-FR_2019-10-03-O1008.u229	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-03-O1008.u230	I keep the amendment, and I ask again the question: what sanctions have been taken in recent years? Which ones will you take in the future? We are talking about several hundred people – an article in Figaro in 2015 gave figures. Are you going to fight these intermediaries who are conducting communication campaigns on this subject? We need to know if you intend to commit to a better respect for women's bodies.
ParlaMint-FR_2019-10-03-O1008.u231	The next speaker is Ms. Keeper of the Seals.
ParlaMint-FR_2019-10-03-O1008.u232	I'm not going to repeat everything I said earlier. I have reaffirmed our principles, I have detailed all the sanctions that have been taken, I have given you the latest figures available. We cannot say that there is no repressive mechanism at work. On the other hand, Mr Breton, France plays its full role in international forums. For example, I had discussions with Mrs Agacinski, who had asked me to be heard in the international fora where this subject is being discussed, particularly in the framework of the Hague Conference. We're good at it. The Civil Affairs and Seal Directorate is present. We are bringing the voice of France, in the sense that I explained earlier. Yes, we act, we are present where we should be.
ParlaMint-FR_2019-10-03-O1008.u233	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2019-10-03-O1008.u234	With regard to GPA and biological filiation, I would like to recall here an example that I had already mentioned in committee: in my constituency, a couple had a child by GPA abroad. Biologically, they are the child's parents. It was a uterine rupture that caused this process, but the child was well designed with the ma'am's oocytes and the gentleman's sperm. When you say that there is no biological filiation in the GPA, you have to be careful. Even two days from an important demonstration, let's not do politics with everything. I, for my part, welcome the position taken by Mrs Garde des Seales and by the Minister for Solidarity and Health in committee, which seems to me to be quite balanced.
ParlaMint-FR_2019-10-03-O1008.u235	At the request of the Committee, the meeting was suspended.
ParlaMint-FR_2019-10-03-O1008.u236	The meeting was resumed.
ParlaMint-FR_2019-10-03-O1008.u237	Mr Xavier Breton has the floor to support Amendment No. 578.
ParlaMint-FR_2019-10-03-O1008.u238	He's forbidden.
ParlaMint-FR_2019-10-03-O1008.u239	I call Mr Hervé Saulignac, rapporteur of the special committee on the bioethics bill, to give the committee's opinion.
ParlaMint-FR_2019-10-03-O1008.u240	Unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u241	The Minister for Solidarity and Health has the floor to give the Government's opinion.
ParlaMint-FR_2019-10-03-O1008.u242	Unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u243	Mr Xavier Breton has the floor to support Amendment No. 579.
ParlaMint-FR_2019-10-03-O1008.u244	Because of the time programmed, defended.
ParlaMint-FR_2019-10-03-O1008.u245	Mrs Agnes Thill has the floor to support Amendment No. 1493.
ParlaMint-FR_2019-10-03-O1008.u246	It is forbidden, because of the time programmed.
ParlaMint-FR_2019-10-03-O1008.u247	Amendment No 2187 by Mr Hervé Saulignac is a coordination amendment.
ParlaMint-FR_2019-10-03-O1008.u248	I have before me a number of amendments, Nos 1544, 1559, 1951, 2343 and 2188, which can be discussed jointly. Amendments Nos 1544, 1559, 1951 and 2343 are identical. Mr Xavier Breton has the floor to support Amendment No. 1544.
ParlaMint-FR_2019-10-03-O1008.u249	He's forbidden.
ParlaMint-FR_2019-10-03-O1008.u250	I call Mr Patrick Hetzel to support Amendment No. 1559.
ParlaMint-FR_2019-10-03-O1008.u251	It is forbidden, because of the time programmed, Madam President!
ParlaMint-FR_2019-10-03-O1008.u252	Mrs Agnes Thill has the floor to support Amendment No. 1951.
ParlaMint-FR_2019-10-03-O1008.u253	Defendant, for the same reasons!
ParlaMint-FR_2019-10-03-O1008.u254	I call Mr Thibault Bazin to support Amendment No. 2343.
ParlaMint-FR_2019-10-03-O1008.u255	Defended, the aim is to limit the number of donor pairs to four.
ParlaMint-FR_2019-10-03-O1008.u256	What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-10-03-O1008.u257	[[Smile]] I feel like the party is going to speed up abruptly! Unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u258	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u259	Unfavorable opinion.
