ParlaMint-FR_2019-03-13-O1176.u1	The meeting was suspended.
ParlaMint-FR_2019-03-13-O1176.u51	If the objective is to develop ADP, it is possible without going through privatisation. If the goal is to change strategy for ADP because its current development is not right for you, you just have to change the direction of the group: you can because you currently hold 50.3% of the shares. [[Applause on the SOC and GDR benches]] But if privatisation serves only to meet an ideological objective, you are driving France in a risky path that will cost us all dearly.
ParlaMint-FR_2019-03-13-O1176.u52	Mr Jean Lassalle, to whom I would like to remind you that, in fairness with his non-attached colleagues, his speaking time is limited to five minutes.
ParlaMint-FR_2019-03-13-O1176.u53	And that the intervention must concern the text!
ParlaMint-FR_2019-03-13-O1176.u54	I begin immediately, in this case, not without emotion because it is only the second time that I have climbed to the rostrum since my re-election. There was a time when I only needed forty-eight hours! But independence has no price – or rather, it is priceless. All I have to do is go after myself.
ParlaMint-FR_2019-03-13-O1176.u55	[[Smile]] He never wanted to come in!
ParlaMint-FR_2019-03-13-O1176.u56	[[Laughs]] I am happy to speak about this text because I am one of the many here who have set up their own business. I was a shepherd until the age of 22, when my father considered my brother better placed than I to look after a flock. So I became a Liberal consulting engineer when I was neither an engineer nor a consultant. In the absence of work in France, I went to take care, for my first job, of the clean-up of the city of Bilbao. I then developed my activity, employing up to ten engineers, some architects – in short, an intellectual SME of about twenty people. So I know the subject. Minister, the Chambers of Crafts and Crafts are unhappy. While they should stay close to their territory, they keep moving away. By abolishing the departmental level, you have further removed them from the artisans since they will only exist at the regional level. It's really not good.
ParlaMint-FR_2019-03-13-O1176.u57	That's right.
ParlaMint-FR_2019-03-13-O1176.u58	We already have enough difficulty in dialogue, exchange and finding the right partners: why did you distance us so far? The departmental level was relevant, especially for artisans. As for the auditors,...
ParlaMint-FR_2019-03-13-O1176.u59	They're not happy either.
ParlaMint-FR_2019-03-13-O1176.u60	... their number will necessarily decrease as a result of changes in their designation rules. This is not necessarily a bad thing, but we can still ask ourselves the question of the appropriateness of such a decision at a time when there is so much need to anticipate, monitor, control and watch for fraud. We need the auditors. Changing the designation criteria – 8 million euros in turnover, 4 million euros in balance sheet, 50 employees – will inevitably have consequences. The auditor shall ensure the regularity of the accounts, their sincerity and their faithfulness. It also prevents risks. Finally, one of the changes you are planning for business is the introduction of the concept of the social and environmental issues of its business. The Council of State has been dubious as to the content and scope of the concept of raison d'être. Entrepreneurs are already subject to many constraints, let us be careful not to add too much to them. The machine moves on itself, it is not necessary to stimulate it. In the short time I have left, I would like to set out a few considerations. There is a good feeling, minister, that there is work behind this bill – which I am not surprised at you. You have the will to move forward. Unfortunately, my experience here makes me fear that the lack of resources in public space, as well as the weakness of political power, will block your progress. Above all, others said before me, I do not agree with your privatisation process. You'll have to say whatever you want, it doesn't work. We tried but it was a failure, not to mention that we cut ourselves off from the living forces of the country! When these living forces are in charge of large, regal equipment – airports, highways, ports – everyone is mobilized. What a shame to lose all that money! Think of the indignity of the French ports, in view of what they were! And all you have to do is come to an agreement with the Italians to fight right now...
ParlaMint-FR_2019-03-13-O1176.u61	Please conclude, Mr. Lassalle...
ParlaMint-FR_2019-03-13-O1176.u62	Please, I'll finish in fifteen seconds. We need to train a new generation of bosses. Today, they have given way to very high-level speculators, who are only thinking of making money and money.
ParlaMint-FR_2019-03-13-O1176.u63	All right!
ParlaMint-FR_2019-03-13-O1176.u64	[[Applause on a few benches of the MODEM group. – Mr. François Ruffin also applauds]] It is so much lacking in the caisses of the state and in the public universe, when we would need it so much!
ParlaMint-FR_2019-03-13-O1176.u65	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2019-03-13-O1176.u66	We can say, you almost got us used to so much ostracism. I read with fun, just before entering this Chamber, the letter sent by our President, Richard Ferrand, concerning the transformation of our House. I quote: "This development must go hand in hand with the deepening of the rights of the opposition, minority groups and non-attached MPs. As it is said... [[Mr. Jean Lassalle applauds]] And yet. As you speak of renewed democracy, of great debate, of listening to the French, here in this House, supposed to be the place par excellence where the national debate is organised, you again abuse your authority by throwing to the faces of unregistered Members a miserable half hour of speaking time to tell you of their proposals. At the end of this general discussion, we will therefore have only a few minutes left to defend the amendments and proposals that we have been making and defending since September. "Lamentable" is the only word that comes to mind to describe this way of doing politics from another time. For once again, not only do you despise our work, but you force the non-attached to remain there throughout the examination of the text, without being able to speak, so that their amendments do not go into oblivion.
ParlaMint-FR_2019-03-13-O1176.u67	Very well said!
ParlaMint-FR_2019-03-13-O1176.u68	There would be so much to say, however, starting with the privatisation of Paris airports. In 2018, ADP officially became the world leader in the sector, accounting for 218 million passengers and 610 million euros in profits, up 6.9% in 2018 – almost 12% of the stock market portfolio of the state. We are far from the management of the Chocolate House! After all, why is it surprising that Emmanuel Macron himself had validated, just four years ago, the sale of 49.9% of the State's shares in the management company of Toulouse airport to Chinese, who are already ready to get rid of it? A fiasco such as the Court of Auditors described this transaction a month ago as failure not to renew. Both employees and the opposition as a whole continue to denounce an "adventure project", a "strategic fault" or an "economic aberration", but nothing does. You do not stop there since you attack Engie by passing through La Française des jeux and why not, tomorrow, La Poste. Like you didn't learn anything from the mistakes made in privatizing highways! But that is not the only criticism that can be made of this bill. You say you want to help TPEs and SMEs, but nothing is planned to improve the minimum weekly working time. Nor is there anything about the social thresholds that stifle businesses, hinder hiring and hinder competitiveness. Instead of raising them to 100 employees, you do, once again, in half measure. As for the innovations you say you want to protect, why not listen to those who talk to you about an accelerated process to finally encourage those who invent, create, to protect their work? Instead, you propose, in Article 42a, a heavy and complex system that will not allow France to impose itself as the unquestionable place of innovation. What about the shops that close their fronts because of the competition of the large areas that proliferate around our cities? According to INSEE's latest figures, almost one in four traders is poor, i.e. they earn less than 1026 euros a month. Do you think that's normal? However, the TPEs are an essential employment pool for our economy. At the end of 2016, according to the score of the Institut supérieur des métiers et de la MAAF, craft TPEs with fewer than 20 employees employed 1.6 million employees. In the absence of support, the TPEs literally desert our city centres. In 15 years, the rate of empty shops has jumped. Yet there are solutions. We're trying to set them up in Béziers and the Biterrois. I had tabled a number of amendments on this subject, but they have all been rebutted.
ParlaMint-FR_2019-03-13-O1176.u69	You're not bad! I should include you in my list for the European elections!
ParlaMint-FR_2019-03-13-O1176.u70	I would also have liked to talk to you, of course, about the chambers of commerce, which you are gradually disavowing when they are, in many of our territories, an indispensable support for businesses. I would have liked to have argued that the chambers of commerce and industry – CCI – could unite without necessarily going through their dissolution. But no, it won't be possible. Finally, I would like to try to convince you that you are making a serious mistake in wanting to regionalise the chambers of trades and crafts, which will simply remove the departmental level and thus the proximity to the artisans. But no, again, instead of a big debate about the future of our companies,...
ParlaMint-FR_2019-03-13-O1176.u71	Please close, Member.
ParlaMint-FR_2019-03-13-O1176.u72	... we will see a discussion "between ourselves" where opposition will be granted, at best, only a few crumbs. It's a shame for the common good.
ParlaMint-FR_2019-03-13-O1176.u73	Mr François Ruffin has the floor.
ParlaMint-FR_2019-03-13-O1176.u74	[[Miscellaneous exclamations]] It's gonna work! He's the best of us!
ParlaMint-FR_2019-03-13-O1176.u75	[[Smile]] Thank you, Mr. Lassalle! And thank you, colleagues, for your encouragement on all benches! For almost everything, it is understood on the benches of the majority that we must wait until the end of the great debate. For the indexation of pensions on inflation, great debate. For the isolation of housing, great debate. For a heavy goods tax, big debate. For new tax brackets for the ultra-rich, great debate. For posted workers, a great debate. For people with disabilities, we saw it here last week, a big debate. For the citizens' initiative referendum, great debate. For counterparts at the CICE, great debate. For zero VAT on basic necessities, a great debate. The chorus is repeated by the entire Government: "We are waiting for the end of the great debate. To such an extent that we wonder why not close the National Assembly... Why not freeze our work, the time of this vast consultation? Why not give us a vacation, go, until the European elections? I'm sure then you'll be running out of plans again! But there, suddenly, to pay for Engie, to pay the French for the games, and to pay, above all, for Aéroports de Paris, we no longer wait for the end of the big debate. Why? Why this emergency? Why sell the Republic's jewels? Why sell businesses that earn money? Why, above all, sell a border? I don't understand, and I'm not the only one. The right side doesn't understand. The left doesn't understand. The Senate does not understand. The Council of State does not understand. Unions don't understand.
ParlaMint-FR_2019-03-13-O1176.u76	Lassalle doesn't understand!
ParlaMint-FR_2019-03-13-O1176.u77	Voices everywhere are objuring you. Aéroports de Paris is a public company that works well, makes profits, invests. Frankly, keep it! We listen to you, we listen to your arguments. Oh, my God, they're dull! They're stunted! You tell us, minister, that the role of the state is not to manage dividends. What a great logic: when it comes back, let's sell! You're telling us it's not up to the state to run duty-free shops. But then, get rid of the commercial branch and keep the border! You tell us that half the proceeds of the sale will be used to repay the debt. However, EUR 5 billion out of EUR 2300 billion represents 0.2% of public debt. We measure the urgency and the stakes! We don't understand anymore. Also, suspicion is emerging. Socialist Senator Martial Bourquin asks you the question: "After Nantes, do we have to satisfy Vinci in Paris? We're wondering. By chained duck interposed, the president replied: No, it would be too big, too bright, too stitched with white thread. I asked you – and I keep my request – to set up a register of lobbies at the entrance to the Elysée, which each visitor in the evening, midday or morning would sign and which would be accessible to all citizens. Behind the decisions, one must be able to measure the influences. But I think we need to go beyond this – beyond delivering prebends to the band, beyond distributing the beautiful pieces of France to finance. Around this privatisation of Paris airports, there is today such confusion... We are told that it is no longer privatization, that it is only a concession of seventy years, and moreover that the state will retain shares... I think you yourself don't understand why you need to privatize Aéroports de Paris.
ParlaMint-FR_2019-03-13-O1176.u78	There, we agree.
ParlaMint-FR_2019-03-13-O1176.u79	You yourself don't know why we sell Aéroports de Paris anymore. But you're on duty... You probably know this game, "James said." Under the Fifth Republic, it is "The President said". The president said, we need a fake news law. Then the government prepares a law on fake news and the National Assembly registers the law on fake news. The President said, the solidarity tax on wealth must be abolished. Then the Government prepares a budget that removes the solidarity tax on wealth and the National Assembly registers the budget that removes the solidarity tax on wealth. Tonight, the President said, we need to privatize Aéroports de Paris".
ParlaMint-FR_2019-03-13-O1176.u80	Manu said!
ParlaMint-FR_2019-03-13-O1176.u81	I don't allow myself these familiarities...
ParlaMint-FR_2019-03-13-O1176.u82	[[Smile]] Oh, no, not you, Mr. Ruffin!
ParlaMint-FR_2019-03-13-O1176.u83	The government, therefore, is putting the privatisation of Paris Airports in the PACTE bill and the Assembly will register the privatisation of Paris Airports. [[Mr. Jean Lassalle applauds]] You're gonna do the job, minister. You're going to do it with going, with intelligence and talent, as always. But you could just as well, with the same going, the same intelligence and the same talent, and perhaps even with more conviction, defend that Paris airports must belong to the nation.
ParlaMint-FR_2019-03-13-O1176.u84	He's a real liberal, though!
ParlaMint-FR_2019-03-13-O1176.u85	I listen to you and I hear a dead language, minister. You say that Paris Airport is no longer a monopoly since there are hubs, that we need to abound a fund for breaking innovation, that we need to provide financial resources for data storage. My feeling is that you don't believe it, that you don't believe it anymore. The French believe it even less, but whatever it is, it will still be done. You are carried, less by enthusiasm than by inertia. When I listen to you, I realize that all of this bill is inhabited by this dead language: "to accompany towards digitalization", "to stimulate the growth of our societies", "to lift blockages", "modernisation", "co-construction", "innovation"... There is the inevitable "liberating businesses," and also the fatal "growth in the service of our economy." You speak a mechanical language, without faith or passion, without imagination, without ambition, that no longer takes the country away, that no longer seeks to take the country away, that no longer cares about having the approval, the accession or even the acceptance of the French. That said, this bill, this language, this airport service reflects a political moment. You don't run anymore, but you still dominate. You know we owe this distinction to Antonio Gramsci. I quote him because, since his prison, since the 1930s, since Italy, it would seem that he speaks of today's France, in his complex language – for, in order for his writings to cross the doors of fascist jails, he constantly used periphrases. To avoid writing Marx's name, he evoked "the inventor of dialectics"... According to Gramsci, therefore, the modern crisis is linked to what is called a crisis of authority. The ruling class has lost its consent, i.e., it is no longer a leader, but only a dominant one, with a pure force of coercion. This means precisely that the great masses have separated themselves from the traditional ideologies, that they no longer believe in what they previously believed. We're living this time. The French' commitment to the yellow vest movement has shown that our compatriots no longer believe in you, that they no longer believe in your speech.
ParlaMint-FR_2019-03-13-O1176.u86	That's totally wrong!
ParlaMint-FR_2019-03-13-O1176.u87	[[Rites and exclamations on several benches of the LaREM and MODEM groups]] When I speak of "you", I think not only of you, Minister, nor even of President Macron, nor of the Republic in motion. Conversely, fellow walkers, you may even be the latest outgrowth that the French have tried to believe. No, it's a much more general "you." The French no longer believe in you elites, you narrators, you financial inspectors, you leaders, you representatives, you whole class, you who talk on TV,...
ParlaMint-FR_2019-03-13-O1176.u88	You're doing movies!
ParlaMint-FR_2019-03-13-O1176.u89	... you who present plans, laws, projects, you who swear by competitiveness, you who promise shared growth.
ParlaMint-FR_2019-03-13-O1176.u90	But do they believe in you, Mr. Ruffin?
ParlaMint-FR_2019-03-13-O1176.u91	[[Exclaims on the banks of the LaREM Group]] Massively, the French have detached themselves from this speech, from your speech. They don't believe it anymore.
ParlaMint-FR_2019-03-13-O1176.u92	Please, ladies and gentlemen!
ParlaMint-FR_2019-03-13-O1176.u93	[["Ah! » on several benches of the LaREM group]] I do not claim here that the French have joined us. No, I do not claim that they believe in our ecological planning or our solidarity protectionism. We can hope that they will one day believe in it, but this is not yet the case, at least not massively. On the other hand, they have detached themselves from the liberal ideology that you carry like a liner that has begun to rotate but continues on its dead trajectory. You've lost your consent. You're not running anymore. Then you only have the dominion, the "force of coercion", as Gramsci says.
ParlaMint-FR_2019-03-13-O1176.u94	Like Ubu.
ParlaMint-FR_2019-03-13-O1176.u95	The police every Saturday, the batons and tear gas, the thousands of protestors injured – a hundred are in absolute emergency –, maimed for life, crippled, storted... What's the matter with the attacks on democracy? What does the Council of Europe call for better respect for human rights? No matter what the United Nations warns about the excessive use of force! From now on, you hold by the force of coercion. You don't run anymore, you dominate. [[Applause on the benches of groups FI, GDR and SOC. – Mr. Jean Lassalle also applauds]] The PACTE bill is part of this political moment. The French have detached themselves from your dead language. They don't believe in your measures, they don't hope for it. But Engie will be delivered to finance. The French game will be delivered to finance. Above all, Aéroports de Paris will be delivered to finance. You don't run anymore, but you still dominate.
ParlaMint-FR_2019-03-13-O1176.u96	Excellent!
ParlaMint-FR_2019-03-13-O1176.u97	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-03-13-O1176.u98	At first reading, our colleague Charles de Courson had wished to change the title of this bill and to name it "a bill that contains various economic measures".
ParlaMint-FR_2019-03-13-O1176.u99	That's right!
ParlaMint-FR_2019-03-13-O1176.u100	We should perhaps have listened to it, because it is true that with more than 190 articles at the end of the first reading in the National Assembly, 174 at the return of the Senate, this text is a river, generalist and touch-on one, which deals with both the civil code, the company law, the monetary and financial code, the commercial code and the general tax code. It could be anecdotal if this bill did not address common sense and the heritage of the state as well. You will understand, of course, that I am referring here to the question of privatisations, in particular the operations that you are planning with regard to Paris and French Games airports, which we consider to be strategic wrong choices. Since you told us about your intentions, it is very interesting to observe the semantic slide and the evolution of your vocabulary on the Aéroports de Paris file. At the beginning, we heard the invigorating announcement of a new strategy of the shareholder state, which was going to take off part of its portfolio to finance breaking innovation. As if the means allocated to this fund, which ultimately represent only 5% of what the ISF reported, required to sell the French heritage to private power... We then learned, Tuesday morning on France Inter, through the mouth of the Government spokesman, that this would not really be a privatization because the State would in fact retain 20 per cent of the capital. Beyond the interest of this new approach, you will understand without difficulty our astonishment about a measure that we have never mentioned in our debates. The surprise was all the more strong as this announcement came to weaken, not to say undermine, the whole argument built so far around the new strategy and the expected interests of capital placed far less. For forty-eight hours, we have taken another step in surprise and semantics since, on social networks, members of the majority relayed new elements of language. They are no longer talking about privatization or the transfer of shares, but only about a 70-year concession. You will understand that we are somewhat lost in these developments. In this way, one might even imagine that you will tell us earlier that, in fact, you are offering us a public service delegation – why not? It is clear from these changes, Mr Minister, that there is ultimately little economic coherence in this matter, a logic of spatial planning, the management of the State's assets or the defence of the public service. Your approach is different from ours: it is an ideological choice of ultra-liberal essence, which seems to us far from the pragmatism that you claim to be. As our President Valérie Rabault recalled, it is very difficult to give our full confidence in the management of a case that is very similar to that which was led under the former majority by a certain minister of the economy of the time, who had promised us so much is more for the privatisation of Toulouse airport. Today, with hindsight, we see the catastrophe of this operation, which has served only to fatten curious Chinese shareholders to the detriment of an industrial flagship. You will reply that the specifications will allow us to remove our concerns, but the administrative court of appeal in Paris is precisely considering declaring the privatisation of Toulouse null and void for non-compliance with the specifications set by Minister Emmanuel Macron in 2015. So you can try to convince us, but your argument is denied by the facts. There is still time, colleagues. Let us guard against such a decision because, while justice sometimes makes it possible to block such bad choices, it never catches up with all the consequences. However, these consequences are not just economic: they can affect the health of our fellow citizens. This brings me to the privatization of the French game. I will say only a quick word, but how can I ensure that a private actor fights tomorrow with the same strength as the state against addiction and addiction to gambling, even though it is addictive games that have the greatest economic interest? Our colleague, Régis Juanico, will elaborate more precisely on this issue in the debates. There is, of course, positive progress in these various, numerous and plethora of economic measures, even if they are too fragile to our liking. We therefore welcome the fact that the majority have taken up the Senard-Notat report to initiate a transformation of our business model. Again, and with Dominique Potier's leadership, we will defend amendments that will aim to bring your commitments into line with the content of this law, about transparency and the regulation of pay differentials, co-determination, the definition of society and the consideration of its externalities or of society on mission. We are also already satisfied with the progress made in modernising the status of a public limited company with a worker's participation or in raising the right of continuation for the preservation of the status of a craft enterprise. [[Applause on the SOC, GDR and FI benches]] In the continuation of our discussions, we hope that, on the other provisions, especially on the new undertaking, we will also be heard in order to improve this text.
ParlaMint-FR_2019-03-13-O1176.u101	The general discussion is closed. The next speaker is the Minister for Economic Affairs and Finance.
ParlaMint-FR_2019-03-13-O1176.u102	I would like to respond to those who have been present or absent for a little more than six hours in general discussion. First of all, I would like to thank the Members of the majority, who supported the text with arguments that I found relevant.
ParlaMint-FR_2019-03-13-O1176.u103	You're the one who provided them!
ParlaMint-FR_2019-03-13-O1176.u104	I thank in particular Philippe Bolo, Jean-Paul Mattei, as well as Laure de La Raudière for his remarks, Stanislas Guerini for his presentation of the text and all the other members of the majority who spoke. I also want to answer Mr. Ruffin about the dead language. I happen to be, as you know, passionate about languages, complex and modern languages, whether they are French or foreign. [[Exclaims on the benches of the LR group]] [[Applause and "Congratulation! » on several benches of the UDI-Agir, LT, MODEM and LaREM groups]] My speech is not that of a finance inspector: I have never been. Nor is it the case of a senior public servant: it happens that I have resigned from the senior public service, as I believe it should be done by any senior public servant who does politics. It is simply that of a man of conviction, even if they are not the same convictions as yours,...
ParlaMint-FR_2019-03-13-O1176.u105	On the CSG, that's all and its opposite!
ParlaMint-FR_2019-03-13-O1176.u106	[[Exclaims on the benches of the LR group]] ... and which, as you will be able to note, has been calling for and defending for years the idea of clarifying the respective roles of the state and companies in our economy. I am doing this today with the same convictions as yesterday, that I am applying now and that I will continue to defend tomorrow. [[Applause on a few benches of the LaREM group]] Now, by means of complex languages and modern languages, I have come back to the mind of Paul Celan's verses that made me think of you: "Make your eye in the room a candle, your gaze a wick, make me be blind enough to light it." I'll let you think about it. I will "land", if I may, by responding to Valérie Rabault on the privatization of Paris airports. Since it is not there, I will limit my answer to a single remark on spatial planning: of all the arguments of bad faith that I have heard, this one is not admissible, and I would not like all our fellow citizens who depend on air connections between Paris-Charles-de-Gaulle or Orly and provincial airports to have the slightest concern. They are already complaining about the rest, and they are right, in the way the services are provided, of the planes that are available to them and of the fact that the reception points are usually located very far from the terminal, fifteen minutes by shuttle, because these lines are considered to be quite negligible. It is therefore necessary to add to the hour or hour and quarter that their transport lasts the 15 or 20 minutes necessary to get from the landing point of the aircraft to the reception point in the terminal! If you are satisfied with this situation, very well, but I believe that it needs to be improved, and this is one of the requests that we will make to the Directorate-General for Civil Aviation, in the framework of the specifications provided to you, to strengthen, consolidate and improve regional links. I will therefore not let it be said that the privatization of ADP could damage small regional lines, which are already badly damaged. [[Exclaims on the benches of the LR group]] Mr Fasquelle, I knew your arguments, but one of them seemed a little surprising to me: your opposition to the abolition of the 20% social package on interest for companies with less than 250 employees, which you told us was useless and would not be effective. Read the interview with the president of your party, who explains that taxes must be reduced! When we do, you criticize us: you'd better support us.
ParlaMint-FR_2019-03-13-O1176.u107	That's not what I said! I said it wasn't enough!
ParlaMint-FR_2019-03-13-O1176.u108	A little intellectual honesty!
ParlaMint-FR_2019-03-13-O1176.u109	[[Exclaims on the benches of the LR group]] I say again word for word what you said, Mr. Fasquelle: "It's not effective!" It turns out that I am very methodical and that I have noted, to the word, the words you have said: "It's not effective, it won't work, it's not because you're lowering the social package to 20% on interest for small businesses that small businesses will pay more interest."
ParlaMint-FR_2019-03-13-O1176.u110	Cartoon!
ParlaMint-FR_2019-03-13-O1176.u111	As you have no arguments, you caricature our words!
ParlaMint-FR_2019-03-13-O1176.u112	[[Applause on several benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR group]] As a good Gaullist I am, I believe in the interest and reduction of taxes, and I am not content to say it: the majority does it.
ParlaMint-FR_2019-03-13-O1176.u113	Please, ladies and gentlemen.
ParlaMint-FR_2019-03-13-O1176.u114	Monsieur Chassaigne – André! I wondered what fly swiped you. Let me quote you, as I did for Mr. Fasquelle, for the sake of accuracy – he is caught alive, but you, it is a fly that has swiped you. You told me I was the faithful servant of the religion of neoliberalism.
ParlaMint-FR_2019-03-13-O1176.u115	For you, it's a compliment!
ParlaMint-FR_2019-03-13-O1176.u116	[[Smile]] I didn't take it as such, Mr. Chassaigne! I have only one religion, the religion of France, and only one fidelity, fidelity to the general interest. That is what guided me, like all members of the majority, in the drafting and presentation of this bill. Since you have spoken a lot about religion and dogma, I will tell you that, when I was little, one of the only things that I was taught in this field is that it is easier for a camel to go through the chase of a needle than for a rich man to enter the kingdom of heaven. This is the religion that I received and, basically, I am quite convinced by these maxims.
ParlaMint-FR_2019-03-13-O1176.u117	Not bad, that quote!
ParlaMint-FR_2019-03-13-O1176.u118	To meditate, as you said earlier. The person to whom I would like to answer the most at length – because, without wanting to be jealous, it seems to me that it was the one who best posed the debate – is...
ParlaMint-FR_2019-03-13-O1176.u119	Mr. Potier!
ParlaMint-FR_2019-03-13-O1176.u120	[[Applause on several benches of the LaREM group]] [[Laughs and applause on the benches of the LR group]] I will have the opportunity to reply earlier to Mr Potier, who has participated, and I thank him, in all the debates, in all the discussions in the special committee and with whom we have many points of meeting on certain subjects. We can applause him for that! But I would like to respond to Mr Mélenchon as a matter of priority, because he put the debate – Mr Ruffin did it in his own way – and proposed an alternative to our project. I have listened carefully to the speakers who have spoken for six hours: I have heard criticisms, nuances or oppositions on one point or another, but I have heard only one alternative economic project: that of Mr Mélenchon. That's why I want to ask the questions exactly as he did – but not in fifty minutes, I assure you. I think it is worth showing that there are indeed two alternative economic projects for France, which are opposed, which are not the same and which do not prepare the same future for our compatriots, to which it will then be necessary to decide. Like Mr Mélenchon, I will go back to the origins of the crisis we are experiencing, which is the crisis of capitalism. I do not dispute the fact that current capitalism is not satisfactory. Mr. Mélenchon told me that I should be happy with the economy I find myself in. If I were happy, I would not be a minister of the economy: the role of a minister of the economy is also to improve and transform the economic situation of his country! That is why this majority and the President of the Republic were elected by the French. For the past 50 years, we have experienced three successive upheavals, of which we have not drawn the consequences. [[Exclaims on the benches of the LR group]] The first was the oil crisis of 1973, which should have served as a signal of absolute alarm about the need for our country to become independent from fossil fuels, so as not to brace our sovereignty over oil-producing countries. That is why I continue to defend nuclear energy and the acceleration of the energy renewal of our country,...
ParlaMint-FR_2019-03-13-O1176.u121	Not the government you belong to!
ParlaMint-FR_2019-03-13-O1176.u122	[[Same movements]] ... so that we are independent and one of the world's first carbon-free economies.
ParlaMint-FR_2019-03-13-O1176.u123	Colleagues, only the minister has the floor.
ParlaMint-FR_2019-03-13-O1176.u124	The Republicans clearly do not accept that economic or democratic reflection in this assembly can be encouraged. I'm sorry.
ParlaMint-FR_2019-03-13-O1176.u125	There is no consistency in the Government!
ParlaMint-FR_2019-03-13-O1176.u126	Let us introduce things calmly and calmly! The second is the financial crisis of 2008, which we did not draw all the consequences, neither in terms of regulation nor in terms of the control of financial markets. It is still a third shake-up, which is hardly mentioned when it seems essential to me: that which is linked to the birth of digital giants, which concentrates capital, technology, know-how and our data, which tomorrow will create their own currencies, their own financing circuit and their own market, and which, for the first time in the history of capitalism, are able to compete with the power of the states.
ParlaMint-FR_2019-03-13-O1176.u127	This isn't the first time!
ParlaMint-FR_2019-03-13-O1176.u128	For me, these are the three upheavals that we have been experiencing for several decades: energy disruption, financial turmoil, and turmoil linked to the birth of the digital revolution and the emergence of giants that compete with states in power and sovereignty. As for the answers we can give to this reality, Mr Mélenchon answered us very simply: collectivism. I believe, for my part, that between collectivism and liberalism, there is room for a different economic path: that of the transformation of capitalism that we carry, that of reasonable, continental capitalism, which recognizes the place of employees, employees and workers, gives meaning to the economy and the work of enterprises, and leaves room for the State.
ParlaMint-FR_2019-03-13-O1176.u129	We have to vote Wauquiez!
ParlaMint-FR_2019-03-13-O1176.u130	To build this new economic model and this new capitalism, we must make certain choices, which allows me to specify those we make with the President of the Republic and the whole majority. For we have the merit of making choices that can be challenged, but that are clear and settled. The first choice is whether the answer is exclusively national or whether it is also European. We say, for our part, that the answer can no longer be exclusively national and that this new continental capitalism, reasonable and responsible, must be built on a European scale: that it presupposes the modification of European competition law, that it presupposes a European economic policy,...
ParlaMint-FR_2019-03-13-O1176.u131	There aren't any.
ParlaMint-FR_2019-03-13-O1176.u132	...that it presupposes the creation of European industrial champions in all fields – artificial intelligence, air transport, rail transport or shipbuilding. This will enable us to assert a different economic model. This also applies to our common currency: if we want reasonable financial capitalism, we must have a reference currency on international markets. Between the dollar and the Chinese currency, there is a place for the affirmation of the euro as a reserve and reference currency on the international scene. This is the first choice: we have the merit of doing it! Two months before the European elections, it is good to know that this majority is clearly committed to a new capitalism defined on a European scale and not just a national one. The second choice is whether we want a strong State or whether we are resigned to a weak State, which is letting it go and letting it go. For my part, I believe in a strong state in the economic field. It must be innovative, capable of asserting its strength and sovereignty in a different way after being so long powerless. It must affirm its strength through regulation as well as by the presence of companies in capital. To guarantee State sovereignty in economic matters, regulation can be just as effective or even much more effective than presence in capital. We will see it with the subject of Paris Airports: to control the security of the air border, regulation and control by the public authorities are just as effective as the presence in the capital of Paris Airports. To ensure the control and regulation of airport fares, the economic regulation contract, renegotiated every five years, with clear rules and sanctions, is just as effective as the presence of the State in the capital of Paris Airports. For rotations, services, curfews, the environment, we can even, through regulation, strengthen what exists by privatizing Aéroports de Paris. Regulation is just as effective in asserting the power of the state in the economic field as participation in capital. The State also has the means, through regulation, to direct finance. So I am convinced that tomorrow, finance will be green or not. It is up to us to define objective rules to know where banks place their capital, i.e. savers' savings: do these capitals go well to the financing of green energies? I can assure you that an objective indicator showing what BNP and Société Générale do with saving savers will be the best instrument for them to choose to save in one bank or another. This requires regulation and not the nationalisation of BNP, Société Générale or the financial system. Mr Mélenchon used the word "planning": I take it back!
ParlaMint-FR_2019-03-13-O1176.u133	Ah?
ParlaMint-FR_2019-03-13-O1176.u134	The State can very well be planning in a number of areas. What have you done with multi-annual energy programming, you Members of the majority, if not define for the next 40 years what the energy mix will be in our country?
ParlaMint-FR_2019-03-13-O1176.u135	They didn't decide anything: they weren't asked for their opinion on the subject! It's bla-bla!
ParlaMint-FR_2019-03-13-O1176.u136	It's planning. In an area as strategic as energy, which requires as much investment and anticipation, I repeat Mr Mélenchon's words: yes, in terms of energy, planning is necessary and the power of the State must be affirmed. So we are very far from the neoliberal caricature that some would like to impose, to this majority as well as to me. On the other hand, the State must obviously maintain its participation in sovereign enterprises. I want to tell you very freely that if, tomorrow, the French State were to invest more in certain sovereignty undertakings, in which the technologies and know-how at stake are decisive for the sovereignty of the French nation, I would not hesitate for a second: the State would take additional participation in them, because these companies are developing sensitive technologies, innovations and exceptional know-how, and with them it is the sovereignty of our country.
ParlaMint-FR_2019-03-13-O1176.u137	That's what you did with Alstom!
ParlaMint-FR_2019-03-13-O1176.u138	We did it with STX!
