ParlaMint-NO_2014-02-13.ana.ud1374e65	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2014-02-13.ana.ud1374e506	First, thank you to the interpellant Bollestad for an interesting but serious interpellation. How are we to prevent seriously ill people, who need health, care and social services, from being a danger to themselves and others? How are we to prevent serious events such as killing, assault and gross violence, carried out by unencumbered persons against the needy or minors? How can we ensure that relatives are safe at their place of work and taken seriously? The Minister of Health has a great and difficult responsibility in this area, and efforts must be made in several fields. Stavanger Aftenblad referred on December 17 to several serious events in municipalities. The most serious thing was perhaps to read that many municipalities did not have a systematic evaluation of the serious events. I am pleased that the Minister of Health states that this must happen – it is not enough to discuss it in the lunchroom afterwards. Here's room for improvement. In January, the NRK had a series of reports on killings carried out in Norway for the last ten years. Half were killed by a seriously mentally ill person. There have been criticisms about the way this was presented, looking up that we should not stigmatise mentally ill people. It's not the diagnosis that kills. Nevertheless, this debate on what we can do to prevent better is important. We can improve the prevention of electoral acts. We can take greater responsibility for the responsible supply of seriously mentally ill people. We can listen to professionals when they say they're worried that the psychiatry has built the institutions too heavily. We can listen to them when they say we have to look at daycare institutions at the point of intersection between short- and long-term treatment. We have too much swing door treatment. We know that there are sick people being printed out too soon. There are too many outpatient services for those who are seriously mentally ill and who need an institution stay. Then, too, some mentally ill people are still appearing as police tasks. It shouldn't be like that. What is important is that we have to develop a comprehensive low-threshold supply. It should not be difficult to apply for help when something is wrong. The government has introduced the golden rule that drug and psychiatry interventions should increase more separately than somatic treatment in hospitals. That's what I'm talking about. I mean it's starting at the wrong end. I mean, instead, we should have started with a municipal escalation plan, because that's where the plug in the system is. We know it's up to 7 pst. Outpatients in hospitals are becoming more and more ready to print, and there is a special need for housing in municipalities. We have to get a municipal escalating plan, preferably with ear-marked means. There is a need — it shows developments after the end of the previous escalation plan. There's a danger, as I said, that when we focus on killing and acts of violence against mental diagnosis, we get the impression that mentally ill people are dangerous. It's very important to work against it. The state Olsen selection examined just this a few years ago, and they showed that there are complicated cause and effect ratios behind each killing case. Quite independently of diagnosis, intoxication, especially alcohol, is a contributing factor in the majority of all killings that occur in Norway. I also want to remind you that we are talking about serious events and killings. But it's suicide that makes up most of the killings and deaths that are carried out by people with mental disorders. This is a very difficult area to talk about. It is a demanding political task to ensure that violence is reduced, and to reduce serious events that happen. But there is the potential to focus more on prevention concretely on those most seriously mentally ill, and I would like to contribute to it in this matter.
ParlaMint-NO_2014-02-13.ana.ud1374e532	I want to thank you for the debate on a difficult topic, but I think there is a cross-political consensus that this is a challenge. When the representative Toppe also talks about the 5,000 who try to take their own life every year, we can save 4,400 of them, but 600 can do it, so it's a huge challenge. The decision has a central role – I fully agree with that. They don't always meet the patient first, but they may meet relatives first, who are concerned because they see that one of them is ill. But the patient doesn't want help and doesn't want to join a regular. When one finally enters the auxiliary unit, one may have become so seriously ill that the only thing to do is to put in the big measures. The council also said that the main solution lies in the municipalities, and I fully agree with that. At the same time, I think that good professional environments and good professional environments are the best when there are other disciplines around, where one gets warmed up and developed one another to be development-oriented and innovative together, and where one is not sectored. I also think that we have some control mechanisms and supervision, which often describe things as professionally sound and well enough. That's when I ask the question: Yes, it's professionally and fairly good enough, but for this patient group we can ask: Is it ethically good enough? Or is it ethically reprehensible sometimes? We need to build up municipalities to become a learning organisation – learning from failure creates security for failure to become a learner. Evaluation is good. But I'm also very concerned that it's not just going to be talking, but that it also has to turn into concrete actions for them. What kind of homes do we need? Do we need manned homes, manning 24 hours a day? Do we need other types of housing? We need another type of competence, etc.? Finally, it's the seriously ill and the environment around them that goes beyond if we can't solve this. The least worthy of it is that the sick person feels that we are unable to achieve the goals we have set ourselves. I thank you again for a good debate.
ParlaMint-NO_2014-02-13.ana.ud1374e550	I would also like to thank you for the debate, and take with me the views and recordings that have come. But I see that there is a fairly broad political consensus both on the description of reality and on what direction we need to go in to solve some of these challenges. Then I also think the debate is very clearly marked by the fact that no one comes up with a quick fix solution to this, but that one sees that one has to work systematically in many areas. It's important for me to stress that we all have a mental health. People with mental health challenges are not dangerous. It's incredibly important that we build up prejudices against mental health challenges, because it's in itself important to lower the threshold to seek help and to be open to their surroundings when everyday life gets tough. Several have mentioned the challenges of identifying the so-called dangerous persons or ticking bombs. I really want to turn that problem around and say, maybe we're looking for the wrong place. Maybe we should stop looking for the individuals who define them as ticking bombs, and rather ask the more basic question: Should a listen to where in the services it's ticking? Often, it is not least in the services that you should look at where the danger signals are when you are not able to help people in a good enough way. I think many of those ticks come from the fact that one is not able to have good enough coordinated services, where one does not see things in connection between the different responsibilities. There we have a big challenge across healthcare, but I think we may have an extra big challenge in municipal health and care. Then there's a series of measures that we're doing. We need to develop better drug and mental health services, especially in municipalities. It is quite right that we have said that the growth in mental health and drug use in specialist health services should be higher than the growth in somatics. I think that's right. There are two main reasons for that. First of all, it's to take care of the escalation plan that's been in psychiatry. The second is that the municipalities are now very concerned about somatics, because of the tools of the Interaction Reform, and many municipalities are therefore not in a good enough position to help some of these patients. It is important, however, that we have also given clear guidance in this respect, namely that it is the close services to be extended – in the DPS, in the multidisciplinary teams, what benefits municipalities.
ParlaMint-NO_2014-02-13.ana.ud1374e563	The debate on substance is closed. So 5 is going to end.
ParlaMint-NO_2014-02-13.ana.ud1374e579	In Norway, we have stated that the oil and gas resources will benefit the entire population, and the petroleum industry says that it will provide regional benefits. This has been underlined by Stortinget in the form of both comments and articles, and in all individual cases there are no Romantic decisions. Petroleum industries have generated good income for the country and many jobs in some regions. Geographical spread — and not accumulation — reduces pressure on the press area and is of decisive importance for the signal and incentive that a sender sends when it comes to new search areas. At the meeting with Sogn and Fjordane's bench, the county spokespersons with several spokespersons said that what he was up to was Roman language decisions and letters of approval when it came to whether concessions were followed up or not. I disagree that this is the correct conclusion, both from previous practice and from the Storting position in relation to government. I have also looked at many of the letters of approval from the department. There seems to be a continuous logic in that they in the letters of approval refer to the current propositions and settings. It is therefore appropriate to ask the Minister how he and the government will follow up on a mass — possibly clear bulky — of concessional conditions at the Flora base, especially, and in relation to the general kerosene. The biggest thing is without doubt that Sogn and Fjordane will have a greater share of petroleum cake, and that the Flora base will grow. The size of the population has pointed out to the urime doctor that the land-based activity — after 30 years of activity and at 35 pst. of Norway’s oil presence outside the county – only in 1.3 pst. In comparison, Hordaland has about 20 pst. and Møre and Romsdal 12 pst. When things are now up-to-date, Statoil, owned by two thirds of the state, will reduce the land-based activity of Sogn and the Fjords. I have understood the minister that he will not use the ownership cork to ask if evidence of why longer sailing patterns gives greater economic and environmental savings, or for transparency in different calculations. Rather, the Minister would like to know how much the economic difference will be in the middle of the supply between the county of Hordaland and Sogn and the Fjordane, thus improving the follow-up to the intention of petroleum law and the Stortinget. Another aspect is security and the environment. The centralisation will take place in Mongstad, which is already a burdened port today, without new requirements for oil protection or being addressed in a socio-economic account. The expansion of this port, which must be able to double the activity of Statoil's plans now, will also lead to new, large investments for which the rational use of existing capacity is not actually needed, and which are in no way in line with the expectations of reduced activity in the North Sea, which Statoil has expressed at several times. Such arrangements are poor in terms of good resource management or health, environment and safety, such as: is expressed in petroleum law § 10-2. Having an active ownership is something the government of Solberg is against, and that was a warning in the election campaign. So I'm not going to go into it so much more, just remember that in practice, there's a big difference between the Red-Green ownership policy and the Right and the Progress Party's ownership policy. I would also like to point out that the majority of the population was clear on the social responsibility and importance of it, and the rhetoric in the election struggle from the Right and the Advance Party was far from passively looking at a reduction of the Flora base, on the contrary. The concession terms were not supposed to be at all, and the base would go a bright future waiting with a bourgeois government behind the wheel. The reality is that the government of Solberg has no intention of doing anything when Statoil now reduces land-based activity. The minister was ready in his speech in the Question Time here in the hall that it was far from a break of the petroleum law to reduce land activity down to 1 pst. It was the case in Sogn and Fjordane and Hordaland, and will then also apply in all other states. There are some signals sent here, both to the people throughout the country and to Statoil. To Statoil: free path, do as they please! To the people: do not wait for the Right and the Advance Party to do something to benefit the community’s oil and gas resources in the districts and local populations in the form of land-based activity! I disagree with the minister that there are only Roman decisions and approval decisions that determine whether a concession has been followed up or not. If so, all comment writing and debate in Stortinget will only be a game for the gallery – time-consuming and unvalued – even if there is a collection of magnification that gives clear leadership. In the case of legislation, it is precisely pre-worked for the laws, major debates and comments that are important to see when interpreting the legal text. I want to document my claims about Stortinget's statement, the positive willingness for Sogn and Fjordane to have a greater share of petroleum cake. I go into the handling of the Storting of Valemon. Here I'm quoting from the Inst. 376 S for 2010-2011: ‘The Committee assumes that the petroleum activity shall produce local/regional ring-effects. Valemon is located outside Sogn and Fjordane, a state that, in relation to the large off-shore resources, has so far received relatively small counting in terms of employment and value added. The Committee therefore considers it to be inter alia: it is important that the operational and base environment of Florø be further developed and that the scope of competence and functionality, including personnel transport, is ensured. This will be in favour of the region, but probably also in relation to the needs of Statoil and after several other companies have and are expected to get in the area.» For the sake of order I also quote from the letter of approval: ‘The approval shall be granted in accordance with the plans, comments, assumptions and conditions set out in Prop. 85 S Expansion and operation of Valemon and Innst. [[2010-2011]] [[2010-2011]] 376 S Configuration by the Energy and Environment Committee on the development and operation of Valemon.’» So there is no doubt that the Stortinget – regardless of the party – has been involved in building the Flora base, and that Sogn and Fjordane would have their fair share of the land activity. This is a clear expression for the handling of Visund, Gulfaks, Trolls and Veslefrik to name some fields. This has been said in the comments of committee management, in debates and is referred to in the letters of approval. If the Council of State were to be right in saying that there is nothing other than Romantic decisions that means something in Stortinget's handling, it would not make sense to refer to these documents. The only thing that would make sense in this case is to refer to the relevant decision points. I want to show you other examples that update the question of how the government will follow up on the majority of its expressed will, even when this does not appear in the Roman numerals. A very topical issue here is the electrification of Utsira. I refer to an interview in Technische Ukeblad on February 6, 2014, where the minister pointed out that this was not agreed in Stortinget. There the Christian People's Party Kjell Ingolf Rupstad says that he fears the outcome in the matter: ‘The sum total is correct that it is not a formal decision to electrify the height of Utsira. But if you're in doubt about what the Storting has meant, you've slept an hour." Left's Ola Elvesuen, who is the leader of the Swedish Energy and Environment Committee, was also not impressed by the response from Tord Lien in the same interview. He thinks it's pointless that the minister relies on whether the Storting has demanded or wanted electrification of the height of the Aussir, and says: ‘The will of greatness is that this be done, and that is what one must deal with.’ Is the Minister certain that the government has a large majority in the opinion that a Romantal decision is necessary before the government has to stick to its expressed will? Or has the minister turned around? Would the minister possibly turn around if he hadn't? And: Will the Minister take steps to meet the Stortinget's intention and will for growth at Florabasen and Sogn and Fjordane?
ParlaMint-NO_2014-02-13.ana.ud1374e644	Norway’s petroleum resources are the property of the Norwegian people and will benefit the entire community. The main objective of the petroleum policy is to facilitate the profitable production of oil and gas in a long-term perspective. Contributing to the highest possible value creation from fields and findings is an important task for the authorities and for me as Minister of Oil and Energy. Petroleum activity is Norway’s largest industry measured in value added, state income and export value. The petroleum industry employs around 43 000 people today, while more than 200000 can be directly or indirectly linked to the demand from the petroleum industry. There are examples across the country of ring-effects of petroleum activities, and 430 of the country's 439 municipalities have jobs related to industry. This is something I think we should be proud of. Florø, together with elsewhere in the country, has participated in the value creation and ringing effects of the petroleum sector. It is gratifying that there is an environment of competence in the municipality and that both Norwegian and international companies find it attractive to be in Florø. The government is engaged in good resource management and all profitable resources are used. Control of cost developments and efficient operation is necessary both to maintain activity over time and to maximise the value of our common oil and gas resources. Reduced costs are an important measure to increase extraction on Norwegian soil. By exploiting the full potential of resources, new business opportunities will open up to businesses in different parts of the mainland economy, businesses both inside and outside what we normally think of as the supplier industry. By exploiting the entire resource potential, we are best able to provide a basis for significant activity in the mainland economy for decades to come. It is the rightholders who, on a commercial basis, are responsible for the most efficient operation of the Norwegian base fields. This, I think, is a nobility for the way we manage our common petroleum resources. This also includes having control at cost level. It is the duty of operators to assess and implement both efficiency improvement measures at all stages of their operations. The cost of the base has grown sharply in the last decade. It is essential for the long-term value creation in Norwegian soil that cost developments are kept under control. The Government therefore signaled in the Sundvolden Declaration that it will focus on the future work to reduce the cost level of Norwegian pedestals, among others. by following up the recommendations of the Åm Committee. The costs of all parts of the establishment must be reviewed. In Report. St. 28 for 2010–2011, An industry for the future, is described as the cost challenge and the need to take new action to realise the full potential of resources on Norwegian soil. It was a message that was submitted by the previous government. The size joined this description. My main concern in the cost discussion is the creation of value on the base, but also the basis of activities on land. I'm concerned that we make the best possible use of every barrel and cubic metre, while exploiting all the profitable resources. Cost developments are particularly challenging for mature fields and for fields in the tail phase. The reduction of operational costs is essential in order to be able to extend the production and service life of these fields. Several of the fields in the northern part of the North Sea outside Sogn and Fjordane are just in this situation. Many mature fields on the base need large, new investments to extend their lifetime. The profitability of these late-stage projects is often very demanding. Good control of the costs of all parts of the business is therefore essential in order to ensure further operation and value creation in the future. In Sogn and Fjordane, a supply base was established some 30 years ago. Statoil is standing and has had too much of the activity on the base. Later, other actors have also established themselves here. The Flora base currently has about 500 jobs and has become significantly larger than the underlying ones when the base was established. Statoil decided last year to implement a conversion of the sailing pattern from the supply bases in South Norway to the platforms in the North Sea. These changes include: that some of today's supply activity is shifted from Florø to Mongstad. I understand that this is not popular in Florø. At the same time, the conversion has been calculated to provide annual cost savings in the hundreds of millions. According to Statoil, this is a business adaptation that will help to ensure extended operation and increased extraction from several of the fields on the base outside Sogn and Fjordane. The conversion will help to strengthen profitability and hence long-term value creation from these fields. Longevity also means the extension of activity on the base for a long time to come. This is good, also for Sogn and Fjordane. Longevity and maintenance of the level of activity in the future are necessary to achieve the highest possible value creation in the long term from our oil and gas resources. To achieve this, it is often necessary to adjust the way businesses operate in line with changed business assumptions. In order to obtain the best possible decision-making basis for such conversions, it is important that companies also have dialogue with the relevant local and regional authorities. The ministry is aware that in this case there has been such a dialogue over several years, and we encourage it to continue. The conversions planned by Statoil mean that they retain the supplies to Snorre and Visund from Fjordbase, but reduce the supplies to other fields from the same base. Some of the activity is thus continued, which is stepped down. At the same time, several compensatory measures aimed at the oil and gas environment in Sogn and Fjordane have been introduced. I am aware of the initiative being launched where Statoil cooperates with the supplier network Maritime Association and the incubator Fram Flora to look at the possibilities for the municipality of Flora and the rest of the county in the future. It is constructive cooperation measures that will promote innovation and development in the region. Statoil’s decision to develop Fjordbase as a logistics centre for feeding pipes, enterprise and supplier development, financial support for subsea training and apprenticeship participation are all good initiatives. This shows that the environment in Sogn and fjords will continue to take part in the creation and development of the petroleum industry. Statoil has had an active dialogue with stakeholders throughout the process of exploring the supply structure. The Ministry has also been informed of the matter from various sides. We have received information from several stakeholders in meetings in the department, which is also described by the interpellant. I do not see that there is a basis for me to intervene in this matter, but I encourage all the parties involved to constructive cooperation in the future. If we are to achieve the objective of profitable production in the long term, it is absolutely necessary that we have control at cost level. Efforts to reduce costs are very important in order to extend the field in service life and thus increase field extraction. I am sure that the relevant business community in Sogn and Fjordane, as elsewhere in the country, will also participate in the competition for assignments related to the business on a Norwegian base. Furthermore, I believe that local and regional authorities will support these actors and facilitate new business activities in the oil and gas industry as well. This is the way for this region to achieve increased value creation related to Norwegian petroleum activity, also in the sea areas outside Sogn and Fjordane.
ParlaMint-NO_2014-02-13.ana.ud1374e680	In fact, the minister did not answer any of the questions I asked. I'm not going to repeat them now. I assume that he will return to them in his closing post. I understand that the minister does not want to talk about the guarantees and promises of the election campaign, and why this is not followed up. But when the minister drew the economic card as the only salivating thing, it's in place to show and remind what a large number has actually said. It's going to be twice as strange when the minister doesn't want to get access to the strange bills from a government-owned company. The Minister has obtained an account from the signatures and others showing the environmental benefit — and shorter sailing time — by distributing it from a centre line between Hordaland and Sogn and Fjordane. In relation to Mongstad – which is an hour's run from Bergen – Florø is closer, and equally close to Statfjord and Gullfaks. Therefore, greater use of Florø must be reflected in lower logistic costs, not right, as Statoil claims in undocumented claims. Greater use of Florø would also be much more evidence of the clear political will expressed by the Storting over many years. By alerting the resuscitation pattern, Statoil will make an option that will clearly negatively affect the petroleum activity of Sogn and Fjordane, contrary to the signals given by the Stortinget, as recently, in the handling of Valemon. Does the Council of State think that it is a point to listen to the political will, even if it is not expressed by a Romantal decision? Will the Council of State require evidence from Statoil, a company in which the State owns two thirds of the axans, that such large savings as the company has presented cannot be achieved without a strong reduction in supply activity in Florø? Will the Council of State possibly bring in other remedial measures to follow up on the will of the Grand Duchy? The majority has also stated that majority decisions must be monitored by the government. I refer here to Document No. 14 for 2002–2003, Report to the Grand Duchy from the sample to investigate the control function of the Grand Duchy: ‘An important criterion of parliamentary scrutiny is whether government and administration have followed up the clearly expressed assumptions of the Storting, as expressed in committee or during the debates.’ Does the Minister not see that the government has to fulfill what the majority of the population says, and that comments and debates actually play out?
ParlaMint-NO_2014-02-13.ana.ud1374e700	I note that the interpellant seems to take lightly on the cost level of the Norwegian base. In these areas, in particular, it is essential to control the level of costs, precisely in order to allow further development, increased oil extraction and tail production in these fields. So I don't think we should take it easy. It is a common responsibility for government and big business to ensure that the costs of production on a Norwegian base are reduced. With regard to this question that the Council of State is going to go into the costs, I tried in my post to explain that I believe it is a nobility mark for the Norwegian Petroleum Administration that it is the operators on the base who are responsible for making the commercial assessments, and to make decisions based on those assessments. And then it's our joint responsibility to create the framework conditions under which these commercial decisions are to be made. So I'm aware that there are other operators who are now on their way into the base of Florø. Of course, I am pleased, and I assume that the biggest representatives from Sogn and Fjordane are too. So I've explained several times, both in writing and orally, that the department has not identified conditions that make Statoil's decision require the involvement of the authorities. We consider that this conversion, which will contribute to the extension of the operation of several fields on the base, does not conflict with the petroleum law or with the conditions laid down by law.
ParlaMint-NO_2014-02-13.ana.ud1374e711	Norway has had an adventurous development as an oil and gas nation for 40 years. Over the years, oil and gas revenues have largely contributed to Norway becoming one of the richest countries in the world, benefiting its inhabitants throughout the country. On the right, Norway is, and still is, a major producer and exporter of energy – primarily oil and gas, but also renewable energy. In this interpellation, the focus is on Statoil's activity in Florø in Sogn and Fjordane and their plans for a new sailing pattern between the bases of the West. Statoil made a decision in November last year, a few weeks after the election, to change the sailing pattern, where the base of Florø got all the supply to Snorre and Visund platforms, but lost the rest of the supplies to the platforms in the fields outside Sogn and Fjordane from Florø. Statoil has been working on these plans for several years, and it has our dialogue between Statoil, the municipality of Flora, the county council and the actors on the base through this process. For the oil environment in Sogn and Fjordane, it has been very important to increase the activity in the oil industry, thus creating jobs. Although a large part of the oil and gas production takes place directly off the coast of Sogn and Fjordane, only 1.3 pst has been populated. of employment before the petroleum industry in the country. Statoil is the largest player both on land and in the fields outside Sogn and Fjordane. That's why there's a lot of tension attached to what Statoil will do in the future. When the Statoil decision became known in the month of October/November, there was great disappointment both in the political environment in Sogn and Fjordane and in the supply industry and the oil environment. Several reports indicated that between 150 and 250 oil workplaces could disappear from Florø if Statoil’s plans were implemented. In addition, many jobs indirectly linked to the oil activity in Florø will disappear. Many have also said that Statoil violates concession terms when it reduces supply activity in Florø. This has been a jumping point, for example. in the election campaign and in time towards the decision of Statoil. This has been rejected. Another important element has been the handling of the newest development in the fields outside Sogn and Fjordane, the Valemon construction, where a mass accumulation in a note wanted to facilitate increased and new activity in Florø. All of this is part of the background because there have been strong reactions to Statoil's plans to reduce the sailing pattern from Florø. Statoil explains its cut in the activity in Florø that one has to reduce the cost level of all the activity in the company. Of course, this is important if we are to be able to extend the life span of the fields in production, obtain production from new fields and not least ensure profitable activity in the longer term. What is challenging in this matter is that Statoil has not been able to show in a good enough way that the savings to be made by the company by changing the sailing pattern could be made in other ways, such as: move activity to Florø. It's one of the main reasons for the reactions we've seen when we know that Sogn and fjords already have so little of the employment in the petroleum industry. As is now the case, changes are being made to the sailing pattern in Florø, and then it is very important that Statoil keep up the promise of new activity and greater participation in local development work. Both municipalities and businesses in Florø and the rest of Sogn and Fjordane expect this to happen. We see that the municipality has provided for increased activity with an extension of the area to the base. It is an important measure. The new subsea training started in Florø is also an important measure to recruit for the oil industry. We also see that the supplier industry is continuing to compete for supplies to the oil industry. In Sogn and Fjordane, the cost level is lower than many other places, and there is availability of stable labour and land. In addition, there are many competent companies that will be involved in the competition for commissions. All of this is positive, but there is also a clear expectation that Statoil, as the largest player on the Norwegian base, will also keep up the promise of new activity in Florø.
ParlaMint-NO_2014-02-13.ana.ud1374e734	What the interpellant says here is the facts. The size has expressed strong willingness through the concession conditions to create growth and activity at the Flora base. A technical or legal question cannot be resolved. I record that the Council of State takes lightly on the Stortinge's leadership, remarks, but puts emphasis on profitability. Both the Right and the Advance Party were very offensive to secure activity on the Flora base, and had it as their main slogans in the election campaign. The former government has seen strong growth on the Flora base, also by providing good quality. Last 17 August last year, Jan Tore Sanner said at a meeting in Eikefjord: ‘The base of Florø shall be further developed. You must believe me in my word, we shall not compromise the terms of the concession." After the new sailing pattern that Statoil announces, only Snorre and Visund will be provided from Florø. This will result in the loss of 150 years, plus the ringing effects that this activity creates. This happens, despite the fact that there are such political leaders for Gulfak as it says in St.meld. No 24 for 1983-1984: ‘An equivalent distribution will be made between the CCB and the base in Florø for supplies to Gullfaks’. [[...]] And... ‘ bulk and pipeline storage is added to Florø. [[...]] Furthermore, a division of the spare part stock between CCB and Fjordbase will be carried out [[...]] Int. S. No 97 for 1983-1984 to St.meld. No 24 for 1983-1984: ‘The Committee will underline the importance of the base for the municipality of Flora and the importance of being informed of the need to provide further activities to strengthen employment.’ There are also leads for the other fields currently served by Florø, Valemon, Troll and Veslefrik. The Storting has quite openly suggested that there should be considerable activity to the Flora base from the fields just off the coastline. Statoil disregards this in a new sailing pattern. I want to ask the Council of State: What are the comments from the World of Storting, if they are not followed up? And what ride will the minister use to accomplish his will? The Flora base has built up an environment of competence for many years. They have provided high-quality, high-quality services and, as the Council of State says, there has been a strong increase in activity over the last ten years – thank you for the active political work of the former government.
ParlaMint-NO_2014-02-13.ana.ud1374e768	Thank you to the representative Heggø, who is lifting this matter into the main hall. I find reason to stress that there is a comprehensive political environment in Sogn and Fjordane that has seen this matter high on the agenda, and I think it is important. Norwegian oil adventure is not without shadow pages. They include: We in the Left warn against in this Chamber several times, and there is every reason to be led was in view of the climate and in view of the bearer forces of the Norwegian economy. That being said, the Norwegian oil adventure also has some amazing sites, it's all because we call it an adventure – not just because one day it will be snip, snap, snip. The oil adventure has simply created enormous values for our country, not least along the coast of the West. Unfortunately, the value creation and the jobs that have followed the activity in the North Sea have not been evenly distributed along the coast. On the contrary, there has been an accumulation of land-based jobs in some areas, and perhaps in some cities in particular. In my state, Sogn and Fjordane, we have our hosts for a very large part of the oil business, but just off the coast. On land, it's got our tailors. One of the few exceptions has been Florø, one of which has gradually been able to build a robust environment on the base of the city. That Statoil now has to move important jobs away from Sogn and Fjordne's only proper petroleum environment, with the right emphasis has great anger and frustration in Sogn and Fjordane. Not only did the decision seem to be of little concern, but in my view it also shows a lack of gait. Statoil is a essentially state-owned company in a virtually privileged position. They have a social responsibility that we expect will be taken seriously. Part of that social responsibility is the consideration of value creation and jobs throughout the country. Unfortunately, the Florø environment has spoken to deaf ears against the Statoil Guide, and there has not been much help to pick up, either from the government of Stoltenberg or from the government of Solberg. This is what many people are disappointed about. I also think that what is happening in Sogn and Fjordne should be a cross of thought, not only for those who foreshadow that state ownership is excellent, but perhaps for those who stand on the stairs and loads to open new seas for petroleum activity. I definitely understand that the prospects for new jobs, for example: In Lofoten and the Westphalian, it may seem tempting to many, but then it may also be wise to look at Sogn and Fjordane – look at the lack of social responsibility that Statoil shows, see how little dripping on the clock on land, even if it rains on the priest out on the base, see how the workplaces end up in completely different places in the country, despite the fact that Sogn and Fjordne have opened up their sea areas to a large-scale petroleum industry. It is not such that this country will live on on petroleum industry for all years. Nor are Sogn and Fjordane dependent on such jobs. On the contrary, it is important to transform our economy into a greener and more resilient direction, both economically and environmentally. But the petroleum industry that we have been doing, and which we are going to be doing for many years to come, should not only benefit individual cities and some areas. It must also benefit the states which are host to the activity outside their coastlines. That's why I'm saying it's a shame to see Statoil moving important jobs away from an already vulnerable environment. I hope it's possible to think about one more time, and at least it's possible to think about further development of other services in Florø, so that one can move on to strengthening the good environment that's already there, not building it down for no reason.
ParlaMint-NO_2014-02-13.ana.ud1374e789	The history of Norwegian petroleum industry is in many ways an adventure. Oil and gas have contributed enormous revenues, jobs, businesses and ring-fences in our country. But unlike the adventures, this is not just about lucky and mild gifts from nature; it is not least about a conscious policy to build up competence and industry in Norway, and it must be said that it has been extremely successful. Today, the Norwegian supplier industry is competing in a global market, and the knowledge and supplies have become about as valuable as the natural resources themselves on which the industry is built. And now, when petroleum activity enters new areas, both in the North Sea, in the Norwegian Sea and in the Barents Sea, today's politicians have a heavy responsibility to ensure that new areas on land also have opportunities to build up skills, industrial environments and suppliers. It is both about ensuring activity and growth throughout the country and about ensuring the legitimacy of the oil and gas industries. The connection of the population to access new areas depends entirely on the fact that people on land are not only left with the risk, but also on the fact that it contributes to positive developments where they live. Another heavy responsibility of today’s politicians is to ensure that the activity of oil and gas on Norwegian soil is carried out in accordance with the climate commitments undertaken by Norway. The will of the people has been clearly expressed here in Stortinget, either by decision or by majority comments, both in the matter of the Flora Base, which is the starting point for today's discussion, and in matters such as Goliath, the Johan Castberg project and electrification of the Utzira Height. So you have to expect from this room that the Council of State will follow up the majority of the population in relation to the Flora base in concrete terms, as expressed in a cross-political way in the debate today, and that also in the further work he will not leave it up to the individual oil company to decide what kind of part of the coast that gets involved in the growth. I have to say that I am not at all reassured by the answer given by the oil and energy minister at the beginning of this interpellation debate, and he has actually managed to create uncertainty as to whether he will follow up the bulk of the population. Should the oil companies control everything themselves, as long as it is profitable? I would like to stress that profitability and cost-effectiveness are of course important considerations to take, but that cannot be the only consideration that the government takes when we are going to develop Norwegian petroleum industry further. It is also important to facilitate the local industry on land, as the Petroleum Act actually adds. Then I fully agree with the Council of State that the business community in Sogn and Fjordane and in and of itself also in Finnmark or other parts along the coast is fully capable of grasping the opportunities. But the prerequisite for them to seize the opportunity is that they get the opportunity, and the government has a heavy responsibility to ensure it. I perceive that the council here writes down that responsibility, and there is no good follow-up of the large number of people who have settled on several occasions.
ParlaMint-NO_2014-02-13.ana.ud1374e802	It's been an interesting discussion and a lot of good articles. I have not received an answer to the specific questions I asked, nor am I happy to see how the Minister will come to his clear-cut will. I do not take lightly on cost control. But clear logical flaws in the arithmetic actually have to be investigated, and what I think is the minister's duty. In view of the understanding that only Roman figures decisions are to be applied by what the Storting says, what is done with observations in political debates will be completely worthless and reduced to a political theatre and time fatigue. I am concerned that this will have a devastating effect on public confidence in the political work of the National Assembly. Does the Council of State share that turbulence? Does it understand that concession terms only apply to Roman number decisions and letters of approval, why has a then systematic reference to handling in the Stortinget, settings and comments, if there is no real value? Minister Lien has also made it clear that there are governments in the past who are in debt and have not done their job well enough – among other things. in the meeting we had on the Sogn and Fjordane bench – of which there were not clear enough decisions in the letter of approval. But it is precisely in the letter of approval that there is a reference to the management of the committee and the big business and what has been said there. How, then, can one claim that the concession terms are met? How extensive would it be if everything were to be made a dot and a dot in the form of a decision? There's a lot of loose threads. At least I can promise the Minister one thing, that I will be snooping in all the loose threads, because I actually want to get to the bottom of this. The installation here today shows a broad political will from all the political parties, and then the representative Rotevatn has a very good point: what signal and incentive does this send with regard to new fields? When Statoil is then busy with cost control, I also expect a forward with Snorre 2040. I expect the minister to follow this closely, that the minister will turn around and follow up on a huge majority, and that this will benefit Florabasen and Sogn and the Fjords. Loneliness is an important consideration, but it is not the only consideration. One must also fulfill what the majority of people have said.
