ParlaMint-GB_2021-06-07-commons.u1	What steps she is taking to tackle large gatherings that breach covid-19 restrictions.
ParlaMint-GB_2021-06-07-commons.u129	Yes, the hon. Gentleman is absolutely right. We talk about this when the Northern Ireland Health Minister and the Scottish and Welsh Health Secretaries join me on a weekly call. We are acutely aware of the importance of tackling the delta variant, as it is now called, and it is something we work on very closely together across the UK.
ParlaMint-GB_2021-06-07-commons.u130	Will my right hon. Friend confirm that what he said on “The Andrew Marr Show” was not a change of policy—a sudden retreat from the road map—and that no final decisions have been taken on what happens on 21 June? Can we still hope, in particular, that events involving big gatherings—weddings and all those kinds of things—can start up again, because they are so important both for our economy and jobs and for our quality of life?
ParlaMint-GB_2021-06-07-commons.u131	Absolutely. As I said then, it is too early to make this decision. We have to look at the data and we will announce the decision next week. When answering a logical question of, “Are you open to delay? ” , if you have not made a decision on whether to delay or not, by dint of logic, you are open to delay. That is, I think, a perfectly reasonable and logical answer to a question. It is an absolute classic: a politician answers a straight question with a straight answer and it causes all sorts of complications.
ParlaMint-GB_2021-06-07-commons.u132	We have seen in the past year unprecedented restrictions on our freedoms, for reasons that we in this place predominantly entirely understand—the pressure on our national health service and the escalating hospitalisations and death rates. Given the statistics that the Secretary of State has just published and the tremendous success of the vaccination programme in preventing hospitalisations of people doubly vaccinated, what additional freedoms are won for those people, and should we now be considering whether people who have been doubly vaccinated should be able to get additional freedoms as it appears that they will not be the cause of large numbers of hospitalisations in the future?
ParlaMint-GB_2021-06-07-commons.u133	The hon. Gentleman is obviously a mentor of his former leader, Tony Blair, who made this case at the weekend. We are looking into this question for certain occasions. It will be necessary for international travel. However, in this country we have moved together—everyone is treated equally—in the same way that the virus treats us equally. I note that Israel, which did bring this proposal in, has now removed it.
ParlaMint-GB_2021-06-07-commons.u134	The Secretary of State’s announcement that we are opening up appointments for 25-year-olds will be warmly welcomed by many in the NHS in my area, so I thank him for that. On any possible delay to stage 4 of the road map on the 21st of this month, I totally get the logic that he is talking about; he is absolutely right to reserve judgment until one week before, as was always to be the case when the road map was published. However, may I gently press him to tell the House what we would be delaying for? Would it be a world without covid and therefore without any possibility of a variant of concern in the future, which I do not think is his belief? Can he see, though, why, for many, that would be to write covid a blank cheque and just continually delay?
ParlaMint-GB_2021-06-07-commons.u135	That is an excellent question astutely put. The purpose of the road map, and the purpose of following the data within the road map and therefore having not-before dates, is that we are in a race between the vaccine programme and the virus, and with the delta variant the virus got extra legs. Our goal, sadly, is not a covid-free world, because that is impossible; the goal is to live with covid much as we live with some other unpleasant diseases, including, of course, flu. That does mean that there will be vaccinations long into the future; it means that, especially in winter, in hospitals for instance, we will have to be very careful to prevent infection from spreading; and it means that we will have to live with this virus and manage our way through it, but with the supreme power of science and the vaccine at our hand. That will be so powerful, and it is already proving, including through the data that I announced to the House just now, to be an incredibly powerful ally in getting us through this. However, at the moment, only 76% of people have had the jab and only 52% of people have had both jabs, and unlike with the previous variant, the second jab appears to be even more important this time around.
ParlaMint-GB_2021-06-07-commons.u136	The Government’s former chief scientific adviser and the chair of Independent SAGE, Sir David King, warned today that current covid figures are “evidence of another wave appearing”, while the Office for National Statistics estimates a 76% increase in cases in England in the week ending 29 May. Given that the delta variant is more transmissible, has a higher risk of hospitalisation and has more vaccine escape the Kent variant, can the Secretary of State explain why he is not ruling out now any further lifting of restrictions on 21 June, so that we can get more adults double vaccinated first? Given that he acknowledges greater transmissibility among secondary pupils, will he look again at reversing the decision to end mask wearing in classrooms and at funding schools to enable them to increase ventilation? He says that he wants to keep schools open, and so do I, so why not take all the necessary steps to ensure that we can, and follow the advice of the Scientific Advisory Group for Emergencies, Indie SAGE and many experts?
ParlaMint-GB_2021-06-07-commons.u137	But why? Why on earth would you say, “I’m going to rule out doing something in two weeks’ time,” when we know that the extra data that we will get over the next week will help to make a more refined and more careful decision? I do not understand this argument that has been put by the SNP and the Green party that we should just make a decision now, when we will know more in a week’s time, so that is what we are going to do.
ParlaMint-GB_2021-06-07-commons.u138	Now then, I see that our NHS has published its very own woke alphabet, which includes terms such as “white fragility” for the letter W. Not only is this a load of nonsense, but it is very divisive. Does my right hon. Friend agree that the vast majority of our brilliant NHS staff are more interested in keeping the nation healthy than in learning the ABC of wokery?
ParlaMint-GB_2021-06-07-commons.u139	Yes, I agree with my hon. Friend. He puts it well. This so-called glossary appeared on the NHS website. I have raised it with the NHS and it has been taken down.
ParlaMint-GB_2021-06-07-commons.u140	On 15 May last year, the Secretary of State said at a press conference: “Right from the start we’ve tried to throw a protective ring around our care homes. ” Instead, we have seen over 40,000 families lose elderly and vulnerable loved ones in care. His unwillingness to accept what care workers, doctors and relatives were telling him led to shortages of personal protective equipment and a revolving door from covid wards to care homes. Will he guarantee that care homes will be properly protected in subsequent surges, and will he accept his own failings and apologise to the families who tragically lost loved ones in care?
ParlaMint-GB_2021-06-07-commons.u141	I am, of course, part of a family who have also lost a loved one who lived in a care home, so of course I take this very seriously. We followed the clinical advice when the world knew far less about this virus, and it was a challenge. The clinical advice and data since have shown that, in fact, community transmission was the major source of the incursion of the virus into care homes. I am delighted that, through the enormous efforts to increase testing, including the 100,000 testing target, we were then able to introduce the very significant staff testing that we have today, which is the main reason that there has been a fall in the second peak and much lower incidence in care homes. It is vital that we learn the lessons—it is vital that we learn the right lessons—and I am glad to say that, over the summer, we were able to put in stronger protections based on the updated clinical advice.
ParlaMint-GB_2021-06-07-commons.u142	The case rate in north Lincolnshire is 19 per 100,000 and we have seen incredibly low levels of hospitalisation since the middle of May. That is due, I am sure, to the vaccination effort and all those people who have had their jab. People in Scunthorpe have done everything they have been asked to do, so does my right hon. Friend agree that unless we meet an incredibly high bar of evidence, we will proceed with the opening on 21 June?
ParlaMint-GB_2021-06-07-commons.u143	We will look at that evidence and make that judgment. Of course I want to proceed, but we must proceed safely and not see this go backwards. When the Prime Minister set out the roadmap, he said he wanted it to be “cautious and irreversible. ” So far, we have succeeded in making it irreversible, and I hope we can keep it that way.
ParlaMint-GB_2021-06-07-commons.u144	This Government are keener to protect borders with regards to immigration than they are regarding public health. The right hon. Gentleman says he is considering the data, but had hotel quarantine been in place for all travellers, we would not have this delta variant spike. Will he reconsider what the Scottish National party is asking for, which is quarantine for all travellers, as well as protection for the travel industry with the right support? That will get the UK economy up and running in a more sustainable manner.
ParlaMint-GB_2021-06-07-commons.u145	We have brought in this incredibly strong travel regime, including the need for all travellers to be tested, and calls and home visits to those quarantining at home. That is based on risk, and we have taken the approach of being tough at the borders so as to protect the success of the vaccine roll-out here at home.
ParlaMint-GB_2021-06-07-commons.u146	My right hon. Friend should take great credit, as should his team, for the progress of the vaccination programme, and I congratulate him on it. Is it true that the Joint Biosecurity Centre said that Malta could be put on the green list?
ParlaMint-GB_2021-06-07-commons.u147	It is true that a number of balanced cases are put before Ministers, and we always look at the pros and cons of each one. Ultimately, those decisions are for Ministers.
ParlaMint-GB_2021-06-07-commons.u148	Welcome back Andrew Gwynne.
ParlaMint-GB_2021-06-07-commons.u149	Thank you, Mr Speaker. In his statement, the Secretary of State mentioned the rising cases of the delta variant across north-west England, and the impact of the vaccination programme on reducing hospitalisations. That is positive news, but the consequence of increasing covid rates, even without hospitalisations, is not totally positive. May I ask him about long covid—something that is close to my heart, having had it for 12 months? Beyond the actions he has already taken, what more will he do to help those who, inevitably, will develop long-term consequences and symptoms of covid from the latest wave of the delta variant?
ParlaMint-GB_2021-06-07-commons.u150	This incredibly important subject is close to my heart too, and perhaps we can work with the hon. Gentleman, with his personal experience of long covid over such a period, to ensure that we drive that agenda as hard as possible. The NHS has stepped forward and we have put more money into research, but this is an unknown condition as a result of a novel virus. It is a complicated condition and there are many different types of long covid. I would be keen to ensure that the hon. Gentleman engages with the NHS work on this.
ParlaMint-GB_2021-06-07-commons.u151	I represent a very international constituency where people travel for business, family and personal reasons, and not just for two weeks in summer in the sun. I am concerned that the cost of PCR tests is prohibitive, and the lack of certainty beyond three weeks under the traffic light system has a material effect on business and wellbeing. Will my right hon. Friend’s Department consider further whether lateral flow tests can be substituted for PCR tests to at least alleviate that concern and cost?
ParlaMint-GB_2021-06-07-commons.u152	Part of the purpose of the international testing regime is to get genetic sequences to spot variants, which we cannot do from a lateral flow test. That is the literal answer to my hon. Friend’s question. More broadly, the approach we are taking instead is to try to drive down the costs of PCR tests. Bringing a private market for PCR tests for travel has led to a significant reduction in cost, and that is another good example of harnessing private markets to improve people’s lives. The companies involved are strongly incentivised to deliver tests for a lower price. That is the approach we have taken for the reason I set out, and that is the decision we have made.
ParlaMint-GB_2021-06-07-commons.u153	The Royal College of General Practitioners, the Doctors’ Association UK and the British Medical Association have all expressed concern about the adequacy of communication with patients about the proposals for data sharing. From the answer that the Secretary of State gave to the Opposition Front Bencher—the right hon. Member for Leicester South (Jonathan Ashworth)—and to my hon. Friend the Member for Twickenham (Munira Wilson), he obviously disagrees with that, but in the interests of making data-based decisions, can he tell the House what his Department is doing to assess the level of patient awareness about what will happen if they do not opt out by 23 June?
ParlaMint-GB_2021-06-07-commons.u154	We are doing work in this area and talking to all the relevant bodies. Aside from some who have not yet understood the full importance of high-quality usage of data in the health system, actually, the vast majority of people, including the BMA, the Royal College of GPs and others, can see the benefit of getting this right. So we are working with them. The goal, though, is really clear—to use data better in the NHS because data saves lives.
ParlaMint-GB_2021-06-07-commons.u155	The Secretary of State laid out a number of decisions that will be announced next Monday, and the most significant of those will be on social distancing. If that remains, whatever else changes, we will not have gone anywhere close to back to normal. However, can I press him a bit on vaccine efficacy? The SNP spokesman, the hon. Member for Central Ayrshire (Dr Whitford), said that the first dose was only 30% effective. I believe that that is correct for transmission, but as for what is actually important, which is reducing serious disease and hospitalisation, the first dose is significantly more effective than that. Will the Secretary of State set out to the House his and the Department’s current understanding about the efficacy of the vaccine on the first dose and the second dose against serious disease and hospitalisation?
ParlaMint-GB_2021-06-07-commons.u156	My right hon. Friend is absolutely right about the figure for transmissibility reduction from the first dose. The figures for the reduction in serious disease and death are, as he says, higher than that, but since I do not have the precise figures in my head, what I propose to do is set them out tomorrow at the Dispatch Box at Health questions.
ParlaMint-GB_2021-06-07-commons.u157	The Secretary of State seems to be the master of mixed messages. Today, he tells us that the vaccination programme is going well, cases are down and hospital admissions have fallen, yet at the weekend, he was telling us that he is still open to removing the date for freedom day—21 June—and keeping restrictions in place. A few weeks ago, he was telling people that they could go to Portugal, yet, despite Portugal having lower infection rates than we do and only 1.5% of people being tested positive on return from Portugal, he has now put it on the amber list, costing the airline industry millions of pounds and putting holidaymakers to great expense. Does he understand the frustration that businesses and individuals have at the way in which, acting on his advice, they take precautions, spend money and take actions that they think are right, yet find that, when he changes his message, they are placed at a disadvantage?
ParlaMint-GB_2021-06-07-commons.u158	Of course I understand those frustrations—of course I do—and that is why we would all like to be out of this pandemic, but John Maynard Keynes’ famous dictum comes to mind, which is: “When the facts change, I change my mind. What do you do? ” A pandemic is a hard thing to manage and communicating uncertainty in the public sphere is difficult. When answering questions about uncertainty, I think the fairest thing that any of us at the Government Dispatch Box can do is answer fully and frankly to the best of our knowledge and understanding, and that does include things where there is evidence on one side and evidence on the other. We had a question from the hon. Member for Brighton, Pavilion (Caroline Lucas) that described only the negative side of what we are seeing in the data, but on the positive side we are seeing the impact of vaccinations that the right hon. Gentleman just mentioned. There are two sides to the story, and that is why some of the judgments are difficult. That is why we will wait until we have the most data possible, with a week to spare, so that people can implement the decisions we make regarding 21 June.
ParlaMint-GB_2021-06-07-commons.u159	I reassure my right hon. Friend that, since last we spoke in this Chamber, I have received my first jab. As the age limit lowers, the more youthful of us in this House benefit—although the years have not been kind. His announcement that the limit is to go down still further, to 25, is excellent news. I thank everyone in the vaccination centres in Hazel Grove, Woodley and Offerton and other places in my constituency for their tremendous work. Will my right hon. Friend go further with his surge of vaccinations? That is how we will end this pandemic. Will he commit to reducing the time between first and second jabs and do all he can to secure greater supply? Give us the jabs and we will finish the job.
ParlaMint-GB_2021-06-07-commons.u160	A propos my previous answer, there is again a balance here. Obviously, we want to go as fast as possible, but, on the other hand, the strength of overall protection people get grows, on the latest clinical advice, up to an eight-week gap. So a longer gap gives them better overall long-term protection. That is why we have reduced the gap from the 12 weeks we had at the start, because we wanted to get as many first jabs done with the early doses we had, to eight weeks; but the clinical recommendation is not to go below eight weeks, because people would end up with weaker overall protection from both jabs. That is the reason for our approach, but ultimately we want to go as fast as we clinically safely can with the programme. For that, we need all the good folk of Hazel Grove who are doing so much to make this happen and to deliver jabs in arms, and I thank them all.
ParlaMint-GB_2021-06-07-commons.u161	A number of my constituents were out in Portugal and were taken completely by surprise by the Government’s about-turn on their advice and rules on travel to Portugal. It has cost some of them many hundreds of pounds. It is important that we remember that hundreds of thousands of jobs depend on the travel industry, and many people in my constituency work in that industry or rely on it. The Government must start to be clear about what they are going to do about travel overseas. Given the high number of people in this country who have been vaccinated, subject to the countries they are going to having high rates of vaccination and low rates of covid, there is no reason why they should not be able to travel.
ParlaMint-GB_2021-06-07-commons.u162	I cannot say any more than I have already said. We take a cautious approach to travel because of the risk of new variants, which could undermine the whole thing. We have a traffic-light system because some countries are safer to travel to than others.
ParlaMint-GB_2021-06-07-commons.u163	Children and young people have missed out on so much over the past 15 months or so—both educational opportunities and opportunities for important social development. Today, my right hon. Friend received a letter from a number of Jewish youth groups that run residential summer camps. They are desperately worried that, if the rule of 30 remains after 21 June, what they do simply will not be viable. I am sure that the same is true of many other youth groups. Can he give some reassurance that those safe, regulated, largely outdoor activities will be able to go ahead for groups of much more than 30?
ParlaMint-GB_2021-06-07-commons.u164	Yes, of course, as part of step 3, those activities were reopened for school-based groups. I absolutely take the point that my hon. Friend is making. That is of course part of step 4. He has made his point clearly.
ParlaMint-GB_2021-06-07-commons.u165	In April last year, Government guidance in relation to hospital discharges clearly stated: “Negative tests are not required prior to transfers/admissions into the care home. ” One month and many deaths later, the Secretary of State very clearly said on national television that “right from the start we have tried to throw a protective ring around our care homes. ” Since then, the guidance seems to have disappeared from Government websites, and this weekend he has denied making those claims, yet again today he expects us to trust this Government’s judgment in deciding how we should continue to live our lives. Why on earth should we?
ParlaMint-GB_2021-06-07-commons.u166	I am terribly sorry: all the policy and all the guidance was, of course, set out in public around care homes. It was a very challenging policy, not least because—as the hon. Lady implied in what she quoted—the tests were not available to be able to do this, and the clinical advice was that asymptomatic transmission was highly unlikely. That was the basis on which these decisions were taken. The challenge in care homes was equally a challenge in Scotland and a challenge in Wales— a challenge all over Europe, in fact. The decision making in this area is a matter of record. A huge number of people were trying their very best to solve the problem as best they possibly could, based on the very best science and clinical advice.
ParlaMint-GB_2021-06-07-commons.u167	The Secretary of State will recall telling us that the first lockdown was needed to give time to build capacity in the NHS. Can he therefore tell us how many more hospital beds are available in the NHS now than in March last year?
ParlaMint-GB_2021-06-07-commons.u168	That is a good question, but the main capacity that we built was the Nightingales, a very successful project. The Nightingale project was one of the finest examples of rapid action in the NHS that has been seen. Thank goodness we had the Nightingale hospitals, because the people treated in them got treatment that was otherwise likely not to have been available. It meant that we could keep that promise all the way through—that nobody was denied treatment for covid. People got the treatment they needed because we managed to build that capacity so quickly.
ParlaMint-GB_2021-06-07-commons.u169	I hope that the Health Secretary will understand the frustration that there will be right across the country if the 21 June date ends up being delayed by the Government because their own border policies failed to prevent the Delta variant from spreading, because they were too slow in putting India on the red list and because of gaps in the amber list policies. Given the confusion that there still is about the way in which the Government are taking decisions on individual countries on the border, is it not time that he accepted the recommendation that the Select Committee on Home Affairs made last August that he publish not just the data, but the analysis and advice from the Joint Biosecurity Centre? The analysis and advice from SAGE is published, so why is the Joint Biosecurity Centre’s advice being kept secret?
ParlaMint-GB_2021-06-07-commons.u170	The right hon. Lady and I have had this exchange before. I respect her enormously, but she continues to imply that we should have taken decisions based on data that we did not yet have. That is simply not a reasonable position for the Chair of any Select Committee to take.
ParlaMint-GB_2021-06-07-commons.u171	The statistical snapshot that my right hon. Friend gave in his statement showed that just over 2% of people hospitalised with the Indian variant had had both jabs. In order to encourage everyone to get vaccinated, will he in future publish on a daily basis how many patients in hospital with covid have previously had one jab, two jabs or no jabs at all? If that information is not held centrally, should it not be?
ParlaMint-GB_2021-06-07-commons.u172	I am delighted by that question, because the data that I put in my statement was right off the press—it is new data. I am absolutely happy to look at how it is published and on what basis. I hear my right hon. Friend’s call for it to be published daily; we do update most of this data daily on the website. We have not got to that point yet—we have done a first cut of the data up to 3 June, as I read out—but the critical question is how many cases are translating into hospitalisations and then into deaths. I am very glad that we were able to do the first cut today, and I will see what I can do on publication.
ParlaMint-GB_2021-06-07-commons.u173	The Government are pushing through a data grab that will see GP patient records held on a central database, which will, in turn, be available to private companies. Anyone getting the covid-19 vaccine from 1 July will have their GP record updated and so uploaded to that database on that day, often without their knowledge. There are enough fears adding to vaccine hesitancy and the Government are now adding concerns about data privacy to that, so will the Secretary of State agree to stop this data grab, undertake a full consultation with patients about sharing their personal data and publicise just how they can opt out?
ParlaMint-GB_2021-06-07-commons.u174	The way the hon. Lady characterises this policy proposal is not accurate. People listening to this debate should be reassured that the privacy and security of their data are absolutely paramount. I look forward to her working with the NHS and with government to reassure people about the use of their data, because, ultimately, by making sure that we can understand what is happening, we can find better treatments, improve individuals’ treatment and save lives. This is all about making sure we use the best of modern technology to save lives and, in the process, improve the privacy and security of data. I hope she will take that message and reassurance and pass it on to her constituents and others with whom she is working, because, ultimately, improving and saving lives is the NHS’s historic mission and this policy proposal is just another small step in that.
ParlaMint-GB_2021-06-07-commons.u175	I welcome the Secretary of State’s confirmation that we will hit the end of July target of vaccinating all adults in England. Will he give us a bit of a forward look to what he is planning for the autumn in terms of the flu season and any covid booster jabs? Is he expecting all adults over 50 to have a third jab? Does he think that that will be at the same time as a flu jab? Will it be combined? Or will we have to have two separate healthcare visits?
ParlaMint-GB_2021-06-07-commons.u176	We are working on exactly that question. Of course, there is the question in advance of that of the vaccination of 12 to 18-year-olds, on which we are taking advice from the JCVI. We are conducting trials as to what are the best jabs to give, given which two previous jabs people have had, to give them the strongest protection. The third thing we are doing is working with AstraZeneca to develop a vaccine specifically targeted at the variants—that was part of the G7 work and announcements last week. If we can give a flu jab and a covid booster jab at the same time, that would be great. That is also under clinical evaluation, because, obviously, it would make the logistics so much easier over the autumn. Likewise, I am taking advice on which age groups and which groups it should be for: whether it should just be for the over-50s or for everybody; how to vaccinate; what group to put health and social care workers in; and whether there is a special regime for those who live in care homes, as there was in the first round of vaccination, where care home residents and staff came first. All of those are live questions on which we do not yet have answers, but that is the scope of the decisions we need to make ahead of the autumn for the autumn vaccination programme.
ParlaMint-GB_2021-06-07-commons.u177	The progress with the vaccination roll-out is really to be welcomed and I give my thanks to all the staff, vaccinators and others who have been responsible for that progress. There are understandable concerns about how we manage and deal with variants, and my questions are centred on that today. What surveillance is taking place on the following measures or what is proposed? These are really important issues: the longevity of immunogenesis and how that is going to be captured; the adaptability of the virus and how that is going to be countered; and the need to modify or develop new vaccines as we progress into a position where the majority of the population are vaccinated.
ParlaMint-GB_2021-06-07-commons.u178	I join the hon. Gentleman in congratulating all those involved in the vaccine roll-out, everywhere in the UK. In Scotland, it has been a remarkable effort, with the UK Government working with the Scottish Administration, the NHS across the country, local councils and the armed services—it has been a big team effort, and that has been part of the success of the vaccine roll-out The hon. Gentleman asked about three critical areas of the science. Reviews of all three areas are ongoing. They are led by Professor Jonathan Van-Tam, the deputy chief medical officer, whom the hon. Gentleman may have heard of, who is an absolutely brilliant clinician in this space—there are a lot more people involved who are doing excellent scientific work on these questions. That surveillance on immunogenicity, the work on the next-generation variant vaccine and the work on understanding the variants as we spot them is all going on. Public Health England has done a huge amount of work, working with public health colleagues right across the country, and I am grateful to them all.
ParlaMint-GB_2021-06-07-commons.u179	I thank the Secretary of State for his statement today and for responding to 31 questions in just over one hour Before we move on to the next statement, we will suspend for three minutes.
ParlaMint-GB_2021-06-07-commons.u180	With permission, Mr Deputy Speaker, I will make a statement regarding the latest phase of our education recovery programme Helping our children recover from the impact of the pandemic is an absolute priority. Pupils, parents and staff have all experienced disruption, and we know that continuous actions are required to help recover lost learning. That is why we have already made provision available to support children to catch up. As a result, a quarter of a million children will receive tutoring this year who would not have been able to access it beforehand; over half a million pupils will be able to attend summer schools; and schools have access to both a catch-up and a recovery premium to enable them to assess what will help their pupils catch up on lost learning and to make provision available to ensure that they do so The evidence we have shows that disadvantaged children and those who live in areas that have been particularly hard hit by high covid rates, such as the north-east of England and Yorkshire, are among those whose learning is most likely to have been affected. We have always been clear that we will continue to take the action that is required. That is why we continue to pledge significant packages of investment and targeted intervention to help them to make up on their lost learning. I would like to take this opportunity to thank Sir Kevan Collins for his contribution to these efforts, his thoughts and his inputs over the past few months Last week, I announced the details of the next step in our efforts to ensure that children and young people catch up after the disruption of the pandemic and to support our ongoing education recovery plans. We have announced an additional programme of extra help and support, particularly for those from disadvantaged backgrounds, which focuses on areas that we already know are going to be most effective. They are high-quality tutoring and more effort, more work and more programmes to support great teaching. This brings our total recovery package to more than £3 billion. The lion’s share of this new money—£1 billion of it—will fund a tutoring revolution, delivering 6 million 15-hour tutoring courses for schoolchildren and the equivalent of 2 million 15-hour courses for 16 to 19-year-olds who need additional support to catch up. Year 13 pupils will also have the option to repeat their final year where this is appropriate The evidence shows that one course of high-quality tutoring has been proven to boost attainment by three to five months, so additional tutoring will be vital for young people in recovering the teaching hours lost in the past year. This represents a huge additional teaching resource, putting it among the best tutoring schemes in the world. It means that tutoring will no longer be the preserve of the most affluent but will instead go to those who need it most and who can get the most benefit from it. Schools will be able to provide additional tutoring support using locally employed tutors, and that will build on the successful national tutoring programme, which is on target to provide a quarter of a million children with tutoring in its first year I can also tell the House that it is not just data that shows us that tutoring works; we are seeing the positive impact on children at first hand. As we go around the country, speaking to children in different schools, we hear how it is helping them to learn, to catch up and to achieve the very best of themselves. We hear time and again how these activities are helping young people to make up for the time they lost through not being in school. It is also giving them the increased confidence and self-esteem that they develop through the extra tutoring and the extra attention I have said that we are determined to fund these catch-up activities based on the evidence of what works, and the next stage of our recovery plan will include a review of time spent in school and college and the impact that that could have on helping children and young people to catch up. Schools already have the power to set the length of the school day, but there is a certain amount of disparity in approach across the sector. I know it is not just the Government who are thinking about the length of the school day; it is an important issue with so much catching up still to do. When that is the case, I question whether it is justifiable that some schools send their children home at 2.45 pm when others keep them in for much longer. The findings of the review will be set out later in the year to inform the spending review, and a broad range of reforms and changes to our school system will be set out I said that we would be concentrating this huge investment on two areas that we know work, and the second of them is to give our teachers more professional support. Teachers have done so much for children in the pandemic. Now it is time for us to do even more for those teachers. An extra £400 million will be made available to help provide half a million teacher training opportunities across the country, alongside professional development for those working in early years settings. We will make sure that all of them can access high-quality training, giving them the skills and tools to help every child they work with fulfil their potential Of that funding, £153 million will provide professional development for early years staff, including through new programmes that focus on key areas such as speech and language development for very young children, and £253 million will expand existing teacher training and development to give schoolteachers the opportunity to access world-leading training, tailored to whatever point they are at in their careers, from new teachers to aspiring headteachers and headteachers themselves We know from numerous studies that the most powerful impact on a child’s learning is made by the teacher in front of them in the classroom. By investing in our teachers, enabling them to grow professionally and develop their skills, we invest not just in them but in every pupil in every class. It is worth adding that we have not lost sight of our main aim, which is to provide world-class education for every child, whatever their background, and to set them up with the knowledge and skills that they need to fulfil their potential and look forward to a happy and fulfilling life. The recovery package will not just go a long way to boost children’s learning in the wake of the disruption caused by the pandemic, but help bring down the attainment gap between disadvantaged children and their peers that we have been working so hard to get rid of for so long This is the next stage in what will be a sustained programme of support, building on the landmark £14.4 billion uplift in core schools funding that was announced in 2019 and the more than £3 billion in addition that has been announced so far for recovery. As the Prime Minister said last week, “there is going to be more coming down the track, but don’t forget this is a huge amount that we are spending” For that reason, I commend the statement to the House.
ParlaMint-GB_2021-06-07-commons.u181	I thank the Secretary of State for advance sight of his statement. However, I am sorry to say that its lack of vision and ambition lets down our young people. Our children’s futures, and the future of our country, depended on the Government getting the education recovery right, but the Secretary of State, and indeed the whole of the Government, have failed to rise to the challenge. They have failed the school leaders, teachers and staff who last March adapted overnight to deliver remote lessons, while hand-delivering workbooks and food parcels to families. I pay enormous tribute to the staff who did so much to support our children and who continue to do so The Government have failed the parents, who have thrown themselves into the task of home schooling and supporting their children’s learning. Most importantly, the Government have failed children and young people, who were promised that their education was the PM’s No. 1 priority. They have been betrayed by a Secretary of State who has let them down once again and by a Prime Minister who will not lift a finger for them when it comes to a row with the Chancellor about prioritising the investment needed in their future. That comes after a decade in which successive Conservative Governments have delivered the largest cut to school budgets we have seen in 40 years I was frankly embarrassed to hear the Secretary of State proclaim that the funding announced last week will deliver a revolution, when what his Government announced will amount to just £50 per pupil for the next three years, compared with £1,600 in the USA and £2,500 in the Netherlands. It will deliver less than one hour of tutoring a fortnight for children who have missed more than half a year of being in school in person. Getting tutoring right is important when schools have said that the national tutoring programme is too difficult and too inflexible to use, and when it has so far reached less than 2% of pupils, but taking that programme out of the hands of experts and giving it to Randstad, a multinational outsourcing company, is not the right answer to schools’ concerns about reach and quality. They fear the contract is being handed out on the cheap. Can the Secretary of State confirm reports that the contract value is £37 million less than originally offered? Will he confirm that that is to cut costs, to the detriment of our children While tutoring and investment in teacher development featured to a degree in last week’s announcement, what is really noticeable is how much is missing. Where is the bold action needed to boost children’s wellbeing and social development, which parents and teachers say is their top priority and which is essential to support learning? Where is the increased expert support to tackle the rise in mental health conditions among young people? Where is the targeted investment for those children who missed most time in class, struggled most to learn from home and were left for months without access to remote learning? Where is the funding needed for the pupil premium to replace the stealth cut to school budgets that the Government imposed when they changed the date of the census The Secretary of State says that this is just one step on the road, but the Government’s own catch-up tsar Sir Kevan Collins, a highly respected education expert, says action is needed now to protect children’s futures, so why is the Secretary of State waiting? Last week’s announcement fell so far short of what Sir Kevan had recommended that he resigned on Wednesday evening, ashamed to have his name connected to such pitiful proposals. He said the Government’s response was too small, too narrow and too slow. He was appalled by the lack of ambition and vision—a lack of ambition that betrays the optimism and aspirations that children and young people themselves have for their future Last week, I was proud to publish Labour’s children’s recovery plan—a plan that would deliver the investment Sir Kevan has said is essential and which recognises that children and young people are excited to be back with their friends and teachers, and hungry to learn and prove their potential. Our responsibility as adults is to match the ambition children have for their own future. That is why Labour’s bold plan proposes new opportunities for every child to play, learn and develop. When we say, and when the Leader of the Opposition says as he did last week, that education is Labour’s top priority and that Labour wants this to be the best country in the world to grow up in, unlike the Government, we actually mean it.
ParlaMint-GB_2021-06-07-commons.u182	The hon. Lady talks about vision. Let us be blunt: the Labour party has opposed every single one of the education reforms that this Government have brought forward, with the one exception, I believe, of T-levels. Every time that this party and this Government strive to drive quality and standards, making sure that there is discipline in the classroom, what does the Labour party do? It turns round and looks to the press releases of the unions and their paymasters. This party believes in delivering a revolution and change in what we actually do. That is why we have always delivered a laser-like focus on what benefits children, what makes a difference and what means that a child will be able to get a better job on leaving school. That is what this party does. The Labour party merely parrots what the union paymasters ask it to do At every stage in our recovery plans over the last 12 months, we have set out investment worth over £3 billion aimed and targeted to deliver the very best results for children. We recognise that children have missed out, but we have made sure that where we spend that extra money, it will make a real difference to children. We have looked closely at what will deliver for those children, and that is where we have focused our investment, and that is what we will continue to do As we move forward over the next few months, we will face significant challenges. We talk about the school day. We have seen too many schools going down a route of restricting the things that children can do—restricting the things that they could benefit from doing. The school lunch hour is being increasingly restricted to a school lunch half-hour. We want to ensure that, as we carry out this review, we look at all the options, so that children benefit not just from better academic attainment and extra support in English and maths, but from enrichment and the other activities that they can get from being at school. I very much hope that the Opposition will support that, but I very much doubt that they will; they have always failed to support any reform or any change that delivers real results for children.
