ParlaMint-NO_2010-10-21.ana.ud2350e66	The representative of Mr Harald T. Nesvik will present a proposal for a representative.
ParlaMint-NO_2010-10-21.ana.ud2350e825	It is an important topic addressed by the interpellant, but it is not new that the so-called one-percent clubs in Norway have support clubs and will have more support clubs. We see that in other countries – the support clubs step in and do the rough work and skimp at their hands, so that the full members of the organized gangs do not get dirty at their hands. It's important that we're proactive about going to these one percent clubs. To try to minimize it, as I got a small impression that the representative of Bohemia did, we should be very careful with it. When the Danish police are invited to sit and eat bread slices with the experienced members of these organized gangs, I would rather say that it indicates a little more naivety than being active against the environment. I think one of the most important things we can do is be active, keep them under observation, keep them under pressure all the time, and don't let them get peace to do the criminal acts that they do. We look at experiences from other countries that these one percent clubs are also recruited by other organisations, mob organizations, to do their job. This is especially known in the United States and Canada, where one percent of the clubs aren't the bosses, but those who do the practical work for the mafia. This is also a situation we can expect to experience in Norway. There have always been many good suggestions on how to treat these one-percent clubs and what kind of measures are right. Some people have been involved in banning “colors” – the back tags they use – which I do not see is a very good solution. If they have their back tags on them, and they have that identity, they're at least easy to look at the street, and I think we should relate to that. I don't think there's any good solution to doing this. On the other hand, strengthening local police regulations and trying to regulate them away from the areas in which they want to establish themselves, I think is a more correct solution. We can use both police regulations and municipal statutes to prevent them from establishing themselves in the neighbourhood. I think it's a good thing to say that these are organized criminals who want to establish themselves, and we don't want them. There is also some of what I would like to address in this post, namely the terms ‘organised crime’ and ‘MC crime’. I get more people in the motorcycle environment, i.e. in the MC environment in Norway, who make up about 430,000 people, who drive motorcycles, who have this as a hobby, and who love to turn on motorcycles and have the relationship in such a motorcycle environment. These feel partly stigmatized. ‘MC crime’, ‘MC gangs’, ‘criminal MC people’ are the terms used for one percentage and they form a very, very, very small part of what is called the MC environment. Many of those in these one-percent clubs don't even drive motorcycles, they don't even have the motorcycle tag. Even the members of a so-called MC club are involved in crime. For me, these are nothing but an organized crime gang, just some type of mafia, and they're going to be treated then, they're going to be treated as just what they are: people who've gone together to run organized crime in order to make money in a better way than to run for themselves. Comparing them with and taking them into what's called the MC environment is going to be totally wrong for me. And we're going to be very careful to do that. As I said, those who drive motorcycles in Norway, who are concerned about it, feel a certain stigmatisation, and that is to the detriment of the 99 pst. by the motorcyclists who really want to be motorcyclists. Finally, I just want to comment so far on the Storberg budget. It's true that one grants 546 million. kr to the police, and that is so far good, but reaches 378 million. kr goes away in wage and price increases, there will not be so much free money left to do police work for. This has also been the case with the previous budget, for example. last year. There was a lot going on in funds that were already tied up — of course for good action — but the free means that the police are going to have to get the police out on the street, hire people, and do the day-to-day work are not big to boast of.
ParlaMint-NO_2010-10-21.ana.ud2350e846	The next weekend Bandidos celebrates its first 15 years in Norway. It's going to be two big markers. There will be one in Drammen, and there will be one here in Oslo – probably the largest assembly of so-called one-percenters in Norway in a very long time, perhaps the largest ever. For the rest of us, this is a marking and a reminder that it was 13 years ago – in 1997 – an innocent, randomly passing human being was killed by the Bandidos bomb in the Drammen. That's the face of this one percent environment we're talking about here. According to Kripos country's best organized criminal networks, the one-percent environment is. That's why we fully agree with the Council's clarification that when we talk about MC crime and a percentage environment, we also talk about organised crime. It is an environment characterised by violence and threats, where large sums of money are involved in the business, and where the activity is increasingly borderless, across borders — and the activity in Norway is increasing. With reference to the Council of State's replies to the inter-pellant, I would say that government councils may be obliged to pay attention to budget figures, but for the right, this is not about a budget debate. This is a debate we want to address because, in our view, this is a fundamental social problem. In order to solve the problems of organised crime and the one-percent environment in particular, we need to talk about a whole new approach and a completely different focus than what has been in the past. I refer to the Right-wing Representative's proposal before the Committee on Legal Affairs and Citizens' Rights, which gives the United Kingdom a broad opportunity to deal with this at a later stage. So for us, this is a fundamental social problem. There are so many common features of the one-percent environment, with what we can call shadow societies, a society next to democracy, that grow out of environments characterized by a weak identity, because the family is weak, that the school does not follow closely enough, that child protection is not there enough, that it is a system that makes you rotless, that in this case leads to many – and in this case only young people, that is, boys – looking for environments where honor and honor are at the centre, because it creates identity. We have a lot of experience and research that shows that this is the first step on the way to an environment in which violence and fear are used as an instrument – first outwards to create peace of mind, but gradually to create loyalty. The next step in this development is that the environment is dominated by human beings. I can mention that in the MC Club Outlaws, which is the club that is perhaps the most growing at the moment, women cannot be members. The highest status a woman can have in the Outlaws MC club is as property of the club – the ‘property’ of the club. This is going to be a circle where you get a shadow society that evolves on the side of democracy. The percentage environment has all the characteristics of this vicious circle. That is why this is a social problem, and therefore this must be raised and made visible, of course, in budgets, but also in our approach to solving this, because we see that this environment also grows into legitimate business activities as part of and part of the money-laundering mechanisms and as part of moving these activities from the street into the offices. I, and we from the Right, think it is commendable that the Council of State is clear on this. We are looking forward to a wide-ranging debate, both in the context of the Right's proposal and in the context of the announced biggest message. We want – and I repeat it here also on this occasion – a broad political cooperation, because it is an important social problem that I hope an overall increase can meet actively and offensively in the coming period.
ParlaMint-NO_2010-10-21.ana.ud2350e861	I thank the interpellant for an important interpellant. The interpellant also raised the question of radicalisation, especially self-radicalisation, and I'm going to add some comments to it initially. We had this theme at the dialogue meeting at the House of Literature this Sunday; there have been eleven dialogue meetings. We had the pleasure of having Storberget there, and it was announced that there is an action plan about this – I look forward to it. In connection with the book that I have published recently, I have traveled around Europe looking at the state of things and what is happening there, especially among Muslim youths growing up. It's disturbing what you see, and I see that a parallel can also be drawn to Norway. I describe this almost like we're at a crossroads. First-generation minorities, Muslims, who have traveled around Europe, have mainly engaged in their religion in practice. They have practiced religion in a practical way – they have prayed, they have gone into the mosque, they have built mosques. Second generation, however, both in the United Kingdom, France and other European countries, not least in Norway, have grown up to look after theoretical Islam. Here you find a lot on the Internet, you spend a lot of time here, and you have a lot of environments that are active in radicalizing young minds. Then we have a third generation element, which has grown up in the United Kingdom and, in particular, France, which lives on the side of society, which does not identify with the norms of society, and which, according to research reports from those countries, poses a threat to these societies. This may also happen in Norway if we do not work actively against these things. Torkel Breek, professor at the University of Oslo, put this into words and talked about that we also have to work closer with the conservative environments. The conservatives can be quite harmful to society, but at least they're not extreme, and they can be a counterpoint to the extremes because they can tell the youths what's the difference between what's right and what's wrong. The methods of the extremes we know very well. They both accept and applaud violence and appeal to the youth in the form that events like the September 11th and June 7th bombs in England are acceptable and correct. They accept violence against women, against wives, against homosexuals and against apostates, and not least they exercise a great deal of mental control. They like to call each other infidel — kafir, a well-known term — and they use the weapons of fear. One tries to defeat one's religion, and young people feel that their freedom is being squandered – not least their opinions are being squandered. So the methods are very strong. I am pleased that the representative Dahl addressed this question, focused on this, but I believe that this topic deserves much more attention and should be addressed in a separate interpellation. I'm sorry, but I'm just on the Stortinget and I don't have the opportunity to put this on track in full weight, but I hope that this can come up as a separate theme on the Stortinget, because it needs and deserves the widest possible debate and focus, so that you can collectively get to the right measures, and can help prevent this. In the case of the MC gangs, I've been a lawyer for six years, and I've seen how the organized criminal everyday life has grown in the last few years. New methods are needed here to prevent this as effectively as possible. The left is concerned that we should have the widest possible police cooperation across the borders between cities and the police districts. If ever more interaction is needed between police departments, it is right now. In addition, I believe that we need to work a lot on the prevention side, but the police need to be better trained to meet the new challenges we face with regard to the criminal environments, especially the organised criminal environment, which is becoming more professional and which uses new methods. There is also a greater need for the police to open up to civil servants, both engineers and technicians that you already have, and also people who have socio-scientific education. I think that'll be good for the police, especially when the organized people grow out of the traditional framework they've had to work with in the past. We in the Left look forward to the measures that will be more targeted at combating organised crime, in particular organised crime from the MC environments. We are looking forward to the widest possible debate, and I also hope, like previous speakers here, that we can have the widest possible cooperation that the whole of the Great Britain can stand together. I also look forward to the action plan notified by the Minister of Justice when it comes to other important issues.
ParlaMint-NO_2010-10-21.ana.ud2350e880	It is gratifying to know that the conservatives are not extreme, although we in the Right can get the feeling of it when some on the left are attacking us in the welfare debate today. I want to highlight what is the Right point of the entire interpellation debate: it's that we're actually going to prevent rootlessness. We're going to prevent all of these boys, who are small inside, but who pump muscles to make them feel strong and need honor, to see the need and find other ways to solve their challenges. It's basically because this interpellation is about; they're not going to be recruited into negative environments, and we're not getting an increase in incidence, as the representative Werp was in, in business, where there are mafia-like conditions. To the TV3 program Build & Deception: There are quite a number of people who have experienced things that you should go after in the seams, the companies they have used, who they have associated to collect money, for example, how many of them are clean-haired companies – not only do they deliver a product, but they actually also deliver a little more than a serious company should deliver, in the form of knocking on the door of large, muscular men who do not have clean flour in the bag. The Council of State was concerned with this with police students who have passed and failed. I just want a clarification, because in an open hearing in the Justice Committee, it was informed that most of those who had not passed the shooting test had failed, and they were routinely offered temporary employment. Whether this is a new practice or a whole new number this year, I'd like to know. Otherwise, I have to say that I think it was a bit polite to listen to the Legal Spokesman of the Workers' Party, Mr. Bøhler, because what he said was a good bit away from the opposition role he has had in the media in many of these questions, where he has been concerned about quite a lot of the issues we are dealing with – also by chance on the basis of individual statements. It is good to see that the first Vice-Chairman of the Judicial Committee is better coordinated with the Council of State in the answers he gives here today. However, I think that he might not be so satisfied with the status quo, but, like his own government council, be concerned about doing things even better. I think the Council of State was significantly better in its answers. He was open and listening. It can't be that the role of an opposition party is just to sit and wait for issues from the government and can't fool things along the way. These are things we're concerned about. This extends over a wide field. So I allow myself, on behalf of the Right, to promote both questions and interviews about things we are asking, which we are not told about when we send written questions and do not sit in closed meetings in the government quarter. These are things that we care about, and that we are concerned about, and we want a more offensive policy and not just a status quo policy. I want to end by commending the Council of State for having an open attitude to discussing these kinds of questions. I think it's important that we have a debate before the action plan comes, so that we remind each other that it's actually a total increase that's concerned about this. Then it's actually the opposition's role to provide a little bit for a necessary effort, so that the government will present and promote new policies as quickly as possible. I would like to have a response to this with the recording and those who have not passed the shooting test. How many of them would be offered temporary employment anyway?
ParlaMint-NO_2010-10-21.ana.ud2350e898	I'll check this out with those who haven't passed the exam. I'm not aware that there have been any practical changes in the employment of these, but we're going to check that out. So I just want to say, there would be a little bit special in a debate about organized crime, when we know that there can be particularly sharp situations and we need more policemen, that we're now almost putting the doors open so that those who haven't passed the shooting test will be allowed to work in the police. I'm very concerned about just these requirements that are being made for the Police College and the students there, and that exams are to be passed before people get work. If there's any new practice, you need to know about it. I don't think it's unreasonable to ask a college group, and that you expect the exam to be passed before you get a job, especially in the police. I'm really wondering about this. So I think this debate has been very good. My attitude is that in terms of organised crime, MC crime, and in particular the ability to prevent young boys from being specifically recruited into unwanted environments, there is every reason to listen to each other. One of my best experiences in creating prevention work has come to me by listening to former rapporteur Werp on how to steer and want to control their own municipality against just criminal MC environments. That was one of the reasons why we chose to use the police council mechanism outside, as the representative Ørsal Johansen did. So the question is, can you use, among other things, the local statutory provisions, police regulations or other things, and insofar as municipal decisions to prevent civil activity from these environments, which contribute to getting more footholds than it really is for. I also perceive that some of the most important things we have experienced in the last few years in this field, we have not received the consent of the representative Jan Bøhler. It has just been that Jan Bøhler has been the exponent for us to run rendition projects in Oslo. You haven't been sitting and waiting for what the government has come to, but you've actually been in good dialogue. So I see that there are a lot of people here who actually contribute very well. I share a lot of the considerations that Mr. Werp gives when he describes the design of these criminal environments. I believe that now we also have a good opportunity when the news of organized crime comes to discuss this. I listened to the hearing we had in the Control and Constitutional Committee, and also in this interpellation debate, it's actually the thing we want to bring with us in the big news. There may be further measures. Here we have to be open to listening, so that we get a broad political agreement to fight this type of crime.
ParlaMint-NO_2010-10-21.ana.ud2350e913	Case No. So 3 is done.
ParlaMint-NO_2010-10-21.ana.ud2350e929	I promise to put more commas and dots the next time I make an interpellation, because it was a terrible long sentence. I want to start with an important starting point, and it is that absolutely all the parties in this room want to continue working on getting more reconciliation transfers. The Council of State has promised full pressure for five years. There have been a few more, but in relation to the prison composition, there are not many. In relation to the level of ambition, it is likely that both government and opposition should take a few laps with themselves and look at both achieved, desired and possible results and take a turn in relation to the legal constraints that, after all, exist, to look at what can be implemented. The recent bilateral agreement with Romania is very encouraging. The Justice Committee met the Romanian State Secretary, who signed the agreement in Oslo, when the Committee visited Bucuresti. Her clear message to Romanian prisoners in Norwegian prisons – that they have something to wait for when they come home – and the attitude to the issue of the political openness experienced by the Committee from Romanian leadership in the Ministry of Justice – must be applauded. However, I would like to ask the Council of State in the most realistic way possible to explain the progress made in the entry into force of this agreement and the concrete level of ambition of the agreement, and what contacts, other countries with which we can soon sign similar agreements. At present, there are no EU self-regulations on settlement transfers. So you follow the lead on transmission under the Convention or through the Additional Protocol. In the first case, 27 countries are connected; in the second case, 22 are connected. In principle, Norway has the same potential for settlement transfer as EU countries. The EU Framework Decision on settlement transfer will enter into force in December 2011. The interesting thing about this is that the requirement that the jurisdiction and the country of origin of the judgment should consent to the enforcement of the judgment in the country of origin of the judgment is waived. It is a pre-requisite that the judgment is the citizen of the State of completion and that he/she actually lives there. In such cases, the waiver of the requirement of consent from the jurisdiction and the home Member State of the jurisdiction shall be independent of whether he is at that time in the jurisdiction or in the State of completion. The State budget announces its intention to apply for an accession agreement with the EU. I ask the Council of State to explain the progress and the position of Norway – which we know to a large extent is positive – and realism in relation to joining the EU framework decision. What signals have the Councils received as far as the wishes of the Norwegian authorities are concerned? For the Right, I can inform you that we will, of course, appropriately address it in all the areas of cooperation we have with our own sister parties and others in the EU. It is an ambition that I expect the Council of State to actively support its work as necessary, as we have a common interest regardless of party political stance in Norway. There is an increasing proportion of foreign nationals in Norwegian prisons. In 2004, there were 11.6 p.m. of all newcomers in prisons foreign nationals. In 2009, the figure was 23.4 pst. Of course, it creates significant challenges in terms of capacity, but not least pressure on employees in relation to the professional challenges they face every day. Of the new prisons in Norway in 2009, the majority were non-residents from Poland, Lithuania and Romania. But then there's a challenge, because if you're looking for statistics on what they're in for, we've only been able to find statistics back to 2006, and then drug crimes were the crime category for which most foreign citizens are in prison. There are also very small statistics on the type of crime that foreign nationals hold. There is a weakness that we seem to share with several countries, and I would like to ask the Council of State to give feedback on whether he will help us get a better statistical base that is also easily accessible. We on the right have started the investigation section here on the house, so they couldn't find statistics that were newer than from 2006. It is an important prerequisite for us to be able to discuss this type of issue and have a relevant political discussion about what action we are going to take. In addition to an increased number of settlement transfers, the Council of State has also announced that the government will establish its own prisons or non-resident detention centres that will not be repatriated in the Norwegian community. When the right took it up earlier this year, the impression was made that this was right around the corner, and that the plans were clear. In the budget, the description of the work is a little bit more sober. It says that consideration will be given to setting up own departments and own prisons, but there is nothing going on with the right acquaintance. We ask for feedback when we can expect that there will be established own prisons or foreign prison units. We have major challenges related to the import of foreign criminals. There are major professional challenges in terms of reconciliation and, above all, in terms of security for people in criminal care. We have now seen that the presence of violence against prison officers seems to be increasing, and the Right believes that it is problematic that so many of these cases of violence are actually reported. There should be a common policy on violence against public officials, whether he is a police officer or he is a criminal officer. In addition, the challenges facing interpretative expenditure are known to the Council of State. One question is, to what extent Norwegian prisons seem preventative at all. A prerequisite for at all prisons is – as we still agree – that prison sentences should be preventive, but then there is a moment for people coming from a completely different country, where we are used to completely different conditions, whether our prison services are particularly frightening, deterrent, and preventative, which we assume is for Norwegian citizens. What concrete plans does the government have for increasing compensation transfers, limiting the number of criminals entering the country, and reducing the number of foreign criminals in Norwegian prisons?
ParlaMint-NO_2010-10-21.ana.ud2350e957	I also thank you for this interpellation, sail if there's a tendency that the interpellant does the theme something bigger than what I actually have time to respond to. Now there were also questions about violence against the employees, interpreting expenses, own prison departments and about the prison as such seems preventative, and there were also, to all intents and purposes, questions raised about limiting foreign-related crime. I'm asking for understanding, because I think these are very interesting themes. But it's interpolated about settlement transfer as such and what kind of action we want to take. So I have to relate to it for temporal reasons. It's clear that we have an increase in the number of redemption transfers, and that this is a priority measure for government. Fortunately, the number of transfers has been increasing in recent years - 26 in 2007, 12 in 2008 and 30 in 2009 -. So far this year — and there are the latest figures from today — 31 people have been transferred to settlement in their home country, while decisions have been taken on transfer in another five cases. There's a lot of prison days that we're saving on this. I believe that the return to a crime-free life after settlement will be best if the punishment is carried out where the person is to be released. In order to increase the number of transfers, we need both measures that can strengthen cooperation with other countries and measures that are suitable to streamline our own procedures. I have undertaken, and I am considering, the following actions: Improving the effectiveness of proceedings in Norway. There has certainly been a basis for doing so. Here we are facing one of the major challenges, bringing together more sectors of the justice sector, whether you're a police lawyer, an investigator, a UDI worker or, for that matter, a criminal body. The measures taken include, inter alia,: Time-limits and simplified procedural procedures to counteract lying time and are expected to significantly shorten the length of proceedings in Norway. That's some of the reasons why we have increasing numbers. The government wants foreign citizens who commit crime in Norway to be apprehended, judged and expelled as quickly as possible. This year, we have reinforced the work of the police in the field of foreign affairs through a comprehensive package of measures. As of 31 August 2010, a total of 411 convicted foreigners had been transported by the Police Foreign Office, which was then finished. It is also an important aspect of this. In August, 60 out of 541 people were compulsorily deported, i.e. only in August. 31 non-resident prisoners have, as mentioned above, been transferred to settlement in their home country to date this year. This is very important work, and I think this is some of the reasons why we also see a decline, especially in mobile profitability. Under the European Convention of Transfers, to which the interpellant was subject, the law enforcement authority of the country of destination is responsible for collecting the judgment. The time between settlement transfer decisions and removal decisions varies, and there are examples that it can take up to three months from the decision on transfer decisions until the decision is taken. I am therefore now considering establishing a system in which Norway at the Foreign Office of the Police assumes responsibility for the transport. Following the EU framework decision on settlement transfer, the country from which the jurisdiction is transferred will be responsible for the shipment. The establishment of any transport system would be an adaptation to this future framework decision. A change in the foreign policy that allows the police to send advance notice of expulsion already when an action is taken is now at the hearing. In this way, expulsion decisions, such as: is a prerequisite for the settlement transfer by coercion, could be available at an earlier date – absolutely necessary, in my opinion. The law on the transfer of jurisdiction provides for the right to conclude bilateral agreements on the transfer of restitution. However, under the Transmission Act, bilateral agreements providing for the possibility of forced transfer to the home country in situations where there are no legally enforceable expulsion decisions are not currently permitted. This is unfortunate, and I am therefore working on a legislative amendment with the intention of extending the possibility of concluding such agreements. I have taken the initiative to conclude bilateral settlement transfer agreements with some central states to which Norway is transferring jurisdictions. This applies primarily to the three Baltic countries and Romania. We need agreements that impose greater obligations on countries to accept compensation transfers, while at the same time adding up to simpler procedural procedures and simpler conditions to transfer. The EU framework decision on settlement transfer, which enters into force in the EU in December 2011, is about this. The government therefore wants an accession agreement to the EU framework decision on the transfer of funds. As far as this work is concerned, we have chosen – in the first instance – to give priority to the EU as regards its accession to the Prüm Agreement. That's what we know. That deal's signed. The whole time after the signature of police cooperation was in place, we have been very active in notifying Norway in connection with the conclusion of the framework decision on settlement transfer, which is largely about accepting each other's decisions, criminal convictions, and which contributes to a much simpler procedure and sets deadlines, which are, of course, an Achilles heel in many of these cases. I'm glad if the Right, with its sister parties in Europe, can take this up and provide us with help against this, because there has been some resistance to a third country joining this framework decision. That's probably a lot of reasons. But at the same time, I would say that in the meetings I have had with the Commissioner both in the field and bilaterally with many countries – and I am going to discuss the issue with many of my colleagues now also in the autumn – I do indeed feel a more and more positive attitude that Norway is also going to take part in this work and not become a foreign country when it comes to the issue of compensation transfers, which could actually help people apply here to commit criminal acts, with a low risk of being sent back to their home country for compensation. So I have to say that I'm optimistic about this, but it's a long canvas to pale, just like the police cooperation agreement was. But at the same time we saw that we succeeded finally. So it's known, and it's important, that a settlement transfer agreement with Romania was signed on 20 September this year. I am proud and pleased with the work that the Ministry of Justice and my staff have done in this regard. I have been to Bucuresti several times in Romania, and I am also very pleased with how we were met by the Romanian authorities. It's an openness and a willingness not only to sign an agreement, but it should also work. I have to say that much of what I have heard, both through the Committee and also through bilateral contact, is very positive, about the committee on its journey and we, once we've been down there, have seen – and we know – that they have significant challenges in their own criminal care. It makes sense that it is important that we can also channel some of the EEA funds into this field. The bilateral agreement imposes a greater obligation on Romania than today to accept a request for settlement transfer. At the same time, procedural deadlines are in place which oblige the parties to deal with requests and to implement settlement transfer decisions more quickly than is currently the case. Moreover, the removal of expulsion orders in cases where sentences are Romanian citizens and are considered to be resident in Romania means that we do not wait for expulsion orders when convictions do not consent to the transfer. A period of six months remaining is still required to request a reconciliation transfer. The proposal to amend the transfer law that I mentioned earlier must also be adopted before the entry into force of the agreement with Romania. That means that if we are now able to deal quickly with this in Stortinget, it will at least be clear from the Norwegian authorities the more political issues to be resolved, in the next six months, in my opinion. That must be possible. But then we're also dependent on Romania following up in its own way. There, of course, I do not have the same power to influence neither speed nor content of the decision. Negotiations with Latvia on a similar agreement concluded with Romania have now begun. I would also like to say that, in addition to these efficiency measures, we rely on good international cooperation to achieve good results. Swallow if there is at any time quite a large number of foreign prisoners in Norwegian prisons, estimated at about a year. 150 people who could potentially be transferred — it is important to bring them, it brings the size into it — will have endured the punishment in custody by many of those in Norwegian prisons. This means that many of them have such short judges that they are not involved in the transfer of compensation, no matter what kind of arrangements we might have. Any agreement to the framework decision will also have criteria in place to ensure that it will still be around 150-200, as we have estimated, which are relevant for the settlement transfer. That means that we still have a potential. That's why I've worked a lot to get the number up from 0, 4 and 5, as it was under the previous government. Now we're up to 31 this year, but we have the potential to go even further. It is important not only for the capacity of Norwegian prisons, but in particular in order to limit the type of crime we see that Norwegian citizens are affected.
ParlaMint-NO_2010-10-21.ana.ud2350e999	When it comes to the ability of the Council of State to say a lot in a short time, it is possible that I overestimated him, but I don't think so. I have a great deal of faith in the fact that it is possible to ask a lot of questions and get answers to them and much more given the level of knowledge and ability of the Council of State to say a lot in a short time. I realized that he responded to a good deal. Now it is that when a person asks questions about measures to reduce the number of foreign criminals in Norwegian prisons, there are implicitly quite a number of things that it would be natural to say something about. At least the councils were in any of that. One thing I didn't get to say in the explanatory statement is that I also think it's important that we stick to some basic principles about how we treat people. For some of the things that also made an impression on us as committee members when we visited the prison in Bucuresti, were actually the ones we met there. When you see 14- to 15-year-old boys standing there trembling, no matter what they've done, it makes a deep impression on us as humans, because they have probably a background story that's not exactly the most beautiful. So when we're going to send people out as quickly as possible in order for them to zone in their home country, it has to happen within the framework of the fact that there are people we're talking about, and not parcel post. I am very pleased that this agreement has been reached with Romania. It remains to be seen how effectively it will work. However, what I would like to ask more about is the concrete results that are believed to have been obtained from this work in relation to bureaucracy, because at least there is something very specific that the Norwegian authorities have not done so much with the last few years, but action has been taken now. Do you have any concrete results to point out, any concrete expectations as to what this should pass on? As far as Latvia is concerned, I would like to ask for a comment on when you assume that you can start getting into a position where you can sign an agreement. It is probably too early to say anything about, but a sketch for propulsion would have been good to get. On the issue of the EU, of course, the Right believes that this is a good argument that we should be a member of the EU. Because there's an area we know that evolution is becoming more and more dynamic, it's in the field of justice. We are part of the European Union via the EEA. We're part of the bureaucracy. Unfortunately, we are not part of democracy. It creates challenges, because we import criminals, like goods, with whom we are unfortunately not allowed to do anything because we are not part of judicial cooperation. Although we have many accession agreements and the Council of State is very active, it would have been beneficial if we had applied for Norwegian EU membership immediately. It's a debate that I don't think we should take here. It'll probably take a few years before we get there. I think that at least this makes the challenges we face in this area visible, that it is a problem for us that we need to beg and pray to have accession agreements with the EU on a very important issue for Norway.
ParlaMint-NO_2010-10-21.ana.ud2350e1012	I'll try to take back some of the interpellant's questions now. That's good questions, because it's very much about what we're doing to limit the kind of crime that we see foreign citizens commit in Norway. I believe it is very important that we not only think about the police, judgement and reaction here at home, but that reconciliation transfer has an incredible amount of general prevention in itself. So, of course, we're going to include the incredibly important moment that the interpellant picks up, that we shouldn't miss, I was just saying, the humane considerations about what kind of relationship we're sending people back to. That's one of the reasons why you don't do it all over the world. Because there are significant challenges also in those countries to which we have the opportunity to return. We need to focus on that. Then I would say that the effort force that was deployed during the last year, which has contributed to us, for example. In Oslo, there has been a fall in the number of gross house invasions of 48 p.m., showing that it is possible to take action to address this crime and to dampen the influx. But then we see that we get more pressure in prison, for natural reasons, when the police do their job, and then we experience what's happening now. For the interest of the inter-pellant and others: today we have an overview of how many foreign backgrounds are in Oslo prison, and also in Ullersmo. We see that of foreign citizens in custody in Oslo prison, we have 185 pieces, and we have 51 sitting on the ground. Seven of these are involved in the settlement transfer, assuming adequate settlement length, etc. and fall within the scope of the agreements – seven paragraphs. And that's who we're working with. At Ullersmo, we have 34 with a foreign background in custody, and 75 in judgment. A total of 15 of them are concerned for housing transfer. That's why the number can't be as high as the total number in Norwegian prisons at any time, but we still see that we have a potential beyond the level we're at. But when I see at the same time that we're able to grow in these numbers, at least I'm going to be optimistic; here's the possibility. With regard to the Norwegian procedures on these matters, I believe there are two reasons why we have seen that this is of great importance. What's really the reason we're growing now is that we have a different procedure. The first is that there will be a faster procedure. We're totally dependent on that, otherwise the term goes out. The second is that we have to place the initiative to start the process of requesting a reconciliation transfer clearly within the organisation. A police lawyer can feel that he's done with the case when he's in court; then he's kind of done with it. But we need to take the initiative somewhere to raise these issues. That is why I have also established what I have called – in English – a ‘task force’, so that you can always see who is involved in the reconciliation transfer and is located on the respective agencies, so that they are identified and given the procedure they are going to have, so that we can manage to transfer.
ParlaMint-NO_2010-10-21.ana.ud2350e1025	I would first like to take the opportunity to thank the interpellant for raising this debate. It has been and has been a topic of great cross-political interest and agreement. I would like to begin by saying that open borders in Europe have been positive for development in most countries — including Norway. A more free flow of labour, an improved understanding of each other's cultures and better cooperation are some of the positive aspects. But the medal, which we're very aware of, also has a backside, among other things. as regards the increase in crime committed by foreign nationals. It is enough to mention both winning crimes, drug crime and trafficking in human beings. This poses major challenges for our society – and, in particular, the justice sector. This increase in crime has been noted by both police and prosecution authorities, the courts, criminal and foreign agencies. This presents new and demanding challenges, including in our prisons. Employees sometimes report major problems with daily communication due to language and cultural differences, leading to both misunderstandings and conflicts. Language problems also lead to increased expenditure on interpreting services, as the others have experienced. This is a new everyday life that we have to deal with and handle in the best possible way. In the 2011 draft State Budget, the Ministry of Justice reports that they will consider organising their own prisons or prison departments for foreign prisoners. I assume, of course, that it is intended for foreign prisoners without a residence permit. We all agree that non-resident convictions without a residence permit should be returned as soon as possible to their home country, well to note under certain conditions, which has been affected previously here. I am therefore pleased that the Minister of Justice is responding so well and thoroughly to this interpellation. The Minister of Justice is fully pressurised both to streamline the processing time in the transfer cases and to establish bilateral agreements with the most relevant countries, pending the entry into force of the EU framework decision on settlement transfer. This is very good, and it shows that we have an offensive minister of justice who takes the challenges very seriously, and of course we also understand that it's not just pinching your fingers, and so it's done, but that it requires a long-term job. Another area where the government and the Minister of Justice have a great deal of attention is the fight against crime committed by asylum seekers and other foreigners. The fact that the police got $18 million. kr in the state budget earmarked for the investigation of serious and cross-border crime is very important in this picture. We also see that strengthening the work of the police in the field of foreign affairs gives a good count, among other things. in the form of several shipments. We've only seen that in the last few days. In its reply, the Minister of Justice addresses several other areas that are important for increasing the number of settlement transfers and reducing the number of foreign criminals in Norwegian prisons. Although the Norwegian authorities are implementing effective measures and agreements to ensure more settlement transfers, we will certainly experience that many are still coming here to commit criminal acts. Of course, the reasons for this are complex, but we know that many have been driven here because of great distress and poverty in their homeland. They have little or nothing to live on, and feel compelled to commit criminal acts to feed themselves and their families, either in their own country of origin or by going abroad, to survive. We also know that people are recruited through traffickers in their home country, and then transported, for example. to Norway in order to beg, steal or commit other pernicious acts that are often criminal. Furthermore, we know that many organise their own criminal gangs specializing in winning crimes, drugs or prostitution here to land. This is why a broad range of efforts from democracy building and development in countries with high poverty for action against trafficking in human beings and active international police cooperation are very important in preventing and combating crime committed by foreigners in Norway. With such a broad effort, we can also prevent many foreigners from being given a residence permit in Norwegian prisons.
