ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u1	Mrs de Laveleye is not yet here. Mr Ravyts, you have the floor.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u31	Mr President, Mr Ravyts, you may mean the Climate and Development Ministerial, which, like the IEA-COP26 Net Zero Summit, took place on 31 March. The focus was on international solidarity with the most vulnerable countries, to which international climate financing should give concrete expression. The vulnerable countries, in particular the least developed countries and the African countries, are a priority in Belgian climate finance. In recent years, the federal government has systematically taken over the vast majority of Belgian climate finance. Each year, the proposed annual contribution of EUR 50 million was substantially exceeded. The federal government has committed itself in the government agreement to an increasing contribution to international climate financing, regardless of the budget of development cooperation. A first concrete step in this is the approval by the federal government of an interdepartmental commission on climate finance of 12 million euros per year over the period 2021 to 2024. I am preparing this dossier together with the Minister for Development Cooperation. I will continue to work within the government for a further increase in the federal Belgian contribution to climate finance over the coming years. The national negotiations on the contribution of the different authorities are part of the broader framework of the negotiations within the National Climate Commission on the sharing of efforts to achieve the climate targets for the period 2021-2030. The Belgian objectives in the context of increasing the European level of ambition are not yet known. They will result from the revision of the various legislations concerned, including the European Regulation on the distribution of efforts for which the European Commission's proposals are expected by mid 2021. The intention is to reach a political agreement in the National Climate Commission on the Belgian contribution to international climate finance for COP26 in Glasgow in November this year. Pending an agreement on climate finance, each entity should determine its own contribution.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u32	Of course, the Flemish interest is not in favour of more international climate financing when we find that other continents continue to invest massively in coal production, for example. Then what are we doing for our people? You have said that it might become a long hot summer for you at a time when the distribution of efforts will be known, the so-called Burden Sharing. Then you will have to debate again with Flanders, among other things, about its revision. This will, of course, also cover international climate financing.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u33	Madam Minister, I have been a member of the Flemish group for a long time, including on the environment. The circular economy interests me, of course. Belgium fully supports the European Action Plan for Circular Economy and New Industrial Strategy. You have already announced a new federal action plan on circular economy, with a strong commitment to the federal competence in product policy, focusing on design for disassembly, reuse and recycling of high quality, as well as combating premature ageing. In your speech following the presentation of the OECD report, you have actually recognised that Belgium currently has no common policy objectives for the circular economy. You said you'd wash that pig in the framework of the Intra-Belgian Platform Circular Economy. Can you explain more about your substantive objectives of that new federal action plan? How's the work going? What's the timeline? When will the issue of the lack of common policy objectives be addressed on the Intra-Belgian Platform Circular Economy? Has the problem been dealt with in this legislature, by you or your predecessor? What steps have been taken in this respect? What were the results of that?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u34	The federal circular economy plan, which is currently being prepared, is based on five objectives. These are, firstly, to encourage the marketing of circular products and services, secondly, to encourage more circularity in production methods, thirdly, to support the role of consumers and public customers, fourthly, to provide the necessary incentives and tools and, fifthly, to assess progress. The objectives will be translated into measures. As part of my powers, I intend to develop a recovery index, which should be mentioned on some electrical and electronic devices, to lay down criteria for the use of certain components, including the presence of recycled materials and materials of biological origin and for their recoverable and recyclable character. I also intend to work on strengthening information throughout the value chain to contribute to the European work on the product passport. Together with Minister Dermagne, I would also like to work on the substitution of some dangerous chemicals that currently prevent healthy recycling. A draft plan will be presented to the Regions and stakeholders in the course of the coming month. The issue of the lack of common objectives at Belgian level will be addressed during the consultation of the Regions and will be raised in particular at the next meeting of the Platform at the end of May.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u35	Madam Minister, thank you for the informative answer on the five objectives, the content of which you have explained in detail. I would also like to thank you for the timetable. The next month will therefore be important, with consultation and consultation of the Regions and at the end of this month the meeting of the national platform for the circular economy. I'll keep following up on the file.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u36	Mr President, I do think it would be useful to have regular contacts with the Minister on the concrete steps taken in the context of the policy paper. Then we come to the green financing strategy and the announced action plan to phase out fossil fuel subsidies. In the policy statement, which goes beyond the policy paper, Mrs Khattabi said last year that she would launch an initiative on sustainable finance, which would include the implementation of the Task Force's recommendations for climate-related financial disclosures and the network for greening the financial system, and to provide FPIM guidelines for the development of a coordinated, sustainable and more ambitious investment and investment strategy. Madam Minister, can you give an update on your range of actions, inevitably together with your colleague Mr Van Peteghem, on setting up a green financing strategy to accompany the financial sector in aligning its activities with the Belgian climate objectives? What is the state of play regarding the announced comprehensive inventory of fossil fuel subsidies and the announced action plan to phase them out? What's your timeline?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u37	By the end of October 2020, Belgium submitted an application to the European Commission for indirect technical support under the Technical Support Instrument, the former Structural Reform Support Programme, for the development of a national, green, sustainable financing strategy. This application, worth EUR 350 000, was approved and can be spent over 18 months. The specifications, drawn up in close cooperation with the Minister for Finance and in dialogue with the European Commission, will soon be completed, after which the Commission will appoint a consultant. The effective start is foreseen for the beginning of the summer. The strategy to be developed will include two pillars: the financial sectors and the federal government as an investor. It looks at the supply side of funding and how financial flows can be reoriented to be compatible with the Paris Agreement. As you know, the government agreement stipulates that the federal state and the institutions under its jurisdiction will have fully withdrawn by 2030 from companies that emit intensive greenhouse gas and do not actively engage in the energy transition. The strategy to be developed will help to operationalise this objective of the coalition agreement. With regard to the federal inventory of fossil fuel subsidies, the descriptive section detailing the different fossil fuel subsidies is currently being finalised. The purpose of this report is to identify and measure the amount of subsidies for fossil fuels. It includes both subsidies provided in the form of budgetary expenditure and subsidies provided through taxes. The National Energy and Climate Plan contains a two-fold commitment. Firstly, there is an inventory of subsidies for fossil fuels. Secondly, recommendations are being made for the phasing out or phasing out of grants in 2021. This report therefore meets the first of these two commitments and lays the basis for the discussions of the second commitment. This will be the subject of a broader study soon launched by the Federal Public Administration Finance with the aim of identifying and evaluating possible options for environmental taxes. In addition, a list of energy subsidies, including fossil fuel subsidies, has recently been provided to the European Commission in line with the EU Regulation on the Governance of the Energy Union and Climate Action. This list contains the federal, Walloon and Brussels contributions. The Flemish Region had already communicated its list of energy subsidies. The Belgian recovery plan presented to the European Commission last week also refers to this fossil fuel tax reform, in particular to assessing how federal taxation can be reformed in order to make it more climate-friendly and environmentally friendly, to draw up concrete proposals for a greener reform of federal taxation and to develop a tax-driven instrument that discourages the consumption of fossil fuels and thus reduces CO2 and NOx pollution in Belgium. Once this proposal for fiscal greening has been worked out, it will be discussed in the federal government and discussed with the federated entities in due course with a view to ensuring a coherent and more efficient climate policy.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u38	Madam Minister, thank you for this important answer. As I actually suspected, the first part of the subject has yet to reach cruising speed. The Green Investment Fund within the Transformation Fund will not enter into force until next year. Apparently, the consultant has not even been appointed by Europe. You mentioned the beginning of the summer. For the rest, we will follow very closely the further work on fiscal reform. You have said the words "environmental tax options." Of course, we already knew you were thinking about that. It will therefore be a very delicate quest for the most optimal instrument to discourage the consumption of fossil fuels. This could become one of the Achilles tendons of this Vivaldi coalition in the coming years. We'll have to wait and see.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u39	Madam Minister, with the exception of China, the European Union is apparently the largest importer of products linked to tropical deforestation and associated emissions. Eight EU countries, including Belgium, even account for 80% of imported deforestation in Europe. This is reflected in a new report by the WWF, which establishes a direct link between the consumption of imported products and the conversion of ecosystems. Reference is made to agricultural raw materials consumed and used as feed. In addition, Belgium is an important import access point, which is then further distributed in the European Union. Interestingly in the background is that the European Union will soon come forward with a proposal for new EU legislation to combat deforestation, the European Forest Act, which has been subject to public consultation. How do you respond to the report? What is Belgium's position on EU legislation? Do you think that we need to go beyond voluntary measures and provide companies with clear and useful rules? Do you think there is a need for a complementary national policy alongside the European framework? What steps have you already taken or are you planning to take?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u40	Madam Secretary, last month the new WWF deforestation report came out. The findings of that report were at least confrontational. The EU is the world's second largest importer of tropical deforestation, as Mr Ravyts has just said, and the eight economically strongest countries within the EU, including Belgium, account for 80% of imported deforestation in the EU. The researchers point out that Belgium's responsibility for this is enormous. The ecological footprint of Belgian consumption worldwide is many times greater than the spatial impact of that consumption in our country itself. Belgium imports a large proportion of deforestation from other countries as a turning point for European trade. The WWF report reveals a clear link between the consumption of imported products and the conversion of ecosystems. Consequently, the loss of biodiversity caused by Belgium is also much greater than the effects we see within our borders. Despite all the voluntary Amsterdam Declaration Partnerships, our country is not doing very well to combat imported deforestation. It is therefore a good thing that the EU is finally coming up with legislation to curb deforestation this spring. Madam Minister, will you argue at EU level that the new EU legislation should address the full footprint of EU consumption on our planet's forests and other ecosystems? What will you do to address the impact of Belgian consumption and the role of Belgium as a port of transit for imported deforestation? Have you taken initiatives to this end, and if so, which ones?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u41	Colleagues, like you, I am concerned about the serious consequences of global deforestation. Like the climate crisis, the issue of biodiversity is a priority challenge for me. The recent WWF report confirms trends and challenges that are known. Policy makers worldwide must take joint initiatives to halt mass deforestation. As you know, Belgium joined the Amsterdam Partnership by signing the new statement of ambition of the ADP. With the new statement of ambition, ADP countries undertake to promote agricultural sustainability by eliminating the deforestation related to agricultural raw materials. This initiative is working on deforestation-free supply chains for a number of agricultural products such as cocoa, palm oil, soya and recently meat and leather. The aim is to engage in dialogue and cooperation with producer and consumer countries and all actors in the supply chains. Cooperation between consumer countries, including European neighbouring countries, and producer countries is a key element in solving the challenge of transforming food chains. The ADP represents its efforts in the Agenda 20-30 for Sustainable Development, the Paris Climate Agreement, the New York Declarations on Forests, the Strategic Forest Plan 2017-2030 and the future Global Biodiversity Framework beyond 2020. One of the actions in the new preliminary draft of the Federal Plan for Sustainable Development concerns sustainable food import chains. I invite you to take note of this. As the first measure since membership of the ADP, I have strengthened the sustainability criteria for biofuels on the basis of the Product Standards Act. Biofuels based on palm oil will no longer be allowed on the Belgian market, as in Denmark, France and the Netherlands, in the transport sector from mid 2022. From 2023, soya will also be banned as a raw material for biofuels for transport. This is a first step to stop the negative environmental impacts of federal biofuels policy. Right now, me and the administration are working on the federal strategy Beyond Food. It aims to make food import chains more sustainable, in particular by fighting against imported deforestation. That strategy would apply until 2030. The administrations involved actively work on various elements of this strategy and also work with academic experts, who have a better knowledge of the role of Belgium in global deforestation. Cooperation with the private sector is also crucial. The government is working on a structure for the follow-up and coordination of Beyond Food's actions. Deforestation-free agricultural supply chains are also one of the objectives of the European Green Deal, the European Biodiversity Strategy and the European Farm to Fork Strategy. The European Commission is currently developing legislation to minimise the risk of deforestation and forest degradation of products placed on the European market. In Europe, the European regulation Forest Law Enforcement, Governance and Trade (FLEGT) established a legal framework to combat illegal logging and trafficking in illegal timber. The 2014 New York Declaration on Forest also pays attention to other drivers of deforestation, such as mining. The UN Forest Forum evaluates the implementation of sustainable forest-related development objectives and also provides input for a number of initiatives such as the UN Decade for Ecosystem Recovery 2021-2030. Under the Paris Agreement, several parties have set targets for reducing emissions from deforestation or reforestation targets in their Nationally Determined Contributions. In the run-up to COP26, the United Kingdom has launched a Forest, Agriculture and Commodity Trade dialogue to halt deforestation as a result of the demand for basic products. These objectives are also supported by the Tropical Rain Forest Alliance, a multistakeholder partnership. Belgium has joined both initiatives. I have also recently participated in the ministerial round table in the context of the FACT dialogue. Initiatives such as a European regulation on the duty of care of companies, due diligence or a global, legally binding instrument on business and human rights can also become instruments to combat deforestation in the future. The Intergovernmental Science Policy Platform on Biodiversity and Ecosystem Services can be used, among other things, to scientifically underpin forest policy. Belgian development cooperation also supports the strengthening of this link between science and policy, including through support to the United Nations Environment Program and, closer to home, the CEBioS "Capacity for Biodiversity and Sustainable Development" programme of the Royal Belgian Institute of Natural Sciences. For the initiatives with our partner countries in the context of development cooperation, I would like to refer to my fellow Minister Kitir.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u42	Madam Minister, I think it is a good idea to set up a tree on this issue, because, on the contrary, all the madness on a stick, the figures are not funny. In particular, the report points out that there is no longer any possibility of compromise on this issue. I therefore fully support your approach to biofuels. We do not need compromises, we need clear positions, as we are not the best student in the class. Strict penalties for illegal logging and also for illegal imports, especially in our country, and clear language, is what we need. In your reply, I have heard many elements which I will look into further. Allow me also to formulate a marginal remark. We are now discussing the disappearance of forests as an international problem. I myself come from a very green province, but today I read again that in a nature reserve a third of the trees are being cut down to create new ecosystems. At micro level, that seems fine to me, but I still feel that we should look at the fragmented nature policy, although I know that it is a regional competence. On the one hand, we are fighting against global warming, on the other hand, I can see that hundreds of hectares of forest have disappeared in my own city to make heaths. I think that is fine, but I think that this should be looked at, as I feel that we are not all in the same line.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u43	Madam Minister, Mr Verduyckt's last remark is, of course, quite right, but that is, of course, a matter for the Flemish Parliament and the Agency for Nature and Forest. It is good that you have unfolded the whole panoply of what Belgium is doing about deforestation at international level and in your policy. We know that the EU is working on a forest law and we must not forget the law on the restoration of nature. You also cited the Farm-to-Fork strategy. If some parts of the Green Deal can count on our approval, then it is about what has to do with biodiversity, because we have a lot of reservations about other things. Mr President, I think Mrs de Laveleye's resolution will also deal with the aspects of this question.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u44	Madam Secretary, thank you for your answer. You are referring to your initiative to ban soya and palm oil as biofuels, but that will not be enough to completely counteract imported deforestation. That's what I said earlier. You minimize the shift from soya and palm oil consumption to the food sector, but there is. It is time that the European large business finally took responsibility for the ecological damage it causes in the rest of the world. It's not because we don't see it here that there isn't. There is an urgent need for a strong policy, both at national and European level, to limit the environmental impact of Belgian consumption.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u45	Madam Minister, a few weeks ago I asked you whether you had transposed the European directive of 5 June 2019 on the reduction of the effects of certain plastic products on the environment, the SUP Directive, into Belgian law in good time. Many companies in the packaging sector have expressed their concern, because they must be able to make the necessary preparations to implement these new rules. You assured me that the deadline of July 3rd, not so far away, would be met. A draft of KB was discussed at the Inter-Ministerial Conference on the Environment on 1 April. A number of other steps need to be taken now. Can you explain the timing of the different steps? Can you confirm that the KB was notified to the TRIS procedure on 26 March? This procedure would last until 28 June, the question arises whether the outcome of this procedure should be awaited in order to go through the steps outlined above, or could it be done in parallel? Can you tell us exactly what was discussed at the Inter-Ministerial Conference on the Environment? What comments could have been made there? Finally, on what points does your draft Royal Decree depart from the European directive?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u46	Mr President, Mr Raskin, the royal decision is currently being discussed in the Federal Council for Sustainable Development, the High Health Council, the Special Consultative Committee on Consumption, the Central Council for Business and the National Labour Council. Afterwards, at the end of May 2021, the opinion of the Finance Inspector and the agreement of the Secretary of State for the Budget is requested, after which the Royal Decree can be submitted to the Council of Ministers in June 2021, in order to obtain an opinion from the Council of State. Finally, the signing and publication will follow. The Royal Decree was indeed already notified in the TRIS procedure, which concerns notification No. 2021/0185/B. In reply to your third question, I can tell you that the different steps and the TRIS procedure can run in parallel. The Royal Decree shall neither be implemented nor published before 28 June 2021. The draft royal decree was discussed. A comment was made by the Demir cabinet on plastic carrier bags, drinking cups and food packaging that may be placed on the market for the first time until 30 September 2022. The provision was therefore amended to "until 30 September 2023'. The draft Royal Decree is wider than just the transposition of the Single Use Plastics Directive. This is reflected in the title "KB on single use products and on the promotion of reusable products'. The draft also aims at transposing Directive 2015/720 amending Directive 94/62/EC on the reduction of the consumption of lightweight plastic carrier bags which, so far, has not been the subject of a federal measure. The purpose of this Directive is to reduce the use of lightweight plastic carrier bags and to enable Member States to prohibit some of those bags. This provision is transposed by Article 5 (2) of Annex 1 to the draft Royal Decree on single use products and to promote reusable products. It prohibits lightweight plastic carrier bags, with the exception of very lightweight plastic carrier bags and reusable plastic carrier bags that meet the requirements of the NBN EN 13429 standard. A deadline for this provision was provided for until 30 September 2023. The Single Use Plastics Directive offers the possibility to restrict or prohibit the use of a number of products. These include, in particular, drinking cups, including closures and lids, food containers and containers such as cans with or without locking system used for food intended for immediate use, either on site or elsewhere, which are generally consumed from the container and which are ready to be consumed without further preparation, such as baking, cooking or heating. It is proposed to ban by 30 September 2023 as a deadline. Finally, Chapter 4 contains a provision on deposit bottles to reduce the loss in the re-use circuit. Station money bottles are used by a lot of bottlers, but only a minority wash the bottles for reuse. However, some actors who do not wash the bottles put labels on the bottles that are not loose in normal washing conditions. Those bottles won't be re-used. About 3% to 5% of the bottles would thus be lost, every 20 million bottles a year. Chapter 6 specifies the washing conditions of detergent concentration, temperature, washing time, to be met by the labels on the deposit bottles.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u47	Madam Secretary, it is therefore a bit looking forward to what will become the KB. You have already outlined some of the outlines, but it will be a matter of succession, because the story has already been preceded by a lot of discussion in committee. The mere transposition of European legislation into Belgian law was not questioned by anyone, were it not that the PS wanted a legislative proposal to go far beyond where the European Commission lays the line. Despite the opposition of the N-VA and also of the Open Vld and CD&V, the then majority of the Vivaldi government was still formed before that bill was adopted. You say today that your draft of KB goes a little further than the SUP directive, and that does cause some fear, Madam Secretary. I note that it is taking a very long time and I can imagine that there are still some rubbings to be fought out in the government before there is a KB. After all, not everyone is on the same page in your team today. The unfortunate consequence of this is that an entire sector is the victim of an uncertain situation. I look forward to the responsibility that you are taking to come up with a final KB, which will at least create a piece of legal certainty.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u48	Madam Minister, the negotiators of the European Council and the European Parliament reached preliminary political agreement on the European Climate Law on 21 April 2021. This sets the objective of a climate-neutral EU by 2050 and a collective CO2 emission reduction target of at least 55% by 2030 in legislation. There are other elements to the agreement, such as the establishment of a European Scientific Advisory Council on Climate Change, the presentation by the European Commission of an interim climate target for 2040 and the publication of an estimated EU indicative greenhouse gas budget for the period 2030-2050. You have stated that Belgium is expressing its support for the agreement and the Belgian Government will contribute to achieving the objectives. But your competent Flemish colleague continues to argue that Europe has not yet made any calculation of the impact on Flanders and the affordability of the invoices for families and SMEs and wants to "don't sign a blank cheque." That's right. In addition, the Flemish government's minimum 35% target remains unchanged. When will there be an impact assessment by the European Commission, which should accompany the efficiency sharing regulation that is emerging and adapted to the new climate objectives? How does the federal government assess the importance of impact assessment, given the intra-Belgian consultation on Burden Sharing and the specific concerns of the Flemish government in December 2020? Mrs Khattabi, the European summit will be discussing the climate package on 25 May, but can you give some explanation?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u49	Mr President, I am pleased that, after a little over one year of discussions, we have reached agreement on the European climate law, which anchors the objectives adopted by the European Council and contains very interesting elements for the European Parliament, in particular the target of achieving negative emissions by 2050 and of reducing the contribution of land sector compensation to the minimum 55% target. We can now work towards the Fit for 55 package and translate our ambitions into concrete sectoral legislation. Belgium does indeed support the agreement. During a DGE consultation between representatives of the federal government and the federated entities on 19 April, it was already clear that there was a great chance that an agreement would be reached on 21 April in the trialogue between the European Parliament, the Council and the European Commission, which could count on broad support in the Council, as a large majority of Member States would be on board. It was then concluded that Belgium would formally agree with the result of the trialogue. I regret, however, that Belgium was not able to contribute constructively during the previous process. Indeed, the Flemish Government reiterated in the intra-Belgian consultation on the European Climate Law, as in all other dossiers referring to the European target of minimum 35% by 2030, that Flanders is still abstaining. However, this objective was unanimously approved by all Member States in the European Council at the end of last year and was formally included as such for the Council's position in the trialogue. Since Belgian positions need to be determined by consensus and the federal government and the other regions explicitly support the min-55 % target, this attitude has made it almost impossible for Belgium to play an active role in the negotiations on the European climate law and also to defend the interests of Flemish citizens and businesses. I hope that now that there is a European political agreement on the climate law, we will also be able to count on the Flemish Government to ensure that Belgium can now play an active and constructive role in the negotiations on the extremely important Fit for 55 package. To underpin both the 2050 target and the revised 2030 target, the European Commission has already published comprehensive analyses. Although the Commission has assessed the impact at European level and has not analysed the specific impact at Member State level, the estimates indeed reflect the general trend and demonstrate that the increase in energy system costs is relatively limited and that ambitious climate policies are not only feasible and affordable, but can also have a positive impact on our competitiveness, our economic growth and jobs, if we address the transition properly and pursue coherent and well-thought-out policies. Moreover, the impact at Member State level, and certainly the social impact, is determined not only by the level of ambition, but also by concrete policies and political choices. It is therefore necessary to pursue a smart, coherent, integrated and forward-looking policy and to take full advantage of the opportunities of transition. The Commission is expected to publish its proposal on the Effort Sharing Regulation in June, along with an impact assessment, as required by law. Of course, the distribution of the objective is an important political challenge. With the federal government, therefore, we have taken the initiative and put forward proposals to establish a constructive Belgian position and to get out of isolation, in which we have become involved. Only by taking proactive action now will we be able to defend our interests and influence the creation of the European distribution key in good time. This will only be possible if all Belgian authorities show their willingness to come to a common position. It is incompatible to continue to question an objective which has now been adopted by all Member States and the European Parliament and which will thus also bind the Flemish Region. So I can only hope that the Flemish Government, like the other governments around the table, will see that and wish to hold the debate in a constructive manner.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u50	Madam Minister, the outcome of that trialogue was, of course, as expected and no surprise for me. I can only repeat that I am looking forward to next month when the long-awaited result on the distribution by Member State and therefore the impact assessment by Member State is available. At least I hope so. We shall then see what the Flemish Government's reaction is. It will certainly not be an easy negotiation if I read what your colleague says about it.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u51	Mr President, ladies and gentlemen, Madam Minister, as we all know, the European Union wants to make a strong commitment to sustainable investment. We know, of course, the European climate law, which must ensure that the European Union as a whole is climate neutral by 2050. Madam Minister, the only question is what is sustainable. There seems to be a lot of discussion about this. In principle, an implementing decision had to be completed by December 2020 with a number of criteria of economic activities that are contrary to climate change and deserve a green label. We are now May 2021. It is therefore clear that Europe does not agree on the real rules of the game for green sustainable investment or taxonomy. I am thinking, for example, of everything that has to do with nuclear energy and gas, which to date is not conclusive. The decision has been postponed. France, for example, does see nuclear energy as a means of meeting the climate objectives imposed and therefore believes it should be part of the decarbonisation strategy. Madam Secretary, I would have liked to know the following from you. What's your opinion? Do you think the nuclear power plants are labelled'sustainable'? Why are they covered? What is the government's position on the other points that still exist today and on which there is no agreement?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u52	Mr President, Mr Van Lommel, it is indeed estimated that EUR 350 billion of additional investment in the energy system is needed every year to achieve the -55 % target by 2030. Sustainable funding is the cornerstone of meeting the financial needs of the transition, with the private sector playing an important role. Taxonomy was already adopted in June 2020. However, it is the delegated acts that will be adopted at a later date. As you know, the first delegated act for climate mitigation and adaptation was adopted on 21 April 2021. This does not include gas and nuclear energy, because of the political sensitivity of these issues. The entire federal government has firmly backed the nuclear trip by 2025 and I am not prepared to use the debate on the place of nuclear energy in EU taxonomy as a back door to once again create uncertainty in our country. Our citizens and businesses need security first and foremost. To answer your question, no, I do not consider nuclear power plants to be a sustainable activity. You know all the arguments and I will not repeat them, but allow me to remind you of the coalition agreement, which identifies nuclear energy as a polluting and thus replaceable energy source and which confirms the nuclear exit as an element of our energy vision. It would seem inappropriate for me to take a different attitude in the European context. Fossil fuels do not belong to our energy mix in the long term and can therefore only be used temporarily as a transition technology in our country, especially in the light of the nuclear exit. I am sure Mr Van der Straeten will be happy to explain this to you.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u53	Mr President, Minister, you say that sustainable investment is the cornerstone and that you rely on private investment. That seems clear to me. You say that nuclear power plants do not deserve a sustainable label, because your government believes that they are polluting. However, this is about achieving the CO2 targets. You say gas can be used in the transition story. This will mean more CO2 emissions and will therefore lead to the reverse reasoning of what we are trying to achieve. So it remains a certain mantra within the government. They're opposites of each other. A CO2 neutral solution will be removed in 2025 and CO2 will then be released into the air. Of course, it's the story of following who can. Neither your colleague Van der Straeten nor you can give a decent answer. Of course, I regret that. I have also noted that you do not want to give a sustainable label to nuclear energy in the debate in the European Union about taxonomy. Our position is clear and you are well aware of it, Madam Secretary.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u54	Mr President, Madam Minister, although I am a flaming man and Jacques Brel did not really speak for the flaming people, I am a fan of Jacques Brel. This brings me to French Polynesia in the Pacific, on which my question relates, in particular, to the conservation of marine fauna and flora in Antarctica. Belgium has been involved in protecting the marine ecosystem in the Southern Pacific for many years. Natural resources in these waters are increasingly sought after, not just because of commercial fishing. Climate change also has an impact on biodiversity. Belgium has always supported the objective of creating a network of marine protected areas across all geographical regions of the Southern Ocean. At the Hobart Conference, Belgium reaffirmed that commitment. A few years ago Belgium also supported in particular the proposals to establish two new protected sea areas. On 28 April 2021, you mentioned the reconfirmation of the Belgian commitment at the regular annual meeting of the Commission for the Conservation of the Marine Fauna and Flora of Antarctica, the CCAMLR, to which Belgium has been cooperating for almost 40 years. What exactly were your views during this session? What is the state of play with regard to the positions taken by Belgium at the Hobart Conference in October 2018?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u55	Mr President, Mr Ravyts, the annual meeting of the Commission for the Conservation of the Marine Fauna and Flora of Antarctica will not take place until the end of October. The ministerial meeting on 28 April was organised by European Commissioner Sinkevicius in the context of the European Commission's commitment to exert its diplomatic weight on the marine protected areas of the Southern Ocean. This commitment has been supported by Belgium through the European Biodiversity Strategy for 2030. At this ministerial meeting I reaffirmed the Belgian commitment to a sustainable world and a healthy ocean. I referred to the UN's Sustainable Development Goals (SDG) and the contribution these proposals can make to making progress, as stated in SDG 14: preserving and making sustainable use of oceans, seas and maritime resources. I have emphasised the importance of protecting the Southern Ocean, because of its unique biodiversity and ecosystems and its role in regulating the climate, not only in Antarctica but worldwide. I also reiterated the Belgian commitment to pursue a target of 30% of strictly protected marine areas by 2030 within the new global framework for biodiversity currently under negotiation in the conventions on biological diversity. Finally, I drew attention to the example that the CCAMLR can set by adopting the current proposals for marine protected areas in order to demonstrate that multilateral diplomacy and science go hand in hand with the general well-being and health of our planet and of everyone. Since 2018, there has been little change in the content of the proposals for protected marine areas in Eastern Antarctica and the Weddell Sea. However, despite the opposition of China and Russia to these proposals within the CCAMLR, political support is growing. For example, Australia, Norway, the United Kingdom and Uruguay recently joined as cosponsors for both proposals. At the Ministerial event on 28 April, New Zealand and the United States announced that they too would join the proposals of the European Union and its Member States. All new cosponsors were warmly welcomed during the event. In the coming months, it will be necessary to cash in the momentum and to reach an agreement with all the parties involved within the CCAMLR, including the less obvious ones, to protect an area of more than three million square kilometres in the Southern Ocean.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u56	Mr President, Minister, I saw you look strange when I was talking about Jacques Brel. He was buried in the Marquise Islands, hence the reference. Paul Gauguin, the French painter, is buried there. I am pleased with your answer that those 30 percent strictly protected marine areas worldwide are a commendable target. I believe that, as far as our territorial waters are concerned, we are already above that percentage.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u57	Question No F017079C by Mr Dallemagne was transformed into a written question.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u58	Madam Secretary, the government has the ambition to green the company car tax base. From 2026, only cars that do not emit CO2 would retain a tax favor regime of 100 % deductibility. The aim is that the Belgian company car park will be completely electric by 2030. A phased arrangement was introduced by your colleague Vincent Van Peteghem in a preliminary draft law, but the discussion about it in the government appears to be difficult. We concluded that when no decision was taken at last Friday's nuclear cabinet meeting. Where's the shoe wringing? The new rules could make the company car system even more attractive than before. Do you support Minister Van Peteghem's preliminary draft law, even if it would encourage the company car system and therefore possibly not take any cars off the road? How do you reconcile these plans with the story of a circular economy, which we have already discussed in committee? What should be done with existing vehicles? By greening the company fleet, the government also wants to encourage the greening of the ordinary fleet. Today, however, many commercial vehicles disappear at the end of the lease period to a foreign second-hand market. How will you ensure that this does not happen with tomorrow's electric commercial vehicles? In other words, how do you intend to ensure that they will contribute effectively to the greening of the Belgian fleet?
