ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u1	Mrs. Vindevoghel is not here.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u28	Mr Gilissen, Mrs Van Bossuyt, combating fraudulent webshops is a priority for the Economic Inspectorate. The Economic Inspectorate reserves sufficient capacity to respond quickly to new priorities and urgent issues in addition to its recurrent assignments. What can consumers do? If a consumer is the victim of a fraudulent web shop, he or she may report to the hotline. The consumer is automatically sent an answer explaining the problems posed and how he or she can assert his or her individual rights on the basis of them. The Economic Inspectorate therefore initiates daily surveys. Where useful data appear in those files, such as bank account numbers, they shall be identified where possible, an investigation shall be initiated and the file shall be transferred to the competent authorities. The reported financial damage for 2020 related to fraudulent webshops amounts to 13,522,000 euros. That amount is declarative. In recent years, my services have made fighting malicious websites a priority. This is why the FPS Economy launched a communication campaign "Don't fall into the trap" in September 2020. The campaign focused on the three most common forms of fraud, including fraudulent web stores. The aim was, on the one hand, to encourage consumers to report problems to the hotline and, on the other hand, to advise on how fraudsters can be identified and avoided. The Economic Inspectorate also works at different levels, bilaterally and multilaterally, with foreign authorities to combat fraudulent webshops. My services will continue to do so. The Economic Inspection shall use an administrative verification procedure of domain names if an offender has provided false contact details. Through this administrative procedure, the public prosecutors are relieved of files where no further investigation is possible, as the offender is often unknown and is likely to reside abroad. If the traditional legal means available to the Economic Inspectorate cannot be used, the Economic Inspectorate may also have fraudulent.be websites closed by means of a cooperation protocol with the DNS Belgium association. By extending its powers under the CPC Regulation, my services have been able to have more extensive online interfaces removed since the end of last year, put in a warning or have access blocked when there are no other effective means to end the infringement. The best strategy to prevent infringements of existing legislation is, of course, to focus on sensitisation, which may prevent consumers from being affected. The FPS Economy regularly warns consumers about fraudulent webshops through its websites, press releases and social media such as the Facebook page Pass scams. Further campaigns are also under construction.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u29	Madam Secretary of State, there's a little problem. We don't have interpreters. We're trying to fix it. I don't know if I can or can go any further in the meantime? I will at least give Members the opportunity to replicate, and then we will look at what we should do.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u30	Madam Secretary of State, I will be very brief. I understand that you launched an information campaign in December 2020, which I also asked you to do. So that is very positive. I hope that this phenomenon will continue to be closely monitored and that you will be able to play close to the ball if problems arise.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u31	For my part too, Madam Secretary of State, thank you for your comprehensive answer. The only element to which I have not heard a reply is whether the Economic Inspectorate can still make it strong and whether it has sufficient capacity and resources to keep up with everything. Unless I missed that?
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u32	While we are waiting for the interpreters, I will repeat what I said at the beginning: that this is a priority and that there are sufficient resources. Of course this will be followed. If it turns out that more resources are needed, we will try to shift them, first within existing capacity, and if that is not enough, we can look at it further. But right now, there's no problem with manpower or female strength.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u33	We are allowed to continue with the services. There's gonna be an interpreter.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u34	Mr President, I wish to turn my question into a written question.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u35	Question No 55012769C by Mrs Florence Reuter is transformed into a written question.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u36	We note that energy companies are increasingly using debt collection agencies to recover the sum of money that people owe. However, there are clearly a number of rules on how the energy supplier can ensure the follow-up of the debt. I won't list them all. The outsourcing of the recovery procedure to a collection agency does not comply with the rules in force. For example, there will be no reminder bill, but a letter from the collection agency immediately or no payment plan will be offered. The Energy Ombuds Service advises against the use of collection agencies. Have you taken note of the figures and complaints relating to the use of collection agencies? Will you consult with energy companies on the use of collection agencies and remind them of the legal obligations surrounding the recovery procedure?
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u37	Where a consumer does not pay his energy bill in time, an energy supplier may choose to use a collection agency to settle the claim. The Ombudsdienst voor Energie notes an increase in complaints about recovery costs for professional debt debtors such as debt collection agencies, law firms and bailiffs. This is an increase of 14%, with 381 complaints in 2020 compared to 334 complaints 2019. In these disputes with energy suppliers on energy debts transferred to professional debtors, the ombuds service tries to verify whether the recovery procedure against the consumer has been correctly followed through a reminder and a notice of default, whether an outstanding balance is correct, in case of dispute of invoices and whether irregular costs have not been charged. The choice for a collection agency or not lies entirely with the energy supplier himself. However, this should not affect consumers' rights at any time, such as sending a payment reminder after 14 days and communicating the right to a payment plan. This will, of course, be taken into account in the review and improvement of the consumer agreement which should provide additional protection for consumers. Recovery of the invoice is also a regional issue. It looks at how an extensive cooperation can be achieved under this division of powers to maximise the protection of the energy consumer. We aim to coordinate with the Energy, Leefmillieu and Climate Committee in order to achieve the objectives together in an effective and efficient way.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u38	I note that you will follow up on the problem, especially when it is noted that collection agencies would often charge irregular costs and do not comply with the rules in force. Consumers are often not aware of their rights in this respect either. That is why I think it is very important to play the ball very briefly here. This week we heard how collection agencies use the logos of lawyers on their letters. Around that world already hangs a bad name, sometimes justified, sometimes unjust. But we must not add to the problem and inform the consumer about his/her rights.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u39	Mrs. Van Bossuyt, I think it was bailiffs who borrowed their name. Lawyers wouldn't dare do that.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u40	Mr President, I apologize to the lawyers. In fact, we have already discussed in this committee the actions of both lawyers and bailiffs. Madam Secretary of State, my question concerns the financing of the European Consumer Centre. The single market is the cornerstone of European cooperation and the deepening of this market means that more and more Belgians buy in other Member States. Conversely, foreign consumers also buy from Belgian companies. The European Consumer Centre is a umbrella organisation which has a centre in each Member State. They are experiencing a very sharp increase in the number of complaints but so far they have not seen their resources increased and no more staff have been allocated to them. It is therefore almost impossible for these people to work properly. Madam Secretary, do you recognise the importance of the European Consumer Centre? Do you recognise that in recent years they have experienced an exponential increase in their workload? Is it true that the funds have not been increased yet? I heard there wasn't even any indexing. Will you make an effort to increase the ECC's resources? If so, from when? If not, why not?
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u41	Mr President, the consumer centres are undoubtedly contributing to the success of the internal market. They play a crucial role in consumer protection and the resolution of cross-border disputes. Through their work they have an in-depth knowledge of the market, allowing them to develop adapted consumer policies tailored to trends and modern consumption behaviour. Like all national consumer centres, ECC Belgium experienced a large increase in information requests and complaints in 2020 due to the corona crisis. The number of files dealt with by the ECC has continued to increase in recent years. I'll give you a few figures. It was 10,155 cases in 2017, 11,276 in 2018, 12,578 in 2019 and 17,933 in 2020, a huge increase. The level of satisfaction of consumers using ECC Belgium's services is very high. The financing of consumer centres shall be determined at European level. The European Commission finances the consumer centres at 50%, the remaining 50% being financed by the Member States. The financing of ECC Belgium is ensured by a grant from the budget of the FPS Economy. The administrative agreement between the Minister of Economy and the ECC Belgium does not provide for an annual indexation of the subsidy granted to the ECC. However, the amount of that subsidy was indexed in 2016. Then it was raised from 160,000 euros to 162,000 euros. I would remind you that the subsidy granted by the European Commission is the same as that granted by the national authorities. Any increase in a national subsidy should therefore be accompanied by an automatic and equivalent increase in the European Union subsidy. Such an increase shall be subject to the agreement of the Commission. If the ECC wishes to increase the national subsidy, it will have to be fully justified by the Minister for Economic Affairs. I will therefore discuss this with my colleague.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u42	Madam Secretary of State, thank you for your reply. The figures you have given speak for themselves: an increase in the number of complaints to more than 17 000. When one sees where they come from and sees that since 2016 there has been no change in the resources that are being received, one understands that those people can no longer be strong enough to perform their job properly. As you rightly say, they do play a crucial role in the proper functioning of the internal market. I have no doubt that you consider this to be very important, as do I. You are talking about financing fifty-fifty by the European Commission and the national Member States. I understand that it is almost an automatism that when a Member State increases resources, the European Commission follows it. I will certainly inform the Minister for Economic Affairs that a reasoned request to increase resources should be made, and I hope that a positive response will be given to this.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u43	Madam Secretary of State, the government agreement sets out the ambition to strengthen the Economic Inspectorate, including to combat fraud and counterfeiting. Several inspection services already exist at federal and regional level. They all have their own focus, of course, but there are also overlaps in a number of areas. Do the various federal inspection services exchange information among themselves? How does that happen? You said in your policy statement that there would be a central hotline on this cooperation between the various inspection services at federal level. Do you see a role here for that central hotline? Has there been an exchange of information between federal and regional services? For example, are lists of fraudsters shared?
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u44	The exchange of information between inspection services is particularly important as it makes the fight against fraud more effective in itself. As a result, consultations are held on a regular basis between the various federal inspection services, depending on the specific subject matter. However, the exchange of information on fraudsters only takes place within the limits laid down by law, where there is a clear reason to share such information. Specific coordination bodies have been set up to structure this exchange of information on certain issues. An example of this is the interdepartmental commission for coordinating the fight against economic fraud, which brings together representatives of all the competent inspection services and organises the coordination and exchange of information between these services. With regard to the fight against counterfeiting and piracy, the Inter-Ministerial Commission for the fight against counterfeiting and piracy is responsible for organising the exchange of information. The exchange of information in the context of the fight against mass fraud is addressed within the Mass Fraud Platform, which brings together the services concerned, such as the Economic Inspectorate, the Special Tax Inspectorate, the Federal Police and the Financial Information Processing Cell (CFI). Cooperation protocols have been developed and applied in other sectors. For example, there are protocols on the exchange of information on tax fraud, the prevention of money laundering and the use of cash between the Economic Inspectorate, the general administration of the Special Tax Inspectorate and the federal judicial police. There are also protocols between the Economic Inspection and the FSMA concerning the control of financial services and with the BFSA in the context of economic fraud with food products. The hotline managed by the Economic Inspectorate, to which the federal police and other inspection services cooperate, allows consumers and businesses who are victims of fraud to report it. Depending on their nature, the notifications shall be forwarded to the competent partner services of the hotline. The exchange of information between the federal level and the federated entities shall be organised for matters subject to shared competences, in particular in the protection of the financial interests of the European Union. To this end, the interdepartmental commission for coordinating the fight against economic fraud, which brings together representatives of the federal and regional control services, is also responsible for coordinating the fight against fraud to the detriment of the financial interests of the European Union. It shall coordinate the action of the services concerned and the exchange of information between those services in accordance with the rules laid down in the European regulations.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u45	Mr President, Minister, thank you for your reply. It is indeed important that the various inspection services you have listed work closely together. I hope that cooperation will continue smoothly so that the fight against fraud can be dealt with as efficiently as possible.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u46	Mr De Maegd is not present.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u47	Mr President, Madam Secretary of State, Test Purchase announced earlier this week that it had filed a complaint against TikTok with the Belgian Consumer Organisation and with 16 other European consumer organisations. In addition to this complaint, Test Purchase has also asked in our country if the Economic Inspectorate can take action and conduct an investigation. Test Purchase gave a number of reasons why it lodged that complaint. One is that consumers' rights are not always respected. It is then about user-published videos that are used, distributed and reproduced without any fee. Certain functions also contain unlawful clauses and misleading practices. A more important point is that TikTok does not adequately protect children and teenagers, the main target group, from hidden advertising. TikTok's commercial proposals to companies that want to advertise on the application contribute to this problem. For example, users are encouraged by certain popular influencers to participate in a hashtag contest that does not always prove to be true or promote a particular product, but is not clearly indicated, which, given the target audience of especially young people and children, creates unclear commercial intentions. Test Purchase also indicates that TikTok's practices regarding the processing of personal data are often misleading. The platform does not inform its users, especially the children and teenagers, clearly and in a way that is understandable to them about their personal data collected and for which they are precisely used. According to Test Purchase, it is necessary that the Economic Inspection also opens an investigation in our country. I'd like to hear from you whether that's the intention.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u48	Mr President, Mrs Depraetere, the Economic Inspectorate and myself were also informed by Test Purchase of this complaint at the BEUC. It was submitted to the European Consumer Protection Cooperation Network, CPC. In application of the new CPC Regulation, this research will more than likely be coordinated by the European Commission, taking into account the European dimension of the problem referred to. It goes without saying that the Economic Inspectorate will closely monitor this investigation and will fully support it as a national consumer authority. I therefore await the outcome of this investigation. The infringements of the GDPR and the restriction of access for minors concern data protection legislation. In Belgium this is the responsibility of the Data Protection Authority. We may consider controls on the age limit, but the answer to these questions belongs to the powers of Secretary of State Mathieu Michel responsible for Digitisation, in charge of Administrative Simplification, Privacy and the Management of Buildings. Of course, we are following this closely, and if we have a consultation with him, we will certainly raise it as well.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u49	Madam Secretary of State, Mr Verduyckt has also put a question to Secretary of State Michel, since it is for a large piece about privacy, but given the specific question of Test Purchase to involve our Economic Inspection, I thought it important to ask that question too. I understand the investigation is awaited, but it may take some time. If that is the case and there are complaints coming into our country, then it is important that our services should be able to play a proactive role, especially with regard to advertising to young people, which is a very difficult issue in any case. A number of discussions and hearings have already taken place in the Flemish Parliament. When you look at TV or social media, it is difficult to distinguish between what exactly is advertising and when young people and children are correctly reached, but TikTok, of course, has the fact that the vast majority of the target group are children and young people. Therefore, extra caution is certainly not an exaggerated demand from Test Purchase, but I am glad that you will follow up the investigation.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u50	Mr President, my combined questions are about the travel sector, but they are still two very different questions. The first question is about the coronavoucherbank. I am back with this because we have been asking for a long time for solutions for the reimbursement of the coronavouchers issued between mid-March 2020 and mid-June 2020. Today we are 24 February and from 16 March consumers will be able to ask their travel organisation for reimbursement of those vouchers. For many tour operators that will be a big problem because some have even turned 0 % turnover in the past year because of the lockdowns and the corona measures, which will put even healthy businesses on the verge of bankruptcy. There will be real dramas. I was very happy to hear from you a few weeks ago in Radio 1's Morning that there would be work done by a coronavoucher bank. I questioned Mr Dermagne about possible modalities, but he kept quiet in all the languages whether or not that coronavoucherbank would be there. I think it's 5:12 in the meantime. In the Netherlands everything is now in the scaffolding. They also admitted that it took a lot of time and expertise to get everything up and running. With us, the decision or she won't even be there. Madam Secretary of State, is there going to be a coronavoucher bank in Belgium now? Yes or no? If so, what will be the modalities? How will it be stiffened? What will be the conditions for travel agencies to be able to rely on them? I think transparency and objectivity are important. On what time do you want to realize this? How many coronavouchers are still in circulation? Then I come to my second question on the insurability of the travel sector. Before the start of the corona crisis, there were four insurance companies with insolvency insurance for the travel sector. Insolvency insurance must be compulsory in the travel sector. In the meantime, there are only two insurance companies left. As you know, the Guarantee Fund does not have sufficient resources. Amlin, one of the two insurance companies that is still out of line, may soon be faced with the resolution of Neckermann's bankruptcy, which threatens to dispose of the branch of insolvency. You previously confirmed in your policy paper that you will evaluate the insolvency insurance system for the organisers and purchasers. In the meantime, it appears that many travel sectors can no longer take on insurance calamities. Unlike insolvency insurance, it is not compulsory, but apparently many will no longer be able to do so. Madam Secretary of State, have you taken note of the disappearance of insurance insolvency and calamities? Do you have any concrete plans for reforming the insurability of the travel sector?
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u51	Mr President, Mrs Van Bossuyt, this is indeed a complex dossier. I will answer both your questions together, so the question about the travel sector and the coronavoucher and the question about the insurability of the travel sector. I would like to answer the questions together because this government has always advocated a global approach to the current situation in the travel sector. Allow me to sketch the history a little bit. On 19 March 2020, in the context of the covid crisis, a ministerial decision of Minister Muylle is adopted that requires the traveller-consumer to accept a one-year voucher instead of a direct cash refund. That voucher can be exchanged for a similar trip for a year. If this was not possible after one year, the consumer will be reimbursed within six months. That voucher is legally covered by the insurance contract that the package tour operator entered into regarding the risk of insolvency. Those vouchers we call the coronavouchers. In the meantime, we need to look for possible solutions for vouchers that were issued after the planned period, because the latter are not directly covered by the coronavouchers. Indeed, the coronavouchers must be paid out by a sector in crisis which has had virtually no income in recent months. As I mentioned earlier, the government has decided to meet a repayable temporary loan to the sector. That loan is covered by the open vouchers that are insured. We maintain very close contact with all parties in the sector and have tested some work slopes or forms of voucher bank. As has already been said, it will not be an interest-free loan, as the European Commission does not allow us to do so and because interestlessness would also be unfair to other sectors in need. We provide for a loan period of five to six years to remain within the European framework. We are also looking at the way in which other EU Member States operate and find that the authorised loan under the approval of Europe amounts to about 80% of the total outstanding sum of vouchers and provided that the consumer pays part of it. Those premises we examine for their desirability. The biggest problem we have now is that, since the beginning of the current government and following repeated pressure from the federations and insurers, we still do not have an exact number of open vouchers under the Muylle Ministerial Decision, either a view of their value or the vouchers issued after this period. Estimates range from EUR 200 million to more than EUR 400 million. We have decided to request them urgently through the Economic Inspectorate. Hopefully we'll get exact figures now. Our very first focus to ensure that insolvency insurers stay on top of a government loan has fallen without subject as both, Amlin and the Guarantee Fund Travel, claim that they will remain healthy with the challenges they face. The National Bank of Belgium, which is a prudential supervisor, does not seem to contradict this. We have now limited the forms of voucher bank to two, and are now evaluating them on their economic and judicial value, namely a loan to the insolvency insurers for the purpose of granting a loan to their members, and another slope where each package tour operator can obtain a loan directly from the government. The first is the best workable one for the government, as we work with fewer parties and so the control of full reimbursement is easier. It must be clear that every package tour operator must be able to take out such a loan, regardless of its size, but provided that it was a healthy business for corona. As regards the insurability of the travel sector, I have already indicated that both remaining insolvency insurers play an important role in our approach. We have also involved Assuralia in our discussions, and experience a great deal of support from them. As I said earlier, health and the presence in the sector were of paramount importance to us, since without Assuralia it would no longer be legally possible to organise package travel in Belgium. After a great deal of uncertainty, the Guarantee Fund now appears to have the necessary resources to carry out its commitments if necessary. Amlin no longer intends to leave the sector immediately. Our overall approach also aims to make the insurance sector more viable in the medium and long term within the journey, by adapting to the Belgian transposition of the European directives, and to urge European adjustments. Once this is done, Assuralia has promised to help convince several insurers to step into this sector. We are not so much aware of the disappearance of insurers, insolvency and calamities, but above all of the tightening of conditions and/or difficulties in accepting or extending new emergency contracts by insurers. We addressed this to the sector, although stricto sensu does not protect consumers, but we do this as part of our global approach. We are also awaiting the initiative announced last year by Flemish Minister Demir on an interfederal tourism crisis cell to work with the regions to tackle further problems that arise in the travel sector. As you can see, we're working on it. You're saying the insurance companies wouldn't be able to cope with the crisis. According to the latest data we have, this is the case. We are now working on the modalities of a loan with the coronavouchers as a property.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u52	Mr President, Madam Secretary of State, I am particularly pleased with what you have said about the coronavoucherbank. You may not want to call it that because it was a proposal from us. That does not matter; if the solution is there and the sector is to be met, we can only welcome it. If I understand correctly, it will be a temporary loan of 5 to 6 years, which will not be interest-free, given the European rules on state aid. I think you are aware that those first repayments are to be expected from 16 March. I hope that by then everything will be up and running to avoid dramas. You say you don't have a visual on the outstanding amount of those coronavouchers. I have already asked for figures and, over and over again, both you and your predecessor Mrs Muylle gave me the figure of EUR 300 million. Now it appears that you have no idea and it would be between EUR 200 and 400 million. If I see fit, the coronavoucherbank in the Netherlands will have a sum of EUR 400 million. Since it is an amount that will be repaid and therefore the government does not actually have any costs, I do not see why everything should be put on hold until that specific amount is known. It is very important to have transparency and objectivity with regard to the modalities for using that loan. That's very important. You yourself say that it must not depend on the size of the company. This is indeed very important to avoid two or three major players passing the cash register, leaving the coronavoucherbank empty and the many SMEs operating in that sector left empty-handed. That transparency and objectivity are indeed very important. I am surprised to hear you say that the Guarantee Fund has no liquidity problems. I asked how many resources were in it. I was always told it was EUR 20 million. When I hear the possible amounts in the event of a bankruptcy of the tour operators, it is about multiples of those EUR 20 million. So it's not to cause a panic? I'm gonna ask myself some questions anyway. As far as insolvency insurance itself and the reforms of the whole system are concerned, it will indeed be something for the longer term. Now, in the short term, we need to focus on the activation of the coronavoucherbank so that the many healthy companies, mostly SMEs in the travel sector, get the perspective that they will be able to undertake again and do what they like to do, namely to ensure that people can travel.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u53	Madam Secretary of State, the European Package Travel Directive, which has been transposed into Belgian law since May 2018, calls on the government to establish a central contact point for all issues relating to package travel legislation. That contact point should contribute to efficient administrative cooperation in the field of the protection of travellers in the event of insolvency, as well as to simplified supervision of organisers and traders operating in several Member States. The contact point may perform a number of functions. What is the central contact point for Belgium? What specific tasks does it have in Belgium? What was his role since the start of the corona crisis and the ensuing crisis in the travel sector?
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u54	Thank you for this question. The General Directorate of Economic Inspection of the Federal Public Service Economy, SMEs, Small and Medium-sized Enterprises and Energy was designated as the central point of contact referred to in Article 62 of the Package Travel Act. If the competent inspection officers of the Economic Inspection have doubts about the insolvency protection of a specific organiser or retailer established in another Member State, the central contact point in Belgium shall request clarification from the central contact point of the Member State concerned. Conversely, the central contact point in Belgium answers questions from other Member States concerning the insolvency protection of specific organisers and resellers established on Belgian territory. The central contact point in Belgium also makes available on the website of the FPS Economy an overview of the links that allow consumers and companies to check whether the organizer or retailer is a member of an insolvency insurer established in Belgium. For the exchange of general questions on the transposition and interpretation of the European Package Travel Directive, the competent administrations of the Member States may also call on the network of central contact points. Since the outbreak of the corona crisis, the Central Contact Point in Belgium has sent two requests to other Member States to obtain information on the insolvency protection of specific organisers. The central contact point in Belgium has not received requests from other Member States since the outbreak of the corona crisis.
ParlaMint-BE_2021-02-24-definitief-55-commissie-ic387x.u55	Mr President, Minister, my question was particularly informative, because I was not aware of which contact point had been set up here in Belgium. So thank you for the information and wish everyone a good evening.
