ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u1	Mrs Farih is sorry. Mrs Depoorter has the floor.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u39	Minister, the issue of accessibility of drugs and parapharmaceuticals is essential for health safety. It is also a choice of design of the framework for the delivery of these products and medicines and, consequently, of self-medication. If a personal medication accompanied by its referent pharmacist, without the automatic passage to the general practitioner, is certainly a good thing for many situations, however, it is fundamental to know where drugs and products such as anti-inflammatory and painkillers are placed, because they are not anodizing products. It is therefore a question to see them appear in the retail distribution sector, by parcel. It is known that physicians rely on official pharmacists to protect some patients from the addiction and other excess consumption of certain products that are harmful to health and that can lead to new pathologies. Wider and more extensive access to these products, without any advice - as is the case today in large distribution rays - can undoubtedly create drifts. At the same time, we know how low the level of health literacy in the population is. The latest studies show how urgent it is to improve this competence for everyone and to adapt communication to the use of medicines and parapharmaceuticals. Minister, has a recent study on the consumption of these parapharmaceuticals been conducted? What is the trend? What process is currently in place to ensure the registration of this individual consumption purchased online and on a large area, from pharmacists, the pharmacist referring to the person purchasing it, and the attending physician? Considering the essential role of prevention and first-line advice - and therefore of proximity - played by pharmacists of officials, do you consider it necessary to adapt the legislation that regulates the conditions for the issue and sale of these parapharmaceuticals? What measures have you planned for the year 2021 with regard to health literacy?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u40	It is true that the Colruyt Group will be a take-out point and no more than that - from the pharmacy that has been notified under the name Newpharma to the Federal Agency for Medicines and Health Products to sell medicines at a distance. The distance selling of medicinal products from a pharmacy is regulated by Article 29 of the Royal Decree of 21 January 2009 on training for pharmacists. It stipulates that the delivery of the medicinal product or medical device ordered must take place from the pharmacy. Delivery is carried out either in the pharmacy or by a courier service recommended by the pharmacists. In the latter case, the medicinal product must be sent in a sealed package bearing the name and address of the patient or the person responsible for the animal. The pharmacist-titularis has an obligation to verify whether the courier service he or she selected is suitable for delivering medicinal products in this case. This also applies to pharmacists with a pharmacy website using bpost, Kiala or other courier services. As far as Mrs Taquin's question is concerned, it is important to distinguish between medicinal products and other products, such as parapharmaceuticals. As soon as a product meets the legal definition of a medicinal product, it must be sold in a pharmacy. Ms. Taquin, you cite examples of painkillers or anti-inflammatory drugs. Parapharmaceuticals are not medicines but may have health or welfare benefits. These products may be sold in pharmacies under certain conditions, in accordance with the ethical rules applicable to official pharmacists. Other products, such as cosmetics or food supplements, can be sold outside pharmacies. Certain categories of medical devices may also be freely purchased and sold throughout the European Union, in accordance with the Community legislation in force, provided that such devices bear the EC mark.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u41	Thank you, Minister, for your reply. I do not, however, have any concerns about the issue. You fall back on European legislation in your reply. That's right. That is the case. Nevertheless, we note that more incidents are recorded every year concerning the excessive use of painkillers. In this respect, the use of non-regulatory painkillers that can be obtained in such online drugs is known. The academic world also points very clearly to the dangers. Therefore, hiding behind European legislation seems somewhat simple to me. That is not a public health policy. If we want to protect our patients effectively, we must ensure that the guidance given to patients is really a guidance to pharmaceutical care. You show that the pharmacist must have confidence in the distributor in the online platform. That's right, of course. In a physical pharmacy, the pharmacist can be assisted by three pharmaceutical-technical assistants. There is also a pharmaceutical file at the pharmacist's office and there is follow-up. The possibilities thus created are not guaranteed at the online Pharmacies nor at the pick-up at any pick-up point. You can talk about food supplements, which can also be dangerous, and about cosmetics. However, for the painkillers and the nasal sprays there is really work to be done. If we want to guide and protect our patients well, we need to develop dissuasive possibilities so that our patients do not poison themselves, which sometimes happens today.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u42	Mr President, Minister, I thank you for the elements you have brought us, but I remain convinced that the necessary work remains to be done without delay. It is really essential, in your task and that of your department, to focus on this issue of the accessibility of these products not subject to the doctor's opinion. The race for profit should not take precedence over the quality of the treatments and the quality of the supervision of the delivery of such products. I know the difference between a drug and parapharmaceuticals, but it would probably be urgent and necessary to analyse what is distributed, especially in parapharmaceuticals, without the advice of a pharmacist. We know that official pharmacies are disappearing. There are still some 30 that have closed their doors recently. Pharmacists still remain professionals, who are trained, who are subject to imperatives to maintain their medicine, and who remain persons of contact, confidence and proximity to citizens, patients and general practitioners who also rely on them with confidence.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u43	Mr President, Minister, my questions concern the mental well-being of students. This was the subject of positive communication last week, but I continue to worry about the students' mental well-being. We have all experienced it in our own circle: it was a difficult period. Students have barely or no access to the auditoria. Then there was the block period and they were behind their screen again and there were no contacts. We hear from the universities and colleges that there are a lot of needs. Hence my question: what concrete steps can you take in the short term? One of the suggestions I make in my second question is to make more psychologists available quickly to the psychotherapeutic centres of the universities and colleges of applied sciences. That question was examined with the association of psychologists and with the psychiatrists. This is therefore well-founded and also one of the suggestions of the States General on Mental Health Care. We really need to get serious about this in the short term. The budgets are there: we approved EUR 200 million in Parliament last year, and that budget has not yet been updated. That budget is provided for and the needs are there. I know you're consulting with the psychologists to take sustainable steps, but the needs are huge today and we can do something. Are you willing to do that?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u44	Mr President, Mrs Depoorter, one must be blind not to agree with your observation that there has been a great deal of pressure since classes in secondary schools were given half physical and half online and that the colleges and universities have organized distance learning on a large scale for students and students, together with the other covid measures. I believe that this situation also has the effect that the problems of young people, who used to be dealt with in a school context by the college, university or CLB, now remain under the radar and get worse. We do see the consequences of this. I totally agree with you. This is not the subject of your question, but if you were to ask me what is the top priority if we were to think about pandemic policy, this would be to look for solutions to improve the situation of young people, in particular by once again creating more opportunities for traditional contact education in secondary and higher education. However, this can only be done if the evolution of the epidemic and the vaccinations allow it. We cannot vote on this today. That is the great uncertainty we are facing. I think that's a top priority. In the meantime, we do have the findings you're describing. You're right. We have already programmed an important effort by allocating EUR 112 million of the EUR 200 million extra included in the government agreement for the development, in a well-organised and sustainable way, of first-line psychological support. I have consulted the Community ministers on this. That went well and we concluded a protocol agreement on 2 December. We agree on the vision. That's important. Then, at the federal level, I will consult on a transversal agreement committee that we have created specifically to strengthen mental health care. You have described it very kindly and constructively, but it is. We are trying to work out, agree and roll out a good concept in a sustainable way. That does indeed take time. Whatever concerns you, I am, frankly, concerned too, namely that this consultation takes a lot of time. I have already taken a small concrete measure which I do not want to exaggerate. As from 15 February, a budget of EUR 4,731,000 will be available to strengthen the mobile crisis teams that support young people with mental problems. At first sight, that is not a lot of money, but it allows to increase staff investment by 50% and operating resources by 75%. That's gonna be a help. I visited last week in Roeselare WINGG, where this is organized for West Flanders. I have found that the need is high. With this little injection, we're already doing something in the area of mobile crisis teams. You're making an interesting suggestion. This is not a courtesy formula, I will take your suggestion, because I believe that there is a great need and that action is required. I shall, of course, push on to the discussions in the transversal agreement committee, but if we want to do this right, it will unfortunately take time. However, I take your suggestion with me.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u45	Minister, that is a good thing, but I would like to give you the words of a medical student who shocked me. She said: "We are the forgotten generation in the covid crisis." You mentioned the students, but they were still in physical contact with their classmates. The students at the universities and the colleges had absolutely no such thing. Brilliant students are crashing right now. It can effectively be an underlying condition, but it can also be due to pure loneliness. Not everyone has an ideal home situation, with a lot of contact. I would therefore be very grateful if you would take my suggestion seriously. I was told by the support points that there are 3 to 4 times more applications per month than per year in normal circumstances. I'm sure you've been informed of that. So the problem is urgent. I can only welcome the fact that you are working on a sustainable solution, which is needed, but today there are also needs.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u46	Minister, this is the question that was not answered in the current day's debate. I hope you have one today.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u47	On the bills?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u48	Yes, that's it! I will, however, rest her. This is the story of Michel, one of my patients whose story is published in the local newspaper. He was hospitalized at the end of March for serious covid-related symptoms: twenty-five days of intubation, six weeks of intensive care and then revalidation. When he returned home, the first bills were already waiting for him. A first of 700 euros, then another of 1000 euros, for a final total of more than 2000 euros of invoices that he receives, because Michel does not have hospital insurance. He lives on a small pension (+/- 1,400 euros) and pays what he can: one day a hundred euros, another two hundred euros. At the end of September, he already received a letter from a collection office announcing additional costs. On this, Michel contracts a loan to his bank to pay off his debt. First of all, I denounce the fact that Michel entered the hospital with the covid and came out, poorer. This is already unacceptable. Then the hospital sends a collection office with reminder fees etc., while the patient has not yet retouched the mutual the amount to be reimbursed the maximum amount to be billed. Do you think it is normal for a hospital to send reminder letters with additional costs by a collection office in such a short time, and this, in the context of the covid, is an exceptional situation? Finally, in the case of Michel, the maximum amount to be billed is 583 euros. Even that amount is huge for him. He is now afraid to go to the hospital because if he had a refund, he nevertheless had to contract a loan. So he doesn't want to go to the hospital for treatment because of the supplements. There is also a problem related to the ceiling of the maximum to be billed as in the refund of the maximum to be billed. In the case of covid-related hospitalizations, an exceptional situation, should we not ensure that they are better, if not completely, reimbursed by the mutual fund as we proposed in April?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u49	Mr President, Madam, there is a mediation service in hospitals to which patients can apply in the event of difficulties in paying their bills. You probably know that, but I have to say it again. As regards the maximum amount to be charged, in order to ensure its automatic character, its effective application requires a series of exchanges between mutual societies and different administrations, in order to determine the ceiling applicable to a household and to determine whether this ceiling is reached. These procedures take a certain amount of time which, in the context of a regular evaluation, the various actors try to minimise. Since the end of 2007, as soon as it is established that a beneficiary of the MAF has been hospitalized, his mutuality shall inform the hospital so that the latter shall invoice the mutuality for the entire operation of the insurance, provided that he has been aware of this information no later than the tenth day of the month following the end of the billing period. In addition, INAMI and insurers have been looking for some time at the possibility of the hospital also applying the MAF as soon as the ceiling is reached by the same care given during hospitalization, without waiting for billing. This approach, mentioned in particular by the Observatory for Chronic Diseases at INAMI, is, however, technically impractical in the short term, but is still under study. Finally, I can inform you that the law of 26 June 2020 protects the victims of the pandemic from charging extra fees and from invoicing additional costs, since 11 March 2020. This law was published on 18 January 2021 in the Moniteur belge. The law provides for the prohibition of fee supplements when admission concerns a patient infected or suspected of being infected with the sars-covid-2 virus. In addition, it provides that no additional costs in the form of non-reimbursable benefits may be charged to patients of an epidemic or pandemic or to victims of a disaster or disaster, for which the costs of services are covered by the budget of the financial means referred to in Article 101. In general, various measures have been taken to protect insured persons from the additional costs associated with covid, such as the prohibition of supplements for testing, for protective equipment to be used by care providers, for remote benefits, for benefits granted in intermediate care facilities, for nursing supervision of patients, etc. I hope that these answers to your question about this particular case will be helpful to you.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u50	Minister, thank you. First of all, with regard to the fact that hospitals, in the specific case of the covid but also in other cases, send bailiffs and appeal to collection offices, I would have wished to have your point of view. Do you think it's normal not to be able to pay a hospital bill, to end up with increased bills and late interest? I don't think that's normal. I would have expected a more precise point of view from you. Secondly, you did talk about applying the maxima. It's not normal. You said that there were technical reasons why we didn't apply the maximum amount to bill right away, but is it normal, when you are holder of the DKV card or the Ethias card, that you give the card when you arrive at the hospital and never see the bill? You pay the price of your insurance, of course, but when you do not have hospital insurance, you receive the entire invoice at home and in this case with interest on late payment. The bill was very high, even without any extra charge. There was no supplement. It's not allowed for the covid. This is a very long hospitalisation and the bill was therefore very high. As I recall, the amount amounts to 583 euros in the specific case of the patient who has a pension of 1,400 euros per month with which he struggles to pay his bills. It's just a huge amount of money. Today, it still requires a lot of medical care that it postposes because of the moderator ticket and the ceiling of the moderator ticket which is too high. I think this ceiling needs to be lowered. Overall, the hospital bill needs to be better reimbursed. It must be possible to get sick, go to the hospital and not get out poor. Unfortunately, this is not the case today.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u51	My answer may have been a bit technical, but I fully agree with you. For starters, I think a hospital should think about what it does. However, I cannot, of course, comment on a specific case at a distance. It is indeed revolting that people with private supplementary insurance are spared that misery and not other people. At the heart of the coalition agreement, we want to make progress in this area, including by thinking about the MAF, the ceilings of the MAF, the technique of the MAF and other measures to make the invoices affordable. So I agree entirely, but you will understand that I cannot simply bring up an exact file and answer it. Furthermore, I fully agree with everything you say about the social suffering and the social injustice that appears here.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u52	I do not think this is an exact case. Michel is a covidgehospitalized person, but it's not an exact case. There's a lot of them like that. You're welcome to come and consult with me for a day. The number of patients who tell me that they do not want to be hospitalized because they do not have hospitalisation insurance and cannot afford hospitalization is important. I'm really counting on that to be done. I'll come back to it, too.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u53	Minister, disciplinary law and order, in particular the lack of transparency and openness of meetings and statements, have long been the subject of debate and have been denounced for years. Moreover, the fact that the prosecution is not informed of a verdict and is not even heard is no longer of this time. Some health professions, such as dentists and physiotherapists, do not have such an order. This has been addressed for several years by the federal ombudsdienst "Requests of the Patient" as it receives many complaints against dentists every year. A lack of a disciplinary organ is thus experienced. What is your opinion on the working methods of the health care professions? Do you think there is a lack of transparency and openness? Is this being discussed or is consultation planned with the health professions? Are the patient organisations also being heard or are there plans to do so? Do you think that orders should be modernised in the long term? Or is there another way of working? Can we consider, for example, a High Council for Deontology, together with an ordinary court with jurisdiction to issue a professional ban if necessary? If so, what steps will you take in this regard? Do you think that for physiotherapists and dentists there should also be disciplinary bodies? Are these professional groups being consulted on this or are you thinking about it?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u54	Indeed, the way in which the health professions operate can be greatly improved in terms of transparency, openness and the complainant's place in the procedures. The standards have evolved and we need to evolve with them. The fact that only a small part of the health professions, namely doctors and pharmacists, have a deontological body, is, in some sense, a deficiency in the health system. In my opinion, there are different models available to provide all healthcare professions with an ethical body. I am in any case at the disposal of the healthcare professions or patients' organisations which seek to improve the functioning of transparency, openness and the complainant's place in the procedures, or who seek to set up a deontological body for the care professions that do not have one.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u55	Minister, the Order of Doctors has been thinking for several years about reforming themselves. I suggest that you also make an active contact with yourself to find out how far these plans are going and where there may still be problems. We ourselves have two legislative proposals ready to establish orders for dentists and physiotherapists. These orders must, of course, be shaped in a modern, transparent form. I am therefore looking forward to discussing this with colleagues. I do not know whether we should go to an order or to another disciplinary body. However, there is a real need for a deontological body, which sets out certain rules. For example, the ombudsmen have been calling for fifteen years to work something out for the profession of dentists. It is therefore high time that we finally got to work on this and look at the existing orders to modernise them. I would not necessarily wait for steps taken by the existing orders themselves. I would take an active approach to them to talk about the problem.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u56	Mr Minister, on 10 February 2021, Febelco, one of the largest suppliers of medicines to pharmacies, reported that the sale of sleeping drugs increased significantly in 2020. It is both about sleeping drugs with or without prescription. For prescription sleep medication, there is again an increase of about 3.4 % for 2020, although use has stabilised over the past few years and even decreased slightly. For non-prescription sleep medication, it is an increase of not less than 10 to 11 % by 2020. By December 2020 it was even 41 % extra compared to December 2019. Belgium was already a frontrunner in the EU peloton on the use of sleeping drugs. This position is only strengthened when we look at the figures. The impact of the corona pandemic may play a role here, but other factors may also play a role. The government agreement clearly and rightly states that the excessive consumption of both the medical examinations and the medicines will be slowed down through the idea of accountability in healthcare. I have two questions for you. Firstly, what actions will you take to halt the worrying evolution of increasing drug use with and without prescription? Secondly, I know that it is not exclusively your competence, but is it discussed in consultation with the Länder?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u57	Firstly, I regret to say that we are among the highest quoted in Europe in terms of the consumption of sleeping drugs. According to the International Narcotics Control Board, Belgium was the second largest consumer of benzodiazepines in Europe in 2019. On average, 1.15 million doses per day are delivered, which is a high number and corresponds to about ten percent of our population. That is why I think we should act. It is important to distinguish between sleeping drugs with and without prescription. A sedative requiring a doctor's prescription is a medicinal product of the benzodiazepine family, whereas the other products do not. The use of benzodiazepines, often for years, is problematic, because tolerance and addiction occur after a few weeks. This is not the case with sleeping agents that are not benzodiazepines and do not require medical prescription. Indeed, the strong increase in the consumption of the non-prescription products observed between December 2019 and December 2020, in particular 41% according to Febelco, is a very important signal that cannot be ignored. It reflects problems faced by the population. Let us hope that it is a temporary phenomenon and that it reduces when people's lives return to normal, with which, of course, I also express a wish. In 2018, the previous government launched a communication campaign using the BelPEP expert platform, Belgian Psychotropics Expert Platform, of the FPS Public Health to focus the attention of doctors, pharmacists and patients on the problem of inadequate use of benzodiazepines. Also for the period 2021-2023 a communication plan psychopharmaceutical was developed, with general practitioners, pharmacists and psychologists as target groups. The plan also pays close attention to the support of professionals through close cooperation with the many parties involved. The approach of that communication plan is to promote cooperation and consultation with and in function of the patient, with the aim of guiding the patient to the best possible form of care, with rational and adequate use of psychopharmaceuticals. Indeed, the results of the recent survey carried out by the FAGG in 2020 show that 70% of patients are highly motivated to stop using benzodiazepines. However, they also declare themselves powerless and need support. Today we want to help and support the patients again. In addition to the communication campaign, we believe that patients also need guidance and that multidisciplinary cooperation between patients, doctors and pharmacists is required. We are also considering the launch of a rehab programme based on the administration of Magistrate prepared benzodiazepines. The practical modalities of such a programme should be discussed in a multidisciplinary working group. You will ask why we then switch to majestic preparations. These preparations offer the advantage that the treatment can be tailored individually to each patient. The treatment could therefore be personalised, both in terms of the number of stages of gradual dose reduction and in terms of the dose administered at each stage, and in terms of the duration of each phase. The treating physician is the person who knows the patient best and he will therefore play a central role throughout the duration of the patient's withdrawal and guidance programme. Withdrawal by dose reduction has been studied in several high-quality clinical trials. Depending on the patient's consumption pattern, this therapeutic approach has a success rate of between 40 % and 70 %. In short, we want to help and support patients with a global guidance strategy, without distinguishing between provinces, regions and communities. I asked RIZIV to set up a multidisciplinary working group to set up this programme. It should explore and formulate proposals for the creation of a guidance programme for each patient who is motivated to stop sleeping drugs that he does not get rid of. In addition, the continuation of reimbursement of primary physiological care contributes to solving this problem. Patients in whom the use of sleep and sedatives is likely to become problematic should be able to rely on this low-threshold care provision. The Länder are involved through the BelPEP expert platform. This theme will also be discussed with the Länder through the Inter-Kabinette Group on Health Policy Drugs.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u58	Minister, I note that there will be a communication campaign and that a withdrawal programme will be put into effect, with the involvement of the Länder. I very much hope that this result will be achieved, because that is what is needed if we compare the use of sleeping drugs with and without prescription with other countries.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u59	Mr President, Minister, a cochlear implant stimulates the auditory nerve in the cochlea by means of electrical impulses. How many treatments are reimbursed on an annual basis? What's the evolution in that? Was an evaluation made on its use? Were the patients' associations and the nose-eel-ear doctors asked questions about a higher refund or a review of the criteria for reimbursement? Finally, can patients who fall out of the boat avail themselves of the Special Solidarity Fund to be funded such an expensive implant?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u60	Mr President, Mrs Depoorter, in 2019, 233 applications for reimbursement of a cochlear implant were approved by the College of Doctors-Directors of the RIZIV. These applications do not correspond entirely to the data recorded because the medical benefits in kind can be booked by the sickness funds up to two years after their operation. Often there is a difference of several months between the execution of a provision and the booking date. On the basis of the data recorded, 276 benefits in kind relating to cochlear implants were attested during 2019. These data do not take into account the replacements of the speech processor and/or the implant, which have also been taken into account by medical care. I can give you a table showing the evolution of the number of benefits in kind for the last five years. Replacements shall not be taken into account. In 2014, 235 cochlear implants were involved, 300 in 2015, 317 in 2016, 344 in 2017, 325 in 2018 and 276 in 2019. So there's a bit of a wave movement. Since 1 December 2019, the indications for the reimbursement of cochlear implants have been extended, which in practice means that more patients are eligible for cochlear implantation. The data recorded, which are complete until 2019, does not, of course, reflect this change yet. You also asked whether there was an argument to re-evaluate these reimbursement criteria. Until now, the RIZIV has not received an application from the Association for Oto-Rhino-Laryngology to amend or re-evaluate the refund criteria. During the evaluation of files relating to an adjustment of the indications for reimbursement, the Commission sought expert advice from nko-doctors on Implants and Invasive Medical Devices. You asked if an evaluation of the number of patients refused reimbursement was carried out. The patient must meet the specific eligibility criteria laid down. If the refund criteria are not met, the application shall be refused. Depending on the benefits in kind there is either no application procedure, the reimbursement is automatically granted, or an application procedure is applied which is assessed by the insurance institution's advisory doctor or a procedure whereby the agreement of the Board of Medical Directors of the RIZIV is sought. The College shall keep a register of the number of applications refused. Those refused applications shall not be further evaluated. I can give them to you. Approved applications in 2016: 365, refused: 22. Approved applications in 2017: 325, refused: 12. Approved applications in 2018: 383, refused: 5. Approved applications in 2019: 233, refused: 8. You asked whether patients who do not receive a refund but think they are entitled to do so can turn to the Special Solidarity Fund. The Special Solidarity Fund is an additional safety net in addition to the "normal" coverage of compulsory health insurance. It provides financial compensation to patients with a very serious condition for certain medical benefits in kind for which no reimbursement is planned and which are particularly expensive. In principle, cochlear implants may also be included, depending, inter alia, on the patient's specific medical situation, but it is not up to the Fund to take the place of the official bodies assessing and extending the intervention criteria. However, in rare cases which meet the criteria defined in Article 25 of the 1994 Law, any compensation may be envisaged by the Special Solidarity Fund.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u61	Thank you for your reply, Minister. I think it is positive that the number of applications refused will be reduced. We have seen this since 2016 or 2017. So I think we are on the right track with the extended criteria. I take your answer with regard to the Special Solidarity Fund. I'm guessing people are still falling out of the boat. They can try to turn to that fund.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u62	Mr Minister, we are at a time when we are paying a great deal of attention to vaccines, especially covid vaccines, but we must not forget pneumococcal vaccines. In this covid period we see that surinfections sometimes play a very important role in the mortality of a covid infection. Attention to the vaccination against pneumococcal is therefore certainly necessary. Vaccination of the population and large group vaccinations are of course a regional competence, but doctors tell us that there are regional differences in the number of patients vaccinated against pneumococcal, hence my question as to whether there has been an evolution over the past five years in Wallonia, Flanders and Brussels.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u63	Mrs Depoorter, (...) three doses given at the age of eight weeks, sixteen weeks and twelve months and for people over 65 years. Vaccination studies are not carried out every year. In Flanders, coverage in young children for the three doses was estimated at 96.5 % in 2012 and 94.9 % in 2016. In Wallonia, this is slightly lower in young children for the three doses: 89.2 % in 2012 and 92.9 % in 2015. In Brussels, the estimate for 2012 was 90,1%. Unfortunately, we do not have data on vaccination rates in people over 65 years of age.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u64	Mr. Secretary, this could be just like the bottleneck. As far as the vaccination of children is concerned, our country usually scores well, but as far as the outpatient patients over 65 years of age are concerned, it will really be a point of interest to be included in the medical records of the general practitioner. I would also recommend that we generate data on this, because measuring is known, especially in health care. I think you agree that we should be absolutely attentive to this problem.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u65	Minister, dry-needling is a method that uses very thin, drug-free needles to remove muscle pain by releasing nodes that cause more general pain. Dry needling is different from acupuncture, although the method may a priori seem similar: while acupuncture concentrates on the energy flows inside the body and organs, dry needling seeks to stimulate a point that causes the pains felt. A large-scale survey conducted by researchers from the Department of Rehabilitation Sciences of the University of Ghent shows that more and more Belgian physiotherapists, specifically in the north of the country, are using this technique. As many as 65.6% of the therapists interviewed indicated that they had already used dry needles. Physiotherapists interviewed indicated that dry needleing is particularly appropriate for headaches, over-use injuries, jaw pain, neck and lower back. Minister, my questions are not so much about the positive effects of this practice as about its security and legal framework. Researchers at the University of Ghent have not positioned themselves on the effectiveness of the method, but believe that dry needleing is currently in a grey area. Kinesitherapists and medical graduates can take additional training to learn the technique and can also take insurance to apply the dry needle. However, there is no legal framework in Belgium, unlike countries such as the Netherlands, France and Italy. According to the researchers, there is an urgent need for a legal framework. What about the legal framework for the use of this technique in our country? Who can legally use it? Are there any studies demonstrating its effectiveness? Are you planning to frame it in the future?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u66	Mr Rigot, until now, the Dry Needling exercise is reserved for doctors. It is similar to the practice of acupuncture, which is recognized as an unconventional practice, under the Act of 29 April 1999 on unconventional practices in the fields of medical art, pharmaceutical art, physiotherapy, nursing and paramedical professions. So far, for non-conventional practices, there is only a royal decree on the practice of homeopathy which defines the criteria for the practice of homeopathy. This is not the case for acupuncture, which means that at present its exercise is also reserved for doctors. In 2017, the Federal Council for Kinesitherapy published an opinion on dry needling which states that it "is not currently a legal practice for Belgian physiotherapists". In addition, the Council considers these techniques to be fundamentally different from acupuncture. Although they are indicated for certain primary myofascial problems, the Scientific Commission linked to the Council considered that dry needling could be considered as "an option for treatment in individual patients without evidence of superiority or inferiority compared to other conventional kinesitherapy techniques". The Board did not request that dry needling be considered a special professional practice for physiotherapists. If researchers at the University of Ghent position themselves on the effectiveness of the method, they can share this with their colleagues at the Federal Council for Kinesitherapy. The latter is made up of representatives of universities as well as representatives of professional associations. The Federal Council for Kinesitherapy shall give advice to the Minister who has public health in his or her powers, at the request of the Minister or on his or her own initiative, on all matters relating to kinesitherapy. The Federal Council for Kinesitherapy may also give the governments of the Communities, at their request, advice in all matters relating to the studies and training of physiotherapists. If the scientific situation of dry needling has changed since 2017, the Federal Council will be able to advise us of this and we could then consider amendments to the legislation, but scientific and academic work to gather evidence must be done in order to ensure the quality of care for patients prior to any regularization of this practice.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u67	Mr Minister, thank you for these additional replies and also for highlighting the Council's opinion on the illegal practice of dry-needling by physiotherapists. So you abound in my view by saying that today this practice must be reserved for doctors. It is essential to remind the kines and also remind the patients who might be seduced by this practice and would like to try it; to recall the risks and who can practice it. It is essential that tomorrow there are no serious consequences as a result of bad practice. Let us not forget, without opposing the duties of the caregivers, a doctor has this power, this right and this ability to make diagnoses. He has a responsibility to take care of them. Today, kines cannot make diagnoses. They can take stock. New practices that could put the patient at risk should not be taken lightly. I really urge you, if you can, to remind practitioners, but also to ensure that patients are informed.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u68	Question No 55014210 by Mrs Barbara Creemers is transformed into a written question.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u69	Minister, the Zolgensma medicine is known for crowdfunding for the benefit of baby Pia, who is going to kindergarten soon, if I have read it correctly. I would like to know how negotiations with the company Novartis are going at the moment? By when do you expect clarity in this matter? And what steps have been taken in the last year and a half? I would also like to know how many diagnoses of SMA have been recorded in the past year and a half. How many treatments have started with Spinraza? Spinraza will be refunded for SMA. Perhaps it is also important to know the evolution of the patients treated with Spinraza. Does the medicine meet the expectations? Finally, in your policy paper you mentioned the Rare Diseases and Orphan Medicines Fund and an action plan in this area. I would like to hear from you what actions have already been taken in this regard?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u70	Minister, the reason for this question is the recent interview with baby Pia's mom. She said on 19 February: "In March, April and May I could accept that Corona was an excuse for the delay in the file, but not now." We remember there was a lot of fuss about crowdfunding before the corona crisis to pay for the most expensive drug in the world for Pia. Another side of the matter is that an early diagnosis of the disease is very important in order to be able to start treatment as soon as possible. Flanders is lagging behind in the case, in relation to Wallonia, Germany and the Netherlands. There is still no screening for the congenital condition. Minister Beke has still not made any progress here either. What do you think about the fact that there is a very different policy in the different parts of the country for a disease that can be detected early? After all, this difference in policy costs lives. How far is the file at the federal level? What about the refund file? Are there any discussions or measures being taken to counter the price of usury in Zolgensma? Novartis has announced to start a program around compassionate use, a kind of lottery some babies might enjoy. That's how baby Victor, who's also been in the media for a while, got an injection. Do you know how many patients in Belgium have already received such a Zolgensma syringe?
