ParlaMint-NL_2014-12-16-eerstekamer-11.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2014-12-16-eerstekamer-11.u50	A capital increase tax should be part of a tax on the actual return, consisting of annual returns such as rent, interest, dividend, etc. but also out of price gain. In that sense, this should be part of the variant in which you load the actual capital. That doesn't make it easy. The long list of elements you have to take with you shows that that doesn't bring the Tax Administration one-two-three to a party mood. Technically there can be a lot, but the question is whether everything that is technically possible should be done. Mr Van Boxtel asked about the VAT plans. Mrs Sent has presented me with an economic sum. VAT has been designated as one of the possible slides in the Cabinet's system letter. It is a relatively low distorting tax on the OECD ladder. In particular, the reduced VAT rate is referred to by the CPB as a very ineffective instrument to reduce the tax burden on lower incomes. That's what the rate was once meant for, but it turns out to be inefficient and causes welfare losses. The CPB has estimated that welfare gains would be around 5%, not necessarily converted into economic terms, at a uniform VAT rate. So that makes the allocation better. It still does not answer Mrs Sent's question as to why it could also create jobs. Of course, that's something else. Jobs do not work if you have the same disadvantage in terms of VAT to everyone who receives the benefit in their income tax. That's clear. It will therefore only work if you redirect relatively more of that prosperity profit to workers, which is in itself in line with the new CPB model, which aims to increase the difference between workers and non-working people and calls for welfare gains to be used, in particular, wherever they work. And that would coincide with a positive impact on the employment of a VAT slide.
ParlaMint-NL_2014-12-16-eerstekamer-11.u51	The Secretary of State gives a very nice descriptive answer. He's referring to the CPB report, but I've seen it, too. However, I am interested in what he thinks of it himself. We have a high and a low rate. You could go to one rate. You could look at our surrounding countries. What has proven to be effective? You can also use it to stimulate certain behavioural changes in society. What does the Secretary of State think? Are we going to a stand still and is there going to be an analysis of all the reports we know or does the Secretary of State also have a view on where he wants to go?
ParlaMint-NL_2014-12-16-eerstekamer-11.u52	That view is in the letter. There is a need to achieve a high degree of uniformity in the relatively crisp language. It states that at least one category should be excluded, namely the essentials: the shopping cart. That would have major border effects. Other rates have been looked at. Some foreign countries are slightly lower with the high rate, others are slightly higher. At the low rate we are relatively at the bottom. There are countries that have a higher low rate and there are countries that have what we have at a low rate at a middle rate. There's no one here who's arguing for a middle rate. That is not the case, but it does mean that the weighted average of the low rate in those countries is higher than ours. Furthermore, I have said that I will first look for support before I give further details, because the first blow is worth a dropper. I hope to make a proposal for which there is strong support in society. The search for support doesn't relate to the wild way riding behind a cathedral about something you haven't quite finished yet. The letter contains quite clear choices. The further details are in full swing. Mrs Sent asks to what extent we are going to use the insights from the new CPB model. The income-dependent combination discount (IACK) in that model is about the instrument of the century. We will, of course, be working on this. I'm busy doing the math. I'm looking at how much employment it leads to in which variants. Mr Essers asks why we are thinking about the direct payment of childcare allowances to childcare institutions and why this is not being investigated with regard to the other allowances. Mr Essers is going too fast, because this is of course being examined in the other supplements, simply because we have promised the Chamber that we will examine all kinds of supplements which are only slightly realistic. We have found that the surcharge system not only pumps money around, but also harms people because of its inherent effects. It remains incredibly difficult to implement. There are a lot of after- and recoverys that remain. It's not a system that just has to grow along. No, we're gonna try to make the system simpler and smaller. Of course, we all do so within the sine qua non of balanced income relationships. It's not like people have to count on something to stop suddenly. No, other ways must be found to provide income support to those who need it, preferably with a reduced wage on surcharges. And these are things you look at, too, like you look at everything.
ParlaMint-NL_2014-12-16-eerstekamer-11.u53	I am glad to hear that, because from the reply I understood that this was a variant that is currently receiving much less attention than that of the childcare allowance. I'll be reassured if this is investigated as well. It seems to be such a logical variant to prevent improper use and fraud.
ParlaMint-NL_2014-12-16-eerstekamer-11.u54	Whether one gets more attention than the other is a little complicated to point out from here on out. I look as wide as I can, because it is my role to be able to tell the parliament what the best scoring variant is. Mr Essers asks what we should do with the simplification possibilities proposed by Mr Stevens. Mr Stevens has not officially proposed it yet, so I think it is a bit rude for him to eat the cheese that will be presented to him now. I am reluctant to respond to unpublished documents. It seems to me first to him to present his pieces. We are then going to take note of it and see how it should proceed.
ParlaMint-NL_2014-12-16-eerstekamer-11.u55	I understand. That will be presented next Thursday. I am concerned that not everything disappears into the large area of disappearance of the revision of the tax system. There are a lot of proposals, and Mr Stevens has made a number of them - more than 100 - which can easily be implemented without falling directly under the umbrella of the system review. The Secretary of State says "the tax plan is boring" and sees it as a compliment, but there is still so much to do without it having to fall under the heading of a major review. However, these are matters which benefit taxpayers.
ParlaMint-NL_2014-12-16-eerstekamer-11.u56	I fully agree with this, except for the fact that I distance myself from Mr Esser's choice of words when he calls my tax reform a 'disappearance operation'. Of course, I can't live with that. With the rest of his speech, I can do that. I'm here to talk about sustainability. Mr Ester has thought out loud when talking about sustainability. He has literally said that he thinks that this Secretary of State for Finance has little to do with issues of sustainability. He didn't invite me to answer that, but I do. In all honesty: I graduated in renewable energy in Delft. My first job was to save energy in the process industry. I have always and everywhere been a strong supporter of internalising external effects, including environmental impacts, and I am always and everywhere aiming for the greatest environmental gain per euro. As a liberal, I do not just want to leave public debts to my grandchildren, but also to environmental debts. In my view, therefore, the basic assumption is not correct. However, I would like to admit that if that is my weakness, then it is so true that I have little to do with paying thousands of euros to avoid emissions of 1 tonne of CO if the market price is at 5 and the horizon price is at 40. I also do not want to pretend that electricity production for electric cars does not cause CO emissions. I have nothing to do with policies that move pollution, but also jobs abroad, while the environment is not getting anywhere with them. It has always been my view that those who are truly sustainable look very closely at efficiency and feasibility, because that really serves the environment. One of the choices made by the cabinet is to look for viable measures that have a real impact on the environment and which would rather create jobs than cost jobs. That's all in the letter. That's what I have and not with sustainability. The final judgment lies with Mr Ester. Is it still the case that the Netherlands does a lot in the tax sense? However Mr Ester and others judge the fruits of Dutch environmental policy, the basket is quite full in the fiscal sense. We are third in Europe in terms of revenue from environmental taxes as a percentage of gross domestic product. Energy tax revenues will increase autonomously over the next few years and automatically to EUR 7 billion per year. That's what consumers are going to pay for in 2023. That's the storage of renewable energy. We don't have low excise duties either. I have had to defend myself more often against high than low excise duties. There are not many countries that tax the incineration of waste. We all do that, and they are all real environmental measures. However, they are all fiscalized. Here and there, we may have overstretched the fiscal instruments.
ParlaMint-NL_2014-12-16-eerstekamer-11.u57	The latter could very well be. In my speech, like the Secretary of State, I said that we are in third place on environmental taxes but in the 42nd place on the issue of the necessary energy transition. That's absurd. You'd almost say there's something rotting in the state of Holland. One just doesn't match the other. Apparently, there's something in the whole system that's not productive. I have devoted an important part of my contribution to this, as have Mr Ester. From rewriting where we stand, I'm getting more worried. Then I think, "Where's the urgency?" I am not saying that we have all the wisdom in rent, but there really needs to be a movement. I can't detect it.
ParlaMint-NL_2014-12-16-eerstekamer-11.u58	The letter states that further sustainability measures are still being considered in the fiscal sense. However, we must also note that taxation is not the only instrument for making the Netherlands more sustainable. It can't be. In fact, one of the most recent introductions of sustainability policy in taxation is car taxes, which were not exactly a high report figure from TNO last year.
ParlaMint-NL_2014-12-16-eerstekamer-11.u59	Mr Van Strien put his finger on rising emissions yesterday. When you hear it all, you think: what a forest of regulations. You can then ask yourself: how effective are they? I am not just concerned with the question of whether only taxation applies to this. I asked yesterday, also from the involvement of the wider financial policy, in particular taxation: how much do we still favour the classic raw materials needed for energy? How little do we do, in proportion, in relation to everything that really has to be new and different? I am very curious to know what the Secretary of State thinks about this. In my opinion, we still favour oil and gas in all kinds of ways, and we do very little with solar and wind energy that is even tempered and all kinds of innovations. Apparently, we are in the 42nd place above Belarus. Well, hey, hey, get the cork off the bottle.
ParlaMint-NL_2014-12-16-eerstekamer-11.u60	The argument that we are subsidising fossil fuels in one way or another is at least questionable. I believe that two years ago, a letter was sent by Kamp and Weekers in response to a report made, among other things, by the Centre for Energy Conservation and Clean Technology in Delft, in which the definition of subsidy was very broad. The largest subsidy concerned the low taxes for large consumers. Other countries also have them because other countries see that if you do not regulate this internationally, industry will disappear but production will continue. Therefore, the savings do not come off the ground. There is therefore little point in imposing very high levies on large consumers, for example, as the only country in Europe. That was stated in that letter and, in my opinion, the Netherlands does not deviate from many other countries.
ParlaMint-NL_2014-12-16-eerstekamer-11.u61	I am pleased to hear that the Secretary of State has taken the first steps in his career in the field of the environment. That's really good for me. That also creates obligations, of course, especially when someone is called to the high office of Secretary of State. Of course, the use of fiscal instruments in relation to the greening of the Netherlands must be effective. I do, however, miss the story of the Secretary of State for the greater perspective on the use of taxation, with all the pluses and minuses that obviously belong to it, in order for the Netherlands to take that necessary step towards a biobased economy, towards a circular economy. Those are terms the Secretary of State himself uses in his own documents. However, that great coherent story is missing.
ParlaMint-NL_2014-12-16-eerstekamer-11.u62	Colleagues of mine in the cabinet are responsible for that bigger story. Here's the tax tool supplier, but Mansveld and Camp are the ones who have to keep that story. If the tool supplier is also going to tell us what the workpiece should look like, then it might just go wrong.
ParlaMint-NL_2014-12-16-eerstekamer-11.u63	It's the bigger tax story that matters to me. That's the point. I am not talking about the bigger environmental story, but about the bigger tax story behind the use of fiscal instruments to make that move towards a green economy.
ParlaMint-NL_2014-12-16-eerstekamer-11.u64	I'd like to broaden it a little bit. The Secretary of State said about the beginning of his career that it was also about checking the environmental impact; I lost the terminology. That is what we mean by sustainability. Sustainability as one of the objectives of that review is not just about nice measures that serve a small green goal. It is precisely that you are looking at the sustainability effects of all tax measures, that you use them as a criterion and that you look at: how can we use all measures, including VAT, including corporation tax, also innovation exemptions and incentives, to contribute to that sustainability and how can we prevent them from having negative sustainability effects? That is what we mean by sustainability as one of the objectives of the tax review. Then it is not, or at least not just about all kinds of small taxes.
ParlaMint-NL_2014-12-16-eerstekamer-11.u65	I am pleased that we are starting this tax plan to have a discussion on fundamental issues. We all agree that we need to work on the environment. No one here denies that; you can want it to be different. I am a great supporter of the VVD Group, the CDA Group and the Secretary of State when it comes to tax instrumentalism. I would like to limit that as much as possible. You can achieve the environmental objectives very well, not because of taxation, but because of prohibition and commandments. It doesn't cost anything. I would very much like to think in that direction rather than apply the tax spill by broadening the basis or by making it complicated or so.
ParlaMint-NL_2014-12-16-eerstekamer-11.u66	I do not have to add much to this. I would like to leave it to my colleagues Mansveld and Kamp to discuss what the real energy and sustainability policy looks like. Sometimes this can be fiscal and sometimes it has to be fiscal, but in many cases it does not. When we look at the greening of the fleet, we see that tax measures have not only been very limited in effectiveness, but also extremely inefficient and that by far the greatest impact is due to European source measures: regulations on the emissions and fuel consumption of cars on the market. It does not seem free, but it is of course not free, but it is a very efficient way of achieving the goal. I cannot give my colleagues a greater view of the environment and sustainability, because that is what they are about. However, my warning will always be to avoid unnecessary fiscal instrumentalisation. Wherever it has to be, it has to be. But then it remains that we have bad experiences with it, that it often leads to inefficiencies or unachieved goals and that you have to push that elephant up the stairs every time in the next ten years to get rid of it.
ParlaMint-NL_2014-12-16-eerstekamer-11.u67	This might be a good time to talk to the Secretary of State about the upgraded execution test. I have also mentioned the implementation in relation to the waste tax and the whole history we have had on this issue. Perhaps the Secretary of State can say a little more about it at this stage, because it is quite relevant to this issue.
ParlaMint-NL_2014-12-16-eerstekamer-11.u68	Yes, it is. Firstly, the need is enormous. Take, for example, the additional payments that have been made in the news; we will be coming up with them later. They're not post-taxes, in any way. We have introduced something unnecessarily complex, which we might have known if we had studied it properly, but we have not found out. The household allowance is similar. We saw it by the tap water. We are now in the development phase of a wider test throughout the whole chain. Implementation is not just about implementation by the Tax Administration. Others are also in the chain. The taxpayer must also fill in things and answer questions. It is also part of the whole chain of taxation. He's got to find it executable, too. In this way we are working on an execution test that is more complete and more thorough than what we have had so far.
ParlaMint-NL_2014-12-16-eerstekamer-11.u69	Again, I am not talking about the environmental objective. I am a little on the line of Mr Reuten in that regard. It concerns the tax system and the fiscal instrumentalism. Last year I had this debate with the predecessor of the Secretary of State. He talked about the environment, VAT and the introduction of postcode roses. At that time I cried in despair if we could perhaps look at the Netherlands a little more as one large zip code instead of all those small variations, however well-meant it may be to create support, to involve and mobilise people. I think that you should look not only at the instrument of VAT exemptions, but also at the whole impact that comes with costs and hours among the users and the advisers around them. Now that we are talking about the environment, I would ask for a response from the Secretary of State.
ParlaMint-NL_2014-12-16-eerstekamer-11.u70	I also have a partial reaction to this. Maybe the Secretary of State can take that. I find it difficult for sustainability to always focus on very small measures whose efficiency is called into question. These measures can be symbolically important and they can be important as drivers. On the contrary, I think it is so important to look at the sustainability effects of all fiscal measures and the tax system. This may also mean that you are setting up measures that you would otherwise take and that do not have a sustainability objective in themselves, in a different way, because they do have sustainability effects. That's what I mean by an integral sustainability test in your tax system.
ParlaMint-NL_2014-12-16-eerstekamer-11.u71	Mrs De Boer is actually asking for an environmental impact assessment per tax measure. I do not see opportunities for this very quickly, precisely because a lot of measures are not specifically aimed at it and do not have a very significant impact on it either. I think it is a difficult question. I believe that explicit sustainability measures should be required. If you're pursuing a particular goal, you still want to know if you're going to achieve that goal. In general, I would not want to do that, but specific environmental measures obviously require it. Mr Bröcker has asked whether there are areas where you have achieved a great deal of complexity for something that Mrs De Boer would not even call a very small goal. Perhaps I could use Mrs Sent's question as an illustration. Mrs Sent asked what opportunities there are to encourage the generation of renewable energy by small consumers. We have all kinds of measures for this, but the small-scale consumers and the small-scale producers themselves sometimes get headaches. These are in themselves good examples of things that we might have preferred to have kept simpler afterwards. We have the exemption for electricity generated behind the meter. At least, which applies to electricity that you generate yourself, so at your own account and risk, with which we have a whole discussion about account and risk. In this Tax Plan, this measure is extended to the landlords. This has been requested for understandable reasons. It'll be expanded. Then, of course, it's about the netting. Small consumers who produce electricity behind the meter can now also sell it, so they can return it. Then you don't have to pay any delivery costs, energy taxes or VAT on that part. That is, in fact, an additional subsidy, especially in the case of fluctuating use. Then we have the reduced rate for locally sustainably generated electricity. That's introduced by the energy agreement. All in all, that is a whole Christmas tree with possibilities. We have all learned in this Chamber, but also in the media, what complexity that entails.
ParlaMint-NL_2014-12-16-eerstekamer-11.u72	I agree with the Secretary of State. However, the question is, if we look one or two years ahead, what have we done with the subject of instrumentalism? How does the Secretary of State use the upgraded execution test towards his colleagues in the cabinet? Perhaps it is an impossible question; I would also like to draw more attention to the whole point. It is right that Secretary of State Wiebes notes that he is the guardian of the tax system. The main objective is to collect taxes and, as far as I am concerned, to limit instrumentalism. I agree with Mr Reuten, who says that there are other ways of achieving the objectives. How does the Secretary of State see that? Can it be given a clear form, both in the development of legislation in this cabinet and in future Cabinets, and in the discussion in the Chamber? It happens to you, I think, when you are dealing with a bill in the House of Representatives and amendments are being tabled. We have seen this in the waste tax, which the Secretary of State says will have to be done. He was talking about the flogging. How can we give this aspect of feasibility more body together within the government, but also when dealing with draft laws, especially in the House of Representatives? Again, in the end, they are political considerations. Often it is frustrating when you are treated in the First Chamber that you have a collective law, where all kinds of things have been introduced. Then you can see that instrumentalism has increased or decreased again. That's my point. That is also the importance of the implementation test. It's not just about developing. How does the Secretary of State see that in practice get more body? I am asking this because of his own position: the guardian of a simple, unambiguous and efficient tax system with a corresponding Tax Service.
ParlaMint-NL_2014-12-16-eerstekamer-11.u73	It takes three things. The first is the execution test, which, as has been said, has now often been carried out too messyly, so that we do not find implementation problems. It's gotta be better, but we won't be there by a long shot. If we think in this Chamber that a thorough execution test will prevent all problems from now on, then unfortunately we are wrong about total naivety. Secondly, the resulting costs need to be made transparent. This also means that it is not unreasonable that we should cover the implementation costs arising from amendments which add or change something. In the meantime, I am in the process of making agreements with the House of Representatives. It is actually strange that, if we spend more money, we all have the discipline to ensure that more money comes in or less money goes out elsewhere, except for.............................................................................................................................................................................................................................................. All other execution services can tap out of program money. Of course, the IRS can't do that. He can't partially eat his own income. He can't eat candy from the pot. However, it is remarkable that we have set up the service with the biggest implementation problems in such a way that, if it is given additional tasks, there will not be an automatic budget to carry it out as well. That's not right. The House of Representatives agreed with me. The third thing that is needed, very flat and banal, is one joker in the Chamber who says no to things that deserve no. I'm only experimenting with what happens when I try to be that person. That went well a few times and a few times I've noticed that I have to say no even louder. That's a lot of work, but there's nothing else to be done.
ParlaMint-NL_2014-12-16-eerstekamer-11.u74	The Secretary of State has not yet explicitly responded to my question as to whether encouraging the generation of renewable energy by small consumers is considered unfair. Then I'm talking about the differences between creating the self and putting it on a school building.
ParlaMint-NL_2014-12-16-eerstekamer-11.u75	That is also more about the scope of that exemption. I think Mrs De Boer has asked questions about this too. This is addressed in the written documents, but I believe that the questions can be taken together. Mrs De Boer had asked when exactly there is a question of own account and risk. It's very difficult to answer in general. Unfortunately, this is very dependent on the assessment of the facts and circumstances of the individual taxpayer. Indeed, Mrs Sent mentioned the example of someone who, together with others, places solar panels on the roof of a school. It is not attacked as a person who does his own revival, because first of all it is not behind the meter and second of all he does not do it himself, but in a partnership. It is then considered that this is not exempted. If you did, similar cases would also be exempted and all renewable energy suppliers would be covered by that definition. They should all be exempted. The account will soon reach some hundreds of millions of euros a year. That policy is very expensive. So it makes sense to lock that off again with some precision. But every lockdown creates definition issues. That's what makes it complicated. We have also set up energy taxation as a tax, as a means of obtaining money on a certain basis to cover the government's expenditure. It is not purely and simply an incentive instrument. You can see that with taxation. Where you turn it into a purely incentive instrument, revenue often leaks away. At the car we saw that it was more in the direction of an incentive instrument. Well, we've seen that, too. From the point of view of taxation, that was a less fortunate choice. Mr Van Boxtel, whom I will certainly not be offering a technical session, has made it clear that he has difficulty with the concept of supply in the energy tax. I believe that it has also been dealt with in writing, but clearly not enough. Otherwise, Mr Van Boxtel would not have asked that question again. The concept of supply is not defined in the Environmental Tax Act. It's just crystallized in case law. That's how it came about. This is explained in such a way that electricity is supplied when a party loses the power to own the electricity as its owner. You gave it away and then it's "supplied," just like it works in sales tax. Is that unclear? It differs from European concepts in certain respects, but in the opinion of the person I spoke to in response to these questions, not in such a way that it would give rise to more ambiguity. Frankly, I do not understand, but also the people with me, what legal problem Mr Van Boxtel is referring to. I would like to invite him, in some way, in a conversation, in writing or referring to documents, to indicate what the problem is. Then I can also get the right expertise to find an answer to that. Then we can see if there is any residual problem that we should solve.
ParlaMint-NL_2014-12-16-eerstekamer-11.u76	These cases are known to you in the department, because all kinds of lawyers and law firms have turned to everyone about them. They point out that all these savings can't really be rolled out properly and may only be limited to housing corporations. You'd like to apply it to several things. Apparently, there is confusion about the possibilities it offers, because a different definition is given in the Netherlands than in the European directives. That confusion cannot continue. You need to create clarity for all those who want to be eligible for this. We're not doing that right now.
ParlaMint-NL_2014-12-16-eerstekamer-11.u77	I agree with Mr Van Boxtel that there should be clarity on these basic issues. But the people I get to the table about this, both from the theory and from the practice, believe that clarity is there. I do not want to say that there is, because Mr Van Boxtel does not think so. I'm still looking for that. So it's too early for judgment. However, I invite him to help me in one way or another in the search for where ambiguity may be. I fully agree, of course, with the starting point. If it hangs on this kind of thing, it's mortally sinful and has a certain innocence that I don't like. I'm as far from a lawyer as the Earth of the Moon. When it comes to legal concepts and therefore something does not come about, I really am not at peace with that. His call is valuable in that sense. I'd rather stop where the technical possibilities end. Legally, I never want to quit. I support the speech, but I would ask Mr Van Boxtel to help me point out some moment after this session where I have to look for the ambiguity. Then we can zoom in on it.
ParlaMint-NL_2014-12-16-eerstekamer-11.u78	May I ask the Secretary of State how much longer he thinks he needs?
ParlaMint-NL_2014-12-16-eerstekamer-11.u79	I'm gonna hurry real fast. Mr. Van Boxtel has...
ParlaMint-NL_2014-12-16-eerstekamer-11.u80	Yes, but how much longer do you think you'll need?
ParlaMint-NL_2014-12-16-eerstekamer-11.u81	I'm at 60%. Shall I try to speed up the pace? I need some help with that, because speaking time also goes to the Members who are sitting in the Chamber. They are speaking about their speaking time, not their speaking time. Mr Van Boxtel asks why there is no distinction between fossil energy and renewable energy in energy taxation. That's exactly the system we used to have, with certificates. By the way, these have not led to additional renewable energy generation, but to a paper trade in Norwegian hydropower. If you want to do this properly and nationally, to really enforce the construction of sustainable capacity, you have to levy an input tax. But this input tax is not allowed at European level. That's what we're talking about. It's a consumption tax. At the moment, this is not going to fly within the regulations, unless we repeat the experiment a few years ago. However, this has not led to major successes. Mr Van Boxtel also asks why the exemption on energy taxation in the case of self-generation of renewable energy from tenants has such a small loss. The estimate is that tenants are less hot for this than buyers, significantly less. This is partly due to the fact that they are tenants, which are in any case less investment prepared than buyers. Furthermore, household and housing types do not always lend themselves to it. An apartment building seems to have an attractive flat roof, but that is shared with many. That leaves little roof for each person.
ParlaMint-NL_2014-12-16-eerstekamer-11.u82	This reasoning is self-demotivating. If you want tenants to become interested in the transition to renewable energy, you should broaden it and be able to apply more. Now I see those amounts. I mentioned them in the first term. They are extremely limited and probably only through the use of housing associations, not wider. So I don't understand why that creepy approach is in there. I think it's a strange argument if you say that's what you think, because tenants aren't gonna do it.
ParlaMint-NL_2014-12-16-eerstekamer-11.u83	I would like to add that this possibility for landlords is an option for verhúurders. It therefore questions not so much the willingness of the tenants but the willingness of the landlords. We should be able to bet that it gets a little bigger.
ParlaMint-NL_2014-12-16-eerstekamer-11.u84	With the housing corporations, you have to have it from the single-family homes. The square meter roof per inhabitant is smaller in other types of housing, such as multi-layered types and flats. There the possibilities are more limited. It is bottom-up: according to house types and type of investors an estimate has been made. It's coming out of this. There's no normative judgment behind it. We don't want to advise or advise people with this. A possibility has been created at the request of many and it has been estimated that it would lead to this use. Maybe we're wrong about that. Maybe the interest is much greater. But this is the assessment now. Maybe that's a mistake. It could still be. I can't say. Mrs Sent asks what I will do when "something unusual" happens in the energy tax. With something unusual in the mineralogic and metallurgical industries, she quotes me. I find it difficult to answer that, because I don't know what I'm going to do if something happens that I don't know yet what that might be. It really depends on what that is. However, the commitment to monitor this has been made because there has been some concern. All kinds of things can happen that you may and may not be able to do something about. In any case, the intention is not to confront the Chamber with surprises, as we have seen before, and to inform the Chamber in good time if something unexpected seems to happen that something should happen about it. That's the plan. At the latest in the chapter on sustainability, an opinion was asked about the investigation, alleged by the big four audit firms. The investigation doesn't belong to the big four audit firms. The research was done by people who work there, in their own right, by individuals. The firms didn't take responsibility for that. It's an individual initiative. The vision that speaks of this can only be realised in an international context. That's what the play says. We see a number of movements that we cannot realize nationally. Anyone who asks me to increase all fuel taxes by €0.55 will understand what my reaction is to that. This means an increase in diesel taxes by more than 100%. It means increasing LPG excise duties by 300%. Everyone knows how much time I have spent explaining that the border effects are considerable, but that the increase in excise duty has led to higher yields. If I now have to go to the border under surveillance, I am not waiting for an increase of another 300%. In the case of large consumers, employment also plays a role in the case of natural gas, an increase of 600%, an increase of 6,000% in the case of electricity. Those are things you don't do in isolation, because the Netherlands is not an island. That's literally what that letter says. We have to take that into account, because we are only about our country and not about neighbouring countries. That narrows it down. That's exactly what that report says. Not a bad word about that.
ParlaMint-NL_2014-12-16-eerstekamer-11.u85	Mind if I cut in a little bit? I'm gonna take a look at the clock. We have a Christmas dinner scheduled between 6:50 p.m. and 7:50 p.m. I'm stretching it a little bit, but I...
ParlaMint-NL_2014-12-16-eerstekamer-11.u86	I'll go even faster.
ParlaMint-NL_2014-12-16-eerstekamer-11.u87	No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, However, I say that I will suspend for Christmas dinner at 7 p.m. anyway. Otherwise, the rest of you will be sitting there waiting for us to come down sometime. Then we'll be back in an hour.
ParlaMint-NL_2014-12-16-eerstekamer-11.u88	That's clear. Several groups have spoken about the international tax environment. They have given the impression that there is pressure on the Netherlands in relation to the OECD BEPS project and in relation to the European agenda to prevent tax abuse. There's no denying that. At the same time, it is a truth as a cow that there is pressure on everyone and that we are also putting pressure on each other. Anti-abuse has come in a huge rapidity in international perspective. Things have been realized that the Netherlands had been on its wish list for years. Then you can think of the astonishing pace with which banking secrecy disappears and the rapid pace with which international data exchange is suddenly starting. That is what we have been advocating for years. Everyone's putting pressure on everyone. The Netherlands likes to be part of this adventure, because several things have always extremely disturbed and harmed the Netherlands. The Netherlands is a supporter of the fight against tax avoidance and is also working hard in this OECD project. The fact that the Netherlands is called a lot is no wonder because the Netherlands is a very international country. We have one of the best tax climates and branch climates in the world. Huge amounts of headquarters are here. In an international country, you have a lot of international tax cases. The attitudes of the Netherlands are two. On the one hand, we are offensive and we want to be ahead in a number of areas. We have announced that we want to be a leader in the automatic exchange of rulings data between tax administrations of different countries. On the other hand, we must make it clear from time to time that certain measures are really unwise. Not rarely they are not necessarily unwise for the Netherlands but for Europe. We'll meet up with some later. Mrs Sent specifically asks how the Parent-Subsidiary Directive has ended. Why did the Netherlands agree when it did not do so before? Earlier, we did not do this for a very formal reason: there was a parliamentary reservation. Then you don't agree. In substance, this gave us time to examine whether there was sufficient clarity in the general anti-abuse clause. We still do not think that it is a jewel of clarity, but we have two beliefs. The first is that there will be more clarity over time. That provision shall apply. There's a case law. There will be clarity in the statements. The second is that, in parallel with that, the OECD project is still running. Perhaps we should have waited for that to happen, but that is no different now. This OECD pathway comes to a conclusion in 2015. Perhaps the Dutch Presidency can even be used in the first half of 2016 to implement the clarity of the OECD pathway in that legislative process. We have therefore chosen to continue to be part of this adventure, to participate and not to go against it, in the belief that this clarity will not ultimately prove to be a dominant and structural disadvantage. The innovation boxes immediately arrived.
ParlaMint-NL_2014-12-16-eerstekamer-11.u89	I'd like to go back to the innovation boxes. Thank you for the clear answers. I am also pleased that we have made it explicit: we are in, but we are not crazy either; we are also committed to maintaining a good locational environment in relation to others. I think that's clear. In NRC Handelsblad an article was published two weeks ago suggesting that the Netherlands even used its separate position as a marketing tool to get new branches. I think it is important to know in this house whether that suggestion is correct or not.
ParlaMint-NL_2014-12-16-eerstekamer-11.u90	No. The best marketing tool is when the Netherlands participates actively in combating abuse where it really has to be done and on files that really do not make its position really bad. But just hanging out doesn't always lead to a good result, because it creates uncertainty about the future of the Dutch fiscal environment and uncertainty is always bad for any location climate. On the contrary, we are not trying to create uncertainty. It is also very cheap as a marketing instrument. So no, that's not the bet and it wouldn't work either.
ParlaMint-NL_2014-12-16-eerstekamer-11.u91	Returning to the Parent-Subsidiary Directive, I would like to say the following. In itself, the objectives of combating improper use are fine. These are general anti-abuse provisions. But I am concerned about the concern that you are going to take steps back together within Europe to ensure that the source country, the country from which a dividend or interest payment is made to another country, is increasingly given wider discretion with regard to the interpretation of anti-abuse provisions. We are talking about a balance between large and small countries. The big countries are clearly moving for good things, but sometimes also for a bit of self-interest. Where are we when it comes to introducing objective criteria? What case law is to be expected? I can assure the Secretary of State that the international business community is not waiting for this; that may take a number of years. In other words, taking a very practical look at the balance in anti-abuse provisions: what are the criteria in this area and how can differences of opinion be resolved in a good and quick way, i.e. the tax treaty with Japan as an example?
ParlaMint-NL_2014-12-16-eerstekamer-11.u92	In all honesty, if we could have written that directive ourselves, we would have made it clearer. The Dutch tax climate has always been good thanks to ex ante clarity. Nothing inauspicious, but clear from the beginning. That is a very legitimate marketing tool. Who's against clarity in advance? This offers less, but the belief is that it will grow after some time. A compromise has been reached, which is not acceptable to anyone who has looked at this in depth. Of course, this has also been discussed with all kinds of industry specialists. It's an unfortunate disadvantage that will resolve in time. However, once again, we would like the OECD to give more details so that this can be incorporated into the current practice. Then there is clarity for everyone, preferably in advance. The innovation box is an example of a file on which the Netherlands objects. It is not even an objection that applies purely to the Netherlands. Yes, we like to defend our locational environment, but the arguments we have apply equally to the whole of Europe. There the S&D ticks, i.e. the research and development aspects that are not just patent-related, threaten to be excluded from the innovation box, because it becomes a real patent box. There are three things about patents: in some sectors, patents do not play at all, you see a greater concentration of patents in large companies compared to smaller companies, which could create an uneven playing field if you exclude non-patent-related research and development, and there is a trend in some sectors to stop applying for patents, because developments are going so fast that you don't worry about a patent anymore. But those are the fastest developing sectors where you do the most research and development. We believe that this is an old-fashioned implementation of the innovation box, which is not at all in the interest of the EU 2020 agenda. We have put that forward, for which we have certainly met understanding. We will do our best to do so. So we have embraced the proposals for the innovation box, and we can agree to all kinds of aspects of it. But we're still working on this. This is now happening within the OECD. We hope that we can convince the other countries that it is also in their interest to define research and development beyond patents.
