ParlaMint-NL_2014-12-15-eerstekamer-4.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2014-12-15-eerstekamer-4.u43	I have great admiration for Mr Reuten's calculations and for the tables. They're very insightful. However, there is a premise behind it, namely that the higher the income, the higher the rate. As income rises, the tax burden must also increase. But what's wrong with a flat tax at the same rate? That doesn't mean that as the income is higher, you're gonna pay less. You're going to pay more, but relatively the pressure remains the same. You know from the literature that there is a lot of criticism of the progressive rate. That leads to a lot of complexity. No one can read a paycheck anymore. And there is absolutely no consideration for the possibility of transferring taxes, so that actually the wrong people, probably the people you are referring to, who have to pay extra taxes. So you really need to answer the question of why you want progressive taxation.
ParlaMint-NL_2014-12-15-eerstekamer-4.u44	I have a sentence on that in my text. I fully agree with you, Mr Essers. I'm not in favour of tax instrumentalism. The IRS is here to collect money and not to spend money. All these subtractions and hypocalculations and all that shit, we gotta get rid of that. In general, I am in favour of clear, progressive tax rates.
ParlaMint-NL_2014-12-15-eerstekamer-4.u45	But why progressive?
ParlaMint-NL_2014-12-15-eerstekamer-4.u46	I thought you were just talking about Treub with admiration and he was talking about taxation in terms of carrying capacity. That man is absolutely right, and that was in the first place in 1897. So you and I are in complete agreement.
ParlaMint-NL_2014-12-15-eerstekamer-4.u47	I quoted Treub, because for the first time he really introduced a tax on real income, with indeed a very slight progression.
ParlaMint-NL_2014-12-15-eerstekamer-4.u48	You're pleading for half a Treub.
ParlaMint-NL_2014-12-15-eerstekamer-4.u49	I'm not arguing for anything. We are now living in 2014. The question is whether you can still translate a concept that may have been in force in the nineteenth century, with a progressive rate and decreasing bordernut, the laws of Gossen, into the time we live in now.
ParlaMint-NL_2014-12-15-eerstekamer-4.u50	In the end, of course, it is a moral political view whether or not you are in favour of taxation according to capacity. That's what political parties are for. I would like to ask whether you are familiar with the OECD's recent studies, which state that a deranged distribution of income is not good for economic growth. The moral political argument is one, but there are also economic arguments that play a role. Perhaps the OECD argument is a reason for you to choose a whole Treub after all.
ParlaMint-NL_2014-12-15-eerstekamer-4.u51	But my thesis is...
ParlaMint-NL_2014-12-15-eerstekamer-4.u52	Finally, Mr Essers, because I want to end this discussion.
ParlaMint-NL_2014-12-15-eerstekamer-4.u53	My point is you can't solve everything with taxes. One must appeal to society to moderate, if there is a tremendous increase in income. However, you should not have the illusion that you could do that with a progressive rate, because experience has shown that this is not possible, as it is being passed on.
ParlaMint-NL_2014-12-15-eerstekamer-4.u54	I totally agree with you that you can't solve everything with taxes. I am therefore not in favour of instrumentalism. I am in favour of clear taxes and a clear progressive rate. Everyone will know where he is and everyone will know what the discussion is about. All this stuff about deductions and stuff, it's complicated. We fully agree on that.
ParlaMint-NL_2014-12-15-eerstekamer-4.u55	Except for the progressive rate.
ParlaMint-NL_2014-12-15-eerstekamer-4.u56	You will.
ParlaMint-NL_2014-12-15-eerstekamer-4.u57	Mr Reuten, you've run out of time. So can you finish your speech?
ParlaMint-NL_2014-12-15-eerstekamer-4.u58	I'm almost done, too. I have provided two alternatives and I ask the Secretary of State to send the Chamber a sketchy set-up for each of these two alternatives before 1 March 2015, with a total net pressure table and graph for 25% groups, similar to the mentioned Table A in Section 34000, letter G, including the full bottom 25% group. This is a pure ceteris paribus design, replacing only current income tax rates with the above-mentioned taxes under constant tax revenues. And without even tinkering with other variables as mentioned in the letter of 16 September. The latter does not alter the fact that, taking into account clear progressive taxes with clear broad bases, I am in favour of limiting tax instrumentalism, as we have just exchanged. On my fourth and final subject, I ask the Secretary of State to respond in writing to the suspicion that due to the accounting rules of the payroll tax, people with low wages pay €260 too much tax in 2015, unless they would make an IB declaration, which is unusual for them. More information can be found at http://tinyurl.com/salaryblog. If this is true, can the Secretary of State promise that he will compensate this amount in any simple way, under the motto: where there is a will, will Wiebes find a way? Mr. Chairman. I'm gonna close with this. I look forward to the Secretary of State's answers.
ParlaMint-NL_2014-12-15-eerstekamer-4.u59	Madam President. That was a nice conclusion by Mr Reuten and a nice call. This is the case with this Secretary of State with an ambitious agenda, undoubtedly on the right track. It is also good that he gets the support of the Socialist Party for his ambitions and his will. My group's contribution to this first debate on the Tax Plan for this State Secretary and the last one during this parliamentary term of the Chamber I am now looking at Mr Essers..................................................................................................................................................................................... Let me briefly talk about the Tax Plan. I'll also pay a little attention to the IRS. Of course, I have to say something about the reform of the system. Last but not least, I would like to say a few words about the international developments around us. Before that, I would like to congratulate the Secretary of State. He's had this part for ten months now. I don't know if that was honeymoon, but I don't have the idea. He has regularly had the honour to appear in the headlines of national newspapers. However, he has taken up the broad agenda very diligently. My group very much appreciates that. My group also appreciates the clear, business communication and interaction with the European Parliament, in my opinion, most of the groups in this Chamber. I can be quite brief about the Tax Plan. The reply was adequate. As the State Secretary points out, the limited size of the package gives the Tax Administration air and space for the improvements in the implementation of the current system. I just hope that in the coming period the Tax Administration will make full use of this space when it comes to internal adjustments. Complexity - which is often discussed in this Chamber - in our system, often inspired by fiscal instrumentalism, remains an extremely persistent phenomenon. A good example is the waste tax, which we have been able to deal with over and over again during this parliamentary term. As far as I know, it was introduced, adapted, abolished, re-implemented in 2014 and re-adapted in this Tax Plan. It is a measure with limited revenues of EUR 100 million and with the necessary legislative volatility. In addition, several, possibly valid, amendments have been added in the House of Representatives to soften the proposal, but also to complicate it further. How does the Secretary of State experience this example in our legislative process? Maybe he can say something about that. My group welcomes the first steps for reducing the burden on labour.......................................................................................................................................................................................... I sincerely hope that this will be a first step towards more fundamental steps in our new system. I agree with my colleague Essers. The change in the water tax I will pick out a number of in my consideration has been spicy and has already been the subject of correspondence between the Finance Committee of this Chamber and the Secretary of State. That was on the initiative of Mr Essers, our tax-technical conscience in committee.
ParlaMint-NL_2014-12-15-eerstekamer-4.u60	Let's make a correction. Mr Reuten was the first to stir it up. We have taken it over gratefully.
ParlaMint-NL_2014-12-15-eerstekamer-4.u61	Then I assume, like Treub, there are two sides to it. The tax issue may have been raised by Mr Reuten and Mr Essers may have contributed to its technical aspect and its wording by the committee. It was remarkable in itself that, as a rule, we do not consider retroactivity to be acceptable in tax legislation. The special thing now is that this Tax Plan, with retroactive effect, reverses part of the increase in the water load adopted last year. This increase would start on 1 July 2014 on the basis of the Tax Plan 2014, but it did not take place on the basis of policy considerations. By the way, the state secretary's finely formulated mea culpa on the legislative process has been welcomed by the committee with satisfaction and appreciation. I will perhaps list the answer of the Secretary of State to the committee's last questions at home. However, I would like to mention this. The Tax Collection Act that we adopted earlier and which related to banks and in this Tax Plan when it comes to insurers, provides that the so-called Tier 1 capital under Basel, or similar. the Solvency rules to which the proposed Article 29a of the Corporate Tax Act refers can be treated as debt. My group is following the government's reasoning. Breder is playing the international discussion on the cross-border qualification of financial instruments as debt or equity. That's the discussion about hybrid loans and hybrid capital. The Weeghel Committee, which is one of the committees that has issued reports in recent years, has made recommendations in its report on the tax treatment of debt and equity. The report calls for a more tax-neutral treatment of debt and equity through the introduction of a fictitious deduction for equity in corporate tax. I am aware that this has budgetary implications, which is also one of the reasons why this has never been taken up, and I understand the many priorities in the revision of our tax system, but I would ask the Secretary of State to respond to this issue. I would also ask him, more generally, to what extent the Corporate Tax Act will be reviewed in any other way in the future. That's what I'm talking about. Then the IRS itself. My group has already expressed its appreciation to the Secretary of State for the letter of 19 May. on the Broad agenda of the Tax Administration itself. My group is also pleased with the translation of this agenda into concrete steps and time-frame, with deliverables apologizing for the English term, but it is a term that the Secretary of State must recognize as an old consultant and this progress has been reported in the six-month report new style of early October. The timetable is ambitious, but the urgency is great, and the Secretary of State rightly so has sometimes failed in the past to manage the expectations of the changes that are being implemented. We must bear in mind that even on the road to a simpler system, system changes always lead to complexity in implementation, and the Tax Administration will also have to be operationally "ready" to do so. In the agenda as set out in the letter of 19 May, the Secretary of State identified 4 tracks: 1. reduction of complexity; 2. making work processes robust; 3. objectify output and performance; 4. guarantee in the organization. The last three tracks of tracks 2, 3 and 4 are largely owned by the State Secretary and the Ministry. Complexity reduction, rail 1, is, in my group's view, much more a shared responsibility in the cabinet, with the trade ministers, and with the parliament. In practice, this is an extremely harsh subject, as I mentioned earlier in my speech. Robust handling of the implementation test, which we understand has been upgraded, should also support the Secretary of State in the Cabinet, as regards the preparation and development of legislation and towards Parliament, in particular when it comes to amendments to that legislation. At the beginning of this year, quite early in his period, the Secretary of State rightly convinced the Cabinet that the implementation was technically undesirable for the Tax Administration to introduce a household allowance. The enforcement of legislation is one of the subjects on which this Chamber has some experience. This task shall be referred to in this Chamber in due course. Unfortunately, however, too often we have to note that at least when dealing with the Tax Plan, a collection law, in December, there is simply no or little possibility of realising this task as a Chamber. Could the Secretary of State perhaps give some insight into the development of the execution test new style he has in mind and how this test will be shared in practice with the Second and First Chambers? I shall now make a number of comments on the system. My group is satisfied with the letter published by the Secretary of State with Princess Day, which gives an explicit outline of the content of the letter. I use the term from the letter itself to move towards a future system. Our system is in need of renewal. Everyone agrees on that. I do not entirely agree with Mr Esser's proposal on the ambitions of the cabinet on this point with regard to the choices they wish to make. Everyone also agrees that simplification and better use of our system to stimulate work and make work pay should have a very broad support.
ParlaMint-NL_2014-12-15-eerstekamer-4.u62	Simplification is one thing. If the spokesperson of the VVD Group is so pleased with this letter, I imagine that the spokesperson of the PvdA Group cannot be pleased. It's two-and-a-half. It's a VVD letter. I understand very well from this Secretary of State. I also understand very well that Mr Bröcker welcomes the content. I'm not. But I'd like to hear if the PvdA group is going to follow this VVD statement. I find that very interesting. I know in advance that this does not deliver on the agreements of the coalition agreement, which is a less uneven distribution of income. On the contrary.
ParlaMint-NL_2014-12-15-eerstekamer-4.u63	This is going to be a bit of a repeat of moves. We are pleased with the way in which the letter has been set up and the objectives that have been formulated. My group also supports the clear choices and direction for the establishment of a new system. It is a letter from the cabinet and no concrete proposals have yet been made. There are still unbelievable numbers of buttons that will have to be turned later. I find his remark somewhat suggestive. I would like to speak for my colleague, but Mrs Sent will be able to answer that later. I find Mr Reuten's predictive capacity with regard to how this is going to look remarkable. In any case, it is not statistically substantiated. It is clear that there are many sensitivities and conflicting wishes in the broad ideological spectrum of the SP. The letter describes the political dynamics of this process: a system review without reduction of charges is not feasible, but a reduction of charges without a corresponding system revision is a missed opportunity. My group is happy to support this.
ParlaMint-NL_2014-12-15-eerstekamer-4.u64	I'd like to admit to Senator Bröcker that it was more of a prophecy. However, if I look at the last three years of the programme and its use for my prognosis, in which the upper half of the income distribution has improved, then I can make a prediction about the tax revision.
ParlaMint-NL_2014-12-15-eerstekamer-4.u65	What is your question, Mr Reuten?
ParlaMint-NL_2014-12-15-eerstekamer-4.u66	I totally disagree with that remark. If I listen to the internal discussion within my group in the First Chamber and the Group of the House of Representatives and within my party, then let me put it mildly: a somewhat more nuanced picture of the results of recent years. At all events, I do not think that past results are an indication of future results.
ParlaMint-NL_2014-12-15-eerstekamer-4.u67	Mr Bröcker said a number of words about the letter of the Secretary of State attached to the documents for Prince's Day. He was right to say that I do not want to reduce the burden without an adjustment of the system. What concerns my group, however, and I do not hear that in his speech, is that we are in a bit of a hurry. You are very complimentary, but do you feel that this cabinet is really moving forward with this new Tax Plan?
ParlaMint-NL_2014-12-15-eerstekamer-4.u68	D66 generally believes that there has been too little haste with the reforms we have carried out in recent years. The major issue of the revision of the tax system is indeed urgent, but once again, you must be realistic. If you look at the political spectrum that we know at the moment and the undoubtedly different perspectives that parties have, not only within the cabinet, but also outside the cabinet, in relation to the system, then I think this approach by the government is very sensible. I do hope, however, that we will be able to implement parts of the future system more quickly. There are, of course, a lot of practical things that we can deal with more quickly. However, I do think it is important that this is actually my next point: that there should be a vision and that it should be supported by parties. Furthermore, there must be decisive action in the implementation of changes in the system for the coming period. Of course, you have to take into account that you have to have proper government periods for that. This period of government shall not exceed two years plus. I therefore believe that there should be consensus on the direction of the system and on elements of the system, and that there should be broad political support for it.
ParlaMint-NL_2014-12-15-eerstekamer-4.u69	I'll be the last to deny that. I thought I'd listen very carefully. I have just listened to Mr Essers and Mr Reuten. You can value everyone's experience of this debate a little bit. I notice, however, that you say descriptively: this is a nice, good piece. But where would your group like to place accents? What would you like to give to the Secretary of State on the way to such a new plan? That is what this is about.
ParlaMint-NL_2014-12-15-eerstekamer-4.u70	I can, of course, mention the well-known points, such as the discussion on lubricating oil for economic growth and reduction of burdens. I have already mentioned, on behalf of my group, my first Tax Plan here, the simplification of VAT. I referred to the example of guinea pig feed three or four years ago as the first high-rate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate ungrate guy. So there are a lot of options. We can also have a discussion within this Chamber about instrumentalism and greening. My party is absolutely not against the policy of greening and to facilitate it. You can also comment on the overall burden and on the European playing field that is important. It is fine to have that kind of reflection here, but I would prefer that the Secretary of State for Foreign Affairs, as in the general financial considerations, should go round the political parties in the House of Representatives and see where the primacy lies. I am also curious to see how the process is going at the moment and how we can find the intended support for the Secretary of State. I have already gone through some of my further text.
ParlaMint-NL_2014-12-15-eerstekamer-4.u71	I would like to continue on this point. The reform of the system is, of course, about the right balance between speed and care. Does Mr Bröcker, taking into account everything, consider that the reform of the system should, in principle, continue to take place in this cabinet period?
ParlaMint-NL_2014-12-15-eerstekamer-4.u72	That seems to me to be out of the question. I don't expect you to get such a major surgery when you look at the whole palette, i.e. the surcharges, the simplifications and all the changes. However, I would like the Secretary of State to reply.
ParlaMint-NL_2014-12-15-eerstekamer-4.u73	I think it would be a good idea to highlight that point. Thank you.
ParlaMint-NL_2014-12-15-eerstekamer-4.u74	I want to close this block with international developments. International taxation and the relationship with the Netherlands have given rise to the necessary publicity and discussion in parliament. The Cabinet's letter explicitly refers to the "defense" of our locational climate. This includes tax infrastructure, which facilitates international cooperation and, above all, avoids double taxation. The fact that the Netherlands has, among other things, a participation exemption and has negotiated a good network of treaties has long contributed to this. The Secretary of State rightly notes that our position is not automatic and is under great pressure. Other countries within the EU have copied elements of our instruments, such as Great Britain. In the reply, the Secretary of State outlines the Dutch approach to preventing improper international use of our tax infrastructure and in particular of our treaty network. The use of this infrastructure for non-material activities can indeed lead to a deterioration in the position of the Netherlands for genuine international activities and activities organised from the Netherlands. We discussed this subject in this Chamber with the predecessor of this Secretary of State in the debate on Dutch treaty policy. My group supports the efforts of this Secretary of State to deploy multilaterally at EU and OECD level to address improper use by international companies. This includes transparency, information exchange and cooperation with other tax administrations. That must also be the commitment of the Netherlands in the EU. My group supports policies to address inappropriate use of tax treaties, regardless of how "actually" is defined. That is always the harsh element in the matter. Let me make a few comments on this and ask the Secretary of State some questions. First of all, we discussed developing countries with which tax treaties have been concluded in this Chamber. We understand that the Netherlands has offered those countries to renegotiate, where necessary, to tighten up anti-abuse provisions. Can the Secretary of State indicate how the countries concerned have responded to this and where the Netherlands is in it? In my group's view, it is clear that the negotiating position of the Netherlands in tax treaties has weakened in recent years. Our treaties contain anti-abuse provisions which sometimes go further or are more general than those which the source country concerned has negotiated with the country with which we have concluded a tax treaty, often with larger countries, such as the United Kingdom. Does the Secretary of State share this observation? The international financial crisis is at risk of countries or blocks of countries, in particular the larger ones, becoming protectionist with regard to their own industry, export or monetary policy. Increasing or protecting tax revenues is also a logical objective, given the pressure on public finances everywhere and in particular on the distribution of tax burdens. We are concerned that source countries should take unilateral fiscal measures in anticipation of the outcome of the G20, OECD or EU consultations. We also see combinations of opportunities between larger EU countries to push things that are not without self-interest and not necessarily in the interests of smaller countries. How does the Secretary of State view the negotiating position of the Netherlands in particular in the EU force field? Over the last few weeks, the necessary commotion has arisen about Mr Essers, who has already pointed this out, according to the legitimate agreements that multinationals have made with national authorities in the EU and, no doubt, outside the EU. The reply also goes into this, as well as an extensive report by the General Court which describes the situation for the Netherlands in detail. I have never seen such a detailed report from the Court of Auditors. I cannot escape the impression that, as part of international tax planning by internationally operating companies, differences between tax regimes in different countries are being addressed. In this context, it is not surprising that in the EU the subject of harmonisation of corporate tax bases is clearly revisited. My group is not opposed to this discussion. Can the Secretary of State state state what the cabinet is like in this discussion? If I have a few more minutes...
ParlaMint-NL_2014-12-15-eerstekamer-4.u75	You have two more.
ParlaMint-NL_2014-12-15-eerstekamer-4.u76	I would like to comment on Mr Essers' suggestion on the rule-making policy. For many years, this has been a key issue of Dutch tax establishment policy, which has generally worked extremely well. Many Cabinets have organised this in a well coordinated way within the Netherlands. The report of the General Court also refers to the ruling practice and to what is involved and contains concrete recommendations which, we understand, have largely been adopted by the Secretary of State. My group supports that. Can the Secretary of State answer that? Now, however, a discussion is being held on the social interest in the European Parliament, of course, transparency and, in obtaining access rights by a small committee, a committee-secret committee in the European Parliament to look at specific rulings.
ParlaMint-NL_2014-12-15-eerstekamer-4.u77	I want to replace the term "committee-secret" immediately. If there's anything intransparent now, it's when you talk about possibilities or suspicions of tax evasion.
ParlaMint-NL_2014-12-15-eerstekamer-4.u78	It is a confidential committee that should be given the right of access in all confidence to agreements made in individual cases. I would like to correct that, but the term had already been launched and I took a break. Let me say first of all that my group considers it extremely important that we understand both within and outside the parliament what the ruling policy in the Netherlands is about. The report of the General Court is in fact a first step through the inventory. We must also have full transparency about the government's commitment to EU and OECD discussions. I'm really wondering if it makes any sense. I agree with what my colleague Van Boxtel said about putting a small tax committee above it. I leave it in the middle whether it should come from the First or Second Chamber........................................................................................................................................................................................... I don't know if this is gonna happen afterwards or in advance, but I'm wondering if this makes any sense. Information exchange is currently taking place with treaty countries and generally includes anti-abuse provisions. Treaty countries will take positions on abuse or non-abuse. Brussels explicitly defends the entire state aid dossier and is currently putting it into practice, where necessary, as it sees fit. There are also opportunities for appeal through the European Court of Justice. I wonder what it adds, especially the "what then" question. Suppose there is a difference of opinion within such a committee, I do not rule that out at all whether or not it is desirable that a particular agreement with a particular company has been made within the ruling policy. What happens then? This is something I would like to make very explicit. The Secretary of State will undoubtedly respond to this and indicate the advantages and disadvantages of this.
ParlaMint-NL_2014-12-15-eerstekamer-4.u79	Let me come back to what Mr Bröcker said a little earlier. I've been chewing on that for a while. I heard him say that it was about European harmonization of corporate tax bases, and that this is not something that his group does not reject. I've been chewing on this for a while and couldn't figure out whether this is a yes or a no. Could Mr Bröcker clarify this?
ParlaMint-NL_2014-12-15-eerstekamer-4.u80	This is a subject that has been regularly brought in over time, even by rulers of my house. I would point out that basic harmonisation is a relevant issue within the EU, even if you look at the current issue of international tax planning. I have said that my group is open to this and that we recognize to some extent the logic of this. The question is just what kind of trajectory you're going to go on in there. That's where my concern keeps coming back. How does the Netherlands operate within the EU? In my view, this was perhaps included in the debate last year by Mr Essers in the debate on treaty policy too. We are a small country together with a large number of countries. We will have to be very aware that in the achievements we have in the Netherlands these are particularly developed for the international business community in the Netherlands over many years, a lot of aspects for which we will eventually have to be careful. However, the discussion will take place within the EU at some point. I am referring, among other things, to the exemption from participation and to tax treaties, which will, of course, include anti-abuse provisions and which may also require checks and balances to be able to challenge decisions taken by a source country in order to apply or not to apply a treaty, and to prevent arbitrariness. I ask the Secretary of State to respond to this point. I await with interest the answer of the Secretary of State.
ParlaMint-NL_2014-12-15-eerstekamer-4.u81	Mr. Chairman. I do not think we can dwell enough on the fact that all government expenditure must first be earned. Taxation of these earnings is a necessary evil to finance public expenditure. We discussed the budget a few weeks ago, and we have noticed the government's money bounce in particular. So today we are discussing the Tax Plan, in which we see how we are going to finance these many billions of euros in grants and waste. This happens every year by further tightening up the already refined tax instruments. It will be clear that this is not easy. The cabinet prefers to allow this to happen in such a way that the tortured citizen does not just rise up. Sometimes that goes wrong, like two years ago with the income-related health insurance, and then the screws have to be loosened just a little bit. Once the citizen has regained consciousness, the post-levy comes and the screws are put back on. Some people had already forgotten that appointment from 2012, when the income-dependent premium turned out to be a bit too heavy and had to replace it. The general tax rebate became income-dependent. That is what we are facing this year and next year. And yes, it's exactly the hardworking Henk and Ingrid who get the biggest after-tax: the people who work the hardest, work hard for their company or organization and have to work overtime, but also the people in care who run irregular shifts and the people in shiftwork who make extra hours. They all get that post-levy the hardest on their plate. Another example is the load on tap water. The scheme was so complex and devastating for many companies that it was not continued at the last minute. Fortunately, of course, but immediately new charges were sought instead of cuts. At the pleasure of the Netherlands on the left, the waste tax will reappear again, which has been repaired at the last minute with a levy on the waste exported. Someone had to sneak into his car and try to escape abroad with garbage! With some regularity, that complexity of the system comes back around the corner. Great gestures then explain that taxes, for example on labour, should be reduced and that it should be simpler. We wholeheartedly agree with these two points, let us be clear. Only we seem to be the only party to draw the insurmountable conclusion that this can only be done by cutting at least as hard into expenditure that does not affect the economy. I am talking about the 800 million for asylum seekers, who take the place of our elderly people in their homes, the 3.5 billion for development aid, which goes into bottomless wells, the 9 billion we spend on the EU and the billions of other subsidies that only lead to false competition, inefficiency or waste. Normally, all these problems will only be resolved at election meetings, as the Prime Minister recently announced tax cuts after the elections. It was still lacking in the prospect of a referendum on the EU after the elections. Can the Secretary of State promise that in the coming simplification the burden will really be reduced and that we will not get a waterbed construction, so that if pressure goes down somewhere, it will go up elsewhere? I am asking this very strongly because, with almost every measure taken by the cabinet to do something about the tax burden, you will see that there is an increase elsewhere. Preferably this increase is then disguised by making it all even more complicated. On balance, the overall effect is becoming heavier and more complicated taxes. Let me give you the example of the measures on car taxes. Last year I indicated that a hybrid car, like a Toyota Prius, consumes just as much energy per kilometer directly and indirectly, and thus as much C0 emissions, as any other car. However, the Prius was given extra tax incentives, just like all the other quasi-sustainable forms of energy. In fact, nothing has changed in that respect. Eventually, not a net reduction in C0 emissions is stimulated, but technological developments, as they are undoubtedly incorporated in the Prius, abroad. The same applies to all those solar cells, which also come from abroad, in this case China. All this is possible at the expense of the Dutch taxpayer. In addition to the 3.5 billion development aid, this government has launched a fiscal stimulus programme to stimulate technology development abroad at the expense of the Dutch taxpayer.
ParlaMint-NL_2014-12-15-eerstekamer-4.u82	Everyone has the right, of course, to put their finger on desirable or undesirable developments in their own way. What I find difficult about these points, regardless of the technical inconvenience in implementation or enforcement, is that these are the first measures to begin the sustainability and greening of our tax system. It is well known that Mr Van Strien's party does not find all this interesting. However, I would like to ask him whether he will continue to reject all this in the same way, even if some of the development is carried out abroad but benefits our society and provides sustainable traffic and transport in the longer term. Because that would really surprise me. This is also very important for Henk and Ingrid, and probably especially for their children.
ParlaMint-NL_2014-12-15-eerstekamer-4.u83	I am not yet concerned about whether or not to promote sustainability. I am concerned that, assuming that sustainability is the goal, a means is chosen that will certainly not bring this goal any closer. For example, the tax on cars might as well have depended on the length of the shoelace of the driver. That would have had exactly the same effect on CO emissions. That's all I care about. Because green had to be subsidised if necessary, taxes had to be raised elsewhere. Instead of considering spending reduction, a bizarre political balancing act is taking place on how to maximize the tax burden. Part of this is a hilarious discussion about how semi-electric cars are used. I'd like to repeat that. We have 0 grams of CO emissions, 5 grams of CO emissions, 50 grams of CO emissions, 80 grams of CO emissions and 106 grams of CO emissions. At all borders there are different rates for addition. And that while those cars, directly and indirectly energy consumption together, have, on balance, almost the same CO consumption. The only differences between cars are roughly determined by the size of the car.
ParlaMint-NL_2014-12-15-eerstekamer-4.u84	In itself, Mr Van Strien has a point when he says that this is vulnerable, because it is not yet proven whether more or less CO is being consumed. However, it is also about the use of fuel. He's completely ignoring that while we're exhausting the Earth's natural excipients. If you're going to a hybrid or an electric motor, you're going to need less gasoline or diesel. That must be included in the recital. It's not just about CO emissions.
ParlaMint-NL_2014-12-15-eerstekamer-4.u85	Electric, semi-electric, petrol or whatever, it doesn't matter at all for CO emissions in practice. That electricity is also generated by hydrocarbons. It is something else if the government said: we are going to electrify our car park and at the same time generate our electricity with nuclear power. Then you have a point. That will not happen, however. That's not the point. At present, this electricity is produced in power plants with the same efficiency. That's where waste heat simply goes into the air as low-grade waste heat. My question to the Secretary of State in this regard is whether he agrees with me that this whole addition circus serves exclusively to please the Netherlands on the left. Now we also have the discussion as to whether these cars are sufficiently electric. Or do they just make most of the miles on conventional fuels? The consequences can be guessed. A 1984-type check on tank passes seems to be the solution for some. The only reason you would want electric and semi-electric cars is, I think, to become more independent of oil. That seems to me to be a valid argument. However, there are many other solutions, which are not being used at all at the moment. If this cabinet reaches the next Prinsjesdag, I would therefore ask the Secretary of State, preferably in consultation with TNO, to put on paper what he wants with the Dutch fleet, in order to be able to refrain as soon as possible from magicalizing with tax rates on cars. A wise man doesn't understand that.
ParlaMint-NL_2014-12-15-eerstekamer-4.u86	I have a comment, which I might also be able to put as a question. Mr Van Strien spoke about the fact that all this was conceived for the Netherlands on the left. I do not want to end up in a political discussion here. However, I must say that, when the Secretary of State intended to make some adjustments to that rule, the Netherlands on the right then rebelled. So I wonder to what extent the words 'left' and 'right' in the car file are entirely relevant.
ParlaMint-NL_2014-12-15-eerstekamer-4.u87	I have used the terminology of the left and right for quasi-environmental friendliness, or let it weigh less on the environmental aspect. In those terms, I used left and right.
ParlaMint-NL_2014-12-15-eerstekamer-4.u88	I do not want to dwell too long on this point, but I have to say that the Netherlands on the right got quite excited when adjustments were made to the regulations.
ParlaMint-NL_2014-12-15-eerstekamer-4.u89	I can very well imagine that you are revolting at adjustments to regulations that are simply incomprehensible. I have just indicated that the CO consumption of a car is completely independent of the fuel used in it. 0 grams of CO consumption simply doesn't exist. Therefore, I can't imagine that you're going to make the amount of tax on adding a car dependent on those kinds of categories. It's just a nonsensical system. For the government's purpose, it will not save an inch at all. What we are seeing now is that the system is failing and, in the opinion of the Treasury, it must be constantly repaired. Henk and Ingrid, hardworking Dutch people such as representatives with a thrifty middle classer, are finally screwed. They will pay as much as €1,000 more: not 14%, not 20%, but 21% addition. Meanwhile, the purchase tax for the slightly larger car also goes up naturally. Finally, I would like to touch on a point that we discussed in detail last year's financial considerations and tax plan. I would like to repeat briefly what my group put forward at the time. The combination of VAT burdens, and excise duties on fuels, tobacco and soft drinks, they also came back in Mr Reuten's tables, albeit a bit hidden, making total consumption shrink, and hence national income. This causes an extra run abroad in the border region. We are going to refuel in the border regions abroad and we are going to shop there at the same time. The road leakage effects, in particular caused by the combination or stacking effect of all those loads together, are not taken into account. I would once again urge the Secretary of State to study these effects at least once and preferably draw conclusions from them.
