ParlaMint-NL_2015-01-29-tweedekamer-3.u1	I would like to welcome the Minister for Housing and National Service.
ParlaMint-NL_2015-01-29-tweedekamer-3.u79	Contrary to what some people think, the problems we are seeing in the rental market are indeed related to the enormous asylum influx of today and recently. If it is up to the SP, many more asylum seekers will come to the Netherlands, many more residence permits will be issued and many more asylum seekers will be given priority in getting a rental home, which means that other house seekers will have to wait for a home even longer. How does the SP explain that?
ParlaMint-NL_2015-01-29-tweedekamer-3.u80	Quite simply: we are in favour of a humane asylum policy. We are not in favour of setting up groups of people against each other, as Mr Fritsma does every time. We do not want to say to people who have fled from war, winter and misery to dictatorial regimes, who are killed, raped and murdered in their countries of origin: toodle-dokie, you are causing housing market problems for us. That's not what we're from.
ParlaMint-NL_2015-01-29-tweedekamer-3.u81	So that's the SP's mistake of thinking. Of course refugees must be helped, but not in the Netherlands. We can do that in our own region. You want to bring them all to the Netherlands. You want to give them all residence permits. Don't you understand that it's at the expense of the common man and the ordinary woman who can't get a place to rent because of it? You say you are defending the common man and the common woman, but you are only defending asylum seekers and other immigrants, and you are abandoning the common man and the common woman tremendously.
ParlaMint-NL_2015-01-29-tweedekamer-3.u82	Mr Fritsma, you lie and cheat. The PVV does that a lot. It's just lies. You lie and cheat, and you do that all the time. The SP stands for a humane asylum policy. This means that people in the region must be taken care of wherever possible. In the cases where this is not possible, we say: we are a country that does not look away from the world problems, the wars and the misery that they bring. Do you know who's just gonna abandon the landlord? You, Mr Fritsma. You and your party would also have agreed to the income-dependent rent increase and the policy that is now actually being rolled out. You should be ashamed of yourself in a corner.
ParlaMint-NL_2015-01-29-tweedekamer-3.u83	We're a little out of order on this item. However, the reproach is so firm that I give the opportunity to respond to it. After that, however, we stop.
ParlaMint-NL_2015-01-29-tweedekamer-3.u84	Lying and cheating? What the SP fraction is doing is just deception. I'm looking at the facts. I see that the SP, like no other party in this Chamber, wants to give as many foreigners as possible a residence permit. In fact, illegal immigrants must also be taken care of if the SP Group is to be involved. The SP doesn't even realize that this is at the expense of the common man and the ordinary woman who has long since been unable to cope with this mass immigration. If you have the guts to say that you stand up for the common man and the common woman, then you must do something about that asylum influx. However, you refuse to do so. You are nothing more and nothing less than a strange activist of a multicultural party that is of no use to the Netherlands.
ParlaMint-NL_2015-01-29-tweedekamer-3.u85	Poo, poo, poo, poo, poo! Well, Mr Fritsma, you've had your chance and you've completely ruined it.
ParlaMint-NL_2015-01-29-tweedekamer-3.u86	That brings us to the end of the first term of office. I have found that the Minister can reply immediately.
ParlaMint-NL_2015-01-29-tweedekamer-3.u87	Mr. Chairman. I would like to thank the Members of Parliament who, despite the storm, have contributed to this debate on this very important subject. A number of members of the House made it understandable that we have recently spoken regularly about (the affordability of) living. At the same time, everyone realizes that living is an incredibly important subject. It hits everyone right away. I also realise very well that, because of its reforms in both the rental and the purchase markets, the cabinet has asked a lot of people in the Netherlands and that rent increases are entering the subject of this debate. That is precisely why the rent increases are designed so that people with a small wallet are spared. In doing so, we are tackling one of the major bottlenecks in the housing market: a rental market that has been stuck for years. That is because 700,000 social rental homes are inhabited by people with a decent income, with which they would not be allocated just a social rental house if they were to come forward today. Because of this huge number of start-ups on the housing market at least in a number of places in the Netherlands there are large regional differences sometimes very long wait. I think it is the job of a cabinet, certainly a minister for Wonen, to tackle such a pressing problem that has been going on in the Netherlands for many years. I am still very happy that we were able to conclude a housing agreement with the parties supporting this line, in which we agreed that we would promote both the flow of people and avoid people with small wallets by combining an income-dependent rent increase and more than 400 million extra for the rent payment. The result is that 90% of people dependent on rent payments have an income effect of less than 0.1%. With this you show that you can spare people with a small wallet. The income effects for people with a slightly higher income are greater, but they can pay for that anyway and generally also have the ability to move on to a home outside the social housing sector. In doing so, they make way for the people who really depend on social rent.
ParlaMint-NL_2015-01-29-tweedekamer-3.u88	These are generalities, but now to practice. The practice is that people with the lowest incomes have lost almost 30% of their rent. That is the highest percentage of all income groups. In addition, the number of affordable homes is halved below the quality discount limit. What is the Minister's response to this? Was this his intention?
ParlaMint-NL_2015-01-29-tweedekamer-3.u89	I had these questions on Mrs Karabulut's list, but I would also like to answer them immediately. Mrs Karabulut mentions the rental quote. That's the part of the income spent on the rent. She also knows that in the lowest income category, entrepreneurs with very varying incomes play a very strong role. These are generally self-employed without staff, who have years with a very low income or sometimes with no income. So if you look at such a 30% quote, you have to keep in mind that it would be a lot lower if you corrected it to the people who could also call on the assistance. Fortunately, in the Netherlands we do not know any mandatory statutory housing quotes, because people can freely determine how much they want to spend on living. Mrs Karabulut's second question was about the reduction in the number of cheap, affordable houses. I agree with Mrs Karabulut that the primary task of a housing corporation is to provide affordable housing. Hence, with the support of the SP, a law has been passed that says: housing corporations, go back to social housing. One part of that law is that I want to re-introduce the appropriate allocation: people with lower incomes get allocated than homes with the best affordable rent. The Chamber will soon receive a General Measure of Governance on this subject, in which this has been established. Indeed, I think that there has been too much construction in recent years. On average, it was built above the social rental threshold. In addition, too expensive has been allocated. I'll deal with that.
ParlaMint-NL_2015-01-29-tweedekamer-3.u90	The Minister therefore acknowledges that under this policy the number of affordable dwellings is simply halved. The Minister announces a measure, but that measure is not yet in place. Is he prepared to waive the income-dependent upper inflationary rent increase for this year?
ParlaMint-NL_2015-01-29-tweedekamer-3.u91	That question is also on my list; Mr Fritsma asked for it. Mrs Karabulut knows the answer to that question. We've taken a package of measures. Part of this is a rent increase to promote flow. But there is also a landlord's tax, to be levied by the owners of social housing, partly corporations, partly other owners. This tax can largely be levied through cost savings. The sector itself estimates that about half of this can be achieved by cutting bureaucracy. The levy can also be partly levied by disposing of property outside the social rental sector. I think that both you and I would have no objection to this, because it could generate billions. However, this levy can also partly be levied by the rent increase which is also necessary to promote the flow of funds. I do not think it is right, when you impose such a tax, not to give room for that rent increase. By the way, we know from a recent survey among corporate directors that a majority of them say, to expect that they will make much less use of the legal space in 2015, because they feel responsible for the affordability of homes. They also note that the financial need for this is less. It is a legal area and therefore not an obligation. But I'm not willing to scorch that legal space.
ParlaMint-NL_2015-01-29-tweedekamer-3.u92	I propose that we first listen to the story of the Minister, who has just spoken for two and a half minutes.
ParlaMint-NL_2015-01-29-tweedekamer-3.u93	I now turn to the questions raised by the spokesmen. I have just answered Mr Fritsma's first question in the interrupting debate with Mrs Karabulut. I don't feel like putting an end to the possibility of a rent increase. Mr Fritsma also asked about the seizure of the social housing stock, by allocating refugees with a status. The expectation for 2015 is that some 15,000 rental homes will be allocated to this group. That's 6% of the number of rentals released annually. That is a significant percentage, but at the same time not a percentage of which you can say: 'that is the vast majority of the stock'. It is a logical consequence of the fact that we have agreed in the Netherlands that people who report because they claim refugee status will be carefully tested for the truth and the content of their story. However, if that test shows that they are right to ask for safety, it is logical that Dutch society also offers them shelter. About 6% of the stock will be eligible this year. Mr Fritsma has indicated that, in his words, the corporation sector has been ruined. In my words: too much has gone wrong, while at the same time many housing corporations have done good work when it comes to housing people with a small wallet. That is also why, with the revision of the Housing Act, which also supported Mr Fritsma's party, I am putting in place a substantial package of tightening-up measures with regard to the quality of directors, their stricter supervision and the reduction of the area of work to social housing. So indeed: too much has gone wrong; that is also why I have acted.
ParlaMint-NL_2015-01-29-tweedekamer-3.u94	I see Mr Fritsma wants to interrupt. I think we just agreed to let the Minister speak first. That's what I want to do.
ParlaMint-NL_2015-01-29-tweedekamer-3.u95	Mr Van Klaveren asked me to stop the landlord levy. He reminded me of his party's proposal to reduce taxes. The task of reducing taxes is, of course, always to find less expenditure at the same time. Everyone is actually in favour of tax cuts. Where this cabinet has already implemented a reversal package of about 50 billion, with, as I pointed out at the beginning, consequences that the Netherlands really feels. I also realize that I think it is good to come up with a package of measures on top of that. But, that's my assessment: I think this would hit society hard. Of the community money we spend in the Netherlands, about one third goes to care, one third to social security, and of the remaining third half goes to education. It takes quite a lot to cut in there, without having very big effects. This will be possible on a number of points, depending on the political preference, but Mr Van Klaveren is making very big steps. In any case, I am not prepared to put a hole in the budget now by abolishing the landlord's tax. Mr Monasch rightly pointed out that I am going to provide additional information on the expected rental income in the coming years of housing corporations. I will send the figures to the Chamber in the coming week. These are, of course, estimates; I am talking to the Central Fund on this so that they can be set off against the estimates made at the time of the settlement agreement and on which we had a debate in the Chamber.
ParlaMint-NL_2015-01-29-tweedekamer-3.u96	I see Mr Monasch wants to interrupt. I want equal monks, equal hoods. Let's wait a minute. The habit of jumping all over the minister immediately, while he makes a speech... let's move on to the minister's speech.
ParlaMint-NL_2015-01-29-tweedekamer-3.u97	Mr Van der Linde pointed out that we did indeed discuss a large number of these aspects last week. Again, you and I love our profession and we both realize that the subject of housing market is simply incredibly important. So I'm standing here reluctantly and with love. Mr Verhoeven pointed out that the figures of the Central Statistical Office also show that the rent increase, as intended, is indeed higher for people with higher incomes. The figures for the past year indicate for the first time that the decline in the number of changes has come to an end in the social rental market. It's still early, but I hope this too is a swallow that announces the summer. Mr Verhoeven also referred to the question of raising rents when housing is released, the harmonization of rents, and the often quite substantial percentages involved. Indeed, harmonisation has increased in recent years. In a number of cases, it is a matter of considerable leaps. Sometimes, by the way, that can be justified. I mention the real existing examples of people who live in a very attractive location for a very long time and pay a rent of perhaps €350, while the apartments around them may be worth more than €1,000, as you sometimes see in Amsterdam. It doesn't have to go directly to €1,000, but it is inevitable that such a step will get bigger. However, if this were to happen everywhere indefinitely, the volume of affordable stocks would indeed decline rapidly. That is also why I announced to the Chamber in April that I would also like to include the harmonisation of rents in the rent payment approach, which we agreed on in the housing agreement. Then it is limited for housing corporations, at corporation level. In this way, the big leaps will no longer occur, or at least have to be compensated by not making any major leaps elsewhere. I also promised the Chamber that I would come forward with these proposals before the summer. As so often with changes in rental regulations, it is an art to align all parties. If that doesn't work, I'll make a decision myself and come to the Chamber with a proposal. Mr Verhoeven recently visited Utrecht and spoke with his and, from my previous profession, also my former colleague Paulus Jansen. That's what I do at regular intervals. Recently I opened with him a nice complex of new rental houses. He pointed out that little is being built. He didn't do that at the opening. As a general signal, however, I cannot immediately indicate this for the Utrecht situation, but also for this: since the new Housing Act places the local authorities at the centre of their position through performance agreements, he will be given the opportunity to do business with the housing corporations there. About the WSW assurance we will soon talk extensively with each other, because I promised the Chamber...
ParlaMint-NL_2015-01-29-tweedekamer-3.u98	Minister, we also have a public gallery here and people are following us at home, so let's try to avoid abbreviations...
ParlaMint-NL_2015-01-29-tweedekamer-3.u99	Sure.
ParlaMint-NL_2015-01-29-tweedekamer-3.u100	... and at least explain it when we use it for the first time. Please continue.
ParlaMint-NL_2015-01-29-tweedekamer-3.u101	You're right. "WSW" stands for: Guarantee Fund Social Housing. Now I fear that not so many people in the Netherlands know what the Waarborgfonds Sociale Woningbouw does. That fund provides guarantees to housing corporations so that they can borrow cheaper. Mr Verhoeven's question indicates that there are signs that these guarantees are more difficult to provide. Since the Committee of Inquiry was very critical of the role of that guarantee fund, I promised the Chamber that I would come forward with concrete proposals before the summer on how I will monitor that guarantee fund. Part of this is, of course, to determine the scope for the fund to provide guarantees and how we monitor them.
ParlaMint-NL_2015-01-29-tweedekamer-3.u102	I believe that Members will no longer be able to do so. I see a bunch of people jumping up. I don't want to stop it all the time. I will finish my list and give Mrs Karabulut the floor first.
ParlaMint-NL_2015-01-29-tweedekamer-3.u103	The Minister acknowledges that there is a problem with affordability for the lowest incomes. The Minister also acknowledged that if the house is abandoned, the new tenant will face a rent increase of almost 23%: €100 to €200 per month. That's huge. Then the Minister says: I come with all kinds of measures before the summer. What makes the Minister, who recognizes these problems at the moment, want to continue his above-inflationary rent increase, i.e. additional rent increase, this year? Why, then, is it not a step in the right direction until the Minister's supplementary policy to solve these problems has been discussed and introduced?
ParlaMint-NL_2015-01-29-tweedekamer-3.u104	Mrs Karabulut mentions a variety of problems in her interruption. The increase in rents in new rentals has nothing to do with the income-dependent rent increase. At the moment there is no limitation on that. The fact that I am announcing a restriction could be regarded by Mrs Karabulut as good news. Mrs Karabulut says in her own words that I recognise all kinds of observations made by her. I'll leave that for her. In any case, I have pointed out that I realize that I have come up with firm measures for the whole housing market, which are also really necessary because the housing market had run aground. Part of this is an income-dependent rent increase, where we can make sure that the impact on purchasing power of the lowest incomes is less than 0.1% in 90% of cases, because the increase is income-dependent and we have an extra budget for the rent surcharges. The Chamber has also received from me an investigation from the Planning Office for the Environment, which literally states that the financial problems, which indeed exist among many Dutch people, especially at the bottom of the income building, have much more to do with the crisis, i.e. with disappointing incomes, than with the housing costs in themselves. I have already pointed out that there are a lot of self-employed entrepreneurs in the lower incomes sector. Fortunately, in 2015 there will be light again at the end of the tunnel, as purchasing power is expected to increase by at least 0.5% at the median. Luckily, we're seeing the economy pick up again. I think the analysis of the Plan Bureau for the Environment is justified. In such a deep crisis as the Netherlands has to a large extent been through, we are in the recovery phase, of course, the incomes are under pressure. That is also why we avoid the lowest incomes.
ParlaMint-NL_2015-01-29-tweedekamer-3.u105	In such a deep crisis, it fits the Minister for Housing, who is responsible under the Constitution for ensuring living for everyone, not to point to abstract...
ParlaMint-NL_2015-01-29-tweedekamer-3.u106	But, sorry...
ParlaMint-NL_2015-01-29-tweedekamer-3.u107	I come to my question, Mr President. ... to point to...
ParlaMint-NL_2015-01-29-tweedekamer-3.u108	I'm saying something to you. What you're doing is starting some kind of second term on the interrupting microphone. That's not the point. You...
ParlaMint-NL_2015-01-29-tweedekamer-3.u109	Mr President, I think I'm talking about my own question, right?
ParlaMint-NL_2015-01-29-tweedekamer-3.u110	I was still trying to say something to you.
ParlaMint-NL_2015-01-29-tweedekamer-3.u111	Yeah, and I'm talking to you, too, so we're talking.
ParlaMint-NL_2015-01-29-tweedekamer-3.u112	Yeah, but it's not useful if we talk through each other. Interrupts must be brief and concise. You keep a very political story. That is what you should do, but in second place. If you have any questions to the Minister, or brief comments, I am happy to give you the opportunity to do so. But not for long political considerations. Go ahead.
ParlaMint-NL_2015-01-29-tweedekamer-3.u113	Mr President, we are making politics, but, of course, there are rules associated with interruptions. The Social and Cultural Planning Agency says: poverty in the Netherlands is growing, and this also has to do with rising rent costs. The Minister can't say: yes, but I'm not doing anything about it this year; it's really going to be okay; the housing market, isn't that what I'm talking about? Isn't it the Minister's job to care about the tenant?
ParlaMint-NL_2015-01-29-tweedekamer-3.u114	Sure, and that's why I'm taking out 100 million extra to spare the people with the smallest wallet.
ParlaMint-NL_2015-01-29-tweedekamer-3.u115	The Minister continues.
ParlaMint-NL_2015-01-29-tweedekamer-3.u116	I come to Mrs Karabulut's questions. She has already put a lot of that in the case of interruption. She asked me how often there is a reduction in rent, probably referring to the possibility offered by the law to waive the income-dependent rent increase on a declining income. I do not have any figures on this at the moment. I do not think they are kept centrally, but the Chamber receives from me annually the state of housing. I will try to give this quantitative information in that too. Mr President, I hope I have answered the questions in the first place.
ParlaMint-NL_2015-01-29-tweedekamer-3.u117	At least Mr Fritsma has another interruption. That's convenient, because he was second on my list.
ParlaMint-NL_2015-01-29-tweedekamer-3.u118	That's good, Mr. Chairman. I would like to draw the Minister's attention to the following. According to him, in 2015, municipalities should house about 15,000 admitted asylum seekers, but he forgot to mention that this concerns only the first six months of 2015. I have here data from the Association of Dutch Municipalities, which clearly states that they are about 30,000 asylum seekers throughout the year. In other words, 30,000 asylum seekers are given a rental residence as a matter of priority.
ParlaMint-NL_2015-01-29-tweedekamer-3.u119	What's your question?
ParlaMint-NL_2015-01-29-tweedekamer-3.u120	Doesn't the Minister find that unacceptable to all the other house seekers who have to wait even longer for a rental house?
ParlaMint-NL_2015-01-29-tweedekamer-3.u121	I have to check the figures mentioned by Mr Fritsma, because the number of people and the number of households can be mixed up. Before I make all kinds of assumptions about that, I think it would be a good idea to put those figures next to each other in the second term.
ParlaMint-NL_2015-01-29-tweedekamer-3.u122	It may also be that the answer is on the paper that is now coming to you.
ParlaMint-NL_2015-01-29-tweedekamer-3.u123	It could be.
ParlaMint-NL_2015-01-29-tweedekamer-3.u124	Let's take a look at that.
ParlaMint-NL_2015-01-29-tweedekamer-3.u125	If the chairman wants to start a drum roll for that, I can read in the meantime. Indeed, it says on the paper that it is about 30,000 people and about 15,000 homes. So my assessment was correct.
ParlaMint-NL_2015-01-29-tweedekamer-3.u126	Then we're both a little bit right. However, the follow-up question is unanswered. Doesn't the Minister think this is unfair to all the other house seekers who have to wait much longer for a rental house?
ParlaMint-NL_2015-01-29-tweedekamer-3.u127	I already indicated that this number represents about 6% of the expected number of changes in social housing. In our country we assess after a careful procedure whether people rightly call on the safety of the Netherlands. This also includes the fact that these people can also use a social housing if they prove to meet the criteria after the test in such a procedure. Of course 6% is a strong share, but also not so big that the entire social rental market is blocked.
ParlaMint-NL_2015-01-29-tweedekamer-3.u128	I have a brief point about the Minister's calculation. For the sake of completeness, I would like to say that we are concerned not only with the additional rental income, but also with the lower charges due to the interest that appears to be structurally lower. It's a sum. The burden on corporations is therefore reduced, perhaps also by other things, because we see that the business costs are decreasing. We want the most complete picture, a forecast of the income of the corporations in the coming years covered by the housing agreement.
ParlaMint-NL_2015-01-29-tweedekamer-3.u129	We will also process this data on the basis of the most recent insights. We are, of course, also doing this in the knowledge that interest rates in particular cannot be estimated too long in advance, but in the short term.
ParlaMint-NL_2015-01-29-tweedekamer-3.u130	Is the deadline for this also clear to the Chamber?
ParlaMint-NL_2015-01-29-tweedekamer-3.u131	That's gonna happen next week.
ParlaMint-NL_2015-01-29-tweedekamer-3.u132	We have all read today how much less Mr Dijsselbloem has to pay to the public debt, because interest rates are falling. The same story applies, of course, to the corporations, so that can be taken into account in the projections.
ParlaMint-NL_2015-01-29-tweedekamer-3.u133	Yeah, that's clear.
ParlaMint-NL_2015-01-29-tweedekamer-3.u134	I'm curious about the plan for the guarantee fund. That's the first element. The other element on which I would like to ask a question is that of the corporations. Especially in the big cities, these corporations are a bit of a black box when it comes to their capabilities. In these big cities, the aldermen and the corporations must work together to find solutions. What can the Minister do with them to ensure that a larger group of people can be well housed there?
ParlaMint-NL_2015-01-29-tweedekamer-3.u135	We are going to ensure that municipalities get data on the investment capacity of the corporations. These data are based on a number of assumptions, because the capacity of course depends heavily on the policy of rent increases and sales. But within these conditions, we can show whether there is any loan space and how big it is. On this basis, the municipality can therefore have a real discussion about the local housing plan. That's part of the new Housing Act. A municipality can talk to a corporation and say: I see an investment capacity of so many million and in view of the situation in the housing market here I expect so many cheap rental homes to come or do I expect the existing stock to be better isolated. Or the municipality can say: I think it is good that you sell some expensive properties there and there, so that there is some extra investment capacity. In short, we will provide the numerical basis for this.
ParlaMint-NL_2015-01-29-tweedekamer-3.u136	Let's take a positive scenario. Let us assume that the Minister succeeds in providing these aldermen with the data so that they can have a good conversation with these corporations. Suppose there are a number of corporations that actually have little investment space, in places where they would have to house a lot of people with a small wallet. Then what are the possibilities? What can we do?
ParlaMint-NL_2015-01-29-tweedekamer-3.u137	This is all the couple-that scenario. So we really shouldn't answer that. But let's go, as a thought experiment. In order to make more money available for affordable property, the question is what space there is in the possibility of rent increase or the rejection of more expensive property. We know from the national figures that about a million homes are on the expensive side. Again, it must be a local consideration which part of it is retained. However, that is such a significant part that it seems to me that it is generally possible to create additional investment space.
ParlaMint-NL_2015-01-29-tweedekamer-3.u138	This brings us to the end of the first term of office. Let me look around to see if there is a need for a second term on the side of the Chamber. That's the case.
ParlaMint-NL_2015-01-29-tweedekamer-3.u139	Mr. Chairman. I'd like to use my second term...
ParlaMint-NL_2015-01-29-tweedekamer-3.u140	Can I ask Members to either consult in the hallway or listen to the speaker?
ParlaMint-NL_2015-01-29-tweedekamer-3.u141	I'd like to use my second term to file the next two motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that hundreds of thousands of tenants have experienced financial difficulties, partly as a result of income-dependent rent increases;]] [[Whereas all of these tenants benefit from relief rather than burden increase;]] [[calls on the government to reverse the income-dependent rent increases,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Fritsma. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-27926-240]]
ParlaMint-NL_2015-01-29-tweedekamer-3.u142	My second motion is next. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the many admitted asylum seekers are given priority in the allocation of rental homes;]] [[believes that this is unfair for other house seekers who have often been on a waiting list for years;]] [[calls on the government to stop the asylum influx so that the consequences are no longer borne by tenants and house seekers,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Fritsma. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-27926-241]]
ParlaMint-NL_2015-01-29-tweedekamer-3.u143	Mr. Chairman. The Minister of the VVD House indicated little in my group's tax reduction plan. This is a sign of the recent aversion to the VVD for tax reductions. He also talked about the cover as if there were no cover. The cover for our plans is, however, neatly calculated by the Central Planning Bureau. It is a budget-neutral plan and therefore costs the Dutch State nothing extra. What we are doing is giving the money back to people through lower income taxes, lower VAT and lower excise duties. We're gonna stop pumping around billions, and so we're gonna stop charging the landlord. This is good for the economy, good for the people and therefore also for the tenants.
ParlaMint-NL_2015-01-29-tweedekamer-3.u144	Does this mean that Mr Van Klaveren will also stop paying the rent?
ParlaMint-NL_2015-01-29-tweedekamer-3.u145	It is very nice that Mr Van der Linde is asking that question. It would be nice if he had read the play. That is the only supplement that we are maintaining. No, I didn't.
ParlaMint-NL_2015-01-29-tweedekamer-3.u146	But why can't we just pump money around?
ParlaMint-NL_2015-01-29-tweedekamer-3.u147	There are billions that are being pumped around, apart from what we're pumping around through the rent surcharge. Mr Van der Linde should have known that.
ParlaMint-NL_2015-01-29-tweedekamer-3.u148	I would like to give the floor to Mr Monasch of the Labour Party. He doesn't want to do that. Then I give the floor to Mr Van der Linde of the VVD. He's getting rid of it, too. Then I give the floor to Mr Verhoeven of D66. He's never gonna let it go.
ParlaMint-NL_2015-01-29-tweedekamer-3.u149	Mr. Chairman. First of all, a personal fact: I have very often waived a second term. I will provide the information on this matter if I so wish. But in this case, I would like to make use of my second term, although I will keep it short. This debate, which some Members consider to be a little superfluous, has made me see a number of things on which we can build on. This is also partly inspired by things I have seen on work visits, including the last one in Utrecht. I think that in many places in the country, through performance agreements, we can get corporations and aldermen to rebuild what is really needed in that particular place in the country. Furthermore, we must, of course, ensure that the distribution of houses is improved. I would be very pleased if the Minister was willing to look together with the House of Representatives at possibilities that would allow us to give that guarantee to corporations more quickly through the Social Housing Fund. On the other hand, we need to open that black box to corporations that say they don't have enough space. If we can deliver these two things to aldermen in the big cities, so that we can get clarity about what can and can't be done in specific places in the country, then I think we can actually take another step towards better housing people. That is what I want to express my hope for, and that is why I wanted to take advantage of my second term.
ParlaMint-NL_2015-01-29-tweedekamer-3.u150	I am pleased that my colleague Verhoeven places emphasis on the availability of affordable rental homes, particularly in a number of cities where there is or is likely to be a shortage. In Amsterdam, where D66 is in the college, it is agreed to reduce the number of social rentals from 230,000 to 187.000. That's a drop of 43,000 social rentals.
ParlaMint-NL_2015-01-29-tweedekamer-3.u151	No long reflections, but please ask a question.
ParlaMint-NL_2015-01-29-tweedekamer-3.u152	It's coming now. Why, then, is Mr Verhoeven now arguing in favour of adding 43 000 houses in Amsterdam? That's one of the cities where there's a shortage, isn't it?
ParlaMint-NL_2015-01-29-tweedekamer-3.u153	I thank Mr Monasch, because this is precisely the problem. The total stock can really be down a bit, that goes for the Netherlands but also for Amsterdam. D66 always said that. This applies to the 2.4 million homes at national level and also to the number of rentals in Amsterdam. We were earlier in Kanaleneiland in Utrecht. Alderman Jansen said that this is one of those places many people would like to live. However, this cannot be done because of the investment space of this particular corporation. We should not look at city level or national level, we should look at the areas where scarcity arises and where too little is added. However, in many places in Amsterdam there are far too many social rental homes that are inhabited by people with that high income. They could have moved on to properties for sale by now. That is why I call for tailor-made work at local level. That should appeal to Mr Monasch.
ParlaMint-NL_2015-01-29-tweedekamer-3.u154	We're all in favour of flow. There is no point, however, if the house left behind does not then become available to someone with a low income. Mr Verhoeven says he is in favour of flow, but in Amsterdam he pulls out the carpet under that policy by not making 23,000 houses available anymore. He can't ask for more capacity for the corporations here with dry eyes, can he?
ParlaMint-NL_2015-01-29-tweedekamer-3.u155	I can do that, and I just did it. In the debates during the municipal elections in Amsterdam, we have repeatedly shown that it is possible, with fewer social housing units in total, to make better provision for low-income people to enter a social housing unit. With less social housing and a better distribution, you can still house more people in the right house. This doesn't change the fact that you have to build something in certain places and that space should be there.
ParlaMint-NL_2015-01-29-tweedekamer-3.u156	This reminds me a little of Mr Rutte's reasoning, which said yesterday that Mr Opstelten is the youngest minister in the cabinet.
ParlaMint-NL_2015-01-29-tweedekamer-3.u157	In my view, Mr Rutte did not say that Mr Opstelten was the youngest minister of the cabinet. I think Mr Rutte has said that Mr Opstelten is the youngest person of that age at 71 years. That kind of nuances, that kind of subtlety in words and in language, I think is important when we talk about this problem. I do not want to suggest at all that there is no problem and that there are no people who have been on a waiting list for a long time. I would just like to suggest that, with a smart redistribution, we can better align a smaller stock with the group of people who really need and are entitled to a social housing. That is my plea, and that calls for customization at district level.
ParlaMint-NL_2015-01-29-tweedekamer-3.u158	We are through asylum policy and Mr Opstelten... There is a lot involved in this rental debate.
ParlaMint-NL_2015-01-29-tweedekamer-3.u159	It's a broad debate.
ParlaMint-NL_2015-01-29-tweedekamer-3.u160	Finally, Mrs Karabulut.
ParlaMint-NL_2015-01-29-tweedekamer-3.u161	I want to make that Amsterdam image complete, because Mr Monasch sometimes forgets something. Does Mr Verhoeven agree that the Amsterdam College said that this is the minimum number of houses it wants to maintain? Part of it is being liberalised. That's private stock and the municipality can't do anything about it. The municipality wants to keep the number of properties mentioned available for the people who belong to the target group.
ParlaMint-NL_2015-01-29-tweedekamer-3.u162	Mr Monasch sometimes forgets something, but he often also says good things. Mrs Karabulut might be right in this case, because she may know the Amsterdam college agreement a little better than I do. She is connected via her party line to the alderman Wonen van Amsterdam. I assume she has a point to make here.
ParlaMint-NL_2015-01-29-tweedekamer-3.u163	I would now like to give the floor to Mrs Karabulut, but for her second term behind the chair.
ParlaMint-NL_2015-01-29-tweedekamer-3.u164	Mr. Chairman. The College in Amsterdam must correct what previous lectures, with the Labour Party in them, have lost to social housing. Unfortunately, the College also has to do with the national policy which forces municipalities to some extent to liberalise some of the social housing, at least regulated rentals. Especially as far as the private stock is concerned, the municipality has nothing to say about that. That's just for completeness. What Mr Monasch could do about is the need for many people with lower incomes, the tenants, also the middle income. The Minister recognizes two things, and I'm happy about that. First of all, there is a problem. Secondly, we are going to take measures in terms of affordability and availability. If that is the case, and it is the case, then at least for this year we have to put in place the further rent increase. That's why I'm filing the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Calls on the Government to refrain from the income-dependent rent increase and to introduce an inflation-based rental policy as of 1 July 2015,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Karabulut. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-27926-242]]
ParlaMint-NL_2015-01-29-tweedekamer-3.u165	Mr. Chairman. Finally, I have a brief question for the Minister. Is the Minister prepared to talk to the corporations to build that space and lower the rents? I know the story of the corporations. The sector says: it's in stones, we don't have that available at all and the landlord levy is rising. Would the Minister at least like to discuss it and inform us about it?
ParlaMint-NL_2015-01-29-tweedekamer-3.u166	This brings us to the end of the second term of office. It appears to me that the Minister can answer immediately, to which I give him the floor immediately.
