ParlaMint-NL_2015-11-18-tweedekamer-5.u1	I would like to welcome the Foreign Minister.
ParlaMint-NL_2015-11-18-tweedekamer-5.u53	The cabinet has provided clarity, for example in those four points. I asked for this today, also in the light of the French retaliatory attacks on Raqqa. But, of course, we do not just need retaliatory attacks; they must eventually be defeated. This requires a political and military strategy. It has always been my view that military developments are driving political developments very much. The cabinet seems to follow an inverse reasoning. In the end, it's about observing what's happening. I can see that over the last few weeks in Vienna I and II, and even last weekend in Turkey, there seems to be what I think is a political future for Syria. If this is what the Dutch Government means, hence my questions, I believe that this condition is also met. Since the Dutch Government has stated that it does not see any fundamental objections to operating over Syria and to participating in the coalition, I hope it will indicate which objections remain.
ParlaMint-NL_2015-11-18-tweedekamer-5.u54	I hear what Mr Ten Broeke is saying, but does it not come down to the fact that the hot potato is being pushed through every time with some other arguments?
ParlaMint-NL_2015-11-18-tweedekamer-5.u55	Not by me!
ParlaMint-NL_2015-11-18-tweedekamer-5.u56	By the Cabinet. On a point of fact, Mr Ten Broeke should also expect the cabinet to say yes or no and that it will not continue to push that matter forward.
ParlaMint-NL_2015-11-18-tweedekamer-5.u57	We supported the motion that led to this letter. I believe that I have only been complimenting most of my colleagues on the clarity with which I have addressed the cabinet so far. I am sure that will be different if Mr Sjoerdsma speaks later.
ParlaMint-NL_2015-11-18-tweedekamer-5.u58	This leaves nothing to be desired. I do have a question for Mr Ten Broeke. Two days ago, he stated in an article in the Volkskrant or in the AD that this is not the time to bomb Syria, and now he considers this possible. What happened in the last two days?
ParlaMint-NL_2015-11-18-tweedekamer-5.u59	That was an answer to the question of whether the Netherlands should bomb on its own. It seems to me impossible that the Netherlands is sending four F-16s to bomb Raqqa. In the case of the French, it was a retribution and I have the necessary understanding. I have also said in the same or in another newspaper that it is not only about retribution but also about defeat. If you want to defeat ISIS, then the coalition that is very wide over Iraq must also be very wide over Syria. That has been my analysis from the beginning, and it is still my analysis today. I also see all kinds of developments that only support me in that reasoning.
ParlaMint-NL_2015-11-18-tweedekamer-5.u60	However, I would like to say a few words about this coalition, because Mr Ten Broeke must also quote himself well. He talked about the lack of a coalition over Syria and he is actually doing so again. He says that only a few countries, America, a single Arab state, Jordan and now France, are bombing over Syria. That is an important condition for Mr Ten Broeke. That's what he says in the interview. Let me then put the question as follows. Is this condition satisfied, according to Mr Ten Broeke? Is that broad-based coalition there for Syria? I ask this because my approach is the political strategy and that of Mr Ten Broeke's military strategy. Is the last one there?
ParlaMint-NL_2015-11-18-tweedekamer-5.u61	There's a very broad coalition for Iraq. It is a coalition of more than 60 countries, of which about 30 are truly military contributions. The coalition for Syria is currently barely reaching six. You have to take the Canadians and the Danes off because they can't. So far, the French have only operated reconnaissance flights, but have now switched to a heavier input. So you cannot claim that this is a very broad coalition. It's partly the same coalition. Sunni Arab countries are currently busier than Yemen. It is certainly not a very broad coalition. There is a military strategy and there is also military and political clarity, especially after Vienna. The Vienna document contains nine points; I will let the humbug out for a moment. There is one point that everyone agrees on: ISIS, Daesh, must be fought. At least all sponsors of the conflict in Syria agree on this. Then you can no longer deny that there is a military and at least a political will to do so.
ParlaMint-NL_2015-11-18-tweedekamer-5.u62	Please continue.
ParlaMint-NL_2015-11-18-tweedekamer-5.u63	The second thing that has to happen is closer to home. A radical version of Islam is also found in the Muslim community in Europe and the Netherlands. I take my hat off to people like Ahmed Aboutaleb, Ahmed Marcouch and Yassin Elforkani, but we also need the great, silent, benevolent majority of Muslims to maintain trust in society and to prevent us from demanding new security measures after every attack. An open and free society, I say to Mr Van Bommel, after all, can only function on the basis of trust, the confidence that we share the same principles. If that trust fails, security measures will replace it. I don't want to sit on a terrace with a guard. I do not want to live in a society in which all our freedoms are guarded by agents: the freedom of religion, synagogues, but with the Marechaussee at the door; the freedom of expression, Mr Wilders, with more guards around him; the freedom of education, but no more teaching about the Holocaust; the freedom of assembly, but with a police escort; the freedom of the press, but with self-censorship. Open societies cannot maintain the democratic balance between freedom and security if representatives of Islam do not take precedence in combating the excesses that are carried out in their name. The cement of our open and vulnerable society is the confidence that without intimidation, fear and violence on a Friday night we can enjoy a terrace, a football game or, as far as I am concerned, a hard rock concert. The fight against ISIS cannot be separated from another major issue that concerns us. This summer there was the nasty statue of 3-year-old Aylan, washed up on the beach of the Turkish Bodrum. His tragic fate was not unique. In April, in the Mediterranean Sea, a boat was killed by more than 800 people. Nevertheless, many hundreds of thousands took the boat trip to Europe. In October it was 218,000, thousands of whom drowned. While we are here in the plenary, new migrants in the same Turkish coastal towns are waiting for the next boat. It's five to twelve. Think about it. Since the end of World War II, there have never been so many people on the run as they are now. 60 million. And the clock is ticking. The world population is growing explosively and the biggest growth is taking place in our own backyard, in the Middle East and in Africa. In 1950, 200 million people lived in Africa. Now that's 1 billion. It is expected that by the end of this century there will be more than 4 billion. This is the largest population growth ever. The lack of perspective and prosperity will lead us to see more and more people getting on a boat to Europe. Many of them will not stay in their own region. They are on the run: looking for happiness or simply out of lack of perspective. However, Europe has no infinite absorption capacity. Against Angela Merkel's "wir purchase tie," I put the statement of Helmut Schmidt, who unfortunately has slipped us, "the tie können wir nicht verkrafften." This summer we saw the beginning of that. Given the projection that Europe's population will shrink in the coming years, Europe cannot cope with this move in the population, which we now see as the harbinger of. The issues of security and migration, which I have just outlined, are the biggest challenges facing the Netherlands and Europe at the moment. They show that our foreign policy must first and foremost become an external policy. Like some of my colleagues, I recently visited the region. I was in some refugee camps, including the Jordan camp Zaatari where 80,000 Syrian refugees are currently staying. I spoke to Camp Director Abdul Rahman Omoush there. We talked for an hour and I noticed that at the end of our conversation he had still not asked if the Netherlands could take in more refugees. When I asked him why he had not asked me that question, he replied: Mr Ten Broeke, what your country is taking up is a final difference for me. It was about 2,000 people. He places them in a snap, either in Zaatari, or in one of the other five camps in Jordan or in the sixth camp under construction. What he did appeal to me, however, was the fact that he could no longer feed the people from 1 December. In mid-2014, the UN food programme paid 50 dollars per family to food vouchers. That was brought down to $13.50 in the fall. From December 1st, the budget would be up, says rahman Omoush. According to him, this is because promises are made by the donor community, but they are not being kept. Moreover, our way of financing aid organisations and refugee reception is so ad hoc that rahman Omoush and his colleagues from UNHCR can hardly plan ahead. In Lebanon, I spoke with the Lebanese Minister for Social Affairs, Rashid Derbas. He is responsible for the reception of displaced persons. He also asked for structural aid. I asked how we can help Lebanon organise the shelter. He said there must be education, but there is no money for that. There is a very active UNHCR, but Derbas does not see any of the promised international donor funds. In the same Lebanon I spoke a few hours later, just outside Tripoli, a single Syrian father. I asked him why he wanted to leave Lebanon, where he was safe at that time. He said my life here is hopeless. He had no money and could not cough up the €4,000 to be smuggled to Europe by boat. His family didn't do that for him either, but he'd take the boat soon. On his phone were the numbers of the Turkish smugglers who could take him with the deathboats to Europe. As he showed me his phone, I looked at his son sitting on his lap, whose life this father dared to risk, without blinking his eyes for a moment. A boy, not much older than Aylan. Those are the stories I have drawn to preparing for this budget debate. They reveal where urgent action is needed. That necessity transcends party politics and calls for common answers from our home, from among us and from the political centre.
ParlaMint-NL_2015-11-18-tweedekamer-5.u64	It is good that Mr Ten Broeke has gone to the camps. I've visited the same camps and I recognize the stories very clearly. For us, too, they have been the motivation to make earlier proposals to maintain, in particular, the emergency budgets for next year. However, I cannot reconcile them with the budget for next year's cabinet. I understand that Mr Ten Broeke and Mr Servaes want to pay 35 million for this. I do not know whether Mr Ten Broeke will be speaking about this, but still... There will be 750 million cuts in development cooperation next year. Even next year's emergency aid budgets will be cut by 130 million compared to this year, with the support of the VVD. The VVD can give up to 35 million, and it will receive my support for that, but that is of course not proportionate to the total amounts that this party, the VVD, cuts. So why not implement the Slob motion submitted to the General Political Reviews? Get over the bridge with substantial amounts of money.
ParlaMint-NL_2015-11-18-tweedekamer-5.u65	I will come up with substantial amounts of money that you have not seen in the Foreign Affairs budget before. I do this together with Mr Servaes, and you will hear how we will do it. I am opposed to the idea that cuts in the Development Cooperation budget would be at the expense of this. Quite apart from the fact that, in my opinion, we are discussing this budget next week, apart from the fact that the Court of Auditors has expressed a devastating opinion on that budget, and quite apart from my hope that we will finally apply the Duisenberg method to that budget, I would like to tell you that you should not want to do this through emergency aid. The major problem with emergency aid for refugee shelter is that the UNHCR can hardly plan if it is constantly poured, so when ministers come by again and again, whether it is called Koenders or Ploumen, or someone from another country. Those are the ad hoc contributions, which are excellent for the Netherlands and are very useful for the UNHCR, but which it cannot plan on. It must be a structural form of financing. That is why, in recent years, you have heard me consistently plead in this budget for the CERF, the UN Stabilisation Fund, in which we have also consistently contributed money. I'm sorry you didn't mention that, Mr Voordewind.
ParlaMint-NL_2015-11-18-tweedekamer-5.u66	That too was supported by us. Mr Ten Broeke refers to the root causes, but also to the total funding. We can, of course, add ad hoc money, including for the UNHCR, but we will need to maintain our investments to counter the flow of refugees in the Middle East. I see that this cabinet cuts 75 million and that we still have no solution to the cost of first-year reception of asylum seekers. This year, the Minister for Development and Cooperation's budget for 800 million will be seized. What substantial sums will the VVD come up with in order to combat the refugee problem and its root causes?
ParlaMint-NL_2015-11-18-tweedekamer-5.u67	The coalition partners have done the following. The spokesmen for the various budgets to which Mr Voordewind refers, i.e. for Foreign Trade and Development Cooperation, Defence and Foreign Affairs themselves, have been sitting together. We have looked at what is currently to be done in the budgets: what can be done, what can be swept together to add a structural, fundamental and substantial amount? Together, we have come up with a package of measures, indeed, of EUR 35 million, to enable serious regional reception, but also to take concrete steps in the area of diplomacy and security in that area of instability around Europe. Aid and trade are part of this. These are all foreign policy instruments to achieve that goal. Let me go into the plan that Mr Servaes and I want to present today, after we have sat together for that. We have decided to focus on regional reception, which is currently coordinated in practice by UN organisations. We do this by looking at the voluntary contributions to the UN organisations. These voluntary contributions reflect the priorities of our foreign policy, including in the words of the cabinet. After all, the Netherlands is making voluntary contributions to the European Union and I quote 'those UN organisations that are instrumental in the foreign policy of the Netherlands'. For this reason, I will table a motion with Mr Servaes in which, within the voluntary contributions to the UN, we will move in favour of organisations dealing with the regional reception of refugees. The UNHCR is, of course, at the forefront of this. I admit that money has gone from that, but we now have money. This includes the UN Women, to provide security, and UNICEF to provide education. The coalition is also in favour of the structural use of soft loans, soft loans, with trade preferences for countries affected by the disruptive effects of the reception of refugees, such as Jordan and Lebanon. We will ask the Cabinet for an approach that will enable these instruments to be used in a structural but also in a conditional manner. We also ask the Cabinet to contribute, if possible, to an effective European approach with the force of human trafficking and better European border control. Mr Servaes will discuss our intention to release much, much more money for the Matra programme and the focus on the priority countries, the countries where instability is threatening or already prevailing.
ParlaMint-NL_2015-11-18-tweedekamer-5.u68	Have you finished explaining your plan?
ParlaMint-NL_2015-11-18-tweedekamer-5.u69	I have now dealt with the elements of the plan. I have to pay a little attention to my speaking time. I think it would be a good idea for colleagues to be able to put an interruption on that right now. At least I assume that's what their interruptions are about.
ParlaMint-NL_2015-11-18-tweedekamer-5.u70	That is what I was hired for, Mr Ten Broeke.
ParlaMint-NL_2015-11-18-tweedekamer-5.u71	All the way to the end of his speech, Mr Ten Broeke said that today 35 million was being allocated to the Matra programme and other projects. I trust that an amendment will be tabled to that effect.
ParlaMint-NL_2015-11-18-tweedekamer-5.u72	Sure.
ParlaMint-NL_2015-11-18-tweedekamer-5.u73	How should I see this in the light of the previous contribution to budgetary treatment? In the past, the VVD has operated extremely critically and has been critical of this programme. The AIV (International Affairs Advisory Council) did not give good reports on this programme either. He actually said that this program has hardly any effect. Now you're gonna shift $35 million. You also mentioned Frontex and the military deployment. Where's the balance? Did you give this to the Labour Party? Does the VVD get anything in return that helps at the external borders? How's that?
ParlaMint-NL_2015-11-18-tweedekamer-5.u74	First of all, there is coherence with the UN. I've focused my contribution on the funds. In a moment you will hear some more explanations from Mr Servaes about Matra. The VVD has always been very clear about it. You may not remember that because you were not the spokesperson at the time, but you will have to ask Mr Omtzigt. Two years ago, we argued that the voluntary payments of the Netherlands should focus more strongly on those UN funds that perform well. In the meantime, we will. That's what conditions are created for. We'll follow it. So we are following the pluses and minuses that the Dutch government itself has indicated. On that basis, we were able to make this shift. That is what the UN funds are all about. Then I'll come to Matra. It's true what you're saying. We've been critical about it. In order to increase the impact of the aid programme there, the AIV advocates much more coherence between the Matra Funds, both bilaterally and multilaterally, and between priority and non-priority. The IOB (Inspection on Development Cooperation and Policy Review) also confirmed this later. Let that be exactly what this proposal is about. Mr Servaes will explain this so extensively. I invite you to listen to that. That's where the connection is.
ParlaMint-NL_2015-11-18-tweedekamer-5.u75	I'll definitely listen to it. It is interesting that the VVD has chosen to support this amendment from the Labour Party that we will still be getting, but does not provide a check for the legitimate other wishes, such as strengthening the external borders. I'm not saying this is unimportant, but I'm just wondering where the prioritization went. Where are the additional resources that are also needed, for example to strengthen the external borders? Mr Ten Broeke was right to point that out.
ParlaMint-NL_2015-11-18-tweedekamer-5.u76	If necessary, we will have a motion before the external borders, including with regard to the deployment of the armed forces. You have already heard me say that the military must participate much more strongly in, for example, UN blue helmet operations. The Netherlands is now the first to do this in Mali, in a very adequate way. The government has already taken additional steps. That is where you are served, Mr Knops. I think this is a bit of a shame. I appeal to you all today, in the light of this great crisis that will only become greater. I gave the projections. I appeal to all of you to put your shoulders on this. This contains elements about which the VVD has been critical. It contains elements on which the Labour Party has been critical. I hope we're all critical. That is the job of a representative of the people. However, it is also our job to say to the Netherlands: we can do this. We can solve this refugee problem in the region if we want to, and we can add the money to it. That's what we're showing here today.
ParlaMint-NL_2015-11-18-tweedekamer-5.u77	I welcome the fact that Mr Ten Broeke is making a warm plea here for more structural funding for the reception of refugees in the region, if I understand correctly. I'd like to hear more about that. The first question I have on this is: is this a motion or an amendment? Mr Ten Broeke is talking about several things, so I am curious to see what is going on.
ParlaMint-NL_2015-11-18-tweedekamer-5.u78	Both.
ParlaMint-NL_2015-11-18-tweedekamer-5.u79	Can Mr Ten Broeke say something about cover? Where does the money come from and at what cost does he want to let this go? We will have to take that into account.
ParlaMint-NL_2015-11-18-tweedekamer-5.u80	Sure. We will also distribute the amendment, as it is customary to do after a first deadline. In the case of the funds which, as far as we are concerned, receive a plus, this is correlated, as I mentioned earlier, with the appreciation and assessment that the government itself has already given to these funds. UNHCR will receive a substantial sum. We speak in our proposal of about 13 million. UN Women is extremely important. That is clear to everyone who has been to those camps and has seen that a lot of women without men arrive there, but with many children. It is important that they can enjoy protection, especially in a camp with 80,000 people. That organization gets something, too, if it's up to us. Finally, UNICEF is also extremely important for teaching.
ParlaMint-NL_2015-11-18-tweedekamer-5.u81	I take it the amendment is being circulated?
ParlaMint-NL_2015-11-18-tweedekamer-5.u82	The amendment will be circulated shortly, but only after the first deadline. It's customary, as I said. I hear the chairman saying that we don't have to do this. In any case, we do, I say in the direction of Mr Van der Staaij. I find it a little difficult to talk to both the President and the Interrupt, but I am doing my best.
ParlaMint-NL_2015-11-18-tweedekamer-5.u83	I'm asking in terms of technology. It is always useful if the amendment is sent around in advance, because then others can ask specific questions about it.
ParlaMint-NL_2015-11-18-tweedekamer-5.u84	We make the proposal first, then the House will see the amendment and there is also a second deadline.
ParlaMint-NL_2015-11-18-tweedekamer-5.u85	Mr Ten Broeke now indicates where the money is going. My question was, however, what the money comes from, and he has not yet answered it.
ParlaMint-NL_2015-11-18-tweedekamer-5.u86	There are a number of mins and they are at UNAP, UNESCO and UNDP. UNDP in particular has received a very poor assessment. We have drawn conclusions from that. So the knife cuts both ways. UN funds that do not perform or do not perform properly should also know that this can have consequences, especially in large donors such as the Netherlands. We also see these funds as an expression of our foreign policy and as instruments for it. Because we believe that refugee reception in the region should be a top priority, the money goes to the three goals I have just mentioned.
ParlaMint-NL_2015-11-18-tweedekamer-5.u87	Mr Ten Broeke is absolutely right to say that this is a challenge that you should not be party politics and that we should deal with with all political parties. The VVD spokesperson's statement that we can handle this is a relief to me. I think that's a step forward. I do, however, have a few questions for Mr Ten Broeke, following on from previous speakers. That 35 million is a welcome amount of money. It's found within the budget. How does this relate to the cuts made by the coalition to the budget next year in both emergency and structural development cooperation?
ParlaMint-NL_2015-11-18-tweedekamer-5.u88	When I say we can handle it, I'm talking about the reception in the region. We can handle it in the region. I will give you an example of this later. What I am taking a huge distance from is the statement that we can handle it here in Europe. I have just done so by quoting Mrs Merkel and contradicting what former Chancellor Schmidt said. It would be worth a sweet thing to me if D66 would take care of that, too. I think that there is a huge difference of opinion between Mr Sjoerdsma and myself.
ParlaMint-NL_2015-11-18-tweedekamer-5.u89	I give the floor to Mr Sjoerdsma.
ParlaMint-NL_2015-11-18-tweedekamer-5.u90	I'm still waiting for an answer.
ParlaMint-NL_2015-11-18-tweedekamer-5.u91	Do you mean answer the question about the cuts?
ParlaMint-NL_2015-11-18-tweedekamer-5.u92	I would like to repeat the question. It's about what we achieve with our money. That's crucial. Then I conclude that 35 million is welcome, but this is in stark contrast to a cut of 160 million in emergency aid and 750 million in development cooperation.
ParlaMint-NL_2015-11-18-tweedekamer-5.u93	I think I have just answered Mr Voordewind's question. I'd like to repeat it. I want to get rid of emergency aid when it comes to refugee reception. It has to be structural. Mr Sjoerdsma was with me two years ago in the Beka'a Valley and we also spoke to the UNHCR there. We both heard it at the time, and I'm sure he remembers it, because we've talked about it a lot about saying, "Stop that ad hoc help." Of course, there's always more to it. We did not do much more then, at least not in the way the coalition is offering today, but at that time it became clear to me that we can do no greater pleasure to the UN when it comes to refugee reception than by resolving it through these funds and by giving them structural resources.
ParlaMint-NL_2015-11-18-tweedekamer-5.u94	I fully agree with that structural approach, because that was also my conclusion of our joint visit to Lebanon at the time; we need to establish a structural partnership with these countries that goes beyond just 35 million and which is structuralally working on their education and infrastructure. I have also put forward proposals to that effect. I will not say what your party voted at that time, but that was not in favour of any of them.
ParlaMint-NL_2015-11-18-tweedekamer-5.u95	No.
ParlaMint-NL_2015-11-18-tweedekamer-5.u96	So I'd say a nice start, but let's take it one step further. Let us then see how we can fill in these partnerships even more broadly than we already do, not only with the money you are spending now, but also in the areas of trade, loans and so on. I therefore invite you to do so.
ParlaMint-NL_2015-11-18-tweedekamer-5.u97	All these elements are in this, but what Mr Sjoerdsma wants is to expand the development programme; he wants to add new partner countries again. Look, we know that "more, more, more." What matters here is that you do more within the possibilities you have in the context of the priorities you set. The priority here is refugee reception and stability in the region. For that we are now going to shift a considerable amount, in my view tenfold of what has been postponed in recent years within the Foreign Affairs budget, that way. I hope and am counting on Mr Sjoerdsma's support for this.
ParlaMint-NL_2015-11-18-tweedekamer-5.u98	This also sounds to me as a good and important step towards further strengthening reception in the region. I do have a more technical question about the design. I think it would be preferable, in general terms, to make known plans leading to amendments to the debate so that we can take a quiet look at them and not ask all kinds of informational questions during the debate. I understand that the amendment will be tabled soon. Is there another more comprehensive plan that we can also get? The plan has now been discussed a number of times.
ParlaMint-NL_2015-11-18-tweedekamer-5.u99	I think it's a very simple approach. For the regional shelter, we're gonna make three pluses. We have already prepared the amendment. It may be sent this way at any time and I will see if I can submit it during the first period. I myself would prefer to discuss the plan with the Chamber first. I have indicated the elements of this. The amendment will be tabled as soon as possible so that Members can read it.
ParlaMint-NL_2015-11-18-tweedekamer-5.u100	I understand that Mr Ten Broeke of the VVD and Mr Servaes of the PvdA want to cut into funds for the purposes of the United Nations. Of course that sounds like music to me, but the rest of the story is just worthless. I note that the Netherlands has already spent some 159 million on the reception of refugees. Mr Ten Broeke and Mr Servaes are now holding out the tremendously bloated story that they want to spend another 35 million, but it is and remains a drop in the ocean. These two gentlemen know that, too. I heard them say on television this morning: of course we hope other countries will follow this example. They can hope for anything, but in hope you cannot establish a policy. cherishing hope is not a policy.
ParlaMint-NL_2015-11-18-tweedekamer-5.u101	Mr Ten Broeke.
ParlaMint-NL_2015-11-18-tweedekamer-5.u102	I therefore ask Mr Ten Broeke whether he has already been to the capitals of the countries that have caused and blown up all this misery: Riyadh, Abu Dhabi, Manama, Doha, Tehran. Has he come by to ask whether they are going to make huge contributions to the plans he is now presenting to us?
ParlaMint-NL_2015-11-18-tweedekamer-5.u103	Firstly, I would like to say to Mr De Roon that if he has better plans with more money for regional care, he will be happy to hear it today. I have never heard anything from the PVV in this area. Secondly, I would like to visit these capitals, but the PVV always makes it impossible for us to exert a great deal of influence on those countries in order to tempt them into certain things, because these countries are constantly being attacked by the PVV with an approach that does not always make it easier to address them. However, we must set priorities; so must you, Mr De Roon. Mr De Roon mentioned Riyadh. When it comes to the UNHCR, we cannot directly blame Saudi Arabia, because that country is in the top ten. The same applies, in my view, to Kuwait, another country which Mr De Roon often criticises. So maybe he can give us some other examples.
ParlaMint-NL_2015-11-18-tweedekamer-5.u104	Finally, Mr De Roon, a brief interruption.
ParlaMint-NL_2015-11-18-tweedekamer-5.u105	I will have to respond to what Mr Ten Broeke is saying. My reaction is that the countries referred to by Mr Ten Broeke may be doing something, especially in Saudi Arabia, but apparently this is far too little. That should be considerably more if we were to implement this strange plan by Mr Ten Broeke and Mr Servaes. Then there will have to be a lot of money on that side. Apparently, that wasn't asked.
ParlaMint-NL_2015-11-18-tweedekamer-5.u106	Thank you.
ParlaMint-NL_2015-11-18-tweedekamer-5.u107	That is, therefore, the cherishing of hope and not a real policy. Mr Ten Broeke asked what the PVV plan is. Of course, he knows that: boundaries close. The borders must be closed and controlled. That will stop people from coming this way. As long as they can have the hope that they will come in here, they will continue to come.
ParlaMint-NL_2015-11-18-tweedekamer-5.u108	Thank you.
ParlaMint-NL_2015-11-18-tweedekamer-5.u109	Even if Mr Ten Broeke's 35 million go towards Lebanon, that will not help. They keep coming.
ParlaMint-NL_2015-11-18-tweedekamer-5.u110	Mr De Roon, you have a term of your own.
ParlaMint-NL_2015-11-18-tweedekamer-5.u111	This was a rather boundless interruption. Hope may not be a policy, but lack of knowledge of facts is certainly not helping us. Mr De Roon is always critical of Saudi Arabia. Much criticism is possible in that country, but it is above the Netherlands when it comes to spending. So as far as that is concerned, Mr De Roon is just wrong. He says the boundaries must be closed. I'm from the border region myself. Perhaps we should take a walk, because I can show him where you can cross the border anywhere without encountering a border post. So you have to do it in a smart way. You have to do it with mobile border controls. That's exactly what this cabinet does. You're gonna have to put in the marshalssee. That's exactly what this cabinet is doing. Those who believe in the way in which the PVV wants to close the borders, especially close their eyes and close our exports. The only ones that stand still are trucks full of flowers, potatoes and other things, from which Mr De Roon and I collect tax money, which we then spend here again.
ParlaMint-NL_2015-11-18-tweedekamer-5.u112	Please continue. And I ask you not to provoke.
ParlaMint-NL_2015-11-18-tweedekamer-5.u113	The VVD also looks at the nature of our foreign policy when it comes to budgetary treatment such as today's. We are in favour of a realistic foreign policy. This means, among other things, that, as my group chairman wrote earlier this year, we can divide the world into 'friends', 'uncomfortable friends', 'enemies' and 'opponents' They are not exclusive categories, but it does make a lot of sense. The tricky category of "uncomfortable friends" is the category we discuss most here. We agree on the rest very quickly. Uncomfortable friends make us uncomfortable choices. The problem with supporters of what is commonly referred to as witness politics when it comes to Saudi Arabia is that, for example, Mr De Roon, they are terribly afraid to name the importance of our strategic partnerships with these uncomfortable friends. They are constantly opposed to supplying radar technology to Egypt, while no protester on Tahrir Square but terrorists in Sinai can be fought. But it doesn't matter. They are also opposed to supplying tanks to Indonesia, although that weapon cannot even land in New Guinea and the tanks were delivered by our German neighbours. They also prefer to argue for gender specialists to the Kurds rather than armament. They're terrified of making dirty hands. They prefer to keep a clean conscience and an immaculate soul. A good example of this was last week, when Amnesty International once again addressed us in Saudi Arabia. From this organization we must free the bloggers, attend trials, stop court executions, raise gay rights and put women behind the wheel. And in Yemen, we actually need to change the whole Saudi war course. With all these points, I can still agree with myself. But when our King travels to Saudi Arabia to attend King Abdullah's funeral, those parties suddenly feel uncomfortable and it is better if our King presents a flu, as group leader Pechtold of D66 said. I do not know whether we can encourage Saudi Arabia to do more, as Mr De Roon has just advocated. Although I also agree with a great many of these human rights efforts, I do not think it will work that way. For the VVD, we do not allow human rights to be determined with whom we maintain relations, but that we maintain countries within those relations about human rights. The VVD is opposed to the policy of testimony without means of power, which requires a great result, but which cannot generally be achieved. Tell me the testimony of the canal belt. And I see Mr Grashoff from GroenLinks coming to the interrupting microphone!
ParlaMint-NL_2015-11-18-tweedekamer-5.u114	The issue of human rights within relations is an excellent Green Left move that we consistently promote. I think we are doing this a little more consistently than Mr Ten Broeke. But let's also see what binds us and what separates us. Does Mr Ten Broeke think that this is being done sufficiently, for example, in Saudi Arabia? Because I haven't heard so much about it.
ParlaMint-NL_2015-11-18-tweedekamer-5.u115	The Netherlands is one of the most active countries when it comes to some of those elements that have just been mentioned. I mention, for example, the follow-up of the lawsuit against the bloggers. The Netherlands has talked about Raif Badawi on a regular basis. The Dutch human rights ambassador is one of the few who consistently goes there. The Netherlands has had a huge commitment to the UN Human Rights Council when it comes to Yemen. So, yes, Mr Grashoff, I think we talk to them regularly about human rights within our relationship with this uncomfortable friend.
ParlaMint-NL_2015-11-18-tweedekamer-5.u116	I think that the issue of discussion is par excellence, whether it is done to a sufficient extent and whether it is done sufficiently intrusively. I think it is very important to urge our Minister to do so more consistently than has been the case up to now. It would be nice if Mr Ten Broeke and I could get a little more together in that. If I understand Mr Ten Broeke correctly, he actually agrees with me in principle that this commitment should be there.
ParlaMint-NL_2015-11-18-tweedekamer-5.u117	A brief response, Mr Ten Broeke.
ParlaMint-NL_2015-11-18-tweedekamer-5.u118	I'll get to that later. We don't disagree so much about the stakes. We very much disagree on the way you do it most effectively. If Mr Grashoff says it all has to be more and harder and more often, I say: at your service! My question to Mr Grashoff is then what power we have to enforce it. Is there any prioritization in that?
ParlaMint-NL_2015-11-18-tweedekamer-5.u119	You can ask that later when Mr Grashoff is behind the cathedral.
ParlaMint-NL_2015-11-18-tweedekamer-5.u120	Yes, Mr. Chairman, but this is called provoking.
ParlaMint-NL_2015-11-18-tweedekamer-5.u121	No. And I'd still like to appeal to you.
ParlaMint-NL_2015-11-18-tweedekamer-5.u122	Mr President, I think this is entrapment.
ParlaMint-NL_2015-11-18-tweedekamer-5.u123	You'll have the floor in a minute. Okay, okay, okay, okay, okay, I see everyone thinks it's an entrapment. I would like to appeal to you, however, to keep the interruptions short. Mr Ten Broeke is only the second speaker. Before we suspend for lunch, I would like to give two more speakers the floor. I'm just warning you. For you, too, Mr Ten Broeke, when it comes to replying, that answer must be short and strong. Mr Grashoff, give you a good example.
ParlaMint-NL_2015-11-18-tweedekamer-5.u124	With all due respect, I do not yet experience this debate as a pillar of the hugely long and extensive interruptions.
ParlaMint-NL_2015-11-18-tweedekamer-5.u125	But I do.
ParlaMint-NL_2015-11-18-tweedekamer-5.u126	So I don't understand exactly whether the planning might be all right.
ParlaMint-NL_2015-11-18-tweedekamer-5.u127	I do.
ParlaMint-NL_2015-11-18-tweedekamer-5.u128	I don't. Mr Ten Broeke is actually asking again whether it should always be more. The essence is that we feel that it is not happening enough. I would like to discuss where the priorities should lie and how that could be meaningfully done. I would be extremely pleased if the Minister could elaborate on this. For example, we did not notice enough of it when we visited Saudi Arabia. In a country such as Saudi Arabia, you might want to mention this a little more prominently.
ParlaMint-NL_2015-11-18-tweedekamer-5.u129	This was also a long interruption. For the record, Mr Ten Broeke has been here for almost an hour and has only used 15 minutes of his speaking time. Speaking of long interruptions!
ParlaMint-NL_2015-11-18-tweedekamer-5.u130	I didn't know I was capable of that; that's special. I do not think there are any major differences in this House as to the importance of human rights. We all share the same view. That is a good thing, because we have the same Constitution. What happens very often in the Netherlands is that debates on human rights turn into debates on who is the most appropriate. The VVD now says that a policy of virtue is not the same as a policy of daring to make choices. I just had that little debate with Mr De Roon. He wants us to appeal to Saudi Arabia to pay more for the reception of refugees. Fine, I'd like to do that. However, we cannot address Saudi Arabia on ten points, but at the same time we do not want to maintain our economic relationship with them, agree an arms embargo and keep Saudi Arabia in the dock. Unfortunately, in a realistic foreign policy, you will have to make choices, I say. Those are uncomfortable choices.
