Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-0	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-398	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-402	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-426	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-432	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-437	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-441	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-444	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-448	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-453	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-456	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-459	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-478	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q4959972	Kronlid, Julia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-480	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-484	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q4959972	Kronlid, Julia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-487	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-489	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-493	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-495	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-497	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-499	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373169	Forslund, Kenneth G.	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-507	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q3675520	Malm, Fredrik	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-509	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373169	Forslund, Kenneth G.	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-512	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q3675520	Malm, Fredrik	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-515	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373169	Forslund, Kenneth G.	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-517	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4942378	Cederfelt, Margareta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-520	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373169	Forslund, Kenneth G.	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-WXvAAZE8FoZSYBaB4CdXop	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4942378	Cederfelt, Margareta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-526	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373169	Forslund, Kenneth G.	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-528	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4936454	Arkelsten, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-545	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18244644	Nissinen, Johan	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-559	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18454922	Stålhammar, Pernilla	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-577	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-580	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18454922	Stålhammar, Pernilla	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-583	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-586	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18454922	Stålhammar, Pernilla	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-588	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-606	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q3675520	Malm, Fredrik	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-615	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6209093	Thorell, Olle	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-630	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4942378	Cederfelt, Margareta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-640	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q563289	Jansson, Mikael	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-657	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q3675519	Kakabaveh, Amineh	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-668	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3845415	Örnfjäder, Krister	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-675	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3742553	Pettersson, Göran	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-678	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6240455	Wiechel, Markus	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-690	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6209093	Thorell, Olle	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-694	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6240455	Wiechel, Markus	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-697	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6209093	Thorell, Olle	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-701	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6240455	Wiechel, Markus	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-704	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18246258	Svenneling, Håkan	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-722	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q30035700	Österberg, Anders	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-739	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q18169826	Delis, Sotiris	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-757	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-769	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-786	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q1040479	Schlyter, Carl	M	-	
