Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-0	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-562	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-574	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6027267	Olsson, Kalle	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-586	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-589	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6027267	Olsson, Kalle	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-593	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-596	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6027267	Olsson, Kalle	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-600	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q563289	Jansson, Mikael	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-619	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-624	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q563289	Jansson, Mikael	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-627	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-631	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q563289	Jansson, Mikael	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-634	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-639	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-641	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-642	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-643	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-644	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6071900	Riedl, Edward	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-666	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18246207	Ståhl, Jimmy	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-669	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18246207	Ståhl, Jimmy	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-690	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255521	Åkesson, Anders	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-705	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5783589	Halef, Robert	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-9NNmtfS95nXZ4sscd435Ke	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4981479	Smith, Karin Svensson	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-738	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18246207	Ståhl, Jimmy	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-743	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4981479	Smith, Karin Svensson	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-747	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18246207	Ståhl, Jimmy	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-754	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4981479	Smith, Karin Svensson	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-758	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6071900	Riedl, Edward	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-761	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4981479	Smith, Karin Svensson	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-764	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6071900	Riedl, Edward	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-fe0a63894482af00-0	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4981479	Smith, Karin Svensson	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-768	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4981479	Smith, Karin Svensson	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-772	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5554920	Andersson, Johan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-788	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255521	Åkesson, Anders	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-791	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5554920	Andersson, Johan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-796	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255521	Åkesson, Anders	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-800	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5554920	Andersson, Johan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-803	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6071900	Riedl, Edward	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-809	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5554920	Andersson, Johan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-814	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6071900	Riedl, Edward	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-820	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5554920	Andersson, Johan	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-824	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18335045	Wallrup, Emma	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-834	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243330	Klarberg, Per	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-843	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373346	Pettersson, Leif	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-860	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6071900	Riedl, Edward	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-863	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373346	Pettersson, Leif	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-866	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6071900	Riedl, Edward	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-867	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373346	Pettersson, Leif	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-870	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4981668	Mölleby, Mia Sydow	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-876	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3375804	Högman, Berit	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-882	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4769201	Engblom, Annicka	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-893	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q5973694	Malmberg, Niclas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-910	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4769201	Engblom, Annicka	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-914	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q5973694	Malmberg, Niclas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-918	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4769201	Engblom, Annicka	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-921	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q5973694	Malmberg, Niclas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-UH5jA4iTRAWxzVSfisZA2t	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6068516	Reslow, Patrick	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-947	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18244376	Millard, Jonas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-HCRPq83LU4ceXvrCzCKgv2	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4981668	Mölleby, Mia Sydow	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-962	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5707578	Ekström, Hans	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-967	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4941553	Börjesson, Agneta	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-977	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q5889601	Johnsson, Per-Ingvar	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-983	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q10578332	Sundin, Mathias	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-990	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q4354054	Skånberg, Tuve	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1001	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4755577	Norlén, Andreas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1020	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q21497027	Eriksson, Fredrik	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1038	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4981668	Mölleby, Mia Sydow	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1046	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4755577	Norlén, Andreas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1050	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4981668	Mölleby, Mia Sydow	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1057	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4755577	Norlén, Andreas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1062	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4981668	Mölleby, Mia Sydow	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1065	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q4354054	Skånberg, Tuve	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1078	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q879773	Sydow, Björn von	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1093	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4941553	Börjesson, Agneta	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-7NPU2vKed8Z3S3pM9pbHHi	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q5889601	Johnsson, Per-Ingvar	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1105	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18275164	Öz, Emanuel	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1119	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q5973694	Malmberg, Niclas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1130	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4755577	Norlén, Andreas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1136	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q5973694	Malmberg, Niclas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1139	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4755577	Norlén, Andreas	M	-	
