ParlaMint-NL_2016-02-02-tweedekamer-27.u1	I would like to welcome the Minister for Housing and National Service.
ParlaMint-NL_2016-02-02-tweedekamer-27.u56	That is a point which Mr Madlener is right to make. The beauty of the rent-for-sale approach is that you put everything in one pot per corporation. I think that leaves open the possibility of a rent reduction. If Mr Madlener asks my personal opinion on this: if we do the income test per year, it is not for nothing, of course, and you must also draw conclusions from it if it turns out that income has been duped. In my opinion, the rent-sum approach leaves the possibility for a corporation to reduce a rent within the total. So the answer is yes.
ParlaMint-NL_2016-02-02-tweedekamer-27.u57	Leaving something open is something other than actually lowering the rent. So I ask Mr Van Vliet what he thinks of this. If you increase the rent if someone earns more, Mr Van Vliet supports that principle. It can also be the other way around. If someone earns less, does Mr Van Vliet think that the consequence should be that the rent is reduced to the old level?
ParlaMint-NL_2016-02-02-tweedekamer-27.u58	I have always said very consistently: if you pay rate X on your income, you should also be able to deduct deductible costs at rate X. This also applies in this case. The circle has to stay around. If the rent is increased as your income rises, the rent must of course also be able to be reduced if the income is shown to decrease. Otherwise, you will have an impossible situation in which people are stuck with all kinds of debt problems. I'm not waiting for that. I now turn to the extension of the possibilities in the rental right to work with temporary contract models. Under certain conditions, as outlined by Mr Van der Linde, I can support that. This fits in with my own desire, which has just been outlined, to promote more tailor-made flows on the rental market. More contractual possibilities means more offer of rentals. I assume we can monitor this in the annual State of Housing from 2018. I ask the Minister whether this is indeed the case, so that we can check whether these temporary contracts have indeed produced more offers of rental houses. I see a balance in the plans of the VVD and the PvdA, as I know them now, to extend temporary contracts from one year to two years, while giving the tenant the right to cancel in the meantime. That proposal seems to me to be in balance. Moreover, to get rid of certain emotions, any tenant can choose whether to use a temporary contract. The normal instruments, the rental right with all the rent protection and the contracts for an indefinite period of time, are of course maintained. That is the starting point in the Dutch rental world and I agree with that. The cost-of-hire approach is a stretchable concept. Whether or not rents can be raised above the inflator depends on the components that make you count in the total rental fee. I will not degrade myself here to micromanagement and do not let me know what things should be in and what should be out. For this I refer to the social lease agreement, which I believe the Minister has also supported. Perhaps the Minister could tell us which of our fighters today, Aedes or the House Union, is right in the statements in question. By the way, I assume that the rent increases only count up to the rental liberalisation limit. That seems perfectly logical to me. Can the Minister confirm that? I have another question about the target groups for the income test. If you really want to work on flow, everyone who is in a social housing unit should ultimately be covered by that income test, regardless of age, for example. On this point, I am considering tabling a second-term motion, as the Minister intends to exclude certain groups, for example the elderly. The Council of State stated in its comments that it was not in a position to explain why this exception was made for the elderly. The Minister says that the elderly have to do with a reduction in income, but in order to be able to check that, do you enter an income test? Then let it go on that group. I do not want to discriminate on this point by age. If you live in a social housing unit, your income will be tested. In short, I tend to support the bill, but I expect a serious response from the Minister to my questions and points.
ParlaMint-NL_2016-02-02-tweedekamer-27.u59	Before we dealt with this bill, we discussed another bill on rental contracts for young people. They also receive temporary contracts, for five years, with the possibility of a two-year extension. In the present legislative proposal, temporary contracts are open to all for a maximum of one year. We could perhaps do something about the waiting lists; perhaps we could shorten them by a day or two days. However, this does not solve the problem itself. Why do I not hear about this from Mr Van Vliet and other colleagues? Why don't we just build? Why don't we get the Minister for Housing and National Service to build so that the waiting lists disappear?
ParlaMint-NL_2016-02-02-tweedekamer-27.u60	That is an interesting substantive discussion. We just had an interrupting debate on it. If you want to build more rentals, you need to get a realistic picture of the possibilities for this. Is there land for those houses? Are there any financial means for this? How many rentals are we talking about? What categories are they intended for? On the waiting lists at the bottom of the social rental market, for the really cheap houses, I say: let us work together to make use of the investment capacity that, in my opinion, housing corporations still have in that segment. I know that Mr Bashir says that this capacity was mainly affected by the landlord levy. Perhaps there is a causal link between this, but I believe that the corporations with the guarantees of the Social Housing Guarantee Fund are still able to attract sufficient financial resources to build housing in this country. Absolutely. Only in some regions will we have to demolish it first, so that there will be room for new housing. So I say yes to building, building and building, if this is realistic. The legislative proposal now before us, which is a first step towards finally tackling skeptics, makes use of other instruments. I am in favour of flexibility through customization.
ParlaMint-NL_2016-02-02-tweedekamer-27.u61	Mr. Chairman. Our rent protection is a big asset. There may be circumstances that require temporary rent. That is what I have just argued in my term of the bill on youth contracts. There are also situations that lend themselves to this, but there must always be a big test point: are we not going to push rent protection unnecessarily far? The fixed contract with rent protection is the norm; I hear a lot of parties say that here. I think we should also try not to deviate too far from that standard in looking for customisation, which sometimes requires temporary contracts. Then the question is whether the present bill remains closest to that ideal standard and at the same time offers some space for customization. There is also another element in this bill, namely the rent-sum approach. They are two parts that, as far as we are concerned, did not have to be in one law together. In fact, I think it also causes some of the difficulty of the discussion. I note, however, that this is the case now. I therefore hope that the Minister will be able to give a satisfactory answer to our questions on the various parts. I'm gonna start with the lease approach. We are simply pleased with that part; I can say that quite frankly. Already in the housing agreement, my party has fought for us to go at some point to a form of rent-sum approach. That has been quite a spicy discussion, because if you turn on one wheel, things will happen again on the other side, causing all kinds of other discussions to pop up. So I am glad that Aedes and the House Union have come up with a proposal together. As a result, I believe that we have organised broad support for the proposal, both for housing companies and for tenants. By the way, we are getting a lot of letters in which it says that we differ on parts. It is true that this bill from the Minister is not an exact copy of the proposal, but the tenants are now asking us to take out a number of parts that I think they used to ride in first. So I'm gonna stick as close as I can to what was agreed.
ParlaMint-NL_2016-02-02-tweedekamer-27.u62	I hear that the tenants should be happy with what happened in the past year. I think Mrs Schouten should move that in, because the tenant, the ordinary man who owns a rental house, has of course received a huge rent increase. This has resulted in a huge increase in purchasing power. So he is not at all happy with Mrs Schouten's agreement and with all the rent increases. So perhaps she can speak on behalf of the organisations, but not on behalf of the tenants. I wouldn't do that if I were her. They also get all those asylum seekers in their neighborhood.
ParlaMint-NL_2016-02-02-tweedekamer-27.u63	Mr Madlener is really not listening to what I am saying. That's not the first time today. I said that precisely the proposal of the rent-to-pay approach came very much from the Housing Union and the corporations. They have acted to get that point in the housing agreement as well. That has been achieved, and we now have the effect of this. They have agreed together on this rent-sum approach. Mr Madlener now puts all kinds of words in my mouth that I have not said.
ParlaMint-NL_2016-02-02-tweedekamer-27.u64	I felt that the spokeswoman of the Christian Union made it seem as if the Christian Union could satisfy the tenants. The opposite is true. The Christian Union supported all those huge rent increases. The Christian Union is in favour of open borders and priority for asylum seekers. The Christian Union is the party that has left the tenants hugely in the lurch. So if Mrs Schouten agrees, as far as I am concerned, she no longer has to talk about the tenants.
ParlaMint-NL_2016-02-02-tweedekamer-27.u65	I don't think I'm going to go into this anymore, Mr. Chairman. I am going to go over the parts of the law on which we still have some questions about the rent-sum approach. There is something not quite clear: what should we do about housing that is liberalised as a result of rental harmonisation? The Minister chooses to include the part of the rent increase that goes beyond the liberalisation limit in the rent. Should we not say, however, that liberalization has been liberalised? In the year following liberalisation, the rent can still be increased, without any consequences of the rent, so why would you include the rent increase above the liberalisation limit in the first year? Is the Minister's proposal not in danger of corporations opting for the sale of their assets, because at the time this has no impact on the rent? And that's when we all want to get more middle-priced rent. I would like to have the Minister's support on that. I also see that Mr Ronnes has tabled an amendment on this point. The rent increase for house improvement is not included in the rent in the bill, whereas I do not think this was in the agreement. When home improvement occurs in case of mutation, so when a new resident arrives, it can suddenly again according to the bill. This is not consistent. In fact, it inhibits investment in housing improvement as sustainability. It's not customer-oriented either. The Minister thereby encourages corporations to burden tenants with renovations, while corporations with Power Accelerating are working hard to improve housing in a very short period between two rentals, so that the tenants do not suffer from it. I don't think it makes sense that the renovation doesn't count when there are tenants in a house and it does count when it's between two rental periods. I see that Mr Ronnes has also tabled an amendment on this.
ParlaMint-NL_2016-02-02-tweedekamer-27.u66	I hear Mrs Schouten draw a parallel with Acceleration. I thought we'd recently adopted a bill to keep the cost of that out of the rent. The Labour Party believes that such a measure should also be introduced for label jumps. If you put it in the rents, the rents will all go up and the liberalisation will continue. Then you're gonna dampen the rents less and you're gonna get above the liberalisation limit sooner. Is that what Mrs. Schouten wants?
ParlaMint-NL_2016-02-02-tweedekamer-27.u67	Then this bill is not consistent either. If it happens with mutation, so if a new resident comes, it counts according to this law, but if it happens while people live, it doesn't count. I'd say just draw one line. As far as I'm concerned, it shouldn't be counted, otherwise you put a brake on sustainability.
ParlaMint-NL_2016-02-02-tweedekamer-27.u68	As far as the improvement of housing is concerned, I can be a little sympathetic, but as far as energy adjustment is concerned, it seems very unwise to put that in the rent. That way you liberalize more homes. It is much wiser to invent such a measure as the epv before the label jumps. So I'm referring to an energy performance fee next to the rent.
ParlaMint-NL_2016-02-02-tweedekamer-27.u69	That is a new proposal that I should consider. The logic of one thing does and the other doesn't count, I don't quite see. Perhaps the Minister can provide more insight into that. An incorrect application of the maximum rent increase cannot be brought to the Rent Committee by individual tenants as an argument against the proposed rent increase of the individual property. So this is about the individual tenant. A corporation can get a clue if it's exceeded. It is not clear to me how this is monitored. Can the Minister explain this? Who's gonna see if a corporation doesn't go over the rent? Does the Minister agree with me that we should try to ensure maximum transparency for the tenants so that they can also check whether the rents remain within the fixed rental price? Due to adjustments at the Tax Administration, the rent sum approach can only be fully implemented in 2017, the Minister wrote to us. Next year we have a kind of mix of rent increase on the basis of income and the rent sum approach. Can the Minister explain why he doesn't choose one entry date? This could be achieved by shifting the rental price from 1 July 2016 to 1 January 2017. This makes the annual transfer for corporations easier. If they decide the new rent increase in March 2017, they already know what the rent amount was on January 1st and only have to estimate the rent amount of December 31st. I'd like to get a reaction to this. The rental fee does not apply to private and commercial landlords, even when it comes to social housing. For private and commercial landlords only the maximum rent increase per home of inflation plus 2,5% applies. Can the Minister explain why rents under the €710 of these landlords can be given a rent surcharge and are charged for landlord's tax, but could not apply to the rental sum approach? Why does the Minister not treat private and commercial landlords with more than ten homes in the regulated rental sector as corporations? I am considering tabling an amendment on this point. Houses covered by the regulated rental sector should always be covered by the rent-based approach. I'm gonna go on the income test. The income-dependent component does not fall within the rental sum approach when it is agreed in a performance agreement that the additional rental income is used for investments. Of course, such an investment incentive is nice, but how is the Minister going to check that the local performance agreements really involve additional investments? Can't corporations just easily allocate this to investments they were already planning? Isn't that what makes it a paper tiger? How can we make it clear that these additional revenues are actually used for additional investments? I also have a question about the income test and its consequences in the longer term. In concrete terms, the income test means that rent increases of inflation plus 4% will soon be possible for income above €39.000. For incomes below €44.000 this is inflation plus 2% at the moment. That really is quite an extension. It is precisely this group that is just outside of everything: one is no longer entitled to rent payment, one cannot yet go to the market and in the middle segment there are insufficient housing. We've talked about the latter many times. So this group has to deal with quite substantial rent increases, but can't really go anywhere. I'm struggling with this. I wonder how we can meet the group that gets hit in different places. This will be all the more true if the income limit is also adjusted downwards, to around €34.000. There will then be a very large group of inflation plus 4%. I am considering tabling a motion on this point, but if the Minister gives a good answer, that will not be necessary. I wonder if the Chamber should have a new weighing moment. If the discussion on the lower income limits is again taking place here, should we not decide what the percentage of rent increase should be for this group? For my group is not yet sure that this limit will be covered by inflation plus 4%. Maybe the Minister can already commit to this.
ParlaMint-NL_2016-02-02-tweedekamer-27.u70	This was also one of the points in my speech. It concerns people, families, who earn €40,000 or more. You're talking, for example, about two teachers in high school or about a police officer and a cashier; I'm just saying. Our request would be to raise the border to €65,000. People with incomes up to €65,000 do not give a rent increase of 5%, as is currently the case. For those people, you just do so moderately, also given the fact that the rents have already risen enormously in recent times. Can the Christian Union follow this proposal?
ParlaMint-NL_2016-02-02-tweedekamer-27.u71	I think the limit of €65,000 is very high. It is precisely the group which, on the one hand, is no longer entitled to rent payments and, on the other hand, is unable to move. With an income of €65,000 you still have some more options. This is mainly about the group of people who now have an income between €39,000 and €44,000, and later even between €34,000 and €44,000. That really is the modal group; let me call those people that. That is the group to which I would like to draw all the attention, because the group with an income that rises above that is a bit more self-reliant than the groups that the SP usually stands for.
ParlaMint-NL_2016-02-02-tweedekamer-27.u72	Those groups too have had a lot of rent increases in recent times. If you're for living in the neighborhoods, you should also make sure there are mixed neighborhoods. People who earn just a little more have to live in those neighborhoods as well. If you're going to increase all the rents of people with an income from €45,000, as the Christian Union now suggests, you're going to chase those mixing away. Then you're talking about someone who makes €23,000 and someone who earns €22,000, people who make €45,000 together. Those aren't high incomes, are they? Those are ordinary people.
ParlaMint-NL_2016-02-02-tweedekamer-27.u73	I'm not denying the latter. In general, people with high incomes are also ordinary people. The point is that this group may have a little more alternatives than the group underneath, for example because these people can get a mortgage more easily and because they can just get a more expensive rental house in the unregulated sector. The group underneath is stuck. We have been having discussions here for years about how to improve the middle segment. I can see that this is not happening yet, but that group is going to get inflation plus 4%. Besides, that group is getting bigger and bigger. That's where I care. If we do not look now at what to do about it, there will be some sort of quiet poverty. I'm getting to the point of the temporary leases. First of all, let me tell you where it is perfectly arranged as far as we are concerned: the contracts for PhD students. This is also in line with the bill on youth contracts that we have just dealt with. That can count on the support of the Christian Union. One part I'm really having a hard time with is part of the big families. Of course, it's fine if corporations offer smaller housing to larger families whose children have flown out. So far, this has often been done on the basis of customization, consultation and discussions. However, this bill will ensure that there will soon be a duty to move from a large house to a smaller one. But then you could end up in a problematic situation. Because how durable is it when your children fly out? For example, if your child is just a year in rooms and it doesn't work and it comes home again, hasn't the situation arisen that the family has fallen below the border? Also, your household can suddenly be halved by a divorce. With this bill, you'll get in trouble right away. Furthermore, the fact is that these families may have other children who are also rooted in such a neighbourhood. They go to school there and they have their boyfriends and girlfriends in the street. They all have to move because this is now in the law. I should just like to be clear: we want to delete this section. I have also tabled an amendment to that effect. Customization and conversations, as they are, seem fine to me. But how big is the problem? I think it's all very well-reviewed. Just when we're recording this now, things happen that we don't want. The trickiest question I've kept for the last time. This question concerns, in particular, the one-year contracts and the five-year contracts for self-employed housing. As far as the Christian Union is concerned, these contracts should at least not be used as a probationary period, but there is some sort of concern there. I'm puzzled about an amendment to see how we can prevent it. This could be done, for example, by making such a contract possible once and then drawing up the next contract for an indefinite period of time, so that all contracts will not be put together one year in a row. The question is how many rights such a person has. Then I come to a more basic point: can you cancel a temporary lease automatically? I was just talking to Mr Van der Linde about that. How does this relate to international conventions, such as the home protection article? I understand that Article 11. Can the Minister reflect on that? Because if a contract expires automatically, you can go to court, but then the judge will say that it has automatically expired. I believe, however, that it is a fundamental right for people to state their own reasons for believing that it is right or wrong for such a contract to end or for the circumstances why that contract should not end. That's why I'm looking for more protection for a year's temporary contracts. As far as we are concerned, it should also be possible, if someone is offered a subsequent contract after a year in which the rent has increased extremely, to test it. That part of the bill isn't part of it either. However, at such a time one is in a relationship of dependence. We did do that with the rent protection, and that should also apply here. I have also tabled an amendment which states that, as in the case of youth contracts, the built-in period of registration of fixed-term contracts will be maintained. This will prevent a person who, for example, agrees to a one-year contract because of a divorce, from losing his total accumulated registration period. I think that would be useful for everyone, including to increase the chances of flow. Then I have a number of specific questions about the one-year contracts. The Minister mentioned a range of target groups that would benefit from a one-year contract, including migrant workers, expats and people who need temporary accommodation in an emergency. Only in a spacious rental market, with sufficient offer for permanent residence, will tenants be able to use the possibility of temporary rental only by the right target groups and not by tenants who are looking for a permanent, stable living space. Can and will the Minister, in the interim, monitor whether this is going to be some kind of pilot contract? How's he gonna do that? What does the Minister do if it turns out that the one-year contracts are being misused on a large scale? I also wonder whether contracts are suitable for the duration of up to one year for all the target groups mentioned by the Minister, given the enormous diversity. I want to get one group out of it specifically. This concerns the people in social care. It may be that someone comes out of social care and needs a home very quickly. In my view, this is now an urgent matter. Why wouldn't that be enough? Why does there have to be an additional one-year contract? Doesn't that make these people extra vulnerable? Those are not the people who have the most insight into all their rights and how they can possibly flow to a permanent home. Has the Minister also discussed this with institutions such as ggz and probation? Is he prepared to ask what that means to their clients or former clients? At the same time, I see that rent protection in this proposal is better than in all kinds of precarious forms of housing, such as anti-cracking. But how can we reduce the use of these precarious forms of housing? Would the Minister be more able to back that up? I come to the five-year contracts for self-employed housing. One reason for the proposal is the agreement in the Administrative Agreement Increased Asielin Stream that temporary leases are made possible. However, the proposal goes further and allows the five-year contract for all independent rentals. The restriction of these contracts to licence holders is at odds with the prohibition of discrimination. Local authorities often aim to house other target groups in these complexes. Here too, I am considering looking at it not to terminate it automatically, but to allow a judge to pass a test, if anyone thinks that another review should be made to see if that contract can be terminated. What is even more important is how does the Minister prevent this contract, which is actually seen in a special group, from being used inappropriately. For example, we heard today that students are afraid that this will be the alternative to a campus contract. Is the Minister going to monitor that? Or does he see that additional measures are needed there?
ParlaMint-NL_2016-02-02-tweedekamer-27.u74	Mr. Chairman. The Labour Party wants to return to an inflation-based rental policy. This bill is a good step in this direction. Moreover, the rent-based approach is a brake on the liberalisation of social housing. We are in favour of this. We also believe that the medium-cost housing segment should be expanded, but rather by new construction rather than by transferring social housing. As long as there is still a shortage of social supplies, we must be very careful about that. We believe that it is justified that the harmonisation of rents should continue and that a small plus should be included in the rent. A household that has been living in a house for a long time and has improved in income now often pays less for the same house than the neighbors who have recently moved in and have a significantly lower income. That's crooked. The cost-of-hire approach is a good means of combining rent moderation and correcting unreasonable differences.
ParlaMint-NL_2016-02-02-tweedekamer-27.u75	You look so invitingly at Mr Bashir and Mr Madlener...
ParlaMint-NL_2016-02-02-tweedekamer-27.u76	Mr De Vries' first sentence was that the PvdA is for inflation-related rental policies. Can Mr De Vries indicate where this bill contains inflation-related rental policies? The way I read it, it says that the rents can still go up. For some higher incomes, for example people who earn €40,000, rents can be increased by 5%. The total rent is increased by inflation plus 1%.
ParlaMint-NL_2016-02-02-tweedekamer-27.u77	Mr Bashir did not listen very carefully. We would like to return to inflation-based rental policies, and we think this is a good first step. We also see that there are still increases in this proposal which we would have liked to go a little further down, but that will have to be done gradually. We hope that this 1% will be used primarily for the harmonisation of rents, and that people who are already above 80% of what is reasonable, will hardly have to deal with rent increases over inflation. That will probably be the practice with this proposal.
ParlaMint-NL_2016-02-02-tweedekamer-27.u78	The latter is included in the social rental agreement but not in the Minister's bill. I am therefore curious to see what Mr De Vries means by that. Mr De Vries began by saying that he wants to pursue inflation-related rent policies, but who is in charge in this country? That's the PvdA, along with the VVD. They rule. So if Mr De Vries wants the rents to follow inflation, let him take care of it. Why doesn't he take care of it if he wants to?
ParlaMint-NL_2016-02-02-tweedekamer-27.u79	Mr. Bashir thinks you're in charge if you're in charge of the two of us. I'm afraid that's not the case. The Netherlands is a coalition country, so we have to make agreements with each other. I am not hiding the fact that this bill has all the characteristics of it. Compromise has been reached. However, I do see the perspective that the rents will go down after they have gone up for years. I think that is a really good step in the direction of another period of inflation-related rent policy. I agree with Mr Bashir that a few further steps need to be taken.
ParlaMint-NL_2016-02-02-tweedekamer-27.u80	Do you think there's going to be elections? You'd almost think so. What I hear from the PvdA is not for the people to digest! Under this cabinet, the rents have been increased unprecedentedly. They've been increased by 11% under this cabinet in three years. I did the math. Is it really a gutter game that the PvdA is now saying it wants to move towards an inflation-based rental policy? How dare the PvdA bring that up here? How is it possible that the PvdA is chasing people like that? Is the PvdA going to give back all these rent increases to the people, because the rent increases just keep going?
ParlaMint-NL_2016-02-02-tweedekamer-27.u81	Mr Madlener noted that there had indeed been substantial increases in rents in recent years. Mr Madlener has probably also learned that we have come out of a rather deep crisis and that 51 billion has been cut by this cabinet. Everyone has had to do their part. This also means that additional resources have been used in the rental sector to pay for these cuts. However, now that we are coming out of this crisis, we are once again seeing prospects for moving towards an inflation-based rental policy. We see this as a first step. We're a long way from being there, but a first step, we're happy about that.
ParlaMint-NL_2016-02-02-tweedekamer-27.u82	I dare say here that this increase in rents has made the crisis worse in the Netherlands. It was precisely because of the lack of purchasing power of the Dutch citizen, because of all the tax increases of the PvdA, that we were in such a deep crisis. How did Mr De Vries come to this? I've put forward motions for years to limit the rent increase to inflation levels. The PvdA always voted against it. Now, just before the elections, she says that this should be limited to inflation levels. It's unbelievable, isn't it?
ParlaMint-NL_2016-02-02-tweedekamer-27.u83	I really believe that Mr Madlener has not been through the discussions in those years, because there have been really heavy cuts and the tenants have also contributed to this, and that has hurt. After this period of rent increases we climb back out of the valley, thanks to the austerity policy and the fact that the economy is getting back on track. We believe that this is why we can also spare the tenants. That is the perspective that the Labour Party wants to go for. We expect that the rent-based approach will also allow agreements to be made at local level that people with low incomes who, because of their limitations, can no longer live in their own homes can move to an often expensive, adapted care home at an adjusted rent. As far as we're concerned, landlords can compensate for the rent. By appropriate allocation, these people with the lowest incomes would otherwise not be able to access a care home. We ask the Minister if he is prepared to discuss this in consultation with Aedes, the Housing Union and the VNG. The PvdA is not in favour of allowing rent increases outside the rental fee for energy measures. The question is whether the saving of a label jump for the individual tenant actually outweighs the extra rent. As far as investments in label jumps are concerned, we see much more in a scheme similar to that recently made possible for zero-on-the-meter houses. We know that a scheme is being studied and ask the Minister to come forward with proposals in the course of the year. Does he want to promise that? The preparation of the bill has taken a lot of time. We understand that, despite the haste that is being made with the introduction of the rent-based approach on 1 July, it is still problematic. If it is necessary for a careful introduction, we can live with the suspension of the introduction of the rental fee approach until 1 January 2017. Calculation of the rental fee per calendar year also has advantages in terms of execution, but we want the absolute guarantee that the promised rental fee will start for the incumbent tenants as of 1 July. If it is postponed to 1 January, the PvdA is considering submitting a motion to ensure that the rents will rise by no more than 0.4% above inflation on 1 July instead of the 1.5% it would otherwise be.
ParlaMint-NL_2016-02-02-tweedekamer-27.u84	The Minister proposes a transitional year for this year. The inflation-based rental policy plus 1% will only start from 2017. The SP Group proposes to introduce the inflation-based rental policy as early as this year, i.e. from 1 July 2016. Additional advantage is that a lot of housing corporations then no longer need income data. You know what you're up to and you just follow inflation. Does the PvdA Group agree with that?
ParlaMint-NL_2016-02-02-tweedekamer-27.u85	We want the rent increase on 1 July 2016 to be up to 0.4% above inflation. That doesn't go to income, it goes to the whole group.
ParlaMint-NL_2016-02-02-tweedekamer-27.u86	Mr De Vries himself just said that he is in favour of inflation-related rental policies. So we can arrange that from 1 July 2016.
ParlaMint-NL_2016-02-02-tweedekamer-27.u87	You can arrange that on paper, but Mr Bashir thinks that everything...
ParlaMint-NL_2016-02-02-tweedekamer-27.u88	Mr Bashir had not finished his question.
ParlaMint-NL_2016-02-02-tweedekamer-27.u89	The rental policy has had a huge impact on the tenants in recent times. People have received up to 28% rent increase. We can't keep confronting them with any more rent increases. Will the PvdA Group support the SP's proposal to allow rents to follow inflation?
ParlaMint-NL_2016-02-02-tweedekamer-27.u90	We have learned that in this Chamber together we must look for majorities and compromise. We believe that we have come a long way with regard to the rent moderation. On 1 July the rents will not be increased further than 0.4% above inflation, if the motion we are considering submitting would be adopted. That is a huge step in the direction of an inflation-based rental policy. We count our blessings. The SP may want to jump on for free, but unfortunately we will not get a majority for that. Even if we voted in favour of the SP proposal, there would be no majority in this Chamber. We would like to see a viable proposal from the Chamber later on. The PvdA notes that no rental fee can be introduced for private landlords and has difficulty with the Minister choosing to set the maximum rent increase for these landlords at 2,5% above inflation. We very much regret that the domes IVBN and Vastgoed Belang do not wish to sit down with Aedes and the Housing Association for the conclusion of a social housing agreement. We would like the Minister to make agreements with the private landlords on rental, in particular a moderation of the rents for the houses which already have a rent of more than 80% of what is reasonable under the housing valuation system. Also at local level, municipalities and tenants could engage with private landlords to moderate the rents. In addition to the value of the property, the payment capacity of the tenant could also be considered. Is the Minister prepared to talk to the domes of private landlords? In their social housing agreement, Aedes and the Woonbond agreed that they would come forward with proposals based on an ABF report to address the skewed housing, propose to get the people living in a relatively cheap rental home moving, and propose to accommodate people living in a relatively expensive home with low income. There are still no such proposals. If they do, is the Minister prepared to consider a change at a later date and thus trigger the House Union and Aedes to make agreements? The Minister himself has chosen a three-year income test. The PvdA understands the urge to move people with a relatively higher income in order to move to a middle-priced rental house or a commercial house, but then those homes must be there or come very quickly. Again, how does the Minister see that? With a fingernip, those apartments aren't all there. Making people pay more to move them to leave for an alternative home that is not available seems unreasonable to us. Moreover, the PvdA wants to adhere to the principle of mixed neighbourhoods. When it comes to speeding up people on higher incomes through harmonization to a level of rent that is closer to the maximum level of rent, we find that acceptable. If the income test has that effect, we support it. For these situations, an annual income test could be chosen without too many problems. It is easy to implement and prevents people suffering from falling incomes from having to wait a long time for reimbursement and have to object to a proposed rent increase for two years. The PvdA wonders why the figures of the Nibud were not taken into account when determining the households exempted from the income test. We wonder what the Council of State has said about this. The figures of the Nibud clearly show that especially the multi-person households with four or more persons and even with an income well above €39,000 hardly have room for rent increases. We ask the Minister, in particular, to exempt this group from the income test and the additional rent increase. The bill does not provide for measures to reduce the cost of skewing. And that's what the PvdA thinks is crooked. It is precisely low-income households that suffer from excessive rent. They could be exempted from rent increases or eligible for rent reductions or corporations could give them priority in finding a cheaper home. Why didn't the Minister include this in his proposal? There's two sides to it, isn't there? Or does the Minister say that agreements should be made at local level because of the large differences in the housing market between regions? Is the Minister at least prepared to speak to Aedes and the House Union again about this? I come to the temporary leases for specific target groups. By making use of the "urgent own use" clause, the landlord must re-lease the property to someone in the target group after the end of a rental contract. The guarantee that this will be maintained promptly is important to us. The note following the report states that the previous tenant may then go to court for damages, but that is a very shaky form of enforcement with a high threshold. Is it not obvious that the Minister, as a system manager, can enforce through supervision by the Authority housing corporations of the ILT against landlords who repeatedly violate this provision? We understand the measures to allocate the limited number of large social housing units to families, but this requires much more care than is included in the legislative proposal. It cannot be that families that have become smaller are asked to move without providing an alternative suitable home in, if possible, the same living environment. We consider a duty of care similar to an appeal to "urgent own use" for an adapted care home at least necessary. We have tabled an amendment to this effect. The fourth point is the one-year lease. The introduction of temporary leases would not have been proposed by the PvdA itself in this form. We are therefore very critical of a proper application. Firstly, we would like to be given the undertaking that these contracts should be applied in cases where the provision 'use by its nature of short duration' is still being used improperly, a provision intended for holiday homes for temporary residence and after hospitalisation, but which is now also applied to groups which have to live temporarily elsewhere for work or study, for tenants who need a change of residence, tenants with assistance or in emergency care and tenants with whom a second or last chance contract is concluded. We would consider this to be an enormous improvement for these groups, because the improper use of the provision 'use by its nature of short duration' does not give them any legal and rental protection. Does the Minister agree with us? Secondly, we want the Minister's firm commitment that contracts remain the norm for an indefinite period of time and that he will closely monitor that the temporary leases are not widely used for a kind of trial period. The Minister states in the note following the report that, in addition to an evaluation after five years, he can also carry out intermediate measurements. We would like these intermediate measurements to focus on the misuse of temporary contracts as a trial period. Furthermore, we consider working with temporary contracts by corporations to be less appropriate because of their objective. We have tabled an amendment which provides for temporary contracts to be used only for the target groups mentioned above, for which a temporary contract improves. Furthermore, in the case of temporary contracts, we find it undesirable that the tenant cannot cancel in the meantime. If he has to pay the rent for the entire duration of the contract, even if he has previously found another property with a lease for an indefinite period, unacceptable payment problems arise. We have tabled an amendment on this point too. The law states that the tenant may also ask for a test of the reasonableness of the initial rental after the expiry of a one-year contract. Now it says explicitly within 18 months. We would prefer this provision to be more general, namely that such a test may be requested for temporary contracts up to six months after their expiry. I tabled an amendment on this together with Mr Van der Linde. We believe that more clarity is needed about the transition from a temporary lease to an indefinite contract. The Civil Code now regulates for housing that a temporary lease automatically turns into an indefinite contract if the use is continued with the consent of the landlord. We assume this will remain so. However, the explanatory memorandum to the legislative proposal states that the one-year contract will be terminated automatically. We consider that to be contrary to the intention of the Civil Code. A new lease means that the landlord can confront the tenant with a significantly higher rent. We believe that the tenant should be protected from this. We also consider it desirable that at least three months before the expiry of a temporary contract, the landlord should clarify whether continued use is possible. We assume that the Minister agrees with us that the tenant should know in good time what he is up to. Is he willing to secure that in his bill?
