ParlaMint-NL_2016-03-22-tweedekamer-32.u1	I would like to welcome the Minister for Housing and National Service.
ParlaMint-NL_2016-03-22-tweedekamer-32.u60	I hear Mr Madlener singing from the permanent song collection of the PVV. We get quite a few figures from this minister, including the State of the Housing Market. In my opinion, the general trend is that the number of bad neighbourhoods in the Netherlands has fallen dramatically over the past five years. Can Mr Madlener reflect on that?
ParlaMint-NL_2016-03-22-tweedekamer-32.u61	Of course, it's just how you look at it, what a bad neighborhood is. When I look at Rotterdam's problems, I see that they were huge and still huge. Children grow up in neighbourhoods where girls from 16 bus drivers rob and stab with a knife and where there's serious crime, with fights so cruel that you think: how is it possible that this is happening? People grow up in neighbourhoods where hardly any Dutch is spoken and where hardly any more good lessons are taught in schools. Then I think to myself, this isn't what we want, is it? If the VVD says it's not that bad and that things are going well in the Netherlands, then I think: come from Wassenaar and have a look in the country. Because, unfortunately, as Mr Van der Linde suggests, it is not the reality for many people.
ParlaMint-NL_2016-03-22-tweedekamer-32.u62	I was born in Rotterdam-Zuid, so I have some right to speak. Anyway, let's not talk about that.
ParlaMint-NL_2016-03-22-tweedekamer-32.u63	And soon left, I guess.
ParlaMint-NL_2016-03-22-tweedekamer-32.u64	Well, not even. No, I've had a great time there, too.
ParlaMint-NL_2016-03-22-tweedekamer-32.u65	Had.
ParlaMint-NL_2016-03-22-tweedekamer-32.u66	But that's not my question.
ParlaMint-NL_2016-03-22-tweedekamer-32.u67	There are cheap houses for sale, so you can move back there in no time.
ParlaMint-NL_2016-03-22-tweedekamer-32.u68	Mr Madlener, would you please let Mr Van der Linde ask his question?
ParlaMint-NL_2016-03-22-tweedekamer-32.u69	We find each other completely in the fight against crime. This does not alter the perception that the number of bad neighbourhoods has fallen. What I hear Mr Madlener say is that we do not want ghettos, so we are going to make rigs. That sounds to me like creating new ghettos. Or am I wrong about that?
ParlaMint-NL_2016-03-22-tweedekamer-32.u70	First of all, what you see is that Rotterdam-South is now fantastic. Rotterdam-Zuid is precisely an area where there are enormous problems, arising from the multicultural society you are responsible for. The VVD is currently responsible for the immigration records. First of all, I want to say that. Secondly, Rotterdam itself has the desire not to spread these people, but to place them in special homes. You don't want those people next to you either. You will not get these problems next to you, because you probably live somewhere in a beautiful house, not in Rotterdam-Zuid. Those people in Rotterdam-Zuid don't want those people either. What are you supposed to do? You shouldn't just say you can't live here. But you should also say: go live there in one of those dumpster houses. This cabinet has indicated that it can build 100,000 homes for all kinds of asylum seekers. I will say: let's put those asos in those container houses and not those asylum seekers.
ParlaMint-NL_2016-03-22-tweedekamer-32.u71	I know that Mr Madlener's friends are in charge in Rotterdam, namely Leefbaar Rotterdam. From Rotterdam, I believe we have strong support for this tightening up of the Rotterdam Act. So I can't put it together for a while.
ParlaMint-NL_2016-03-22-tweedekamer-32.u72	Rotterdam is not only in favour of this Rotterdam Act. Rotterdam also says: we want to point out special houses where these kinds of asos are going. Then you'll have a piece of legislation that's final. You don't just have to say: troublemakers, go live somewhere else. Then they're bothering you there and you're just spreading the trouble. Then get them escorted to a dumpster house. Then they can't go back to an ordinary house until they've learned it. All that makes no sense if you leave the boundaries open, as the VVD is doing now. Then, of course, we will import new poverty and backwardness again. We absolutely don't want that. That's not a solution. The VVD supports this law as part of a solution, but forget to close the crane when mopping. That is, of course, stupid VVD policy. The PVV doesn't just want to spread nuisances. We want to make the approach of troublemakers final by offering alternative housing in rigging villages, skaeve huse, as they are called in Denmark, or aso housing. Is the Minister prepared to settle this with the municipalities and always make this part of the approach? Is the Minister prepared to deal with a municipality that considers that someone is not fit to live in an ordinary neighborhood because of serious nuisances that are criminally difficult to deal with? I am not even talking about criminals, because they should say in prison: fine, put him out of the house, but not among other people? Unless it's next to Mr. Van der Linde, of course. It's okay there. Just place them in a container village, as the minister tells them to build them for asylum seekers.
ParlaMint-NL_2016-03-22-tweedekamer-32.u73	Mr Madlener has embraced a number of SP proposals. He said the SP made good proposals. Before Rutte I arrived, nearly 1 billion was spent on neighbourhood policy. There's nothing left of that now. The PVV had the opportunity to make something beautiful out of it, but it's all cut off. My question to Mr Madlener is therefore: why are you in favour of neighbourhood policy? You've been helping to tear it down completely.
ParlaMint-NL_2016-03-22-tweedekamer-32.u74	We are not at all in favour of the neighbourhood policy advocated by the SP. We don't believe you're gonna spend some money handing out presents on this kind of nuisance. What I am in favour of is closing the borders. The SP doesn't want that, and the VVD doesn't. That's number one. Secondly, criminal nuisances belong in prison and not in the neighborhood. We want to be tough on criminals. That's also something I never hear the SP say. The SP is always for pamping and distributing benefits. Thirdly, I agree with Mr Bashir when he says that spreading does not help. That is also my argument. It's not gonna help just spread out. You have to deal with it. The austerity in mental health care therefore leads to additional problems. We see that in public transport, we see that by the number of people wandering the streets. They're all troublemakers we don't want. That is where Mr Bashir has a point: the cuts in care are also a source of annoyance for us. But for the rest, the SP completely fails to address the problem areas in a truly working way.
ParlaMint-NL_2016-03-22-tweedekamer-32.u75	The PVV made a number of proposals, including: close borders. Well, that's what cops are for. It costs money. The PVV wants to tackle the problems in the neighbourhoods. You're gonna need cops for that, too. It costs money, too. For neighbourhood policy, EUR 1 billion was available. Partly thanks to the PVV there is nothing left.
ParlaMint-NL_2016-03-22-tweedekamer-32.u76	The money for the birdwatching policy that Mr Bashir is now referring to did not go to border surveillance. All that went to playgrounds and some refurbishing in the neighborhood. It was often just wasted money. So we should not do that. I have clearly explained what we stand for here. That's where the SP is failing, and that's where the SP abandons the people who live in those weak neighborhoods. And that's how we've known the SP for years.
ParlaMint-NL_2016-03-22-tweedekamer-32.u77	Mr. Chairman. The Labour Party believes that everyone is entitled to a good home in a nice street and in a safe neighborhood. If this is threatened by nuisance caused by other people, we believe that a firm approach is justified. Unfortunately, there are also neighbourhoods in the Netherlands where the quality of life is seriously under pressure due to nuisance, intimidation, discrimination and crime. Those are neighborhoods where kids can't grow up safe. In those neighbourhoods, targeted and proven effective commitment is needed to restore viability. We are on the side of the inhabitants who want to work on a safe and pleasant living environment, especially if they have been waiting a long time for it. We want to remove the powerlessness of residents and government against a debilitating, unsafe and intimidating environment. Many instruments are available to restore viability. In our view, the present amendment of the law can be a good and effective complement to this, but it can only be used as an ultimatum remedium and requires the necessary care. Selective allocation of homes and screening of property seekers are very far-reaching instruments. Is it the case that the 18 municipalities that have been screening housing for years without a legal basis now have to work entirely in line with this law? Why haven't these 18 municipalities been dealt with before because they did something that the law didn't cover? Indeed, it is important that there are good rules for municipalities when they submit a request to the Minister to designate areas for the screening of property seekers. They must then clearly demonstrate that this medicine is really needed to prevent further increases in viability problems. Furthermore, as far as we are concerned, a condition must be that the municipality consults with tenants and landlords prior to the application. Why is that obligation not included in the law? Can it still be included in the ministerial arrangement? Can the Minister undertake to do so? We believe that the Minister should also include in his assessment of an application whether the municipality has sufficiently demonstrated that all other existing instruments have been used effectively. For example, I would like to mention measures to close or limit the number of such businesses, and measures to provide assistance to incumbent tenants who cause serious nuisance and, in cases where this does not work, to remove them. I am also thinking of taking all the measures to deal with drug nuisance and to have an image of where fireplaces have or may have been radicalised, and of measures to write down property owners if they seriously neglect their property. In short, the municipality must have shown that it has done everything that is conceivable. Can the Minister promise that he will assess applications on this? Furthermore, we consider it important for municipalities to demonstrate that the application of selective housing allocation is part of a comprehensive approach to the neighbourhood concerned, a comprehensive approach to soft and harsh measures and social and physical interventions. It should be a comprehensive approach that also focuses on improving the quality of education, care and provision and increasing job opportunities. It should be an approach that provides guidance to people who, due to psychiatric problems, cause problems and support to the homeless and confused persons, and an approach that ensures that there are sufficient opportunities for ex-convicts and for people from an institution to return to their own homes. It must be an approach that ensures that people who are refused a housing permit have a reasonable chance of suitable housing elsewhere in the regional housing market, and an approach that ensures that they do not start to cause a new fireplace of nuisance. We also believe that it is important for the Minister to assess follow-up requests on the basis of a thorough evaluation, which shows that the measures have a demonstrable effect and that they will continue to contribute to the further enhancement of viability. We think it is a good choice for the Minister to use screening very carefully, for example in specific complexes or in a particular street where the hard core of the problem lies. We expect the Minister to review applications on an overall approach aimed at protecting the fundamental right of people to shape their private lives undisturbed both inside and outside the home. An important tool for strengthening the viability of vulnerable neighbourhoods was the neighbourhood approach. Unfortunately, by deleting the Investment Budget Urban Renewal, that instrument has disappeared. We are in favour of reconsidering this instrument. Is the Minister prepared to examine the possibilities of re-establishing a budget for urban renewal in the assessment of the landlord levy? On this point, my group is considering a motion. Despite our positive attitude to this bill, the Labour Party does make a number of comments. The first concerns the relationship with Articles 8 and 9 of the Act. This proposal to amend the law is aimed at preventing people who cause nuisance or have criminal behavior. These are people whose legitimate expectation is that they can endanger the undisturbed enjoyment of other residents, a risk that increases if the concentration of people with these characteristics becomes too high. Whether or not a person has a low income is very often outside the direct influence of the person concerned. In the opinion of the Labour Party, excluding these people is debatable. According to the evaluation study of the law carried out by the University of Amsterdam in 2014, no connection could be demonstrated with the quality of life of the neighborhood. We wonder whether the introduction of the targeted screening option envisaged in the legislative proposal should not mean that the existing, much less targeted, ground for refusal in Article 8 could be deleted. If the link cannot be proved, is there really no ground for refusing a housing permit? Is the Minister prepared to remove this debatable shot with hail from the law, now that this bill provides an instrument that can be much more targeted? If not, will he undertake to reconsider Article 8 if the next evaluation still fails to establish the link between the cause of nuisance on the one hand and low income and/or employment on the other? In any case, is it not much more elegant not to work with refusal titles based on socio-economic characteristics, but instead with Article 9 of this law, by giving priority to households who can contribute to a greater diversity of the neighbourhood concerned, the street concerned or the complex concerned? Can the Minister give his views on this? The second comment we wish to make is that according to the bill, information from police files will be provided to the College of Mayors and aldermen. The Labour Party wonders why the mayor has not been elected as an administrative body, as well as when providing other confidential information and privacy sensitive matters. This means that confidential information remains in a much smaller circle. We are considering tabling an amendment on this point. A third comment concerns the duration of the procedures, as Mr van der Linde has already mentioned. The law says "a maximum of eight weeks." This can increase the duration of vacant positions, and thus the scarcity of living space and the loss of income for the landlord. Why not opt for a shorter period, for example a week, with the possibility of extending for complex cases? On this point, too, we are considering tabling an amendment. A fourth comment concerns the provision and presentation of information from daily police records. Isn't that a big risk? Is there not a chance that people will be excluded on the basis of unproven reports? Because of the limited definition of the criteria, does there not exist the chance of arbitrariness? Are the police records reliable in all cases? Haven't those daily files been contaminated a lot? What happens to applicants for a housing permit who live or have lived abroad? When using the police files, are we not dealing with lengthy appeals and appeals procedures? In short, is it not wise to always follow the route of the explanation of behaviour? In addition, the question is whether it is reasonable that the cost of that statement should not be borne by the people who receive such a permit. Especially in large families, which we like to see living in such homes, this can be considerably increased and it comes on top of the deposit that has to be paid for the new home. Does the Minister think it is wrong, like the Labour Party, if the good people have to pay to keep the evil out? Our fifth comment is that the proposed screening measure will apply only to tenants and not to prospective buyers in the relevant complex, street or area. Can the Minister explain why this form of legal inequality has been chosen? Why don't buyers have to submit housing permits? Here too, we are considering an amendment. A sixth comment, actually more a final question, is how people who want to move in with a resident in the designated area, the designated street or the designated complex are doing. The harshness clause applies to family members, as we read in the explanatory memorandum, but what about people who have had a relationship and want to live together? We would like an answer to that question.
ParlaMint-NL_2016-03-22-tweedekamer-32.u78	Mr De Vries, you just said twice that you were considering tabling an amendment, but those amendments have already gone around.
ParlaMint-NL_2016-03-22-tweedekamer-32.u79	That's it. Then my associate's working harder than I thought.
ParlaMint-NL_2016-03-22-tweedekamer-32.u80	I have a question about the housing permit for residential properties. We talk about neighborhoods where there is a great lack of owners-inhabitants. You want them in those neighborhoods as much as you can. What good is it if we slow down those people with a housing permit?
ParlaMint-NL_2016-03-22-tweedekamer-32.u81	We do exactly what we do to the tenants. For example, if someone wants to buy a house with criminal money, we shouldn't want him to live there. Then he'll do the same thing as someone with a criminal background who wants to rent. I really don't understand why we make a distinction between tenants and buyers. Isn't everyone the same in this country?
ParlaMint-NL_2016-03-22-tweedekamer-32.u82	Yeah, but you're putting a huge brake on properties in the system. That's where my problem is for a while.
ParlaMint-NL_2016-03-22-tweedekamer-32.u83	No, I'm not. A buyer often makes the reservation of obtaining funding. In this case, he makes the reservation of obtaining a housing permit. I don't think that's very absurd.
ParlaMint-NL_2016-03-22-tweedekamer-32.u84	Every now and then when we deal with a bill here, the Minister forgets to include an evaluation clause in the bill. Mr De Vries is therefore very keen and is tabling an amendment which states that an evaluation must be carried out. Now we have an evaluation of the Rotterdam Act and it shows that the law does not work. What does this mean for a great advocate of evaluations? What are we gonna do with this?
ParlaMint-NL_2016-03-22-tweedekamer-32.u85	I have paid a great deal of attention to this in my speech. The Labour Party has serious doubts about grounds for refusal such as having a job or having a low income. If the next review again shows that Article 8 has no connection whatsoever with the increase or decrease in quality of life, we call for that article to be deleted from the law and for the emphasis to be placed on Article 9. With that article, you can make people feel positive in the neighborhood, people who can strengthen that neighborhood.
ParlaMint-NL_2016-03-22-tweedekamer-32.u86	But the law doesn't work, according to the evaluation. This bill extends the law that doesn't work just to more target groups. Shouldn't we be doing something completely different?
ParlaMint-NL_2016-03-22-tweedekamer-32.u87	Now the law says we're going to refuse targeted people who cause notorious nuisance, exhibit criminal behavior, spread hatred or intimidate, if there are a lot of such people in a particular complex. The Labour Party is in favour of this, because we are on the side of the people who suffer from it. We want to save them from further misery. We also want the people who are already in that complex to be dealt with, but this measure is really needed to stop further accumulation of misery. So we believe in this change, but we question a part of the current law. We obviously agree on that.
ParlaMint-NL_2016-03-22-tweedekamer-32.u88	Is Mr De Vries of the PvdA aware that there is a relationship between the backwardness of neighbourhoods and the ethnic composition of the district? Is Mr De Vries aware of the connection that many non-Western immigrants make a district weak by definition?
ParlaMint-NL_2016-03-22-tweedekamer-32.u89	No, we see above all a link with people with low socio-economic status, people with few opportunities in this country, people who are discriminated against on a daily basis, being sidelined and separated by some parties. There are problems because those people don't get opportunities.
ParlaMint-NL_2016-03-22-tweedekamer-32.u90	So the PvdA sees no connection between non-Western immigrants and descent and here poorly integrate into society, the language not speaking etc. The PvdA doesn't see that. Now I understand why the PvdA is so anxious to bring all these people here.
ParlaMint-NL_2016-03-22-tweedekamer-32.u91	There are all kinds of plans to regulate this, but that is not what this debate was about. We see that people who have few opportunities often live in the weak neighbourhoods and that they are often people who are simply thrown away in our society by some parties in this Parliament, are not given opportunities and are characterised as inferior. That is why they do not have a chance, but there are people in the category that Mr Madlener is constantly showing people who are doing great in the Netherlands and who sometimes live in other neighbourhoods, in the neighbourhoods in which he, I and my colleagues live. That's a lot of them.
ParlaMint-NL_2016-03-22-tweedekamer-32.u92	Mr. Chairman. Since its introduction, the Rotterdam Act has created conflicting feelings. On the one hand, we see persistent problems in some neighbourhoods. Improving the quality of life is really important there. On the other hand, the freedom of people to live where they want us is worth a lot. The same dilemma, namely freedom of establishment versus living in the less-favoured areas, is playing a part in the legislative proposal we are discussing in this debate. There is also an additional aspect, namely the use of police data. They're very sensitive to privacy. Municipalities have no clean track record in dealing with such data. In addition, police records are not reviewed by a judge, which makes the use quite subjective. I have reservations about that part of the bill in particular. I also have the necessary questions for the Minister. I also note, however, that municipalities and housing corporations that are already working with this are finding it a useful tool. From a corporation from Nijmegen I heard the example of a neighborhood with many problems: hemp cultivation, pollution, nuisance. If the neighborhood used to want someone on the waiting list on number ten, the numbers one through nine were just bullied away. Car tires were punctured and rocks went through the windows. Now it is clear that the boyfriend of the residents does not get the house anyway, bullying away is pointless and manages to get the neighborhood ahead. If you want to improve the quality of life, isn't it much fairer to look at a past of criminal and nuisance behavior instead of income? That's one way of putting it. D66 therefore looks at this bill with varying feelings. That starts with the question: does it work? The Council of State is very critical of this. It points out that evaluations do not show that selective allocation really contributes to improving the quality of life. However, those directly concerned think so, but the nuisance figures do not show this. The evaluation carried out by the UVA also shows that the Rotterdam Act had no demonstrable effect on the viability of life. For example, nuisance can already be caused by people coming from outside the neighborhood and selective allocation does not help. I would therefore ask the Minister to make a detailed argument as to why this proposal would be effective. If the Minister is convinced of its effectiveness, has he considered removing allocation from the law on the basis of the nature of income or socio-economic data? I agree with what Mr De Vries said on this point, because in the end viability has more to do with the burden of living than with the number of benefits in the neighbourhood. Isn't both the nature of income and criminal behavior double-up? I'd like to get a response from the Minister. D66's greatest hesitation in the content of this law lies, as has been said, in the use of police data by municipalities. These data have not been verified by a judge and are often subjective. If someone often plays loud music, one neighbor can find that noise and call the police about it, while another neighbor might not find it a problem at all. If someone's police record says that their neighbors have complained a few times about noise, then that person can be refused a housing permit, while someone else who may be producing the same noise level but has never been complained about should get a permit. How does the Minister view this tension? How do these data come about? Is there a system in there? For example, if someone throws their garbage in the street, people can complain to the police, and then it's in a file. But people can also call the cleaning department or the housing corporation and then there's nothing in the police records at all. How is it ensured that nuisances are treated in the same way? There are guarantees in the law, such as the explanation by the police, the right to be heard and the possibility of a behavioral instruction, but is that strong enough to prevent people who are not affected by the nuisance from getting a housing permit? I'd like to get a reaction to that. According to the proposal, the police may only share data on residential nuisance or crime. On the one hand, I understand that, because it's about the nuisance in the neighborhood. But does that mean that you can actually get a residence permit if you've had a hemp plantation on an industrial site or have abused people a few times when going out, but that your permit can be refused if you've put the radio too loud at home a few times? The question is whether this is balanced. The police may also share only the information relevant to this law. I think that's right. This is also well defined in the proposal. We all know that the police have a lot of administration and little capacity. Who guarantees that the police won't send the entire file to the city just as easily? Is the Minister prepared to allow the Personal Data Authority to carry out a random investigation into this matter? The same applies to the handling of the file within the municipality. The law stipulates that officials who do not have access to the housing permit should not have access to the police records. On paper, that looks good and careful. In providing that data for Suwinet benefits, only 14% of municipalities complied with all privacy-sensitive information security standards two years ago. Strong pressure from the Chamber and Cabinet and an intensive investigation by all municipalities were needed to improve this. Will the Minister ask the Dutch Data Protection Authority to check municipalities for the handling of these police data? There is also a General Administrative Measure which lays down more rules on how municipalities should handle the data. I would appreciate it if that AMvB would first be presented to the Chamber. For example, it seems to me right to say that police data will be destroyed in the municipality once a final and irrevocable decision on the permit has been taken. Can the Minister promise that the AMvB can be discussed with the Chamber before he finally adopts it? A commitment is enough for me, but otherwise I will table an amendment to that effect. There is one element that I find so important that I do not want it to be in an AMvB, but I want it to be anchored in the law, namely that the municipalities can only use data to give a housing permit and that in no other way police data are suddenly used by a social district team or for any other purpose. That is why I have tabled an amendment to that effect. I have one specific question. The College of Mayors and aldermen decides on the housing permit. The College may delegate that to an official. That seems practical to me too. This is also well and clearly regulated in the legislative proposal. The law provides for the police chief to give an explanation to the police records. We have ten regional police chiefs in this country. How can this explain the data on individual cases? Can the Chief of Police delegate to a subordinate, as is also provided for by the College of Mayors and Aldermen? The law doesn't say anything about that, whereas such an explanation only gets value as, for example, the neighborhood agent who does, since he is known in the neighborhood and knows how it works in practice. How will this procedure work in practice? Can the Minister explain that? I have asked a number of questions: detailed, principled and practical. Ultimately, it's about improving the quality of life in the neighborhoods, but also that people aren't unduly affected by a law like this. I have a double feeling about this law, as with the Rotterdam Act. That will continue to be the case, regardless of whether we support the law, but I hope that the Minister can at least offer me comfort that the law will be effective and that it will be applied carefully.
ParlaMint-NL_2016-03-22-tweedekamer-32.u93	Mr. Chairman. The CDA was and is strongly in favour of giving municipalities, together with the corporations, the tools to tackle problems in problem neighbourhoods. As a Member of Parliament, emails from citizens and municipal administrators regularly show me how important it is to achieve a good living and living environment in troubled neighbourhoods. It is therefore a good thing that the improvement of the Rotterdam Act is being discussed today. During the written consultation, the CDA Group was critical of the legislative proposal Amendment of the Special Measures Act metropolitan problems. We were strengthened in this by the criticism of the Council of State. The criticism and the questions focus, among other things, on proportionality and effectiveness and on not being properly guaranteed privacy of data subjects, especially in cases where police data screening is involved. Furthermore, the need to introduce this law must be clearly established, given that there are far-reaching measures which could seriously infringe the fundamental rights of freedom of establishment and respect for privacy. We also asked to demonstrate the need for an overview, including the nature, extent and severity of the nuisance and the places where it is experienced. In the note following the report, the Minister gives a comprehensive response, to a large extent satisfactory. There are still two questions left for us. How is the financial damage caused by tenants due to the longer vacant position handled? This has already been mentioned by previous speakers. Moreover, corporations not only suffer from tenanting, but also have to incur additional costs for the application of the law. Is it reasonable for them to be burdened with costs? Or can the procedure be speeded up? This has already been proposed by a number of other speakers and asked the Minister. Finally, I come to the letter on the bill recently sent by the College of Human Rights to the chairman of the House of Representatives. In the opinion and in the supplementary letter, the College mentions a number of concerns with regard to this legislative proposal. The College considers that the legislative proposal infringes the right of freedom of establishment and the right to privacy. That is a point we have already raised. These human rights are not absolute. There may be infringements, but they must be necessary and proportionate and have a good legal basis. This proposal is lacking, according to the College of Human Rights. How does the Minister deal with these comments? Has he been in contact with the college and, if so, has he been able to convince the college at the concerns it had? To sum up, the CDA Group believes that the legislative proposal is a good step towards reducing the nuisance in certain neighbourhoods. Corporations are calling for such measures. Municipalities are keen to have instruments that will enable them to intervene. The CDA would like to help them with that in this way.
ParlaMint-NL_2016-03-22-tweedekamer-32.u94	Mr Ronnes just said in his speech, but also in the case of interruptions, that he sees this bill as a tool in the drivers' toolbox, but that more is needed to really tackle the problems. Can Mr Ronnes explain what proposals he had in mind?
ParlaMint-NL_2016-03-22-tweedekamer-32.u95	Those are not proposals that need to be discussed here alone. These are mainly proposals with which local government, together with the parties that play a role in the housing of the people, among others the corporations, but also other stakeholders, look locally at how to move a neighbourhood towards a healthier situation, or as Mr Bashir has just said: a pleasant and a cozy district.
ParlaMint-NL_2016-03-22-tweedekamer-32.u96	Of course, you need money for that. I was just asked to make money available; I was pretended to be the Minister of Finance. You need money for that, including rich money. Is the CDA willing to support the SP in making money available?
ParlaMint-NL_2016-03-22-tweedekamer-32.u97	The CDA wanted to use part of the landlord's tax in two budgets in succession for the investment capacity of the corporations. There was no majority in favour of this, but I think that we can certainly talk about this with the CDA in the future.
ParlaMint-NL_2016-03-22-tweedekamer-32.u98	This brings to an end the first term of office.
ParlaMint-NL_2016-03-22-tweedekamer-32.u99	I would point out to Members that it is after 10:00. The Minister still has to answer. I would therefore ask Members to moderate somewhat in the interruptions so that we can conclude this debate in a somewhat orderly and timely manner this evening.
ParlaMint-NL_2016-03-22-tweedekamer-32.u100	Mr. Chairman. As far as I am concerned, the great importance of being able to live safely and at the same time the difficult balance that a legislator has to make in terms of safe living was decided in the first words of both Mr Van der Linde and Mr Bashir. Later, they started to split up in their contributions, but they both started to realize how incredibly important it is for everyone that you are safe in your home, that you feel safe there and that you know you are supported by the government. That has also been the reason for me to table this bill. I realize that you always come at a difficult balance: in order to guarantee that fundamental right to a safe living environment, which is in fact a fundamental right, you must sometimes be able to restrict the fundamental rights of the nuisance, as Mr Koolmees and Mr De Vries pointed out in particular. Moreover, European treaties also offer this possibility of a balance of interests; I will deal with the questions raised by Mr Ronnes later on. So I recognize the tension that was expressed in all the contributions, but for me the most important thing is that the government should be on the side of the benevolent citizen and should reasonably protect him from the nuisance of the nuisance.
ParlaMint-NL_2016-03-22-tweedekamer-32.u101	Mr Madlener, you were not yet inside when I made a comment about the time and the interruptions. So you can interrupt, but if you had heard that remark, you might not have walked forward. That's what I want to say.
ParlaMint-NL_2016-03-22-tweedekamer-32.u102	As the Chamber of mine is used to, I will divide my answers into a number of chapters. The first chapter deals with questions on the wider theme of viability and experience to date with the Special Measures Law metropolitan problems. The second chapter deals with the way screening is handled. Then there will be a chapter on 'various' and I shall end by addressing the amendments that have been tabled. First of all, I would like to comment on Mr Bashir's question as to whether we should no longer focus on the issues of quality of life and safety; Mr De Vries agreed. The proposal is explicitly intended as a final piece of measures in terms of viability and safety. When reviewing an application from a municipality that test has not been passed on to the minister for nothing, it has been very consciously chosen not to place this procedure entirely in the hands of municipalities. Therefore, it will be very strongly examined whether other measures have been taken and whether these measures are being pursued. It is true that these will have to relate not only to safety, but also to viability. Mr Bashir specifically asked me how I felt about the use of housekeepers and district agents. I would like to reply: who can be against this? This must indeed be an integral part of the approach. We have, of course, had a separate discussion about the exact role of the caretaker. I agree with Mr Bashir that more is needed than the measures that make this law possible, and that there is a need for more action. Mr Bashir also asked what the effects of these measures would be for neighbouring municipalities. The reason why the review is being carried out by the Minister and a vision is also being asked of the province of Ottoman, the next-higher administrative layer, is precisely the consideration of the effects on municipalities in the surrounding area. Mr Bashir also specifically asked what I am doing with the lessons to date of the evaluation of the Special Measures Act metropolitan problems. Indeed, this evaluation does not show that there is a reduction in nuisance, as Mr Bashir rightly points out. The evaluation does show that there is an increase in the proportion of residents with income from work. That was also the purpose of that measure. After all, you don't want to create the image in a neighborhood that no father or mother goes to work in the morning at 7:30 with the sandwich box on the back. That's also important for the world you grow up in. The observation that no progress has been made in this evaluation in the field of safety and the reduction of nuisances is, in fact, very much in line with the assessment of neighbourhood policy. I noticed that Mr Bashir was very enthusiastic about neighbourhood policy. However, there are also many evaluations of neighbourhood policy which are generally rather critical of the impact of the large sums deployed there. For example, the Leefbaarometer, which I recently shared with the Chamber, indicates that safety and nuisance are the main themes that determine the viability of life. It is precisely this type of evaluation that has prompted me to make provision for measures aimed at safety and nuisance, which are not yet possible. Mr Madlener asked in this context whether, if you take these measures, you should not immediately use the possibility of the 'Skaeve Huse', the Danish term he used for this purpose. That possibility exists. The municipality and a housing corporation can agree together that there will be housing in an area where there is little nuisance for residents. Due to Mr De Vries' amendment, once the First Chamber has also dealt with the rental market, the Act will make it possible for housing corporations to conclude temporary rental contracts for specific target groups. Then you can also apply it to people with a history of housing nuisance. The part that Mr Madlener is asking for is possible. A municipality and a housing corporation will of course consider whether to create a new problem area, but the type of measure of targeted housing for people with a history of nuisance is possible.
ParlaMint-NL_2016-03-22-tweedekamer-32.u103	That's a good thing, that's what I'm saying to the Minister. If someone is unfit and causes inconvenience to their neighbors, you can say that they have to move elsewhere, but then that person gets neighbors again and so you've just moved the problem. That is, of course, a justified point. Nobody wants a tenant like that besides Mr. Van der Linde. Trouble in one place often also means nuisance in another place. Does the Minister think that this instrument, which can be used, should actually be used much more? I've seen that only a few municipalities do that sometimes, but not by a long shot. If municipalities want to relocate a nuisance, it would be better if they always do so in a place where it is no longer a nuisance. Why don't you put them together? This has worked well in Denmark.
ParlaMint-NL_2016-03-22-tweedekamer-32.u104	It is of course a local consideration or a municipality that wants to use it. It is difficult for me to announce from The Hague that the municipality of Capelle aan den IJssel or Roermond must do so. This depends on local needs and needs. I understood from Mr Madlener's question that he wants to know if this is possible. The answer to that is complete: yes. There are also municipalities and housing corporations that have taken steps. Mr Madlener referred to that too.
ParlaMint-NL_2016-03-22-tweedekamer-32.u105	The risk is, of course, that there will be a waterbed effect, because a municipality says: we are banning them from our cheap neighbourhoods. The problem is then self-evident to the neighbouring municipality. If the number of cheap homes in one municipality is limited, they automatically go to another. Municipalities can therefore be tempted to deal only halfway with this problem. That way, of course, we are pumping problems around, and that should not happen. Again, does the Minister believe that it would be better for the communities they do not want to have in certain neighbourhoods to designate a place where they can live?
