ParlaMint-NL_2016-01-26-eerstekamer-7.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2016-01-26-eerstekamer-7.u64	Did I hear correctly that Mr Rinnooy Kan said that this Chamber was requested to respond urgently to this bill?
ParlaMint-NL_2016-01-26-eerstekamer-7.u65	Certainly, and in the end we have had to postpone twice. Now there is time pressure again to reach a timeline of April 1st.
ParlaMint-NL_2016-01-26-eerstekamer-7.u66	It is true that, after the submission, there has been a very long period of time with many written rounds and answers.
ParlaMint-NL_2016-01-26-eerstekamer-7.u67	Of course, but every time with the communication that the introduction should take place quickly in the future, and that is why timely treatment would be extremely desirable.
ParlaMint-NL_2016-01-26-eerstekamer-7.u68	I take it that Mr Rinnooy does not find it so strange that, if something has been postponed twice, the request finally comes to an end. Does Mr Rinnooy not agree with me that, if this Chamber does not think it is good enough, it can simply agree?
ParlaMint-NL_2016-01-26-eerstekamer-7.u69	Of course, I think so, but I would have hoped that the cabinet would have spent this hugely long interim period more usefully on the fundamental rethink that some parties here appreciate. As far as I am concerned, therefore, 'hold on', but if the judgment is reached now, it will be clear by now that my group has very serious doubts. Doubt as to whether a serious problem is being tackled effectively here, doubt which begins with the question of whether there is a serious problem at all and whether, if it exists, it could not be dealt with as well or better in the current system. Doubt about the already visible uncertainty effects on clients, which threatenszzp'ers at the heart of their economic existence. Doubt about the threat of hardening at the bottom of the labour market. And doubt as to whether all the time, energy and creativity already invested in this plan and still need to be invested in it could not be spent much better on one of the major challenges for Dutch politics: the reform of our labour market. In the meantime, we've survived ten years with the VAR. It didn't ruin the country. We'll be fine for a while. Surely it's not true that the IRS has already disabled the VAR software before the First Chamber has made a decision? Who is actually getting better from the proposal before us? No one, I'm afraid. Not the opponents of the flexibilisation that has gone through, such as the trade union movement, for example. He now hopes to be able to make collective agreements forzzp tariffs, but will be disappointed by the ACM and by the European judge. At the bottom of the labour market, where there is a real improvement, it will see displacement increase rather than decrease. Not the bona fide clients, who look at increased risks and increased burdens. What do you mean, deregulation? At best, as the only one, the Tax Administration, which, with 60 retrained colleagues, might get a bit easier as a single ruler in the grey area between self-employed and employee. Is that our core mission now? Our core task is, of course, the final assessment of a bill and its effects. Those who certainly do not seem to be getting better are the large numbers of bona fidezzp'ers, the enterprising self-employed in all those positions in an economy like ours that requires appropriate flexibility. They face a great risk of a major deterioration in their already fragile economic position. They would be the only victims of all the uncertainty that threatens to create this plan. They would see their chances of decent work falling, whereas they did not deserve it. That prospect is very difficult for D66 to digest. As always, I look forward with sincere interest to the response of the Secretary of State, including to a few remaining technical questions, such as the post-VAR divergences between wage taxation and VAT. My key question is whether the Secretary of State recognizes and recognises the risks identified by the D66 Group in his proposal. Anyone who does so will certainly understand our great doubts.
ParlaMint-NL_2016-01-26-eerstekamer-7.u70	At the General Political Reviews is the motion-De Graaf c.s. (34300-C) adopted. How much does Mr Rinnooy Can not implement not to say ignore such an important motion adopted in this Chamber on the biggest issue that we have to face in recent times, but also in the future: the labour market?
ParlaMint-NL_2016-01-26-eerstekamer-7.u71	We can be brief about that. I share the view expressed by Mr Van Rooijen, who has been expressed by almost all the other speakers, that it is very important that this discussion should start. Assuming that we still find that in a large majority, is the practical question before us: is it wise to take the step that is proposed and advocated here or not? However you turn it or turn it, the risks that result from it and that are now convincingly documented and perceptible are so substantial that my consideration at this time would be a different one.
ParlaMint-NL_2016-01-26-eerstekamer-7.u72	Do you see with us an opportunity to increase the pressure on the cabinet in this debate today on this main problem?
ParlaMint-NL_2016-01-26-eerstekamer-7.u73	We'll see. It won't be me.
ParlaMint-NL_2016-01-26-eerstekamer-7.u74	In addressing the root causes of the problem we are discussing today, is it possible for Mr Rinnooy to discuss converting the self-employed into a tax rebate, as suggested by Mr Van Rooijen?
ParlaMint-NL_2016-01-26-eerstekamer-7.u75	I'm not taking an advance on such a big subject in the few seconds I'm left. I look forward to that big debate with my group, but it is complicated. The complexity was beautifully illustrated by the words of Mr Van Rooijen himself. I would like to have the debate, but at the right time and fed by the right views because of the cabinet.
ParlaMint-NL_2016-01-26-eerstekamer-7.u76	Madam President. In 1964 Bob Dylan sang The times they are a-changen'. In 2016, this statement is no less true. In 1964 the employee went on a bike with his tupperware sandwich drum and thermos bottle with tea or coffee in his clipper bag on his way to work. The employer took care of the retention and payment of his payroll tax and social security contributions. The employee cycled to his retirement date. He was in a cage that was gilded more and more with pay rounds, protection against dismissal, minimum wage, minimum holiday allowance, Working Conditions Act, Working Time Act etc., etc. from the mid 1960s onwards. In 2016, around 800,000 self-employed people earn their main income in the Netherlands. In addition, according to the Ibo zzp of April 2015, there are another 600,000 zzp's who earn extra money in addition to their job as self-employed. Together, this represents about 18% of the total labour force. The number ofzzp'ers is increasing. Zzp'ers are irresistible and my group has great respect for them. Freedom, independence and self-responsibility for and satisfaction about a successful job are driving citizens to choose to work as zzp'ers. Income-technically,zzp'ers have tax entrepreneurial facilities, such as start-up deductions, self-employment deductions and the SME profit exemption. On the other hand, there are reduced protection schemes than apply to the employee. You have to have the guts to face the challenge and want to bezzp'er. Clients on their side like to engagezzp'ers because of their flexibility and specialist knowledge. From an administrative point of view, for entrepreneurs,zzp'ers reduce the "loring services": no employer's burden, such as deduction and payment of the wage charges in the gross net wage path, no lease car of the business, but also no application of the tax work cost regime, no further training at the cost of the business, etc., etc. Citizens who choose to work as zzp'ers represent the liberal anchors of freedom, independence and self-responsibility for the VVD Group. In short:zzp'ers personify the will to take control of and optimize their own destiny.
ParlaMint-NL_2016-01-26-eerstekamer-7.u77	I follow Mr Van de Ven's speech. He sketches an image of thezzp'er who stands up for the highly educated, well-paid consultant etc. etc. But he doesn't miss thezzp'er at the bottom of the labour market, for whom a leasing car isn't even on the agenda, for whom there aren't all that kind of gold-edged possibilities, freedom etc. Are? I am thinking of the people who function as a zzp'er because otherwise they will not get to work at all in construction, mail, home care etc. Does Mr Van de Ven also have an eye for this group ofzzp'ers?
ParlaMint-NL_2016-01-26-eerstekamer-7.u78	With all due respect, Mr Ganzevoort has not yet heard part of my speech. I'm getting to the point he's making. In doing so, the VVD is aware that a minority of the group ofzzp'ers are affected by their choice as a result of imminent dismissal or because thesezzp'ers do not find suitable employment as an employed person. Especially in this group there seems to be false constructions where a person as an employee goes out the front door to come back as a zzp'er through the back door. My group believes it is important to keep this group ofzzp'ers involved in our society. They must not fall back on the State in the event of incapacity for work or on their retirement date. To sum up, there is a large difference in labour law and tax treatment of employees andzzp'ers. To the extent that there are inconsistencies between these differences, the extent to which differences should and can be resolved should be considered. The Ibo zzp of April 2015 I already referred to it as a good start to examine and test for improvements in the short term in the broad field of labour law. Improvements can be found in the protection of allzzp'ers and employees: their remuneration, the ability to insure themselves against the consequences of temporary or non-temporary incapacity for work, a decent pension and so on. The VVD Group had great sympathy for the De Graaf motion submitted during the General Political Reviews in this Chamber on 13 October 2015. My group's sympathy was about the higher objective that there is an urgent need for a fundamental rethink of the design of the labour market in relation to the strong rise ofzzp'ers. In October 2015, my group did not agree with the built-in, anti-zzp'er solution to the labour law problem, reducing the financial differences betweenzzp'ers and employees that are considered too substantial. My group felt that the De Graaf motion proposed a rapid political solution to a challenging problem in the field of labour law, the difference in net pay being only a partial one. In my group's view, the choice of the citizen for free enterprise as a self-employed person deserves a premium for the risks involved. In my group's view, reduced protection under labour law forzzp's may be offset by an additional remuneration. Thus, you stimulate work, quality work, in the Netherlands. For example, the net remuneration under an employment relationship can be improved by reducing the employer's burden on employees by reducing the wedge between the gross wage for the employer and the net wage for the employee. The use of the State Secretary of Finance with the introduction of the DBA Act concerns the difference between the level of charges on the gross wage of an employee for an employer and the charges on the contractually agreed price for the performance of a contract by azzp'er. Not only the revenue from the levies is the use of the bill, but also the question of where the levy can take place. With the criterion of an employee relationship on the basis of a contract of employment as a turntable, the DBA Act aims to impose liability for employee charges on the employer in so far as there is, in substance, a contract of employment relating to the contract with thezzp'er. In so far as the employment relationship relates to independent entrepreneurship of thezzp'er, that charge lies with thezzp'er, thus excluding the client. After all, that client is not an employer. I can easily compare the charging system with a yo-yo. If there is actual employeeship of the zzp'er, the yojo is tightly rolled up. The State's grip on the employer is optimal and the yield is maximum for the treasury. However, if the zzp'er is an independent entrepreneur, the yojo is rolled off. There's no State grip on the client. The revenue for the Treasury is limited to the charge on the contractually agreed remuneration for thezzp'er for the work performed. My group congratulates the Secretary of State for his comprehensive and clear letter of 18 January. following the letter with questions from this Chamber of 18 December 2015. The letter from the State Secretary of 18 January specifically describes the problem for the Tax Administration in the current application of the tax and premium laws as regards the difference between employees and employees. That problem lies in the issue of the VAR to a self-employed job seeker. If a VAR has been issued and a copy of that VAR has been issued to the employer, that client shall be exempt from post-tax both in respect of payroll taxes and social security contributions. It is reported that some 500,000 VARs have been issued by now. The VAR's licence for a client has been confirmed in the case law of, among other things, the Arnhem Court of Appeal of 9 October 2013. The site is Vakstudy Nieuws 2013/7.16. This case law means that the tax officer who, in an investigation of an employment relationship with a client, is confronted with the contractor's VAR and has to leave in the same way. The VAR indemnifies the client for the payroll tax and the employer's social security contributions. Further examination by the tax officer of the person performing the contract may lead to the finding that the employment relationship of thezzp'er to that client was an employment relationship. However, the system of taxation for that employee may still be wage income that falls within the scope of profit. For me, this is the current complex situation in the tax administration's enforcement under the VAR. The Secretary of State tries to solve his enforcement problem with the DBA Act with regard to the VAR by replacing the VAR's licence for clients with a system of exemplary agreements and model agreements between clients and contractors. The Secretary of State wants to move away from the system of a prior declaration by the Tax Administration on Entrepreneurship which is then used as a licence against the Tax Administration in enforcement. The aim of the DBA Act is that parties to the performance of a work may contract the conditions under which there is no employeeship. The Secretary of State has proposed fiscal test elements for the assessment by the Tax Administration of the actual content of those model and model agreements. The VVD Group could comment on and ask questions about the model agreements and model agreements. The political group gives the Secretary of State the benefit of the doubt and assumes that the contracts will end up in their final form, also in view of the extensive explanation given in the letter of 18 January. which was also about the alignment with the most affected market players. The essence of the DBA legislative proposal, however, is for my group enforcement, i.e. effective control in the assessment of whether there is actual employeeship of thezzp'er in spite of the paper agreement. The example agreements and model agreements are more a framework for my group. My group is concerned with the question of how the Tax Administration finds that post-tax attacks are necessary. In doing so, my group considers it of the utmost importance to thezzp'ers and their clients that the labour market for the performance of work byzzp'ers is not superfluous and to a significant extent disturbed by the introduction of the DBA Act. The Secretary of State describes the administrative pathways of voluntary deduction or payment of wage charges by job providers or the route with the imposition of post-tax charges by the Tax Administration or the UWV. These routes may indeed be followed by a tax court which may last for years, up to and including the Supreme Court. Clients, however, do not choose to employ azzp'er and at the same time pay wages. Clients also have no interest in long-term costly legal conflicts with the Tax Administration. With unbridled enforcement by the imposition of attacks, the market ofzzp'ers and clients is in any case not served. Taxation and tax enforcement is more than the imposition of post-tax attacks on the basis of administrative processes with the possibility of legal proceedings.
ParlaMint-NL_2016-01-26-eerstekamer-7.u79	I listened with interest to Mr Van de Ven, particularly the last part of his speech. My question to him is whether he draws the conclusion from this that, as I advocated in my first term, there should be a clear enforcement policy and that it should be well communicated with interest groups and through the website of the Tax Administration, in order to prevent, in my words, that 90% group, which is in good faith, from having to deal with all kinds of unrest, as he also describes. Is Mr Van de Ven also in favour of such an enforcement policy?
ParlaMint-NL_2016-01-26-eerstekamer-7.u80	I would like to thank Mr Van Rij for his comment. He makes a question in his own way, which I will now try to formulate in my contribution. I'm growing to the moment Supreme. I can clarify the core of the VVD Group's question when enforcing the DBA Act on the basis of the example given by the Secretary of State himself in Het Financieele Dagblad on Tuesday 19 January, a week ago. This example is the carpenter-zzp'er who forgets his tools and in principle violates the model agreement with his client by using tools from his client.
ParlaMint-NL_2016-01-26-eerstekamer-7.u81	I don't want to interrupt the climax.
ParlaMint-NL_2016-01-26-eerstekamer-7.u82	You will, Mr Rinnooy Kan.
ParlaMint-NL_2016-01-26-eerstekamer-7.u83	Yes, the chairman does. Now I have to.
ParlaMint-NL_2016-01-26-eerstekamer-7.u84	Yeah, I'll do it.
ParlaMint-NL_2016-01-26-eerstekamer-7.u85	Let me remind Mr Van de Ven, now that I have this opportunity and, above all, in anticipation of the subsequent climax, of what we talked about earlier. That is the question about thezzp'ers he said: we will and want to ensure that they do not lose connection with society. Perhaps, in his climax, he could take up the question as to how much the enforcement policy he wants to contribute to this in practice. I say this from the perspective of the publicity that has already emerged about the possible follow-up effects of these new laws and regulations. On the one hand, there seems to be considerable and substantial certainty for the client of the future, but on the other hand, the prospects for the contractor do not seem to be getting any happier at the bottom of the labour market.
ParlaMint-NL_2016-01-26-eerstekamer-7.u86	I thank Mr Rinnooy Kan for his comment. I make a distinction between the enforcement problem I was talking about and the labour law that he spoke about in particular. I understand that there is often a bridge between the two speeches. I believe that we do not differ so much, but I am in the process of enforcing this deadline. The VVD is about enforcement, where the importance of thezzp'er in work, work, work should actually remain as it is now. We are therefore asking how this will be implemented in practice, but it starts with the question of enforcement. We have mentioned earlier in the speech that it is about labour law in these issues that are closely linked. If I recall the discussion he had on the civil and tax-law interpretation of the concept of "service relationship," I must say that it almost exceeded my comprehension capacity. In any case, we still have to have that discussion, but I would like to continue with the conclusion. Maybe the wallet's gone, but I'll briefly repeat it. It was about the carpenter who would go with a hammer to a client. However, he leaves the hammer at home and asks the client if he can borrow a hammer. The hammer stays at home, possibly even unintentionally. How can the Tax Administration maintain, since it does not have enough tax officials to control this kind of violation of a paper agreement in practice everyday? A check with the client's administrator will not help to indicate the actual performance of the assignment by thezzp'er. That is the question of the VVD Group and she is very curious about the reply of the Secretary of State.
ParlaMint-NL_2016-01-26-eerstekamer-7.u87	Just one small point as far as I'm concerned. I understand very well Mr Van de Ven's point that enforcement under the current VAR legislation is inadequate, but does he think that only a completely new system is capable of improving enforcement or would there be improvements within the current system that could address that problem without putting everything at risk? I have asked this question before, but I would also like an answer from Mr Van de Ven. Is this major operation necessary to solve the problem he calls and I recognize?
ParlaMint-NL_2016-01-26-eerstekamer-7.u88	I think that is a very good question and I shall respond briefly and sloppyly to it. The existence of the safeguard in the form of the copy of the VAR for a client amounts to a kind of privilege for me and privileges in taxes are not allowed under Article 104 of the Constitution. For me, this means that a measure must be taken for the safeguard now in place for the client. It is therefore very easy to evade responsibility for their position, whether it be a client or a contractor. There is no discussion now, and something must be done about it. There's a long run ahead of that. That started with a Law Decree no payroll tax. Next, that bill was converted into a model of agreements to be concluded between market players based on society's wishes. My conclusion is that at the moment there is so little room to get rid of the task the Secretary of State has to make enforcement possible. We are very curious to see how you can maintain in practice, quite apart from the question of whether it can generate more or less tax.
ParlaMint-NL_2016-01-26-eerstekamer-7.u89	I get this, but it's just passing through my question. According to Mr Van de Ven, it is a question of how we can regulate this enforcement in the new system. However, my question was whether it would not have been possible to maintain the old system with fine-tuning. I don't have an answer to that yet.
ParlaMint-NL_2016-01-26-eerstekamer-7.u90	I don't think it's up to me to answer that, so I can only give a personal opinion. I think the Secretary of State for Finance has been forced on the right grounds to come forward with this bill.
ParlaMint-NL_2016-01-26-eerstekamer-7.u91	And if I understand you correctly, therefore, on the one hand you recognise certain risks that might manifest, but consider the fundamental error so substantial that something must change in any case.
ParlaMint-NL_2016-01-26-eerstekamer-7.u92	It's two things. The first is that I am not convinced that such an enormous market operation will now be based on the example agreements. The second is whether it is so substantial. I'm not on that line. I do not believe that it should lead to that. I believe, however, that this zzp'er can be made more clear with sufficient information than is the case at present, and with excellent guidance from the Ministry of Finance, therefore, more than via the website.........................................................................................................................................................................................................................................
ParlaMint-NL_2016-01-26-eerstekamer-7.u93	Does Mr Van de Ven also agree with the need for an interim non-binding evaluation to assess whether this has actually been achieved?
ParlaMint-NL_2016-01-26-eerstekamer-7.u94	I've read quite a few reports from several departments on voluntary mid-term evaluations. We are talking about a period of six or seven months, which will be around December. I fear that a message will come back that this information will not be available in an orderly manner at the time. So I'm not convinced yet.
ParlaMint-NL_2016-01-26-eerstekamer-7.u95	Finally, Mr Rinnooy Kan.
ParlaMint-NL_2016-01-26-eerstekamer-7.u96	Finally, if you get that message, Mr Van de Ven, what would that mean for you?
ParlaMint-NL_2016-01-26-eerstekamer-7.u97	Then we'll have to wait for the message.
ParlaMint-NL_2016-01-26-eerstekamer-7.u98	With all due respect, if Mr Van de Ven gets the message that there is no evaluation yet, would he conclude that there is a need to wait a little longer?
ParlaMint-NL_2016-01-26-eerstekamer-7.u99	No, that's two things that have to be judged at that time. But you would like a mid-term evaluation. If it comes but the data are not yet available because the tax year 2016 has not even ended, I can understand that. I can imagine that the whole device is not set up to look at it. I think that society itself, the market players, thezzp'ers, will make their problems known if the problem exists. There will be social pressure and I hope, with Mr Rinnooy, that labour law will be looked at.
ParlaMint-NL_2016-01-26-eerstekamer-7.u100	If Mr Van de Ven believes and I agree with him that enforcement in the current VAR system is very difficult for the Tax Administration and that it should not be a privilege if it is not maintained by the safeguard, should it not also, through this Secretary of State, be called upon to the Cabinet to really take up the issue of labour, because it is up to this Chamber to speak about it? I do not want to say directly that it is a mission impossible, we have already had the bonus circus, to which a predecessor of Mr Wiebes has been circumcised, but when I hear him talk about the alternative, we will soon have an arrangement whose implementation will become so problematic that we will wonder whether we should not have looked at it much better. I don't want to pull the parallel all the way, but I'd like to mention it here sometime. If you don't address the fundamental question, you may never come to the left or right with a good solution.
ParlaMint-NL_2016-01-26-eerstekamer-7.u101	I thank Mr Van Rooijen for his comments. I do not want to repeat the passage immediately, but I have called for an urgent look at labour law. In reply to the second question on enforcement, I note the following. That is the essence of my question to the Secretary of State. I don't think I need to answer my own question here. I am really very curious about the answer, because the discussion often ends with the question of whether this is covered up properly. But taxation is always about whether you get your money.
ParlaMint-NL_2016-01-26-eerstekamer-7.u102	I understand you want the Secretary of State's answer. But my question to you is whether, given the fact that the maintenance of the VAR is very difficult if not impossible, we share your concern about that.
ParlaMint-NL_2016-01-26-eerstekamer-7.u103	I guess I wasn't clear enough. The solution is now a fairly formal one. You have a person who wants to work as a self-employed person. He goes to a tax officer for a formal statement, what they call a Persilschein in Germany. With that you go to a client, who is happy, because he doesn't have to think further. I think that's weird. I find it strange that taxation is taking place in our society without a review of the real relationship. Taxation is always based on how the market works, how it works, how you get your money in, how you can levy taxes and how you can do it so that everyone is equal before the law. In my opinion, the client is currently in a privileged position. I understand that Mr Van Rooijen will respond to this in the second term.
ParlaMint-NL_2016-01-26-eerstekamer-7.u104	Mr. Chairman. With the flexibility of the labour market, the demand for the difference between employee and entrepreneur has become less easy to answer. The number ofzzp'ers has increased considerably over the last decade and thus also the questions of independence and false self-employment have become urgent, together with the balance between freedom and protection and the balance in responsibilities of the client and of the contractor. In this broad debate, the current legislative proposal has been localised, even though the government calls it a no-regret option that is necessary in any case for better enforcement and thus combating bogus self-employment. My group understands this reasoning, but at the same time believes that this should also be part of the wider debate and, for this reason, is rightly addressed in the broader ibo report. This means that the Group of the Greens/European Free Alliance is looking not only at technical aspects of deregulation but also, above all, at effects for the various groups involved. 'Cause there's no such thing as thezzp'er. The highly trained consultant, who enjoys more freedom as azzp'er and has net more left, does not resemble the modern day laborer who, for example, carries all the risks for a hunger wage in home care. This bill has two coherent objectives. On the one hand, a better balance in responsibilities between the contractor and the client. On the other hand, reduce false self-employment and thus offer more protection to contractors in an involuntary zzp construction. The latter seems central, because in response to the ibo report, the government calls this bill a measure in the fight against false self-employment. My group supports these objectives and is, in fact, particularly concerned about the vulnerable position of self-employed or bogus self-employed people at the bottom of the labour market. It believes that the risk of exploitation and abuse should be greatly reduced. But as legitimate as that objective is, the question is whether the solution chosen is correct. The ibo report writes: "Shine self-employment cannot be eliminated with supervision and enforcement alone. By reducing institutional differences, the legal effects of the qualification are reduced and the setting up of false structures becomes less attractive." This raises questions about the objective of the legislative proposal: better enforcement, including with a view to reducing bogus self-employment. Isn't that something quite different than abolishing the VAR? Whether or not there is false self-employment in the formal and fiscal sense is far from telling us whether there is abuse of dependence or exploitation. Even within a correct tax structure, exploitation can occur and vice versa, a bogus self-employed person can theoretically be very well paid. Or rather: false self-employment overlaps with exploitation and abuse, but does not coincide with it. And countering false constructions, however important, does not solve the material problem by definition. Then: if the aim is to reduce false self-employment and exploitation, is this proposal effective? Because it happens all the time that we adopt laws here that could work if the whole country had the same good intentions as us, but they are counterproductive because the behavioral effects have not been taken into account. This proposal no longer assesses whether a contractor is an entrepreneur, but only whether the contract meets the criteria, for example that people can be replaced or not use the client's instruments. But isn't that exactly a major risk that production companies, for example, will massively switch to the zzp structure, which will make the most vulnerable groups of workers, who are replaceable, lose their legal status? In other words, will this bill not exactly increase false self-employment? What hard guarantees are there that this can't happen? I am never satisfied with the answer: we all mean well, so I guess not. What are the tough guarantees at this point?
ParlaMint-NL_2016-01-26-eerstekamer-7.u105	The attitude of the employer or employer Client you just outlined could also be adopted under current legislation. Because the position of a person who is legally self-employed or employed does not change anything. If under the current law people can be degraded from employee to cheaper self-employed, so can we, but not more or less. Why do you criticise the new situation and not the existing situation?
ParlaMint-NL_2016-01-26-eerstekamer-7.u106	You are now asking whether we can reduce false self-employment. That is one of the arguments for this proposal. The argument that can be put forward against this is that you need to check whether this proposal actually contributes to this. In a number of ways, the risk could increase, precisely because the total situation of the person is no longer considered, whether as an entrepreneur or not. You have to show if you have enough clients and so on. This is now going to shift to the occasional relationship of the model agreement. There may be risks in this area, I ask the Secretary of State for his assessment of them, which unintentionally lead to a rise in false self-employment.
ParlaMint-NL_2016-01-26-eerstekamer-7.u107	Don't you just look at half the picture? Because even in the new regime, the position of the self-employed, given the number of clients, is still being reviewed, albeit with the tax return, or around that time. But that's actually no different than it is now. I therefore do not understand how this amendment to the law, which does not change the question of when you are an employee or self-employed person, can promote the creation of more false self-employed workers. I don't understand. At least I cannot follow the logic of that.
ParlaMint-NL_2016-01-26-eerstekamer-7.u108	We have a duty here to see if there are any weaknesses in the law. The question then is whether the model agreement that replaces the VAR sufficiently excludes this risk. That question has not yet been sufficiently answered for us. While in the VAR the emphasis was strongly on the overall picture of the self-employed, this emphasis is now shifting to the model agreement. Isn't that where there are new risks? Before we take a position on this law, I'd like to get an answer to that. I'm also referring to tough safeguards. My group wonders whether the proposal is proportionate if it already works. The number of bogus self-employed is difficult to determine, but is likely to be around 10%. Why is the bill important for that vast majority ofzzp's who are evidently truly independent? Perhaps the Secretary of State can reflect on the fact that, when we look at the numerous responses we have received from all kinds of interest groups, we see that their views are so different. Does he share my group's view that the truly self-employed professionals are predominantly opposed to the proposal and that representatives of vulnerable contractors or false self-employed people seem to embrace the proposal in a majority? Apart from the precise nature of the proposal, there seems to be more support from the latter group. If so, what does the Secretary of State learn from that difference? Is this perhaps too generic a measure which, if it already works, I have my questions to ask, but I will come to that later, at most, the position of contractors at the bottom strengthens but at the same time has undesirable consequences for many others? If it is working so differently, why didn't we opt for a more specific fight against exploitation and abuse than this one-size-fits-nobody approach? Which brings me to the effects. What does it mean for contractors that they are no longer there to obtain and show the right VAR, but that they should in principle conclude an agreement with each client? I am thinking in particular of those who work with many different clients. Especially from the creative sector, there are many critical signals about this, which seems to indicate a problem of acceptance. In substance, the criticism is about three things. I'd like to hear the Secretary of State on that. First of all, there is the criticism of a huge administrative burden due to all the agreements. Next, there is the criticism of an increased risk of post-taxation because it is no longer a personal assessment of the position as an independent entrepreneur but an assessment of the specific work carried out. There is additional uncertainty because any deviation from the agreement may lead to a different assessment by the Tax Administration. No one knows what a "non-tax essential deviation' means and when it is a "small incidental deviation'. Finally, there is the criticism of the pressure generated by this in various sectors towards hiring intermediaries, which only increases costs, removes revenue and not rarely leads to strangle contracts. We have seen the examples come along in the post office....................................................................................................................................................................................................................................... Are they all stupid now or do they have a point somewhere? More at macro level calls for demand for the impact of the legislative proposal on labour market shifts as a whole. The ibo report shows that the relatively strong growth of the number ofzzp'ers is partly due to the extensive legal effects of the VAR and the guarantee of the client. Has the government made ex ante calculations of the likely consequences of abolishing the FAC on the development of the labour market? Does it expect that by shifting the balance sheet of responsibilities, clients will hire fewerzzp's and enter into more employment contracts? Or does she also recognise that there can be more false self-employed?
ParlaMint-NL_2016-01-26-eerstekamer-7.u109	Mr Ganzevoort spoke about the ibo report. I think we're talking about the same report. On page VI it says: "This IBO does not make recommendations on enforcement policies and instruments such as the Employment Relations Declaration (VAR).' Perhaps Mr Ganzevoort has read the reason for his remarks elsewhere than in this ibo report, because that does not express any opinion at all on the enforcement of the VAR.
ParlaMint-NL_2016-01-26-eerstekamer-7.u110	No, what I read in the ibo-report is that there is a search for the answer to the question of how in the Dutch situation in the past period there is a stronger growth of the number ofzzp'ers than in other contexts. On this point, it is said that this has to do with tax regulations and so on. That was the port of my equation. That is why I am asking the Secretary of State what the government's expectations are for developments in the labour market if we change that system. If we are going to twist these screws, which are linked to the origin of the current situation, then we can expect that this will lead to shifts. The question is what the government has set out its expectations in this respect. I thank Mr Van de Ven for his question for clarification. Mr. Chairman. With regard to feasibility, the question arises of the flow of agreements for thezzp's themselves, but also of the development and legal certainty of the model agreements. This point has been raised in several ways. Especially when it comes tozzp'ers, the word "deregulation" sounds attractive, but the question is whether the cure is not worse than the disease. It may be enforceable, but my group is concerned that the assessment of any deviation from the agreement may cause an endless flow of disputes. She doesn't know if that's what we want right now. My group therefore understands the objective of the law, both in general and in particular the protection of the more vulnerable groups. However, it is not convinced that this bill will really change that. Maybe it's having counterproductive effects. Above all, she wonders whether the central goal could not be better achieved with a much more focused approach to exploitation and abuse and whether the shot shotgun that is now being used does not cause too many problems for otherzzp'ers. That is why the question is whether this is really a no-regret legislative proposal or whether we should leave it until we have a broader debate on developments in the labour market. My group has not yet reached a final verdict and is therefore looking forward to the Government's replies.
ParlaMint-NL_2016-01-26-eerstekamer-7.u111	Model agreements are not mandatory. I am curious to see to what extent that affects the opinion of Mr Ganzevoort's group.
ParlaMint-NL_2016-01-26-eerstekamer-7.u112	That's a very interesting question. The point is that they are not mandatory, but without model agreements there is no certainty whatsoever. The choice is between the following things. Or we ask for that certainty by means of a model agreement with all the risks of deviations and so on. Much has been written in the last period about whether it really gives certainty or not. Either we abandon model agreements, but then we don't know anything at all. That doesn't seem like an attractive option to me.
