ParlaMint-NL_2016-06-28-eerstekamer-6.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2016-06-28-eerstekamer-6.u27	That may have become clear from my story. Of course, take it, that money shouldn't go there. You mention a number of insane examples that will occur. Of course we'll get rid of it. But that does not mean that there are no other cars that make sense, such as the light, small, more economical ones, to encourage their sale. That's what I don't understand from your letter.
ParlaMint-NL_2016-06-28-eerstekamer-6.u28	I'll get to that. If a subsidy effect leaks completely and leads to additional tax pressure on the Dutch, but not a climate effect, this is simply unwise policy. I can also be enthusiastic about Mrs Vos's objectives. I can see that taxation is being used here as a behavioral instrument. I see the logic of that, without being a great supporter of it, but something that costs something but doesn't yield anything is called unwise policy. There's nothing else I can say. The uplifting message for everyone is, of course, that European source policy works: 80% of the impact on the streets is not because of our policy, but because of European source policy. This means that the car can emit an average of 95 grams per kilometre in 2021. That was the first Prius. We couldn't believe our eyes. The stakes are much lower. Parliament speaks quite openly about targets of 68 grams per kilometre. For the long term, I've heard even lower numbers, like between 30 and 40 grams per kilometer. Source policy works; it is firmly deployed by those who want the car to cause less climate damage. So that's what happens. Mrs. Vos asked if this letter would cause more damage to the environment. My answer to that is: above all, less damage to the state treasury. For the rest, we should be lucky to have this system in Europe. In this way, the challenge lies where it belongs: not with the government, not with the tax authorities, not with the state treasury, but with producers and consumers, who have to stay below the ceiling and thus by their offer and purchase behaviour outside the tax system to make sure that cars emit less. With this, the Autobrief focuses on an efficient use of public funds. Mr Van Strien asked me to do that, and he looked at me very hard. That is the commitment, because we do not do policies that cost anything, but that do not yield anything. This results in the most climate gains per tax euro. We're also betting on full electric. To be honest, there is still a certain risk of overstimuli rather than understimulation. After a certain period of time we really need to insert the thermometer in to see if that is not derailing again. I've already promised it to the House of Representatives. According to the National Energy Exploratory, this ultimately results in 1 to 2 petajoule more than was agreed in the energy agreement. This is, of course, mainly due to the fact that the policy we are pursuing here is being extended to 2019 or 2020. That was not yet the case in the energy agreement. So we do dive down a little bit every year. Many have already said that this will make the new fleet cleaner than it is today. Now the CO emissions of the average car sold are 107. This one's gonna be 96. Irrevocable, we see it go much further down afterwards. If you stimulate the pure electric cars plug-ins less than previously thought, it will of course be less. However, there will be more full-electric cars. Ultimately, the expectation is that there will be about a doubling of electrically driven kilometres. Eventually we're out on the mileage and not on the cars. It is about transport and not about tin. I had a lot to do in Amsterdam with speeding up the removal of old diesels. There are vans that stop on the moat with running engine. It can be calculated that they emit 30 to 100 times as much fine dust as their modern equivalent. I have been asked several times if that incentive could have been a little firmer. That is, in all honesty, also a question of seeking acceptance. Ultimately, it concerns people or entrepreneurs who may not have the largest cash flow in our entrepreneurial stock. They drive old vans. It is also about individuals who are not ready to drive a newer car with their wallet. A certain degree of caution and visibility on the driver, the citizen and the SME make an irrevocable impression in the policy.
ParlaMint-NL_2016-06-28-eerstekamer-6.u29	The 15% tax that the Secretary of State does not want to introduce for old diesel vans until 2019 amounts to €62 per year. And that's going to take a few more years. To be honest, I do not think that any entrepreneur can take any notice of this. Why doesn't that percentage get a little higher, so it's actually gonna do something? I don't understand. I am opposed to what the Secretary of State himself said: this enormous damage to air quality, especially in urban areas. We all know from the reports, which are becoming increasingly urgent, that fine dust emissions are incredibly unhealthy, especially in urban areas. It's just really bad for people's health. People die before that every year. That seems urgent enough to me to put in place a measure that is going to do something, and soon, already as of 2017.
ParlaMint-NL_2016-06-28-eerstekamer-6.u30	The health effect of particulate matter is just really bad. I don't have another word for that. Mrs Vos and I once had a portfolio in the capital, which was responsible for reducing fine dust emissions. I believe that Amsterdammers live an average of one and a half years shorter than people in the rest of the Netherlands. This is not only due to particulate matter, but it may have something to do with it. It's a trade-off between two cases. We charge entrepreneurs and individuals with higher burdens. At the same time, this is an issue. I think the Dutch have shown that they are quickly hypnotized in the car domain by additional charges or tax reductions. So let us hope that entrepreneurs will respond to this. Apart from that, of course, this is a problem that is solving itself very quickly. If you looked at the NO and fine dust overruns on maps of our big cities a few years ago, it was completely black. In most cities there are still a few places left. So this is a problem that is rapidly solving itself. The ambition to do this earlier, I understand. I have examined this seriously, but I do not see any possibility in the implementation. We're working with systems that can't handle this change. This is precisely the point where the Court of Auditors is right: the legacy systems restrict us to introducing new charges. We can't do that until 2019. I hope that the last vans that smell great will disappear from the city by then. That consideration has been made. There's one little thing attached to it, and that's the bpm. Well, one small thing: it has played a limited role in this debate. Mr Van Strien has brought it up. In reality, however, it is not so small. The bpm is as taxation for new cars quite problem-free. It's not hard: you take the numbers, multiply them by something, and then you have the bpm you need to determine. It's paid for at the sale. So far, so good. Then we created an entire industry through bpm arbritrate possibilities, which is based purely on the bpm for import and export. We have import and export tax collectors and import damages dealers; we have repairers and repairers; we have car-screwers and car-screwers; we have car transporters and car administration offices that import cars. Bpm can be avoided everywhere and in a variety of ways. Sometimes that is legal and, given European legislation, nothing can be done about it. Sometimes that is not legal, but very difficult to discover by the Tax Administration. I've seen a lecture on ways to avoid the bpm. Unfortunately, I can't give it here, because she's almost entertaining. At the same time, it is deeply sad that we are stuck with a tax whereby we have tried through many legal channels to prevent leaks, but we cannot do so. Let me take it off my head for a second: we now have 150,000 new cars sold every year. You don't make that up: that a country like the Netherlands, which is one of the most prosperous countries in the world, imports cars from neighbouring countries on a large scale, which are remarkably often damaged, or whatever. There has been a very strange industry. The only way to prevent this is to reduce the bpm to a much lower level. Mr Van Strien asked how long that would take. This time, there were more targets. It was explicitly intended that if this Car Letter was to raise money, it would also simply take it to the small second-hand driver, in the form of the bpm. There was an explicit desire to allow those who cannot afford a new car and who may even be driving a somewhat older car to benefit from tax revenues. In financial terms, they were competitors of each other. How long it takes, it's up to next Cabinets. The first blow, however, is worth a dropper. As we return the bpm, the avoidance also becomes less large. At some point, it comes to such a low level that avoidance does not recoup itself. To be honest, that's what I'm looking for. This does not make car policy at European level greyer as far as CO is concerned, but greener as far as particulate matter is concerned. We get NO for free. This makes it a little cheaper for the regular car driver. And yes, there are more goals in car policy than just environmental targets. A goal is also not to make people pay more taxes than necessary. When Mrs. Vos said the little car is getting more expensive, I think she meant the Prius specifically. The ordinary little car, like the Volkswagen Up, is getting cheaper. In fact, in percentage terms it becomes more cheaper than a number of large models. Specifically, Mrs. Vos asked why the plug-ins are not included in the transition. She regrets that we do the electric car, but not the plug-ins. We are talking about a car type whose extra stimulus has not brought us any climate benefits. We are talking about a type of car that has made a sustainable almost priceless seizure of government revenue. We're talking about a car that's a lot less electric than we thought. Unfortunately, I do not have newer research than that of June 2015. Only a quarter of the kilometres were driven electrically, but still: it is a type of car that is farther than the average car from the standard with which it was tested. On balance, however, CO emissions from this car have increased the waterbed effect, related to the theoretical figures, taken into account. In practical cases the thing scores even worse than the average car compared to the standard. It has made the climate worse. Moreover, it is a type of car that is going to get on the road at a fast pace in much larger and much heavier variants. That is why I do not see in any way any policy reason for further subsidies.
ParlaMint-NL_2016-06-28-eerstekamer-6.u31	I'm questioning the Secretary of State's numbers. I think an average of 40% of the mileage is electric. I understand that new TNO research is coming, which shows that it looks even more beneficial. I hope we will soon hear from the Secretary of State. Maybe he can say something about it already. The Secretary of State can of course apply a different policy to the very large cars, but why does he not want to look at what part of those cars is capable of contributing to the environment in the transition period, until we can all drive electrically? Wouldn't it also help if the Secretary of State gave the private driver much more opportunity to drive this? In my opinion, it would perhaps be a little more critical of the use of the car than many business drivers.
ParlaMint-NL_2016-06-28-eerstekamer-6.u32	That would be very nice if we could find a type of car that, through subsidies, I quote: '... would be able to contribute to the environment'. The hybrid is not up to that task. I think I have sufficiently explained, with the help of the waterbed effect, that the hybrid does not make that contribution. This contribution is made in a different way, very convincingly, if we continue to pursue source policy in this way, and also in the most efficient way. One of the speakers said in view of the private driver that it is a pity that we see the cars we have subsidised going abroad, because there is still more than CO. There's also particulate matter. For this reason, the House of Representatives has advocated that this is also important for second-hand cars in order to continue the half-price for the vehicle tax for a while longer. This will reduce the tendency to make these cars disappear abroad. This has led to an amendment which has now been included in the documents.
ParlaMint-NL_2016-06-28-eerstekamer-6.u33	Of course, the proposed measure can do something to slow down the export of these cars, but why does the Secretary of State not take back the residual benefit enjoyed on electric cars when those cars are exported? It's very common, when you drive a bpm-free car in the Netherlands, for example, you're a taxi driver and you want to export it, the government says: you have to make a rest bpm-declaration. Why don't we do that to electric cars? In the Netherlands, we are dealing with the largest Tesla density in the world, but of every three cars that come on the market, one goes straight to Norway or Denmark, with tax subsidies from the Netherlands. Why don't you tell a Tesla rider who wants to sell his car in Denmark or Norway: you enjoyed a six-month advantage, but there's a lot of left-over bpm that we'd like to get back?
ParlaMint-NL_2016-06-28-eerstekamer-6.u34	There's a mistake in thinking. You bought a car in Holland with bpm. If you want to sell that car abroad, the bpm will be offset because otherwise it would disrupt European trade, the internal market. So that means you get the remaining part of the bpm back at the border. Mr Koffeman is now asking: will we not simply raise bpm on cars that are exported? Then we lift bpm on those cars, but then you drive an hour later to the border and then you get the bpm back, because the essence of this arrangement is that you get the bpm back. There's no point in lifting bpm first if you get it back after that. Nor does the Norwegian example appeal to me in this respect. In the Netherlands there is no bpm on those cars, nor in Norway. There is no logical reason why there is no loss for the state treasury to buy Tesla's in the Netherlands and then send it to Norway, because in both countries there is no bpm on those things. The IRS isn't in the middle of it at all. That's not a problem. There is no possibility of arbitration. We're not losing anything. In the Netherlands many Tesla's land, because in Tilburg the mirrors are screwed on and then they go to Norway, but that has nothing to do with taxation.
ParlaMint-NL_2016-06-28-eerstekamer-6.u35	It may well be that bpm is not the most appropriate means. This is not about Tesla's assembled in Tilburg and then going to Norway. That's not the problem. These are Tesla's that come on the market in the Netherlands, are driven here and then sold second hand to Norway within a short period of time, with the Dutch taxpayer paying the tax advantages that apply to that car, while the car will then drive in Norway.
ParlaMint-NL_2016-06-28-eerstekamer-6.u36	No, that's not right. If you sell a Tesla here, there's no tax on it. The thing's being sold to Norway. The Norwegians don't pay taxes on it either. The Dutchman doesn't pay taxes on that either. That's exactly the same as when the car would go straight to Norway. On cars that go directly to Norway, no Dutch tax is paid, so there is no loss.
ParlaMint-NL_2016-06-28-eerstekamer-6.u37	That's not right. The ANWB complains about this, too. The ANWB finds it scandalous that here in the Netherlands many tax advantages apply to the purchase of electric cars and plug-in hybrids, while second-hand traders make them all disappear abroad in a short time, because they say: in those markets they like to benefit from the Dutch advantage. I really think that the Secretary of State should have a little talk about that with his supporters. Perhaps he can then inform the Chamber in writing, because the interest groups, including motorists, complain that there is no second-hand market in the Netherlands for hybrid and electric cars, because all these cars disappear abroad and therefore no business cars remain available for the Dutch market.
ParlaMint-NL_2016-06-28-eerstekamer-6.u38	We're gonna get the numbers. The plug-in hybrid would be the car that is exported on a large scale. In 2015, there were almost 80,000 plug-in hybrids registered. The export of plug-in hybrids in that year was over 200. That's not a significant export. There is a case known from the media, in which the Nissan Leaf went to country x, y and z on a large scale, but that turned out to be an unsold stock that Nissan dropped off in another country. That's not weird, because if you can't sell the stuff in one country, you're going to another country. That had nothing to do with the export of used cars.
ParlaMint-NL_2016-06-28-eerstekamer-6.u39	In 2015, the Financieele Dagblad devoted a large article to the export of Dutch plug-in hybrids and electric cars. It states that of every three electric cars sold here in the Netherlands, one disappears abroad in a short period of time. These figures are different from those mentioned by the Secretary of State. The Secretary of State is also quoted in the article, so I assume he knows it and that the article in the Ministry is known. The Financial Dagblad is not a newspaper that doesn't make it to the Ministry, so I ask the Secretary of State to look at it again and inform us about it.
ParlaMint-NL_2016-06-28-eerstekamer-6.u40	I don't know every article of the FD by heart, but I also discussed in detail the reexport of cars in the House of Representatives. That will also be in the Acts. Besides, I don't know all of them by heart either. If you don't pay taxes on a car and then transport it abroad, that's not a loss. If the car had gone directly abroad, we would not have seen any tax revenue either. For the time being, it is not the case that the exports of these plug-ins would have started on a large scale. I have the statistics here for me. I have no reason to respond in writing. Then there's going to be exactly the same thing in the letter as what I'm reporting right now. Then the argument remains that it does not matter where they drive for the climate. Admittedly, that is the case with air quality. I cannot bring Mr Köhler's 1% home so quickly. The issue of horizontal versus vertical is finance jargon that no man ever understands. Compared to the original plan and within Dutch borders, it scores slightly less. Considering the original plan and the European borders, it scores exactly the same. Today it scores significantly better, both European and Dutch. That's the answer. Mr Köhler's question is also whether the source policy on fine dust and NO is effective. Yeah, yeah, yeah, yeah, yeah, yeah, I invite Mr Köhler to look at the fine dust and NO map of Amsterdam from ten to fifteen years ago. He might still be able to get it. It'll scare the shit out of him. Back then, that map was full of black dots and now barely. The policy has been extremely efficient. Invisible, not a man who sees it, not a man who smells it; but it is all happening, on a phenomenal scale and at an enormous pace. The mileage tax is still highly recommended by Mr Köhler. It is true that the cabinet has decided not to do anything with it during this cabinet period. In the Netherlands, at least according to Mr Van Strien, his theorem 'the more driving, the more taxation' is even overly implemented through excise duties, which are very high in the Netherlands. There are two things to say about the research on the table. The phenomenon of mileage taxation has, of course, been studied in great detail, but the Energy Agreement has also promised that, should there be private initiatives or industry initiatives to sit at the table and investigate, the Empire will then join and provide corresponding assistance. That is the agreement made in the energy agreement. I don't think I've convinced Mrs. Fox. She still seems a little upset about the fact that normal cars are also becoming cheaper. I'm telling you the truth here. There are more goals for car taxes than just climate. It is also about the fact that an important provision, namely car mobility, is simply affordable for Dutch people who are not stinkingly rich. A lot of people depend on a car somehow. For people with a small wallet, it sometimes means an extraordinary amount. This is also an objective of car tax policy. This affordability has also been pursued for the ordinary motorist, who cannot even afford all these subsidised cars.
ParlaMint-NL_2016-06-28-eerstekamer-6.u41	Did the cabinet consider the current cars to be far too expensive for the current drivers? The question is really: why was it now necessary to reduce the car tax across the board? This, of course, has harmful effects when it comes to discouraging people from taking steps to move in a different way. Why did the cabinet think the burden on the driver was so heavy that they had to go down?
ParlaMint-NL_2016-06-28-eerstekamer-6.u42	Because of the waterbed effect, this change in car taxes on a European scale does not affect the climate and does not affect the climate any worse than if we had left it untouched. In fact, there is a huge change in the European fleet. But it was the government's view that it does not give a pass, if it does not have a clear purpose, in this case a climate goal, to send one Dutchman with sometimes €20,000 to €30,000 implicit subsidy and to have the other Dutchman pay for it, while the one who receives €30,000 subsidy, in many cases was not financially worse off in his wallet than the one who had to pay for it. That imbalance can only be defended if there is a very firm objective to it and it was not in this case. A system that costs something, but doesn't yield anything, is a bad system. We have put all kinds of Dutch people on the line for that, and that is not the intention.
ParlaMint-NL_2016-06-28-eerstekamer-6.u43	If you had said 'I am going to abolish the benefits for electric and hybrid cars', I would have regretted that, but I could have followed that. But now you say, at the same time, I'm going to make all ordinary cars cheaper. Then I say: this is just a relief for all drivers. I don't see the social purpose.
ParlaMint-NL_2016-06-28-eerstekamer-6.u44	It's budget neutral. A budget neutral conversion of car taxes has been chosen. That is not a reduction in the burden. It's not a burden increase either. Any other choice would have been possible, but it has become this choice. I am now, of course, hearing that Mrs Vos had no objection to an increase in charges in the car domain. I don't think that's a secret. But enough colleagues have also disagreed with her. Otherwise, I wouldn't be standing here. I come to the social significance of electric driving. In the long term, energy sources will be more sustainable. It is still a very long time before the marginal kilowatt hour is a sustainable one. It is precisely the extra kilowatt hours that are not produced sustainably. Ultimately, we can predict that electric driving will become more the norm than burning raw materials for high-quality plastics, because that is what we are doing now. That is what we load every time we refuel. In time, it will phase out. But a Dutch headline on European policy, as has been said, does not make any sense. Mrs. Vos wants the diesels more expensive in the add-up. The Netherlands is one of the European countries with the smallest share of diesel. In France, the share of diesel is around half. There are countries where it is above 50%. The Netherlands currently sits around a quarter and continues to decline during this period. So we are one of the least diesel-driven countries in Europe. I believe that the policy advocated by Mrs Vos has long been implemented. We owe this to our limited share of diesel. What appealed to me was Mr Koffeman's speech, namely that cars are like cows. I don't eat cows, but I don't eat cars, so that's good for me. He especially challenged me to talk about VAT differentiation, both at the beginning and at the end of his speech. I have recently been in wide-ranging discussions with the Animal Party in general. There is an important difference between VAT differentiation and car taxes. With VAT differentiation, we must first of all abide by European legislation. Furthermore, VAT differentiation is extremely complex in implementation, for example when it comes to the higher rate for meat. I can already see that there are whole departments at the Tax Office that have to search through new fork-and-ready meals that have come onto the market to see what the percentage of meat in them is. That is extremely problematic and I really would not want to go through with it.
ParlaMint-NL_2016-06-28-eerstekamer-6.u45	Of course, it is not difficult to ridicule proposed solutions, but in my opinion it is not that complicated at all. There's no need for people from the IRS to dig forks in ready-to-eat meals. If a meal or product contains more than a certain percentage of meat, it falls into the high rate and otherwise does not. You'd think this would be very easy to realize. The declaration of ingredients shows to the percent exactly how much meat is in it. Where does this caricature come from a tax officer who has to dig through all kinds of ready-to-eat meals with a fork?
ParlaMint-NL_2016-06-28-eerstekamer-6.u46	It's not a caricature, because I just made it up. If that's a caricature by now, that would be a world record. Mr Koffeman really thinks too lightly about this. VAT is already a difficult practice to implement due to different definitions. That's what I'm talking about. Let me put it to you in Dutch. This isn't gonna make it any better. You're gonna have a lot of discussions about what percentage it is. Then companies are going to be optically just underneath it, but maybe not in real life. That's not a big party. We shouldn't do that.
ParlaMint-NL_2016-06-28-eerstekamer-6.u47	Mr. Koffeman, briefly.
ParlaMint-NL_2016-06-28-eerstekamer-6.u48	In the letter to the car we saw that we also looked for this kind of limit for CO emissions from cars, that the car manufacturers were just underneath it and that it was not a problem. If it is not a problem in car mobility, I wonder why it would be a problem in food supplies. Moreover, there are tax measures other than VAT differentiation. That is also what we see in cars, where we talk about income adjustment and about vehicle tax. There are many ways of exerting influence through fiscal instruments. The Secretary of State begins his answer at the tail of my question, but the beginning of my question was: why not an integrated approach? The integral approach was: if you find people willing to not eat meat one day a week, it's the same as a million cars off the road. That is a debate that is more profitable than we are discussing here today.
ParlaMint-NL_2016-06-28-eerstekamer-6.u49	Let me first answer the smaller question and then the big one. Mr Koffeman never heard me say that differentiation between car types is not a problem. The recent affairs have shown that it is a problem, but, however much that is a problem, that is peanuts compared to what we would have if we had to do it with meat. At least for cars there is a type test agreed at European level, which is well documented. It's a car, so you can make some money for it. That's different from meals or meal components. I'm not saying this for ridicule. I'm saying this for comparison. Should there be a European type-approval test for ready-to-eat meals? That's an unstoppable thing. That's what drives us crazy at the IRS. Then the recipe is changed, then we have to do new type-approval tests and then people still have to say it again, because that's lame looking at the meal to see how much meat is in it. The underlying question concerns the integrated approach. The integral approach would be to somehow treat every tonne of CO in the same way. That would mean something. It is in itself a sensible idea that the CO burden that is currently on products is at least the same per tonne. Let us perhaps note that there will then be a lot of environmental taxes that need to be reduced very dramatically. Then the excise duty on petrol is probably a factor of ten too high. The most important effect would be in that category. The support for the reduction of car taxes has not proved overwhelming here, because this will have to be covered elsewhere, but there is an integrated approach to this in Europe at the level of cars. There's no region in the world that mimics us. All European countries have a single policy for all types of cars, namely source policy. That is extremely efficient. This is also, in a sense, the case for the ETS. The ETS is a very important part of CO emissions, more than half of it, on a European scale. At present, 28 countries have a system which, in the same intelligent way, reduces CO emissions, not through a levy but through a ceiling system. These are examples of an integrated approach which I always welcome and which indeed does not include meat.
ParlaMint-NL_2016-06-28-eerstekamer-6.u50	A final interruption by Mr Koffeman and I suggest that the Secretary of State continue his speech.
ParlaMint-NL_2016-06-28-eerstekamer-6.u51	Finally. The question remains why the cabinet does not want to influence certain consumer choices by appealing to the freedom of choice of consumption and in other cases does. Why do you do that to cars? Why don't you say, "if you want to drive a fat diesel, you have to know for yourself, that's your freedom of choice" and we say, if you want to eat a fat steak, "that's your freedom"? Why the difference?
ParlaMint-NL_2016-06-28-eerstekamer-6.u52	There is, I think, no one who says that diesel cars can no longer be driven. That's not the policy. It is true that environmental externalities have been strained. This has proved to be more problematic in meat. In me Mr Koffeman has no meat-eater, but many do. I believe that about society as a whole of eating meat, the contribution to CO emissions is about the same as driving. That's about right. Mr. Chairman. I think I'm through.
ParlaMint-NL_2016-06-28-eerstekamer-6.u53	Mr. Chairman. Good example does follow well. The name I praised Law Elaboration Autobrief II ensures that Mr Koffeman makes a move for a collecting law on environmental taxes under the name Wet sacred cow I. We wait with interest. The Secretary of State has referred to the combination of the words 'car' and 'taxes' which I quote 'in all political groups would cause excitement'. With my group, I have not noticed any of this. Now it may be that I have little eye for that, but it can also be because we do not read the Telegraph, just like 90% of the people in the country. The Secretary of State has clearly replied to me on the impact of the proposals on CO emissions. The 1% by 2020 to 3% by 2030, which will be added, at least less by then as a result of these proposals, will be compensated elsewhere in the European Union, which means that the overall impact is zero in terms of greenhouse gas emissions across Europe and indeed throughout the world. That is a clear answer and also a plea for his proposals as far as we are concerned. The Secretary of State has said that the EU's source policy against environmental pollution is working. Yeah, we've noticed that, too. It is good that he points that out again, but here too, it works better on paper than in practice. On paper, the figures he mentions are correct, that emissions will automatically go back from 107 units to 95, but then they are counted outside of the fraud software. It's all precalculations of what it's gonna be like if those cars are actually gonna meet that standard. Nevertheless, EU resource policy will work in the long term and will also be more effective than specific taxes that only affect the Netherlands. On the fine dust surcharge for dirty diesel vehicles, the Secretary of State proposes two new things for me. First, he says that the surcharge can only start in 2019, because then we can only have the introduction at the Tax Administration. So far, I had only read in the documents that that was to give the car owners of those dirty vehicles a few more years to prepare themselves for this shocking event. That was said a few years earlier: they had to be able to prepare for that. Then I thought, "Oh, does a levy in 2019 of €65 a year make such a long preparation time or necessary, psychologically?" Now I understand that there is another, real reason why it can't be done sooner. This is regrettable, but obviously inevitable. The second point I would like to make is that the Secretary of State said that the surcharge could not be raised, because it has to be borne in mind that the owners of vans and passenger vehicles do not have that much money to some extent, so that it is not easy for them to pay that surcharge. In view of the very small amounts, that seems to me to be a somewhat exaggerated argument. I don't think such a supplement is about fineing those groups for bad behavior. If that were the case, my group would not be in favour of it, because we do not believe in it. In my view, it is a question of making that amount so high that it is financially attractive for those people to buy a new or a better second-hand vehicle instead of such an old polluting vehicle. So that's what you achieve with a higher charge, the proceeds of which you channel back. This also happens after a buy-back scheme. That's how you're gonna meet these people financially. You can do all this much better and more effectively with a higher levy. We continue to believe that, unless the Secretary of State manages to convince us otherwise in the second term. We were disappointed in the response to the mileage tax. We already know that the energy agreement will contribute to further research into proposals from industry organisations. We had hoped that the renewal of the car tax system would bring the possibility of a mileage tax closer, if only by a study which will be ready in the near future, so that better agreements can be reached in a subsequent government agreement. The fact that the Secretary of State doesn't even have that on offer doesn't seem to us to be positive. We are going back to my group in the light of some of our critical questions and others which are not satisfactory at all. We will consider whether we will vote for or against this law next week.
ParlaMint-NL_2016-06-28-eerstekamer-6.u54	Mr. Chairman. The Secretary of State has explained to us that the current policy is not working and that it therefore needed to be changed. He has shared with us the waterbed effect in Europe. Nevertheless, I would like to talk about what we are doing in the Netherlands and why it is important to achieve a number of environmental objectives in the Netherlands. We have made the agreement in the energy agreement that CO emissions from the mobility sector are now plus 24% compared to 1990, so that's very bad -- that's minus 17% by 2030. That deal stands, and it also stands for the Secretary of State. My question is how he is going to solve the increase to 3% extra by 2020, which is going to act through his actions in the Netherlands. How is he going to compensate for that negative policy in the Netherlands? I would like an answer to that, because if taxation fails, why does he not use other measures to make car traffic more energy efficient and cleaner in terms of emissions? I would like to continue to remind the Secretary of State that with the current policy, the policy before the Autoletter II, we will achieve a CO emissions of 27 g/km by 2020. It does go up to 96 g/km and that is just a deterioration. I would also like to hear a reaction to that. I'm sticking to my position. If the Secretary of State is not satisfied with the current policy, I say: make it better instead of largely abolishing the incentive policy and then making the ordinary, polluting car cheaper. I don't understand that ratio, Secretary of State. You always love math and calculating everything and everything, but why make the ordinary car cheaper? That's what this is, and then it just comes around the corner because it's important to reduce the burden on the regular driver. As far as I am concerned, that does not fit into the picture of someone who is aiming for a more effective and efficient use of tax incentives, because it does nothing at all, except perhaps to make a lot of people feel comfortable, but that does not seem to me to be the purpose. I find it extremely regrettable that the Secretary of State has only approached the question of electric and semi-electric cars from the angle that it is apparently not CO-effective. Electric cars also make a major contribution to improving air quality, because they do not emit pollutants. They also have an extremely interesting economic effect. CE Delft has calculated that the current policy could lead to some 19,000 fte extra by 2020. I would like another response from the Secretary of State. All this is now being watered down. I told you, what I really don't understand is that the Secretary of State is now making so many things cheaper. I'd like to make a proposal to the Secretary of State. He wants to lower the bpm. Then don't do that across the board for all cars, but just do it for the most economical cars or opt for a larger CO differentiation. He also wants to reduce the tax on motor vehicles for all cars. Why doesn't he differentiate these more strongly by weight? Keep the load steady, but differential more strongly to weight. The lease addition count goes down. Why doesn't the Secretary of State ensure that heavy, low-cost cars, and certainly diesels, at least stay at the higher rate of 25? Then there is also an incentive in the leasing market to strive for more economical, and therefore often also more energy efficient and cleaner cars. Finally, I would like to ask the Secretary of State why he is not considering giving an additional incentive to the private electric car market. It seems that it becomes less interesting for the business driver to drive electric, but that the private individual is indeed very interested in that. I would like to hear an answer to the question as to why there can be no fund, which can partly be filled with the taxes that are now being removed elsewhere from which the State Secretary can obtain a smart purchase premium for private buyers of electric cars. I would like to endorse Mr Köhler's comments on the rockettaks. I want to tell the Secretary of State that in 2017, 350,000 diesel passenger cars will run without a filter. These pour out 30 to 100 times as much fine dust as other cars, but the Secretary of State wants to keep that going until 2019. Apparently, it can't go any faster. Afterwards, too, we hardly tackle it effectively. That's not possible for the sake of public health, is it? I would also like to say on that point: Secretary of State, just do what you have to do and get this problem out of the world more quickly.
ParlaMint-NL_2016-06-28-eerstekamer-6.u55	Mr. Chairman. I would like to thank the Secretary of State for the answers he has given. I'm not entirely satisfied with it, as he's noticed. This also has to do with the fact that the Secretary of State seems to be shopping a little selectively in the free movement of cars in Europe. He is concerned about the fact that against the approximately 450,000 new imported cars are 150,000 young used cars. Apparently it is a problem there, but the massive export of electric cars that are partly financed by Dutch government subsidies, he finds no problem, or a problem that is not soluble. I very much wonder if it is. On April 7th 2015 there was an article in the Dutch newspaper 'De Financieele Dagblad' entitled: Electric car massively exported. In that article, the Dutch government's objective is to have a larger electric car fleet in the Netherlands, not only for business drivers but also for private buyers and people who want to buy a second hand electric car. A large number of Dutch experts say in the article that it is very undesirable that these electric cars and the plug-in hybrids disappear across the border massively and that this means a significant loss of Dutch government revenue. If we do not do it via the bpm, as the Secretary of State explained, then there must be other tax opportunities to prevent those cars from leaving the country massively. The environmental investment deduction remains for a handy entrepreneur when he runs a new Tesla and exports that thing six months later. The Secretary of State could therefore take a tax measure against this. He could say that this environmental investment deduction doesn't last very long when your car goes abroad. In recent years, out of the three electric cars delivered in the Netherlands, one in no time crossed the border to be sold second hand to Norway or Denmark. The ANWB complains about this; I'm not the only one who has trouble with it. Marco Eenenname, expert electric driving of the ANWB, explains that this export is very undesirable; if the Netherlands wants to be a frontrunner in electric driving in order to prevent air pollution and climate change, these cars must continue to drive in our country after purchase. He complains that this is not the case. The fact that the Secretary of State does not recognise that this phenomenon is taking place is a great pity and a very short turn of events. For that reason, I would like to table a motion. The President shall: Mr Koffeman and Mr Teunissen tabled the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas a large proportion of the hybrid and electric vehicle fleet is exported shortly after entry into service;]] [[whereas tax incentives in this area are partly offset for the domestic market;]] [[calls on the Government to come up with a plan to reduce export benefits for (semi-) electric cars and to report to the Court within six months,]] [[and goes to the order of the day.]] [[It seems to me that their submission is sufficiently supported.]] [[She's getting No. Kst-34391-F]]
