ParlaMint-NL_2016-03-09-tweedekamer-10.u1	I would like to welcome the Minister for Economic Affairs.
ParlaMint-NL_2016-03-09-tweedekamer-10.u32	I have always been very enthusiastic about Mr Monasch as a spokesperson, but I am also starting to get very excited about Mr Monasch as an economics spokesman. I see a good movement here at the Labour Party, which goes a little more towards confidence in business rather than always paternalistic shielding and letting the government do everything. That's good; compliments for that. We have two open articles that hurt SMEs a lot. We were just talking about the article on general interest in the Market and Government Act. There is also the open article on unnecessary clustering, which I have just spoken to Mr Bruins about. That article gives too much room for misbehavior that harms SMEs. Will Mr Monasch do something with me on that second point which is really significant for small and medium-sized enterprises? Does he want to find a way to prevent that clustering?
ParlaMint-NL_2016-03-09-tweedekamer-10.u33	Absolutely. It just seemed like a semantic discussion, but it was right to discuss what lies between 'unnecessary' and 'banned'. There's a lot of things in between. I am also curious to hear what the Minister has to say about this. I believe that I made it quite clear in my speech that the government must also look at itself carefully and that there are not too many things combined in many different ways. It's called, with an expensive word, "clustering." The government must prevent this as much as possible.
ParlaMint-NL_2016-03-09-tweedekamer-10.u34	Mr Verhoeven still? No, you don't. Mrs. Gesthuizen, isn't it?
ParlaMint-NL_2016-03-09-tweedekamer-10.u35	I do, Mr President, but I did not realize that Mr Verhoeven would be allowed to go again, because I wanted to pick up on this point. It is not a semantic discussion at all. We discussed this in detail in the Chamber under Minister Verhoeven; Mr Verhoeven reminded me just now. At first there was an amendment by Mr Verhoeven and myself not to cluster. At the request of the government, this was made into "unnecessary clusters." That did not have the effect we had hoped for. So it would be nice if there were a majority in the House of Representatives that said: we should look at whether we can do something more, so we are making an amendment saying that we should not be clustered. How does the Group of the Party of European Socialists view this?
ParlaMint-NL_2016-03-09-tweedekamer-10.u36	In that respect, I was very interested to listen to you, because Mr Bruins was right to state what does not mean to merge. We all want clarity. I don't think we need to beat each other up about this. That's okay, but I don't think that's the issue. The question is how we achieve that goal. If we say that there should not be clustering, then it is almost a question of whether you can contract the hammers but not the nails. Should they be tendered separately?I make it very small, because then at least that is clear to everyone or can you offer the hammers and nails in one package? We have to be careful that it doesn't become something ridiculous in itself. So let us, also in the debate with the Minister, avoid merging issues that should not be merged, and look at where that should be given a chance to make things more efficient.
ParlaMint-NL_2016-03-09-tweedekamer-10.u37	That was not quite the answer Mrs Gesthuizen wanted to hear, I have the impression.
ParlaMint-NL_2016-03-09-tweedekamer-10.u38	How did you guess, Mr. Chairman? It's not ridicul at all and it's not a semantic discussion either. That example of the hammers and nails is outside of this. It is important that contracts are combined, which makes them too large for an SME, for example. It has to work with complex structures, together with other companies, in order to be eligible for such an assignment. That is a bad thing, and that is exactly what we are talking about. Of course, there is always a grey area somewhere, but this principle of clustering assignments, which actually puts 95% of your business out of play. That's the share of SMEs in the Netherlands. That's what the PvdA Group says "we do feel for"?
ParlaMint-NL_2016-03-09-tweedekamer-10.u39	I am open to that direction, but I would like to have the debate properly first and second time. We must not achieve the opposite.
ParlaMint-NL_2016-03-09-tweedekamer-10.u40	Mr. Chairman. I understand that Mr Graus will be the last to act.
ParlaMint-NL_2016-03-09-tweedekamer-10.u41	Just start with your story. I'll do the order. I'll be fine.
ParlaMint-NL_2016-03-09-tweedekamer-10.u42	I asked about the order.
ParlaMint-NL_2016-03-09-tweedekamer-10.u43	Mr. Graus is the last.
ParlaMint-NL_2016-03-09-tweedekamer-10.u44	Fine! Mr. Chairman. 60 billion. As Mr Bruins said, every year the general government in the Netherlands spends more than 60 billion euros on purchasing products and services. 60 billion! That is really a lot of money, and that is why it is very important that there are good rules on how the money is spent. That is what the Procurement Act regulates, and with it it is a very important law, perhaps one of the most important laws we know, at least for small and medium-sized enterprises. Today we are talking about the implementation of the Treaty of Rome, and I believe that that word can be just now, President-in-Office of...
ParlaMint-NL_2016-03-09-tweedekamer-10.u45	Sure.
ParlaMint-NL_2016-03-09-tweedekamer-10.u46	...two European directives to improve the current Procurement Act. This is also urgently needed, as is shown by the evaluation of the current Procurement Act. The overall picture is moderately positive, but there are also a lot of critical notes to crack. I'll mention a few. The share of small and medium-sized enterprises in the award of public contracts increased little or nothing between 2012 and 2014. Small and medium-sized enterprises registered in public procurement markets won relatively less often than large companies. SMEs are critical of their own access to public procurement. Two thirds of entrepreneurs found the requirements too high, not proportionate. Innovation and sustainability have also been used relatively little as assessment criteria on the basis of which a public authority may or may not award to a particular company. The evaluation of innovative purchases also shows that we have no idea whether the target of 2.5% of innovative purchases is actually being achieved. D66 is known as a sustainable party with a warm heart for the climate; our fingers are green. That's why I'm starting with sustainability as an assessment criterion. The evaluation of the Procurement Act shows that sustainability is only an assessment criterion in public procurement in 13% of cases, whereas we have established, almost Chamberwide, that we need to make our economy greener and that the total budget of 60 billion in public procurement can make an important contribution to this. In short, that should be better. D66 is based on the assumption that in all procurement sustainability is an assessment criterion and that it really pays for companies to be sustainable. It makes sense for the government to take into account the social costs of non-sustainable products or services, such as the social costs of CO emissions. That is why I have tabled two amendments. I don't know what the numbers are, but maybe you can say that, Mr. Chairman.
ParlaMint-NL_2016-03-09-tweedekamer-10.u47	12 and 13.
ParlaMint-NL_2016-03-09-tweedekamer-10.u48	This should facilitate the use of sustainability criteria, for example by explicitly including sustainability criteria as an option in the law, within the new award criterion in this law of the best value for money. That was already possible, but it is strangely not yet explicitly stated in the law. If that is the case, I expect procurement services to take more account of this and to use sustainability more often as an assessment criterion. In addition, I tabled an amendment on the calculation of the lowest costs within the award criterion on the basis of cost-effectiveness. For example, the law explicitly states that social costs arising from CO emissions must be taken into account. The CO-Performance ladder is a good example of how this can be taken into account in procurement. Giving the opportunity alone is not enough. Procurement services should also be encouraged to use this option, because, as I said, sustainability is used only in 13% of cases as an assessment criterion. Does the Minister agree with D66 that sustainability should be an assessment criterion for all tenders? Is the Minister prepared to set itself the objective of ensuring that, for example, in 2020, sustainability is an assessment criterion for 50% and not 13% of tenders? Is the Minister prepared to take concrete steps in this direction? My next point is about the start-ups. The evaluation shows that there is still much to be gained in terms of innovative purchasing. I am pleased that these two European directives pay explicit attention to this, but I do wonder whether the amendments to this bill are sufficient to implement those two directives. During the round table held by the Chamber a few months ago, several speakers questioned a number of aspects of this bill. For example, too many requirements would be imposed on the Innovation Partnership. According to Article 2.22, second paragraph, for example, the estimated value of the research and development activities must be calculated. Is this really possible if an innovative solution to a particular problem has not yet been found? How can you determine the value of the research activities? It has also been suggested to exclude the development of innovative ideas or prototypes from the procurement obligation. How does the Minister view this suggestion? The aim of the government is to spend 2.5% of all government purchases, that is of the 60 billion; we should not forget that figure to spend on innovative products and services. Why was 2.5% chosen? Could we not do much more to stimulate innovation, for example by doubling the target from 2.5% to 5%? Is the Minister prepared to do so? Then we are moving beyond an innovative country like the United States. Another very relevant question is: how much do we actually spend? The Progress Report on Innovation-oriented Purchasing states that it is not possible to indicate whether the target figure of 2.5% has also been reached in amounts and that monitoring systems need to be developed further in order to understand this. What about the development of the monitoring system? Exactly how much do we spend on innovative shopping? D66 has been advocating the extension of the use of SBIR schemes for years. SBIR stands for Small Business Innovation Research. These schemes stimulate innovative research by smaller companies. I think I have now passed the test of 'understandable language by parliamentarians'.
ParlaMint-NL_2016-03-09-tweedekamer-10.u49	I would call it SME innovation.
ParlaMint-NL_2016-03-09-tweedekamer-10.u50	You say it even more fundamentally, Mr President, but let us not turn it into a competition, because we are engaged in a serious debate full of complicated terms, and that debate is aimed at improving the practice of small and medium-sized enterprises. Therefore, these SBIR schemes, those schemes for innovative SME research, are there to find innovative solutions to societal problems. For example, drones flying over forbidden areas are being used to remove them from the air or to allow people with learning difficulties to better deal with the complexity of modern life. Solutions are being sought for this. The Central Planning Bureau also recently underlined the importance of SBIR schemes in its report Kansrijk innovation policy. Does the Minister endorse this conclusion of the Central Planning Bureau? In the 2014 budget debate, I proposed that such an SBIR scheme should be included in each of the five themes of the science agenda. The Minister thought that was an interesting idea at the time, but he also thought it was premature, because the Science Agenda had not been published at the time. In the meantime that is true, with beautiful social questions as a result. I'm quoting three. How can we store energy sustainably and efficiently? How do we develop less radical techniques and interventions for the diagnosis, prognosis and treatment of patients? And, about big data: can we use the large datasets and collect them for realising values, generating insights and getting answers? Is the Minister prepared to start at least one SBIR scheme on each of these issues when answering these interesting questions submitted by citizens and businesses? So I'm actually asking him again now that we're a step further in time. My next point is the accessibility of small and medium-sized enterprises in procurement contracts. It is very disappointing that the share of small and medium-sized enterprises in the award of public contracts has not increased, while participation has remained virtually unchanged. The colleagues Mulder, Ziegs, Bruins and Gesthuizen have already said so. How does the Minister explain that? We talk very often about the position of small and medium-sized enterprises. Whether it is tax regulations, procurement or the regulatory burden on entrepreneurs, it is always about the position of SMEs. And often we fail to really improve it. I know this minister does, so how does he explain that? The Minister has already said that the implementation of this directive is unlikely to affect the position of small and medium-sized enterprises and that the scope for improvement lies in the application of the law in particular. How does the Minister intend to ensure that the law is applied better? What action is he going to take to do this? Mr Gesthuizen has already said a few things, yes, it has actually said sensible things, for example about a tendering authority. I fully agree with that. I therefore agree with what Mrs Gesthuizen said about a tendering authority. This could play a role in monitoring compliance, could give a place to the Commission of Procurement Experts and could actually improve the professionalisation of procurement practice. I'd like to hear from the Minister how he looks at a procurement authority. D66 also agrees with the amendment of the SP, which aims to introduce the obligation of motivation at the lowest price also with the new criterion that is now being created, of the lowest cost based on cost-effectiveness. This is in order to maintain the "economically most advantageous tender, unless" principle. This is very good for small and medium-sized enterprises. I have two final points. I will begin with labour market discrimination. In my view, I have the same question as Mr Monasch on the motion by my colleague Mr Van Weyenberg on the grounds of exclusion for demonstrable labour market discrimination. These can be extended in the Procurement Act, for example by giving a greater role to the SZW Inspection, the Ministry of Social Affairs and Employment and the Human Rights College. When does the Minister expect this investigation to be completed? Finally, I come to clustering and merging. I always thought that would be solved by the combination of the Guide Proportionality of Christian Union and VVD and the Verhoeven/Gesthuizen amendment to ban clustering. That's been naive. It has been drawing-table policy, because indeed we are still getting a lot of complaints about clustering. I also know that no more clusters at all may lead to the other extreme, where nothing is allowed at all and we are even further away from home; Mr Monasch is right in that. So we need to think this through. I agree with Mr Monasch, but the current situation leads to too many unnecessary clusters and unnecessary aggregations of contracts, leading to larger contracts leading to fewer opportunities for SMEs. We don't want any of that in this room. I will shortly try to put forward a constructive motion on this, as the Minister of mine is used to, which will enable us all to look at how we can resolve this in a sensible way without losing one extreme for the other, but to improve the position of small and medium-sized enterprises in these tasks in relation to the way in which governments place them on the market. That brings me to the end of my first term, Mr President.
ParlaMint-NL_2016-03-09-tweedekamer-10.u51	In this context, I would like to refer to the debate on turnover requirements, in which we said at the time: explain or apply, so comply or explain. Would that perhaps help the situation around the cluster band?
ParlaMint-NL_2016-03-09-tweedekamer-10.u52	That's an interesting suggestion.
ParlaMint-NL_2016-03-09-tweedekamer-10.u53	This is being continued, so I have the impression.
ParlaMint-NL_2016-03-09-tweedekamer-10.u54	Mr. Chairman. The handling of the Procurement Act in 2012 seems only recently. Although there were proposals at the time to wait for the European directive to be implemented at the time, we continued to do so. That is a good thing, because with the experience we have gained since 2012 and which has already been evaluated in 2015, we can improve the law. The starting point of the VVD was and is that small and medium-sized enterprises must have ample access to public procurement. Other spokesmen have already said a few things about this, because the evaluation does not give any immediate cause for concern on this point. Although a clear majority of SMEs indicate that the measures taken at the time are valued, the proportion of contracts awarded to SMEs has not grown. The Minister states that he cannot properly assess whether this could be due to the economic situation in the previous years. Monitoring in the coming years will have to show whether there will be improvement. At what frequency does the Minister intend to share this monitoring with the Chamber? Does he have any options to intervene at a constant rate? Could the promised letter be better awarded, which I have not been able to find out in the documents, perhaps? In 2012, the proportionality guide became part of the law thanks to the Schouten/Ziengs amendment. It is therefore good to read that this guide makes an important contribution to the proportionality of procurement practice. Even almost half of the special sector companies use this guide. Other spokesmen have also pointed this out. Its value has been proven, according to the VVD. However, the Minister considers that the outcome of the evaluation does not give rise to a legal obligation for the special sector companies. The VVD doesn't think so. That is why there is the Bruins/Ziengs amendment in part No. 9 which my colleague from the Christian Union has already announced. This amendment provides for special sector companies to follow the proportionality guide. I would like to hear from the Minister whether he supports this amendment. Then we still have the most economically advantageous tender, which I will also mention EMVI. SMEs were very enthusiastic in 2012 that this criterion was the first to be used in the procurement process. But the practice turns out to be more uncomfortable. In recent years, this criterion has led to higher administrative burdens for both the contracting authority and the tenderer. I certainly didn't mean to. It is therefore a good thing that the Minister is going to use better information to give this award criterion a better chance of success. EMVI should also lead to more innovation. These are new techniques developed by, for example, start-ups. Let me translate this: the innovative starters on the market. It is unclear whether those start-ups actually get a chance and whether governments want to become the first user of such a technique, so as a launching customer. Mr Lucas's start-up agenda has led to Mrs Kroes' wide coverage of this issue. With StartupDelta, it therefore requests by letter to evaluate the initiatives in this area by the five major municipalities and by the other best practices in the course of next year. I wonder how the Minister looks at this. Then I come to the Commission of Procurement Experts. The name says it all: these are experts in the field of procurement. In the 2012 debate, I called for a committee with teeth. In the meantime, the other spokesmen are strongly insisting on this during this debate. The then Minister assured me that such a committee of experts would certainly be taken seriously by the government. There was no need for far-reaching powers. The experience has taught us differently. The Committee found that the tender of a scan street by the Tax Administration, also mentioned by colleague Mulder, was incorrect. Nevertheless, the same government ignored this ruling. The Commission of Procurement Experts has proved its worth. There has been no increase in the number of court cases. However, the number of cases notified to the committee has increased. By letter dated 13 July 2015, the Minister also indicated that the committee was highly appreciated by those involved. In that letter, the Minister announced an extension of the committee and spoke of further professionalisation. How am I supposed to explain that? To what extent will further professionalisation of these experts lead to statements that cannot be ignored by the government but may be binding? How does the Minister view this? I now turn to the so-called own statement. It was already incorporated into the law in 2012 and was immediately a success in reducing administrative burdens. From the documents, I note that there is a European model here in 2016. I've just heard other spokesmen say it's a burden increase. I have not been able to read that directly, but perhaps the Minister can clarify it. Is this a reduction in charges or is it an increase in charges? The Minister's intention to increase the deadline between the last note of information and the deadline for submitting six days to 10 days may support the VVD. We fully support the proposed changes to introduce a competitive dialogue, to avoid conflicts of interest with measures and to explicitly incorporate market consultation possibilities into the law. With the introduction of the 2012 Procurement Act, the EMVI award has created the situation that a much more frequent quality part needs to be developed in the offer. As a result, costs for companies have increased substantially. This often involves planning approaches, visions, risk analyses and sometimes models, presentations or parts of designs. It is not unreasonable to grant compensation for this, which is also possible under the law. The Minister has now promised to adapt the conditions of the state buy-in so that such costs can be reimbursed. Can the Minister indicate at what time these conditions will be adjusted? Finally. The VVD and D66 have submitted an initiative paper on the Market and Government Act. Under this law, the so-called procurement must be restricted on the basis of the general interest. This provision of general interest was amended in 2010 by the CDA and the PvdA. Only the VVD voted against this law. I'm glad to hear that the CDA is also saying that it can do one less tooth. I'm finding that it's better to turn halfway than to go all the way astray. Can the Minister indicate the deadline for an evaluation of that law to the Chamber because of the direct link with the procurement? So much for my contribution.
ParlaMint-NL_2016-03-09-tweedekamer-10.u55	Mrs. Gesthuizen rushed to the microphone.
ParlaMint-NL_2016-03-09-tweedekamer-10.u56	There have already been a number of interrupting debates on clusters. From time to time, D66 makes a very useful contribution to this type of debate by pointing this out once again. How does the VVD Group view it that, for example, in order to avoid unnecessary and inappropriate clustering to our taste, a little more direction would be given, for example, by including something about it in the Guide Proportionality?
ParlaMint-NL_2016-03-09-tweedekamer-10.u57	I think I have just given a small impetus to the question I put to Mr Verhoeven. I experienced the debate at the time, and I know that in the end we all had the intention that there would be no clustering, with the knowledge that sometimes there is no other way. That is why I made the proposal to add something in the vein of: explain or apply, comply or explain. If we think in that form, I think we can agree for a long time. Perhaps it can be incorporated into the proportionality guide.
ParlaMint-NL_2016-03-09-tweedekamer-10.u58	Mr. Chairman. Anyone who reads the evaluation of the Procurement Act a year ago would think that the procurement in our country is going well. However, in the round table, which I myself was allowed to chair, which we had a few months ago, a very different picture was sketched. That came out very clearly. I assume the minister's people followed that. All invited parties had several points to draw attention to the current law, whether it is about the unnecessary merging, I will not call it clusters, the costs of EMVI, the lack of tender fees, low participation of small and medium-sized enterprises, lack of transparency, which was also often referred to as the imposition of disproportionate requirements, a government that is increasingly contracting and so on. People sometimes wonder what EMVI stands for. In other words: most economically advantageous tender. That's what I wanted to say. I'll stop with the list, but I can go on for a while. The colleagues have all been present. They can vouch for it. My first question is how the Minister explains the difference between the positive evaluation of last year's Procurement Act and the rather negative picture that the experts we heard brought forward at the round table meeting at the end of last year. They weren't the first to be there. There really were people who knew what it was about, just like this minister. I don't underestimate the minister and his people. Another point that was raised during the round table and which we faced with the Minister in the written input is the high degree of corruption experienced by entrepreneurs in public procurement. I'd like to get a reaction to that. In the Eurobarometer survey, as many as 52% of entrepreneurs claim that corruption is widespread in purchasing by local or regional authorities. In the written reply, the Minister states that we score better than the European average on most points. I'm sure it is. Wait till Ukraine joins us, then we'll all notice. I would like to say a few words about it. I alerted the Minister years ago that franchisees were in trouble. Then the minister said he didn't, because he didn't know about it. After a few years, it turned out I was just right. In the meantime, a code of conduct and everything has been drawn up. I just had a point. Then I confronted the minister here in the plenary with dispaying municipalities. That was years ago. Then the minister came up with a list and he said, "Look, they're paying like hell. When it turned out that the payment behaviour of the municipalities was very bad. I would like to get a response to that 52%, because perhaps the Minister will wave it away and say: there comes the PVV again with nonsense. But we got right with those franchisees, when the Minister also said from trade union K that it wasn't true, and with the dispaying municipalities. That's why I'm emphasising it. The Minister must continue to take us seriously.
ParlaMint-NL_2016-03-09-tweedekamer-10.u59	I just heard Mr Graus say: wait until Ukraine joins. I wonder what exactly he meant by that.
ParlaMint-NL_2016-03-09-tweedekamer-10.u60	I was talking about corruption, so that's why. Perhaps Mr Verhoeven did not hear what I just said, namely that the Minister said in a written response that we are doing quite well compared to the European average. I actually said a little bit as a joke. Where did Mr Verhoeven's humour go? It is true that this will be a good thing and that we will do it very well when Ukraine comes to it in a moment. Mr Verhoeven understands what I mean, doesn't he? I'd be happy to explain it to him in a moment while he's enjoying a stuffed cake outside the room. People here get it all. I'd be happy to explain it to him.
ParlaMint-NL_2016-03-09-tweedekamer-10.u61	Then the people in the room will understand better than I do. My sense of humor is still there, but it seems good to me to get it clear. The President and you stand together in clarifying the debate, so I would also like to clarify something. You just said Ukraine is joining us. I ask a very simple question: where does Ukraine come from?
ParlaMint-NL_2016-03-09-tweedekamer-10.u62	We are talking about Europe and the European Union, and that is what we are talking about. I was joking about that: wait until Ukraine joins us, then we will do even better. Mr Verhoeven, I will leave out my Limburg humour, because I do not think you have a sense of humor.
ParlaMint-NL_2016-03-09-tweedekamer-10.u63	There are few people who accuse me of not having a sense of humor, so I will leave that to Mr Graus. I like jokes, but it is also a joke for Mr Graus to say that Ukraine is joining the European Union. He doesn't mean that. He knows as well as I do that Ukraine is not joining the European Union. All the people here in the bleachers know that. All the people who follow the debate know that. Let us, apart from our sense of humor, conclude that Ukraine is not joining the European Union.
ParlaMint-NL_2016-03-09-tweedekamer-10.u64	Mr Graus is going to reply briefly and then we will go back to the Procurement Act.
ParlaMint-NL_2016-03-09-tweedekamer-10.u65	We are the last people to want to join Ukraine, we even want to leave the European Union. As long as we're in this mess, we don't want any more of it. I was just saying, especially if Ukraine joins us.
ParlaMint-NL_2016-03-09-tweedekamer-10.u66	The next item is the Procurement Act.
ParlaMint-NL_2016-03-09-tweedekamer-10.u67	He's gotta laugh about it, Mr. Chairman. I got him laughing anyway.
ParlaMint-NL_2016-03-09-tweedekamer-10.u68	Mr Graus, the next item is the Procurement Act.
ParlaMint-NL_2016-03-09-tweedekamer-10.u69	He doesn't want to admit it, but a PVV guy got a D66 guy laughing.
ParlaMint-NL_2016-03-09-tweedekamer-10.u70	Mr Graus, we will continue with the Procurement Act.
ParlaMint-NL_2016-03-09-tweedekamer-10.u71	Mr President, you may also show a little sense of humor.
ParlaMint-NL_2016-03-09-tweedekamer-10.u72	No, because the whole room is waiting for a vote. You're just gonna keep going now.
ParlaMint-NL_2016-03-09-tweedekamer-10.u73	Certainly, Mr. Chairman. As far as the Freedom Party is concerned, this legislative amendment should therefore be primarily aimed at improving the picture of missing transparency and corruption. This can be achieved by setting objective transparent requirements, no more tailor-made procurement and awarding contracts on the basis of concrete, measurable criteria. The legislative proposal facilitates the possibility for contracting authorities to impose more subjective sustainability requirements, which is very important for Mr Verhoeven, social criteria or working conditions. It is true that the Minister states that these requirements must be proportionate, but without a supervisor there is no one to monitor them. I would like to hear from the Minister where the border is between proportional and disproportionate; I have been asking directors for ten years. No one can ever answer that. There is also talk of "significant" and "not significant." It's all mentioned, but where's the border? I would like to know where the Minister lays the line between proportional and disproportionate. I'm very curious about that. I would also like to get a response to the issue of the supervisor. There is no one to check; there is also a reaction to this. At the moment, economic operators are able to appeal to the Commission of Procurement Experts against those disproportionate requirements, but as contracting authorities have so many selective possibilities to exclude certain economic operators, there is a high risk that the complainant is no longer eligible for contracts. I would also like a response from the Minister. The PVV considers this an undesirable development and wants to limit the selection possibilities for contracting authorities. Our main objection is the new possibility for contracting authorities to reserve contracts to companies employing at least 30% of the disadvantaged. In doing so, contracting authorities may themselves decide which groups are to be defined as "disadvantaged." What does the Minister mean by "guns"? I would also like an answer to that.
ParlaMint-NL_2016-03-09-tweedekamer-10.u74	If Members wish to consult each other, would they be willing to do so outside the Chamber? Proceed, Mr Graus.
ParlaMint-NL_2016-03-09-tweedekamer-10.u75	We believe that this will further restrict competition. I also like to get a reaction to this. Representatives of various business organisations have informed us in recent weeks and months that this will further restrict competition. I would also like to have a reaction to this. The PVV considers it undesirable for entrepreneurs to be burdened with such quotas. In my opinion, the Minister used to be, as a Member of Parliament, always against quotas and that sort of thing, but perhaps I am mistaken. Why does the Minister choose those quotas and the disadvantaged quota? We have another solution to this. We have simply said that we do not want cuts in social workshops, no re-examinations and no discounts on the WSWs. So we have other solutions to it, but we do not want to do it this way. We do not want entrepreneurs to suffer from this. The requirement for a label is another possibility to exclude certain entrepreneurs. This will particularly affect smaller SMEs, as the cost of such a mark can be significantly increased. Apparently, they can get really heavy. Now, of course, there is nothing wrong with a label in itself. The curious thing is this: even if a label is required, tenderers must always have the opportunity to circumvent it. This raises the question of why you would first cost entrepreneurs to obtain such a label, if it can then be bypassed. What, then, is the Minister's view of the usefulness of such a mark? I'll come to a conclusion. The PVV considers the bill a step in the wrong direction. That is quite clear; I have been working on it all the time. Contracting authorities will be given even more scope to tailor procurement contracts on the basis of arbitrary and subjective requirements. In our view, this legislative proposal is a real deterioration in the current procurement practice. That is unacceptable as far as PVV is concerned. Fortunately, many experts are behind us in this respect. We are not just saying this, no, we have also listened carefully to experts and to entrepreneurs. I hope the Minister will do the same. In any case, I will advise the group to vote against this law. Finally, I have a brief question for the Minister. I said once: we should give much more to our own people and businesses. Nationalism is very often portrayed negatively by German national socialism, but you can be a little patriot and you can grant your own companies a little more. Some countries do, too. Let me give you the example of the Minis; I mentioned Mr Van der Leegte earlier. I can mention that name, which saved those factories and therefore thousands of jobs at Nedcar in Born. I have sometimes asked: go and see how we can use these mini's "born in Born" they are made in Born, which is located on the border of South and Central Limburg as a public car. That motion didn't make it; I'll be honest with you. Nevertheless, I appeal to the Minister to look at how we can repay those who helped us at that time. That is very good for our economy and our employment. Possibly work there immediately instead of 3,000 to 4,000 people up to 7,000 to 8,000 people. It's okay to say it's your own Minis first. I'd like to end with that.
ParlaMint-NL_2016-03-09-tweedekamer-10.u76	This brings us to the end of the first term of office.
