ParlaMint-IS_2018-03-22-43.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2018-03-22-43.u53	Mr. President. First, I want to thank you for this discussion. It's very important. First, I want to direct my case to customs status at Keflavík Airport. Ten years ago, there were passengers passing through the airport one and a half million. Today, about 10 million passengers travel the field. There are 15 countries and 100 destinations. It is obvious that this tremendous increase in passengers makes everything involved in customs monitoring more extensive and time - consuming. This calls for increased human resources, especially due to diagnostic work that is very important in customs. Work on a passenger list has taken a lot of time, and as noted, not all lists of people are available. In addition, the rules required by airlines to give up passenger lists need to be sharpened, but this has been a failure. In the same way, growth in cargoes and bullet shipments has been very high in a few years. In 2013 about 5,000 deliveries were delivered a month. Today, the delivery is about 5,000 per week, and in general transmissions, it has reached 8,000,9,000 a week. Understandably, only a fraction of these shipments can be checked, and it is important to increase cooperation with the fast-passing companies in these materials. As mentioned earlier, a large increase in the number of passengers calls for extra housing for customs. Today's customs - security facility at the Cheflavík Airport is less than ten years ago. It is important to ensure that the customs receive the facilities they need for the planned enlargement at the airport. At the airport, we have to work for customs dogs. They too would need to be increased. Drug dogs have a lot of preemptive value. However, there is no need for dog policy, especially personal surveillance, but this is an important part of customs control. Then finally, I want to talk about the personnel business. The re-education of customs guards is very important. In this regard international cooperation is needed for education. Finally, Mr. President. Keep in mind that 1% of the tax collections return 5 billion to state funds.
ParlaMint-IS_2018-03-22-43.u54	A respectable president. Thank you. Councilmen for starting this discussion. I think there is much that can be done to improve the efficiency and better the work of customs, which has been successful in growing time. These include increased cooperation, organization, and development, and the use of technology. We also need to consider whether there are laws and rules that could be considered in order to improve the quality of our lives. I'd love to if it was the highest. A minister would have information on how to ease customs. And if not, what has been done? Tolls and goods have been taken off on a large scale. It must have changed something. To some extent, its import increased so that it may well have weighed back. But cooperation with law enforcement is the most important thing. I think we should look at massive planning changes, set up border law enforcement, and so increase the cooperation between customs and the police. I'd like to take one thing out of which it's been mentioned before today, i.e. Drug-dogs. I challenge the customs authorities to cooperate with the police, and I go so far as to mention cooperation with the Northern Police Department on how to cooperate and build up the vital functions of police, customs, and prison authorities. With the expressores and the mass shipments, I think there's still a pot broken about using technology and the automatic use of that surveillance. How can you change that? We also need to know if any minimum amount of money needs to be raised. I think it's extremely important that bullet shipments depend on such a name, that old customs does not delay.
ParlaMint-IS_2018-03-22-43.u55	Mr. President. I would like to start by thanking the advocate for this important discussion. Clearly, customs and, of course, all of us are important. I don't know if everyone realizes how extensive customs work is, but it's been done pretty well here. Of course, it is not only to make sure that we Icelanders do not take too much of our lips through the customs gate at Cheflavík; rather, it is to ensure much of their income and to seek drugs, weapons, drugs, counterfeit goods, and other things. In this context, it is often forgotten that there are more openings in the country than there are in Keflavík alone. That is especially true, such as a beard. paritaprevir Þórunn Egilsdóttir entered, a customs guard in connection with the arrival of Nornoria, to the land of France, which is important for further support. Although it is easy to say that we need not worry too much about customs security in Iceland, since we live on an island and therefore relatively simple to protect us, it is clear that with an increasing number of tourists and increased traffic to the country, there is certainly reason to strengthen and secure strong law enforcement and customs in this country. That's where I'm laughing, like a whole lot more snorkels. Councilmen have come in, specifically showing the importance that customs and police officers have to appoint well - trained, well - trained, well - established drug dogs. So I'd like to take advantage of this opportunity and just ask a minister if there's no room to ensure extra funding for training and for the development of dog groups of customs and law enforcement.
ParlaMint-IS_2018-03-22-43.u56	Mr. President. In the beginning, I want to thank you for what I said. paritaprevir Sæmundsson for bringing up the subject. As the members of Congress know, customs and collectors are an old profession, and they even got space in the oldest texts, both Icelandic and foreign. In modern times, however, their role is complex and has changed considerably. In addition to the ongoing growth of the aircraft, ships, and tourists, the same factor may be less often needed to provide tax pay for fishing ships that sail with resources and such. I want to emphasize the role of the customs service because it is extremely important and becomes more important. Of course, monitoring is also a part of this, but it is a service in itself. In addition to the provision of environmental taxes, there are other factors that can help to promote tourism and help tourists and services in their home country. This could be of great importance to the development of tourism, and this would help us to equal the situation in the parts of the country. Hv. paritaprevir Sæmundsson came in earlier that he was willing to bet at the highest. Ministers like one bag of chocolate raisins on whether it could not be improved significantly and to the point of achieving significant benefits. So I decided to get me one of those bags, which I will bring to the senator at the end of my talk for the preservation and preservation of him and the highest. Then a minister can share it with him when and if any things are done.
ParlaMint-IS_2018-03-22-43.u57	A respectable president. At times, there are discussions that continue to increase the discussion. I'd like to take under the main dryer of that as easily as possible. paritaprevir Pawel Bartoszek said earlier. I think it's a view that we may be inclined to forget here at the Council, at least Certainly the one standing here, i.e. What things look like at the Council and what they look like to the citizen. I just don't have much experience in moving things into the country, so I don't have much contact with customs in general in my everyday life, so I don't know the trouble at all. A senator mentions. However, I would like to state in the afternoon's talk that although we might be inclined to believe that customs should not be as high as they are or not as many, or not even above their heads, I still feel that what we decide to do should be done and finance it to the full. By the way, I don't care about the police. I'm against some authority that the police actually have. I'm against the way she behaves sometimes. I am, for example. We've got too little police surveillance to deal with. On the other hand, I want enough officers. I want them to get paid properly. I want them to be well educated. I want what we decide to do to be properly financed so that it will accomplish its purpose. Besides, I may have an opinion that the role itself should be something else. I have, for example. deep hate for customs basically, but I think it's important that the customs we decide to collect are collected. If they're not collected because the office is underdeveloped, I feel that we should finance it better. Even at the same time, I believe that a tax collector should be different or that it should simply be smaller. I would also like to state that there is a relatively wide range of surveillance. This refers to the lack of drug dogs. That's where we're accessing the part of law that I personally find in my more unpleasant side, but as I say, it's not necessarily about financing, it's about how we like to keep things. These are two different questions, though they are certainly related. But I appreciate it. Pawel Bartoszek's senator for his input into the discussion. It is interesting and well worth listening to.
ParlaMint-IS_2018-03-22-43.u58	V.E.G. President. I'd like to start by saying thank you for the gift of speech. paritaprevir Sæmundsson for this discussion on customs care and customs manager's office. He knows this sect well, I know it, and he's been concerned with it. When it comes to the protection of citizens, government systems, and infrastructure, safety is not the least of the safety concerns of strong law enforcement and customs. We can say that the border watch is our first defense. In the discussion, it has been observed that the transport of people and products is increasing and the work is more complex in recent times. Of course, there is a constant need to evaluate the person's needs. The parameters need to be taken into account. To meet the increased need for cross-border equipment and cooperation with the police, we need to work with them. There's been some things that have been done. V.E.G. The minister of finance did well. There's been an increase in human life. I allowed myself to peer a little, and the Agency took on as many other organizations as possible in the crash process, which has been greatly added in recent years. It's very balanced. It's a well-endowed office. This is clearly shown in numbers. Of course, it takes time to define our issues and needs. In the past five years, for example, a new toll system was placed on a billion people who were evenly scattered.
ParlaMint-IS_2018-03-22-43.u59	Mr. President. This is an interesting discussion and need. I'd like to agree with the highest. The secretary of finance when he became a representative of a policy and project with a customs manager that was being discussed with better use of funds and the risk assessment of projects and reviewing processes. I think we have to do this. I would also like to commend the customs manager's office for making it appear rather available to me in policy-making and in its operations. In terms of customs care, I think it's very important that we have a great deal of close cooperation with our international sisters'institutions, especially in Europe. I would also like to point out that toll manager is a natural tax collector of the state and has a very extensive task there. We have collected laws in the country, and we can mention that according to a report published by the EEA's Group on rising economic benefits, for suggestions on changing in various tax matters, the collection of days of toll managers is 269 in the year. There are ideas of reducing them to twelve. I think that would be interesting. And even record payment distributions in connection with it. I think that's a very good suggestion to save mail costs and usually the expense of everyone coming. Finally, I'd like to mention a little delivery and an encasement around them. I think the minimum amount to fall down to get to run through is 2,000 bucks. Everyone sees that these are not very valuable products. I think this may be raised substantially, and at last it might be shown how much profit there would be around imports of various kinds that we would ask the European Union if we could at least become members of their supplementary tax system and adopt a common system on the extravasation of value taxes in the European Economic Area for us. [[The president calls.]]
ParlaMint-IS_2018-03-22-43.u60	V.E.G. President. I thank you for this conversation and for the many encouragement she has received, both in words and in fastings. Thank you for the premeditated minister of what has been discussed here. I hear a good mind a minister of the seminary. Toll boss's office is an enormously well - equipped position, has always been, and is exemplary. It has always adapted to the circumstances that exist at one time. This does not change that we too should be supporting that office to the extent possible. I realize you're absolutely right. Secretary of finance said that collecting is in itself excellent. Of course, it depends on an economic situation at a time. Nevertheless, I make clear that each percentage of them is precious. And we might also need to consider whether a customs manager could get additional sources to negotiate with people who are even having trouble paying their fees, etc. There is a possibility that we could correct here, which could become both a state's funds and the relevant funds. V.E.G. The secretary of finance said that there was a significant increase in financial growth in the budget. I'm glad. I would have chosen that the minister of finance would bring it forward now so that we could just be convinced of it from the first hand. But I understand there's a delay. But if this is really going to be the case, then I guess there's not much work left, and I look forward to a minister taking a step and performing the plan. Finally: Yes, technology was said to be a permanent project. That's right. But what I'd like to draw out is that such technology is an enormously expensive technology, so there needs to be a huge plan on how you want to renew it and also because equipment is making rapid progress and we need to have the best technology each time. [[The president calls.]] Finally, I want to reiterate what I said earlier. Toll managers are an extremely well - employed position, the man - made position, and the people work hard and hard. Thank you so much for this.
ParlaMint-IS_2018-03-22-43.u61	A respectable president. We have been in this discussion with many aspects of Iceland's customs managership that are changing all the time. It has been mentioned here that the use of network stores has greatly increased, and I think that we have least overrated that change, but it has actually become a complete revolution in commercial trades, and it knows most families in the country how the Internet store has become like a self - righteous part of life in the younger generation in particular, and all of which affects the amount of shipments that come into the country. It's one thing. The rest are the tourists, the third are the drugs that have also come on the program. Then it is the collection factor and technology, international cooperation, all of these are key elements of the customs manager's activities, which have been shown to be successful in changing the way of the changed time. There have been questions about some aspects of the operation, such as what is standing before us regarding the training of drug dogs or the purchase of technical equipment and the like. I just have to refer to the policy that goes past the customs manager on that matter. We've had communication that involves the cooperation of the police and customs and therefore the border guard and customs. This is especially true since we need to show increased support in the coming budget plan for the future because both the international requirements and the position on our borders call for it. I feel that this has been an upbuilding and urgent discussion, and I thank you for it.
ParlaMint-IS_2018-03-22-43.u62	Mr. President. I want to start by thanking the highest. Travel, industrial and innovation ministers for participating in this discussion with me. I have hoped that this will be an interesting and hopefully a useful discussion about the welcome of cruise ships to Icelanders. In recent years, there has been a large growth in Icelandic tourism, a fact that has gone by few people. However, one of the biggest growths has been in connection with the arrival of cruise ships into the country, but since 1989 passengers with cruise ships that visit Iceland have increased from 7,010 to 115,565 in 2017. It is estimated that some 128,000 cruise crews return to Iceland this year, and it may be fun to assume that 37 ships are being received to the Germian Islands for the next summer. Although the growth of cruise vessels has naturally been accompanied by growth in their activities, the pressures of visitors'visitors'visited areas are increasing. Often, these are multiplicity places, and it can be said that infrastructure is simply blown up on large orders. It can put pressure on certain destinations as well as tension between different types of tourism. It may be quite stressful for even small communities to get their own ships, where the number of passengers is greater than the population of the local population. Also, I must give examples of ships even letting passengers in the country outside and in some cases into delicate territory. Although the sound of pollution from cruise ships has been loud, in spite of the fact that all ships at the docks are obliged to use electricity from land instead of sea fuel if possible, the situation is simply that the distribution of electricity systems in Iceland is not prepared to perform such services in Icelandic ports and is aware that the rejections have absolutely no chance of funding the agriculture of large vessels without the significant access of the state, something we must consider seriously. I'd like to draw attention to what Akureyri has been doing to support this, but the harbor is now a deforestation campaign in cooperation with Akureyri Town, Vistor and the Emiramism Forest Company, which is paid for 2,000 trees a year because of the city's cruises, as well as the passengers offered to pay for their share in the release. I know more harbors have been doing this. There are other positive things. In 2014, a survey of Cruise Iceland revealed that the average passenger waste due to an eight - hour stop was 79 euros, but it can be expected that by 2017 visits, cruise ships left between 758 billion in this country and created some 300 full - time jobs. The government receives tax revenues in the form of knowledge fees and tax payments, ports from docks and services, ship service agents and tourism companies plan to travel and bus companies, and tourism workers arrive at their destinations. There's more to it than that. Mr. President. There is a lot of concern about the construction of tourism in Iceland, but I think there is a reason to give special attention to cruiseers, which may include many opportunities to welcome them, but also many things we can learn from the experience in other countries that we may need to avoid. Recently, the results of a new study from the research center of tourism were presented on the welcome of cruise ships in Northern America. The report shows that ships are faced with challenges, and it is clear that countries and communities need to succeed. The results show that receivers and services call for more clear information on the direction and direction on the flow of the ships, and they realize that more detailed policies and regulations have to be put in place for the visits of cruise ships and services to their passengers in this country. So I'd like to ask the highest. Minister if there are any preparations in the Ministry to make a rule on the visits of these ships and services to their passengers in the country, as well as on whether a minister intends to use his policy on the emissions of cruise ships that visit Iceland, or if the ships are at the docks, and as I came to see if we don't have to assist the rejections to enable them to do this. Actually, I'd like to come into that relationship, since I have just a little more time, that there are certain ideas of using a different source of energy than necessarily the hydropower, e.g. Methanas can be used to drive some kind of light machine. There are all kinds of ideas. I think there's a chance for Iceland to be a bit early in this regard.
ParlaMint-IS_2018-03-22-43.u63	Mr. President. I'd like to start by saying thank you. For the discussion of this important subject, a senator may have been left behind in a government conversation and the article on the priorities of tourism. This does not mean, however, that the matter is not of concern, especially in certain areas. At the party of cruises on the right way? The challenges we Iceland faces in connection with the arrival of cruise ships in the country were discussed on April 3 and 4 of the following year. That's where I talked, even. the fundamental question that is important to ask answers to a fundamental overall policy on whether and how Iceland is going to develop tourism in connection with the coming of cruise ships. As we know, the number of tourists will increase over the next few years and decades in general. This need to be considered. Investment of the state and community and private partners must contribute to the long-term sustainability of the article. By sustainability, I mean not only that we need to protect nature but also that we need to consider social limits. We may be able to protect the natural environment for considerable more tourists with the proper infrastructure and infrastructure. But to me, social factors are even more complex subjects, and the range of resistance may be lower than in nature. They are just as important and sometimes more difficult to treat. I'm happy to say that there is a report on the tolerability of tourism in the next few days that I will report to the General. This report carefully reviews not only natural boundaries but also social and repeated issues that arise in discussions about them. So there will be the review of cruise ships. These factors are precisely considered when we discuss the cruise ships. Their destinations are more often than not small communities with different opportunities to receive the massive influx of tourists. Over the past year, governments have emphasized measures to better distribute tourists throughout the year. It is important to reduce stress from other areas, just as a few areas will benefit more fully from the benefits of tourists. That's what we all agree on. But things are never that simple. The next summer, as many as eight thousand passengers from cruise ships will be on the island. It claims that such days test everyone's endurance; passengers, servants, and the town itself. The interiors of the region are simply not prepared for that number, and they are not necessarily due to the size of rural society. Therefore, it is important that the decision be made to stress the market that aims to attract a foreign cruise ship and that all people are aware of the challenges it brings. For example, it is important to look to safety, e.g. on the risk of pollution accidents, disease, and accidents, to name just a few. It also needs to be noted that, like wind, ground travel rules need to be shaped. A senator came in. That's where I own, for example. We are traveling by passengers in a peaceful country on Horn Beach, which may be the case with the U.S. not normal if it is e.g. in opposition to the EEA's recommendations. Hence, it is important to set clear rules and to define responsibilities. Here, government, rural society, and other stakeholders must come to the table and have informed conversation where the local view must weigh very seriously. In general, in Iceland's pollution legal history, the rule is that ships may burn black oil with sulphur content to a maximum of 3.5%. On February 22 of the past, Iceland's contract went into effect on the 6th MARPOL Convention on Air pollution from ships. The government's treaties say that black oil is forbidden in Iceland's economic legal history. This is a very important goal for the protection of the north. So since 2020, it is not possible to use black oil unless ships are prepared for cleaning equipment sufficient for sulphur content to exceed 0.5%. Also, I would like to mention specifically that the making of cruise ships is very aware of environmental issues and is increasingly renewing their fleet. The arrival of cruiseers is a challenge. It is called for a clearer setting. Clearly, there are many interests and decisions, so it is not only in my power to make the next move. But I welcome this important discussion, which hopefully will help us to grasp the different actions of different peoples who will be subject to the success of cruiseers all over the country because, of course, this is a great opportunity. And as we know, cruiseers often arrive in areas that today do not yet enjoy the growth of tourism in this country. Hence, it is only natural for them to want the ships to come to them. However, we need to be thoroughly informed of the challenges involved, and it is important that all of us agree that this is the way we want to go. I'll allow me to bring it into the details of my later answer.
ParlaMint-IS_2018-03-22-43.u64	Mr. President. I thank the advert for taking the reception of cruise ships for a discussion at the council, and thank you very much. Minister for his entrance here. In the leading end of the last election, the Central Party proposed a policy called Iceland, with a view to the country all over the country for further policy in all litigation groups. That's also true in plans for the arrival of cruise ships. In a recent address to the harbor master of Northern Ireland, Pétur Ólafsson said that he wanted to have a vision of distributing the land's pressures and trying to market it as a whole, making it possible for us to receive more smaller ships. They gain more ports, and others benefit, and the whole country needs to be considered. Since the rejection law usually has large and smaller ports, this would be most useful in building smaller ports. There are some challenges. It's the distribution system, so we need to get some e.g. The approach of the State to accept subsidies, we need funding, and, in turn, the ships, or those who design these ships, are considering different sources of energy. I think there are over 90 ships now on the drawing table, with particular attention to environmental energy issues. I can see here on my magazine, which is very interesting, that there will be 300 full-time jobs all over the country. This means that the land will benefit from it, which is most important.
ParlaMint-IS_2018-03-22-43.u65	Mr. President. I thank the Prime Minister for this fine discussion. In recent years, the number of tourists in general has increased dramatically to the country. These trends are both opportunities and challenges, and it is certainly important that countries and rural groups and all other stakeholders come to secure the infrastructure and the future order of this task. The growth and management of travelers from cruise vessels need to be in the best terms of society, and the best use of employment opportunities and the growing number of secondary jobs. Service to a cruise ship is an important source of income for many ports and has been at odds with the loss of income, for example. Lowering markets and improving the status of the waterfronts, which make sure that cruise ships arrive at their ports. For example, 110 cruise ships have been proclaiming their arrival in Isafjörður during the summer, and it is long since time to improve the harbor and meet minimum security requirements. It needs, for example. to get a more powerful tugboat to serve the cruise ships. The same can be said of other ports, such as. in Gundars, where they are trying to make more of the harbor's income. Since the oceans are defined as part of transport construction, they have been overcrowded for far too long, it is vital that a policy of transportation reflects the cumulative need in many parts of the country. I agree that it is important that countries and rural areas and other stakeholders come to the conclusion that a more efficient policy and order is being built on this article. The growth has been rapid and must hold hands with the development and structure, and at the same time, we must be careful to get along with tourists in the environment. We need to electricalize the harbors, build up the article to the future with sustainable guidance.
ParlaMint-IS_2018-03-22-43.u66	Mr. President. I wanted to start by thanking you. paritaprevir Friðbjörg Flandish the Elíasdóttir of Elias for starting this discussion and a fine answer from the highest. Secretary of travel. Yeah, it's turned. I don't like parties and bans, and I don't think it's very difficult to limit it, or even control, the arrival of a cruise ship, and it's hard to plan into the uncertainty. Of course, the South Coast is more and less sealess, so these ships go most in the western part of the country and then north. I've also heard from tourists that these are not the most popular tourists. They are different from those who come by flight, they often simply cross to the ship again to eat and shop small, so they may not be the most popular. It's very complicated, and I'm glad they're working on it. I'd like to take a special look at the air pollution. paritaprevir A Smári Mccarthy and Björn the Leví of Gunnarsson asked about the sixth Amendment of the MARPOL Convention in particular. I'm concerned about both the use of black oil and maybe the inability of the government to build up the electric transport and distribution systems in order to make it possible for us to demand that a cruise ship in the country use this clean energy. Then it comes to that as soon as we validate this appendix and bring in policy, plan and organization, they are in exactly the lack of funding. It is determined to do something, but money is not involved, so it is not done. I have to express my concern about this, both the electronic energy system and the monitoring that the 6th Annex of the MARPOL Convention will be followed because it is obvious that there is no more money to be run properly. [[The president calls.]] [[The president calls.]] I assume she'll be one of the primary inspectors. I encourage societies, independent rural areas, and the highest. Secretary of travel to the fore.
ParlaMint-IS_2018-03-22-43.u67	The president insists that the senators respect speech class. This bell bell was the invitation of a senator named Pirata.
ParlaMint-IS_2018-03-22-43.u68	A respectable president. Thank you. For this fine and essential discussion, Elíasdóttir the Fräldur the daughter of Elijah greatly spoke. It is filled with points that would be interesting to go deeper in this time. I'd like to start by taking under a dot like that. paritaprevir Lilja Rafney Magnúsdóttir brought about the importance of maintaining the land's ports better than they do. There are many pots that are broken, and I would especially like to emphasize them because they are natural among many of the countries and are important for rejections, especially for safety. With regard to pollution, I was just investigating the subject for the discussion today because the discussion is somewhat in the way that the cruise ships are making a lot of noise, so we need to react. I hear that we, both Ministers and senators, have spoken and have been quoted from travel reports and other sources, agree that we need to improve the order around the cruises. We don't argue about that. I ran into a report on the EEA's website from September 7th, 2017. I'd like to read the story a little bit, with the permission of a president. It says: ▪ During media interviews, it has been suggested that a cruise ship has a legal authority to burn black oil around the country. That's not the case. It is true that they can burn either diesel or gas oil, and since the latter is much more expensive, diesel is primarily being consumed at sea. On the other hand, when cruise ships are at the docks, the oil can only be burned there and, in fact, reach all ships. In fact, rules recommend that ships use electricity in such situations, can be handled. The EEA is regularly provided with information from the national ports on fuel ships to come to sea, with no evidence to suggest that the ships are burning black oil at the docks, since it is illegal, as stated earlier. Further, this report shows that the EEA will soon initiate the monitoring of fuel use by ships. But I will come back in speech and discuss other things.
ParlaMint-IS_2018-03-22-43.u69	A respectable president. I thank the prime speaker for her excellent tour of this very important subject, which are the cruise ships that come to us home. The fact is, we are now expecting some 100,000 tourists. There is a resource in it, a respectable president, that so many people choose to attend our country on cruise orders. This year, they will be in the range of 90 to 95 if the corpses, according to a report published last year. The fact is, last summer's survey of pollution was conducted in exactly that the ships are down here at the docks, speaking of in the city of Reykjavík. It was said that in one day, such a ship was polluted with as much as 10,000 cars. So the principle seems to be that, and what's being done in the world and taking care of the environment, is to get a nerve ashore so that these ships can use electricity. That's exactly what we have to do here. As soon as we welcome the industry that our tourist industry is and in this form, passengers with cruise ships, and as soon as we try to do what we can to spread them all over the country, we should not listen to the fact that it is too expensive to get electricity to the ships by having a nerve in the country, just not at all. A respectable president. I say, let's try to do everything we can to be happy that we have a cruise ship on the docks and not be sad that each of them has 10,000 cars in 24 hours.
ParlaMint-IS_2018-03-22-43.u70	Mr. President. I read an article the other day. The intake of this article was in a way that would certainly be fun to see how many tourists had arrived in the country, that they made their country alive, and that they made their income, but would it not have reached the limit of endurance? This article I read on magazine. It was 1960. Then there were tourists in Iceland about as many people as were mentioned here to visit Isafjörður in one day. Maybe we'll see how relative this is. It will be fun to ask ourselves, " Will I remember the discussion here, such as a fairy tale one day, or whether it's going the opposite?'We will wonder why we have counted this number of people that are so great today. We'll see about that. It is customary in such special discussions that members of Congress come and express a keen interest and a comprehensive knowledge of the subject. I'm not going to make up the latter, but I thank the senator for giving me a review of this subject, and I read the report quoted in the literature that was sent out from the research center of tourism. It was there, for example. One thing that interested me, what was the only factor that would determine whether a travel service company would take tourists and cruise ships to a particular place, that would be done around one thing. It was the toilet. So it's part of number one that determines whether or not they're taking a organized trip to one place and not another, which is now a bit striking. Another thing that caught my attention in this report is that there's a bit of a system around who it is that organizes the trips, whatever it is as a book, a bit more elaborate than you expect. This may have been built up a little by the market. It's something I've been thinking about sometimes, because it's often called for a whole-scale policy, and who's going to be against it. Sometimes things can happen without government involved. All I ask for as soon as it becomes part of making a rule is that it will be international not to inhibit the fine industry that has been built up here. [[The president calls.]]
ParlaMint-IS_2018-03-22-43.u71	A respectable president. Last summer, the Aclinus cruise ship Le Boree received a welcome from the Fax Seas and the people of Aranesp. It was the only cruise ship that docked in my hometown that summer, and it's a wish that they'll become more people, since there is good port and the town's choice to wander around. By getting more cruise vessels to Aclin's, you can also point the current up to the city's fun and closer forces with their natural beauty, history sites, and beautiful farms. But the preparation and development for this type of tourism does not happen overnight, and there is no fear that people will risk ports in smaller areas of the country, such as electricity or other, if it is not known if the cruise vessels will be available in small places and that will be a permanent part of their town life. These matters must naturally be in order; the ships will not come to us if such matters are not in order. Maybe then we'll come to the little man's role. We need fire - resistant faith in our community and are willing to find opportunities there. Then I mean building in small places, finding what's attractive in every community and making something of it. And I'd like to come in to the Ac Aranesp and the man who has had a major part in the construction of Aranesp. We have one of those guys who was considered crazy to be dragging people to the old lighthouses on the British River, but that area has taken quite a change, and thanks to that man. This place attracts tourists and local residents all year round, and yesterday five 60 - man buses came to inspect the lighthouse. It is wish that people around the country would contribute to their communities and closer to the environment, both for domestic and foreign tourist attractions and listen to them individually, and we would be brief to them so that we could get more cruise ships into these small communities.
ParlaMint-IS_2018-03-22-43.u72	Mr. President. Thank you for your fine discussion. A senator is coming into the council. It's part of the overall context when discussing tourism in the country. How important it is that we have a real conference program on what we will do about this article! When we talk about tourism in Iceland over the past few years, environmental factors, to some extent, have been focused on economic factors. I have often talked about a considerable lack of the economic debate. But the social feature is something that needs to be handled in a much more targeted way, and we now see wide and wide that infrastructures are being tested. We need to discuss it further. The vast majority of passengers are bringing cruise orders to Reykjavík, Akureyri and Isafjörður. Relatively, based on local rural size, the number of cruisers is more than 50 times the town of Isafjörður (U.S.) per year. In Reykjavík, the population is crowded with a pair, and in Akureyri it may be six times the population of the town. It's the size. We're hearing the most of Iceland today. These things are the most complaining of all. Landlinks have been widely discussed. The little ships take a 21⁄23 megawatt. It is possible to get on, but the big ships need 10, 15 or even more megawatts. For example, if there is a large ship port in Akureyri, the use of electricity is similar to that of local homes and businesses, just to put it into context. This is the largest industry in the world. She's the biggest one in Iceland. To be honest, it would be fun to have a deeper discussion. I see the two minutes are up, and I never started. [[Laughter at the Hall of Congress.]] This is awesome. It would be interesting to have a better discussion on these matters. The situation in Iceland has become so much more important to us.
ParlaMint-IS_2018-03-22-43.u73	V.E.G. President. I thank you for this discussion and thank the advocate of Albertína, the Elíasdóttir of Elisabra, and the minister of the seminary for being present. I singled out that a minister spoke of this discussion, policy, and so forth, around a cruise ship that had come to rest in the country. That is exactly what we need to pick up and put first, or perhaps not first, but rather along with others. As the last speaker mentioned, I wholeheartedly agree with him that the discussion is often in a narrow field when we are talking about tourist service in general, but the environment is often at the top of the magazine, not a lot of talk about economic or social issues, but all of which should be equally concerned. This is a great supply for the land, which is in the land, to receive these ships to himself. Like what? paritaprevir Anna Kolbrún Árnadóttir arrived at the Central Party's policy in the election, strengthening the country. There are three main ports, i.e. Reykjavík, Iceland and Akureyri, taking most of them and the largest ships. Less harbors have been taking smaller ships. From where I come, from the Brefuding, i.e. We'll have 24 ships in the summer, and about 70 people have requested to come, but the dock point doesn't offer it. It needs to be added. The same is true in Gundars. They wait for a longer edge to receive two ships at a time. [[The president calls.]] Two minutes are passing very quickly, so I'm going to say thank you.
ParlaMint-IS_2018-03-22-43.u74	Mr. President. I appreciate the advisor and Minister for this discussion. We are here discussing an important part of the tourism program, which, while controversial, results in a number of different jobs and economic benefits. This is a peculiar feature of tourism because a number of tourists come to places at once, especially in ports outside of Reykjavík and Akureyri. I'm gonna get ahead of it. Of course, social pressures need to be examined and evaluated. Yes, they control shiphouses themselves. The pressures and assessments of the environment need to be examined locally and in broad contexts, and it needs to set out a natural and clear demand for emissions both within the Icelandic financial history of rejection. It requires ports of surveillance and the right electronic equipment. Let's go to the megawatts later. You also need to encourage communities who take cruise ships to aim the receptions at an adequate level at home, i.e. The inhabitants, and they must be encouraged by the tourism authorities and market agencies in order to distribute stress from cruise parties. This has been shown in the discussion. I just want to reiterate it. However, I would like to remind you of something that no one has ever been able to get into here, which is a rescue center needed in this country, because we may have a very serious problem if a shipwreck is due to the magnitude we might expect. It takes a very careful look at how we could do that. This must be an international rescue center. Finally, I'd like to welcome the carbon balance of Iceland's cruise parties and really believe that it should be a rule. Very good. Very good. Very good.
ParlaMint-IS_2018-03-22-43.u75	A respectable president. December 12th. Send to Grönskjörg abduction of 2018's budgets. It requested that the State be in the setting of an approved port transport strategy. The review referred to the experts'assessment that the first part of the project was very important, since a certain time had to be extended before it was possible to continue, it was said that a pad would have to be removed. Then they were asked for 110 million. K. which was part of the State's work to meet its transport plans. But we all know in here that a transport plan was not funded. Although the funds and the responsibility of an approved budget are there, it is also the responsibility of the government to enforce the plans and conclusions of the General Assembly. A strategy is thus planned, and when the lack of financial transportation strategy came from the government, a body of agreements was not reached at a meeting to finance a transport program. Why am I talking about this in special discussions about cruise ships? Yes, you may have seen earlier in the discussion that some of the ways in which Gnarfjörður enters it. As if anyone could remember, it was reported in February. to welcome more cruise vessels than was expected to be a dock in a shelter because of the expansion of the harbor. Thus, the challenge of the increase in entertainment vessels is not only their growth, the pressures of electricity systems, the pressures of modern tourism, and the road, etc., but also the fact that organized expansion is not being achieved. A plan was made for the dock to be ready at that time, and then the town set up a schedule for receiving more ships. That did not work out, and it is also a problem we need to consider. So we need to consider both of them, to accept those who come and stick to our plans so that we can make plans for how many people we are going to accept.
