ParlaMint-UA_2007-12-18-m0.u1	Good morning, everyone. Ladies and gentlemen, I ask you to register with the "Council" system. [[10:06:29]] Ladies and gentlemen, 227 Ukrainian national deputies have registered in the Hall. The morning session of the Supreme Council of Ukraine is publicized. Dear colleagues, I would like to remind you once again of the decision that was taken on Friday in a unanimous manner, both at the Conciliation Council and in general, was approved by all the national deputies who took part in the Friday vote. This is about shaping the order of the day. We have a few questions on the agenda. The first and most important question is the appointment of the Prime Minister of Ukraine. Thus, the first issue of the agenda is the consideration of the appointment of the Prime Minister of Ukraine by the President of Ukraine. In this regard, however, there are several additional questions to be considered by the Ukrainian National Deputies: the question of the dismissal of the Prime Minister of the question of the termination of the powers of the current government, the question of the appointment of a new government and the question of the permanent termination of the powers of the Ukrainian National Deputies, which, if voted for, will become members of the Cabinet of Ministers of Ukraine. We also actively worked yesterday at the Conciliation Council meeting and the cluster of issues related to the formation of the Governing Body of the Supreme Council, we hope that today will begin in part of our consideration. If not, objectively, if we do not have enough time, we will carry it on to the next day. In view of this, honourable national MPs, I have announced today's agenda, and I would like to inform you that, yesterday at the Conciliation Council meeting, we have actively remodeled the order of today's day, including the basic approaches to voting. The grateful Counting Commission, which met today and yesterday on the issue of voting order formation, as it is a matter of actual change in voting methods, and for the first time in the history of the Ukrainian Parliament, this particular voting mechanism has been proposed. By the way, this is the voting mechanism that is foreseen in many parliaments around the world, starting with Britain and Canada and ending with Spain, Italy and even Poland. So we're basically ready for today's meeting. I'd like to welcome the National Deputy of Ukraine, Mikola Stepanovitch, with your permission. I'd like to welcome our colleague. [[Applause]] In order to finalize the agenda and resolve all regulatory issues regarding the meeting, two factions are the factions of the Yulia Timoshenko and Our Ukraine – People's Self-Defense – have requested a 30-minute recess. According to the Rules, I am obliged to give them a 30 - minute break. Thank you. In 30 minutes, we'll resume the session.
ParlaMint-UA_2007-12-18-m0.u482	None.
ParlaMint-UA_2007-12-18-m0.u483	Then the voting procedure on the matter under consideration is considered complete. I'm asking the Counting Commission to meet me in Room 5 in five minutes to do our job with you.
ParlaMint-UA_2007-12-18-m0.u484	Mikola Haritonovich, how many minutes do you need? Colleagues! Half an hour. Dear colleagues, a 30-minute recess to sum up the voting and the meeting of the Counting Commission. Thank you.
ParlaMint-UA_2007-12-18-m0.u485	Dear colleagues, I'm asking for another 10 minutes, and in 10 minutes we'll start a meeting with the Information Commission. Another 10 minutes, please.
ParlaMint-UA_2007-12-18-m0.u486	All right, let's go, let's A vote to announce the results is given to the head of the Counting Commission, Shershun Mikola Haritonovich. Mikola Haritonovich, please, on the rostrum.
ParlaMint-UA_2007-12-18-m0.u487	Dear Head, honourable deputies! Let me announce protocol number two of the meetings of the Supreme Council of Ukraine Counting Commission on 18 December 2007. Present: Head of the Counting Commission, Deputy Head of the Counting Commission, Secretary of the Counting Commission, and members of the Counting Commission. They heard about the summation of the roll-call vote by raising their hands to serve as Prime Minister of Ukraine, Timoshenko Yulia Volodymyrna. For the roll-call vote on the appointment of the Prime Minister of Ukraine by raising his hands, Timoshenko was nominated for Volodymyrna. On the basis of the results of the roll-call vote on the appointment of the Prime Minister of Ukraine by raising his hand, the Committee established: First. The number of Ukrainian national deputies whose credentials are recognized is 450. The other one. The number of Ukrainian national deputies who took part in the vote is 227. Name, name and father of candidate: Timoshenko Julia Volodymyrna The number of votes cast as candidate is 226. [[Applause]] The number of votes cast against the candidate is 0. The number of national deputies held in custody is 1. According to paragraph 12 of part one of article 85 of the Constitution of Ukraine, articles 37 and 200 of the Rules of the Supreme Council of Ukraine, the Counting Commission decided to consider the Prime Minister of Ukraine Timoshenko Yuli Volodymyrna. Head of the Counting Commission, Deputy Head of the Counting Commission, Secretary of the Counting Commission.
ParlaMint-UA_2007-12-18-m0.u488	Honourable National Deputies, in accordance with paragraph 13 of the first article 27 of the Supreme Council of Ukraine Rules, I am fulfilling my constitutional duty, announcing the adoption of the Supreme Council of Ukraine Decision on the appointment of Timoshenko Yulia Volodymyrovna as Prime Minister of Ukraine, and signing the relevant decree. I ask Timoshenko Julia Volodymyrna to take a place in the bed of the Ukrainian government. Order signed. [[Applause]] Dear National Deputies! In accordance with the Law on the Cabinet of Ministers and in accordance with regulatory rules, we still need to make a number of additional decisions. We need to decide on the dismissal of Prime Minister Janukovitch Viktor Fedorovich. Ladies and gentlemen, may I have your attention and your silence in the hall? I would like to ask Viktor Fedorovich to give a five-minute stand before the Ukrainian people's deputies. The word is given to Janukovich Viktor Fedorovich. Please, Victor Fedorovich.
ParlaMint-UA_2007-12-18-m0.u489	Dear fellow countrymen, distinguished national MPs! The constitutional procedure is going on, eventually Parliament has elected the Prime Minister and I hope that the government will be elected today, and the Ukrainian people will be able to see how responsible this government will work on how it will carry out its duties. Of course, as Prime Minister, who is said to have been in this chair twice, I would like to wish both the government and the Prime Minister that this government would do a good job for the country and raise the economy and raise the standard of living of people. This is a request from me as from the Ukrainian National Deputy and as the Prime Minister, who will be a few more minutes. [[until you've voted]] Dear National Deputies! Respectable compatriots! Today, there has been an event, in my opinion, that will deepen political instability and contribute to the confrontational processes in society. As I say, unfortunately, it will have a very negative impact on the pace of socio-economic development, because you and I understand very well that the consequences that we have now of the political destabilization that has been going on all the time will have to be overcome by the team that initiated this political destabilization. So I want you to want this to work out, so that we can fix what they say is a negative outcome. But I want to say that the orange team, which is now reinstated, is taking responsibility, and you should remember that, dear fellows. As was the case in 2005, we all remember you. We remember well. And we are well aware of what was done. I want you to end up better now. I wish. Then, too, the oranges said many things, we heard these populist calls, and they say, under the melodies of persecution of their opponents all over Ukraine. We are well aware of how the orange team destroyed the economy, how it overturned ownership, how they began reprivatization, how they destroyed investor confidence, and how they stained themselves with corruption and camaraderie. We remember all of this well. Less than a year later, we saw the economy shrink by almost 10 percent. And prices were raised to anything. That's why I'm talking about it with regret. Once again, however, there is an era of new trials for our country. The age of trials with crises, political intrigues and quarrels, I think, first of all, within the orange team. It will be difficult to maintain unity with 226 deputies. The people of Ukraine need to know that, sadly, citizens cannot count on improvement in their lives. After all, the generous promises that richly favored him by today’s coalition members — 227 — will never be fulfilled. I'm sure of it. Because these promises were not given at all to reduce taxes or to pay lost savings, to increase wages and pensions, or to cancel an army appeal. Generous promises were needed only to come to power at all costs. These elections virtually did not change the ratio of power in Ukraine and in parliament. Because it's an advantage.
ParlaMint-UA_2007-12-18-m0.u490	Let me finish.
ParlaMint-UA_2007-12-18-m0.u491	The advantage that is in Parliament today is completely insufficient, and we understand that with you, for the effective work of the parliamentary majority. And the elections, the early elections only destabilized the work of the Supreme Council of Ukraine and the government. They determined political relevance above the law, opened the gateways to reckless populism and demagogy. And as we see today, these choices have made the most terrible, they have caused a disaster, it's a disaster -- in rising food prices, in energy supply, in worsening Ukraine's authority in the world arena. The early elections once again demonstrated that Ukraine still remains a site for geopolitical experiments, in order to do more technology in Ukraine. And unfortunately, Ukraine is not a single player in the international arena. When the political elites of other nations are united in the face of the serious challenges of today, the “orange ” forces have once again demonstrated selfishness and irresponsibility. Not wanting to count on reality, the orange people are trying to convince the Ukrainian people that ignoring the will of expression is practically half of Ukraine -- it's kind of a concern for political and economic stability in the state. But the “orange” themselves, and I stress this, are responsible for the destruction of stability in the state, the stability Ukraine received in 2006, after the elections. Then we got the economy in the ruins left by the same team. Over the next year, we managed to stabilize the economy and the socio-political situation, restore Europe's best economic growth, raise wages and pensions. When in opposition. We made that decision, and we stressed it. [[th m in s a l i]] It's a good thing there's someone to blame today, because the country in that state couldn't work and live on -- in a state of suspension. And the laughter that I hear from you right now, it's unhealthy. Don't laugh at people's grief. [[B in m in s a l in]] Think of your responsibility today. And remember that you and I live together on this earth, and together we need to think about how to live. And that's the main thing. Nor do we need to look for ways to break apart, but we need to look for ways to unite. I'm sure that's all there is to our country's future. And our position on matters has always been constructive, business, and so on. Thank you for your attention.
ParlaMint-UA_2007-12-18-m0.u492	Thank you, Victor Fedorovich. [[Applause]] Ladies and gentlemen, I think we're going through a democratic and transparent procedure today, a procedure for the transfer of power. It's normal. Perhaps in the format in which it takes place today, this is the first time in Ukrainian history. And let me talk to the faction leaders, on behalf of the Ukrainian Parliament, to thank Yanukovich Viktor Fedorovich for the positive things that were in his government. Every government has pluses and minuses. [[Applause]] But, Victor Fedorovich, on behalf of the Supreme Council, let me thank you, including me as a former member of your Cabinet of Ministers. Thank you. [[Applause]] Ladies and gentlemen, we are moving on to the next item of the agenda. We need to decide on the dismissal of Prime Minister Janukovic Viktor Fedorovich of Ukraine. Pussy seconds, colleagues, let me ask you very much. From the procedure? We have agreed with you that the voting procedure remains the same in the four agenda items that were determined unanimously by the Conciliation Council and the reckoning commission, namely, by a roll-up vote. It was a decision made, colleagues, and we cannot, nor will we. As agreed, just as the decision has been made, so will it. I'd like you to sign up for a five-minute show. Please. Matvienko Anatoly Sergiyovich, “Our Ukraine – National Self-Defense”. Please, Anatoly Sergiyovich.
ParlaMint-UA_2007-12-18-m0.u493	Ukrainian Republican Party “Cobor”, “Our Ukraine – People’s Self-Defense” Block. Arsenius Petrovich, I, like you, am happy that we are learning democratically to transfer power, but I regret, as I think, most of our television viewers have not learned to do so. And now, essentially. I don't know what a conciliatory commission was led by, but I read the Rules, I read the laws, I read the Constitution. Article 202 of our Rules does not provide for the adoption of a decree under article 115 of the Constitution when the Cabinet of Ministers is in charge. So I don't understand what we're going to do now or why we're not going in the constitutional or not the legal way. I'd like you, Arsenija Petrovich, to explain, at least to me what we're creating and why we're creating a precedent that can become the pinnacle that we're going to stumble on. Thank you.
ParlaMint-UA_2007-12-18-m0.u494	Thank you. Bondarenko Volodymyr Dmitrovic, “Clock of Yulia Timoshenko”.
ParlaMint-UA_2007-12-18-m0.u495	“Julia Timoshenko Block”, Bondarenko Volodymir. Dear friends, we need to learn to really transfer power properly, with due respect to those who have won today. What we have heard today is some tears to the crocodile for reasons that are not clear on what problems. We understand who should be crying today in Ukraine -- those who have those prices, those who have those fuel prices, those who have the biggest inflation today throughout the whole period. So, Victor Fedorovich, you'd like to welcome as a trained man this brave woman who's going to dig up after you what you've done, and today she has a team to do it, I'm sure. Thank you.
ParlaMint-UA_2007-12-18-m0.u496	Lucenko Yuri Vitaliyovich, "Our Ukraine is the People's Self-Defense".
ParlaMint-UA_2007-12-18-m0.u497	Dear National Deputies! We've just witnessed the ex-premier's performance being prepared quite differently and we've heard an ex-premier performance. Nevertheless, it is this that testifies to the effectiveness of the democratic coalition, which, in spite of the different expectations of our unwelcome people, has acted and will work effectively to change the situation in Ukraine for the better. Gentlemen! Today we plan to take decisive human resources steps so that Ukraine gets a new government. Let's stop the political battalions, thank the government for leaving at last, "This day we came as close as we could," and finally start building a normal, democratic Ukraine.
ParlaMint-UA_2007-12-18-m0.u498	Taran Viktor Vasilovich, Timoshenko Street.
ParlaMint-UA_2007-12-18-m0.u499	When it comes to the transfer of power, however, Viktor Fedorovich did indeed present himself objectively as a weak - minded person today, for he did not have the courage to say that he and his faction would join in the work together. And, in great regret, Victor Fedorovich, so you still have really said anger and resentment, you know, it's really your essence. And when there was a round of applause, I sat there and thought that those applause of the MPs were as plain as slaps on the cheeks. Like slaps on the cheeks of the past government, where Ukrainian scientists such as Azarov, Tobacco, and flight master Rudzkowski in Paris. But I welcome Ukraine that we have won, and today we do not have to laugh at Yanukovich's grief, and we will conduct it peacefully and build a state.
ParlaMint-UA_2007-12-18-m0.u500	Rabbit Ivan Alexanderovich, "Our Ukraine is the People's Self-Defense".
ParlaMint-UA_2007-12-18-m0.u501	Ukrainian People's Party, "Our Ukraine is the People's Self-Defense". I'm also surprised by the very procedure of resigning the previous government, but I want to say a few words about how this power is transferred to the new government. We were simply surprised by the position of former Prime Minister Janukovic, who not only took a foreign position, but actually the position of such a rebel, the position of growing contradictions in our society. And that surprises me very much. I'd like to hear from Mr. Yanukovic what legacy they leave to the new government. Speaking of today, we are well aware that our inflation rate in Ukraine today is at least 15 percent. When we talk about energy prices, gas prices, we also see what a significant increase is. So speaking of what's good today, I wouldn't say that. As for the pace you received from Yehanurov, that was 5 percent.
ParlaMint-UA_2007-12-18-m0.u502	Kostenko Pavel Ivanovich.
ParlaMint-UA_2007-12-18-m0.u503	Please pass the word to the Turk Alexander.
ParlaMint-UA_2007-12-18-m0.u504	Thank you. Arsenius Petrovich, I ask you to contact the Head of the Supreme Council.
ParlaMint-UA_2007-12-18-m0.u505	But they won't let you work.
ParlaMint-UA_2007-12-18-m0.u506	I'd like to ask you very much, Your Honor, we have a very important vote today. And I think that the Supreme Council should make a decision, Arseny Petrovich, so that we can continue the work of the Supreme Council until we complete the formation of the Cabinet of Ministers. This particular proposal, this should be done during the afternoon session, and I think we should vote for it. Thank you.
ParlaMint-UA_2007-12-18-m0.u507	Thank you. Ladies and gentlemen, with your permission, I would like to return to the matter of procedure and I would like to draw the attention of those national MPs who spoke not on the matter of procedure, but on a personal basis, that if the word is given by procedure, that means that it should be about the voting procedure. Now the second is about the approach itself. I would like to remind you that at the Conciliation Council meeting on Friday, we made decisions and voted in this Hall, and all of us pressed buttons to consider the issue of appointment, liberation, the suspension of government powers, the formation of a new government, and the permanent suspension of the powers of national deputies. Where did this legal formula come from? Item 1. According to article 10 of the Ukrainian Law on the Cabinet of Ministers, part of the sixth, a mandatory rule has been laid down regarding the mandatory availability of the Supreme Council Order on the Cessation of the Cabinet of Ministers. Item 2. In 2006, when the new Rules were in force and when Prime Minister Yehanurov was released, that was the legal formula. So we didn't want to create a precedent, that is, we didn't want to go the way that wasn't previously worked out. In view of this, it was not the offer of Yatzenuk, but of all the faction leaders, in order not to raise legal questions about the termination of powers, both the active composition of the Cabinet of Ministers and Prime Minister Yanukovic, that it was decided unanimously to put the question to the vote. After that, according to the insistence of Alexander Volodymyrovich Turkinov, these questions were decided to vote in the order in which questions about the appointment of the Prime Minister of Ukraine were voted. In view of this and in view of the decision of the Counting Commission, I cannot withdraw from our agreements. In this way, I would like to put to the vote a negotiated procedure. Okay. Matvienka, for the lineup. If we don't want to form a government, and we want to vote and make lines, let's do it this way. Please, Anatoly Sergiyovich.
ParlaMint-UA_2007-12-18-m0.u508	The Ukrainian Republican Party of Sobor, the "Our Ukraine – People's Self-Defense" Block. Arseny Petrovich! I would ask you not to get nervous but to react calmly. Indeed, there is a rule in the government law that authority is terminated. And I don't deny that when we make the decision to stop, and we vote, then there has to be a decision. The establishment of powers before the Supreme Council is clearly recorded as to the procedure under which it is carried out. And there is no need for determination. That's why I call on us to move in the Constitution, in the laws and in the Rules. Not to invent a know-how that has nothing to do with it.
ParlaMint-UA_2007-12-18-m0.u509	I would like to emphasize once again that the issue of the formation of the agenda was taken up by more than half of the Supreme Council’s constitutional composition on Friday when the buttons were pressed and the decision was made. Then why did this procedural question not arise? It has now been voted. What reasons are there for departing from Friday’s decision, and what reasons are there for departing from the vote decided by the Counting Commission? I ask the people's deputies to follow only the procedure that was previously agreed upon by the Supreme Council, the agenda, the Counting Commission, and put a dot in the debate. So, we need to make a decision on the release of Prime Minister Janukovic, we need to decide on the dismissal of Prime Minister Yanukovic Viktor Fedorovich of Ukraine. [[Now I'll tell you.]] A proposal came from the Hall for the continuation of the meeting of the Supreme Council of Ukraine until we complete the full cycle of the formation of the Ukrainian government. It is a matter of considering five issues of the order of the day. I would like to remind you once again that the first question is the appointment of the Prime Minister of Ukraine. The question of the release of Prime Minister Janukovich of Ukraine will now be considered. The third question is the termination of the mandate of the Cabinet of Ministers. The fourth question is the formation of a new cabinet of ministers. And the fifth question is about the permanent suspension of the powers of Ukrainian national deputies elected to the Cabinet of Ministers of Ukraine. Thus, I am putting to the vote the question of the continuation of the plenary session of the Supreme Council of Ukraine until the finalization of these issues. Please include the “Council” system for voting. [[13:01:10]] For 225 The decision is not taken. So we're only working until 14 o'clock. After that, there will be a break, and we will continue our consideration of the issues of the order of the day. So, I'm putting to the vote the draft decree, registration number 1152, on the release of Janukovitch Viktor Fedorovich from the post of Prime Minister of Ukraine. I request the Head of the Counting Commission to proceed to the voting procedure in accordance with the above procedure. Please, Mikola Haritonovich. Colleagues, please be quiet in the hall. Mikola Haritonovich, please.
ParlaMint-UA_2007-12-18-m0.u510	Dear Head, dear colleagues. Before I proceed to the vote on the release of Janukovich Viktor Fedorovich from the post of Prime Minister of Ukraine, I would like to convey the decision of the Counting Commission to your knowledge. If they do. When called a national MP, his name, he can only say “for”, “against”, “resisted” if “hurray!”, even patriotically configured such screams, the voice will not be counted. Do we have a deal? That's why there's an offer, me. Sir, Head, I don't know which factions have registered.
ParlaMint-UA_2007-12-18-m0.u511	Please, Mikola Haritonovich. The Counting Commission, colleagues, the Counting Commission requests that we re-register as provided for in the Rules. So I'm asking you to run a re-entry procedure so that there are no questions about whether or not there have been any. Please enable the re-registering procedure. [[13:04:03]] There are 225 national deputies registered in the hall. So, by procedure, colleagues, for a minute, by procedure, the head of the Counting Commission reads exclusively those who are registered, asking questions after the end of the vote whether anyone else would like to vote from those who are not registered. Look, please, the order that is unanimously approved by the Counting Commission, and so we continue the voting procedure. Mikolo Haritonovich, please.
ParlaMint-UA_2007-12-18-m0.u512	That's what they say. Give me a voice. So, your honor, here we go.
ParlaMint-UA_2007-12-18-m0.u513	Colleagues, I'm asking you to give the head of the Counting Commission a chance to work. I ask all national deputies to take their seats and give the head of the Counting Commission the opportunity to work. There was no sign-up of the Whitelighter MP. I'm reporting. It's now registered. It's in the hall. Please take a look. So please, Mikola Haritonovich, continue the voting procedure. Thank you.
ParlaMint-UA_2007-12-18-m0.u514	And I'm also asking the members of the Counting Commission to take their seats. Please take your seats, members of the Counting Commission. Let's start the vote. If you say it's just my last name, I'm happy. Do you mind?
ParlaMint-UA_2007-12-18-m0.u515	Abdulin Alexander Rafkatovich.
ParlaMint-UA_2007-12-18-m0.u516	For. For.
ParlaMint-UA_2007-12-18-m0.u517	Arutunov?
ParlaMint-UA_2007-12-18-m0.u518	For.
ParlaMint-UA_2007-12-18-m0.u519	Babayev.
ParlaMint-UA_2007-12-18-m0.u520	For.
ParlaMint-UA_2007-12-18-m0.u521	Grandma.
ParlaMint-UA_2007-12-18-m0.u522	For.
ParlaMint-UA_2007-12-18-m0.u523	Bagraev.
ParlaMint-UA_2007-12-18-m0.u524	For.
ParlaMint-UA_2007-12-18-m0.u525	Barbinenko.
ParlaMint-UA_2007-12-18-m0.u526	For.
ParlaMint-UA_2007-12-18-m0.u527	It's a Belarus.
ParlaMint-UA_2007-12-18-m0.u528	For.
ParlaMint-UA_2007-12-18-m0.u529	Biruk.
ParlaMint-UA_2007-12-18-m0.u530	For.
ParlaMint-UA_2007-12-18-m0.u531	Bogdan.
ParlaMint-UA_2007-12-18-m0.u532	For.
ParlaMint-UA_2007-12-18-m0.u533	Bodnar.
ParlaMint-UA_2007-12-18-m0.u534	For.
ParlaMint-UA_2007-12-18-m0.u535	Bondarenko. Bondarenko Volodymir Dmitrovic.
ParlaMint-UA_2007-12-18-m0.u536	I'm in.
ParlaMint-UA_2007-12-18-m0.u537	Bondarenko Olena Fedorovna.
ParlaMint-UA_2007-12-18-m0.u538	For.
ParlaMint-UA_2007-12-18-m0.u539	Bondarev, please raise your hands so that the camera can get you faster.
ParlaMint-UA_2007-12-18-m0.u540	Bondarev for it.
ParlaMint-UA_2007-12-18-m0.u541	Yes. Borodine.
ParlaMint-UA_2007-12-18-m0.u542	Borodine. For.
ParlaMint-UA_2007-12-18-m0.u543	Budger.
ParlaMint-UA_2007-12-18-m0.u544	About
ParlaMint-UA_2007-12-18-m0.u545	Burjak Alexander Vasilovich.
ParlaMint-UA_2007-12-18-m0.u546	For.
ParlaMint-UA_2007-12-18-m0.u547	Burjak Sergey Vasilovich.
ParlaMint-UA_2007-12-18-m0.u548	For.
ParlaMint-UA_2007-12-18-m0.u549	Vast.
ParlaMint-UA_2007-12-18-m0.u550	For.
ParlaMint-UA_2007-12-18-m0.u551	Velizinski.
ParlaMint-UA_2007-12-18-m0.u552	For.
ParlaMint-UA_2007-12-18-m0.u553	Verevsky.
ParlaMint-UA_2007-12-18-m0.u554	For.
ParlaMint-UA_2007-12-18-m0.u555	Vetwicki.
ParlaMint-UA_2007-12-18-m0.u556	For.
ParlaMint-UA_2007-12-18-m0.u557	Viennese.
ParlaMint-UA_2007-12-18-m0.u558	For.
ParlaMint-UA_2007-12-18-m0.u559	Volenec.
ParlaMint-UA_2007-12-18-m0.u560	For.
ParlaMint-UA_2007-12-18-m0.u561	The doorman.
ParlaMint-UA_2007-12-18-m0.u562	For.
ParlaMint-UA_2007-12-18-m0.u563	Gashoek.
ParlaMint-UA_2007-12-18-m0.u564	For.
ParlaMint-UA_2007-12-18-m0.u565	Nice.
ParlaMint-UA_2007-12-18-m0.u566	For.
ParlaMint-UA_2007-12-18-m0.u567	Gayman.
ParlaMint-UA_2007-12-18-m0.u568	For.
ParlaMint-UA_2007-12-18-m0.u569	Shut up.
ParlaMint-UA_2007-12-18-m0.u570	For.
ParlaMint-UA_2007-12-18-m0.u571	Gnutkevich.
ParlaMint-UA_2007-12-18-m0.u572	For.
ParlaMint-UA_2007-12-18-m0.u573	Green.
ParlaMint-UA_2007-12-18-m0.u574	For.
ParlaMint-UA_2007-12-18-m0.u575	Hubsky.
ParlaMint-UA_2007-12-18-m0.u576	For.
ParlaMint-UA_2007-12-18-m0.u577	Davemuk.
ParlaMint-UA_2007-12-18-m0.u578	For.
ParlaMint-UA_2007-12-18-m0.u579	Danilov. I'm sorry, Daniel.
ParlaMint-UA_2007-12-18-m0.u580	For.
ParlaMint-UA_2007-12-18-m0.u581	Dennis.
ParlaMint-UA_2007-12-18-m0.u582	For.
ParlaMint-UA_2007-12-18-m0.u583	Denkovich.
ParlaMint-UA_2007-12-18-m0.u584	For.
ParlaMint-UA_2007-12-18-m0.u585	Wooden.
ParlaMint-UA_2007-12-18-m0.u586	For.
ParlaMint-UA_2007-12-18-m0.u587	Good boy.
ParlaMint-UA_2007-12-18-m0.u588	For.
ParlaMint-UA_2007-12-18-m0.u589	Donchczak.
ParlaMint-UA_2007-12-18-m0.u590	For.
ParlaMint-UA_2007-12-18-m0.u591	It's oak.
ParlaMint-UA_2007-12-18-m0.u592	For.
ParlaMint-UA_2007-12-18-m0.u593	Heresy.
ParlaMint-UA_2007-12-18-m0.u594	For.
ParlaMint-UA_2007-12-18-m0.u595	People's deputy Zhewago.
ParlaMint-UA_2007-12-18-m0.u596	For.
ParlaMint-UA_2007-12-18-m0.u597	Zabzaluk People's Deputy.
ParlaMint-UA_2007-12-18-m0.u598	For.
ParlaMint-UA_2007-12-18-m0.u599	People's MP, Bully.
ParlaMint-UA_2007-12-18-m0.u600	For.
ParlaMint-UA_2007-12-18-m0.u601	National deputy of Winterfell.
ParlaMint-UA_2007-12-18-m0.u602	For.
ParlaMint-UA_2007-12-18-m0.u603	Zosul's national deputy.
ParlaMint-UA_2007-12-18-m0.u604	For.
ParlaMint-UA_2007-12-18-m0.u605	The People's Deputy of the Teeth.
ParlaMint-UA_2007-12-18-m0.u606	For.
ParlaMint-UA_2007-12-18-m0.u607	National MP Ivanenko.
ParlaMint-UA_2007-12-18-m0.u608	For.
ParlaMint-UA_2007-12-18-m0.u609	People's MP Calchenko. Calchenko.
ParlaMint-UA_2007-12-18-m0.u610	For.
ParlaMint-UA_2007-12-18-m0.u611	People's deputy Kaschatny.
ParlaMint-UA_2007-12-18-m0.u612	For.
ParlaMint-UA_2007-12-18-m0.u613	People's Deputy Caplienko.
ParlaMint-UA_2007-12-18-m0.u614	For.
ParlaMint-UA_2007-12-18-m0.u615	People's deputy Kemenash.
ParlaMint-UA_2007-12-18-m0.u616	For.
ParlaMint-UA_2007-12-18-m0.u617	People's Deputy Kirilenko.
ParlaMint-UA_2007-12-18-m0.u618	For.
ParlaMint-UA_2007-12-18-m0.u619	People's MP Kirilchuk.
ParlaMint-UA_2007-12-18-m0.u620	For.
ParlaMint-UA_2007-12-18-m0.u621	People's deputy Kowzel.
ParlaMint-UA_2007-12-18-m0.u622	For.
ParlaMint-UA_2007-12-18-m0.u623	National Deputy Cosemiakin.
ParlaMint-UA_2007-12-18-m0.u624	For.
ParlaMint-UA_2007-12-18-m0.u625	National MP Condratiuk.
ParlaMint-UA_2007-12-18-m0.u626	For.
ParlaMint-UA_2007-12-18-m0.u627	Constantine.
ParlaMint-UA_2007-12-18-m0.u628	For.
ParlaMint-UA_2007-12-18-m0.u629	Kors.
ParlaMint-UA_2007-12-18-m0.u630	For.
ParlaMint-UA_2007-12-18-m0.u631	Cornichuk.
ParlaMint-UA_2007-12-18-m0.u632	For.
ParlaMint-UA_2007-12-18-m0.u633	It's a royal one.
ParlaMint-UA_2007-12-18-m0.u634	For.
ParlaMint-UA_2007-12-18-m0.u635	Shorty.
ParlaMint-UA_2007-12-18-m0.u636	For.
ParlaMint-UA_2007-12-18-m0.u637	Kosov.
ParlaMint-UA_2007-12-18-m0.u638	For.
ParlaMint-UA_2007-12-18-m0.u639	Kostenko. Paul Ivanovich.
ParlaMint-UA_2007-12-18-m0.u640	For.
ParlaMint-UA_2007-12-18-m0.u641	Cowchuck.
ParlaMint-UA_2007-12-18-m0.u642	For.
ParlaMint-UA_2007-12-18-m0.u643	Extreme.
ParlaMint-UA_2007-12-18-m0.u644	For.
ParlaMint-UA_2007-12-18-m0.u645	The raven.
ParlaMint-UA_2007-12-18-m0.u646	For.
ParlaMint-UA_2007-12-18-m0.u647	It's a big one.
ParlaMint-UA_2007-12-18-m0.u648	For.
ParlaMint-UA_2007-12-18-m0.u649	Kuzmenko.
ParlaMint-UA_2007-12-18-m0.u650	For.
ParlaMint-UA_2007-12-18-m0.u651	He's a smoker.
ParlaMint-UA_2007-12-18-m0.u652	For.
ParlaMint-UA_2007-12-18-m0.u653	Kurovsky.
ParlaMint-UA_2007-12-18-m0.u654	For.
ParlaMint-UA_2007-12-18-m0.u655	Son of a bitch.
ParlaMint-UA_2007-12-18-m0.u656	For.
ParlaMint-UA_2007-12-18-m0.u657	Labunski.
ParlaMint-UA_2007-12-18-m0.u658	For.
ParlaMint-UA_2007-12-18-m0.u659	Levcun.
ParlaMint-UA_2007-12-18-m0.u660	For.
ParlaMint-UA_2007-12-18-m0.u661	Libyan
ParlaMint-UA_2007-12-18-m0.u662	For.
ParlaMint-UA_2007-12-18-m0.u663	Logwinko.
ParlaMint-UA_2007-12-18-m0.u664	For.
ParlaMint-UA_2007-12-18-m0.u665	Login.
ParlaMint-UA_2007-12-18-m0.u666	For.
ParlaMint-UA_2007-12-18-m0.u667	Lukashuk.
ParlaMint-UA_2007-12-18-m0.u668	For.
ParlaMint-UA_2007-12-18-m0.u669	Lukyanchuk.
ParlaMint-UA_2007-12-18-m0.u670	For.
ParlaMint-UA_2007-12-18-m0.u671	Easy.
ParlaMint-UA_2007-12-18-m0.u672	For.
ParlaMint-UA_2007-12-18-m0.u673	Makienko.
ParlaMint-UA_2007-12-18-m0.u674	For.
ParlaMint-UA_2007-12-18-m0.u675	Macic.
ParlaMint-UA_2007-12-18-m0.u676	For.
ParlaMint-UA_2007-12-18-m0.u677	Mishchenka.
ParlaMint-UA_2007-12-18-m0.u678	For.
ParlaMint-UA_2007-12-18-m0.u679	Quiet.
ParlaMint-UA_2007-12-18-m0.u680	For.
ParlaMint-UA_2007-12-18-m0.u681	Master.
ParlaMint-UA_2007-12-18-m0.u682	For.
ParlaMint-UA_2007-12-18-m0.u683	I don't care.
ParlaMint-UA_2007-12-18-m0.u684	For.
ParlaMint-UA_2007-12-18-m0.u685	Odarchenko.
ParlaMint-UA_2007-12-18-m0.u686	For.
ParlaMint-UA_2007-12-18-m0.u687	Olinik Viktor Stepanovich.
ParlaMint-UA_2007-12-18-m0.u688	For.
ParlaMint-UA_2007-12-18-m0.u689	Olinik Svetoslav Vasilovich.
